EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,FTDefRebounds,SelfOReb,LostBallSteals,Loose Ball Fouls,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3FGM,OffArc3ReboundPct,PenaltyArc3Accuracy,BlockedLongMidRange,on,Blocked3s,BlockedArc3,SecondChanceFtPoints,Charge Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Travels,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,3436.0,57.0,-23,111,111,19,18.0,17.0,222,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,8.0,4.0,8.0,5.0,29.0,137.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,8.0,4.0,12.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,4.0,3.0,7.0,3.0,10.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,6.0,1.0,7.0,8.0,1.0,6.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,19,0.6666666666666666,0.8,1.0,0.5,1.0,0.5,0.75,1.0,0.75,0.6666666666666666,1.5,0.7631578947368421,0.6666666666666666,1.5,0.5,0.125,0.2,19.23076923076923,0.6666666666666666,0.15,0.06666666666666667,0.16666666666666666,0.058823529411764705,0.1590909090909091,0.06382978723404255,0.125,0.0625,0.2,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.21052631578947367,0.3125,0.8,1.0,0.5,0.125,0.5,0.5,1.0,0.0625,1.0,1.0,1.0,0.375,0.5,0.5,1.0,0.125,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,1.0,0.8125,0.5,0.54965625,0.495425,0.5535,0.15789473684210525,0.2727272727272727,0.13793103448275862,0.10344827586206896,5.5375,23.9625,0.17117117117117117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612751,Kevin Durant,Kevin Durant,201142,BKN,3386.0,56.0,-23,110,109,21,20.0,16.0,219,,1.0,,,4.0,7.0,4.0,17.0,,,,,2.0,4.0,,8.0,25.0,2.0,4.0,7.0,29.0,136.0,2.0,2.0,,4.0,,1.0,9.0,6.0,10.0,3.0,,4.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,,13.0,,,8.0,,8.0,,8.0,1.0,1.0,7.0,3.0,3.0,1.0,4.0,10.0,1.0,,5.0,1.0,9.0,,7.0,2.0,1.0,,1.0,9.0,21,0.375,0.375,0.5,0.5,,0.5,0.32,1.0,0.3793103448275862,1.0,0.3333333333333333,0.453125,1.0,0.5625,0.13793103448275862,0.16,1.0,32.8125,0.7,,,0.3333333333333333,,0.18604651162790697,,,,,,,,0.2777777777777778,0.034482758620689655,,,,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.5,0.5862068965517241,0.23529411764705882,0.2857142857142857,0.25,,,,,0.13793103448275862,0.5,0.5,0.5,,,,,,,0.1724137931034483,0.5,0.4399137931034483,0.38795,0.45465833333333333,0.06666666666666667,0.07692307692307693,0.13793103448275862,0.3103448275862069,16.016,25.725,0.19090909090909092,1.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.4,0.17647058823529413,0.5,1.0,0.16666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201609,1610612751,Goran Dragic,Goran Dragic,201609,BKN,365.0,6.0,-6,11,10,2,,3.0,21,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,15.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,2,,,,,,,1.0,,1.0,,,1.0,,,,,,7.142857142857142,,,0.25,,,,0.14285714285714285,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3712,,,,,,,3.6,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203083,1610612751,Andre Drummond,Andre Drummond,203083,BKN,3595.0,60.0,-25,116,115,21,20.0,18.0,231,5.0,9.0,2.0,4.0,1.0,2.0,,,,,,,,,,6.0,11.0,,,3.0,15.0,144.0,2.0,4.0,,4.0,,,2.0,6.0,6.0,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,3.0,5.0,2.0,9.0,3.0,12.0,5.0,3.0,4.0,3.0,2.0,,1.0,6.0,2.0,4.0,12.0,1.0,6.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,21,0.5,0.5,,,,,0.5454545454545454,0.5,0.5454545454545454,0.5,1.0,0.5769230769230769,0.5,1.0,,0.09090909090909091,0.1111111111111111,13.970588235294116,0.6666666666666666,0.1,0.09090909090909091,0.2,,0.15555555555555556,0.06,0.125,0.05555555555555555,,,0.2857142857142857,,0.15789473684210525,0.8181818181818182,0.5555555555555556,0.625,0.6,0.18181818181818182,0.5,0.5,,,,,,,,,,,,,,1.0,0.5,0.5,,,,0.8181818181818182,,0.5282454545454546,0.67355,0.4961,0.23076923076923078,0.23076923076923078,0.26666666666666666,0.13333333333333333,3.0545454545454547,,0.1810344827586207,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,3.0,,,1.0,,0.3333333333333333,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.14285714285714285,0.25,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612751,Seth Curry,Seth Curry,203552,BKN,3512.0,59.0,-23,113,111,18,16.0,18.0,224,,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,4.0,,,3.0,6.0,,3.0,5.0,6.0,10.0,,24.0,142.0,1.0,2.0,,2.0,2.0,3.0,6.0,2.0,4.0,18.0,,6.0,3.0,,6.0,2.0,8.0,,2.0,3.0,1.0,18.0,1.0,,1.0,2.0,3.0,1.0,4.0,,,1.0,,2.0,,1.0,3.0,,1.0,10.0,1.0,1.0,,,,1.0,,1.0,6.0,18,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6666666666666666,0.6,0.6,0.5,0.8,0.5,1.0,0.8,0.5,1.0,0.6666666666666666,,,13.533834586466165,0.3333333333333333,0.1,,0.04,0.058823529411764705,0.06666666666666667,0.020833333333333332,,,,0.16666666666666666,,0.14285714285714285,0.05263157894736842,0.06666666666666667,,,,0.13333333333333333,0.5,0.5,,0.13333333333333333,1.0,1.0,0.5,0.26666666666666666,0.75,0.75,1.0,0.4,0.5,0.5,1.0,0.5,,,,,,0.7333333333333333,0.5,0.5241666666666667,0.4537,0.54455,,,0.08333333333333333,0.25,11.260000000000002,24.89,0.1592920353982301,3.0,,,,,2.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,2.0,0.08333333333333333,0.6666666666666666,,True,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612751,Patty Mills,Patty Mills,201988,BKN,83.0,1.0,-2,3,4,3,4.0,,7,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612751,Kyrie Irving,Kyrie Irving,202681,BKN,3538.0,59.0,-26,114,113,19,20.0,18.0,227,1.0,1.0,,,4.0,6.0,1.0,6.0,,1.0,,1.0,,6.0,,6.0,13.0,,7.0,8.0,20.0,142.0,2.0,2.0,,4.0,,1.0,4.0,4.0,8.0,,2.0,6.0,,,2.0,1.0,3.0,,1.0,,1.0,7.0,3.0,2.0,2.0,4.0,6.0,5.0,11.0,4.0,,2.0,2.0,3.0,3.0,,5.0,1.0,1.0,3.0,,7.0,1.0,8.0,3.0,2.0,,2.0,4.0,19,0.3333333333333333,0.4,,,,,0.46153846153846156,1.0,0.3,1.0,,0.4166666666666667,1.0,0.5,0.35,,,21.641791044776117,0.4,0.2,0.06060606060606061,0.08,0.1875,0.13333333333333333,0.10204081632653061,0.125,0.05555555555555555,0.4,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.10526315789473684,0.05,1.0,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,0.25,0.3,0.16666666666666666,0.16666666666666666,,0.05,,,,0.3,,,,,,,,0.5,,0.4,,0.47318947368421055,0.42625,0.50215,0.13043478260869565,0.1875,0.2,0.2,13.507692307692308,27.62857142857143,0.16666666666666666,,,1.0,4.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,0.5,,,,,1.0,4.0,,,,0.07142857142857142,,,,0.09090909090909091,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1630556,1610612751,Kessler Edwards,Kessler Edwards,1630556,BKN,60.0,1.0,3,2,2,2,2.0,,4,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,4883.0,81.0,-4,156,160,81,93.0,13.0,316,6.0,8.0,1.0,1.0,3.0,6.0,,1.0,2.0,3.0,1.0,1.0,,3.0,,9.0,15.0,2.0,6.0,3.0,27.0,187.0,1.0,1.0,,2.0,1.0,3.0,12.0,14.0,4.0,6.0,2.0,3.0,,2.0,3.0,3.0,6.0,3.0,,1.0,,15.0,1.0,2.0,4.0,2.0,6.0,3.0,9.0,3.0,3.0,2.0,2.0,1.0,,,3.0,2.0,3.0,8.0,1.0,4.0,1.0,4.0,2.0,,,2.0,12.0,81,0.7777777777777778,0.875,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5714285714285714,1.0,0.45,0.5869565217391305,1.0,0.5,0.2857142857142857,0.13333333333333333,0.125,15.384615384615385,0.6666666666666666,0.05128205128205128,0.06666666666666667,0.1,0.037037037037037035,0.0759493670886076,0.05263157894736842,0.08333333333333333,,,0.05263157894736842,,0.16666666666666666,0.10714285714285714,0.38095238095238093,0.75,0.8571428571428571,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,0.047619047619047616,,,,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,,1.0,1.0,,,0.1,1.0,0.6666666666666666,,0.5369214285714285,0.6185,0.456175,0.08695652173913043,0.11764705882352941,0.07407407407407407,0.4444444444444444,5.366666666666668,24.833333333333332,0.5192307692307693,2.0,3.0,7.0,3.0,,2.0,,1.0,,,,1.0,,,0.42857142857142855,1.0,0.08333333333333333,0.5,0.2,2.0,3.0,,,,,,0.125,,0.3,0.6666666666666666,,0.045454545454545456,,,False,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,5873.0,98.0,-9,190,197,82,127.0,17.0,387,18.0,21.0,5.0,6.0,1.0,3.0,,,,,,,,,,19.0,24.0,,,4.0,42.0,232.0,5.0,6.0,,11.0,,,24.0,28.0,10.0,,10.0,,,,3.0,3.0,6.0,1.0,2.0,,2.0,15.0,2.0,5.0,9.0,8.0,18.0,7.0,25.0,5.0,2.0,,,2.0,,,2.0,1.0,2.0,6.0,,14.0,2.0,22.0,9.0,9.0,5.0,9.0,24.0,82,0.7368421052631579,1.0,,,,,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.8333333333333334,0.7692307692307693,0.6176470588235294,0.7857142857142857,0.631578947368421,,,,17.475728155339805,,0.16666666666666666,0.11363636363636363,0.1956521739130435,0.07142857142857142,0.18085106382978725,0.09722222222222222,0.36363636363636365,,0.2,0.09090909090909091,0.25,0.16666666666666666,0.16129032258064516,0.875,0.8571428571428571,0.8571428571428571,0.7222222222222222,0.125,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,0.8333333333333334,,,,,0.875,,0.6258541666666667,0.60904,0.6160692307692308,0.2903225806451613,0.2903225806451613,0.2619047619047619,0.5714285714285714,1.8250000000000002,,0.43157894736842106,,10.0,13.0,4.0,,1.0,1.0,,2.0,3.0,4.0,5.0,1.0,2.0,0.7692307692307693,,0.26666666666666666,0.5555555555555556,,9.0,11.0,1.0,1.0,3.0,,0.5,0.09090909090909091,0.2,0.8461538461538461,0.8181818181818182,,0.043478260869565216,,,False,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
