EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,HeaveAttempts,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallTurnovers,Charge Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,Corner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Offensive Fouls,BlockedAtRim,BlockedCorner3,DefLongMidRangeReboundPct,2pt And 1 Free Throw Trips,on,SecondChanceTurnovers,Corner3FGM,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,Corner3Assists,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Charge Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,OffensiveGoaltends
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,2919.0,49,1.0,92,93,64.0,49,16.0,185,4.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,9.0,1.0,3.0,3.0,18.0,109,2.0,1.0,5.0,6.0,2.0,3.0,13.0,6.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,4.0,2.0,4.0,2.0,1.0,7.0,6.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,64.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.625,0.625,0.6428571428571429,0.65,0.25,0.1111111111111111,0.5,14.678899082568806,0.5,0.25,0.1,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.15384615384615385,0.15789473684210525,0.4,0.2,0.25,0.16666666666666666,0.26666666666666666,1.0,0.4166666666666667,0.8,0.8,0.75,0.16666666666666666,0.16666666666666666,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.375,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5078583333333334,0.50325,0.48884375,0.07692307692307693,0.1,0.7222222222222222,5.611111111111111,26.7,0.6956521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,2480.0,41,,75,77,63.0,45,11.0,152,5.0,5.0,1.0,5.0,5.0,9.0,6.0,10.0,,4.0,,2.0,14.0,24.0,,4.0,6.0,34.0,90,4.0,,12.0,22.0,2.0,6.0,30.0,12.0,16.0,,3.0,,2.0,3.0,2.0,5.0,2.0,,12.0,1.0,1.0,4.0,3.0,,7.0,2.0,9.0,,,,3.0,2.0,1.0,,4.0,2.0,,1.0,,5.0,,6.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,63.0,,,0.42857142857142855,0.46153846153846156,,,,0.5833333333333334,0.5454545454545454,0.5,0.5,0.5483870967741935,0.5555555555555556,0.14285714285714285,0.08333333333333333,,40.229885057471265,0.75,,0.16666666666666666,0.07142857142857142,0.2222222222222222,0.09090909090909091,0.19444444444444445,0.08,,0.125,,0.1,0.21428571428571427,1.0,0.17857142857142858,1.0,1.0,0.6,0.32142857142857145,0.35714285714285715,0.6,0.75,0.14285714285714285,,,,0.25,,0.20833333333333334,1.0,0.08333333333333333,0.32142857142857145,,0.4213981481481482,0.4498,0.41667291666666667,0.06666666666666667,0.07692307692307693,0.8823529411764706,10.433333333333332,32.675,0.84,1.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.75,0.75,0.75,0.2,0.1,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628984,1610612740,Devonte' Graham,Devonte' Graham,1628984,NOP,3605.0,60,,110,111,67.0,49,18.0,221,,1.0,,,,2.0,,1.0,5.0,13.0,1.0,6.0,1.0,4.0,5.0,14.0,7.0,24.0,138,1.0,1.0,1.0,2.0,7.0,7.0,15.0,,2.0,9.0,13.0,5.0,2.0,4.0,,4.0,,1.0,8.0,1.0,1.0,3.0,4.0,,7.0,2.0,9.0,1.0,,1.0,2.0,1.0,2.0,,4.0,3.0,2.0,3.0,,9.0,,8.0,1.0,3.0,,,1.0,1.0,15.0,67.0,1.0,3.0,,,0.6,0.35714285714285715,0.35714285714285715,0.25,0.5,0.4722222222222222,0.4444444444444444,0.5454545454545454,0.5769230769230769,0.7777777777777778,0.5,0.5,20.155038759689923,0.5,,0.18181818181818182,0.047619047619047616,0.13043478260869565,0.047619047619047616,0.15555555555555556,0.047619047619047616,,,0.25,0.25,0.11764705882352941,1.0,0.05555555555555555,,,,0.1111111111111111,0.05555555555555555,,,0.7222222222222222,0.38461538461538464,0.38461538461538464,0.6,,0.5,,,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5014916666666668,0.2582,0.5051333333333333,0.05263157894736842,0.2,0.625,9.774999999999999,26.071428571428577,0.6090909090909091,,1.0,,5.0,,,3.0,,,1.0,,,0.75,0.8333333333333334,,,0.14285714285714285,0.16666666666666666,,0.5,1.0,,,,0.20833333333333334,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.25,0.05555555555555555,1.0,1.0,0.1111111111111111,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629637,1610612740,Jaxson Hayes,Jaxson Hayes,1629637,NOP,188.0,3,-5.0,6,6,6.0,4,,12,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,33.333333333333336,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,955.0,16,-9.0,29,27,15.0,6,5.0,56,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,33,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,2.0,1.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,,2.0,,2.0,1.0,,1.0,,2.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.75,1.0,,,,5.88235294117647,,,,0.14285714285714285,0.2857142857142857,,0.18181818181818182,0.07142857142857142,,,,,0.2,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,0.583,,0.583,0.5,0.5,0.6666666666666666,2.5,,0.5172413793103449,,,,1.0,,,,,,,,,,0.5,,,,0.5,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,0.3333333333333333,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,2938.0,49,11.0,89,92,60.0,43,14.0,181,,,,,,1.0,,,2.0,2.0,,1.0,,1.0,2.0,4.0,1.0,7.0,113,,,,1.0,2.0,,3.0,,,6.0,2.0,2.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,4.0,,1.0,,2.0,1.0,,,,,,3.0,60.0,1.0,,,,1.0,0.5,0.5,,,0.6,0.5,0.5833333333333334,0.5,0.8,,,6.730769230769231,1.0,0.5,0.05555555555555555,0.0625,0.05555555555555555,0.06666666666666667,0.05555555555555555,0.06451612903225806,,0.07692307692307693,,0.09090909090909091,,,,,,,0.2,,,,0.4,1.0,1.0,1.0,,,,,0.3333333333333333,0.8,1.0,0.51199,,0.4961666666666667,0.16666666666666666,0.5,0.42857142857142855,13.2,24.775,0.6741573033707865,,,,1.0,,,,1.0,,,,,,0.5,,0.09090909090909091,,0.25,,,,,,,0.14285714285714285,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,0.5,,,0.4,,,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,2090.0,35,9.0,66,67,36.0,27,10.0,133,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,,4.0,6.0,,,2.0,10.0,79,1.0,,3.0,4.0,,,6.0,4.0,4.0,,,,,3.0,2.0,5.0,2.0,,12.0,,1.0,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,,3.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,6.0,36.0,1.0,,0.5,0.6666666666666666,,,,0.6666666666666666,0.75,0.6666666666666666,0.75,0.7142857142857143,0.75,,,,10.526315789473685,1.0,,0.08333333333333333,0.07692307692307693,,,0.037037037037037035,0.04,,,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,,,,1.0,,0.25,1.0,,0.5,,0.5328333333333334,0.6277,0.474625,0.14285714285714285,0.14285714285714285,0.6,4.766666666666667,,0.5454545454545454,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,,0.14285714285714285,,,,0.6666666666666666,0.6666666666666666,0.5,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,
203468,1610612740,CJ McCollum,CJ McCollum,203468,NOP,1273.0,21,-6.0,40,38,9.0,8,8.0,78,1.0,1.0,1.0,,,2.0,4.0,6.0,2.0,7.0,1.0,2.0,7.0,9.0,2.0,8.0,3.0,23.0,56,1.0,1.0,,,3.0,1.0,4.0,8.0,6.0,3.0,7.0,2.0,,1.0,2.0,3.0,2.0,,8.0,1.0,1.0,,,,,2.0,2.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,,4.0,1.0,1.0,,,,,4.0,9.0,,1.0,0.5714285714285714,0.6666666666666666,0.5,0.25,0.25,0.7777777777777778,,0.5882352941176471,0.5,0.6052631578947368,0.5,0.47058823529411764,,,41.66666666666667,,,,0.14285714285714285,,0.08333333333333333,,0.10526315789473684,0.5,0.1111111111111111,,,,,0.058823529411764705,1.0,1.0,,0.11764705882352941,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,,,0.6666666666666666,0.5294117647058824,0.2857142857142857,0.4784529411764705,0.6021,0.5083,0.05555555555555555,0.1,0.17391304347826086,12.555555555555555,25.687499999999996,0.225,1.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,0.5,0.5,,,,,0.125,1.0,1.0,1.0,0.5,1.0,0.08695652173913043,1.0,1.0,,1.0,,,1.0,3.0,,,,,,,0.3333333333333333,,,0.058823529411764705,,,0.3333333333333333,0.5,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,307.0,5,-5.0,8,9,,4,2.0,17,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,3.0,15,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,30.0,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,1.0,,0.3536,,,0.3333333333333333,0.5,,3.4,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202685,1610612740,Jonas Valanciunas,Jonas Valanciunas,202685,NOP,1270.0,21,4.0,35,35,15.0,10,6.0,70,3.0,4.0,2.0,1.0,1.0,2.0,,,,,,,4.0,6.0,,,8.0,16.0,50,2.0,,2.0,2.0,,4.0,8.0,2.0,6.0,,,,,3.0,,3.0,,,6.0,,2.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,1.0,2.0,,7.0,,11.0,4.0,2.0,,,,,8.0,15.0,,2.0,0.25,0.3333333333333333,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.7272727272727273,1.0,,,,26.19047619047619,,,0.125,0.4,0.125,,0.125,0.18181818181818182,,,,0.2,0.16666666666666666,,0.6666666666666666,0.75,0.75,,0.3333333333333333,,,,,,,,1.0,,0.5,1.0,,0.6666666666666666,,0.5124333333333334,0.6285499999999999,0.48005,0.4444444444444444,0.4444444444444444,0.5,3.65,,0.42857142857142855,2.0,1.0,2.0,6.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,0.6666666666666666,,,0.5,0.5,0.5,1.0,,1.0,0.375,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,
