EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtAssists,Arc3Assists,2pt And 1 Free Throw Trips,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3PctAssisted,SecondChanceCorner3PctAssisted,Fg2aBlocked,FTOffRebounds,Charge Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedAtRim,OffensiveGoaltends,AtRimPctBlocked,Technical Free Throw Trips,LongMidRangePctAssisted,Charge Fouls Drawn,DefensiveGoaltends,LongMidRangePctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,BlockedCorner3,HeaveAttempts
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,115.0,2.0,1.0,5.0,5.0,5.0,5.0,10.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,795.0,13.0,17.0,30.0,31.0,19.0,20.0,61.0,26.0,19.0,0.6333333333333333,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,10.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.5,1.5,1.0,1.5,1.5,0.4,13.88888888888889,1.0,0.125,0.25,0.1875,0.2,0.3333333333333333,0.2,1.0,1.0,0.4,0.5,0.5,0.4,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.48721,0.5385,0.42975,0.3,0.3,10.566666666666666,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,882.0,15.0,14.0,34.0,36.0,23.0,25.0,70.0,31.0,23.0,0.6764705882352942,5.0,,,,1.0,1.0,1.0,,,,,2.0,4.0,1.0,1.0,13.0,,,,,,6.0,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,3.0,,,,,6.0,,1.0,,,1.0,0.5,0.7,,0.5,0.8125,,0.75,0.2,22.5,,0.1111111111111111,0.25,0.17647058823529413,,0.16666666666666666,,,,0.2,,,0.2,1.0,1.0,,,,,,,0.2,1.0,0.4159,,0.3961,,0.46153846153846156,11.125,29.6,2.0,3.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,0.5,1.0,0.3333333333333333,0.5,0.6,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,519.0,9.0,13.0,21.0,21.0,17.0,19.0,42.0,17.0,17.0,0.8095238095238095,4.0,3.0,4.0,,,1.0,1.0,,,1.0,1.0,3.0,4.0,1.0,1.0,11.0,,,3.0,1.0,1.0,11.0,2.0,3.0,,1.0,1.0,,,,,,1.0,,1.0,5.0,2.0,,,,11.0,1.0,1.0,,1.0,1.0,0.75,0.9,0.5,0.9,0.7857142857142857,0.5,0.7857142857142857,0.2,34.61538461538461,,0.25,,0.09090909090909091,0.3333333333333333,,0.8,0.75,0.75,,,,0.2,1.0,1.0,1.0,,,,0.2,1.0,1.0,1.0,0.65976,0.556,0.65976,0.2727272727272727,1.0,1.425,25.7,,,2.0,3.0,4.0,2.0,1.0,,2.0,2.0,2.0,4.0,,2.0,0.75,0.5,,,,,,,,1.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.8,0.75,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630198,1610612755,Isaiah Joe,Isaiah Joe,1630198,PHI,882.0,15.0,14.0,34.0,36.0,23.0,25.0,70.0,31.0,23.0,0.6764705882352942,5.0,1.0,1.0,,,,2.0,,,,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,3.0,2.0,,,,,,,2.0,,2.0,2.0,1.0,,,,3.0,,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.5,1.5,0.5,0.5,1.5,0.5,0.6,20.0,,0.2222222222222222,,0.11764705882352941,0.16666666666666666,,0.2,1.0,1.0,,,,0.4,,,,,,,0.3333333333333333,,0.8,,0.49879999999999997,0.48495,0.46485000000000004,0.6,0.6,5.85,25.066666666666666,,1.0,,,1.0,,2.0,1.0,3.0,2.0,,,,,,0.6666666666666666,0.3333333333333333,,0.2,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629646,1610612755,Charles Bassey,Charles Bassey,1629646,PHI,359.0,6.0,2.0,13.0,14.0,6.0,5.0,27.0,13.0,6.0,0.46153846153846156,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,3.0,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,7.142857142857142,1.0,0.2,,0.16666666666666666,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.6382,,,,,2.3,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,0.25,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,482.0,8.0,1.0,17.0,19.0,9.0,10.0,36.0,20.0,9.0,0.5294117647058824,3.0,,,,,,1.0,,,,1.0,,,,2.0,,,,,,2.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,9.523809523809524,,,0.5,0.14285714285714285,,0.5,,,,,,,0.5,,,,,,,0.5,,1.0,,0.524925,,0.524925,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.5,,,,,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630531,1610612755,Jaden Springer,Jaden Springer,1630531,PHI,367.0,6.0,9.0,16.0,17.0,13.0,15.0,33.0,12.0,13.0,0.8125,2.0,1.0,1.0,,,,,,,,,2.0,3.0,,,4.0,,,2.0,,,4.0,2.0,,,,,,1.0,,3.0,1.0,1.0,,2.0,2.0,1.0,,,,4.0,,,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,16.666666666666668,,0.2,0.25,0.2222222222222222,0.25,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,,0.4897666666666667,0.7624,0.4897666666666667,0.5,1.0,7.166666666666667,,1.0,2.0,,2.0,3.0,,,,,,,,,,0.6666666666666666,,,1.0,0.6666666666666666,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,0.5,0.5,1.0,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,4.0,,-1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
