EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,FTDefRebounds,BadPassSteals,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallTurnovers,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,Fg3aBlocked,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,SecondChanceTurnovers,Blocked3s,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,on,HeaveAttempts,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Travels,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends
101108,1610612756,Chris Paul,Chris Paul,101108,PHX,3541.0,59,-5,107,111,3.0,7,14.0,218,2.0,2.0,3.0,6.0,1.0,5.0,9.0,5.0,9.0,5.0,9.0,8.0,33.0,126,1.0,1.0,2.0,4.0,4.0,4.0,10.0,15.0,2.0,9.0,5.0,1.0,13.0,4.0,17.0,3.0,1.0,11.0,1.0,1.0,38.0,1.0,1.0,5.0,1.0,6.0,2.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,14.0,1.0,1.0,10.0,3.0,2.0,4.0,3.0,2.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.6944444444444444,1.0,0.717391304347826,1.0,1.0,0.5,0.1111111111111111,0.16666666666666666,23.140495867768596,0.6,0.037037037037037035,0.043478260869565216,0.1724137931034483,0.043478260869565216,0.10714285714285714,0.043478260869565216,0.1,0.05263157894736842,0.16666666666666666,0.15,0.2222222222222222,0.14285714285714285,0.1111111111111111,1.0,1.0,0.3333333333333333,0.5,0.6,0.05555555555555555,0.5,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.5555555555555556,0.4894694444444444,0.3837,0.14285714285714285,0.25,0.12121212121212122,0.12121212121212122,8.011111111111111,27.233333333333334,0.028037383177570093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,2734.0,46,2,93,85,43.0,41,7.0,178,,1.0,1.0,3.0,6.0,4.0,13.0,4.0,10.0,4.0,14.0,8.0,28.0,97,,1.0,,,5.0,17.0,8.0,6.0,,13.0,4.0,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,,,3.0,2.0,6.0,,6.0,,1.0,,1.0,1.0,1.0,2.0,,3.0,1.0,4.0,8.0,,1.0,10.0,4.0,1.0,17.0,43.0,1.0,0.2857142857142857,0.2857142857142857,0.4,,0.4166666666666667,,0.4827586206896552,,0.5,0.5833333333333334,,,31.372549019607842,0.3333333333333333,0.1,,0.13043478260869565,,0.11627906976744186,,,,,0.1875,,,0.041666666666666664,,,0.125,0.3333333333333333,0.3333333333333333,0.25,0.5416666666666666,0.3076923076923077,0.3076923076923077,0.625,0.3076923076923077,0.46563125,0.417,0.14285714285714285,0.2857142857142857,,0.6071428571428571,14.15,25.657142857142855,0.46236559139784944,3.0,1.0,1.0,2.0,7.0,3.0,6.0,2.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,0.42857142857142855,0.3333333333333333,0.16666666666666666,0.1,1.0,0.5,0.5,0.041666666666666664,0.5,0.07142857142857142,0.5,0.2857142857142857,0.46783214285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628470,1610612756,Torrey Craig,Torrey Craig,1628470,PHX,2397.0,40,-17,78,77,33.0,49,12.0,155,2.0,4.0,,3.0,,,2.0,2.0,7.0,,4.0,1.0,5.0,103,2.0,3.0,,4.0,1.0,3.0,4.0,,4.0,2.0,,2.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,2.0,2.0,3.0,,4.0,4.0,8.0,2.0,3.0,,3.0,,2.0,,,3.0,,1.0,2.0,1.0,,2.0,,1.0,3.0,33.0,1.0,,,0.2857142857142857,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.20833333333333334,0.6666666666666666,0.1875,0.36363636363636365,0.2857142857142857,0.6666666666666666,16.483516483516482,1.0,,0.125,0.1875,0.11764705882352941,0.1,0.12121212121212122,,0.13333333333333333,,0.18181818181818182,0.2,0.3333333333333333,0.36363636363636365,0.5,0.5,0.2727272727272727,,,,0.18181818181818182,,,0.7272727272727273,,0.5022454545454546,0.5447333333333334,,,0.8,0.6,5.114285714285714,24.625,0.4230769230769231,,2.0,2.0,,1.0,1.0,4.0,,3.0,,1.0,3.0,1.0,,1.0,,1.0,,,,0.25,0.14285714285714285,0.3333333333333333,,,,,,0.18181818181818182,,0.2857142857142857,0.14285714285714285,,0.5163142857142857,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.6666666666666666,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,6343.0,106,-25,210,199,69.0,62,25.0,409,5.0,7.0,2.0,5.0,4.0,2.0,10.0,9.0,16.0,4.0,16.0,9.0,39.0,244,2.0,3.0,1.0,8.0,6.0,13.0,6.0,,4.0,10.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,2.0,2.0,4.0,8.0,13.0,4.0,17.0,,2.0,,3.0,1.0,2.0,3.0,1.0,6.0,5.0,9.0,9.0,,,11.0,4.0,2.0,13.0,69.0,2.0,0.25,0.25,0.5625,0.6666666666666666,0.46875,0.7,0.527027027027027,0.8,0.5416666666666666,0.5,0.125,0.2,18.143459915611814,0.5,0.17777777777777778,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.13043478260869565,0.0425531914893617,0.037037037037037035,0.05263157894736842,0.42857142857142855,0.07894736842105263,0.1111111111111111,,0.21875,0.7142857142857143,0.8333333333333334,0.15625,0.4,0.5,0.125,0.3125,0.2,0.2222222222222222,0.71875,0.2,0.521765625,0.46555,0.11428571428571428,0.21052631578947367,0.20512820512820512,0.3333333333333333,8.425,25.356249999999996,0.32857142857142857,2.0,6.0,3.0,,2.0,2.0,4.0,1.0,5.0,12.0,1.0,2.0,4.0,,,,,,1.0,0.2,0.5,0.3888888888888889,0.16666666666666666,0.2857142857142857,0.041666666666666664,,0.5,0.5,0.1875,1.0,0.3333333333333333,0.2222222222222222,,0.5642277777777777,1.0,1.0,2.0,2.0,1.0,,,,0.2,1.0,0.2222222222222222,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8571428571428571,0.5,0.0625,0.14285714285714285,0.1,0.125,0.8,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,
201580,1610612756,JaVale McGee,JaVale McGee,201580,PHX,8009.0,133,-7,261,254,81.0,85,35.0,515,28.0,33.0,6.0,13.0,3.0,,1.0,35.0,49.0,,1.0,11.0,81.0,301,9.0,13.0,3.0,21.0,7.0,19.0,14.0,,10.0,1.0,,2.0,5.0,2.0,7.0,2.0,,2.0,2.0,1.0,16.0,7.0,8.0,11.0,18.0,32.0,16.0,48.0,2.0,3.0,2.0,2.0,,,7.0,,9.0,7.0,27.0,21.0,,,13.0,3.0,4.0,19.0,81.0,4.0,,,0.7142857142857143,0.6923076923076923,0.7,0.6428571428571429,0.7232142857142857,0.65625,0.8636363636363636,0.02,0.04081632653061224,,21.666666666666668,0.2222222222222222,0.3157894736842105,0.13333333333333333,0.19298245614035087,0.1206896551724138,0.2543859649122807,0.1271186440677966,0.11764705882352941,0.10638297872340426,0.3,0.14285714285714285,0.3333333333333333,0.15384615384615385,0.66,0.8484848484848485,0.9032258064516129,0.26,0.46153846153846156,0.46153846153846156,0.06,0.02,,,0.68,,0.568404,0.6199874999999999,0.057692307692307696,0.058823529411764705,0.25925925925925924,0.2345679012345679,3.9020408163265303,26.2,0.3103448275862069,1.0,,,,,6.0,7.0,,,,3.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,,,0.8571428571428571,0.8571428571428571,0.5,0.3157894736842105,0.32142857142857145,0.6,0.3333333333333333,0.3333333333333333,,,,,,0.5138,8.0,11.0,4.0,4.0,2.0,,3.0,0.17647058823529413,0.7857142857142857,0.7272727272727273,0.5714285714285714,1.0,,,,1.0,,1.0,56.0,,2.0,5.0,4.0,1.0,0.8,0.9333333333333333,,,0.06060606060606061,,0.1111111111111111,0.7857142857142857,1.0,,,,0.07142857142857142,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.18181818181818182,0.8333333333333334,0.375,,,,True,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,3719.0,62,-1,115,114,38.0,36,16.0,229,6.0,7.0,2.0,4.0,1.0,,,9.0,12.0,1.0,4.0,,21.0,139,2.0,4.0,,4.0,,4.0,4.0,,2.0,,,,4.0,,4.0,,,3.0,,1.0,8.0,2.0,1.0,4.0,4.0,8.0,3.0,11.0,,1.0,,1.0,,,,,1.0,1.0,4.0,2.0,,1.0,,,,4.0,38.0,,0.25,0.25,0.75,0.5,0.65625,0.4,0.65625,0.4,0.6666666666666666,0.25,,,12.781954887218044,1.0,0.15384615384615385,0.037037037037037035,0.16,0.08,0.1568627450980392,0.057692307692307696,0.058823529411764705,0.10526315789473684,0.2,0.15789473684210525,0.16666666666666666,,0.4375,0.8571428571428571,0.8571428571428571,0.25,0.5,0.5,0.0625,,,,0.6875,,0.557278125,0.5748666666666667,,,0.19047619047619047,0.19047619047619047,6.150000000000001,23.674999999999997,0.33043478260869563,1.0,4.0,1.0,,,2.0,2.0,,1.0,3.0,,1.0,,,2.0,,2.0,2.0,1.0,,1.0,0.6666666666666666,,0.2,0.09090909090909091,1.0,1.0,1.0,0.25,,0.3333333333333333,,,0.5630333333333334,2.0,3.0,1.0,1.0,1.0,1.0,,,0.6,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,1.0,14.0,,,1.0,,,0.7777777777777778,0.875,,,,,,0.8333333333333334,,0.25,0.25,1.0,,,,,,,,,1.0,,,,,1.0,0.5,1.0,0.2,,True,,,,,,,,,,,
203109,1610612756,Jae Crowder,Jae Crowder,203109,PHX,2046.0,34,-4,65,68,8.0,8,8.0,133,,,2.0,3.0,2.0,3.0,9.0,4.0,5.0,4.0,11.0,,20.0,76,,,,,,,2.0,3.0,,9.0,3.0,1.0,4.0,,4.0,,,3.0,1.0,,8.0,,1.0,3.0,2.0,5.0,1.0,6.0,,3.0,1.0,1.0,2.0,1.0,2.0,,3.0,,2.0,2.0,,,,,,,8.0,,0.36363636363636365,0.36363636363636365,0.8,,0.625,,0.625,,,0.6875,0.2,0.3333333333333333,26.027397260273972,0.3333333333333333,0.16666666666666666,0.07692307692307693,0.15,,0.15625,0.034482758620689655,,,,0.23076923076923078,,,,,,0.1875,0.6666666666666666,1.0,0.125,0.5625,0.3333333333333333,0.3333333333333333,0.6875,0.3333333333333333,0.499415625,,,,,,12.020000000000001,25.272727272727273,0.12307692307692308,2.0,2.0,,,1.0,,,,1.0,9.0,,2.0,1.0,,,,,,0.75,,,,,0.2,0.2,,1.0,1.0,0.125,0.6666666666666666,,1.0,,0.54195,,,,,,,,0.25,,,,,1.0,,,,,,6.0,,,,,,0.75,0.75,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,
1629013,1610612756,Landry Shamet,Landry Shamet,1629013,PHX,4968.0,83,-19,160,157,46.0,44,21.0,317,2.0,2.0,2.0,3.0,2.0,4.0,6.0,5.0,7.0,4.0,7.0,,22.0,195,1.0,1.0,,2.0,,6.0,2.0,,,6.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,4.0,,,14.0,1.0,,6.0,,6.0,1.0,7.0,,3.0,2.0,1.0,1.0,,2.0,,3.0,,2.0,3.0,,1.0,,,,6.0,46.0,,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.0,0.7857142857142857,1.0,0.7857142857142857,1.0,1.0,0.5,0.14285714285714285,0.3333333333333333,9.289617486338797,0.3333333333333333,,,0.17647058823529413,0.03225806451612903,0.08823529411764706,0.014084507042253521,,,,0.18518518518518517,0.14285714285714285,,0.14285714285714285,1.0,1.0,0.21428571428571427,0.6666666666666666,1.0,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.8,0.6428571428571429,0.6666666666666666,0.489175,0.4609,,,0.09090909090909091,0.2727272727272727,8.799999999999999,25.5,0.2875,1.0,1.0,,,,3.0,3.0,,,12.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,0.5,0.5,0.07142857142857142,1.0,,,,0.5146666666666667,,,1.0,1.0,1.0,,1.0,,,,0.3333333333333333,1.0,,,,,,,8.0,1.0,,1.0,,,0.8,0.8,,0.14285714285714285,,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,0.16666666666666666,1.0,,,,1.0,True,,,,,,,,,,,
202687,1610612756,Bismack Biyombo,Bismack Biyombo,202687,PHX,90.0,2,1,2,2,2.0,2,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,4964.0,83,-2,169,157,77.0,74,24.0,326,4.0,9.0,3.0,12.0,3.0,2.0,17.0,9.0,24.0,2.0,17.0,3.0,27.0,187,,,,,,16.0,12.0,6.0,,17.0,2.0,,10.0,3.0,13.0,3.0,,3.0,6.0,1.0,29.0,,1.0,3.0,2.0,5.0,1.0,6.0,,2.0,,5.0,1.0,4.0,2.0,,7.0,2.0,12.0,4.0,1.0,,4.0,2.0,,16.0,77.0,,0.11764705882352941,0.11764705882352941,0.375,,0.2926829268292683,,0.313953488372093,,0.47058823529411764,0.4146341463414634,,,25.380710659898476,0.7142857142857143,0.05128205128205128,0.025,0.0967741935483871,,0.07142857142857142,0.0125,0.043478260869565216,,,0.08333333333333333,0.14285714285714285,,0.21951219512195122,0.4444444444444444,0.4444444444444444,0.2926829268292683,0.25,0.25,0.07317073170731707,0.4146341463414634,0.11764705882352941,0.11764705882352941,0.6341463414634146,0.11764705882352941,0.4881219512195121,,0.046511627906976744,0.07692307692307693,,0.5925925925925926,6.887499999999999,26.394117647058827,0.4556213017751479,2.0,,,2.0,7.0,5.0,10.0,2.0,7.0,,,2.0,2.0,1.0,,,,,,0.2857142857142857,0.5,0.47058823529411764,,0.07692307692307693,0.047619047619047616,,0.6666666666666666,0.6666666666666666,,,,0.4117647058823529,0.2857142857142857,0.4857970588235294,,,2.0,4.0,1.0,,3.0,,,,0.23529411764705882,0.5,,,,1.0,,1.0,6.0,,,2.0,,,0.3333333333333333,0.3333333333333333,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,True,,,,,,,,,,,
