EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,DefThreePtRebounds,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LongMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,Fg3aBlocked,FTDefRebounds,Steals,LostBallSteals,Loose Ball Fouls,NonShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3FGM,OffThreePtRebounds,Charge Fouls Drawn,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,PtsPutbacks,BlockedShortMidRange,DefensiveGoaltends,OffLongMidRangeReboundPct,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,Technical Free Throw Trips,PenaltyTurnovers,SecondChanceFtPoints,NonShootingPenaltyNonTakeFoulsDrawn,on,PenaltyArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,HeaveAttempts,OffCorner3ReboundPct,BlockedArc3,SecondChanceAtRimPctAssisted,Travels,Defensive 3 Seconds Violations,SecondChanceTurnovers,SecondChanceArc3PctAssisted
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,1304.0,22.0,5.0,42,40.0,10,14.0,7.0,82,2.0,4.0,1.0,2.0,3.0,7.0,1.0,2.0,1.0,1.0,6.0,13.0,1.0,2.0,14.0,43.0,2.0,2.0,1.0,2.0,10.0,1.0,1.0,3.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,10,0.16666666666666666,0.16666666666666666,0.46153846153846156,0.42857142857142855,0.4666666666666667,0.07142857142857142,0.07692307692307693,0.14285714285714285,32.69230769230769,0.5,0.14285714285714285,0.13333333333333333,0.08333333333333333,0.08,0.2,0.125,0.2,0.2857142857142857,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,0.14285714285714285,0.5,0.5,0.07142857142857142,0.5,0.6666666666666666,0.3333333333333333,0.35714285714285715,0.48424999999999996,0.5432,0.4888666666666666,0.13333333333333333,0.14285714285714285,8.66923076923077,27.2,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627832,1610612761,Fred VanVleet,Fred VanVleet,1627832,TOR,1020.0,17.0,6.0,30,31.0,7,22.0,8.0,61,2.0,3.0,1.0,2.0,,,,1.0,6.0,3.0,2.0,4.0,7.0,1.0,11.0,33.0,1.0,2.0,4.0,,4.0,6.0,1.0,2.0,4.0,2.0,,10.0,,1.0,2.0,,2.0,,,,,,,,1.0,2.0,,1.0,7,,,0.5,0.45454545454545453,0.4583333333333333,0.6363636363636364,0.25,,29.26829268292683,,0.1111111111111111,,0.14285714285714285,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,,,,,0.09090909090909091,,,0.5454545454545454,0.25,0.3333333333333333,0.5,0.9090909090909091,0.5177499999999999,0.54665,0.4962583333333333,0.08333333333333333,0.2,6.375,26.41428571428571,0.23333333333333334,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.5,0.25,0.16666666666666666,0.25,0.21428571428571427,1.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.5,0.5,0.16666666666666666,0.3333333333333333,0.18181818181818182,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,1336.0,22.0,9.0,42,42.0,10,13.0,5.0,84,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,,4.0,4.0,5.0,2.0,16.0,45.0,,1.0,,,8.0,5.0,,,3.0,,,6.0,,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,4.0,3.0,1.0,1.0,10,,,1.0,0.7777777777777778,0.8,0.5555555555555556,,,22.0,1.0,,,,,,,,0.2222222222222222,1.0,1.0,,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,0.5555555555555556,,1.0,,0.7777777777777778,0.5304277777777778,,0.6111,0.1111111111111111,0.25,6.2250000000000005,27.04,0.23809523809523808,,1.0,,,,2.0,,2.0,,,,1.0,1.0,3.0,6.0,2.0,3.0,3.0,,,,,,,,3.0,1.0,0.4,0.4,,1.0,,1.0,,0.75,,,,,,,0.4,0.5,1.0,,,,1.0,,0.4,,0.1875,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630173,1610612761,Precious Achiuwa,Precious Achiuwa,1630173,TOR,826.0,14.0,7.0,28,28.0,8,14.0,3.0,56,4.0,5.0,,1.0,,2.0,,,,,4.0,7.0,1.0,1.0,12.0,27.0,1.0,2.0,,8.0,,,2.0,,,,,,1.0,,3.0,2.0,5.0,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,8,1.0,1.0,0.5714285714285714,0.6875,0.75,0.125,0.2857142857142857,0.5,23.52941176470588,,,0.1,0.2727272727272727,0.11764705882352941,0.25,,,0.625,0.8,1.0,1.0,0.25,,,,,,,,0.5,,0.75,0.53476875,0.3329,0.4016,0.125,0.14285714285714285,2.7,23.3,0.2857142857142857,,,1.0,,,,,1.0,,,,,,,3.0,,,,3.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.6,,1.0,1.0,0.125,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.2,0.14285714285714285,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630201,1610612761,Malachi Flynn,Malachi Flynn,1630201,TOR,2183.0,36.0,2.0,73,72.0,30,41.0,12.0,145,,,,,,3.0,,1.0,3.0,1.0,,4.0,3.0,,,81.0,,1.0,1.0,,,3.0,1.0,1.0,3.0,,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,6.0,3.0,,,,30,,,,,,0.42857142857142855,0.25,0.3333333333333333,9.090909090909092,1.0,0.058823529411764705,0.045454545454545456,0.038461538461538464,0.05,,0.07692307692307693,0.08333333333333333,,,,,0.42857142857142855,,,0.14285714285714285,,,0.42857142857142855,,,0.5,0.42857142857142855,0.4528285714285714,,0.445675,,,12.600000000000001,25.933333333333334,0.410958904109589,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,0.05555555555555555,0.06666666666666667,,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,1481.0,25.0,15.0,46,45.0,4,16.0,7.0,91,4.0,5.0,4.0,,,,,1.0,1.0,,4.0,6.0,1.0,,11.0,49.0,4.0,,,,8.0,1.0,1.0,,,,,,3.0,2.0,2.0,5.0,7.0,,,,,,,1.0,3.0,,,,4,,,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.14285714285714285,0.16666666666666666,,13.20754716981132,,0.16666666666666666,0.23076923076923078,0.13333333333333333,0.2631578947368421,1.0,,0.2222222222222222,0.7142857142857143,0.8,1.0,,,,,0.14285714285714285,,,0.14285714285714285,1.0,,,0.8571428571428571,0.5911928571428572,0.6377333333333334,,,,4.733333333333333,24.7,0.08695652173913043,4.0,,,,,1.0,,1.0,4.0,,8.0,,,,3.0,1.0,,,,2.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.5,,1.0,1.0,1.0,1.0,,,,,1.0,0.7272727272727273,,,,,,,,,,,,2.0,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,,,2.0,,8.0,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203920,1610612761,Khem Birch,Khem Birch,203920,TOR,794.0,13.0,8.0,23,22.0,3,8.0,6.0,45,1.0,1.0,,,,1.0,,,,,1.0,2.0,1.0,,5.0,25.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,,3.0,,2.0,2.0,,2.0,,,,,,1.0,2.0,,,,,3,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.5,1.0,10.344827586206897,,0.2857142857142857,,0.25,,,,0.2,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,0.6666666666666666,0.5891166666666666,,0.60675,,,2.9499999999999997,23.5,0.13043478260869565,,,1.0,,1.0,,,1.0,,,,,,3.0,3.0,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,1.5,,1.5,,,0.5,,,0.3333333333333333,,,,,,,,1.0,,,0.6,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612761,Thaddeus Young,Thaddeus Young,201152,TOR,136.0,2.0,-1.0,4,5.0,1,2.0,,9,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629018,1610612761,Gary Trent Jr.,Gary Trent Jr.,1629018,TOR,5.0,,1.0,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629004,1610612761,Svi Mykhailiuk,Svi Mykhailiuk,1629004,TOR,292.0,5.0,-11.0,12,12.0,12,12.0,2.0,24,,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,20.0,,,2.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,12,,,,,,1.0,,,14.285714285714285,,,,,,,,,,,,,,,,,,,0.5,,,0.5,1.0,0.52515,,0.52515,,,,25.15,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,1.0,,,0.5,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
