EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGA,FG3A,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,DeadBallTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,FG3APct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,BadPassTurnovers,SecondChanceArc3Frequency,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,on,SecondChanceAtRimFGM,SecondChanceFG2M,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTDefRebounds,Offensive Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,DefFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,OffCorner3ReboundPct,LongMidRangePctAssisted,PtsPutbacks,HeaveAttempts,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Blocked3s,BlockedArc3,Fg3aBlocked,Travels,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,BlockedCorner3,LongMidRangePctBlocked
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,296.0,5.0,-8,11.0,12,7.0,4,23,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,16.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,45.45454545454545,1.0,0.16666666666666666,0.25,0.2,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.45130000000000003,0.46925,0.25,0.25,1.0,4.466666666666667,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627737,1610612742,Marquese Chriss,Marquese Chriss,1627737,DAL,1416.0,24.0,-12,53.0,55,39.0,22,108,2.0,4.0,2.0,3.0,,2.0,4.0,5.0,9.0,60.0,2.0,3.0,5.0,9.0,,1.0,1.0,3.0,4.0,7.0,,,,,1.0,1.0,3.0,6.0,,9.0,39.0,0.5,0.6666666666666666,0.4,0.6666666666666666,0.5625,0.75,0.25,0.25,15.789473684210527,,0.17647058823529413,0.14285714285714285,0.16666666666666666,0.5,,0.8,0.5,0.6666666666666666,,1.0,0.6666666666666666,1.0,0.56545,0.5118333333333334,,,1.0,1.85,0.7358490566037735,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.25,0.2,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.08333333333333333,0.2,0.08333333333333333,0.5,1.0,0.2,1.0,0.6754,0.1111111111111111,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612742,Sterling Brown,Sterling Brown,1628425,DAL,1535.0,26.0,-11,59.0,61,45.0,26,120,2.0,2.0,2.0,2.0,4.0,3.0,6.0,5.0,11.0,68.0,3.0,5.0,5.0,11.0,,1.0,1.0,6.0,7.0,8.0,4.0,2.0,2.0,2.0,3.0,,5.0,7.0,2.0,9.0,43.0,0.5,0.6,0.3,0.375,0.4230769230769231,0.5,0.16666666666666666,,25.396825396825395,0.6666666666666666,0.3,0.1111111111111111,0.2413793103448276,0.3333333333333333,0.16666666666666666,0.2,1.0,1.0,0.4,0.25,1.0,0.6,0.49213000000000007,0.5043875,0.18181818181818182,0.2857142857142857,1.0,5.683333333333334,0.7627118644067796,4.0,,1.0,4.0,,2.0,2.0,6.0,1.0,,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,1.0,0.4,,,0.06666666666666667,0.041666666666666664,,0.08333333333333333,,1.0,0.1,,,0.18181818181818182,25.650000000000002,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.16666666666666666,0.375,0.5,0.25,0.3333333333333333,1.0,0.3,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,1499.0,25.0,-7,56.0,57,42.0,22,113,,,,,,,,,3.0,60.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,42.0,,,1.5,,0.75,,,,3.3333333333333335,,0.05,,0.037037037037037035,,,,,,,,,1.0,0.47805,,,,,,0.75,4.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,25.4,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,0.125,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,1385.0,23.0,-12,54.0,56,40.0,23,110,1.0,2.0,,1.0,3.0,4.0,6.0,3.0,20.0,64.0,1.0,2.0,2.0,13.0,8.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,13.0,38.0,0.6666666666666666,0.5,0.6538461538461539,0.6111111111111112,0.7142857142857143,0.65,0.16666666666666666,0.5,25.862068965517242,1.0,0.0625,,0.04,,,0.15384615384615385,0.5,1.0,0.23076923076923078,0.1111111111111111,,0.6923076923076923,0.47488461538461535,0.5051333333333333,0.07692307692307693,0.16666666666666666,0.65,6.933333333333334,0.7407407407407407,4.0,,1.0,7.0,,,,,,,,,,,,1.0,,,,,,,0.5384615384615384,,,,,,,,,0.07692307692307693,,,,25.8,2.0,6.0,6.0,7.0,6.0,3.0,1.0,4.0,1.0,2.0,9.0,,,,1.0,,,,,,,,0.16666666666666666,,0.6666666666666666,0.6666666666666666,,0.46153846153846156,0.6666666666666666,3.0,3.0,9.0,3.0,1.0,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,0.5,1.0,1.0,1.0,3.0,3.0,1.0,0.42857142857142855,0.07692307692307693,1.0,1.0,0.1111111111111111,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628373,1610612742,Frank Ntilikina,Frank Ntilikina,1628373,DAL,911.0,15.0,-5,33.0,34,28.0,7,67,,,,,,,,,3.0,39.0,,,,3.0,,,1.0,,1.0,1.0,,,2.0,,2.0,1.0,1.0,,,3.0,28.0,,,0.375,0.375,0.375,0.375,,,16.216216216216218,1.0,,0.25,0.07142857142857142,,0.3333333333333333,,,,,,,1.0,0.522375,0.522375,,,1.0,,0.8484848484848485,4.0,,,4.0,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,0.54015,,25.125,,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.25,,,,1.0,1.0,,0.25,,,,,0.25,1.0,1.0,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202722,1610612742,Davis Bertans,Davis Bertans,202722,DAL,395.0,7.0,-2,17.0,18,12.0,18,35,,,,,,,,,,17.0,,,,,,,,,,,2.0,1.0,,,,,,,,,10.0,,,,,,,,,17.64705882352941,,,,,,,,,,,,,1.0,0.45344999999999996,0.431175,,,,,0.7058823529411765,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,26.433333333333334,,3.0,2.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,12.0,,2,2.0,1,2.0,1,3,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203493,1610612742,Reggie Bullock,Reggie Bullock,203493,DAL,25.0,,-1,3.0,3,3.0,3,6,,,,,,,,2.0,2.0,5.0,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,33.333333333333336,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628973,1610612742,Jalen Brunson,Jalen Brunson,1628973,DAL,11.0,,-3,,1,,1,1,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
