EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,BadPassTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceAtRimPctAssisted,BlockedCorner3,on,DefensiveGoaltends,OffensiveGoaltends,BlockedLongMidRange,OffLongMidRangeReboundPct,3SecondViolations,LongMidRangePctBlocked
1627737,1610612742,Marquese Chriss,Marquese Chriss,1627737,DAL,257.0,4,-1.0,8,8,6,1,1.0,16,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,14,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1.0,2,1.0,1.0,1.0,2.0,6,1.0,1.0,1.0,0.5,1.0,0.5,0.8333333333333334,1.0,0.5,0.8333333333333334,1.0,0.5,0.3333333333333333,33.333333333333336,1.0,0.5,0.25,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.67515,0.822,0.7944,0.4,0.4,1.05,26.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628373,1610612742,Frank Ntilikina,Frank Ntilikina,1628373,DAL,5182.0,86,-16.0,166,175,49,73,12.0,341,,1.0,,,,,1.0,8.0,,2.0,4.0,15.0,12.0,181,,,,,,3.0,,12.0,8.0,1.0,1.0,3.0,9,2.0,11,,6.0,14.0,3.0,49,1.0,0.26666666666666666,0.26666666666666666,,,,0.35294117647058826,,0.75,0.35294117647058826,,0.75,0.8823529411764706,10.674157303370785,0.02702702702702703,0.08108108108108109,0.09411764705882353,0.021739130434782608,,0.10714285714285714,,0.058823529411764705,,,0.47058823529411764,0.125,0.125,1.0,,,,,0.9411764705882353,0.125,0.5310117647058824,,0.561225,,0.25,12.549999999999999,24.413333333333338,0.29518072289156627,1.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,13.0,1.0,5.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.5,0.5,0.2,0.10416666666666667,0.01818181818181818,0.043478260869565216,0.07142857142857142,0.3333333333333333,0.06896551724137931,0.058823529411764705,0.4117647058823529,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628973,1610612742,Jalen Brunson,Jalen Brunson,1628973,DAL,17838.0,297,-3.0,570,559,132,139,47.0,1129,19.0,30.0,,1.0,2.0,3.0,9.0,29.0,70.0,130.0,12.0,34.0,209.0,671,,5.0,3.0,9.0,19.0,30.0,116.0,21.0,28.0,9.0,2.0,16.0,39,6.0,45,1.0,6.0,17.0,26.0,128,0.5833333333333334,0.35294117647058826,0.36363636363636365,0.5384615384615384,,0.47368421052631576,0.5365853658536586,0.16666666666666666,0.4090909090909091,0.5777777777777777,0.16666666666666666,0.5172413793103449,0.2073170731707317,30.434782608695652,0.016,0.14414414414414414,0.1449814126394052,0.021505376344086023,,0.16853932584269662,0.0136986301369863,0.18292682926829268,0.6333333333333333,0.7307692307692307,0.17682926829268292,0.3103448275862069,0.3103448275862069,0.4444444444444444,0.1111111111111111,,0.13636363636363635,0.6666666666666666,0.3902439024390244,0.32142857142857145,0.45973251533742326,0.44999374999999997,0.4373238095238095,0.014354066985645933,0.14354066985645933,8.106153846153848,25.791176470588233,0.23157894736842105,19.0,3.0,5.0,,,3.0,,3.0,6.0,25.0,31.0,15.0,10.0,4.0,2.0,87.0,4.0,23.0,,5.0,2.0,3.0,6.0,3.0,5.0,9.0,,1.0,1.0,46.0,7.0,,,0.6666666666666666,,0.14556962025316456,0.025974025974025976,0.02666666666666667,0.08888888888888889,0.10638297872340426,0.15476190476190477,0.11585365853658537,0.03048780487804878,0.6,0.6,1.0,,,0.13636363636363635,41.0,81.0,10.0,1.0,1.0,3.0,33.0,1.0,4.0,12.0,24.0,15.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,38.0,5.0,1.0,16.0,5.0,2.0,0.17142857142857143,0.17142857142857143,0.25,0.06153846153846154,0.13333333333333333,0.04938271604938271,0.18518518518518517,0.045454545454545456,0.15789473684210525,0.49390243902439024,0.5061728395061729,0.5324675324675324,0.14634146341463414,0.5263157894736842,0.5263157894736842,0.3,0.1111111111111111,1.0,1.0,0.3333333333333333,0.09142857142857143,0.11347517730496454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202722,1610612742,Davis Bertans,Davis Bertans,202722,DAL,9290.0,155,22.0,306,299,82,122,29.0,605,2.0,3.0,,,,,8.0,28.0,3.0,4.0,16.0,42.0,64.0,335,1.0,1.0,9.0,,,16.0,,48.0,28.0,8.0,2.0,9.0,19,3.0,22,1.0,6.0,22.0,16.0,81,1.0,0.38095238095238093,0.38095238095238093,0.75,1.0,,0.5869565217391305,0.5,0.5454545454545454,0.6176470588235294,0.5,0.5769230769230769,0.9130434782608695,15.72700296735905,0.03389830508474576,0.16981132075471697,0.13178294573643412,0.02142857142857143,0.07692307692307693,0.2,0.038461538461538464,0.06521739130434782,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.2857142857142857,0.2857142857142857,1.0,,,,,0.9782608695652174,0.2857142857142857,0.5487588888888889,0.4806,0.51783,0.140625,0.25,4.25,25.30952380952381,0.2679738562091503,,8.0,14.0,3.0,5.0,6.0,4.0,11.0,2.0,3.0,5.0,1.0,2.0,2.0,,13.0,1.0,8.0,2.0,4.0,3.0,1.0,1.0,2.0,,3.0,,4.0,2.0,15.0,,4.0,0.36363636363636365,0.3333333333333333,0.4,0.10526315789473684,0.012345679012345678,,,0.05555555555555555,0.1388888888888889,,0.30434782608695654,0.5714285714285714,0.5714285714285714,1.0,0.45454545454545453,0.6,0.5454545454545454,1.0,1.0,,2.0,3.0,4.0,10.0,2.0,7.0,4.0,6.0,,,,1.0,,,2.0,1.0,12.0,,1.0,3.0,2.0,1.0,1.0,1.0,0.2857142857142857,,,,0.09090909090909091,0.07692307692307693,1.0,0.021739130434782608,1.0,1.0,1.0,,,,0.375,0.6666666666666666,1.0,0.5,0.10204081632653061,0.42857142857142855,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.015384615384615385,1.0,0.16666666666666666,0.047619047619047616,,,,,,,,,,,,,,,,,,,,True,,,,,,
203915,1610612742,Spencer Dinwiddie,Spencer Dinwiddie,203915,DAL,30045.0,501,12.0,959,947,276,326,83.0,1906,18.0,36.0,,,2.0,4.0,26.0,76.0,40.0,96.0,40.0,96.0,255.0,1094,1.0,4.0,13.0,8.0,17.0,72.0,62.0,75.0,75.0,26.0,8.0,20.0,36,8.0,44,6.0,13.0,42.0,71.0,271,0.625,0.4166666666666667,0.42105263157894735,0.4166666666666667,0.25,0.47058823529411764,0.5208333333333334,0.4230769230769231,0.5754716981132075,0.5769230769230769,0.43333333333333335,0.5901639344262295,0.5,23.900573613766728,0.041884816753926704,0.10752688172043011,0.07432432432432433,0.017391304347826087,0.0392156862745098,0.0979020979020979,0.06521739130434782,0.1875,0.5,0.6,0.3958333333333333,0.34210526315789475,0.3466666666666667,0.5769230769230769,,,0.07547169811320754,0.5,0.6875,0.3466666666666667,0.49528263157894736,0.4849571428571429,0.4807884615384615,0.050980392156862744,0.2823529411764706,6.590625000000003,25.931250000000006,0.28779979144942647,9.0,14.0,20.0,8.0,12.0,24.0,15.0,36.0,24.0,41.0,65.0,23.0,18.0,14.0,6.0,171.0,,13.0,3.0,15.0,10.0,5.0,14.0,15.0,5.0,29.0,1.0,1.0,4.0,48.0,3.0,6.0,0.4166666666666667,0.4827586206896552,0.13636363636363635,0.050387596899224806,,0.05263157894736842,,0.04225352112676056,0.05,0.046875,0.10416666666666667,0.7,0.7368421052631579,0.7142857142857143,0.22641509433962265,0.6666666666666666,0.4528301886792453,19.0,51.0,3.0,,,9.0,55.0,3.0,9.0,11.0,18.0,45.0,1.0,9.0,9.0,8.0,2.0,,2.0,67.0,6.0,,30.0,3.0,2.0,0.225,0.23076923076923078,0.3333333333333333,0.09375,0.16666666666666666,0.058823529411764705,0.06382978723404255,0.13953488372093023,0.3333333333333333,0.265625,0.37254901960784315,0.3958333333333333,0.15789473684210525,0.3333333333333333,0.3333333333333333,,,,,0.6923076923076923,0.15137614678899083,0.25,7.0,2.0,1.0,3.0,5.0,,5.0,6.0,2.0,,0.3333333333333333,0.2916666666666667,0.030612244897959183,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,0.020833333333333332,0.05,0.013157894736842105,0.3333333333333333,1.0,,,,,,True,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,4283.0,71,,135,130,55,50,17.0,265,,1.0,,,,1.0,1.0,4.0,2.0,5.0,2.0,16.0,11.0,146,,,3.0,,1.0,1.0,2.0,6.0,4.0,1.0,,5.0,9,1.0,10,,4.0,10.0,1.0,55,1.0,0.125,0.125,0.4,,,0.23809523809523808,0.3,,0.2391304347826087,0.25,0.0625,0.7619047619047619,15.032679738562091,,0.19230769230769232,0.14516129032258066,0.014084507042253521,,0.19047619047619047,,0.047619047619047616,,,0.19047619047619047,0.25,0.25,1.0,,,0.16666666666666666,,0.8095238095238095,0.25,0.5571357142857144,0.5755125,0.6034416666666667,0.2727272727272727,0.09090909090909091,10.239999999999998,23.63125,0.4074074074074074,2.0,1.0,12.0,,4.0,1.0,,5.0,,5.0,5.0,1.0,4.0,,,15.0,1.0,4.0,,2.0,1.0,1.0,,,,,,1.0,,8.0,2.0,2.0,,,,0.1111111111111111,0.023255813953488372,,,0.1111111111111111,0.09523809523809523,0.09523809523809523,0.5714285714285714,0.08333333333333333,0.08333333333333333,1.0,0.6666666666666666,,0.16666666666666666,1.0,2.0,1.0,,3.0,2.0,1.0,1.0,5.0,1.0,2.0,,,1.0,,,,,2.0,4.0,,,1.0,1.0,1.0,0.5,0.5,0.2,0.2,1.0,,0.16666666666666666,0.2,,0.09523809523809523,0.5,0.5,1.0,0.5,0.5,,0.6,,,0.4,0.045454545454545456,0.16666666666666666,,,,,,,,,,0.034482758620689655,,,,1.0,,,,,,,,,,,,0.5,1.0,,,,,,True,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,572.0,10,-1.0,17,18,11,4,3.0,35,,1.0,,,,,1.0,2.0,2.0,3.0,1.0,2.0,10.0,24,,,3.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,,,1,,1,,,2.0,4.0,10,1.0,0.5,0.5,0.6666666666666666,,1.0,0.7,,0.6666666666666666,0.8333333333333334,1.5,0.6666666666666666,0.4,30.0,,,0.14285714285714285,,,,,0.2,,,0.4,0.5,0.5,1.0,,,,,0.6,0.5,0.52981,,0.4380833333333333,0.3,0.4,8.033333333333333,26.4,0.6470588235294118,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,0.2,,,,,1.0,,,,,,,,0.3333333333333333,2.0,2.0,,,,,3.0,,,,,,,1.0,,,,,,3.0,,,,,,,,,0.3333333333333333,1.0,,,,,0.4,1.0,1.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,21918.0,365,26.0,694,690,190,237,59.0,1384,10.0,17.0,4.0,7.0,1.0,4.0,14.0,35.0,15.0,27.0,23.0,61.0,108.0,805,5.0,8.0,19.0,3.0,8.0,18.0,8.0,66.0,35.0,14.0,8.0,20.0,39,17.0,56,1.0,18.0,31.0,18.0,186,0.9565217391304348,0.3770491803278688,0.3770491803278688,0.5555555555555556,0.625,0.375,0.5625,0.7307692307692307,0.20454545454545456,0.5806451612903226,0.7307692307692307,0.3333333333333333,0.6931818181818182,13.35978835978836,0.06299212598425197,0.14084507042253522,0.11178247734138973,0.04716981132075472,0.10344827586206896,0.12727272727272726,0.022222222222222223,0.19318181818181818,0.5882352941176471,0.6666666666666666,0.3977272727272727,0.4,0.4,0.9285714285714286,0.5384615384615384,0.5714285714285714,0.18181818181818182,0.25,0.8863636363636364,0.4,0.5563147727272728,0.5836749999999999,0.5411613636363637,0.17592592592592593,0.16666666666666666,4.055555555555556,24.886885245901645,0.2737752161383285,1.0,9.0,26.0,1.0,8.0,6.0,1.0,14.0,6.0,8.0,14.0,7.0,1.0,3.0,3.0,36.0,7.0,17.0,2.0,10.0,7.0,3.0,5.0,3.0,2.0,8.0,1.0,1.0,2.0,11.0,4.0,4.0,0.07142857142857142,0.625,0.13333333333333333,0.08994708994708994,0.03664921465968586,0.06097560975609756,,0.14035087719298245,0.08163265306122448,0.011363636363636364,0.29545454545454547,0.34615384615384615,0.375,1.0,0.36363636363636365,0.125,0.2727272727272727,4.0,9.0,1.0,,1.0,4.0,9.0,3.0,5.0,9.0,22.0,3.0,,3.0,3.0,3.0,,,3.0,10.0,,,3.0,2.0,2.0,0.7333333333333333,0.9166666666666666,0.6,0.1111111111111111,0.11764705882352941,0.1111111111111111,0.029411764705882353,0.1875,0.7,0.10227272727272728,0.4444444444444444,0.5,0.75,1.0,1.0,1.0,0.07692307692307693,,,0.3076923076923077,0.03296703296703297,0.1,,,,,6.0,2.0,4.0,6.0,3.0,0.051470588235294115,0.5,,,3.0,6.0,2.0,,,,,,,0.03278688524590164,0.07692307692307693,,0.75,1.0,2.0,1.0,0.10526315789473684,0.25,,True,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,17254.0,288,-12.0,549,550,184,220,46.0,1099,10.0,11.0,3.0,3.0,,,11.0,26.0,14.0,21.0,19.0,43.0,96.0,647,3.0,3.0,12.0,2.0,6.0,26.0,4.0,57.0,26.0,11.0,3.0,17.0,42,10.0,52,1.0,17.0,27.0,26.0,181,1.0,0.4418604651162791,0.4418604651162791,0.6666666666666666,1.0,0.3333333333333333,0.6640625,0.75,0.5277777777777778,0.676056338028169,0.75,0.5652173913043478,0.671875,13.087248322147651,0.027522935779816515,0.16666666666666666,0.15384615384615385,0.034482758620689655,,0.17105263157894737,0.034482758620689655,0.171875,0.9090909090909091,1.0,0.40625,0.4230769230769231,0.4230769230769231,1.0,0.5,1.0,,,0.84375,0.4230769230769231,0.5447828125,0.647425,0.49582499999999985,0.125,0.2708333333333333,5.971428571428571,24.848837209302324,0.33515482695810567,3.0,8.0,17.0,3.0,7.0,5.0,5.0,12.0,2.0,10.0,12.0,7.0,3.0,,2.0,34.0,6.0,21.0,4.0,3.0,2.0,1.0,2.0,6.0,,8.0,1.0,2.0,4.0,15.0,1.0,1.0,0.4166666666666667,0.25,0.25,0.14482758620689656,0.039473684210526314,0.04918032786885246,0.021739130434782608,0.1111111111111111,0.13793103448275862,0.046875,0.265625,0.47058823529411764,0.5,1.0,0.3888888888888889,0.42857142857142855,0.2777777777777778,1.0,7.0,3.0,,2.0,1.0,11.0,1.0,3.0,7.0,24.0,,,1.0,2.0,1.0,,1.0,5.0,15.0,2.0,,4.0,5.0,4.0,0.8571428571428571,1.0,0.3333333333333333,0.047619047619047616,0.09090909090909091,,0.22727272727272727,0.15384615384615385,0.8,0.109375,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,0.3333333333333333,,,0.16666666666666666,0.06060606060606061,0.17391304347826086,2.0,3.0,,,8.0,,8.0,8.0,6.0,0.04716981132075472,0.75,0.4,,1.0,4.0,1.0,,,1.0,,,,0.023255813953488372,0.058823529411764705,,1.0,1.0,1.0,1.0,0.07692307692307693,0.3333333333333333,,True,,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,14885.0,248,,475,466,172,199,41.0,941,22.0,28.0,1.0,2.0,10.0,11.0,26.0,75.0,46.0,91.0,26.0,76.0,221.0,536,1.0,4.0,6.0,17.0,32.0,99.0,84.0,18.0,75.0,26.0,2.0,21.0,58,3.0,61,1.0,3.0,17.0,99.0,171,0.23076923076923078,0.34210526315789475,0.34210526315789475,0.5054945054945055,0.25,0.53125,0.5089820359281437,0.35714285714285715,0.5671641791044776,0.5586734693877551,0.35714285714285715,0.61875,0.4550898203592814,42.16634429400387,0.02531645569620253,0.21875,0.2345132743362832,0.013636363636363636,0.0625,0.2028985507246377,0.012048192771084338,0.16766467065868262,0.7857142857142857,0.8148148148148148,0.4491017964071856,0.3466666666666667,0.3466666666666667,0.23076923076923078,0.2857142857142857,0.5,0.16417910447761194,0.9090909090909091,0.6227544910179641,0.3466666666666667,0.4778425149700598,0.4949,0.47325000000000006,0.027149321266968326,0.4479638009049774,7.218681318681319,26.64605263157895,0.36210526315789476,12.0,,1.0,,,35.0,14.0,35.0,11.0,23.0,34.0,15.0,8.0,8.0,2.0,91.0,1.0,32.0,5.0,6.0,4.0,2.0,15.0,7.0,5.0,22.0,1.0,1.0,2.0,52.0,1.0,3.0,0.4,0.6818181818181818,0.38461538461538464,0.24615384615384617,0.0070921985815602835,0.0196078431372549,0.02631578947368421,0.15151515151515152,0.3055555555555556,0.0718562874251497,0.005988023952095809,,,,,,0.5223880597014925,22.0,51.0,2.0,,,3.0,51.0,1.0,3.0,23.0,8.0,60.0,,8.0,10.0,7.0,,1.0,3.0,69.0,6.0,3.0,29.0,6.0,5.0,0.08695652173913043,0.08888888888888889,0.3333333333333333,0.08791208791208792,0.03571428571428571,0.13725490196078433,0.2,0.25925925925925924,0.045454545454545456,0.30538922155688625,0.43137254901960786,0.5,0.13636363636363635,0.16666666666666666,0.16666666666666666,,,,,0.42857142857142855,0.15263157894736842,0.2543859649122807,14.0,1.0,,,4.0,1.0,3.0,5.0,3.0,,0.6,0.4,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,,,,,1.0,True,,,,,,
