EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FtPoints,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFtPoints,NonHeaveArc3FGA,Fg3aBlocked,SelfOReb,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,SecondChanceFg3Pct,SecondChanceEfgPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Arc3PctAssisted,Fg2aBlocked,FG2APctBlocked,LongMidRangePctBlocked,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,657.0,11,-6.0,24,23,11.0,16,3.0,47,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,26,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.5,0.8333333333333334,1.5,0.3333333333333333,14.285714285714285,1.0,1.0,0.25,0.4,0.3333333333333333,0.5,0.4,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5788333333333333,0.5331,0.6,2.0,23.6,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,396.0,7,-7.0,14,13,3.0,10,2.0,27,1.0,1.0,,,,,1.0,1.0,,,2.0,17,,,,2.0,,,,2.0,2.0,,2.0,,,,,,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,5.88235294117647,,,0.6666666666666666,,0.4,0.6666666666666666,,1.0,1.0,1.0,1.0,,,,,,,1.0,0.6638,,,1.4,,0.21428571428571427,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629752,1610612738,Juwan Morgan,Juwan Morgan,1629752,BOS,924.0,15,-7.0,32,31,19.0,20,4.0,63,,,,1.0,,,,,,1.0,1.0,29,,,,,,,,1.0,1.0,2.0,3.0,,,,,,19.0,,,,,,,,,,0.25,,1.0,5.405405405405405,,,0.2,,0.07142857142857142,,,,,,,1.0,,,,,,1.0,0.5841,,,,23.6,0.59375,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.2,0.08333333333333333,0.11764705882352941,0.5,0.1,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,876.0,15,-4.0,31,30,18.0,20,4.0,61,,1.0,,1.0,,,,2.0,,5.0,3.0,26,,3.0,3.0,,,,3.0,1.0,4.0,2.0,6.0,,,,,3.0,18.0,,,,,,,,,,0.16666666666666666,0.25,0.7142857142857143,25.0,,,0.2,0.375,0.3076923076923077,,0.16666666666666666,0.14285714285714285,,,,0.14285714285714285,,,,,,0.8571428571428571,0.4983214285714285,0.4577375,1.0,10.55,25.72,0.5806451612903226,,,,,3.0,2.0,2.0,2.0,,1.0,1.0,2.0,4.0,,1.0,,0.16666666666666666,0.11764705882352941,,0.2,,,,0.6666666666666666,1.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.5714285714285714,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,83.0,1,-2.0,3,3,,3,,6,,,,,,,,,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.333333333333336,,,,,,,,,,,,,,,,,,1.0,0.51915,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203917,1610612738,Nik Stauskas,Nik Stauskas,203917,BOS,841.0,14,-5.0,29,28,19.0,17,4.0,57,,,1.0,1.0,,,,1.0,2.0,7.0,8.0,27,1.0,5.0,5.0,,3.0,,,,,,,,,,,5.0,19.0,,,0.5,0.2857142857142857,0.2,0.2857142857142857,,0.375,0.3,0.4444444444444444,0.4166666666666667,0.875,26.470588235294116,,,,,,,,,,,,0.125,1.0,1.0,1.0,,,0.875,0.4651875,0.47079000000000004,0.625,21.5,26.37142857142857,0.6551724137931034,1.0,3.0,,7.0,2.0,,6.0,,,,,1.0,2.0,,1.5,,,,,,,,,0.75,1.0,6.0,5.0,,2.0,6.0,,,1.0,,,,,1.0,,,,,,,0.125,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.5,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,0.5,1.0,0.2,0.16666666666666666,0.48855,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630238,1610612738,Malik Fitts,Malik Fitts,1630238,BOS,487.0,8,-4.0,15,16,13.0,8,2.0,31,,,,,,,,,1.0,1.0,3.0,12,,,,,3.0,,,,,,,,,,,,13.0,,,1.0,1.0,,1.0,,1.5,,1.5,,1.0,5.88235294117647,,,,,,,,,,,,,,,,,,1.0,0.462,,,,26.0,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,356.0,6,,12,11,12.0,6,1.0,23,,,,,,,,1.0,,,,6,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,0.26,0.26,,18.4,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,55189.0,920,73.0,1809,1805,518.0,394,199.0,3614,63.0,98.0,14.0,31.0,2.0,8.0,137.0,258.0,60.0,161.0,554.0,1958,11.0,33.0,152.0,120.0,138.0,,59.0,63.0,133.0,33.0,166.0,46.0,20.0,74.0,16.0,152.0,513.0,0.43795620437956206,0.4580152671755725,0.7666666666666667,0.37267080745341613,0.3333333333333333,0.37267080745341613,0.5310077519379846,0.5417661097852029,0.5424528301886793,0.5808823529411765,0.5891472868217055,0.38424821002386633,26.987242394504417,0.6216216216216216,,0.12753036437246965,0.14496314496314497,0.13540510543840178,0.13076923076923078,0.14873417721518986,0.23389021479713604,0.6428571428571429,0.7411764705882353,0.5079365079365079,0.07398568019093078,0.45161290322580644,0.45161290322580644,0.9285714285714286,0.07547169811320754,0.25,0.6181384248210023,0.5042517899761337,0.49948018867924526,0.2743682310469314,8.387984496124028,25.82608695652174,0.28634604754007736,43.0,85.0,15.0,213.0,100.0,8.0,56.0,15.0,18.0,25.0,71.0,123.0,131.0,52.0,0.7,0.04245283018867924,0.03667481662591687,0.03961584633853541,0.06015037593984962,0.032467532467532464,0.1013215859030837,0.11956521739130435,0.1750841750841751,0.10108303249097472,70.0,130.0,25.0,73.0,37.0,130.0,,8.0,16.0,10.0,5.0,10.0,6.0,13.0,,,0.1678832116788321,0.13186813186813187,0.04081632653061224,0.6,0.16706443914081145,0.31026252983293556,0.2358490566037736,1.0,1.0,46.0,5.0,10.0,9.0,6.0,11.0,42.0,46.0,42.0,28.0,24.0,0.5454545454545454,0.6486486486486487,0.35384615384615387,0.35384615384615387,0.02702702702702703,1.0,1.0,0.2702702702702703,0.5,0.36,0.35384615384615387,0.48693800000000004,0.717391304347826,24.0,0.09302325581395349,0.05714285714285714,False,9.0,14.0,21.0,35.0,44.0,90.0,30.0,15.0,26.0,41.0,154.0,12.0,13.0,5.0,11.0,27.0,15.0,12.0,5.0,28.0,7.0,26.0,1.0,4.0,4.0,6.0,5.0,3.0,1.0,5.0,6.0,13.0,1.0,1.0,3.0,2.0,3.0,6.0,0.5769230769230769,0.5616438356164384,0.1326530612244898,0.07777777777777778,0.2894736842105263,0.039603960396039604,0.02247191011235955,0.04950495049504951,0.21479713603818615,0.4888888888888889,0.5301204819277109,0.4090909090909091,0.42857142857142855,0.45454545454545453,0.3333333333333333,0.3783783783783784,0.6428571428571429,0.1111111111111111,0.6,0.330188679245283,0.6,0.018404907975460124,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,58984.0,983,108.0,1952,1939,563.0,511,210.0,3891,68.0,112.0,7.0,23.0,2.0,6.0,124.0,276.0,77.0,196.0,615.0,2080,17.0,54.0,170.0,128.0,147.0,,69.0,60.0,137.0,24.0,161.0,60.0,32.0,100.0,32.0,168.0,560.0,0.5161290322580645,0.5423728813559322,0.6363636363636364,0.39285714285714285,0.3148148148148148,0.39285714285714285,0.4492753623188406,0.5074152542372882,0.44814814814814813,0.5604395604395604,0.5214723926380368,0.4152542372881356,29.45736434108527,0.6,,0.11605415860735009,0.15299334811529933,0.13326446280991736,0.08888888888888889,0.16091954022988506,0.23728813559322035,0.6071428571428571,0.6601941747572816,0.5294117647058824,0.048728813559322036,0.30434782608695654,0.3181818181818182,1.0,0.044444444444444446,0.3333333333333333,0.652542372881356,0.510041313559322,0.5037696296296297,0.2764227642276423,8.23586956521739,25.775,0.288422131147541,83.0,148.0,31.0,379.0,136.0,9.0,51.0,13.0,11.0,15.0,72.0,129.0,170.0,73.0,0.4636363636363636,0.02534562211981567,0.02795698924731183,0.026696329254727477,0.034013605442176874,0.03508771929824561,0.100418410041841,0.1393596986817326,0.218562874251497,0.08292682926829269,68.0,173.0,48.0,81.0,49.0,173.0,4.0,5.0,15.0,17.0,6.0,21.0,9.0,12.0,0.02040816326530612,0.017341040462427744,0.16783216783216784,0.1262135922330097,0.02092050209205021,0.42857142857142855,0.1440677966101695,0.3665254237288136,0.35555555555555557,,2.0,70.0,4.0,11.0,15.0,4.0,13.0,84.0,70.0,65.0,52.0,30.0,0.3076923076923077,0.42,0.4046242774566474,0.4117647058823529,0.04,,,0.22,0.36363636363636365,0.3125,0.4046242774566474,0.4756828571428572,0.6,25.0,0.09057971014492754,0.014705882352941176,False,9.0,19.0,21.0,33.0,31.0,96.0,25.0,15.0,37.0,35.0,120.0,12.0,26.0,9.0,8.0,29.0,20.0,9.0,7.0,40.0,10.0,28.0,,2.0,3.0,7.0,5.0,12.0,,2.0,5.0,15.0,,4.0,1.0,3.0,8.0,8.0,0.40540540540540543,0.43209876543209874,0.08035714285714286,0.15625,0.17391304347826086,0.029850746268656716,,0.008130081300813009,0.2033898305084746,0.3229166666666667,0.38271604938271603,0.5483870967741935,0.36764705882352944,0.373134328358209,0.44,0.38,0.47368421052631576,0.1111111111111111,1.0,0.24444444444444444,0.6363636363636364,0.005076142131979695,4.0,3.0,1.0,0.043478260869565216,,,,
