EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Avg2ptShotDistance,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Steals,BadPassSteals,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,LostBallTurnovers,Assisted3sPct,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,NonShootingPenaltyNonTakeFouls,DeadBallTurnovers,Travels,SecondChanceAtRimFGA,SecondChanceFG2A,AtRimAssists,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,on,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,HeaveAttempts,Fg2aBlocked,LongMidRangeAssists,SecondChanceTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3PctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceEfgPct,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,Charge Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,Arc3PctBlocked,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,PtsPutbacks,StepOutOfBoundsTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,FTOffRebounds,BlockedShortMidRange,AtRimPctBlocked,OffFTReboundPct,SelfOReb,Loose Ball Fouls Drawn,SelfORebPct,BlockedCorner3,DefensiveGoaltends,OffAtRimReboundPct
1627854,1610612743,Bryn Forbes,Bryn Forbes,1627854,DEN,612.0,10.0,-2.0,19.0,22,12.0,10.0,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,24,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,12.0,0.5,0.5,0.5,0.75,0.75,0.8333333333333334,0.8333333333333334,1.0,15.789473684210526,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.51015,0.51015,0.3333333333333333,1.0,1.0,26.75,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,236.0,4.0,-10.0,7.0,8,2.0,1.0,15,,,,,,,,,,2.0,18,,,,,,,,,,,,,,,,,,,2.0,,,,0.5,,0.5,,,25.0,,,,,,,,0.5,0.44225,,,,,,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,804.0,13.0,-11.0,24.0,29,12.0,12.0,53,,,,,2.0,2.0,,2.0,,,37,,2.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,3.0,,,,,12.0,,,,,,,,1.0,16.0,,,,1.0,,,1.0,1.0,0.4599,0.4599,,,,28.05,0.5,1.0,,,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.42857142857142855,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203115,1610612743,Will Barton,Will Barton,203115,DEN,236.0,4.0,-10.0,7.0,8,2.0,1.0,15,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,259.0,4.0,-10.0,7.0,9,2.0,2.0,16,,,,,,,,,,2.0,18,,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,0.5,1.0,0.5,1.0,,25.0,,,,,,,,,0.41405000000000003,0.4053,,,1.0,,0.2857142857142857,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,0.5,,,,,0.5,12.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,286.0,5.0,3.0,10.0,10,10.0,8.0,20,,,,,2.0,2.0,1.0,2.0,,5.0,7,1.0,2.0,,5.0,,2.0,,,,,,,,,,,,5.0,10.0,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,40.0,,,,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,0.4434666666666667,0.4434666666666667,,,1.0,27.25,1.0,,,,,1.0,1.0,,,,1.0,,,,,,7.7,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,286.0,5.0,3.0,10.0,10,10.0,8.0,20,,,,,,,,,,,7,,,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612743,Austin Rivers,Austin Rivers,203085,DEN,381.0,6.0,,12.0,16,10.0,11.0,28,,,,,1.0,,1.0,1.0,,5.0,13,,,,2.0,,1.0,,,,,,,,,,,,2.0,10.0,1.0,,1.0,1.25,1.0,1.25,1.0,0.5,16.666666666666668,,,,0.5,,,,0.5,0.46449999999999997,0.3902,,,0.4,25.5,0.8333333333333334,,,,,1.0,1.0,,,,1.0,,,,,,8.9,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,,2.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630538,1610612743,Bones Hyland,Bones Hyland,1630538,DEN,259.0,4.0,-4.0,7.0,10,,2.0,17,,1.0,,,2.0,,,3.0,,,12,,,,,,2.0,,1.0,1.0,1.0,,3.0,,1.0,,,,,,,,,,,,,1.0,42.857142857142854,0.3333333333333333,,,0.6666666666666666,,,,1.0,0.52235,,,,,24.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202326,1610612743,DeMarcus Cousins,DeMarcus Cousins,202326,DEN,252.0,4.0,-2.0,7.0,8,,,15,,,,,1.0,,1.0,1.0,,5.0,10,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.25,,1.25,,0.5,42.857142857142854,,,,0.5,,,,0.5,0.450975,,,,,26.4,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,7.8,1.0,,1.0,1.0,,,1.0,,,,0.5,0.3333333333333333,,0.5,,,,1.0,1.0,,,,0.5,1.0,1.0,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
