EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FG2APctBlocked,LongMidRangePctBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Steals,LostBallSteals,2pt And 1 Free Throw Trips,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Charge Fouls Drawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,PtsUnassisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Technical Free Throw Trips,BlockedCorner3,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,DefensiveGoaltends,3SecondViolations
1629216,1610612748,Gabe Vincent,Gabe Vincent,1629216,MIA,208.0,3,2,8,7,8,7,1.0,15,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,8,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,33.333333333333336,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4518333333333333,0.4518333333333333,1.0,20.7,25.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,208.0,3,2,8,7,8,7,1.0,15,,,1.0,1.0,,,1.0,2.0,5,,,1.0,2.0,,1.0,2.0,8,,,,,,,0.5,0.5,1.0,22.22222222222222,,,,,1.0,1.0,1.0,0.5427,0.5427,1.0,,24.8,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612748,Kyle Lowry,Kyle Lowry,200768,MIA,76.0,1,-2,2,2,2,2,1.0,4,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612748,Markieff Morris,Markieff Morris,202693,MIA,208.0,3,2,8,7,8,7,1.0,15,,1.0,,,,1.0,,,5,,1.0,,,,,,8,,,,,,,,,,22.22222222222222,1.0,,,,,,,0.4377,0.4377,,14.8,,1.0,,,,1.0,,1.0,,1.0,,,,,,0.5,0.3333333333333333,,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203506,1610612748,Victor Oladipo,Victor Oladipo,203506,MIA,208.0,3,2,8,7,8,7,1.0,15,,,1.0,1.0,,,1.0,,5,,,1.0,,,1.0,,8,,,,,,,,,1.0,11.11111111111111,,,,,1.0,1.0,1.0,0.53535,0.53535,,,26.8,1.0,,,,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202710,1610612748,Jimmy Butler,Jimmy Butler,202710,MIA,132.0,2,4,6,5,6,5,,11,,,,,1.0,1.0,,3.0,3,1.0,1.0,,3.0,,,3.0,6,,,1.0,1.0,1.0,1.0,1.5,1.5,,16.666666666666668,,,,,,,1.0,0.5788,0.5788,1.0,2.3,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,36822.0,614,78,1173,1171,309,296,146.0,2344,6.0,24.0,1.0,1.0,104.0,174.0,1.0,266.0,1249,19.0,33.0,1.0,57.0,116.0,,57.0,305,0.5576923076923077,0.6666666666666666,0.5977011494252874,0.5757575757575758,0.5942857142857143,0.5588235294117647,0.642512077294686,0.6195652173913043,0.005714285714285714,18.12778603268945,0.13714285714285715,0.25,0.2608695652173913,0.16666666666666666,0.005714285714285714,0.029411764705882353,0.4857142857142857,0.5115764367816094,0.5133878787878788,0.21428571428571427,6.5344827586206895,57.1,0.26342710997442453,58.0,19.0,25.0,63.0,3.0,107.0,37.0,144.0,85.0,76.0,36.0,0.13043478260869565,0.08305647840531562,0.22826086956521738,0.19047619047619047,0.06357388316151202,0.04054054054054054,0.2222222222222222,0.18,0.18090452261306533,8.0,19.0,38.0,1.0,10.0,21.0,55.0,5.0,0.04597701149425287,0.041666666666666664,26.0,48.0,5.0,118.0,41.0,0.15185185185185185,0.1724137931034483,65.0,84.0,12.0,17.0,92.0,18.0,7.0,11.0,0.48,0.7738095238095238,0.8125,0.5,0.7058823529411765,False,21.0,27.0,33.0,66.0,26.0,38.0,12.0,64.0,34.0,1.0,22.0,18.0,4.0,15.0,6.0,12.0,4.0,11.0,19.0,4.0,7.0,4.0,12.0,1.0,1.0,3.0,9.0,18.0,2.0,7.0,13.0,7.0,3.0,3.0,13.0,6.0,1.0,5.0,7.0,0.6842105263157895,0.6842105263157895,0.7441860465116279,0.047619047619047616,0.045454545454545456,0.5,0.042704626334519574,0.11956521739130435,0.08148148148148149,0.025380710659898477,0.08333333333333333,0.05825242718446602,0.29411764705882354,0.2413793103448276,0.06557377049180328,0.46153846153846156,0.6461538461538462,0.37714285714285717,0.5,0.5238095238095238,0.45454545454545453,0.7105263157894737,0.7777777777777778,0.19047619047619047,0.5193218749999999,0.24060150375939848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628997,1610612748,Caleb Martin,Caleb Martin,1628997,MIA,12533.0,209,-42,398,420,108,131,46.0,818,,5.0,18.0,5.0,22.0,47.0,33.0,76.0,461,6.0,12.0,12.0,19.0,18.0,18.0,19.0,108,0.4090909090909091,0.5,0.46808510638297873,0.5,0.4625,0.375,0.4691358024691358,0.3958333333333333,0.4125,20.08830022075055,0.0625,,,,0.225,0.20833333333333334,0.75,0.5385131249999999,0.5535375,0.25,5.8617021276595755,24.684848484848484,0.271356783919598,2.0,1.0,4.0,11.0,4.0,25.0,12.0,37.0,16.0,6.0,5.0,0.36363636363636365,0.04395604395604396,0.11827956989247312,0.1111111111111111,0.0625,,0.11267605633802817,0.06172839506172839,0.10416666666666667,8.0,2.0,10.0,1.0,6.0,9.0,17.0,,0.1702127659574468,,,5.0,,15.0,10.0,0.10416666666666667,0.07317073170731707,16.0,27.0,4.0,5.0,26.0,10.0,4.0,4.0,0.3375,0.5925925925925926,0.7619047619047619,0.20833333333333334,0.8,False,5.0,7.0,6.0,15.0,5.0,8.0,1.0,14.0,8.0,,5.0,4.0,1.0,,,8.0,3.0,6.0,8.0,,5.0,,3.0,,,2.0,,2.0,,,1.0,1.0,,,2.0,2.0,,3.0,,0.625,0.5416666666666666,0.5833333333333334,0.2222222222222222,0.13333333333333333,0.8,0.07920792079207921,,0.09302325581395349,0.0945945945945946,0.037037037037037035,0.13793103448275862,0.11538461538461539,0.13636363636363635,0.07894736842105263,1.0,0.5,0.1875,0.4,0.46153846153846156,0.16666666666666666,0.5833333333333334,0.7142857142857143,,0.5438125,0.18421052631578946,4.0,15.0,1.0,1.0,1.0,7.0,6.0,3.0,1.0,10.0,1.0,4.0,2.0,30.0,6.0,4.0,1.0,1.0,1.0,0.30303030303030304,0.25,0.16666666666666666,0.30303030303030304,0.1875,0.26666666666666666,0.26666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,0.25,0.2916666666666667,0.14285714285714285,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,9560.0,159,6,308,308,104,90,35.0,616,,,42.0,8.0,7.0,10.0,47.0,73.0,343,4.0,5.0,11.0,18.0,14.0,42.0,18.0,104,1.0,1.0,0.7,0.8,0.5964912280701754,0.53125,0.6186440677966102,0.5294117647058824,0.8245614035087719,17.86743515850144,,,,,0.7368421052631579,0.5,0.9824561403508771,0.5411052631578948,0.5805125,0.2465753424657534,2.37,26.048936170212766,0.33766233766233766,5.0,1.0,,10.0,1.0,21.0,2.0,23.0,8.0,6.0,1.0,0.1111111111111111,,0.1282051282051282,0.13513513513513514,0.014285714285714285,,0.12727272727272726,0.05084745762711865,0.09090909090909091,2.0,2.0,3.0,,1.0,11.0,22.0,,0.2,,3.0,5.0,,12.0,10.0,0.14285714285714285,0.1724137931034483,6.0,9.0,4.0,5.0,,4.0,2.0,,0.15789473684210525,0.6666666666666666,0.8571428571428571,0.3125,0.8,False,,,1.0,1.0,,,,12.0,,,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,2.0,,,,,,1.0,1.0,,4.0,,,1.2,1.2,0.2222222222222222,,0.3333333333333333,0.02564102564102564,,,0.03278688524590164,,0.125,0.11764705882352941,0.13043478260869565,,1.0,1.0,0.017543859649122806,1.0,1.0,1.0,,,,0.476475,0.1643835616438356,2.0,5.0,,1.0,1.0,3.0,16.0,4.0,2.0,18.0,4.0,5.0,3.0,51.0,16.0,,1.0,1.0,0.9444444444444444,0.3829787234042553,0.8,0.2727272727272727,0.3829787234042553,0.08771929824561403,0.4,0.4,0.5,0.38095238095238093,0.3902439024390244,1.0,0.2,,,0.8,0.1875,0.3333333333333333,0.25,0.38095238095238093,4.0,3.0,1.0,1.0,2.0,0.02127659574468085,0.023809523809523808,1.0,1.0,0.041666666666666664,,,,,,,,
1629216,1610612748,Gabe Vincent,Gabe Vincent,1629216,MIA,25163.0,419,74,817,820,271,266,105.0,1637,10.0,21.0,56.0,15.0,24.0,49.0,79.0,142.0,857,7.0,17.0,27.0,52.0,12.0,55.0,52.0,268,0.25,0.25,0.4897959183673469,0.4117647058823529,0.48046875,0.4659090909090909,0.5298507462686567,0.5416666666666666,0.6171875,16.93290734824281,0.1640625,0.47619047619047616,0.47619047619047616,,0.4375,0.3409090909090909,0.7578125,0.5162857142857145,0.5026750000000001,0.36619718309859156,10.416326530612247,26.010126582278478,0.3317013463892289,19.0,11.0,2.0,10.0,2.0,32.0,3.0,35.0,24.0,20.0,6.0,0.08333333333333333,0.01015228426395939,0.05154639175257732,0.07751937984496124,0.007633587786259542,,0.058394160583941604,0.07575757575757576,0.11764705882352941,4.0,12.0,25.0,2.0,7.0,15.0,41.0,3.0,0.08163265306122448,,37.0,57.0,1.0,134.0,20.0,0.10362694300518134,0.06097560975609756,12.0,18.0,2.0,4.0,36.0,14.0,9.0,4.0,0.140625,0.6666666666666666,0.75,0.09090909090909091,0.5,False,1.0,2.0,2.0,10.0,2.0,5.0,2.0,15.0,,1.0,20.0,15.0,5.0,27.0,9.0,1.0,,5.0,13.0,6.0,10.0,2.0,3.0,,,,,2.0,3.0,2.0,5.0,4.0,,1.0,5.0,3.0,,6.0,2.0,0.4,0.43333333333333335,0.5,0.1111111111111111,0.2,0.52,0.00510204081632653,0.017857142857142856,0.011111111111111112,0.007352941176470588,,0.11267605633802817,0.175,0.03508771929824561,,0.6,0.4166666666666667,0.078125,0.2,0.25,0.5,0.13333333333333333,0.5,1.0,0.52335625,0.1056338028169014,5.0,23.0,1.0,4.0,5.0,12.0,20.0,6.0,4.0,25.0,3.0,10.0,9.0,57.0,20.0,2.0,,,0.76,0.31645569620253167,0.3,0.3333333333333333,0.32051282051282054,0.1796875,0.21739130434782608,0.23809523809523808,1.0,0.35714285714285715,0.37037037037037035,0.7,0.26666666666666666,0.25,1.0,0.4,0.2727272727272727,0.4166666666666667,0.26666666666666666,0.36363636363636365,2.0,18.0,4.0,2.0,4.0,0.05063291139240506,0.03571428571428571,0.3333333333333333,1.0,0.04938271604938271,0.08695652173913043,,,,,,,
