EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,DefensiveGoaltends,FTOffRebounds,BlockedCorner3,Defensive 3 Seconds Violations,OffFTReboundPct,on,OffensiveGoaltends
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,55189.0,920.0,73,1809.0,1805,518.0,394,199.0,3614,63.0,98.0,9.0,14.0,21.0,35.0,44.0,90.0,30.0,70.0,14.0,31.0,1.0,1.0,2.0,8.0,46.0,130.0,5.0,10.0,9.0,25.0,137.0,258.0,60.0,161.0,100.0,554.0,1958,15.0,26.0,6.0,11.0,8.0,56.0,41.0,73.0,11.0,33.0,37.0,152.0,120.0,154.0,138.0,42.0,12.0,130.0,46.0,24.0,42.0,43.0,85.0,28.0,15.0,24.0,13.0,5.0,213.0,15.0,18.0,59.0,63.0,11.0,133.0,33.0,166.0,8.0,27.0,15.0,12.0,46.0,5.0,20.0,28.0,7.0,26.0,1.0,4.0,74.0,4.0,16.0,25.0,71.0,6.0,5.0,3.0,123.0,1.0,5.0,6.0,131.0,13.0,1.0,1.0,52.0,3.0,16.0,10.0,5.0,2.0,3.0,10.0,6.0,152.0,513.0,6.0,13.0,0.43795620437956206,0.4580152671755725,0.7666666666666667,0.37267080745341613,0.5454545454545454,0.3333333333333333,0.37267080745341613,0.5310077519379846,0.5769230769230769,0.5616438356164384,0.5417661097852029,0.6486486486486487,0.5424528301886793,0.5808823529411765,0.7,0.5891472868217055,0.38424821002386633,0.09302325581395349,0.1326530612244898,0.07777777777777778,0.05714285714285714,26.987242394504417,0.6216216216216216,0.2894736842105263,0.12753036437246965,0.04245283018867924,0.14496314496314497,0.03667481662591687,0.13540510543840178,0.03961584633853541,0.06015037593984962,0.039603960396039604,0.02247191011235955,0.032467532467532464,0.04950495049504951,0.13076923076923078,0.1013215859030837,0.1678832116788321,0.14873417721518986,0.13186813186813187,0.04081632653061224,0.6,0.23389021479713604,0.6428571428571429,0.7411764705882353,0.5079365079365079,0.21479713603818615,0.4888888888888889,0.5301204819277109,0.4090909090909091,0.16706443914081145,0.42857142857142855,0.45454545454545453,0.3333333333333333,0.07398568019093078,0.45161290322580644,0.45161290322580644,0.9285714285714286,0.31026252983293556,0.35384615384615387,0.35384615384615387,0.717391304347826,0.3783783783783784,0.6428571428571429,0.1111111111111111,0.02702702702702703,1.0,1.0,0.2702702702702703,0.5,0.6,0.330188679245283,0.6,0.07547169811320754,0.25,0.2358490566037736,0.36,0.6181384248210023,0.35384615384615387,0.5042517899761337,0.48693800000000004,0.49948018867924526,0.11956521739130435,0.1750841750841751,0.018404907975460124,0.10108303249097472,0.2743682310469314,8.387984496124028,25.82608695652174,0.28634604754007736,,,,,,,,,,,,,True,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,47502.0,792.0,94,1565.0,1552,438.0,337,170.0,3117,49.0,79.0,7.0,15.0,16.0,22.0,20.0,74.0,17.0,48.0,5.0,18.0,,1.0,1.0,5.0,59.0,133.0,4.0,8.0,13.0,33.0,86.0,201.0,64.0,151.0,97.0,461.0,1666,10.0,28.0,4.0,9.0,8.0,40.0,24.0,54.0,14.0,38.0,37.0,127.0,96.0,76.0,126.0,66.0,8.0,133.0,59.0,21.0,48.0,62.0,110.0,35.0,27.0,20.0,19.0,9.0,282.0,9.0,9.0,54.0,44.0,4.0,102.0,18.0,120.0,3.0,24.0,17.0,7.0,48.0,5.0,27.0,30.0,7.0,21.0,,2.0,78.0,3.0,22.0,9.0,53.0,6.0,2.0,8.0,99.0,,2.0,3.0,124.0,9.0,,3.0,53.0,,11.0,16.0,6.0,3.0,7.0,19.0,8.0,125.0,435.0,5.0,8.0,0.5581395348837209,0.5853658536585366,0.65625,0.423841059602649,0.4444444444444444,0.3684210526315789,0.423841059602649,0.42786069651741293,0.35714285714285715,0.4444444444444444,0.5170454545454546,0.43243243243243246,0.4891304347826087,0.5638820638820639,0.47619047619047616,0.5619469026548672,0.4289772727272727,0.1044776119402985,0.11392405063291139,0.14864864864864866,0.020833333333333332,27.54116978989211,0.6153846153846154,0.11764705882352941,0.10679611650485436,0.025280898876404494,0.14673913043478262,0.024930747922437674,0.12564102564102564,0.02510460251046025,0.03361344537815126,0.03048780487804878,,0.0299625468164794,0.010638297872340425,0.08181818181818182,0.0967741935483871,0.14655172413793102,0.1519434628975265,0.12941176470588237,0.016853932584269662,0.42105263157894735,0.22443181818181818,0.620253164556962,0.7,0.5510204081632653,0.21022727272727273,0.2702702702702703,0.31746031746031744,0.55,0.13636363636363635,0.3541666666666667,0.3617021276595745,0.5882352941176471,0.05113636363636364,0.2777777777777778,0.29411764705882354,1.0,0.3778409090909091,0.44360902255639095,0.44696969696969696,0.6271186440677966,0.40540540540540543,0.4666666666666667,0.14285714285714285,0.02702702702702703,,,0.21621621621621623,0.5,1.0,0.2391304347826087,0.7272727272727273,0.05434782608695652,0.2,0.358695652173913,0.3939393939393939,0.6534090909090909,0.44360902255639095,0.5121105113636365,0.4838380000000001,0.5125369565217391,0.13383838383838384,0.2163265306122449,,0.08676789587852494,0.2754880694143167,8.174626865671641,25.714569536423845,0.27987220447284344,2.0,3.0,3.0,0.013245033112582781,0.05555555555555555,0.007518796992481203,,,,,,,True,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,24504.0,408.0,31,806.0,812,287.0,220,85.0,1618,11.0,16.0,,,4.0,5.0,14.0,39.0,2.0,8.0,5.0,20.0,,2.0,1.0,8.0,11.0,36.0,2.0,6.0,3.0,12.0,27.0,63.0,16.0,56.0,30.0,132.0,843,2.0,3.0,2.0,8.0,,10.0,9.0,20.0,4.0,20.0,17.0,47.0,24.0,30.0,48.0,,,36.0,11.0,8.0,28.0,12.0,40.0,10.0,2.0,13.0,9.0,6.0,92.0,4.0,3.0,14.0,27.0,3.0,44.0,7.0,51.0,2.0,19.0,8.0,11.0,9.0,1.0,6.0,7.0,,3.0,4.0,,16.0,1.0,5.0,13.0,31.0,1.0,,1.0,39.0,4.0,2.0,2.0,37.0,5.0,,,16.0,,5.0,9.0,2.0,,7.0,11.0,6.0,45.0,284.0,5.0,3.0,0.4444444444444444,0.4444444444444444,1.0,0.2857142857142857,0.25,0.2,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.45,0.42857142857142855,0.45454545454545453,0.375,0.4888888888888889,0.45454545454545453,0.47,0.47058823529411764,0.12698412698412698,0.125,0.1282051282051282,0.125,16.833890746934223,0.5625,0.16666666666666666,0.11637931034482758,0.015957446808510637,0.07865168539325842,0.021739130434782608,0.1,0.01881720430107527,,0.021739130434782608,0.023255813953488372,0.022388059701492536,0.02,0.09836065573770492,0.09482758620689655,0.18181818181818182,0.06382978723404255,0.13513513513513514,0.031746031746031744,0.5454545454545454,0.13445378151260504,0.6875,0.7857142857142857,0.5454545454545454,0.3277310924369748,0.358974358974359,0.4117647058823529,0.42857142857142855,0.06722689075630252,0.25,0.2857142857142857,,0.16806722689075632,0.25,0.25,1.0,0.3025210084033613,0.3055555555555556,0.3055555555555556,1.0,,,,0.18181818181818182,,,0.5454545454545454,0.3333333333333333,1.0,0.125,0.8,0.2,0.125,0.3,0.25,0.6050420168067226,0.3055555555555556,0.49023655462184873,0.46150555555555556,0.48223249999999995,0.12307692307692308,0.21621621621621623,,0.07575757575757576,0.3560606060606061,7.131746031746033,25.358928571428574,0.3560794044665012,,2.0,2.0,,,,,,,,,,True,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,7701.0,128.0,-19,259.0,263,94.0,72,25.0,522,12.0,13.0,3.0,4.0,2.0,2.0,3.0,7.0,1.0,3.0,1.0,5.0,,,,2.0,1.0,3.0,,1.0,,1.0,16.0,23.0,2.0,8.0,5.0,43.0,302,3.0,5.0,,1.0,4.0,10.0,3.0,4.0,,3.0,3.0,9.0,28.0,4.0,6.0,,4.0,3.0,1.0,,4.0,5.0,9.0,4.0,1.0,4.0,,,23.0,5.0,5.0,12.0,11.0,,23.0,10.0,33.0,,3.0,1.0,2.0,6.0,,4.0,3.0,1.0,2.0,,,9.0,2.0,6.0,10.0,19.0,,1.0,2.0,6.0,,3.0,,6.0,,,,1.0,,2.0,5.0,2.0,,3.0,5.0,4.0,9.0,94.0,,2.0,0.875,1.0,1.0,0.25,,,0.25,0.6956521739130435,0.6,0.75,0.6129032258064516,0.5,0.42857142857142855,0.6323529411764706,0.625,0.5,0.25806451612903225,,,,,14.930555555555555,0.6666666666666666,,0.1375,0.08333333333333333,0.3076923076923077,0.08928571428571429,0.19327731092436976,0.08620689655172414,0.05263157894736842,0.037037037037037035,0.21428571428571427,0.0975609756097561,0.06666666666666667,0.10526315789473684,0.12903225806451613,0.16666666666666666,0.35714285714285715,0.18181818181818182,,0.8,0.41935483870967744,0.9230769230769231,0.9230769230769231,0.8333333333333334,0.22580645161290322,0.42857142857142855,0.42857142857142855,1.0,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.16129032258064516,0.2,0.2,1.0,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0.3333333333333333,,,,0.16666666666666666,,,0.2857142857142857,1.0,0.2857142857142857,,0.14285714285714285,,0.6774193548387096,0.3333333333333333,0.545224193548387,0.5172100000000001,0.5164571428571428,0.03125,0.041666666666666664,,0.23255813953488372,0.20930232558139536,5.447826086956522,24.5,0.36293436293436293,,,,,,,,,,,,,True,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,28843.0,481.0,10,936.0,941,312.0,251,102.0,1877,17.0,29.0,2.0,8.0,6.0,10.0,3.0,14.0,,3.0,14.0,37.0,,2.0,7.0,14.0,14.0,36.0,3.0,5.0,5.0,13.0,20.0,46.0,28.0,73.0,26.0,150.0,1052,2.0,11.0,3.0,7.0,3.0,16.0,6.0,13.0,12.0,27.0,16.0,64.0,36.0,4.0,81.0,3.0,2.0,35.0,14.0,5.0,5.0,6.0,11.0,4.0,2.0,5.0,,,28.0,9.0,10.0,16.0,30.0,2.0,48.0,19.0,67.0,2.0,7.0,7.0,,7.0,,5.0,10.0,1.0,2.0,1.0,2.0,17.0,2.0,5.0,26.0,65.0,2.0,6.0,4.0,35.0,2.0,4.0,5.0,33.0,3.0,,,11.0,,7.0,8.0,4.0,2.0,2.0,13.0,9.0,64.0,308.0,4.0,7.0,0.9,0.9473684210526315,0.9642857142857143,0.3835616438356164,0.42857142857142855,0.4444444444444444,0.3888888888888889,0.43478260869565216,0.18181818181818182,0.46153846153846156,0.5210084033613446,0.3611111111111111,0.6,0.5597014925373134,0.4,0.6530612244897959,0.6134453781512605,0.10869565217391304,0.13793103448275862,0.07142857142857142,,14.312796208530806,0.4117647058823529,0.1,0.11070110701107011,0.04739336492890995,0.07920792079207921,0.041474654377880185,0.09725158562367865,0.04439252336448598,0.06666666666666667,0.030927835051546393,0.05128205128205128,0.024096385542168676,0.09803921568627451,0.09333333333333334,0.13559322033898305,0.08974358974358974,0.08125,0.07142857142857142,0.031746031746031744,0.6923076923076923,0.24369747899159663,0.5862068965517241,0.68,0.8823529411764706,0.11764705882352941,0.21428571428571427,0.23076923076923078,1.0,0.025210084033613446,,,,0.31092436974789917,0.3783783783783784,0.3783783783783784,1.0,0.3025210084033613,0.3888888888888889,0.4,0.9285714285714286,0.4444444444444444,0.25,0.5,0.1111111111111111,,,0.2777777777777778,0.6,0.6666666666666666,0.25,0.6,0.35,0.5,0.325,0.38461538461538464,0.8571428571428571,0.4,0.5399008474576272,0.4752583333333333,0.541352564102564,0.08661417322834646,0.2037037037037037,,0.10666666666666667,0.4266666666666667,4.623913043478261,25.283561643835615,0.3333333333333333,1.0,5.0,5.0,0.0136986301369863,,0.027777777777777776,1.0,,,,,,True,
1630174,1610612738,Aaron Nesmith,Aaron Nesmith,1630174,BOS,618.0,10.0,2,19.0,20,5.0,6,2.0,39,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,2.0,,,21,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,13.636363636363637,,,,,,0.125,,0.1,,,,0.16666666666666666,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,1.0,,1.0,,0.546225,,0.5583,,,,,,,24.950000000000003,0.2631578947368421,1.0,,,0.5,1.0,,,,,,,,True,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,9486.0,158.0,51,302.0,296,70.0,62,28.0,598,2.0,3.0,,,1.0,2.0,3.0,6.0,3.0,7.0,3.0,5.0,1.0,1.0,2.0,2.0,6.0,27.0,1.0,1.0,1.0,9.0,8.0,16.0,9.0,32.0,3.0,46.0,320,,,2.0,2.0,,6.0,3.0,5.0,3.0,11.0,,15.0,14.0,2.0,18.0,9.0,,27.0,6.0,1.0,15.0,8.0,23.0,6.0,2.0,9.0,4.0,2.0,54.0,3.0,2.0,8.0,14.0,2.0,24.0,5.0,29.0,1.0,1.0,1.0,,3.0,1.0,3.0,2.0,,,1.0,,5.0,,,6.0,15.0,,1.0,,3.0,,,1.0,4.0,,,,2.0,,,,,,,,,15.0,70.0,3.0,,0.875,0.875,0.6666666666666666,0.28125,1.0,0.2727272727272727,0.28125,0.5,,0.6,0.4479166666666667,1.5,0.46875,0.46,1.5,0.46875,0.6666666666666666,0.0625,0.3333333333333333,,,16.32047477744807,0.6,0.25,0.16470588235294117,0.03225806451612903,0.13114754098360656,0.046875,0.1506849315068493,0.03968253968253968,,,0.10526315789473684,0.04081632653061224,0.06666666666666667,0.13043478260869565,0.17142857142857143,0.18518518518518517,0.10416666666666667,0.23076923076923078,0.037037037037037035,,0.0625,0.6666666666666666,1.0,1.0,0.125,0.5,0.5,1.0,0.14583333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.10416666666666667,0.6,0.6,0.6666666666666666,0.5625,0.2222222222222222,0.2222222222222222,0.6666666666666666,,,,0.5,1.0,,0.5,1.0,,0.125,0.5,0.125,1.0,0.5625,0.1111111111111111,0.7291666666666666,0.2222222222222222,0.48243750000000013,0.5442,0.462625,0.04,0.1111111111111111,,0.13043478260869565,0.32608695652173914,10.631250000000001,26.150000000000002,0.23178807947019867,,,,,,,,1.0,,,,,True,
201143,1610612738,Al Horford,Al Horford,201143,BOS,42386.0,706.0,74,1386.0,1378,357.0,259,153.0,2764,26.0,38.0,7.0,13.0,9.0,12.0,15.0,39.0,8.0,10.0,16.0,31.0,,,4.0,7.0,25.0,51.0,,2.0,6.0,14.0,49.0,87.0,41.0,82.0,27.0,248.0,1482,9.0,20.0,,2.0,4.0,22.0,15.0,20.0,10.0,21.0,8.0,68.0,74.0,24.0,120.0,3.0,14.0,51.0,25.0,10.0,33.0,34.0,67.0,26.0,8.0,21.0,9.0,3.0,168.0,13.0,17.0,61.0,89.0,3.0,153.0,31.0,184.0,2.0,14.0,7.0,7.0,16.0,3.0,11.0,9.0,,5.0,1.0,1.0,25.0,2.0,6.0,32.0,55.0,,6.0,4.0,37.0,,5.0,2.0,35.0,7.0,,,18.0,,2.0,25.0,12.0,2.0,11.0,27.0,13.0,68.0,352.0,3.0,2.0,0.7551020408163265,0.8809523809523809,0.975609756097561,0.5,,0.47619047619047616,0.5,0.5632183908045977,0.45,0.75,0.6538461538461539,0.4090909090909091,0.7317073170731707,0.6813186813186813,0.44,0.7555555555555555,0.48520710059171596,0.11494252873563218,0.13157894736842105,0.1282051282051282,,13.226837060702875,0.64,0.12,0.24119241192411925,0.05120481927710843,0.19003115264797507,0.04113924050632911,0.21739130434782608,0.046296296296296294,0.0784313725490196,0.045454545454545456,0.02631578947368421,0.05555555555555555,,0.2765957446808511,0.25862068965517243,0.1782178217821782,0.196,0.16901408450704225,0.028985507246376812,0.48148148148148145,0.22485207100591717,0.6842105263157895,0.7878787878787878,0.6538461538461539,0.23076923076923078,0.38461538461538464,0.4411764705882353,0.8666666666666667,0.05917159763313609,0.8,0.8,0.875,0.1834319526627219,0.5161290322580645,0.5161290322580645,1.0,0.30177514792899407,0.49019607843137253,0.49019607843137253,0.96,0.5909090909090909,0.5384615384615384,,,,,0.09090909090909091,,,0.2926829268292683,0.75,0.17073170731707318,0.5714285714285714,0.34146341463414637,0.42857142857142855,0.7100591715976331,0.49019607843137253,0.5244420118343195,0.5342769230769231,0.5536146341463416,0.1,0.1836734693877551,,0.08870967741935484,0.27419354838709675,6.22183908045977,25.135365853658534,0.25757575757575757,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,0.02702702702702703,True,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,39689.0,661.0,3,1309.0,1307,394.0,265,149.0,2616,22.0,45.0,5.0,8.0,10.0,19.0,28.0,63.0,6.0,13.0,14.0,29.0,4.0,5.0,4.0,9.0,29.0,85.0,5.0,12.0,6.0,22.0,56.0,121.0,43.0,114.0,47.0,288.0,1457,8.0,12.0,9.0,17.0,,43.0,21.0,41.0,10.0,31.0,24.0,96.0,40.0,72.0,120.0,9.0,14.0,84.0,29.0,13.0,63.0,43.0,106.0,33.0,10.0,38.0,19.0,6.0,255.0,6.0,11.0,34.0,26.0,3.0,63.0,18.0,81.0,4.0,22.0,10.0,12.0,23.0,11.0,16.0,21.0,1.0,7.0,,,44.0,1.0,17.0,18.0,61.0,1.0,2.0,6.0,74.0,6.0,6.0,10.0,59.0,1.0,1.0,,16.0,3.0,11.0,4.0,1.0,1.0,2.0,4.0,1.0,91.0,389.0,8.0,7.0,0.35714285714285715,0.40816326530612246,0.9302325581395349,0.37719298245614036,0.5294117647058824,0.3225806451612903,0.3805309734513274,0.4628099173553719,0.6666666666666666,0.5121951219512195,0.5127659574468085,0.7413793103448276,0.5,0.5475285171102662,0.7413793103448276,0.5581395348837209,0.4851063829787234,0.10743801652892562,0.06666666666666667,0.15873015873015872,,20.675675675675674,0.5227272727272727,0.125,0.07647058823529412,0.03492063492063492,0.11724137931034483,0.02054794520547945,0.09523809523809523,0.02800658978583196,0.03125,0.03773584905660377,0.03333333333333333,0.017467248908296942,0.031746031746031744,0.05952380952380952,0.06369426751592357,0.1111111111111111,0.12831858407079647,0.078125,0.03333333333333333,0.25,0.19148936170212766,0.4888888888888889,0.5238095238095238,0.22727272727272727,0.2680851063829787,0.4444444444444444,0.5283018867924528,0.42857142857142855,0.05531914893617021,0.46153846153846156,0.46153846153846156,0.5,0.12340425531914893,0.4827586206896552,0.4827586206896552,1.0,0.3617021276595745,0.3411764705882353,0.3411764705882353,0.896551724137931,0.27586206896551724,0.625,,0.1724137931034483,0.8,1.0,0.41379310344827586,0.4166666666666667,1.0,0.2638888888888889,0.5263157894736842,0.125,0.4444444444444444,0.3055555555555556,0.2727272727272727,0.676595744680851,0.34523809523809523,0.5078617521367521,0.5549906250000001,0.5114908450704225,0.07539682539682539,0.11764705882352941,0.02586206896551724,0.14930555555555555,0.3333333333333333,6.753719008264463,25.87719298245614,0.3009931245225363,,,,,,,1.0,,1.0,,,0.030303030303030304,True,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,20019.0,334.0,52,654.0,648,115.0,101,82.0,1302,36.0,50.0,17.0,25.0,5.0,6.0,8.0,11.0,,2.0,,,,,,,,1.0,,,,1.0,44.0,63.0,,1.0,21.0,109.0,683,19.0,27.0,,,9.0,47.0,7.0,8.0,,1.0,7.0,21.0,60.0,28.0,,,26.0,,,4.0,8.0,6.0,14.0,3.0,3.0,3.0,3.0,2.0,34.0,7.0,27.0,29.0,19.0,1.0,49.0,34.0,83.0,3.0,7.0,6.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,,10.0,1.0,2.0,19.0,30.0,,3.0,2.0,19.0,,5.0,1.0,23.0,1.0,,,10.0,,1.0,26.0,9.0,,17.0,30.0,15.0,21.0,115.0,2.0,1.0,0.6818181818181818,0.967741935483871,,,,,,0.6984126984126984,0.7037037037037037,0.875,0.6875,0.7037037037037037,0.7777777777777778,0.7364864864864865,0.734375,0.875,0.015625,0.06349206349206349,0.08,,,11.244979919678714,0.2,0.06666666666666667,0.10555555555555556,0.1588235294117647,0.17575757575757575,0.050724637681159424,0.1391304347826087,0.11038961038961038,0.1320754716981132,0.20930232558139536,0.06451612903225806,0.04716981132075472,0.0625,0.061224489795918366,0.054945054945054944,0.275,0.16666666666666666,0.20512820512820512,0.21428571428571427,0.5,0.78125,0.72,0.782608695652174,0.6388888888888888,0.171875,0.7272727272727273,0.7272727272727273,0.875,0.03125,,,,,,,,0.015625,,,,0.9259259259259259,0.68,0.29411764705882354,,,,,,,0.6666666666666666,0.8333333333333334,,,0.1111111111111111,,0.796875,,0.5561968253968254,0.5805347826086956,0.5471625,0.136986301369863,0.1388888888888889,,0.43119266055045874,0.1926605504587156,3.1111111111111116,57.0,0.17584097859327216,,4.0,3.0,,,,1.0,,,1.0,,,True,
