EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,OffCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceCorner3FGA,BlockedAtRim,BlockedCorner3,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Charge Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,on
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,5361.0,89,22.0,177,176,131.0,102.0,30.0,353,13.0,15.0,5.0,6.0,10.0,10.0,2.0,2.0,2.0,5.0,1.0,3.0,15.0,19.0,5.0,8.0,38.0,205,5.0,6.0,1.0,2.0,12.0,12.0,14.0,3.0,6.0,30.0,12.0,18.0,10.0,1.0,4.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,6.0,8.0,8.0,4.0,1.0,13.0,14.0,27,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,12.0,2.0,7.0,2.0,9.0,1.0,4.0,1.0,30.0,131.0,2.0,1.0,0.4,0.6,0.7894736842105263,0.8333333333333334,0.8571428571428571,0.625,0.7142857142857143,0.7058823529411765,0.6785714285714286,0.75,0.75,0.20833333333333334,14.691943127962086,0.3333333333333333,0.25,0.10810810810810811,0.18604651162790697,0.19047619047619047,0.1875,0.1518987341772152,0.18666666666666668,0.2222222222222222,0.11538461538461539,0.375,0.23076923076923078,0.08333333333333333,0.17647058823529413,0.19444444444444445,0.16666666666666666,0.625,0.8666666666666667,0.8666666666666667,0.46153846153846156,0.08333333333333333,0.08333333333333333,1.0,1.0,0.20833333333333334,0.8571428571428571,0.8333333333333334,0.14285714285714285,0.5882352941176471,1.0,0.17647058823529413,0.8333333333333334,0.5554565217391305,0.57221,0.5424968750000001,0.14814814814814814,0.18181818181818182,0.3157894736842105,0.7894736842105263,3.642105263157895,34.56,0.7401129943502824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,14141.0,236,5.0,459,459,197.0,132.0,77.0,918,15.0,18.0,1.0,1.0,10.0,12.0,37.0,19.0,36.0,23.0,4.0,15.0,45.0,91.0,27.0,39.0,162.0,552,5.0,8.0,4.0,3.0,16.0,21.0,43.0,15.0,23.0,74.0,42.0,48.0,2.0,1.0,22.0,27.0,10.0,37.0,7.0,19.0,2.0,84.0,1.0,3.0,12.0,21.0,,33.0,4.0,37,4.0,2.0,2.0,16.0,1.0,7.0,7.0,1.0,23.0,14.0,4.0,11.0,,33.0,1.0,47.0,4.0,14.0,8.0,74.0,197.0,2.0,6.0,0.4666666666666667,0.4772727272727273,0.4945054945054945,0.625,0.4883720930232558,0.5211864406779662,0.5416666666666666,0.4396551724137931,0.583941605839416,0.5714285714285714,0.5214285714285715,0.2288135593220339,28.96174863387978,0.6956521739130435,,0.19626168224299065,0.02158273381294964,0.13953488372093023,0.013333333333333334,0.17098445595854922,0.018691588785046728,0.02857142857142857,0.027777777777777776,,0.01639344262295082,0.2,0.23214285714285715,0.14864864864864866,0.08333333333333333,0.15254237288135594,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.3135593220338983,0.3050847457627119,0.5277777777777778,0.5588235294117647,0.19491525423728814,0.08333333333333333,1.0,0.3333333333333333,0.20689655172413793,0.8333333333333334,0.25862068965517243,0.3813559322033898,0.4545893162393162,0.4654055555555556,0.4446637931034483,0.11627906976744186,0.13861386138613863,0.09876543209876543,0.4567901234567901,10.657142857142857,26.79259259259259,0.42919389978213507,11.0,4.0,4.0,7.0,1.0,3.0,11.0,1.0,3.0,30.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,9.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,0.9090909090909091,0.4074074074074074,0.25,0.2,0.4230769230769231,0.04395604395604396,0.05405405405405406,0.05555555555555555,0.11538461538461539,0.05555555555555555,1.0,0.2972972972972973,0.3142857142857143,0.36363636363636365,0.3684210526315789,0.03389830508474576,1.0,1.0,1.0,0.30434782608695654,0.30434782608695654,0.8571428571428571,0.25,1.0,0.2,0.3181818181818182,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,True
1628984,1610612740,Devonte' Graham,Devonte' Graham,1628984,NOP,2480.0,41,,75,77,63.0,45.0,11.0,152,,,,,,,1.0,,1.0,6.0,,5.0,1.0,2.0,7.0,7.0,15.0,90,,,,2.0,2.0,1.0,2.0,6.0,7.0,15.0,,2.0,,,6.0,4.0,,4.0,,3.0,1.0,8.0,1.0,,3.0,1.0,,4.0,1.0,5,,,,1.0,,,1.0,,2.0,2.0,,1.0,,6.0,,8.0,,1.0,3.0,15.0,63.0,1.0,3.0,,,0.5,,0.5,0.4444444444444444,,0.5,0.5769230769230769,1.0,0.625,0.7777777777777778,17.24137931034483,0.5,,0.05555555555555555,,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.04,,,,,,0.1,0.14285714285714285,0.25,,,,,0.1111111111111111,0.1111111111111111,,,0.6666666666666666,,,,,,0.625,0.7777777777777778,0.5094666666666667,,0.503625,0.1,0.3333333333333333,0.13333333333333333,1.0,15.45,25.58571428571429,0.84,1.0,,1.0,2.0,,2.0,2.0,,2.0,,6.0,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,,,,,1.0,1.0,1.0,,,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,,,,0.4,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.125,,,,,,,,,,,,,,,,True
1629637,1610612740,Jaxson Hayes,Jaxson Hayes,1629637,NOP,4753.0,79,-23.0,155,156,14.0,5.0,26.0,311,13.0,16.0,1.0,1.0,,,6.0,,,,,,14.0,22.0,3.0,7.0,35.0,197,1.0,1.0,2.0,3.0,5.0,,1.0,,,,24.0,4.0,,,,,1.0,1.0,,,,3.0,1.0,3.0,5.0,5.0,,10.0,4.0,14,,,,3.0,,3.0,1.0,,4.0,2.0,7.0,10.0,,9.0,,11.0,1.0,6.0,,,14.0,,,0.8571428571428571,0.8571428571428571,0.6363636363636364,1.0,,0.56,0.3333333333333333,,0.5833333333333334,0.5,,0.12,18.37837837837838,0.75,,0.13157894736842105,0.04918032786885246,0.18518518518518517,0.05,0.15384615384615385,0.04938271604938271,,0.08,0.047619047619047616,0.0625,0.125,0.14285714285714285,0.20833333333333334,,0.64,0.8125,0.9285714285714286,0.9230769230769231,0.24,,,,,0.3333333333333333,1.0,,,,,0.76,0.568036,0.5474166666666667,0.4061,0.2,0.2222222222222222,0.14285714285714285,,3.55,23.566666666666666,0.09032258064516129,1.0,,3.0,,,,,,,,,,3.0,1.0,,,,,,,1.0,,,1.0,,2.0,1.0,,,,,,0.13636363636363635,0.16666666666666666,,0.1111111111111111,,0.5,0.16666666666666666,0.2,,,0.12,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,0.125,0.6666666666666666,,,,,,,,,,,True
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,11671.0,195,2.0,384,380,140.0,87.0,64.0,764,13.0,19.0,1.0,3.0,4.0,6.0,11.0,,2.0,5.0,,2.0,16.0,32.0,11.0,16.0,63.0,461,2.0,6.0,1.0,,7.0,4.0,12.0,6.0,3.0,17.0,20.0,12.0,2.0,,5.0,5.0,6.0,11.0,3.0,3.0,,28.0,3.0,4.0,2.0,4.0,1.0,7.0,7.0,14,9.0,6.0,3.0,4.0,1.0,2.0,2.0,,6.0,1.0,4.0,21.0,,15.0,,20.0,2.0,10.0,,17.0,140.0,5.0,1.0,0.625,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5465116279069767,0.5,0.3888888888888889,0.6176470588235294,0.5,0.425,0.2558139534883721,12.391304347826088,0.6666666666666666,0.2,0.047058823529411764,0.03305785123966942,0.02857142857142857,0.045454545454545456,0.03870967741935484,0.0374331550802139,0.06060606060606061,,0.06896551724137931,0.05660377358490566,0.17647058823529413,,0.03225806451612903,,0.4418604651162791,0.6842105263157895,0.7222222222222222,0.6153846153846154,0.2558139534883721,0.046511627906976744,,,0.11627906976744186,0.42857142857142855,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.6976744186046512,0.5299383720930233,0.41312499999999996,0.5137694444444444,0.19607843137254902,0.25,0.1111111111111111,0.2698412698412698,4.8125,24.736363636363638,0.3645833333333333,3.0,3.0,6.0,2.0,,,5.0,1.0,2.0,15.0,,2.0,2.0,3.0,2.0,1.0,,2.0,1.0,,1.0,,,,,2.0,1.0,1.0,0.45454545454545453,1.0,0.3333333333333333,0.45454545454545453,0.0625,0.09090909090909091,,0.041666666666666664,0.05,0.5,0.2727272727272727,0.3,0.6666666666666666,,0.13953488372093023,0.5,0.5,1.0,0.4,0.4,1.0,,,,0.4,,4.0,,,2.0,2.0,,0.2222222222222222,1.0,,,0.05263157894736842,0.14285714285714285,1.0,2.0,1.0,1.0,1.0,0.5,,,,,True
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,5163.0,86,40.0,166,167,104.0,64.0,25.0,333,,,,,,,1.0,,,12.0,,7.0,,1.0,15.0,2.0,26.0,193,,,,,,,1.0,8.0,2.0,14.0,,,,,12.0,3.0,,3.0,,1.0,1.0,6.0,1.0,1.0,4.0,4.0,2.0,10.0,2.0,12,3.0,3.0,,1.0,,1.0,,,1.0,,2.0,6.0,,1.0,,2.0,,,1.0,14.0,104.0,2.0,1.0,,,,,,0.75,,0.6666666666666666,0.7647058823529411,,0.7,0.9375,9.326424870466322,1.0,0.3333333333333333,0.10256410256410256,0.02857142857142857,0.11428571428571428,0.038461538461538464,0.10810810810810811,0.03278688524590164,,0.043478260869565216,,0.043478260869565216,0.08333333333333333,0.09090909090909091,0.06896551724137931,0.3333333333333333,,,,,0.0625,,,,0.75,,,,,,0.7777777777777778,0.9375,0.509703125,,0.5002722222222222,,,,0.5384615384615384,13.2,26.59333333333333,0.6265060240963856,,2.0,3.0,6.0,,4.0,8.0,,4.0,24.0,,6.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,0.5333333333333333,,0.5,0.5333333333333333,,,,0.2,,1.0,,,,,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,,,0.5714285714285714,0.5,,1.0,,,,,,0.1111111111111111,,1.0,,,,,,,,,,,,,,True
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,1450.0,24,6.0,49,53,45.0,37.0,7.0,102,3.0,3.0,1.0,1.0,3.0,3.0,3.0,,,,,,5.0,6.0,,,10.0,55,1.0,1.0,,,2.0,5.0,6.0,,,10.0,4.0,6.0,2.0,,,1.0,,1.0,,1.0,,2.0,,3.0,,1.0,,1.0,3.0,4,,,,2.0,,1.0,,,2.0,2.0,,3.0,1.0,1.0,,,,,,10.0,45.0,1.0,,0.4,0.5,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,,14.285714285714285,1.0,,0.07142857142857142,0.3,,,0.04,0.2,,0.3333333333333333,,,,,,,0.5,1.0,1.0,0.3333333333333333,0.5,,,,,1.0,1.0,,0.5,1.0,,0.5,0.5449333333333334,0.6277,0.5449333333333334,,,0.2,1.0,4.666666666666667,,0.9183673469387755,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,True
203468,1610612740,CJ McCollum,CJ McCollum,203468,NOP,11039.0,184,1.0,365,357,133.0,84.0,64.0,722,8.0,15.0,1.0,3.0,2.0,5.0,22.0,8.0,18.0,34.0,2.0,9.0,22.0,55.0,38.0,13.0,102.0,433,3.0,9.0,3.0,1.0,13.0,10.0,24.0,11.0,7.0,42.0,8.0,36.0,2.0,,34.0,15.0,9.0,24.0,6.0,12.0,2.0,57.0,3.0,5.0,8.0,14.0,1.0,23.0,8.0,31,3.0,1.0,2.0,7.0,,5.0,5.0,,12.0,3.0,2.0,13.0,,14.0,,20.0,1.0,6.0,3.0,42.0,133.0,2.0,3.0,0.18181818181818182,0.19047619047619047,0.4,0.3333333333333333,0.4166666666666667,0.478494623655914,0.5,0.5,0.5,0.5,0.525,0.40860215053763443,25.85034013605442,0.5833333333333334,0.2,0.1590909090909091,0.041666666666666664,0.13333333333333333,0.047619047619047616,0.14864864864864866,0.04371584699453552,0.06451612903225806,0.03278688524590164,0.03571428571428571,0.058823529411764705,0.10526315789473684,0.17777777777777778,0.11320754716981132,0.2857142857142857,0.16129032258064516,0.5333333333333333,0.6666666666666666,0.125,0.23655913978494625,0.1935483870967742,0.4444444444444444,0.4444444444444444,0.3655913978494624,0.25,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.4,0.2571428571428571,0.5698924731182796,0.49140161290322587,0.51794375,0.46596714285714275,0.0707070707070707,0.1,0.12745098039215685,0.4117647058823529,9.743636363636364,26.060526315789474,0.3643835616438356,6.0,,4.0,15.0,2.0,5.0,15.0,2.0,5.0,27.0,18.0,15.0,4.0,3.0,1.0,4.0,2.0,2.0,,1.0,2.0,,1.0,3.0,2.0,3.0,2.0,0.6,0.39473684210526316,0.6666666666666666,0.45454545454545453,0.39473684210526316,0.07272727272727272,0.045454545454545456,,0.16666666666666666,0.07692307692307693,0.6666666666666666,0.2727272727272727,0.2857142857142857,0.16666666666666666,0.25,0.043010752688172046,,,,0.4411764705882353,0.4411764705882353,0.6,1.0,1.0,0.5555555555555556,0.4411764705882353,0.02564102564102564,2.0,,,,,,0.05714285714285714,1.0,1.0,,0.2,0.08333333333333333,,,,,,,1.0,,,,True
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,5003.0,83,-15.0,158,161,75.0,64.0,27.0,319,5.0,9.0,,,,1.0,1.0,,,7.0,2.0,4.0,6.0,10.0,13.0,10.0,34.0,194,,,2.0,,,,1.0,7.0,9.0,12.0,8.0,4.0,,,7.0,4.0,1.0,5.0,1.0,3.0,,11.0,1.0,,,3.0,,3.0,2.0,5,5.0,3.0,2.0,4.0,,4.0,2.0,,6.0,4.0,2.0,13.0,,8.0,,13.0,1.0,4.0,3.0,12.0,75.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.6,,,0.5217391304347826,,0.1875,0.5862068965517241,,0.46153846153846156,0.5652173913043478,18.229166666666668,0.6666666666666666,,0.08823529411764706,,,0.03225806451612903,0.04838709677419355,0.012658227848101266,,,,0.038461538461538464,,0.0625,,,0.391304347826087,0.5555555555555556,0.625,0.6,0.043478260869565216,,,,0.30434782608695654,,,1.0,0.125,,0.5,0.9565217391304348,0.5289673913043478,0.43665,0.56188125,0.15384615384615385,0.3076923076923077,,0.35294117647058826,2.84,25.05384615384616,0.47468354430379744,1.0,4.0,6.0,,,,4.0,,1.0,12.0,,,1.0,,1.0,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,,0.14285714285714285,0.3076923076923077,0.1,,,0.16666666666666666,,1.0,1.0,1.0,1.0,,0.2608695652173913,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,3.0,,1.0,,,,0.375,,,,0.1111111111111111,,,1.0,,,,0.3333333333333333,,1.0,0.14285714285714285,,True
202685,1610612740,Jonas Valanciunas,Jonas Valanciunas,202685,NOP,9644.0,161,-13.0,307,309,83.0,40.0,54.0,616,18.0,28.0,11.0,18.0,3.0,6.0,21.0,2.0,6.0,5.0,,,28.0,55.0,5.0,16.0,72.0,380,13.0,23.0,,8.0,34.0,4.0,12.0,,6.0,14.0,30.0,26.0,20.0,,5.0,11.0,6.0,17.0,3.0,5.0,3.0,40.0,4.0,27.0,22.0,25.0,3.0,50.0,31.0,81,4.0,2.0,2.0,2.0,2.0,1.0,7.0,,9.0,3.0,8.0,13.0,,16.0,3.0,20.0,2.0,7.0,4.0,14.0,83.0,,4.0,0.5357142857142857,0.8333333333333334,0.509090909090909,0.5652173913043478,0.3333333333333333,0.4666666666666667,0.5652173913043478,0.3333333333333333,0.5217391304347826,0.6296296296296297,0.4375,0.08333333333333333,21.024258760107816,0.2222222222222222,0.6,0.3333333333333333,0.25961538461538464,0.41509433962264153,0.08695652173913043,0.3671875,0.20666666666666667,0.27586206896551724,0.34,0.08,0.08108108108108109,0.3076923076923077,0.32558139534883723,0.40425531914893614,0.5,0.4666666666666667,0.6428571428571429,0.6923076923076923,0.4444444444444444,0.35,0.1,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.782608695652174,0.6111111111111112,,0.5,0.5,,0.55,0.5069483333333333,0.5690842105263157,0.4906833333333333,0.1076923076923077,0.11666666666666667,0.4722222222222222,0.19444444444444445,5.18,25.76,0.2703583061889251,8.0,,,,,,,,,,,,5.0,3.0,3.0,6.0,,1.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,0.09090909090909091,0.14285714285714285,,0.3684210526315789,0.2222222222222222,1.0,0.38095238095238093,0.4444444444444444,0.625,1.0,,,,,,,,,,,,,,1.0,,,,0.1111111111111111,,,,,0.07142857142857142,,,,,,,,0.09090909090909091,,,2.0,True
