EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,LongMidRangeAssists,FTDefRebounds,SelfOReb,Charge Fouls Drawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Travels,Defensive 3 Seconds Violations,Technical Free Throw Trips,LongMidRangePctAssisted,HeaveAttempts,SecondChanceTurnovers,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,SecondChanceArc3PctAssisted
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,8936.0,149,-29.0,276,278,82,65.0,24.0,554,7.0,13.0,1.0,3.0,2.0,11.0,18.0,5.0,18.0,2.0,8.0,1.0,4.0,23.0,49.0,2.0,8.0,25.0,77.0,343,1.0,3.0,2.0,2.0,13.0,1.0,4.0,8.0,15.0,10.0,36.0,6.0,2.0,8.0,2.0,3.0,12.0,10.0,22.0,9.0,1.0,10.0,2.0,54.0,3.0,7.0,13.0,20.0,3.0,23.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,1.0,8.0,4.0,10.0,18.0,1.0,1.0,1.0,29.0,2.0,2.0,28.0,2.0,13.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,15.0,82,1.0,0.21739130434782608,0.22727272727272727,1.0,0.25,0.25,0.25,0.46938775510204084,0.3333333333333333,0.15384615384615385,0.45614035087719296,0.3333333333333333,0.20588235294117646,0.55,0.3333333333333333,0.35714285714285715,0.14035087719298245,0.061224489795918366,0.07692307692307693,0.05555555555555555,0.05555555555555555,25.657894736842106,0.5,0.24528301886792453,0.046875,0.11475409836065574,0.17543859649122806,0.024390243902439025,0.06666666666666667,0.037037037037037035,0.045454545454545456,0.35714285714285715,0.1935483870967742,0.25,0.08333333333333333,0.16,0.75,0.22807017543859648,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.3157894736842105,0.6111111111111112,0.6470588235294118,0.18181818181818182,0.3157894736842105,0.2777777777777778,0.29411764705882354,0.14035087719298245,0.25,0.25,1.0,1.0,0.3333333333333333,0.11764705882352941,0.23529411764705882,0.25,0.3684210526315789,0.25,0.46742368421052627,0.5276666666666667,0.4315882352941176,0.2028985507246377,0.21666666666666667,0.1111111111111111,0.025974025974025976,0.19480519480519481,10.277551020408163,26.575000000000003,0.2971014492753623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627832,1610612761,Fred VanVleet,Fred VanVleet,1627832,TOR,5046.0,84,-33.0,152,155,43,46.0,14.0,307,1.0,3.0,,,2.0,2.0,4.0,1.0,3.0,7.0,20.0,3.0,10.0,4.0,10.0,8.0,24.0,4.0,36.0,206,,,3.0,1.0,3.0,4.0,12.0,1.0,15.0,,8.0,12.0,,20.0,7.0,2.0,6.0,8.0,14.0,3.0,5.0,4.0,2.0,36.0,,3.0,3.0,6.0,1.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,,6.0,8.0,,,,5.0,,,5.0,,1.0,1.0,,2.0,,2.0,,,2.0,,15.0,43,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,,0.3333333333333333,0.47058823529411764,0.25,0.4666666666666667,0.5,0.25,0.46875,0.7058823529411765,0.2,,0.25,0.3333333333333333,22.941176470588236,0.6666666666666666,0.08108108108108109,,0.12,0.0967741935483871,0.014285714285714285,,,,0.1111111111111111,0.09523809523809523,,0.1875,,,0.08823529411764706,0.3333333333333333,0.3333333333333333,,0.11764705882352941,0.5,0.6666666666666666,,0.08823529411764706,0.3333333333333333,0.5,0.5882352941176471,0.35,0.35,0.42857142857142855,,,0.13333333333333333,0.6666666666666666,0.3,0.7941176470588235,0.35,0.49453382352941183,0.508725,0.4919133333333333,0.05555555555555555,0.09090909090909091,0.04,0.08333333333333333,0.4166666666666667,9.579999999999998,26.495833333333337,0.28289473684210525,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,6.0,12.0,1.0,0.16666666666666666,0.03225806451612903,0.037037037037037035,0.11764705882352941,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.13333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,7710.0,128,-22.0,239,241,72,60.0,17.0,480,14.0,15.0,1.0,1.0,3.0,3.0,8.0,1.0,2.0,6.0,15.0,3.0,5.0,18.0,25.0,9.0,21.0,7.0,70.0,284,2.0,2.0,7.0,3.0,7.0,4.0,8.0,3.0,21.0,14.0,22.0,24.0,2.0,15.0,6.0,2.0,9.0,,9.0,,,6.0,2.0,18.0,2.0,5.0,2.0,8.0,3.0,11.0,3.0,2.0,1.0,2.0,,,2.0,2.0,4.0,1.0,3.0,11.0,1.0,1.0,,14.0,1.0,1.0,10.0,2.0,4.0,,2.0,1.0,,,,1.0,1.0,,21.0,72,3.0,0.3888888888888889,0.4117647058823529,0.8888888888888888,0.42857142857142855,0.5,0.42857142857142855,0.72,1.0,0.42857142857142855,0.6847826086956522,0.7,0.6,0.7,0.7,0.6176470588235294,0.45652173913043476,0.08,,0.25,,20.849420849420852,0.5,0.0392156862745098,0.03773584905660377,0.1,0.06930693069306931,0.02857142857142857,,0.041666666666666664,0.058823529411764705,,0.07692307692307693,,0.0967741935483871,0.10526315789473684,,0.32608695652173914,0.9333333333333333,0.9333333333333333,0.42857142857142855,0.17391304347826086,0.375,0.5,0.3333333333333333,0.043478260869565216,0.5,0.5,0.32608695652173914,0.4,0.4,0.8333333333333334,0.2,1.0,0.2,0.3333333333333333,0.6,0.782608695652174,0.4,0.5593554347826089,0.58565,0.5218700000000001,0.08333333333333333,0.14814814814814814,,0.1,0.3,4.724,25.928571428571427,0.301255230125523,3.0,3.0,6.0,2.0,1.0,3.0,,1.0,1.0,3.0,3.0,1.0,0.3333333333333333,0.019230769230769232,,0.13043478260869565,0.5,0.5,1.0,0.4,0.2,,1.0,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.06666666666666667,0.5,1.0,,,,,,,,,,True,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,4038.0,67,-6.0,132,131,41,61.0,15.0,263,6.0,7.0,3.0,3.0,1.0,,2.0,,,2.0,6.0,,1.0,6.0,9.0,3.0,8.0,7.0,28.0,159,3.0,4.0,10.0,1.0,2.0,1.0,3.0,1.0,6.0,6.0,6.0,9.0,4.0,6.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,6.0,8.0,3.0,11.0,7.0,18.0,,,,,,,,,,,7.0,10.0,,,,6.0,1.0,1.0,8.0,,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,6.0,41,2.0,0.5,0.75,1.0,0.375,0.3333333333333333,0.375,0.6666666666666666,0.75,0.5,0.6176470588235294,0.6,0.5,0.6666666666666666,0.7142857142857143,0.5,0.47058823529411764,0.1111111111111111,,0.5,,14.093959731543624,,0.15,0.16666666666666666,0.3076923076923077,0.2391304347826087,0.11475409836065574,0.14285714285714285,0.08695652173913043,0.5,0.25,0.07692307692307693,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.5,0.4117647058823529,0.8571428571428571,0.8571428571428571,0.5,0.11764705882352941,,,,,,,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.6,1.0,0.2,0.2,,0.8823529411764706,0.3333333333333333,0.5653588235294118,0.56839,0.56465,0.15,0.25,,0.35714285714285715,0.21428571428571427,3.4555555555555557,25.3625,0.3106060606060606,1.0,1.0,2.0,,1.0,2.0,,1.0,,1.0,,1.0,,0.04,,0.11764705882352941,0.5,0.5,1.0,,0.2,,1.0,0.4,0.5,,,,1.0,1.0,1.0,1.0,,0.14285714285714285,0.14285714285714285,,,4.0,0.3333333333333333,,,,,,,,True,,,,,
1630173,1610612761,Precious Achiuwa,Precious Achiuwa,1630173,TOR,9993.0,167,-31.0,313,316,94,93.0,28.0,629,20.0,25.0,2.0,5.0,8.0,,10.0,,1.0,3.0,10.0,2.0,2.0,20.0,36.0,5.0,16.0,6.0,61.0,384,2.0,6.0,5.0,3.0,11.0,3.0,4.0,1.0,16.0,26.0,14.0,15.0,2.0,10.0,3.0,6.0,3.0,3.0,6.0,2.0,1.0,3.0,,15.0,4.0,14.0,5.0,21.0,8.0,29.0,1.0,,1.0,3.0,1.0,,6.0,3.0,9.0,,8.0,14.0,2.0,1.0,,14.0,,,10.0,2.0,6.0,,,5.0,,3.0,,2.0,5.0,4.0,16.0,94,1.0,0.65,0.6842105263157895,1.0,0.3125,0.75,0.3125,0.5555555555555556,0.3333333333333333,0.2727272727272727,0.5288461538461539,0.25,0.5,0.5446428571428571,0.2777777777777778,0.47058823529411764,0.3076923076923077,0.16666666666666666,0.08,0.4,,18.78612716763006,0.3333333333333333,0.078125,0.05263157894736842,0.21212121212121213,0.14615384615384616,0.05755395683453238,0.16666666666666666,,0.043478260869565216,,0.08108108108108109,0.2222222222222222,0.2564102564102564,0.14814814814814814,0.8,0.4807692307692308,0.8,0.8695652173913043,0.65,0.19230769230769232,,,,0.019230769230769232,,,0.19230769230769232,0.3,0.3,1.0,0.625,0.4,0.5333333333333333,0.13333333333333333,1.0,0.7884615384615384,0.3,0.5768980769230769,0.54104,0.5444899999999999,0.10714285714285714,0.15,,0.08196721311475409,0.26229508196721313,3.8472222222222223,25.268749999999997,0.3003194888178914,3.0,2.0,6.0,2.0,1.0,2.0,,,,2.0,,4.0,,0.06349206349206349,0.08,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.375,0.13333333333333333,0.5,,,2.0,1.0,4.0,,,0.5,,0.05,,,1.0,,2.0,1.0,1.0,,,,,True,,,,,
1629018,1610612761,Gary Trent Jr.,Gary Trent Jr.,1629018,TOR,6789.0,113,-27.0,214,214,71,65.0,21.0,428,2.0,4.0,,,1.0,1.0,7.0,6.0,10.0,5.0,19.0,4.0,9.0,9.0,21.0,6.0,21.0,10.0,46.0,261,,,,2.0,3.0,5.0,10.0,3.0,22.0,6.0,12.0,18.0,,19.0,5.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,2.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,,1.0,2.0,,3.0,,3.0,7.0,,,1.0,6.0,,,12.0,1.0,6.0,,,1.0,,1.0,,,1.0,,22.0,71,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.2857142857142857,0.42857142857142855,,0.6666666666666666,0.42857142857142855,,0.7307692307692307,0.4787234042553192,,0.75,0.5,0.09523809523809523,,0.14285714285714285,0.1,21.09704641350211,0.3333333333333333,0.07317073170731707,,0.044444444444444446,0.05813953488372093,0.010416666666666666,,,,0.1,0.07692307692307693,,,0.10526315789473684,,0.09523809523809523,0.5,0.5,0.5,0.16666666666666666,0.14285714285714285,0.16666666666666666,1.0,0.23809523809523808,0.6,0.6666666666666666,0.4523809523809524,0.2631578947368421,0.2631578947368421,1.0,,,0.07692307692307693,0.6923076923076923,0.4444444444444444,0.5952380952380952,0.2631578947368421,0.4902154761904762,,0.5067961538461538,0.1276595744680851,0.23076923076923078,,,0.4782608695652174,11.804761904761904,25.876190476190477,0.3317757009345794,,1.0,2.0,,1.0,1.0,,,,,,1.0,,0.022727272727272728,0.027777777777777776,0.047619047619047616,0.5,0.5,1.0,,,,,0.07692307692307693,1.0,,,,1.0,,,,,,0.041666666666666664,,,,,,1.0,,1.0,0.16666666666666666,,,True,,,,,
1630201,1610612761,Malachi Flynn,Malachi Flynn,1630201,TOR,826.0,14,7.0,28,28,8,14.0,3.0,56,,,,,,,2.0,,,,,,,,2.0,,,,,27,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,5.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,8,1.0,,,,,,,,,,,,,,,,,0.5,,0.5,,8.823529411764705,1.0,0.16666666666666666,0.1,,0.09090909090909091,0.058823529411764705,,0.2,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.43685,,,,,,,,10.3,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630567,1610612761,Scottie Barnes,Scottie Barnes,1630567,TOR,3825.0,64,-17.0,124,127,33,41.0,13.0,251,5.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,,2.0,,1.0,9.0,16.0,,3.0,4.0,22.0,159,1.0,2.0,2.0,2.0,6.0,,1.0,,4.0,8.0,10.0,,2.0,1.0,,,7.0,3.0,10.0,3.0,,7.0,,23.0,2.0,2.0,13.0,15.0,4.0,19.0,1.0,1.0,,3.0,,3.0,,,3.0,1.0,2.0,3.0,,,,5.0,,,4.0,2.0,3.0,,,,,,,,,,4.0,33,,0.4444444444444444,0.5,,,,,0.5625,0.5,0.3333333333333333,0.47368421052631576,0.5,0.2857142857142857,0.55,0.5,0.2857142857142857,0.15789473684210525,,,,,16.666666666666668,1.0,0.41935483870967744,0.07692307692307693,0.07407407407407407,0.25862068965517243,0.07547169811320754,,0.07142857142857142,0.16666666666666666,0.375,0.35,1.0,,0.16666666666666666,,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.8,0.21052631578947367,0.5,0.5,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.10526315789473684,,,,0.5,1.0,0.14285714285714285,0.14285714285714285,,0.47368421052631576,,0.48085833333333333,0.6245,0.43376666666666663,0.15,0.17647058823529413,,0.09090909090909091,0.18181818181818182,9.118749999999999,46.5,0.2661290322580645,1.0,,1.0,,,,,,,,,2.0,,0.07407407407407407,0.09090909090909091,0.05263157894736842,,,,,,,1.0,,,,,,1.0,,,,,,0.125,,,,,,,,,,1.0,1.0,True,,,,,
201152,1610612761,Thaddeus Young,Thaddeus Young,201152,TOR,2480.0,41,-1.0,79,82,20,20.0,5.0,161,2.0,2.0,,,1.0,2.0,3.0,1.0,1.0,,1.0,,,5.0,6.0,,2.0,1.0,11.0,93,,,,1.0,1.0,,1.0,,2.0,8.0,2.0,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,4.0,2.0,7.0,1.0,8.0,3.0,2.0,1.0,2.0,,2.0,,,2.0,,2.0,2.0,,,,2.0,,,4.0,,2.0,,,,,,,,,,2.0,20,,0.8,0.8,,,,,0.8333333333333334,,1.0,0.625,,0.5,0.55,,0.5,0.25,,,,,14.117647058823529,1.0,0.11764705882352941,0.05,0.19047619047619047,0.15789473684210525,0.037037037037037035,,0.1,,0.14285714285714285,0.14285714285714285,,0.23076923076923078,0.125,,0.25,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,0.125,1.0,1.0,0.125,,,,,,0.5,,,0.5,,0.5145500000000001,,0.634625,0.2,0.25,,,0.18181818181818182,7.933333333333333,24.4,0.25316455696202533,1.0,,1.0,,,1.0,,,,,,,,,,0.125,,,,,,,1.0,0.5,,,,1.0,,,,,1.0,,,,,,,,,,,,,,True,,,,,
1629139,1610612761,Yuta Watanabe,Yuta Watanabe,1629139,TOR,161.0,3,2.0,4,4,3,,,8,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
