EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsUnassisted3s,ShortMidRangeAssists,BadPassTurnovers,Technical Free Throw Trips,Blocked3s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,AtRimPctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,FTDefRebounds,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsPutbacks,Charge Fouls Drawn,Offensive Fouls Drawn,OffAtRimReboundPct,OffLongMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,BlockedArc3,SecondChanceAtRimPctAssisted,Travels,Defensive 3 Seconds Violations
1627783,1610612761,Pascal Siakam,Pascal Siakam,1627783,TOR,3362.0,56,1.0,106,100,7.0,17.0,13.0,206,3.0,3.0,3.0,8.0,7.0,12.0,1.0,2.0,3.0,13.0,23.0,2.0,4.0,4.0,36.0,117,2.0,3.0,2.0,6.0,1.0,2.0,2.0,10.0,16.0,6.0,3.0,2.0,2.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,1.0,2.0,4.0,6.0,10.0,3.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,1.0,0.38461538461538464,0.38461538461538464,1.0,0.5,0.5,0.5652173913043478,0.6666666666666666,0.5,0.5925925925925926,0.6666666666666666,0.5,0.6206896551724138,0.75,0.5,0.14814814814814814,0.08695652173913043,0.125,0.08333333333333333,25.0,1.0,0.3,0.058823529411764705,0.2,0.041666666666666664,0.25,0.05172413793103448,0.13333333333333333,0.05,0.38461538461538464,0.25,0.2857142857142857,0.1,0.1111111111111111,1.0,1.0,0.6666666666666666,0.2962962962962963,0.375,0.42857142857142855,0.6666666666666666,0.4444444444444444,0.5833333333333334,0.6363636363636364,0.14285714285714285,0.037037037037037035,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,0.25925925925925924,0.6666666666666666,0.4756796296296296,0.3844666666666667,0.3221,0.10344827586206896,0.12,0.16666666666666666,0.05555555555555555,12.573913043478262,25.7,0.0660377358490566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627832,1610612761,Fred VanVleet,Fred VanVleet,1627832,TOR,2416.0,40,-2.0,73,70,1.0,18.0,12.0,143,2.0,4.0,,1.0,1.0,1.0,1.0,2.0,7.0,3.0,6.0,2.0,8.0,1.0,13.0,79,1.0,1.0,1.0,3.0,,,,,6.0,3.0,7.0,2.0,1.0,4.0,3.0,7.0,3.0,,1.0,,17.0,,,2.0,2.0,4.0,,4.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,2.0,,1.0,,,,0.5,0.25,0.25,0.5,1.0,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,0.5714285714285714,0.16666666666666666,,,17.441860465116278,1.0,0.10526315789473684,,0.14285714285714285,,0.12121212121212122,,,,,0.5,0.125,,0.2857142857142857,0.5,0.6666666666666666,,0.07142857142857142,,,,0.07142857142857142,1.0,1.0,,0.07142857142857142,0.5,0.2857142857142857,0.2857142857142857,0.5,0.8571428571428571,0.2857142857142857,0.5406428571428571,0.6669,,,,0.23076923076923078,,6.233333333333333,26.924999999999997,0.0136986301369863,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628384,1610612761,OG Anunoby,OG Anunoby,1628384,TOR,3220.0,54,10.0,101,97,7.0,15.0,10.0,198,4.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0,8.0,7.0,11.0,3.0,9.0,3.0,26.0,109,,,,,1.0,1.0,2.0,6.0,8.0,9.0,8.0,3.0,1.0,4.0,1.0,5.0,,1.0,3.0,,11.0,1.0,1.0,3.0,1.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,,2.0,,,,2.0,7.0,,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.6363636363636364,,1.0,0.575,,1.0,0.5909090909090909,,1.0,0.45,0.09090909090909091,0.25,,22.32142857142857,1.0,0.047619047619047616,0.037037037037037035,0.16666666666666666,0.045454545454545456,0.10256410256410256,0.04081632653061224,0.09090909090909091,,0.08333333333333333,,0.15384615384615385,0.125,0.25,0.8,0.8,0.25,0.2,0.25,0.3333333333333333,1.0,0.1,1.0,1.0,0.5,0.05,0.4,0.375,0.42857142857142855,1.0,0.7,0.375,0.5204574999999999,,0.6111,0.09090909090909091,0.15384615384615385,,0.07692307692307693,6.4363636363636365,25.666666666666664,0.06930693069306931,,,,1.0,,,,,,,,,0.2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.5,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628449,1610612761,Chris Boucher,Chris Boucher,1628449,TOR,1141.0,19,9.0,34,32,3.0,18.0,7.0,66,5.0,7.0,,,,1.0,,1.0,1.0,5.0,8.0,1.0,1.0,,13.0,35,3.0,3.0,,6.0,,,,4.0,6.0,3.0,1.0,1.0,2.0,,,,,,,,,2.0,2.0,,1.0,1.0,4.0,5.0,,,,,,,,,1.0,,3.0,,,,2.0,1.0,2.0,,3.0,,0.4,1.0,1.0,1.0,1.0,0.625,1.0,,0.7222222222222222,1.0,,0.7222222222222222,1.0,,0.1111111111111111,0.25,,,21.951219512195124,,0.1111111111111111,0.18181818181818182,,0.2857142857142857,0.09090909090909091,0.2222222222222222,,0.2857142857142857,0.16666666666666666,,,,0.7777777777777778,0.7142857142857143,1.0,0.4,,,,,0.1111111111111111,,,,,0.1111111111111111,1.0,1.0,1.0,0.8888888888888888,1.0,0.5928833333333333,0.66525,,,,0.46153846153846156,,4.0,24.7,0.08823529411764706,3.0,3.0,,,,,,1.0,,1.0,0.2857142857142857,,,0.5,1.0,1.0,,,,,,,,,,,,,,,6.0,1.0,2.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203920,1610612761,Khem Birch,Khem Birch,203920,TOR,3794.0,63,5.0,118,113,7.0,20.0,14.0,231,5.0,8.0,1.0,4.0,,,3.0,,1.0,6.0,12.0,2.0,4.0,,18.0,131,1.0,1.0,,2.0,1.0,1.0,5.0,10.0,2.0,6.0,1.0,,1.0,,3.0,3.0,2.0,1.0,,,9.0,2.0,2.0,1.0,4.0,5.0,4.0,9.0,1.0,1.0,1.0,,,,3.0,5.0,13.0,1.0,,,,,1.0,,1.0,5.0,7.0,1.0,0.8333333333333334,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5625,1.0,1.25,0.5625,1.0,1.25,0.25,0.08333333333333333,0.25,,14.285714285714285,,0.15384615384615385,0.05555555555555555,0.047619047619047616,0.08,0.10638297872340426,0.06557377049180328,0.0625,0.047619047619047616,0.125,,0.07142857142857142,0.14285714285714285,0.5,0.625,0.625,0.8,0.25,0.25,0.3333333333333333,1.0,,,,,0.1875,0.0625,,,,0.75,,0.5887656250000001,0.6479,0.725125,,,0.1111111111111111,0.2777777777777778,3.3416666666666663,23.799999999999997,0.059322033898305086,1.0,1.0,,,,,,1.0,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,0.25,,0.5,1.0,2.0,,,,0.1,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1629018,1610612761,Gary Trent Jr.,Gary Trent Jr.,1629018,TOR,2459.0,41,-4.0,79,76,1.0,2.0,7.0,155,,1.0,,3.0,4.0,7.0,1.0,3.0,9.0,4.0,11.0,4.0,10.0,2.0,22.0,92,,1.0,,6.0,,,,4.0,4.0,9.0,9.0,3.0,1.0,4.0,1.0,5.0,1.0,,2.0,2.0,11.0,,,1.0,2.0,3.0,,3.0,,3.0,,3.0,,,,,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,0.5,0.5,0.75,0.4,0.4,0.36363636363636365,,,0.47619047619047616,1.0,,0.5,1.0,,0.47619047619047616,0.09090909090909091,0.3333333333333333,,25.28735632183908,,0.11764705882352941,,0.058823529411764705,,0.08823529411764706,,,,,0.3333333333333333,,,0.047619047619047616,,,,0.14285714285714285,,,,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.5,0.047619047619047616,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5238095238095238,0.3333333333333333,0.483347619047619,0.5658,,0.045454545454545456,0.08333333333333333,0.2727272727272727,,14.018181818181818,26.009999999999998,0.012658227848101266,,,3.0,,,,,,,1.0,,0.25,0.16666666666666666,1.0,,,,,1.0,2.0,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,
1630201,1610612761,Malachi Flynn,Malachi Flynn,1630201,TOR,794.0,13,8.0,23,22,3.0,8.0,6.0,45,,,,,,1.0,,,2.0,,1.0,,2.0,,,25,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,,,,10.344827586206897,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,0.6666666666666666,,,,0.6666666666666666,,0.46825,,,,,,,18.1,25.7,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1630567,1610612761,Scottie Barnes,Scottie Barnes,1630567,TOR,1302.0,22,-2.0,43,42,,2.0,1.0,85,1.0,1.0,2.0,3.0,,,,,1.0,3.0,4.0,,1.0,2.0,8.0,54,,,,,,,,4.0,2.0,,1.0,,,4.0,,4.0,,,2.0,1.0,8.0,,,2.0,1.0,3.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,0.75,,,0.6,,,0.6666666666666666,,,0.2,,,,15.909090909090908,1.0,0.1111111111111111,,0.25,,0.17647058823529413,,,,0.3333333333333333,,0.4,,0.2,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.2,,,,0.4,,0.48644999999999994,,,0.16666666666666666,0.2,,,4.125,25.6,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1629139,1610612761,Yuta Watanabe,Yuta Watanabe,1629139,TOR,161.0,3,2.0,4,4,3.0,,,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1630173,1610612761,Precious Achiuwa,Precious Achiuwa,1630173,TOR,161.0,3,2.0,4,4,3.0,,,8,,1.0,,,,,,,,,1.0,,,,,2,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,25.0,,,,0.5,,0.5,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,1.0,,0.6039,,0.6039,,,,,2.0,,0.75,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
