EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,FTOffRebounds,FTDefRebounds,Travels,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg3Pct,SecondChanceTsPct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SelfOReb,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Offensive Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,LongMidRangeAssists,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,on,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Blocked3s,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,Corner3PctBlocked
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,1922.0,32,2,57,62,7.0,11,5.0,119,4.0,4.0,1.0,1.0,1.0,4.0,5.0,8.0,77,1.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,2.0,2.0,6.0,8.0,2.0,10.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.2,1.0,7.8125,0.46153846153846156,0.18181818181818182,0.16666666666666666,0.32,0.09090909090909091,0.4,0.6666666666666666,0.25,1.0,0.18181818181818182,1.0,0.8,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.4398999999999999,0.567,0.25,3.6,0.12280701754385964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,554.0,9,1,21,20,16.0,20,,41,,,,,,,,,20,,,,,,1.0,,1.0,,1.0,2.0,,4.0,,4.0,,4.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,0.5,0.4444444444444444,,,,,,0.5,,,,,,,,,,,,,,0.7619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,3350.0,56,-7,105,108,12.0,28,6.0,213,2.0,2.0,,,4.0,6.0,8.0,41.0,131,,,,2.0,,3.0,4.0,7.0,2.0,2.0,18.0,,4.0,4.0,8.0,1.0,9.0,3.0,9.0,,7.0,,,,,,,12.0,0.16666666666666666,0.16666666666666666,0.75,,0.7142857142857143,,0.7884615384615384,,,,30.973451327433633,0.21052631578947367,,0.14285714285714285,0.1702127659574468,0.02857142857142857,,,0.2727272727272727,0.2,0.21052631578947367,,0.09523809523809523,1.0,1.0,,0.19047619047619047,,,0.7142857142857143,0.4853119047619047,0.48615,,8.55,0.11428571428571428,2.0,2.0,2.0,6.0,13.0,1.0,6.0,13.0,11.0,1.0,10.0,15.0,3.0,13.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,3.0,1.0,1.0,9.0,1.0,1.0,11.0,4.0,1.0,1.0,0.8333333333333334,0.46153846153846156,0.46153846153846156,0.6190476190476191,0.6666666666666666,0.05263157894736842,0.16666666666666666,0.5,0.5,0.5,0.09523809523809523,1.0,1.0,0.6190476190476191,0.46153846153846156,0.46153846153846156,0.8333333333333334,1.0,0.46153846153846156,0.19230769230769232,0.3333333333333333,0.07142857142857142,27.576923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,6277.0,105,-4,210,213,67.0,95,15.0,423,4.0,5.0,1.0,2.0,7.0,8.0,15.0,41.0,243,3.0,5.0,16.0,12.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,,3.0,2.0,6.0,2.0,8.0,4.0,4.0,,4.0,,3.0,1.0,3.0,2.0,16.0,67.0,0.75,0.75,0.5333333333333333,0.6,0.6607142857142857,0.75,0.6612903225806451,0.7272727272727273,0.2,0.2857142857142857,14.847161572052402,0.06060606060606061,,0.05357142857142857,0.056179775280898875,0.012987012987012988,,,,0.25,0.046511627906976744,0.6666666666666666,0.17857142857142858,0.8,1.0,0.5,0.25,0.2,0.5,0.6428571428571429,0.4940214285714285,0.50808,0.3902439024390244,7.693333333333333,0.319047619047619,3.0,1.0,3.0,3.0,7.0,2.0,7.0,13.0,4.0,5.0,4.0,21.0,,7.0,3.0,,,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,3.0,2.0,,6.0,3.0,,,1.0,0.5384615384615384,0.5384615384615384,0.4642857142857143,0.6666666666666666,0.02702702702702703,,0.42857142857142855,0.6,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.25,0.42857142857142855,0.42857142857142855,1.0,0.2,0.42857142857142855,0.0967741935483871,0.16666666666666666,,24.238461538461536,4.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,0.2,0.2,0.16666666666666666,0.037037037037037035,0.07692307692307693,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3,0.6666666666666666,0.5,0.61035,0.04878048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,2160.0,36,-10,66,71,11.0,19,5.0,137,1.0,1.0,1.0,1.0,1.0,2.0,5.0,21.0,97,1.0,1.0,5.0,4.0,,1.0,2.0,3.0,1.0,,8.0,,2.0,,2.0,,2.0,3.0,4.0,,1.0,,,,,,5.0,11.0,1.0,1.0,0.4,1.0,0.7307692307692307,1.25,0.75,1.25,,,19.178082191780824,,,0.15384615384615385,0.08695652173913043,,,,,,0.2,,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,0.5,1.0,0.6923076923076923,0.4959269230769231,0.464175,0.23809523809523808,13.960000000000003,0.16666666666666666,,1.0,3.0,5.0,7.0,1.0,5.0,8.0,2.0,1.0,,15.0,,7.0,5.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,1.0,,,1.0,0.625,0.625,0.6153846153846154,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.7142857142857143,0.7142857142857143,1.0,0.5,0.7142857142857143,0.07142857142857142,0.16666666666666666,,25.650000000000002,,1.0,1.0,,,1.0,1.0,3.0,,6.0,1.0,,,,,,,1.0,0.75,,,,,,1.0,0.07692307692307693,,,,0.25,,,1.0,0.5591999999999999,0.2857142857142857,2.0,2.0,2.0,0.6666666666666666,0.75,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,3571.0,60,2,127,123,54.0,69,8.0,250,5.0,5.0,1.0,1.0,4.0,7.0,12.0,22.0,126,2.0,4.0,9.0,6.0,,2.0,1.0,3.0,,1.0,7.0,3.0,7.0,3.0,10.0,3.0,13.0,2.0,2.0,,5.0,,,,,,9.0,54.0,0.42857142857142855,0.6,0.5833333333333334,0.5,0.47619047619047616,0.4375,0.4782608695652174,0.5,,,16.91176470588235,0.17647058823529413,0.11538461538461539,0.1794871794871795,0.17857142857142858,0.06382978723404255,,0.5,0.2222222222222222,,0.16129032258064516,,0.23809523809523808,1.0,1.0,0.4,0.19047619047619047,0.125,1.0,0.6666666666666666,0.48498,0.47150000000000003,0.4090909090909091,8.341666666666667,0.4251968503937008,1.0,1.0,3.0,1.0,4.0,,2.0,9.0,2.0,4.0,8.0,6.0,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,3.0,,,,1.0,0.2222222222222222,0.2222222222222222,0.42857142857142855,1.0,,,0.25,0.25,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.19047619047619047,0.25,0.25,1.0,,0.25,,,,26.21111111111111,1.0,5.0,1.0,1.0,4.0,,2.0,2.0,,7.0,1.0,2.0,,,,,,0.25,0.7,,,,,0.25,,0.23809523809523808,0.2,0.2,1.0,0.25,0.5,0.25,,0.5330625,0.3181818181818182,1.0,1.0,1.0,0.5,0.875,0.25,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1875,0.16666666666666666,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
1629308,1610612744,Juan Toscano-Anderson,Juan Toscano-Anderson,1629308,GSW,2895.0,48,-21,101,103,45.0,71,8.0,204,1.0,1.0,,,2.0,2.0,4.0,11.0,106,1.0,2.0,9.0,2.0,,4.0,4.0,8.0,4.0,2.0,20.0,,9.0,1.0,10.0,,10.0,,3.0,,4.0,,1.0,,1.0,,9.0,45.0,0.5,0.5,0.5,0.5,0.5555555555555556,1.0,0.55,0.9,,,16.07142857142857,0.07142857142857142,,0.2903225806451613,0.2222222222222222,,,,0.125,,0.25925925925925924,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,0.6666666666666666,0.48907222222222224,0.45489999999999997,0.8181818181818182,8.55,0.44554455445544555,1.0,,1.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,6.0,,4.0,2.0,,2.0,,2.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,,8.0,3.0,,3.0,1.0,,2.0,1.0,0.4,0.4,0.5555555555555556,0.625,,,0.5,0.5,,0.1111111111111111,,,0.4444444444444444,0.5,0.5,1.0,0.5,0.5,0.1111111111111111,0.25,,25.639999999999997,,1.0,,,,2.0,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,0.5,,0.1111111111111111,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,3705.0,62,-3,131,129,51.0,65,7.0,260,6.0,6.0,,,12.0,12.0,23.0,42.0,131,2.0,7.0,13.0,12.0,2.0,1.0,3.0,4.0,2.0,,11.0,1.0,6.0,3.0,11.0,1.0,12.0,3.0,5.0,1.0,7.0,,1.0,,1.0,1.0,13.0,51.0,0.5,0.5454545454545454,0.5217391304347826,0.2857142857142857,0.515625,0.5555555555555556,0.5526315789473685,0.5909090909090909,0.08695652173913043,0.08333333333333333,31.654676258992808,0.15789473684210525,0.041666666666666664,0.15,0.15254237288135594,0.020833333333333332,,,0.2222222222222222,0.16666666666666666,0.16129032258064516,1.0,0.1875,1.0,1.0,0.5,0.375,,,0.46875,0.4483625,0.4021,0.30952380952380953,8.3,0.3893129770992366,5.0,1.0,5.0,2.0,7.0,2.0,3.0,9.0,9.0,2.0,12.0,6.0,3.0,7.0,2.0,1.0,1.0,,2.0,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,12.0,6.0,,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.28125,0.5,,,0.4166666666666667,0.45454545454545453,0.6,0.15625,0.2,0.25,0.21875,0.2857142857142857,0.2857142857142857,0.5,0.2222222222222222,0.2857142857142857,0.15789473684210525,0.20689655172413793,,25.144444444444446,1.0,2.0,,,,2.0,1.0,1.0,,2.0,2.0,3.0,,2.0,,,1.0,1.0,0.5,,0.5,,,0.1111111111111111,,0.0625,0.5,0.5,1.0,,,,1.0,0.524525,0.047619047619047616,,1.0,,,0.5,0.5,,,1.0,1.0,1.0,2.0,,,,,,1.0,0.06666666666666667,,0.5,1.0,,,1.0,0.2,,,,True,,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,1194.0,20,-8,39,41,9.0,20,3.0,80,2.0,2.0,1.0,1.0,,2.0,2.0,11.0,61,1.0,1.0,2.0,4.0,,5.0,1.0,6.0,1.0,1.0,13.0,,,1.0,1.0,,1.0,1.0,3.0,,3.0,1.0,,,,,2.0,9.0,1.0,1.0,1.0,1.0,0.875,1.0,0.9166666666666666,1.0,,,16.27906976744186,0.16666666666666666,,,0.06666666666666667,,,,0.2,,,,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,0.624675,0.814,0.18181818181818182,1.25,0.23076923076923078,,,,1.0,2.0,,1.0,2.0,4.0,,,3.0,,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,,,4.0,2.0,,2.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,0.5,0.5,0.5,1.0,,0.5,0.3333333333333333,0.5,,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,True,,,,,,,,,,,,,,,,
203952,1610612744,Andrew Wiggins,Andrew Wiggins,203952,GSW,1311.0,22,-4,41,45,12.0,24,5.0,86,1.0,2.0,,,,1.0,2.0,3.0,64,,,,,,1.0,3.0,4.0,3.0,,11.0,1.0,,1.0,1.0,3.0,4.0,1.0,3.0,,1.0,,1.0,,1.0,1.0,,12.0,,,0.5,,0.2,,0.25,,,,12.765957446808512,0.14285714285714285,0.125,,0.07692307692307693,0.2,,,,1.0,,1.0,0.4,0.5,0.5,,,,,1.0,0.57952,0.5874,,,0.2926829268292683,,,,,2.0,,,3.0,1.0,1.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,1.0,,2.0,,,,0.6,,0.2857142857142857,0.5,,,,,,,0.4,,,,,,0.16666666666666666,0.3333333333333333,,24.900000000000002,,1.0,,,1.0,,2.0,,,2.0,,,,,,,1.0,,0.5,,,,0.2,,,0.2,,,,,1.0,,,0.5728,0.6666666666666666,,,,,0.5,,,,1.0,2.0,1.0,2.0,2.0,,,,,0.5,,0.5,1.0,0.5,,,,,1.0,0.5,,True,,,,,,,,,,,,,,,,
