EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyFG3M,DefThreePtRebounds,TwoPtShootingFoulsDrawn,PenaltyFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyCorner3Accuracy,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,FTDefRebounds,2pt And 1 Free Throw Trips,AtRimPctBlocked,DefFTReboundPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SelfOReb,Travels,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockedAtRim,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,LostBallOutOfBoundsTurnovers,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffAtRimReboundPct,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers
1627854,1610612743,Bryn Forbes,Bryn Forbes,1627854,DEN,3106.0,52,1.0,103,101,48.0,42.0,10.0,204,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,6.0,2.0,9.0,123,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,4.0,48.0,1.0,0.5,0.5,1.0,0.16666666666666666,0.2,0.5,0.3333333333333333,0.35,0.14285714285714285,0.4090909090909091,0.3333333333333333,0.25,0.6,0.5,1.0,11.304347826086957,0.5,0.058823529411764705,0.047619047619047616,0.027777777777777776,0.023809523809523808,0.07142857142857142,0.125,0.2,0.2,1.0,1.0,0.5,0.2,0.5,0.5,1.0,0.4,0.5,0.14285714285714285,0.42857142857142855,0.6,0.5034055555555556,0.58815,0.4952750000000001,0.09090909090909091,0.14285714285714285,0.2222222222222222,0.4444444444444444,13.999999999999998,30.733333333333334,0.46601941747572817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,499.0,8,-6.0,18,17,10.0,13.0,,35,2.0,,,1.0,2.0,,2.0,,,,2.0,1.0,2.0,1.0,4.0,20,,,,,,2.0,2.0,,3.0,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,,3.0,10.0,,,,1.0,0.5,0.5,,,0.375,0.375,0.4,,0.375,0.5,,,27.77777777777778,,,,0.14285714285714285,,,,0.5,,,,,0.5,0.5,0.5,1.0,,,0.5,,0.5,0.5005999999999999,,0.5005999999999999,0.2,,,0.75,8.7,22.5,0.5555555555555556,1.0,1.0,1.0,1.0,0.5,0.2,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630538,1610612743,Bones Hyland,Bones Hyland,1630538,DEN,5202.0,87,-4.0,169,173,68.0,70.0,19.0,342,7.0,,3.0,2.0,5.0,,1.0,18.0,6.0,5.0,13.0,8.0,23.0,12.0,46.0,203,1.0,,,2.0,2.0,5.0,7.0,8.0,18.0,,10.0,15.0,,18.0,2.0,9.0,7.0,16.0,6.0,,39.0,1.0,4.0,9.0,1.0,10.0,1.0,,5.0,4.0,1.0,6.0,,4.0,12.0,,10.0,14.0,,18.0,68.0,,,,0.625,0.34782608695652173,0.34782608695652173,0.38461538461538464,0.4,0.4722222222222222,0.4166666666666667,0.5348837209302325,1.0,0.5294117647058824,0.6388888888888888,0.15384615384615385,0.2857142857142857,25.520833333333336,0.8333333333333334,0.13793103448275862,0.029411764705882353,0.12857142857142856,0.014084507042253521,0.041666666666666664,0.1111111111111111,0.19444444444444445,0.08333333333333333,,,,0.1388888888888889,0.4,0.4,1.0,0.5,,0.08333333333333333,0.5,0.7222222222222222,0.48660833333333336,0.3863,0.48894583333333336,0.1,,0.043478260869565216,0.391304347826087,8.123076923076924,27.09130434782609,0.40236686390532544,1.0,2.0,5.0,4.0,0.2857142857142857,0.12195121951219512,0.10344827586206896,1.0,0.23529411764705882,2.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,6.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.043478260869565216,0.05555555555555555,0.4,0.06666666666666667,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6,0.3333333333333333,0.35294117647058826,0.5,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201145,1610612743,Jeff Green,Jeff Green,201145,DEN,650.0,11,,19,22,3.0,5.0,4.0,41,,,,,1.0,,,1.0,,,,1.0,2.0,,3.0,20,,,,,,,,,,,,3.0,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,3.0,,,,1.0,0.5,0.5,,,0.75,,0.75,,,1.0,,,8.695652173913043,,0.3333333333333333,,0.09090909090909091,0.09090909090909091,,,,,,,,0.5,,,,0.5,,,,1.0,0.581775,,,,,,,,24.95,0.15789473684210525,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203210,1610612743,JaMychal Green,JaMychal Green,203210,DEN,3477.0,58,-23.0,110,113,36.0,40.0,10.0,223,2.0,,,,,,,5.0,,4.0,7.0,1.0,5.0,5.0,16.0,146,1.0,,,,1.0,1.0,,,2.0,8.0,,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,5.0,,2.0,9.0,,9.0,,,,,2.0,2.0,,3.0,12.0,2.0,4.0,5.0,,2.0,36.0,1.0,1.0,1.0,1.0,0.2,0.25,0.5714285714285714,1.0,0.4583333333333333,1.0,0.5714285714285714,,1.0,0.4166666666666667,0.2857142857142857,0.5,13.223140495867769,,0.125,,0.13043478260869565,,,0.4,0.16666666666666666,,,,,,,,,0.4166666666666667,,,,0.8333333333333334,0.5427318181818183,,0.5661,0.21428571428571427,,,0.125,2.914285714285714,36.54,0.32727272727272727,,,4.0,3.0,,0.13333333333333333,0.13636363636363635,,0.3333333333333333,4.0,5.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,0.125,0.4166666666666667,0.8,1.0,,,0.2,0.2,1.0,1.0,1.0,,0.25,,,,3.0,1.0,0.2,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202326,1610612743,DeMarcus Cousins,DeMarcus Cousins,202326,DEN,2936.0,49,-5.0,92,89,21.0,29.0,9.0,181,14.0,,1.0,,,,,5.0,1.0,12.0,20.0,3.0,5.0,10.0,43.0,117,3.0,,4.0,8.0,4.0,9.0,1.0,4.0,15.0,12.0,12.0,9.0,,5.0,2.0,2.0,3.0,5.0,2.0,1.0,13.0,2.0,4.0,13.0,3.0,16.0,2.0,1.0,2.0,,5.0,7.0,,1.0,7.0,3.0,11.0,13.0,,15.0,21.0,1.0,0.5,0.5454545454545454,1.0,0.6,0.6,0.6,0.4444444444444444,0.66,0.55,0.6935483870967742,0.8,0.625,0.2,0.1,0.14285714285714285,35.238095238095234,0.2857142857142857,0.23529411764705882,0.125,0.2972972972972973,0.08333333333333333,0.15384615384615385,0.4,0.56,0.04,,,,,,,,0.2,,,0.1,0.4,0.4632220000000001,0.6891499999999999,0.41086,0.17857142857142858,,0.18604651162790697,0.3488372093023256,6.635,26.5,0.22826086956521738,,1.0,7.0,5.0,1.0,0.35,0.42857142857142855,,0.21739130434782608,5.0,5.0,2.0,2.0,7.0,3.0,1.0,2.0,,3.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,,3.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.2,0.16666666666666666,0.2,1.0,1.0,0.5,0.5833333333333334,0.6,0.6,1.0,0.2,1.0,1.0,0.6,1.0,0.05,0.06666666666666667,2.0,2.0,,0.5,0.2,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.125,1.0,0.7142857142857143,0.6666666666666666,1.0,,,,,,,,,,,,True,,,,,,,,,,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,1668.0,28,19.0,56,56,23.0,24.0,10.0,112,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,4.0,6.0,1.0,5.0,8.0,19.0,51,,1.0,3.0,3.0,3.0,3.0,1.0,4.0,10.0,8.0,,3.0,,3.0,,1.0,3.0,4.0,2.0,,11.0,2.0,1.0,5.0,5.0,10.0,1.0,1.0,2.0,2.0,,2.0,,,1.0,,6.0,10.0,,10.0,23.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6666666666666666,1.0,0.5,0.75,0.6333333333333333,0.5,0.8333333333333334,0.45454545454545453,,,24.637681159420293,1.0,0.07142857142857142,0.13333333333333333,0.19230769230769232,0.17857142857142858,0.15384615384615385,0.25,0.2727272727272727,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.2727272727272727,1.0,0.25,,0.6363636363636364,0.5210227272727272,,0.45835000000000004,0.35714285714285715,,0.15789473684210525,0.5263157894736842,7.033333333333334,25.119999999999997,0.4107142857142857,,,4.0,5.0,,0.3333333333333333,0.5,,0.5555555555555556,1.0,2.0,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,0.18181818181818182,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,3.0,0.23076923076923078,0.14285714285714285,,2.0,,,1.0,,,,,,1.0,3.0,1.0,3.0,2.0,,0.6666666666666666,1.0,,,2.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,1981.0,33,-1.0,67,71,37.0,29.0,10.0,138,9.0,1.0,3.0,,,,,3.0,2.0,10.0,17.0,2.0,3.0,2.0,28.0,75,5.0,,,6.0,4.0,7.0,2.0,2.0,16.0,10.0,10.0,6.0,,3.0,2.0,2.0,3.0,5.0,1.0,,13.0,3.0,4.0,13.0,4.0,17.0,1.0,1.0,2.0,,2.0,4.0,,2.0,3.0,,4.0,4.0,,16.0,37.0,,0.5,0.625,1.0,0.6666666666666666,0.6666666666666666,0.5882352941176471,0.5714285714285714,0.65,0.7777777777777778,0.6363636363636364,0.6,0.7272727272727273,0.15,0.11764705882352941,0.2222222222222222,33.76623376623377,0.5,0.36363636363636365,0.17647058823529413,0.41379310344827586,0.125,0.2,,0.45,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,,0.15,,,0.2222222222222222,0.4,0.4356024999999999,0.49015,0.44294999999999995,0.09090909090909091,,0.21428571428571427,0.5714285714285714,6.917647058823529,27.2,0.5522388059701493,,2.0,8.0,2.0,1.0,0.4444444444444444,0.3333333333333333,,0.10526315789473684,4.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,,2.0,,2.0,,2.0,,2.0,3.0,,,,,,0.6,0.6,,,0.3333333333333333,0.6,0.6666666666666666,0.25,0.8,0.8,0.5555555555555556,0.7142857142857143,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.06666666666666667,0.09090909090909091,1.0,,,0.5,0.5,2.0,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.4,0.4,1.0,,,2.0,0.25,,,,,,,,True,,,,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,227.0,4,4.0,9,9,9.0,8.0,,18,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,11.11111111111111,1.0,1.0,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,227.0,4,4.0,9,9,9.0,8.0,,18,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,3.0,9,,,,,,,1.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,9.0,,,,1.0,1.0,1.0,,,1.5,1.5,1.5,,1.5,1.0,,,11.11111111111111,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.58395,,0.58395,,,,1.0,,22.7,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
