EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,Corner3FGM,AtRimPctBlocked,DefShortMidRangeReboundPct,AtRimFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceFG2A,PenaltyFtPoints,PenaltyPoints,BadPassTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,LongMidRangePctBlocked,DefAtRimReboundPct,SecondChanceShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeAssists,Loose Ball Fouls,LostBallSteals,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,ShortMidRangeAssists,OffShortMidRangeReboundPct,OffArc3ReboundPct,on,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,BadPassOutOfBoundsTurnovers,OffensiveGoaltends,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,SecondChanceCorner3FGA,PenaltyArc3FGA,PtsUnassisted3s,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SelfOReb,SelfORebPct,Charge Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,DefensiveGoaltends
1627884,1610612741,Derrick Jones Jr.,Derrick Jones Jr.,1627884,CHI,987.0,16,-10,32,34,1.0,10.0,1.0,66,1.0,3.0,1.0,1.0,1,1.0,4.0,1.0,4.0,38,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.3,0.3333333333333333,0.8,1.0,1.0,18.18181818181818,0.1,0.05263157894736842,0.2,0.2,0.6,0.2,1.0,1.0,1.0,0.8,1.0,0.54717,0.16666666666666666,0.5,7.9,24.325,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627936,1610612741,Alex Caruso,Alex Caruso,1627936,CHI,362.0,6,-8,13,14,,,,27,,1.0,,1.0,1,1.0,2.0,,3.0,17,3.0,1.0,,1.0,1.0,1.0,1,1.0,,,,,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,,23.076923076923077,0.25,0.14285714285714285,,,0.3333333333333333,0.3333333333333333,,,,1.0,,0.5939333333333333,,,2.5,24.85,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,1790.0,30,-21,59,62,,10.0,5.0,121,2.0,1.0,3.0,8.0,7,3.0,9.0,2.0,19.0,67,9.0,8.0,3.0,,,7.0,7,2.0,2.0,3.0,2.0,,1.0,0.3333333333333333,0.3333333333333333,0.53125,0.5588235294117647,0.5625,,,30.769230769230766,,0.2,,0.125,0.0625,0.5,0.375,0.375,1.0,0.6875,0.375,0.5275875,0.11764705882352941,0.25,9.914285714285715,26.34444444444444,,2.0,,,,0.125,,,,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.5,0.5,1.0,0.5714285714285714,1.5,1.5,0.6666666666666666,0.5,0.3333333333333333,0.38461538461538464,0.2,1.0,1.0,0.5,0.1875,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201942,1610612741,DeMar DeRozan,DeMar DeRozan,201942,CHI,1858.0,31,-25,63,65,1.0,13.0,4.0,128,1.0,1.0,,,15,,1.0,4.0,14.0,83,,,,2.0,2.0,3.0,3,2.0,7.0,4.0,2.0,1.0,,,,0.3125,0.3888888888888889,0.0625,0.13333333333333333,,28.985507246376812,0.13333333333333333,0.10714285714285714,,0.0625,0.0625,,,,,0.25,,0.46638124999999997,0.1111111111111111,0.11764705882352941,14.013333333333332,23.9,0.015873015873015872,3.0,,0.3333333333333333,0.14285714285714285,0.1875,,,,1.0,4.0,11.0,,,5.0,,,,4.0,6.0,2.0,2.0,2.0,,6.0,1.0,,2.0,,,,2.0,2.0,,0.4,0.4,,0.3333333333333333,,,1.0,,0.07692307692307693,0.1,,0.3333333333333333,0.5,1.0,0.6875,0.36363636363636365,0.4,0.25,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.09090909090909091,1.0,0.4248,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612741,Tristan Thompson,Tristan Thompson,202684,CHI,2293.0,38,-30,78,81,1.0,13.0,6.0,159,3.0,,,,5,,,,4.0,93,,,,1.0,5.0,6.0,8,4.0,2.0,,,1.0,,,,0.4,0.4,,0.2,0.3333333333333333,11.627906976744185,0.29411764705882354,0.16216216216216217,0.2857142857142857,0.6,,,,,,0.4,,0.48658,,,3.2599999999999993,,0.01282051282051282,2.0,,,0.375,0.4,,,,1.0,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,,1.0,5.0,1.0,,3.0,2.0,2.0,,5.0,2.0,,0.5,1.0,,0.4,0.5,0.5,0.6,,0.05,,0.2,0.5,0.5,,,,,,,,,0.5,2.0,,,1.0,,,,,,,0.6153,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.03571428571428571,0.0625,0.045454545454545456,0.2,0.2,0.3333333333333333,0.5,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,1012.0,17,-19,36,38,1.0,7.0,2.0,74,3.0,,,2.0,6,,2.0,1.0,9.0,48,,2.0,,,1.0,4.0,4,2.0,2.0,1.0,1.0,1.0,,,,0.5,0.5625,0.25,,,23.076923076923077,0.14285714285714285,0.26666666666666666,0.3333333333333333,0.375,,0.25,,,,0.625,,0.461575,0.125,0.16666666666666666,5.866666666666666,28.05,0.027777777777777776,3.0,,,,0.375,,,,3.0,,,,,4.0,,,,2.0,6.0,,1.0,,,2.0,3.0,,1.0,,1.0,,1.0,1.0,1.0,0.25,0.25,,0.6666666666666666,,,1.0,,0.375,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628972,1610612741,Troy Brown Jr.,Troy Brown Jr.,1628972,CHI,570.0,10,-3,18,18,,,3.0,36,,,,,1,,,,,16,,,,,3.0,3.0,4,1.0,,,,,,,,,,,,,9.090909090909092,0.6,0.3,0.5,,,,,,,,,0.4303,,,15.4,,,,,,0.5,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,0.16666666666666666,0.07142857142857142,,0.5,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,1610612741,Javonte Green,Javonte Green,1629750,CHI,535.0,9,-3,21,21,,,3.0,42,,,,1.0,1,,1.0,,,21,,1.0,,,,,1,,,,,,,,,,,0.5,,,12.0,,,,,,0.5,,,,1.0,,0.6165750000000001,,,,25.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,2.0,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.6558,,,1.0,,,,2.0,2.0,,1.0,1.0,2.0,1.0,,,,0.1,,0.07142857142857142,,,,,,1.0,,,,1.0,1.0,0.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,1079.0,18,-14,36,38,1.0,9.0,3.0,74,,,,1.0,2,,1.0,,2.0,43,,1.0,,,1.0,1.0,3,1.0,,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,7.692307692307692,0.2,0.06666666666666667,0.5,,,0.3333333333333333,,,,0.3333333333333333,,0.4723333333333333,,,15.65,24.2,0.027777777777777776,,,,,,,,,,1.0,2.0,,,1.0,,,2.0,,2.0,,2.0,,,4.0,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,,1.0,0.07142857142857142,0.16666666666666666,0.1,,,,,,,,1.0,,,,,1.0,0.2,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630172,1610612741,Patrick Williams,Patrick Williams,1630172,CHI,979.0,16,-17,34,34,,3.0,3.0,68,4.0,2.0,,1.0,6,2.0,3.0,,8.0,39,6.0,1.0,,,,3.0,3,1.0,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.3333333333333333,,,23.076923076923077,,0.15384615384615385,,0.4444444444444444,0.2222222222222222,0.1111111111111111,,,,0.3333333333333333,,0.46045555555555556,,,11.183333333333332,24.233333333333334,,,2.0,,,,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,2.0,1.0,1.0,,1.0,3.0,2.0,1.0,,,,,,1.0,,,,,0.16666666666666666,,,,1.0,0.3333333333333333,0.4,,,,,0.2222222222222222,0.5,0.5,,,,,,1.0,,,,,1.0,,,,,0.3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
