EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsAssisted3s,Corner3Assists,ShortMidRangeAssists,Travels,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Assisted3sPct,PenaltyFg3Pct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,BadPassTurnovers,Clear Path Fouls,SecondChanceFg3Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ShortMidRangePctBlocked,LongMidRangePctAssisted,Offensive Fouls,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAssists,BlockedShortMidRange,Blocked3s,BlockedArc3,Fg3aBlocked,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,Charge Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,StepOutOfBoundsTurnovers
1626153,1610612737,Delon Wright,Delon Wright,1626153,ATL,3524.0,59,19.0,112,110,60,46,19.0,222,5.0,7.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,6.0,10.0,1.0,6.0,4.0,19.0,119,4.0,5.0,8.0,3.0,5.0,1.0,3.0,9.0,2.0,10.0,3.0,6.0,4.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,13.0,5.0,3.0,2.0,4.0,1.0,7.0,8.0,15.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,9.0,60,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6,0.8,0.6,0.46875,0.8,0.5,0.5,0.8,0.5625,0.375,0.1,0.14285714285714285,16.417910447761194,0.3333333333333333,0.2,0.16,0.1111111111111111,0.07142857142857142,0.18518518518518517,0.11320754716981132,0.14814814814814814,0.25,0.09090909090909091,0.2,0.14285714285714285,0.16666666666666666,0.09090909090909091,0.25,0.06666666666666667,0.07692307692307693,0.25,0.4375,0.7142857142857143,0.8333333333333334,0.2,0.1875,0.3333333333333333,0.3333333333333333,0.125,0.25,0.25,0.25,1.0,0.8,0.6666666666666666,0.75,0.16666666666666666,0.8125,0.25,0.53706875,0.6025666666666667,0.57035,0.1111111111111111,0.16666666666666666,0.42105263157894735,0.47368421052631576,3.17,25.133333333333336,0.5357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1627789,1610612737,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,ATL,169.0,3,-3.0,6,5,6,5,,11,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,3395.0,57,-25.0,113,113,28,45,8.0,226,5.0,9.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,,1.0,,6.0,14.0,1.0,2.0,2.0,17.0,138,3.0,3.0,6.0,1.0,2.0,1.0,,5.0,8.0,4.0,,2.0,1.0,,,1.0,4.0,5.0,2.0,,14.0,1.0,,7.0,6.0,2.0,15.0,1.0,16.0,,2.0,1.0,1.0,,1.0,2.0,,,2.0,,3.0,6.0,11.0,4.0,3.0,,,,,5.0,28,,0.6666666666666666,0.8,0.5,0.5,0.42857142857142855,1.0,0.5,0.46875,1.0,0.8333333333333334,0.5,1.0,0.8333333333333334,0.125,,,15.32258064516129,,0.6666666666666666,0.3333333333333333,,0.2413793103448276,0.03333333333333333,0.2765957446808511,0.019230769230769232,,,0.045454545454545456,,0.16666666666666666,0.5714285714285714,0.2,0.29411764705882354,0.16666666666666666,,0.5625,0.5555555555555556,0.5555555555555556,0.6,0.3125,0.2,0.2,0.0625,0.0625,,,1.0,1.0,0.3333333333333333,1.0,,0.6875,,0.53593125,0.7034,0.45773333333333327,0.17647058823529413,0.2,0.35294117647058826,0.29411764705882354,3.4857142857142853,24.950000000000003,0.24778761061946902,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,5615.0,94,-38.0,185,183,57,71,22.0,368,2.0,5.0,,1.0,1.0,4.0,3.0,4.0,1.0,3.0,18.0,9.0,8.0,16.0,3.0,19.0,14.0,39.0,222,,2.0,4.0,2.0,5.0,9.0,10.0,23.0,4.0,12.0,3.0,,18.0,3.0,1.0,11.0,4.0,15.0,2.0,8.0,34.0,2.0,1.0,10.0,2.0,,12.0,3.0,15.0,3.0,3.0,3.0,,11.0,2.0,4.0,1.0,4.0,15.0,4.0,1.0,6.0,13.0,17.0,3.0,6.0,,,,23.0,57,5.0,0.25,0.25,0.15789473684210525,0.15789473684210525,0.5,,0.4,0.35714285714285715,0.3,0.4642857142857143,0.45348837209302323,0.3333333333333333,0.575,0.5428571428571428,0.0625,0.2,27.488151658767773,0.7333333333333333,,0.05405405405405406,0.021739130434782608,0.24390243902439024,0.043478260869565216,0.15384615384615385,0.03260869565217391,0.09090909090909091,,0.05714285714285714,,,,0.15384615384615385,0.23076923076923078,0.26666666666666666,0.13636363636363635,0.14285714285714285,0.4,0.5,,0.11428571428571428,0.75,0.75,0.02857142857142857,0.5142857142857142,0.16666666666666666,0.16666666666666666,0.2,,0.2857142857142857,0.25,0.6428571428571429,0.6857142857142857,0.16666666666666666,0.5030457142857143,0.6089,0.5375714285714286,0.08108108108108109,0.16666666666666666,0.10256410256410256,0.5897435897435898,10.862499999999999,28.210526315789473,0.3081081081081081,,,,,3.0,6.0,2.0,3.0,1.0,,,,,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,,,,,3.0,7.0,1.0,3.0,3.0,1.0,3.0,1.0,7.0,1.0,0.3333333333333333,0.2,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201568,1610612737,Danilo Gallinari,Danilo Gallinari,201568,ATL,6694.0,112,-36.0,216,215,66,78,27.0,431,6.0,6.0,1.0,1.0,1.0,1.0,5.0,11.0,5.0,3.0,10.0,4.0,14.0,30.0,4.0,15.0,11.0,51.0,257,2.0,5.0,5.0,2.0,5.0,5.0,4.0,14.0,16.0,12.0,3.0,2.0,10.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,10.0,2.0,,9.0,10.0,,19.0,2.0,21.0,,1.0,,1.0,5.0,,,,2.0,5.0,3.0,4.0,6.0,8.0,11.0,5.0,1.0,,,,14.0,66,1.0,0.5714285714285714,0.6153846153846154,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.4,0.4,0.4444444444444444,0.2857142857142857,0.5,0.51,0.35714285714285715,0.5833333333333334,0.3333333333333333,0.03333333333333333,,22.267206477732792,1.0,,0.22727272727272727,,0.17647058823529413,0.03571428571428571,0.2,0.01834862385321101,,,0.024390243902439025,0.06666666666666667,0.18181818181818182,0.3157894736842105,0.14285714285714285,0.2,0.14285714285714285,,0.13333333333333333,1.0,1.0,0.5,0.24444444444444444,0.45454545454545453,0.5,0.1111111111111111,0.2222222222222222,0.3,0.3,0.14285714285714285,1.0,0.1,1.0,0.4,0.4666666666666667,0.3,0.4939211111111111,0.42989999999999995,0.49786,0.10204081632653061,0.14705882352941177,0.09803921568627451,0.27450980392156865,11.953333333333335,25.613333333333333,0.3055555555555556,,1.0,1.0,1.0,2.0,9.0,,1.0,,1.0,1.0,,,1.0,0.75,0.4,0.6,0.2,0.2,1.0,,0.1,1.0,3.0,13.0,,2.0,1.0,,2.0,1.0,3.0,,,0.28888888888888886,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.2857142857142857,,,0.25,0.09090909090909091,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,3299.0,55,-11.0,103,102,38,33,19.0,205,4.0,5.0,1.0,1.0,1.0,1.0,,3.0,,,,,4.0,8.0,,,6.0,14.0,119,1.0,2.0,3.0,1.0,3.0,,,2.0,6.0,2.0,,2.0,,,2.0,1.0,1.0,2.0,,,5.0,4.0,3.0,2.0,5.0,1.0,8.0,7.0,15.0,,1.0,,1.0,,,1.0,,,1.0,1.0,4.0,8.0,7.0,7.0,4.0,,1.0,1.0,1.0,2.0,38,,0.75,1.0,,,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6363636363636364,0.5,0.3333333333333333,,0.25,,9.75609756097561,,0.25,0.19230769230769232,0.0967741935483871,0.09090909090909091,0.15384615384615385,0.14583333333333334,0.12280701754385964,,0.14285714285714285,0.21052631578947367,,,0.16666666666666666,0.3333333333333333,,0.2222222222222222,,0.625,0.8,0.8,0.75,0.375,,,,,,,0.5,1.0,0.3333333333333333,1.0,,0.625,,0.5606875,0.4856,0.5275666666666666,0.36363636363636365,0.36363636363636365,0.21428571428571427,0.14285714285714285,3.2624999999999997,,0.36893203883495146,1.0,,,,,,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.6666666666666666,,1.0,1.0,0.07142857142857142,1.0,,,,,,,,,,,,True,,,,,,,,,,
1628989,1610612737,Kevin Huerter,Kevin Huerter,1628989,ATL,4117.0,69,-37.0,132,133,14,40,14.0,265,3.0,4.0,,,1.0,1.0,1.0,2.0,3.0,6.0,13.0,2.0,4.0,7.0,6.0,16.0,,26.0,161,,,,1.0,2.0,2.0,,5.0,6.0,2.0,9.0,,13.0,6.0,1.0,7.0,,7.0,,1.0,14.0,,,2.0,2.0,,4.0,,4.0,,3.0,1.0,2.0,2.0,,,,1.0,2.0,,5.0,8.0,,,,,2.0,1.0,2.0,5.0,14,,0.75,0.75,0.375,0.375,0.5714285714285714,,0.5,0.5652173913043478,,0.625,0.5652173913043478,,0.625,0.6956521739130435,0.14285714285714285,0.25,16.778523489932887,1.0,,0.08695652173913043,,0.058823529411764705,,0.07017543859649122,,,,,,0.2,0.07692307692307693,,0.05263157894736842,0.06666666666666667,,0.17391304347826086,0.75,1.0,0.6666666666666666,0.08695652173913043,0.5,0.5,0.13043478260869565,0.5652173913043478,0.46153846153846156,0.46153846153846156,,,0.25,1.0,0.5,0.8695652173913043,0.46153846153846156,0.5710130434782608,,0.5596125000000001,,,,0.19230769230769232,6.028571428571428,26.012500000000003,0.10606060606060606,2.0,,,,1.0,9.0,,4.0,,,1.0,,,,0.5,0.5,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,0.043478260869565216,,,0.5,,,,0.5,,,,1.0,,0.5,2.0,1.0,,,,,,,,,,True,,,,,,,,,,
203992,1610612737,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,ATL,2556.0,43,-12.0,82,82,36,32,11.0,164,,1.0,,,,,,3.0,3.0,2.0,4.0,2.0,,5.0,2.0,7.0,4.0,10.0,101,,1.0,,,2.0,4.0,4.0,7.0,,,,,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,,4.0,2.0,6.0,1.0,1.0,1.0,,1.0,,,,,1.0,,4.0,7.0,7.0,6.0,1.0,2.0,,,1.0,7.0,36,2.0,,,0.2857142857142857,0.2857142857142857,,,,0.25,,0.25,0.3333333333333333,,0.3888888888888889,0.5833333333333334,0.2,,16.666666666666668,1.0,,0.058823529411764705,0.058823529411764705,0.14285714285714285,0.043478260869565216,0.10526315789473684,0.05,,0.125,,0.1111111111111111,0.25,,,0.08333333333333333,0.2222222222222222,0.125,0.08333333333333333,,,,0.25,,,0.25,0.3333333333333333,0.5,0.5,,,,,0.3333333333333333,0.6666666666666666,0.5,0.5179041666666667,0.496275,0.4922583333333333,0.07692307692307693,0.16666666666666666,,0.7,10.76,24.814285714285713,0.43902439024390244,,,,2.0,1.0,6.0,,1.0,,,2.0,,,,1.0,0.25,,,,,,0.3333333333333333,,,1.0,,1.0,1.0,,1.0,,1.0,,,0.08333333333333333,,,1.0,0.5,,,0.5,0.3333333333333333,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,4101.0,68,-37.0,131,132,25,40,15.0,263,3.0,4.0,,,,,9.0,10.0,6.0,2.0,9.0,2.0,13.0,18.0,5.0,15.0,4.0,45.0,161,2.0,2.0,4.0,3.0,3.0,2.0,4.0,10.0,10.0,16.0,,,9.0,2.0,,,1.0,1.0,1.0,,3.0,,1.0,5.0,1.0,3.0,9.0,1.0,10.0,,3.0,2.0,1.0,4.0,,1.0,,3.0,5.0,1.0,4.0,8.0,9.0,5.0,1.0,1.0,,,,10.0,25,1.0,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.7222222222222222,1.0,1.0,0.6212121212121212,1.0,0.6,0.6428571428571429,1.0,0.7142857142857143,0.45454545454545453,,,27.586206896551726,0.8,0.6,0.03571428571428571,0.030303030303030304,0.1724137931034483,,0.10526315789473684,0.014925373134328358,,0.08333333333333333,,,,0.08333333333333333,,0.16666666666666666,0.18181818181818182,,0.12121212121212122,0.75,0.75,0.3333333333333333,0.30303030303030304,0.9,0.9,0.18181818181818182,0.2727272727272727,0.2222222222222222,0.25,,,,,0.4,0.5757575757575758,0.2222222222222222,0.5158712121212121,0.42935,0.46618000000000004,0.058823529411764705,0.05263157894736842,0.08888888888888889,0.2222222222222222,10.216666666666665,24.740000000000002,0.19083969465648856,2.0,3.0,,,,15.0,,,,,1.0,,,,1.0,,0.4444444444444444,0.5,0.5,1.0,,,,1.0,4.0,,,,,,,1.0,,,0.12121212121212122,0.25,0.25,1.0,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,0.06666666666666667,0.1111111111111111,0.06666666666666667,True,,,,,,,,,,
1626153,1610612737,Delon Wright,Delon Wright,1626153,ATL,4687.0,78,-1.0,155,158,43,46,11.0,313,4.0,5.0,2.0,3.0,1.0,2.0,,1.0,2.0,3.0,5.0,1.0,4.0,6.0,4.0,7.0,2.0,22.0,173,2.0,3.0,4.0,1.0,2.0,1.0,,5.0,2.0,6.0,,4.0,5.0,3.0,,5.0,4.0,9.0,1.0,4.0,22.0,2.0,1.0,5.0,1.0,,6.0,3.0,9.0,,,,,2.0,,,,1.0,2.0,,1.0,1.0,3.0,3.0,2.0,,,,,5.0,43,,0.25,0.5,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.7692307692307693,0.6666666666666666,0.8333333333333334,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.5384615384615384,,,9.580838323353294,1.0,,0.02857142857142857,0.037037037037037035,0.12195121951219512,0.06666666666666667,0.07894736842105263,0.05263157894736842,,0.08333333333333333,0.05263157894736842,0.09090909090909091,0.05263157894736842,,,0.1,0.18181818181818182,,0.38461538461538464,0.8,0.8,0.25,0.07692307692307693,,,0.15384615384615385,0.38461538461538464,0.6,0.6,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.9230769230769231,0.6,0.5681576923076923,0.5469,0.6041666666666666,0.14285714285714285,0.2857142857142857,0.18181818181818182,0.22727272727272727,1.7,25.41428571428571,0.27741935483870966,,1.0,,,1.0,12.0,3.0,,,,,,,1.0,1.0,1.0,,0.5,0.5,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,False,,,,,,,,,,
