EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,NonHeaveArc3FGA,LongMidRangeAssists,DefThreePtRebounds,DefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,BadPassSteals,LostBallTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceFtPoints,PtsUnassisted3s,SelfOReb,PenaltyTurnovers,Charge Fouls,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3FGA,Corner3PctBlocked,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyFG3M,Offensive Fouls,OffensiveGoaltends,PenaltyFg3Pct,PenaltyCorner3Accuracy,on,FTOffRebounds,Technical Free Throw Trips,BlockedArc3,OffFTReboundPct,game_date,player_id,team_id
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,1771.0,30.0,1.0,53.0,52.0,5.0,21.0,9.0,105.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,58.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.875,0.5,1.0,0.875,0.5,1.0,0.25,5.970149253731343,0.05263157894736842,0.2,0.10344827586206896,0.25,0.14285714285714285,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6110375,0.55145,0.7702,0.25,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.4666666666666668,23.5,0.09433962264150944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,868.0,14.0,16.0,25.0,21.0,4.0,13.0,6.0,46.0,1.0,1.0,,,,,,,1.0,2.0,,2.0,4.0,15.0,,,,,,,2.0,,2.0,2.0,1.0,4.0,1.0,,1.0,2.0,,,3.0,,2.0,2.0,,1.0,,4.0,1.0,1.0,,,,0.5,,,0.25,,,0.4,,,0.5,21.21212121212121,,0.125,0.07142857142857142,,0.14285714285714285,,0.25,1.0,1.0,1.0,,,,,,,,,,0.75,0.601225,0.54645,,0.2,0.3333333333333333,,,3.0500000000000003,26.05,0.16,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.2,0.08333333333333333,0.2,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,5935.0,99.0,-15.0,186.0,183.0,34.0,45.0,21.0,369.0,8.0,14.0,1.0,2.0,3.0,4.0,,3.0,24.0,40.0,4.0,22.0,69.0,214.0,3.0,5.0,9.0,4.0,7.0,13.0,10.0,12.0,7.0,12.0,4.0,29.0,,1.0,1.0,11.0,4.0,2.0,6.0,,9.0,13.0,1.0,5.0,13.0,34.0,0.20833333333333334,0.21739130434782608,1.0,0.18181818181818182,0.18181818181818182,0.6,0.6,0.5714285714285714,0.4838709677419355,0.4090909090909091,0.2857142857142857,0.5073529411764706,0.4090909090909091,0.38235294117647056,0.3548387096774194,35.885167464114836,0.020833333333333332,,0.011111111111111112,0.1,,,0.22580645161290322,0.5714285714285714,0.6666666666666666,0.25,0.04838709677419355,,,,0.18181818181818182,0.5,,0.2857142857142857,0.75,0.5806451612903226,0.49927983870967735,0.5313874999999999,0.5150928571428571,0.07575757575757576,0.11363636363636363,0.13043478260869565,0.18840579710144928,7.7325,25.731818181818184,0.1827956989247312,21.0,19.0,6.0,9.0,6.0,19.0,1.0,4.0,10.0,6.0,4.0,1.0,,7.0,,3.0,,0.8571428571428571,0.1,0.10714285714285714,0.06060606060606061,0.3387096774193548,0.3064516129032258,0.5454545454545454,13.0,3.0,5.0,1.0,4.0,1.0,6.0,1.0,7.0,5.0,38.0,2.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,0.16666666666666666,0.045454545454545456,0.1,0.14285714285714285,0.09523809523809523,0.05263157894736842,0.25,0.11363636363636363,0.14814814814814814,0.09090909090909091,0.2857142857142857,0.6190476190476191,0.6842105263157895,0.15384615384615385,0.08064516129032258,0.6,0.6,0.3333333333333333,0.21052631578947367,0.2222222222222222,1.0,0.16666666666666666,1.0,0.07142857142857142,0.42857142857142855,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,7630.0,127.0,-13.0,232.0,231.0,36.0,60.0,32.0,463.0,8.0,12.0,2.0,2.0,1.0,1.0,,,28.0,60.0,8.0,17.0,97.0,267.0,2.0,6.0,10.0,3.0,7.0,10.0,10.0,12.0,4.0,12.0,2.0,32.0,2.0,5.0,7.0,25.0,3.0,,8.0,,18.0,25.0,1.0,11.0,10.0,36.0,0.17857142857142858,0.19230769230769232,0.5,0.47058823529411764,0.47058823529411764,0.4666666666666667,0.3333333333333333,0.42857142857142855,0.5194805194805194,0.4375,0.375,0.5449438202247191,0.5,0.45454545454545453,0.22077922077922077,35.53113553113553,0.07352941176470588,0.037037037037037035,0.05737704918032787,,0.047619047619047616,,0.15584415584415584,0.6666666666666666,0.6666666666666666,0.125,,,,,0.25,1.0,,0.125,1.0,0.37662337662337664,0.48292662337662345,0.4457583333333333,0.46311250000000004,0.12643678160919541,0.15714285714285714,0.10309278350515463,0.10309278350515463,10.281666666666666,26.288235294117648,0.15517241379310345,31.0,17.0,2.0,17.0,2.0,17.0,,5.0,18.0,7.0,4.0,1.0,,8.0,,5.0,,0.875,0.1,0.15178571428571427,0.11627906976744186,0.4025974025974026,0.22077922077922077,0.25,11.0,9.0,17.0,,8.0,1.0,1.0,1.0,1.0,4.0,46.0,4.0,8.0,4.0,,8.0,5.0,3.0,2.0,12.0,1.0,3.0,3.0,,2.0,2.0,0.5,,0.06666666666666667,,0.12903225806451613,,0.2,0.1935483870967742,0.13513513513513514,0.2857142857142857,,0.3548387096774194,0.4074074074074074,0.18181818181818182,0.22077922077922077,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.47058823529411764,0.47058823529411764,0.5,0.5,1.0,,0.125,0.47058823529411764,3.0,12.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.13157894736842105,0.2727272727272727,0.08108108108108109,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,2106.0,35.0,4.0,61.0,61.0,12.0,30.0,12.0,122.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,2.0,,3.0,4.0,68.0,,,,1.0,1.0,2.0,2.0,,1.0,1.0,,2.0,,,,2.0,2.0,2.0,2.0,,,,,,2.0,12.0,0.5,0.5,,,,1.0,,1.0,0.4,,1.0,0.4,,1.0,0.6,6.41025641025641,,,,,,,0.2,1.0,1.0,,0.6,,,,,,,1.0,1.0,0.8,0.57497,0.58485,0.7559,,,,0.5,9.25,23.066666666666666,0.19672131147540983,,,,,1.0,,,,2.0,,,,,,,,,,,0.07142857142857142,,,,,,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,1.0,2.0,,,,,,,,0.3333333333333333,,,,,,0.1111111111111111,0.09090909090909091,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,0.25,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
1641710,1610612753,Anthony Black,Anthony Black,1641710,ORL,2063.0,34.0,-1.0,61.0,62.0,11.0,26.0,13.0,123.0,2.0,2.0,1.0,1.0,,,1.0,1.0,3.0,7.0,1.0,5.0,15.0,71.0,1.0,2.0,3.0,,,1.0,2.0,3.0,,,,,1.0,4.0,5.0,9.0,2.0,1.0,4.0,,7.0,9.0,1.0,3.0,1.0,11.0,0.3333333333333333,0.5,1.0,0.2,0.2,0.42857142857142855,0.5,,0.375,0.3333333333333333,,0.5,0.375,0.5,0.4166666666666667,19.753086419753085,0.19047619047619047,0.06666666666666667,0.1388888888888889,,,0.3333333333333333,0.16666666666666666,1.0,1.0,,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,,,,0.5833333333333334,0.5358541666666667,0.4131,,0.21428571428571427,0.3333333333333333,0.2,0.06666666666666667,5.585714285714286,26.1,0.18032786885245902,5.0,4.0,1.0,6.0,1.0,4.0,,2.0,4.0,1.0,,,,1.0,,1.0,1.0,1.0,0.16666666666666666,0.125,0.18181818181818182,0.4166666666666667,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,4.0,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.1,0.15384615384615385,,,0.2,0.2,1.0,,,,,,,,,,,,,1.0,,3.0,,,1.0,,,,1.0,1.0,,0.23076923076923078,,0.375,,,,,2.0,0.25,,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
203484,1610612753,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,ORL,5997.0,100.0,-23.0,183.0,184.0,29.0,41.0,21.0,367.0,,1.0,,,,,1.0,4.0,1.0,5.0,2.0,12.0,9.0,217.0,,,,1.0,1.0,3.0,,6.0,1.0,4.0,1.0,11.0,1.0,,1.0,10.0,4.0,2.0,8.0,,4.0,2.0,,,3.0,29.0,,,1.0,0.16666666666666666,0.16666666666666666,0.2,,1.0,0.23529411764705882,,0.5,0.25,,0.5,0.7058823529411765,9.090909090909092,,0.024390243902439025,0.010869565217391304,,0.03125,,0.058823529411764705,,,,0.23529411764705882,0.25,0.25,1.0,,,,,,0.7647058823529411,0.5157029411764705,,0.4458,,,,0.3333333333333333,13.24,25.599999999999998,0.15846994535519127,1.0,8.0,,1.0,,8.0,,6.0,9.0,,,1.0,,1.0,,5.0,,,0.14285714285714285,0.09090909090909091,0.1388888888888889,0.058823529411764705,0.47058823529411764,,,1.0,3.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,,3.0,3.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,0.2,0.043478260869565216,0.07142857142857142,,0.16666666666666666,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.125,0.125,1.0,,,,0.5,0.125,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
202709,1610612753,Cory Joseph,Cory Joseph,202709,ORL,4505.0,75.0,-14.0,140.0,138.0,11.0,11.0,15.0,278.0,2.0,2.0,,,,,,2.0,2.0,3.0,3.0,8.0,13.0,158.0,,,,,,,4.0,9.0,3.0,6.0,1.0,15.0,,,,4.0,2.0,1.0,6.0,1.0,2.0,,,,,11.0,1.0,1.0,1.0,0.375,0.375,0.6666666666666666,,,0.5909090909090909,,,0.5909090909090909,,,0.7272727272727273,8.280254777070063,,,,,,,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,,,,,,,,,0.9090909090909091,0.5307181818181819,,,,,,,8.733333333333333,26.2,0.07857142857142857,,6.0,,,,6.0,1.0,,4.0,1.0,,1.0,,2.0,,3.0,,0.5,,0.04411764705882353,,,0.5454545454545454,,,,1.0,,3.0,,,,,,,,3.0,1.0,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.25,0.08333333333333333,0.05,,,,,,0.09090909090909091,,,,0.5,0.5,1.0,,,,,0.5,,,,,,1.0,,,,,1.0,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,20250425,1631094,1610612753
1631216,1610612753,Caleb Houstan,Caleb Houstan,1631216,ORL,1463.0,24.0,-3.0,43.0,46.0,9.0,16.0,8.0,89.0,,2.0,,2.0,,,1.0,2.0,,2.0,2.0,4.0,6.0,58.0,,2.0,3.0,,,,,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,,3.0,1.0,,,,,,9.0,,,1.0,0.5,0.6666666666666666,,,,0.5,0.5,,0.5,0.5,,0.6666666666666666,12.727272727272727,0.05555555555555555,0.125,0.07692307692307693,0.16666666666666666,,0.25,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,,,,,1.0,0.55732,0.4409,,,,0.5,,2.3,29.875,0.20930232558139536,,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.1111111111111111,0.041666666666666664,0.125,,0.3333333333333333,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,,,,,,,True,,,,,20250425,1631094,1610612753
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,5347.0,89.0,-19.0,164.0,163.0,27.0,34.0,22.0,327.0,6.0,8.0,3.0,4.0,1.0,1.0,2.0,2.0,8.0,15.0,3.0,6.0,28.0,193.0,3.0,5.0,8.0,2.0,2.0,10.0,8.0,9.0,1.0,2.0,1.0,5.0,2.0,9.0,11.0,32.0,,,7.0,,4.0,4.0,2.0,3.0,10.0,27.0,0.5,0.8,1.0,0.5,0.5,0.5333333333333333,0.6,1.0,0.5952380952380952,0.6,1.25,0.6363636363636364,0.6666666666666666,1.25,0.2857142857142857,14.814814814814815,0.19148936170212766,0.05,0.12643678160919541,0.4166666666666667,0.03125,0.125,0.38095238095238093,0.75,0.8571428571428571,0.5,0.09523809523809523,1.0,1.0,1.0,0.8,0.75,,0.25,1.0,0.6666666666666666,0.5534952380952382,0.56642,0.554225,0.13636363636363635,0.1875,0.2857142857142857,0.35714285714285715,4.7733333333333325,24.76666666666667,0.16463414634146342,6.0,4.0,,3.0,,4.0,,9.0,21.0,4.0,4.0,2.0,,6.0,1.0,5.0,,0.6666666666666666,0.225,0.24390243902439024,0.20588235294117646,0.2857142857142857,0.19047619047619047,,2.0,,1.0,2.0,1.0,,,,2.0,,8.0,6.0,1.0,2.0,,1.0,1.0,,,11.0,1.0,,,,,,,,0.13333333333333333,0.125,0.16666666666666666,,0.2,0.2619047619047619,0.2692307692307692,0.25,0.3333333333333333,0.3333333333333333,0.4,0.5,0.047619047619047616,,,,0.25,0.25,1.0,,,0.5,,0.25,2.0,,1.0,,,1.0,,1.0,,,1.0,,0.07692307692307693,0.25,0.125,,,,,1.0,0.2222222222222222,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,True,,,,,20250425,1631094,1610612753
