EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,BadPassSteals,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Fg3aBlocked,BlockedAtRim,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffCorner3ReboundPct,on,Corner3FGM,2pt And 1 Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg2aBlocked,Corner3Assists,LostBallTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Charge Fouls,BlockedCorner3,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyFG3M,Offensive Fouls,OffensiveGoaltends,PenaltyFg3Pct,PenaltyCorner3Accuracy,game_date,player_id,team_id
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,1136.0,19,7.0,33,31,9.0,17.0,8.0,64,1.0,1.0,1.0,1.0,2.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.3255813953488373,0.1666666666666666,0.1111111111111111,0.1666666666666666,0.1,0.1666666666666666,0.1052631578947368,0.5,0.1111111111111111,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6859,2.0,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,1786.0,30,11.0,53,47,15.0,23.0,11.0,100,1.0,1.0,3.0,6.0,8.0,45.0,6.0,4.0,5.0,2.0,11.0,1.0,1.0,2.0,,2.0,2.0,4.0,,,7.0,,,,,,15.0,1.0,1.0,0.5,0.375,0.4444444444444444,24.24242424242424,,0.0769230769230769,0.2,0.0666666666666666,0.0952380952380952,0.0714285714285714,,0.0769230769230769,,0.1111111111111111,,0.125,1.0,1.0,1.0,0.375,0.5207625,9.666666666666666,0.2830188679245283,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,7.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.8571428571428571,0.1,1.0,0.2,0.25,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,0.54645,0.3907,0.1111111111111111,0.1428571428571428,0.25,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,1281.0,21,1.0,37,34,10.0,16.0,7.0,71,1.0,1.0,4.0,9.0,17.0,40.0,4.0,4.0,4.0,2.0,8.0,,,,2.0,2.0,1.0,3.0,1.0,,2.0,,1.0,1.0,1.0,,10.0,0.5,0.5,0.4444444444444444,0.3666666666666666,0.4444444444444444,40.90909090909091,0.25,,,,0.1333333333333333,,,,,,,0.0666666666666666,1.0,1.0,1.0,0.4666666666666667,0.4626333333333334,9.3,0.2702702702702703,7.0,1.0,1.0,5.0,,6.0,6.0,,,1.0,4.0,5.0,,,,2.0,,,,,,,,,,3.0,7.0,2.0,4.0,2.0,,,0.4,0.4,,,,,0.4666666666666667,0.0666666666666666,1.0,1.0,,0.3333333333333333,,0.4103,0.4435166666666667,0.1176470588235294,0.1818181818181818,0.2352941176470588,25.700000000000003,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,0.5,0.5,0.5,1.0,0.5,0.25,0.2857142857142857,0.2857142857142857,0.5,0.0666666666666666,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.2,0.1176470588235294,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,868.0,14,16.0,25,21,4.0,13.0,6.0,46,2.0,2.0,4.0,6.0,14.0,15.0,2.0,,,,,2.0,1.0,,1.0,2.0,3.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,4.0,0.25,0.3333333333333333,0.6666666666666666,0.7857142857142857,0.7777777777777778,33.33333333333333,0.1428571428571428,0.1666666666666666,,0.25,0.0833333333333333,0.2142857142857142,,0.2857142857142857,,,1.0,0.2857142857142857,1.0,1.0,,0.4285714285714285,0.5068928571428571,8.0,0.16,3.0,1.0,1.0,1.0,,1.0,3.0,,,,,1.0,,,,,1.0,2.0,2.0,,,2.0,,2.0,,3.0,4.0,2.0,,,,,,0.1428571428571428,1.0,0.1666666666666666,,0.5,0.4285714285714285,0.1428571428571428,1.0,1.0,1.0,0.1428571428571428,,0.4595,,0.2222222222222222,0.25,,24.1,1.0,,,1.0,,1.0,1.0,2.0,2.0,,,6.0,,1.0,,,,,,,1.0,1.0,0.5,0.5,0.5,,,0.5,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,,,1.0,0.1428571428571428,1.0,1.0,3.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,1655.0,28,12.0,48,44,12.0,23.0,11.0,92,,,,,,43.0,,1.0,1.0,1.0,2.0,,,,1.0,2.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,12.0,,,,,,3.278688524590164,0.0909090909090909,,,,0.05,,,,,,1.0,,,,,1.0,0.41445,,0.25,,,,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,0.2847,0.2847,,,,25.2,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,0.5,,,,,1.0,,,,,,,1.0,,,1.0,1.0,0.5,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1641710,1610612753,Anthony Black,Anthony Black,1641710,ORL,1322.0,22,6.0,40,37,13.0,18.0,9.0,77,4.0,6.0,5.0,7.0,11.0,33.0,6.0,,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,13.0,0.6,0.6,0.7142857142857143,0.4166666666666667,0.4583333333333333,23.52941176470588,,0.1111111111111111,0.1428571428571428,,0.0714285714285714,0.0454545454545454,,,,0.1666666666666666,,0.5,0.6666666666666666,0.6666666666666666,0.75,0.9166666666666666,0.5887708333333332,2.6142857142857143,0.325,1.0,,,5.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,,,,,,,,,,,,,2.0,2.0,2.0,,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4166666666666667,,0.1666666666666666,,,0.0833333333333333,,,,,0.4166666666666667,0.3333333333333333,0.589,0.6986833333333333,,,0.3636363636363636,26.160000000000004,1.0,,,,1.0,,1.0,2.0,2.0,1.0,,4.0,,,,1.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,,,,,,0.3333333333333333,,0.1818181818181818,1.0,2.0,,,,0.6666666666666666,0.5,,,,,,2.0,2.0,1.0,0.6666666666666666,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,540.0,9,2.0,15,13,2.0,5.0,3.0,28,2.0,2.0,2.0,3.0,4.0,17.0,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,1.0,,,,,,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,16.666666666666668,0.2,0.25,,0.3333333333333333,0.125,0.2857142857142857,,,,,,0.6666666666666666,1.0,1.0,,0.6666666666666666,0.5746,2.4,0.1333333333333333,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,1.0,1.0,,,0.25,,,0.3333333333333333,,,,,,,0.66545,0.6507,,,0.5,,,,,,,,2.0,2.0,4.0,,,4.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,2.0,,4.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
202709,1610612753,Cory Joseph,Cory Joseph,202709,ORL,57.0,1,-1.0,2,1,,,,3,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
203484,1610612753,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,ORL,63.0,1,1.0,3,1,1.0,,,4,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
1629048,1610612753,Goga Bitadze,Goga Bitadze,1629048,ORL,74.0,1,,3,2,3.0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,1630175,1610612753
