EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,OffFTReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,on,StepOutOfBoundsTurnovers,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,13707.0,228.0,40.0,423,419,102.0,98,47,842,6.0,9.0,,3.0,32.0,17.0,36.0,2.0,6.0,5.0,15.0,1.0,4.0,37.0,77.0,7.0,21.0,35.0,130.0,424.0,6.0,16.0,1.0,6.0,12.0,27.0,30.0,44.0,21.0,13.0,5.0,4.0,9.0,1.0,23.0,7.0,8.0,26.0,37.0,8.0,45.0,3.0,3.0,3.0,,3.0,3.0,4.0,2.0,7.0,,7.0,11.0,35.0,1.0,,44.0,20.0,27.0,102.0,0.40540540540540543,0.4166666666666667,1.0,0.3333333333333333,0.16666666666666666,0.3684210526315789,0.4805194805194805,0.375,0.4846938775510204,0.3409090909090909,0.5508474576271186,0.48214285714285715,0.21428571428571427,26.15062761506276,0.42857142857142855,0.16560509554140126,0.047619047619047616,0.17391304347826086,0.16748768472906403,0.03980099502487562,0.06,0.20754716981132076,0.13333333333333333,0.058823529411764705,0.09183673469387756,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.32653061224489793,0.3673469387755102,0.4722222222222222,0.4722222222222222,0.5294117647058824,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.15306122448979592,0.3333333333333333,0.3333333333333333,1.0,0.13636363636363635,,0.18181818181818182,0.25,0.30612244897959184,0.38461538461538464,0.4468218750000001,0.4551575,0.1810344827586207,0.2127659574468085,0.2076923076923077,12.722077922077922,27.319047619047616,0.24113475177304963,1.0,2.0,14.0,3.0,6.0,2.0,14.0,2.0,1.0,3.0,,1.0,3.0,,2.0,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,2.0,0.5,0.6,0.5833333333333334,0.012987012987012988,,0.03125,0.17647058823529413,0.018518518518518517,0.1,,,0.1111111111111111,0.1694915254237288,1.0,0.4375,0.45161290322580644,0.35714285714285715,0.2,0.5,0.51640625,0.1076923076923077,2.0,5.0,4.0,1.0,,1.0,,,0.02631578947368421,,2.0,,,,0.25,0.09090909090909091,,1.0,1.0,1.0,3.0,2.0,4.0,0.5,0.1,1.0,1.0,0.3,0.3333333333333333,1.0,1.0,,,,1.0,1.0,0.045454545454545456,,,,,,True,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,5834.0,97.0,-9.0,186,184,74.0,86,33,370,4.0,7.0,1.0,3.0,2.0,3.0,10.0,1.0,7.0,2.0,5.0,,2.0,8.0,19.0,3.0,12.0,1.0,26.0,200.0,2.0,7.0,,4.0,1.0,5.0,8.0,8.0,9.0,5.0,2.0,3.0,4.0,3.0,9.0,5.0,5.0,9.0,16.0,5.0,21.0,1.0,2.0,2.0,,1.0,,,,1.0,,7.0,13.0,4.0,,1.0,4.0,2.0,5.0,74.0,0.5,0.6666666666666666,1.0,0.25,,0.25,0.42105263157894735,0.2857142857142857,0.4032258064516129,0.18181818181818182,0.3939393939393939,0.20833333333333334,0.3870967741935484,14.912280701754387,1.0,0.140625,0.05952380952380952,0.2777777777777778,0.17073170731707318,0.04716981132075472,0.047619047619047616,0.11538461538461539,0.38461538461538464,0.05263157894736842,0.22580645161290322,0.5714285714285714,0.6666666666666666,0.5,0.06451612903225806,0.3225806451612903,0.3,0.3,0.6666666666666666,0.22580645161290322,0.14285714285714285,0.14285714285714285,1.0,0.16129032258064516,0.4,0.4,1.0,0.2727272727272727,0.3333333333333333,0.18181818181818182,,0.6129032258064516,0.4,0.4923241935483872,0.5028318181818182,0.06060606060606061,0.09523809523809523,0.19230769230769232,11.568421052631578,24.125,0.3978494623655914,2.0,4.0,1.0,2.0,4.0,,4.0,4.0,1.0,,,,2.0,1.0,,1.0,,,,3.0,2.0,1.0,3.0,3.0,,3.0,,0.5,0.4,0.3333333333333333,0.05263157894736842,0.14285714285714285,,0.2222222222222222,,,0.1111111111111111,,0.13333333333333333,0.17391304347826086,1.0,0.5,0.5,,0.8,0.5,0.5967125,0.15384615384615385,,1.0,1.0,,,,,,,,2.0,,,,,0.18181818181818182,,,1.0,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,True,,,,,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,10659.0,178.0,-12.0,326,329,110.0,116,39,655,13.0,18.0,5.0,8.0,5.0,1.0,1.0,,,,,,,16.0,24.0,,,3.0,35.0,333.0,5.0,11.0,,,1.0,11.0,18.0,14.0,,,,5.0,6.0,2.0,13.0,21.0,7.0,28.0,37.0,26.0,63.0,1.0,1.0,1.0,,3.0,,8.0,3.0,11.0,4.0,9.0,18.0,9.0,3.0,2.0,5.0,3.0,11.0,110.0,0.5625,1.0,,,,,0.6666666666666666,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.6730769230769231,0.4583333333333333,,9.840425531914894,0.2727272727272727,0.25688073394495414,0.16030534351145037,0.18421052631578946,0.23809523809523808,0.15384615384615385,0.225,0.2894736842105263,0.19230769230769232,0.14285714285714285,0.75,0.7222222222222222,0.7647058823529411,0.46153846153846156,0.20833333333333334,0.041666666666666664,1.0,1.0,1.0,,,,,,,,,0.7272727272727273,0.625,,,0.75,,0.5413250000000001,0.5424636363636363,0.11538461538461539,0.11538461538461539,0.3142857142857143,2.85,,0.3374233128834356,7.0,11.0,2.0,7.0,11.0,,14.0,14.0,1.0,2.0,1.0,5.0,2.0,3.0,7.0,4.0,,1.0,,13.0,9.0,4.0,13.0,7.0,2.0,2.0,,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.041666666666666664,0.05555555555555555,,0.18181818181818182,0.13157894736842105,0.1891891891891892,0.09259259259259259,0.1,0.22580645161290322,0.25,0.5384615384615384,0.4,0.4,1.0,1.0,0.6363636363636364,0.5917,0.4,,1.0,1.0,,,,,,0.14285714285714285,,,,1.0,,0.16666666666666666,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,True,,,,,
2239,1610612742,Trenton Hassell,Trenton Hassell,2239,DAL,5660.0,94.0,-6.0,176,176,78.0,101,16,352,,2.0,,1.0,4.0,5.0,11.0,,,,1.0,,,6.0,17.0,,1.0,,12.0,168.0,3.0,5.0,,,,6.0,6.0,6.0,,1.0,,7.0,7.0,4.0,14.0,,1.0,7.0,10.0,,10.0,,1.0,1.0,,,,2.0,,2.0,,2.0,9.0,,,,,,6.0,78.0,0.5,0.5,,,,,0.35294117647058826,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.05555555555555555,10.416666666666668,,0.11864406779661017,,0.06666666666666667,0.10810810810810811,,,0.12,,,0.1111111111111111,,,,0.2222222222222222,0.6111111111111112,0.45454545454545453,0.45454545454545453,0.6,,,,,0.05555555555555555,,,,0.2,,,,0.16666666666666666,,0.40090277777777783,0.39892000000000005,,,0.5,14.347058823529414,26.0,0.4431818181818182,,,1.0,1.0,3.0,,2.0,,,3.0,,,2.0,,,1.0,,,,,,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.25,,,,,0.1875,0.05555555555555555,,0.25,0.25,,,,0.3937,0.16666666666666666,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,740.0,12.0,-9.0,28,28,17.0,14,3,56,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,2.0,3.0,,1.0,2.0,6.0,31.0,1.0,1.0,,,2.0,4.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,2.0,,4.0,17.0,0.5,0.5,,,,,0.6666666666666666,1.0,0.5,1.0,0.6,1.0,0.25,19.35483870967742,1.0,0.16666666666666666,,0.25,0.2,0.07692307692307693,,1.0,0.3333333333333333,,0.5,1.0,1.0,0.5,0.25,,,,,,,,,0.25,,,,1.0,1.0,,,0.75,,0.43723333333333336,0.4904,,,0.6666666666666666,3.0333333333333337,60.0,0.6071428571428571,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,0.25,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,4979.0,83.0,2.0,164,164,59.0,97,18,328,5.0,11.0,,3.0,4.0,2.0,8.0,1.0,3.0,1.0,6.0,,2.0,9.0,23.0,2.0,9.0,14.0,38.0,170.0,2.0,10.0,1.0,3.0,7.0,14.0,10.0,8.0,3.0,5.0,1.0,3.0,9.0,3.0,24.0,4.0,1.0,1.0,2.0,4.0,6.0,,4.0,3.0,1.0,3.0,2.0,1.0,,4.0,,2.0,5.0,9.0,,,14.0,5.0,14.0,59.0,0.5555555555555556,0.5555555555555556,0.5,0.2222222222222222,0.3333333333333333,0.25,0.391304347826087,0.2,0.375,0.2692307692307692,0.4868421052631579,0.4375,0.28125,22.82608695652174,0.75,0.0196078431372549,0.07142857142857142,0.05555555555555555,0.028985507246376812,0.056338028169014086,0.058823529411764705,,,,0.34375,0.45454545454545453,0.5,0.4,0.125,0.25,0.25,0.25,1.0,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.16666666666666666,0.2,,0.23076923076923078,,0.15384615384615385,,0.625,0.2,0.48265967741935484,0.45052500000000006,0.16216216216216217,0.17857142857142858,0.3684210526315789,8.2,27.0,0.3597560975609756,,1.0,2.0,,1.0,,,,1.0,,,,,1.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,0.043478260869565216,0.09090909090909091,,,,0.09090909090909091,0.058823529411764705,,,0.05555555555555555,,0.5,0.5,0.5,0.5,,0.5593250000000001,,1.0,6.0,4.0,2.0,,,1.0,,,1.0,1.0,3.0,,,0.14285714285714285,0.07692307692307693,1.0,,1.0,,,,1.0,,0.5,,,,,,,,,,1.0,,0.1111111111111111,,1.0,1.0,0.1111111111111111,0.16666666666666666,True,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,1730.0,29.0,-17.0,55,56,29.0,33,3,111,1.0,3.0,,,2.0,,4.0,,,,4.0,,3.0,1.0,9.0,,4.0,4.0,6.0,55.0,,3.0,,3.0,2.0,2.0,2.0,,,4.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,3.0,2.0,,,4.0,1.0,2.0,29.0,1.0,1.0,,,,,0.1111111111111111,,0.07692307692307693,,0.2,0.14285714285714285,0.3076923076923077,27.586206896551726,1.0,,,,,,,,,,0.23076923076923078,0.3333333333333333,0.5,1.0,0.15384615384615385,0.3076923076923077,,,,,,,,0.3076923076923077,,,,,,0.5,,0.5384615384615384,,0.46760384615384615,0.40632500000000005,0.07142857142857142,0.1,0.3333333333333333,11.077777777777778,24.75,0.5272727272727272,,,,,,,,,2.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201174,1610612742,Nick Fazekas,Nick Fazekas,201174,DAL,543.0,9.0,,17,19,15.0,15,2,36,1.0,2.0,1.0,2.0,3.0,,,,,,,,,2.0,5.0,,,,4.0,13.0,2.0,5.0,,,,4.0,2.0,2.0,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,4.0,15.0,0.5,1.0,,,,,0.4,0.4,0.4,0.4,0.4,0.4,,26.31578947368421,,0.2,0.14285714285714285,,0.18181818181818182,0.1111111111111111,,0.3333333333333333,,,0.4,0.5,0.5,,0.6,,,,,,,,,,,,,0.4,0.5,,,0.4,,0.44517999999999996,0.44517999999999996,,,1.0,5.4399999999999995,,0.8823529411764706,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.5,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6302,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,30.0,,,1,2,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,8921.0,149.0,-21.0,273,279,76.0,106,26,552,9.0,16.0,2.0,4.0,3.0,2.0,6.0,3.0,6.0,,1.0,,,12.0,25.0,3.0,7.0,4.0,37.0,297.0,3.0,5.0,,1.0,2.0,8.0,10.0,14.0,9.0,1.0,,9.0,10.0,4.0,21.0,3.0,4.0,8.0,14.0,4.0,18.0,,,,,5.0,5.0,4.0,,9.0,,15.0,19.0,7.0,,1.0,7.0,4.0,8.0,76.0,0.4166666666666667,0.4166666666666667,1.0,0.42857142857142855,,0.42857142857142855,0.48,0.6,0.515625,0.5,0.5285714285714286,0.5714285714285714,0.21875,14.473684210526315,0.5555555555555556,0.07339449541284404,0.03260869565217391,0.2222222222222222,0.09448818897637795,0.02564102564102564,0.047619047619047616,0.09615384615384616,0.21428571428571427,,0.5,0.5625,0.6428571428571429,0.3333333333333333,0.09375,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.5,0.5,1.0,0.03125,,,,0.6666666666666666,0.5,,,0.71875,,0.48494218749999995,0.4923583333333333,0.11428571428571428,0.14285714285714285,0.21621621621621623,6.772,23.5,0.2783882783882784,,2.0,1.0,,3.0,,,,2.0,2.0,3.0,,2.0,,1.0,,,1.0,,4.0,3.0,,4.0,1.0,,1.0,,,,,0.08,0.125,,0.125,,,0.0392156862745098,,0.1,0.02702702702702703,0.25,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,0.48233333333333334,,,1.0,1.0,,1.0,2.0,,0.08333333333333333,,,1.0,,1.0,,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,False,1.0,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,80153.0,1336.0,-33.0,2491,2505,846.0,878,282,4996,72.0,136.0,22.0,40.0,148.0,73.0,134.0,,,,4.0,,2.0,210.0,418.0,,4.0,138.0,558.0,2704.0,52.0,110.0,,2.0,56.0,160.0,234.0,186.0,,3.0,,41.0,52.0,23.0,115.0,76.0,35.0,135.0,195.0,104.0,299.0,5.0,20.0,16.0,4.0,42.0,16.0,28.0,5.0,70.0,10.0,77.0,125.0,125.0,10.0,2.0,170.0,82.0,160.0,846.0,0.5571428571428572,0.6190476190476191,,,,,0.5023923444976076,0.4727272727272727,0.4976303317535545,0.4642857142857143,0.561491935483871,0.5633802816901409,0.009478672985781991,20.085166784953866,0.6,0.1400414937759336,0.08816705336426914,0.15486725663716813,0.14285714285714285,0.08945969884853854,0.0989010989010989,0.1687344913151365,0.17647058823529413,0.030864197530864196,0.3222748815165877,0.5294117647058824,0.6990291262135923,0.4861111111111111,0.35071090047393366,0.3175355450236967,0.5447761194029851,0.5488721804511278,0.7808219178082192,,,,,0.009478672985781991,,,,0.35714285714285715,0.55,0.017857142857142856,,0.33175355450236965,,0.4442233966745842,0.4493383928571427,0.16977225672877846,0.17118997912317327,0.2867383512544803,8.771531100478471,30.15,0.33962264150943394,25.0,44.0,65.0,37.0,67.0,26.0,100.0,42.0,43.0,12.0,6.0,25.0,25.0,26.0,22.0,11.0,11.0,21.0,13.0,41.0,19.0,14.0,41.0,28.0,2.0,14.0,14.0,0.5522388059701493,0.5522388059701493,0.6097560975609756,0.10287081339712918,0.2426470588235294,0.060810810810810814,0.25510204081632654,0.09363295880149813,0.11261261261261261,0.0653950953678474,0.07692307692307693,0.11231884057971014,0.12631578947368421,0.6829268292682927,0.4391891891891892,0.4676258992805755,0.38461538461538464,0.6567164179104478,0.5681818181818182,0.5011020408163266,0.17921146953405018,1.0,11.0,6.0,5.0,3.0,3.0,1.0,0.043478260869565216,0.10227272727272728,,,,2.0,0.007462686567164179,0.08928571428571429,,,,,,,,,,,,,,,,3.0,0.12,,,,8.0,,2.0,1.0,,0.25,0.25,False,2.0,5.0,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,150083.0,2501.0,417.0,4715,4700,1213.0,1147,515,9415,127.0,216.0,27.0,55.0,281.0,238.0,488.0,6.0,18.0,68.0,189.0,25.0,62.0,500.0,985.0,74.0,207.0,429.0,1651.0,4984.0,110.0,225.0,27.0,67.0,203.0,504.0,500.0,500.0,213.0,189.0,68.0,164.0,236.0,67.0,544.0,54.0,64.0,390.0,505.0,82.0,587.0,4.0,48.0,35.0,13.0,93.0,53.0,56.0,11.0,149.0,11.0,124.0,182.0,383.0,30.0,11.0,490.0,174.0,504.0,1213.0,0.5,0.5175983436853002,0.9594594594594594,0.357487922705314,0.40298507462686567,0.357487922705314,0.5076142131979695,0.4888888888888889,0.5125838926174496,0.5154109589041096,0.5811293781272338,0.6243718592964824,0.17365771812080538,28.98876404494382,0.6241610738255033,0.21207177814029363,0.03400503778337532,0.14285714285714285,0.1985133362483603,0.03759398496240601,0.01327433628318584,0.19745222929936307,0.13975155279503104,0.007233273056057866,0.18120805369127516,0.5879629629629629,0.6902173913043478,0.3700787401574803,0.23573825503355705,0.40939597315436244,0.48770491803278687,0.4968684759916493,0.6932773109243697,0.015100671140939598,0.3333333333333333,0.3333333333333333,1.0,0.15855704697986578,0.35978835978835977,0.3617021276595745,0.9558823529411765,0.18835616438356165,0.4909090909090909,0.21232876712328766,0.4032258064516129,0.3548657718120805,0.35978835978835977,0.44891725440806035,0.43912611683848807,0.13328313253012047,0.1556350626118068,0.3052695336159903,11.647208121827408,25.099516908212554,0.2572640509013786,25.0,43.0,135.0,57.0,104.0,37.0,178.0,34.0,56.0,79.0,18.0,26.0,51.0,40.0,38.0,8.0,13.0,41.0,71.0,69.0,51.0,15.0,69.0,40.0,1.0,12.0,71.0,0.5480769230769231,0.5423076923076923,0.5986394557823129,0.05685279187817259,0.14814814814814814,0.05338078291814947,0.32903225806451614,0.04814814814814815,0.052995391705069124,0.03561253561253561,0.06962025316455696,0.21714285714285714,0.22873345935727787,0.5797101449275363,0.4804270462633452,0.5075187969924813,0.2814814814814815,0.33076923076923076,0.5813953488372093,0.4656615789473684,0.10781344639612356,,72.0,49.0,23.0,2.0,20.0,32.0,0.017543859649122806,0.03926701570680628,2.0,5.0,9.0,9.0,0.018442622950819672,0.15079365079365079,0.017123287671232876,0.4,,1.0,9.0,25.0,9.0,26.0,0.34615384615384615,0.007692307692307693,,,0.19230769230769232,0.36,1.0,11.0,0.12,,,3.0,3.0,0.014285714285714285,,1.0,,0.004830917874396135,0.005291005291005291,False,,1.0,1.0,,
1731,1610612742,Tyronn Lue,Tyronn Lue,1731,DAL,10335.0,172.0,-22.0,316,319,92.0,118,27,635,5.0,9.0,1.0,2.0,12.0,8.0,19.0,2.0,3.0,7.0,14.0,2.0,5.0,18.0,40.0,9.0,17.0,1.0,64.0,335.0,5.0,9.0,2.0,5.0,1.0,17.0,8.0,28.0,24.0,13.0,7.0,11.0,15.0,10.0,34.0,,,13.0,13.0,,13.0,,,,,5.0,3.0,,,5.0,,11.0,28.0,8.0,,2.0,4.0,1.0,17.0,92.0,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.5294117647058824,0.4,0.5625,0.45,0.5555555555555556,0.5526315789473685,0.5714285714285714,0.5423728813559322,0.53125,0.2982456140350877,18.39080459770115,1.0,0.10833333333333334,,,0.08904109589041095,,,0.15625,,,0.15789473684210525,0.5555555555555556,0.625,0.4,0.21052631578947367,0.3333333333333333,0.42105263157894735,0.42105263157894735,0.25,0.05263157894736842,0.6666666666666666,0.6666666666666666,1.0,0.24561403508771928,0.5,0.5,0.8571428571428571,0.14285714285714285,0.5,0.35714285714285715,0.4,0.45614035087719296,0.5384615384615384,0.4522390909090911,0.4638846153846154,0.017241379310344827,0.024390243902439025,0.265625,11.59,28.00588235294118,0.2911392405063291,,1.0,5.0,,1.0,1.0,4.0,,2.0,1.0,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,5.0,1.0,,0.75,0.6666666666666666,0.05,0.1111111111111111,0.08333333333333333,,,,,,,0.09090909090909091,,0.4166666666666667,0.45454545454545453,,0.5,,0.5578,0.0625,1.0,4.0,3.0,1.0,,,,,,,,3.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,False,,,,,
