EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,AtRimAssists,BadPassTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,BlockedShortMidRange,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,on,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
101113,1610612754,Ike Diogu,Ike Diogu,101113,IND,2984.0,50,16,106,105,68,40,13,211,5.0,13.0,2.0,5.0,4.0,9.0,2.0,9.0,2.0,5.0,9.0,27,7.0,25.0,101,3.0,6.0,3.0,9.0,7.0,20.0,4.0,18.0,10.0,8.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,3,2.0,6,7.0,13,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,6.0,8.0,2.0,2.0,1.0,18.0,68,1.0,2.0,0.5555555555555556,0.7142857142857143,0.3333333333333333,0.5,0.35,0.3333333333333333,0.5,0.35,0.4032258064516129,0.5625,0.4090909090909091,0.2222222222222222,0.3076923076923077,0.2222222222222222,26.4,0.5,0.2857142857142857,0.0967741935483871,0.1276595744680851,0.08333333333333333,0.09090909090909091,0.09302325581395349,0.1206896551724138,0.2631578947368421,0.09090909090909091,0.09090909090909091,0.16666666666666666,0.1,0.3333333333333333,0.48148148148148145,0.38461538461538464,0.5555555555555556,0.2,0.3333333333333333,0.2222222222222222,0.2857142857142857,1.0,0.18518518518518517,0.4,0.4,1.0,0.8333333333333334,0.4,0.45,0.4444444444444444,0.48148148148148145,0.4732370370370371,0.55985,0.46339500000000006,0.06896551724137931,0.06896551724137931,0.36,0.72,6.68888888888889,0.6415094339622641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101122,1610612754,Danny Granger,Danny Granger,101122,IND,3019.0,50,11,105,104,29,52,14,209,4.0,7.0,1.0,1.0,,,,2.0,2.0,5.0,6.0,14,9.0,24.0,95,1.0,1.0,2.0,7.0,,2.0,1.0,4.0,4.0,8.0,2.0,,2.0,2.0,1.0,4.0,1.0,1.0,4.0,7,,11,2.0,13,,5.0,3.0,2.0,1.0,,,,1.0,,,2.0,6.0,6.0,10.0,5.0,,,4.0,29,1.0,,0.3333333333333333,0.4,0.42857142857142855,1.0,,0.4411764705882353,1.25,0.375,0.5454545454545454,1.1666666666666667,0.4,,,,18.852459016393443,1.0,,0.20588235294117646,0.029411764705882353,0.26666666666666666,0.0625,0.22448979591836735,0.04,,,0.0625,0.14285714285714285,0.2727272727272727,,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.25,0.11764705882352941,,,,0.29411764705882354,0.4,0.4,0.5,0.5,1.0,,,0.5882352941176471,0.5115441176470589,0.575825,0.41741249999999996,0.22727272727272727,0.2631578947368421,0.2916666666666667,0.16666666666666666,9.078571428571427,0.2761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.17647058823529413,0.0625,0.2,0.6666666666666666,0.25,0.5,0.058823529411764705,1.0,1.0,1.0,0.11764705882352941,0.5,1.0,1.0,0.25,1.0,0.25,25.133333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101143,1610612754,Travis Diener,Travis Diener,101143,IND,3488.0,58,6,132,129,63,72,18,261,4.0,5.0,,,2.0,3.0,,,4.0,9.0,8.0,14,3.0,28.0,126,,2.0,,,3.0,6.0,3.0,12.0,10.0,6.0,,,3.0,8.0,,21.0,1.0,2.0,1.0,2,,3,3.0,6,,1.0,1.0,,2.0,,1.0,,2.0,,,2.0,4.0,4.0,4.0,,2.0,,12.0,63,1.0,2.0,0.625,0.625,0.5714285714285714,,0.5,0.5208333333333334,,0.45,0.5384615384615384,,0.5,,,,18.543046357615893,1.0,,0.07692307692307693,0.05405405405405406,0.0625,0.038461538461538464,0.07142857142857142,0.047619047619047616,0.06666666666666667,,,0.2,0.07692307692307693,,0.20833333333333334,0.8,0.8,0.5,,,,,0.375,0.4444444444444444,0.4444444444444444,0.75,,,0.3,0.6666666666666666,0.625,0.48626086956521736,0.505525,0.5066777777777777,,,,0.42857142857142855,12.478571428571428,0.4772727272727273,,,,,,,10.0,4.0,3.0,10.0,,1.0,1.0,4.0,6.0,9.0,3.0,1.0,,,,,,0.6666666666666666,0.3,,0.25,0.3333333333333333,0.4166666666666667,0.07692307692307693,,,,,,,,,0.4166666666666667,,,,,,0.4,26.869999999999997,3.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,1.0,0.3333333333333333,0.3,0.3,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101211,1610612754,Stephen Graham,Stephen Graham,101211,IND,7663.0,128,10,275,271,115,112,36,546,13.0,16.0,1.0,3.0,5.0,8.0,4.0,6.0,10.0,22.0,27.0,44,12.0,87.0,271,2.0,5.0,3.0,10.0,11.0,19.0,4.0,35.0,28.0,26.0,4.0,2.0,7.0,9.0,4.0,20.0,1.0,3.0,5.0,10,3.0,18,4.0,22,,4.0,4.0,,4.0,6.0,1.0,,10.0,,,5.0,14.0,11.0,16.0,7.0,2.0,1.0,35.0,115,2.0,2.0,0.5185185185185185,0.56,0.6136363636363636,0.4,0.5789473684210527,0.646551724137931,0.5,0.5961538461538461,0.6692307692307692,0.5555555555555556,0.625,0.045454545454545456,,0.16666666666666666,23.659305993690854,0.4,0.2,0.12987012987012986,0.03225806451612903,0.14705882352941177,0.022222222222222223,0.13513513513513514,0.028985507246376812,0.030303030303030304,,0.023809523809523808,0.09523809523809523,0.15384615384615385,,0.27586206896551724,0.8125,0.8125,0.6153846153846154,0.10344827586206896,0.6666666666666666,0.8,0.75,0.3793103448275862,0.45454545454545453,0.47619047619047616,0.3,0.42857142857142855,0.3333333333333333,0.3076923076923077,0.625,0.5172413793103449,0.485148275862069,0.47897999999999996,0.49927499999999997,0.1111111111111111,0.14285714285714285,0.11494252873563218,0.40229885057471265,11.13409090909091,0.41818181818181815,3.0,3.0,,,2.0,2.0,11.0,5.0,7.0,14.0,1.0,2.0,3.0,7.0,18.0,11.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.5,0.5,0.42857142857142855,0.5,0.2413793103448276,0.04878048780487805,0.2631578947368421,0.0625,0.125,1.0,0.05172413793103448,1.0,1.0,1.0,0.1896551724137931,,,,0.07692307692307693,1.0,0.19230769230769232,25.135714285714283,4.0,2.0,1.0,3.0,,4.0,2.0,2.0,,,0.36363636363636365,0.36363636363636365,0.75,0.2857142857142857,0.2,0.36363636363636365,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.045454545454545456,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,
2416,1610612754,Kareem Rush,Kareem Rush,2416,IND,2384.0,40,-16,87,87,53,38,13,174,1.0,3.0,,,1.0,2.0,,2.0,1.0,3.0,2.0,8,2.0,9.0,102,,,,,2.0,4.0,2.0,6.0,2.0,2.0,,1.0,2.0,3.0,1.0,7.0,,,1.0,2,1.0,4,,4,,2.0,1.0,1.0,,,,,,,,1.0,4.0,2.0,2.0,,1.0,,6.0,53,1.0,1.0,0.5,0.5,0.25,,0.5,0.25,,0.3333333333333333,0.3,,0.42857142857142855,0.125,,,15.0,,0.125,0.1,,0.125,,0.10714285714285714,,,,,,0.14285714285714285,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,0.21428571428571427,0.3333333333333333,0.5,1.0,,,0.3333333333333333,0.5,0.6428571428571429,0.4714571428571429,,0.442625,,,,0.6666666666666666,10.975,0.6091954022988506,,2.0,,,,,4.0,2.0,1.0,6.0,,,,2.0,3.0,4.0,1.0,,,,,,,1.0,0.16666666666666666,,,0.16666666666666666,0.42857142857142855,,0.4,,,,0.14285714285714285,,,,0.2857142857142857,,,,,,0.3333333333333333,24.5,1.0,,,,,1.0,1.0,,1.0,,0.25,0.25,1.0,,,0.25,,,,,,,1.0,,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,
2605,1610612754,Marquis Daniels,Marquis Daniels,2605,IND,2354.0,39,3,83,79,20,18,7,162,2.0,6.0,,,,1.0,3.0,4.0,,2.0,5.0,12,1.0,11.0,89,,1.0,,,1.0,3.0,,2.0,2.0,8.0,,2.0,1.0,2.0,,5.0,,3.0,,3,,3,3.0,6,,3.0,3.0,,1.0,,1.0,,1.0,,,,3.0,2.0,1.0,1.0,,1.0,2.0,20,,,0.2,0.2,0.4166666666666667,,0.3333333333333333,0.3333333333333333,,0.2,0.36666666666666664,,0.2,0.16666666666666666,0.3333333333333333,,17.204301075268816,1.0,,0.13043478260869565,0.10344827586206896,,,0.09090909090909091,0.07317073170731707,0.1111111111111111,,,0.07142857142857142,,,0.4,0.3333333333333333,0.5,0.5,0.26666666666666666,0.75,0.75,,0.13333333333333333,,,,,,0.2,,0.6,0.51761,0.36,0.47928,0.06666666666666667,0.08333333333333333,,0.18181818181818182,6.575,0.24096385542168675,,,,,,,3.0,2.0,,3.0,,,,2.0,,3.0,1.0,,,,,,,,,,,,0.2,0.14285714285714285,0.25,0.2,,,,,,,0.2,,,,,,0.4,24.96666666666667,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
101261,1610612754,Andre Owens,Andre Owens,101261,IND,2611.0,44,16,90,90,46,39,13,180,4.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,7.0,14,2.0,16.0,80,1.0,2.0,,2.0,2.0,5.0,1.0,5.0,2.0,12.0,,,5.0,7.0,3.0,16.0,,2.0,,8,1.0,9,2.0,11,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,5.0,5.0,4.0,3.0,1.0,1.0,,5.0,46,,1.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.4,0.3888888888888889,0.5,0.2222222222222222,0.42105263157894735,0.5,0.25,,,,19.626168224299064,0.5,0.2,0.25,0.05128205128205128,,,0.18604651162790697,0.04,0.058823529411764705,,,0.3888888888888889,,0.18181818181818182,0.4444444444444444,0.5,0.5,0.25,0.05555555555555555,1.0,1.0,,0.2777777777777778,0.4,0.4,,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5022735294117647,0.396,0.48676875000000003,0.05555555555555555,0.07142857142857142,0.125,0.3125,8.321428571428571,0.5111111111111111,,,,,,,4.0,4.0,,4.0,,,,4.0,,4.0,1.0,1.0,,,,,,,,,,,0.2222222222222222,0.058823529411764705,,0.2,,,,,,,0.2222222222222222,,,,,,0.4444444444444444,31.625,,,,,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,True,,,,,,,,,,,,,,,,
200761,1610612754,Shawne Williams,Shawne Williams,200761,IND,2334.0,39,18,87,85,58,49,15,172,2.0,5.0,1.0,2.0,2.0,4.0,,1.0,2.0,4.0,4.0,10,4.0,12.0,73,1.0,2.0,,2.0,4.0,9.0,4.0,12.0,,8.0,,1.0,3.0,4.0,,9.0,2.0,1.0,1.0,2,1.0,4,3.0,7,,1.0,1.0,,3.0,2.0,2.0,,5.0,,2.0,3.0,5.0,2.0,4.0,1.0,1.0,,12.0,58,2.0,1.0,,,0.4,0.5,0.4444444444444444,0.2857142857142857,0.5,0.3076923076923077,0.375,0.5,0.4,0.1,0.2,,20.388349514563107,0.6,0.2,0.08695652173913043,0.03571428571428571,0.1111111111111111,0.14285714285714285,0.09375,0.07142857142857142,,,0.15384615384615385,0.2,0.16666666666666666,,0.35714285714285715,0.4,0.5,,0.07142857142857142,,,,0.2857142857142857,0.5,0.5,,1.0,0.5,0.3076923076923077,0.5,0.6428571428571429,0.5272142857142857,,0.5108461538461538,0.06666666666666667,0.09090909090909091,0.16666666666666666,1.0,8.1,0.6666666666666666,,1.0,,,,1.0,3.0,3.0,,4.0,,,,4.0,,3.0,2.0,1.0,,1.0,,1.0,,,,,,,0.2857142857142857,0.16666666666666666,,,,,0.07142857142857142,,,,0.21428571428571427,,,,0.07692307692307693,,0.23076923076923078,25.200000000000003,,,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,2570.0,43,-15,97,96,29,38,10,193,3.0,3.0,,,1.0,1.0,,,1.0,4.0,4.0,7,5.0,22.0,106,,,,3.0,1.0,2.0,2.0,4.0,2.0,6.0,,,3.0,3.0,1.0,6.0,,,1.0,4,,5,,5,,1.0,1.0,,4.0,1.0,2.0,1.0,5.0,,1.0,2.0,4.0,4.0,5.0,3.0,,,4.0,29,2.0,,0.25,0.25,0.5714285714285714,,0.5,0.4473684210526316,0.5,0.16666666666666666,0.5238095238095238,0.5,0.2857142857142857,,,,24.299065420560748,0.8,,0.2,,0.08333333333333333,,0.15625,,,,,0.2727272727272727,0.125,,0.15789473684210525,1.0,1.0,,,,,,0.21052631578947367,0.25,0.25,1.0,,,0.16666666666666666,1.0,0.7894736842105263,0.522371052631579,0.57755,0.5088333333333334,0.14285714285714285,0.3333333333333333,0.13636363636363635,0.18181818181818182,10.414285714285713,0.29896907216494845,,,,,,,12.0,4.0,3.0,12.0,1.0,3.0,,4.0,9.0,12.0,2.0,2.0,,,,,,1.0,0.25,0.3333333333333333,,0.25,0.631578947368421,,,0.2,,,,,,,0.631578947368421,,,,,,0.6666666666666666,25.13333333333333,3.0,3.0,,,,3.0,,,,,0.25,0.25,1.0,1.0,,0.25,1.0,,,,,,,1.0,,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,
2436,1610612754,Flip Murray,Flip Murray,2436,IND,1534.0,26,-6,50,50,13,7,6,100,2.0,3.0,,,1.0,2.0,1.0,2.0,1.0,5.0,4.0,10,1.0,15.0,59,1.0,1.0,,2.0,2.0,3.0,,4.0,,8.0,,1.0,2.0,3.0,,7.0,,,1.0,3,,4,,4,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,2.0,1.0,,,4.0,13,,,,,0.4,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.1,,0.5,27.118644067796613,1.0,,0.17647058823529413,,0.1,,0.14814814814814814,,,,,0.2,0.125,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.5,1.0,,0.35714285714285715,0.2,0.2,,,,0.6666666666666666,0.5,0.5,0.4750571428571429,0.444175,0.5045333333333334,0.06666666666666667,0.09090909090909091,0.13333333333333333,0.26666666666666666,10.440000000000001,0.26,,,,,,,4.0,,2.0,4.0,,1.0,,,3.0,4.0,1.0,,,,,,,0.5,0.5,,,0.5,0.2857142857142857,,,0.5,,,,,,,0.2857142857142857,,,,,,,25.525,2.0,1.0,,3.0,,2.0,1.0,,1.0,,0.5,0.5,0.5,0.5,,0.5,,1.0,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,
