EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,LongMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,PtsPutbacks,Arc3Assists,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,SelfOReb,BadPassSteals,NonShootingFoulsDrawn,ShortMidRangePctBlocked,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedShortMidRange,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,DefensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,on,Defensive 3 Seconds Violations,SecondChanceArc3FGM,HeaveMakes,Fg3aBlocked,Clear Path Fouls,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,3198.0,53,37,102,99,34.0,36,14,201,3.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,7,13,3.0,17,84,1.0,3.0,2.0,2.0,3.0,3.0,7.0,10.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,8.0,2.0,15.0,5.0,20,1.0,1.0,1.0,1.0,4.0,5.0,1.0,7.0,16.0,1.0,3.0,5.0,3.0,4.0,2.0,7.0,34.0,0.7142857142857143,0.7142857142857143,0.5384615384615384,0.3333333333333333,0.6666666666666666,0.5384615384615384,0.3333333333333333,0.6666666666666666,0.5666666666666667,0.3333333333333333,0.7,0.15384615384615385,0.3333333333333333,16.80672268907563,0.2,0.6666666666666666,0.19047619047619047,0.13793103448275862,0.38461538461538464,0.07142857142857142,0.23636363636363636,0.11627906976744186,0.1,0.17647058823529413,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.5,0.2,0.46153846153846156,0.5,0.75,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.3076923076923077,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.46153846153846156,0.4860692307692308,0.49174999999999996,0.5574666666666667,0.13333333333333333,0.13333333333333333,0.11764705882352941,0.4117647058823529,8.246153846153847,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,938.0,16,-16,29,30,6.0,11,2,59,,,,,,,,,1.0,1.0,1,1,,5,43,,,,,,,,2.0,,,,2.0,,4.0,,,,4.0,,4.0,,4,,,,,,,,1.0,1.0,,,1.0,1.0,,,,6.0,1.0,1.0,1.0,,,0.625,,,0.625,,,,,12.903225806451614,,,0.3333333333333333,,,,0.25,,,,,0.14285714285714285,,0.6,,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,0.75,0.5427,,,,,,,15.5,0.20689655172413793,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.75,1.0,0.25,1.0,1.0,1.0,0.5,34.166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200081,1610612761,Jamario Moon,Jamario Moon,200081,TOR,2903.0,48,17,89,91,23.0,24,13,180,7.0,9.0,3.0,4.0,1.0,1.0,,,3.0,7.0,10,16,1.0,24,88,3.0,4.0,6.0,2.0,3.0,,4.0,14.0,6.0,1.0,1.0,2.0,,5.0,,4.0,2.0,2.0,,4.0,4.0,8,,,1.0,,,1.0,,3.0,4.0,,,3.0,,1.0,1.0,4.0,23.0,0.7,0.7777777777777778,0.625,0.75,0.6666666666666666,0.6052631578947368,0.75,0.6666666666666666,0.631578947368421,0.75,0.6666666666666666,0.0625,0.1111111111111111,19.047619047619047,1.0,,0.06060606060606061,0.125,0.14285714285714285,,0.0851063829787234,0.09523809523809523,0.21428571428571427,,,,0.2,0.08333333333333333,0.2,,0.47368421052631576,0.7777777777777778,0.875,0.7142857142857143,,,,,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.631578947368421,0.501628947368421,0.546575,0.409,0.05263157894736842,0.0625,0.25,0.16666666666666666,8.412500000000001,0.25842696629213485,1.0,1.0,2.0,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15789473684210525,1.0,0.05263157894736842,1.0,1.0,1.0,0.10526315789473684,24.2,2.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,8480.0,141,47,265,259,50.0,70,33,524,3.0,9.0,,,,1.0,1.0,3.0,4.0,15.0,8,27,5.0,27,243,,2.0,,,6.0,,,,16.0,1.0,10.0,21.0,2.0,52.0,1.0,2.0,,4.0,,4.0,3.0,7,6.0,3.0,1.0,,,1.0,,3.0,12.0,,,4.0,,6.0,2.0,,50.0,,,0.2962962962962963,,,0.2558139534883721,,,0.29347826086956524,,,0.037037037037037035,,15.460526315789474,1.0,,0.039603960396039604,0.021739130434782608,,0.029411764705882353,0.02962962962962963,0.023809523809523808,,0.0392156862745098,0.2,0.05714285714285714,0.058823529411764705,0.02040816326530612,,,0.20930232558139536,0.3333333333333333,0.3333333333333333,,0.06976744186046512,0.3333333333333333,0.5,,0.3488372093023256,0.26666666666666666,0.26666666666666666,,,,,0.1,,0.5813953488372093,0.49093095238095247,0.48011249999999994,0.43881666666666663,0.044444444444444446,0.06896551724137931,,,12.222222222222221,0.18867924528301888,1.0,2.0,14.0,2.0,16.0,6.0,1.0,13.0,11.0,7.0,,,,,1.0,0.125,0.13333333333333333,0.37209302325581395,,0.046511627906976744,0.5,0.5,1.0,0.32558139534883723,26.99375,,8.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.03333333333333333,0.07142857142857142,0.07142857142857142,1.0,0.25,0.25,0.4,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2574,1610612761,Jason Kapono,Jason Kapono,2574,TOR,6548.0,109,45,199,193,25.0,39,28,392,1.0,2.0,,,,,1.0,2.0,11.0,19.0,13,23,3.0,53,173,1.0,4.0,9.0,1.0,2.0,,5.0,18.0,8.0,1.0,1.0,5.0,1.0,11.0,1.0,1.0,2.0,4.0,,6.0,3.0,9,,,2.0,,3.0,5.0,2.0,1.0,6.0,1.0,,1.0,,3.0,1.0,5.0,25.0,0.6923076923076923,0.6923076923076923,0.5652173913043478,0.25,0.5,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.043478260869565216,,17.59656652360515,0.4,,0.04938271604938271,0.012987012987012988,0.07407407407407407,0.038461538461538464,0.05555555555555555,0.019417475728155338,,0.022727272727272728,,0.038461538461538464,0.07692307692307693,0.047619047619047616,,0.18181818181818182,0.05714285714285714,0.5,0.5,1.0,0.05714285714285714,0.5,1.0,,0.5428571428571428,0.5789473684210527,0.5789473684210527,0.7272727272727273,,,,,,0.4,0.46893428571428564,0.4532125,0.42123333333333335,0.027777777777777776,0.041666666666666664,0.16981132075471697,0.09433962264150944,16.1,0.12562814070351758,6.0,8.0,4.0,8.0,12.0,24.0,,4.0,4.0,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.34285714285714286,,0.22857142857142856,0.75,0.75,1.0,0.11428571428571428,23.858333333333334,,,2.0,,,,,2.0,2.0,,,2.0,1.0,2.0,3.0,,,,,0.5,,0.5,0.5,1.0,0.3333333333333333,,,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.045454545454545456,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,569.0,9,-9,17,17,,7,3,34,,,,,,,1.0,2.0,,,1,2,,2,18,,1.0,,,,,,2.0,,,1.0,1.0,1.0,3.0,,1.0,,1.0,,1.0,1.0,2,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,0.5,,,0.5,,,,,9.090909090909092,,,0.2,0.09090909090909091,,,0.1111111111111111,0.06666666666666667,,0.14285714285714285,,,0.25,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,0.4133,0.4422,,,,,,6.65,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2568,1610612761,Carlos Delfino,Carlos Delfino,2568,TOR,6921.0,115,37,214,208,29.0,56,27,422,7.0,18.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,15.0,13,35,8.0,40,191,1.0,4.0,2.0,1.0,1.0,5.0,7.0,2.0,24.0,3.0,2.0,18.0,2.0,38.0,,6.0,6.0,13.0,,19.0,6.0,25,2.0,,2.0,2.0,8.0,10.0,2.0,7.0,15.0,1.0,2.0,7.0,,11.0,6.0,7.0,29.0,0.07692307692307693,0.08333333333333333,0.37142857142857144,0.25,1.0,0.3137254901960784,0.16666666666666666,1.0,0.36363636363636365,0.16666666666666666,0.875,0.08571428571428572,0.16666666666666666,26.31578947368421,0.2,,0.15476190476190477,0.07692307692307693,0.21428571428571427,,0.16964285714285715,0.05555555555555555,0.08,0.044444444444444446,,0.10714285714285714,0.14285714285714285,0.19047619047619047,0.17647058823529413,0.2727272727272727,0.35294117647058826,0.3888888888888889,0.4666666666666667,,0.0392156862745098,1.0,1.0,,0.29411764705882354,0.26666666666666666,0.26666666666666666,0.25,0.6666666666666666,0.25,,1.0,1.0,0.6666666666666666,0.508975,0.5181416666666666,0.4954,0.1111111111111111,0.15789473684210525,0.05,0.175,8.865714285714287,0.13551401869158877,,1.0,15.0,2.0,16.0,6.0,1.0,14.0,16.0,5.0,2.0,2.0,2.0,,1.0,0.125,0.13333333333333333,0.3137254901960784,,0.0196078431372549,,,,0.29411764705882354,26.75,2.0,,,,3.0,,0.25,1.0,2.0,1.0,,2.0,,2.0,8.0,3.0,1.0,2.0,1.0,,0.03225806451612903,0.13333333333333333,0.13333333333333333,1.0,0.16666666666666666,0.16666666666666666,,0.14285714285714285,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
1766,1610612761,Maceo Baston,Maceo Baston,1766,TOR,543.0,9,5,21,18,6.0,7,1,39,3.0,3.0,1.0,1.0,,,,,,,3,3,3.0,9,17,1.0,1.0,2.0,,,2.0,2.0,2.0,4.0,,,,,,1.0,,,,,,1.0,1,1.0,,,,,,,1.0,1.0,,,5.0,1.0,4.0,1.0,2.0,6.0,0.3333333333333333,0.5,1.0,1.0,,1.0,1.0,,0.9,1.0,1.0,,,22.727272727272727,,,,,,0.3333333333333333,,0.14285714285714285,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,1.0,1.0,,,,1.0,0.6564333333333333,,,0.25,0.25,0.2222222222222222,0.2222222222222222,0.4666666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
2413,1610612761,Juan Dixon,Juan Dixon,2413,TOR,1176.0,20,4,43,41,21.0,17,4,84,2.0,2.0,,,2.0,2.0,,,1.0,5.0,3,7,,15,43,,,,3.0,4.0,,15.0,4.0,2.0,,,2.0,,4.0,,,1.0,3.0,,4.0,,4,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,15.0,21.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.75,0.625,,0.8333333333333334,0.625,,0.8333333333333334,,,29.787234042553195,0.5,,0.25,,0.25,,0.25,,,,,0.25,,0.4,0.25,,0.16666666666666666,1.0,1.0,0.5,,,,,0.4166666666666667,0.2,0.2,1.0,,,,0.2222222222222222,1.0,0.5833333333333334,0.4587125,,0.4932833333333334,,,,1.0,12.785714285714286,0.4883720930232558,1.0,2.0,3.0,3.0,5.0,6.0,,3.0,2.0,,,,,,0.6666666666666666,0.6,0.6,0.4166666666666667,,0.16666666666666666,0.5,0.5,,0.25,24.380000000000003,,,,,,,,,2.0,,3.0,,5.0,2.0,2.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,0.6666666666666666,,1.0,2.0,,,3.0,,,,,,0.6,,,,,0.2222222222222222,0.5,,1.0,,1.0,,2.0,3.0,0.6666666666666666,,,,,,True,,,,,,,,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,5479.0,91,34,175,168,43.0,56,22,343,10.0,16.0,3.0,6.0,2.0,4.0,5.0,9.0,5.0,10.0,20,35,12.0,52,150,3.0,7.0,10.0,6.0,8.0,2.0,14.0,20.0,20.0,3.0,1.0,3.0,,7.0,1.0,8.0,5.0,10.0,3.0,18.0,10.0,28,3.0,1.0,1.0,,2.0,3.0,,3.0,8.0,1.0,2.0,16.0,1.0,16.0,10.0,14.0,43.0,0.5,0.5555555555555556,0.5714285714285714,0.42857142857142855,0.75,0.5714285714285714,0.42857142857142855,0.75,0.6341463414634146,0.5555555555555556,0.7777777777777778,0.08571428571428572,0.0625,21.890547263681594,0.3333333333333333,0.5,0.14925373134328357,0.11594202898550725,0.25,0.05555555555555555,0.1724137931034483,0.10344827586206896,0.2692307692307692,0.027777777777777776,0.25,0.043478260869565216,0.18181818181818182,0.21212121212121213,0.2857142857142857,0.16666666666666666,0.45714285714285713,0.625,0.6666666666666666,0.6,0.2571428571428571,0.5555555555555556,0.625,0.2,0.2857142857142857,0.5,0.5555555555555556,0.6,0.8571428571428571,0.5,0.3333333333333333,0.5,0.5,0.45714285714285713,0.46040857142857144,0.5467571428571428,0.463225,0.24390243902439024,0.24390243902439024,0.19230769230769232,0.2692307692307692,7.668571428571428,0.24571428571428572,,,,,,,,,2.0,1.0,4.0,4.0,5.0,4.0,,,,,0.8,,,,,,,4.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,1.0,,,2.0,,0.1111111111111111,,,,,,,,,,,,,4.0,,1.0,,,,,,0.25,,,,,,,,,,,,,,1.0,1.0,1.0,0.1,,True,,,,,,,,,,,,,,,,
