EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,Blocked3s,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,BlockedCorner3,on
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,75538.0,1259,-28,2438,2413,728,778,319.0,4851,60.0,117.0,6.0,14.0,25.0,45.0,17.0,45,64.0,133.0,18.0,42.0,2.0,7.0,4.0,11.0,48.0,137.0,8.0,13.0,14.0,49.0,141,295,66.0,179.0,109,589,2691,10.0,23.0,10.0,20.0,3.0,53.0,45,93,18.0,60.0,53,197,86,196.0,162.0,36.0,8.0,6.0,131.0,48.0,16.0,2.0,115.0,35.0,150.0,26.0,9.0,53.0,18.0,44.0,335.0,10.0,27.0,2.0,33.0,88,4.0,125,39.0,164,5.0,39.0,22.0,17.0,45.0,9.0,30.0,23.0,2.0,15.0,4.0,68.0,2.0,20.0,58.0,131.0,7.0,5.0,106,4.0,11.0,140,10.0,2.0,52,2.0,19.0,1.0,1.0,1.0,1.0,197,728,30.0,17.0,0.3049645390070922,0.31386861313868614,0.8181818181818182,0.3687150837988827,0.5,0.3,0.3815028901734104,0.47796610169491527,0.43478260869565216,0.4838709677419355,0.5063291139240507,0.5813953488372093,0.47058823529411764,0.5465549348230913,0.5888888888888889,0.5327868852459017,0.37763713080168776,0.0111731843575419,0.05423728813559322,0.09401709401709402,0.044444444444444446,0.022556390977443608,0.014598540145985401,21.576319543509275,0.6617647058823529,0.042105263157894736,0.024691358024691357,0.11224489795918367,0.03272727272727273,0.12267657992565056,0.032679738562091505,0.11490978157644824,0.032714412024756855,0.029508196721311476,0.03571428571428571,0.033783783783783786,0.04484304932735426,0.06,0.08536585365853659,0.15945945945945947,0.1164021164021164,0.1375,0.02127659574468085,0.2468354430379747,0.5128205128205128,0.5660377358490566,0.25,0.0949367088607595,0.37777777777777777,0.3953488372093023,0.058823529411764705,0.2805907172995781,0.48120300751879697,0.49230769230769234,0.421875,0.08860759493670886,0.42857142857142855,0.42857142857142855,1.0,0.2890295358649789,0.35036496350364965,0.35555555555555557,0.75,0.32558139534883723,0.42857142857142855,0.16666666666666666,0.16279069767441862,0.2857142857142857,1.0,0.3023255813953488,0.6153846153846154,1.0,0.29411764705882354,0.5555555555555556,0.0718954248366013,0.36363636363636365,0.3202614379084967,0.2857142857142857,0.6244725738396625,0.366412213740458,0.4961346153846155,0.49105333333333334,0.4818683673469388,0.10424710424710425,0.1543026706231454,0.011049723756906077,0.0899830220713073,0.33446519524617996,9.798644067796607,25.829050279329618,0.29860541427399506,,,,,,,,,,,,,,,,True
101135,1610612752,David Lee,David Lee,101135,NYK,111928.0,1865,-86,3565,3555,1036,1067,477.0,7120,225.0,359.0,76.0,120.0,54.0,89.0,32.0,77,19.0,53.0,,1.0,,,,,,,,,,,276,489,,1.0,152,704,3933,78.0,127.0,,,30.0,186.0,63,110,,,46,172,320,232.0,,,124.0,,,,62.0,,46.0,29.0,75.0,19.0,10.0,33.0,7.0,6.0,179.0,43.0,146.0,5.0,84.0,247,55.0,386,194.0,580,13.0,47.0,33.0,14.0,46.0,6.0,25.0,32.0,6.0,21.0,5.0,78.0,9.0,27.0,91.0,163.0,19.0,8.0,148,13.0,8.0,192,20.0,,97,,10.0,21.0,1.0,21.0,1.0,172,1036,12.0,10.0,0.5797101449275363,0.7476635514018691,,,,,,0.5644171779141104,0.6141732283464567,0.5727272727272728,0.563265306122449,0.6141732283464567,0.5727272727272728,0.610051993067591,0.636986301369863,0.6187050359712231,0.0020408163265306124,,0.12678936605316973,0.14484679665738162,0.12987012987012986,,,15.832729030698575,0.5897435897435898,0.40145985401459855,0.040983606557377046,0.21165381319622964,0.11102661596958174,0.1935483870967742,0.09976798143851508,0.20674578388507184,0.10824742268041238,0.12085769980506822,0.12389380530973451,0.09071274298056156,0.10543130990415335,0.1702127659574468,0.2342007434944238,0.22988505747126436,0.19805194805194806,0.18253968253968253,0.08609271523178808,0.7326530612244898,0.6267409470752089,0.7328990228013029,0.5688888888888889,0.15714285714285714,0.4155844155844156,0.47761194029850745,0.5,0.10816326530612246,0.3584905660377358,0.3584905660377358,0.8421052631578947,0.0020408163265306124,,,,,,,,0.9448818897637795,0.6333333333333333,0.13157894736842105,,,,,,,0.8090909090909091,0.6067415730337079,,,,,0.7346938775510204,,0.524187551020408,0.5573690909090909,0.536321818181818,0.1710758377425044,0.17137809187279152,,0.26420454545454547,0.24431818181818182,3.303271983640082,22.9,0.2906030855539972,1.0,19.0,1.0,12.0,2.0,1.0,3.0,0.0847457627118644,0.5714285714285714,,,,,,,True
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,34229.0,570,-38,1070,1076,304,315,166.0,2146,52.0,92.0,20.0,43.0,9.0,17.0,,7,3.0,10.0,,1.0,,,,,1.0,2.0,,,,1.0,55,109,1.0,3.0,29,142,1193,20.0,44.0,,,5.0,45.0,9,18,,1.0,10,28,66,44.0,3.0,,34.0,,2.0,1.0,10.0,,16.0,6.0,22.0,5.0,1.0,10.0,1.0,5.0,50.0,15.0,44.0,1.0,18.0,57,6.0,81,60.0,141,8.0,21.0,15.0,6.0,7.0,1.0,5.0,16.0,4.0,2.0,1.0,23.0,4.0,2.0,45.0,86.0,1.0,8.0,44,4.0,7.0,58,2.0,,25,,5.0,17.0,5.0,19.0,,28,304,9.0,4.0,0.6,0.868421052631579,1.0,0.3333333333333333,,,0.3333333333333333,0.5045871559633027,0.45454545454545453,0.5,0.5044642857142857,0.45454545454545453,0.47368421052631576,0.5071428571428571,0.45918367346938777,0.5384615384615384,0.026785714285714284,,0.09174311926605505,0.09782608695652174,0.14285714285714285,,,12.854889589905364,0.30434782608695654,0.16216216216216217,0.02040816326530612,0.16193181818181818,0.10918114143920596,0.11842105263157894,0.13636363636363635,0.1488095238095238,0.11500974658869395,0.12359550561797752,0.08333333333333333,0.1111111111111111,0.13253012048192772,0.10743801652892562,0.18292682926829268,0.19463087248322147,0.11403508771929824,0.13157894736842105,0.17391304347826086,0.8214285714285714,0.5652173913043478,0.6265060240963856,0.5769230769230769,0.0625,,,,0.08928571428571429,0.3,0.3,1.0,0.008928571428571428,,,,0.017857142857142856,0.5,0.5,1.0,0.9772727272727273,0.46511627906976744,0.1,,,,,,,0.8947368421052632,0.5294117647058824,,,0.05263157894736842,,0.8482142857142857,0.5,0.5632325892857144,0.5670828571428571,0.5817342105263158,0.18518518518518517,0.1893939393939394,,0.31690140845070425,0.19718309859154928,2.206422018348624,24.266666666666666,0.2841121495327103,1.0,10.0,2.0,12.0,,,,0.14814814814814814,0.631578947368421,2.0,2.0,,,,,True
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,20238.0,337,-39,641,634,130,176,87.0,1275,12.0,29.0,,5.0,3.0,7.0,6.0,24,5.0,14.0,2.0,6.0,,,1.0,1.0,1.0,8.0,,,,1.0,23,67,3.0,14.0,6,61,724,1.0,9.0,,,1.0,3.0,5,14,1.0,2.0,3,16,10,36.0,9.0,,,1.0,7.0,1.0,4.0,,37.0,11.0,48.0,6.0,5.0,14.0,3.0,20.0,107.0,,10.0,,8.0,14,,22,10.0,32,1.0,9.0,3.0,6.0,19.0,1.0,15.0,10.0,1.0,4.0,3.0,29.0,2.0,9.0,13.0,34.0,2.0,4.0,12,,1.0,9,3.0,,5,,1.0,5.0,,5.0,,16,130,6.0,1.0,0.21739130434782608,0.21739130434782608,1.0,0.21428571428571427,,0.5,0.23076923076923078,0.34328358208955223,0.1111111111111111,0.35714285714285715,0.3395061728395062,0.1111111111111111,0.40625,0.3630952380952381,0.16666666666666666,0.47058823529411764,0.1728395061728395,,0.05970149253731343,0.10344827586206896,0.041666666666666664,,,15.290933694181327,0.6551724137931034,,,0.06542056074766354,0.04065040650406504,0.10126582278481013,,0.07508532423208192,0.03333333333333333,0.033707865168539325,0.04225352112676056,0.046511627906976744,,0.03896103896103896,0.1111111111111111,0.06521739130434782,0.11320754716981132,0.07692307692307693,0.02040816326530612,0.35802469135802467,0.41379310344827586,0.46153846153846156,0.25,0.2962962962962963,0.25,0.2608695652173913,,0.1728395061728395,0.35714285714285715,0.35714285714285715,0.4,0.07407407407407407,0.3333333333333333,0.3333333333333333,1.0,0.09876543209876543,0.125,0.125,1.0,0.5555555555555556,,,,,,,,,0.4375,0.42857142857142855,0.0625,1.0,0.0625,,0.5308641975308642,0.14285714285714285,0.4744993749999999,0.4825111111111111,0.47177,0.060240963855421686,0.07246376811594203,,0.04918032786885246,0.26229508196721313,7.364179104477613,26.950000000000006,0.20280811232449297,,5.0,,1.0,,,,,0.2,,,,,,,True
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,191382.0,3190,-345,6121,6102,1579,1594,794.0,12223,91.0,203.0,8.0,18.0,28.0,60.0,90.0,236,213.0,458.0,60.0,144.0,4.0,15.0,13.0,36.0,116.0,350.0,9.0,34.0,29.0,101.0,394,897,176.0,494.0,329,1645,6830,35.0,77.0,13.0,49.0,26.0,135.0,105,250,42.0,137.0,136,472,230,558.0,363.0,165.0,14.0,7.0,343.0,116.0,48.0,3.0,312.0,86.0,398.0,61.0,25.0,191.0,39.0,82.0,882.0,9.0,25.0,3.0,45.0,119,6.0,170,37.0,207,15.0,81.0,50.0,31.0,108.0,19.0,79.0,84.0,9.0,29.0,15.0,192.0,9.0,64.0,65.0,144.0,,18.0,266,2.0,11.0,381,33.0,40.0,129,14.0,38.0,17.0,8.0,17.0,,472,1579,22.0,37.0,0.2918781725888325,0.2971576227390181,0.6875,0.3562753036437247,0.2653061224489796,0.30656934306569344,0.3613963039014374,0.43924191750278707,0.45454545454545453,0.42,0.47304097771387493,0.43253968253968256,0.43410852713178294,0.523407022106632,0.4852941176470588,0.5098901098901099,0.35514018691588783,0.006072874493927126,0.05351170568561873,0.10837438423645321,0.06779661016949153,0.021834061135371178,0.008571428571428572,24.49384114398981,0.5625,0.028985507246376812,0.0136986301369863,0.058390578999018644,0.011317338162064282,0.061391541609822645,0.012622720897615708,0.05918440996030314,0.01163586584531143,0.01282051282051282,0.018092105263157895,0.004037685060565276,0.015384615384615385,0.0390625,0.058704453441295545,0.07190265486725664,0.06285714285714286,0.057692307692307696,0.020161290322580645,0.14593817397555714,0.4482758620689655,0.5027624309392266,0.24175824175824176,0.16966211358734723,0.3813559322033898,0.4090909090909091,0.2111111111111111,0.32925952552120774,0.4650655021834061,0.47544642857142855,0.3474178403755869,0.10352264557872035,0.4166666666666667,0.4166666666666667,0.95,0.2516175413371675,0.3314285714285714,0.33429394812680113,0.5517241379310345,0.14285714285714285,0.4444444444444444,0.125,0.11904761904761904,0.26666666666666666,1.0,0.2698412698412698,0.2647058823529412,0.7777777777777778,0.15503875968992248,0.4666666666666667,0.09302325581395349,0.3611111111111111,0.26098191214470284,0.2871287128712871,0.501078360891445,0.33819241982507287,0.47503241678726504,0.4787864077669904,0.4588082894736843,0.09533333333333334,0.1299093655589124,0.027613412228796843,0.08206686930091185,0.28693009118541035,11.810590858416946,25.30364372469636,0.25796438490442736,7.0,7.0,2.0,10.0,,,1.0,0.0051813471502590676,0.5882352941176471,,,2.0,1.0,,,True
201043,1610612752,Randolph Morris,Randolph Morris,201043,NYK,4696.0,78,-49,152,150,32,60,24.0,302,2.0,5.0,,3.0,1.0,3.0,1.0,15,,3.0,,,,,,,,,,,,,3,23,,,4,10,196,,4.0,,,3.0,3.0,1,3,,,2,4,4,2.0,,,,,,,2.0,,1.0,,1.0,,,,,1.0,2.0,1.0,6.0,,3.0,6,2.0,11,7.0,18,1.0,1.0,1.0,,2.0,1.0,,1.0,,2.0,,3.0,,1.0,14.0,15.0,,,4,,,8,,,4,,,1.0,,1.0,,4,32,,,0.6666666666666666,0.6666666666666666,,,,,,0.13043478260869565,,0.3333333333333333,0.13043478260869565,,0.3333333333333333,0.18518518518518517,0.21428571428571427,0.5,,,0.08695652173913043,,0.13333333333333333,,,16.39344262295082,0.6666666666666666,0.6666666666666666,,0.12244897959183673,0.08450704225352113,0.2,0.07692307692307693,0.140625,0.08333333333333333,0.08,0.13636363636363635,0.041666666666666664,,0.125,0.16666666666666666,0.09523809523809523,0.1,0.4,0.05555555555555555,0.21739130434782608,0.4,0.4,1.0,0.6521739130434783,0.06666666666666667,0.07692307692307693,,0.13043478260869565,,,,,,,,,,,,0.75,,,,,,,,,1.0,0.3333333333333333,,,,,0.21739130434782608,,0.44017391304347836,0.533675,0.6070666666666666,0.14814814814814814,0.14814814814814814,,0.3,0.4,7.247826086956523,,0.21052631578947367,,1.0,,1.0,,,,0.2,1.0,,,,,,,True
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,26994.0,450,-47,902,907,154,239,111.0,1809,33.0,53.0,8.0,14.0,2.0,6.0,13.0,29,20.0,55.0,3.0,8.0,,,1.0,2.0,3.0,10.0,,,1.0,2.0,66,137,6.0,18.0,19,169,1006,12.0,18.0,,,6.0,30.0,7,21,2.0,4.0,4,24,62,70.0,18.0,,18.0,,10.0,3.0,7.0,,15.0,6.0,21.0,1.0,5.0,6.0,5.0,4.0,48.0,1.0,17.0,2.0,14.0,35,10.0,59,20.0,79,5.0,12.0,10.0,2.0,7.0,,4.0,9.0,,3.0,1.0,16.0,1.0,2.0,33.0,58.0,3.0,6.0,22,,1.0,31,3.0,,17,,,10.0,3.0,10.0,,24,154,10.0,,0.4696969696969697,0.543859649122807,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.48175182481751827,0.6666666666666666,0.3333333333333333,0.4838709677419355,0.6666666666666666,0.4,0.5,0.6521739130434783,0.4444444444444444,0.11612903225806452,,0.051094890510948905,0.09433962264150944,0.034482758620689655,0.01818181818181818,,17.788461538461537,0.4375,0.3448275862068966,0.06451612903225806,0.1263537906137184,0.04748603351955307,0.12844036697247707,0.010752688172043012,0.12694300518134716,0.03991130820399113,0.04477611940298507,0.07446808510638298,0.03076923076923077,0.013333333333333334,0.07228915662650602,0.1095890410958904,0.17355371900826447,0.0963855421686747,0.23076923076923078,0.06578947368421052,0.3419354838709677,0.6226415094339622,0.6875,0.5454545454545454,0.1870967741935484,0.4482758620689655,0.4642857142857143,0.23076923076923078,0.3548387096774194,0.36363636363636365,0.37037037037037035,0.5,0.05161290322580645,0.375,0.375,1.0,0.06451612903225806,0.3,0.3,1.0,0.7777777777777778,0.5714285714285714,0.125,,,,,,,0.24,0.3333333333333333,0.08,0.5,0.08,0.5,0.45806451612903226,0.3,0.4889800000000001,0.5290125,0.459776,0.10059171597633136,0.11258278145695365,,0.17751479289940827,0.14201183431952663,9.189781021897812,24.355555555555558,0.17073170731707318,,7.0,,4.0,,,1.0,,0.4,,,,,,,True
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,97069.0,1618,-238,3143,3123,769,753,370.0,6266,47.0,108.0,11.0,28.0,12.0,33.0,14.0,49,51.0,131.0,15.0,51.0,3.0,6.0,5.0,10.0,48.0,144.0,4.0,9.0,7.0,32.0,112,288,63.0,195.0,53,466,3493,13.0,36.0,7.0,15.0,6.0,53.0,20,61,12.0,42.0,20,96,112,112.0,171.0,18.0,16.0,2.0,142.0,48.0,25.0,1.0,75.0,28.0,103.0,15.0,13.0,36.0,17.0,22.0,234.0,13.0,34.0,2.0,62.0,163,14.0,239,49.0,288,9.0,36.0,23.0,13.0,37.0,8.0,27.0,25.0,5.0,10.0,3.0,62.0,8.0,12.0,85.0,138.0,5.0,6.0,70,,19.0,78,4.0,,32,2.0,6.0,15.0,4.0,15.0,,96,769,12.0,6.0,0.5,0.5384615384615384,0.9047619047619048,0.3230769230769231,0.4666666666666667,0.2857142857142857,0.32642487046632124,0.3888888888888889,0.3611111111111111,0.32786885245901637,0.427536231884058,0.46078431372549017,0.36893203883495146,0.4489402697495183,0.49074074074074076,0.4067796610169492,0.40372670807453415,0.005128205128205128,0.08680555555555555,0.12962962962962962,0.12244897959183673,0.03816793893129771,0.006944444444444444,16.247203579418347,0.5967741935483871,0.13592233009708737,0.018691588785046728,0.15262172284644196,0.030825022665457842,0.16445623342175067,0.034031413612565446,0.15570934256055363,0.03164983164983165,0.030732860520094562,0.032467532467532464,0.02956989247311828,0.040293040293040296,0.1411042944785276,0.1347517730496454,0.17173913043478262,0.16538461538461538,0.1623931623931624,0.032490974729241874,0.2236024844720497,0.4351851851851852,0.5,0.48936170212765956,0.10144927536231885,0.2857142857142857,0.32558139534883723,0.2857142857142857,0.2712215320910973,0.3893129770992366,0.40476190476190477,0.5686274509803921,0.10559006211180125,0.29411764705882354,0.29411764705882354,0.7333333333333333,0.2981366459627329,0.3333333333333333,0.3356643356643357,0.9583333333333334,0.5490196078431373,0.39285714285714285,,0.11764705882352941,0.5,0.3333333333333333,0.17647058823529413,0.4444444444444444,1.0,0.32038834951456313,0.36363636363636365,0.0970873786407767,0.5,0.3106796116504854,0.21875,0.6273291925465838,0.3380281690140845,0.5027903326403327,0.5240243902439025,0.4962936274509803,0.06627680311890838,0.10126582278481013,0.01015228426395939,0.11373390557939914,0.20600858369098712,9.878472222222221,25.205128205128204,0.2446706967865097,,8.0,3.0,8.0,,,1.0,0.01834862385321101,0.5333333333333333,,,,,,,True
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,82063.0,1368,-356,2585,2579,542,503,314.0,5164,204.0,316.0,44.0,61.0,41.0,61.0,63.0,162,1.0,8.0,,,,,,,,,,,,,268,486,,,161,697,2985,49.0,74.0,,,27.0,125.0,51,88,,,46,148,360,176.0,,,72.0,,,,41.0,,12.0,18.0,30.0,15.0,3.0,8.0,,4.0,78.0,20.0,73.0,,35.0,97,14.0,146,93.0,239,11.0,14.0,11.0,3.0,48.0,3.0,19.0,66.0,7.0,29.0,3.0,114.0,9.0,22.0,54.0,140.0,14.0,39.0,202,6.0,5.0,263,29.0,,135,,11.0,27.0,4.0,27.0,10.0,148,542,11.0,9.0,0.6716417910447762,0.7758620689655172,,,,,,0.551440329218107,0.6621621621621622,0.5795454545454546,0.551440329218107,0.6621621621621622,0.5795454545454546,0.5779436152570481,0.6868131868131868,0.6218487394957983,,,0.08436213991769548,0.09177215189873418,0.07407407407407407,,,24.32157394843962,0.42105263157894735,0.175,,0.10671067106710672,0.08229988726042842,0.11363636363636363,0.07017543859649122,0.10846343467543139,0.07935153583617748,0.10144927536231885,0.09854014598540146,0.041044776119402986,0.07142857142857142,0.06484641638225255,0.12608695652173912,0.12694300518134716,0.10810810810810811,0.12790697674418605,0.06285714285714286,0.6502057613168725,0.6455696202531646,0.710801393728223,0.6862745098039216,0.3333333333333333,0.3888888888888889,0.42,0.6349206349206349,0.01646090534979424,0.125,0.125,,,,,,,,,,0.8243243243243243,0.7213114754098361,0.13636363636363635,,,,,,,0.6931818181818182,0.6721311475409836,,,,,0.6502057613168725,,0.5150010288065845,0.5526,0.523059090909091,0.22804054054054054,0.22804054054054054,,0.1793400286944046,0.21233859397417504,2.8588477366255143,,0.20967117988394585,,23.0,,12.0,1.0,12.0,6.0,0.06666666666666667,0.4444444444444444,,,,,,,True
2216,1610612752,Zach Randolph,Zach Randolph,2216,NYK,120077.0,2001,-238,3815,3801,875,807,507.0,7616,193.0,342.0,63.0,106.0,45.0,81.0,103.0,243,119.0,280.0,1.0,8.0,,,,5.0,18.0,57.0,,4.0,7.0,23.0,415,865,19.0,65.0,197,1084,4262,83.0,152.0,,4.0,52.0,218.0,82,159,7.0,28.0,86,271,414,416.0,42.0,15.0,100.0,3.0,53.0,17.0,71.0,,98.0,28.0,126.0,24.0,4.0,76.0,12.0,10.0,280.0,27.0,122.0,7.0,105.0,322,47.0,474,156.0,630,27.0,55.0,40.0,15.0,93.0,7.0,57.0,71.0,4.0,36.0,11.0,164.0,10.0,34.0,69.0,170.0,21.0,32.0,227,19.0,5.0,254,36.0,,114,,32.0,13.0,4.0,13.0,,271,875,7.0,28.0,0.4987951807228916,0.5671232876712329,0.7368421052631579,0.2923076923076923,,0.25,0.2903225806451613,0.4797687861271676,0.5460526315789473,0.5157232704402516,0.4768817204301075,0.532051282051282,0.4946524064171123,0.5211538461538462,0.6022099447513812,0.5645833333333333,0.06989247311827956,,0.08208092485549133,0.12280701754385964,0.11934156378600823,,,27.227498869289914,0.5670731707317073,0.415929203539823,0.056,0.24617737003058104,0.08745519713261649,0.23863636363636365,0.05921052631578947,0.244279176201373,0.08049702863317126,0.12045889101338432,0.09693877551020408,0.04375,0.057057057057057055,0.23832923832923833,0.2755417956656347,0.23529411764705882,0.2599388379204893,0.17699115044247787,0.06413301662707839,0.36774193548387096,0.564327485380117,0.6433333333333333,0.48704663212435234,0.26129032258064516,0.42386831275720166,0.48130841121495327,0.4174757281553398,0.3010752688172043,0.425,0.425,0.5882352941176471,0.008602150537634409,0.125,0.125,1.0,0.06129032258064516,0.3157894736842105,0.3157894736842105,0.7222222222222222,0.6794871794871795,0.5943396226415094,0.14285714285714285,,,,0.02564102564102564,,,0.43315508021390375,0.5555555555555556,0.026737967914438502,,0.12299465240641712,0.30434782608695654,0.4376344086021505,0.32075471698113206,0.4700422869471412,0.5201419230769232,0.48375163043478253,0.1130952380952381,0.12089077412513255,,0.2011070110701107,0.25,8.33271676300578,25.96615384615384,0.22935779816513763,2.0,9.0,,7.0,,11.0,4.0,0.06504065040650407,0.5384615384615384,,,,,1.0,,True
