EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Technical Free Throw Trips,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,SelfOReb,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceTurnovers,Blocked3s,BlockedCorner3,OffCorner3ReboundPct,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,DefensiveGoaltends,SecondChanceCorner3Frequency,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,PtsUnassisted3s,on,OffensiveGoaltends,HeaveMakes,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,3420.0,57,-33,115,112,17,44,17,227,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3,1.0,2.0,8.0,1.0,1.0,3,9,2.0,9.0,2.0,14,145,1.0,2.0,1.0,1.0,2.0,7.0,4,4.0,2.0,6.0,2.0,8.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,2.0,8.0,1.0,11.0,1.0,12,1.0,1.0,4.0,3.0,1.0,4.0,4.0,6.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,17,1.0,0.6666666666666666,1.0,1.0,0.2222222222222222,1.0,0.2222222222222222,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,0.3684210526315789,0.875,0.5,0.2222222222222222,0.5,17.293233082706767,1.0,0.25,0.27586206896551724,0.125,0.05555555555555555,0.2222222222222222,0.017241379310344827,0.0625,0.3333333333333333,0.42857142857142855,0.15384615384615385,0.2,0.3333333333333333,0.2222222222222222,0.5,1.0,0.5,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.05555555555555555,0.4444444444444444,0.25,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.5,0.7222222222222222,0.25,0.4986222222222222,0.4354,0.474825,0.05263157894736842,0.1,0.5,8.122222222222222,25.91111111111111,0.14782608695652175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1510,1610612746,Brevin Knight,Brevin Knight,1510,LAC,6120.0,102,-41,200,198,21,62,18,398,1.0,2.0,,,,,1.0,15,,,,,,2,17,,,1.0,5,246,,1.0,,,,,2,2.0,2.0,,,,,,26.0,5.0,31.0,3.0,2.0,13.0,7.0,6.0,67.0,,4.0,9.0,,13.0,1.0,14,3.0,2.0,5.0,5.0,,6.0,4.0,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,21,1.0,0.5,0.5,,,,,0.11764705882352941,,0.11764705882352941,,0.11764705882352941,,,,,10.454545454545453,0.8333333333333334,,0.15,0.14814814814814814,,0.14942528735632185,0.011494252873563218,,0.15789473684210525,0.23076923076923078,0.10714285714285714,0.13043478260869565,1.0,0.11764705882352941,0.5,0.5,,,0.8823529411764706,0.06666666666666667,0.06666666666666667,1.0,,,,,,,,,,,,0.11764705882352941,,0.4259823529411765,,0.3887,,,,16.676470588235293,,0.105,1.0,1.0,1.0,1.0,1.0,1.0,0.013513513513513514,0.045454545454545456,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,10409.0,173,-87,339,337,79,117,30,676,5.0,7.0,1.0,1.0,1.0,8.0,16.0,35,3.0,3.0,13.0,,,26,50,4.0,16.0,3.0,67,411,1.0,4.0,,,,2.0,11,36.0,16.0,12.0,,13.0,3.0,2.0,8.0,,8.0,,,3.0,2.0,3.0,16.0,,4.0,16.0,,20.0,3.0,23,3.0,1.0,7.0,5.0,2.0,8.0,3.0,7.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,79,,0.6923076923076923,0.6923076923076923,1.0,0.25,,0.25,0.52,0.25,0.48484848484848486,0.25,0.49264705882352944,0.25,0.24242424242424243,0.04,,20.32085561497326,0.875,,0.14285714285714285,0.08,,0.12345679012345678,0.01875,,0.075,0.07692307692307693,0.2391304347826087,0.05,0.75,0.10606060606060606,0.7142857142857143,0.7142857142857143,0.4,0.12121212121212122,0.5303030303030303,0.45714285714285713,0.48484848484848486,0.75,0.045454545454545456,0.19696969696969696,0.23076923076923078,0.23076923076923078,1.0,0.25,1.0,,,,0.05263157894736842,0.3484848484848485,0.23076923076923078,0.44320461538461536,0.42375,0.43286111111111114,0.04411764705882353,0.057692307692307696,0.029850746268656716,13.73,25.912499999999998,0.23303834808259588,3.0,2.0,1.0,1.0,2.0,,0.023809523809523808,0.034482758620689655,0.2,5.0,1.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,14.0,1.0,1.0,1.0,2.0,14.0,0.125,0.45454545454545453,0.34210526315789475,0.35,0.05714285714285714,0.02702702702702703,0.030303030303030304,0.625,0.625,0.8,0.3333333333333333,0.3333333333333333,1.0,0.05263157894736842,0.3684210526315789,0.14285714285714285,0.208955223880597,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,16430.0,274,-97,535,536,113,168,55,1071,19.0,28.0,6.0,11.0,9.0,44.0,16.0,42,,,,,,52,114,,,37.0,141,629,8.0,18.0,,,4.0,20.0,24,62.0,42.0,,10.0,,,10.0,10.0,6.0,16.0,5.0,1.0,3.0,,7.0,38.0,3.0,8.0,27.0,8.0,43.0,21.0,64,3.0,2.0,10.0,4.0,6.0,17.0,15.0,21.0,40.0,47.0,23.0,15.0,11.0,15.0,10.0,113,1.0,0.5961538461538461,0.6595744680851063,,,,,0.45614035087719296,0.4444444444444444,0.45614035087719296,0.4444444444444444,0.5261194029850746,0.5,,0.08771929824561403,0.14285714285714285,25.335570469798657,0.5882352941176471,0.4,0.14917127071823205,0.10810810810810811,0.06382978723404255,0.13725490196078433,0.08536585365853659,0.07317073170731707,0.15,0.2,0.11842105263157894,0.11864406779661017,0.6666666666666666,0.24561403508771928,0.6785714285714286,0.7916666666666666,0.631578947368421,0.38596491228070173,0.3684210526315789,0.38095238095238093,0.3902439024390244,0.6875,,,,,,0.6111111111111112,0.5454545454545454,,,,0.375,0.24561403508771928,,0.4295412280701754,0.4617470588235294,0.4239541666666666,0.17692307692307693,0.17692307692307693,0.14184397163120568,9.837719298245615,,0.21121495327102804,18.0,1.0,1.0,7.0,3.0,,0.09045226130653267,0.14,0.06666666666666667,17.0,,,,,8.0,,,7.0,23.0,1.0,1.0,7.0,4.0,23.0,,0.3333333333333333,0.3333333333333333,0.4107142857142857,0.023809523809523808,0.06779661016949153,0.02,0.38636363636363635,0.4358974358974359,0.47058823529411764,,,,,,,0.16312056737588654,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,0.11363636363636363,0.0967741935483871,0.3333333333333333,0.4444444444444444,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,5958.0,99,-20,201,203,60,67,26,404,11.0,14.0,3.0,3.0,6.0,7.0,4.0,15,,5.0,11.0,1.0,2.0,17,36,5.0,11.0,22.0,71,230,4.0,4.0,1.0,2.0,1.0,12.0,10,16.0,18.0,15.0,6.0,11.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,,,2.0,10.0,1.0,8.0,4.0,,12.0,4.0,16,5.0,3.0,8.0,3.0,5.0,10.0,6.0,11.0,19.0,31.0,14.0,,,1.0,,60,4.0,0.47058823529411764,0.5714285714285714,1.0,0.45454545454545453,0.5,0.45454545454545453,0.4722222222222222,1.0,0.5212765957446809,0.9166666666666666,0.5819672131147541,0.8571428571428571,0.23404255319148937,0.027777777777777776,,30.869565217391308,0.8,,0.05714285714285714,0.27586206896551724,0.05555555555555555,0.12121212121212122,0.04395604395604396,,,,0.12903225806451613,0.2692307692307692,,0.2978723404255319,0.7857142857142857,0.7857142857142857,0.36363636363636365,0.14893617021276595,0.3191489361702128,0.26666666666666666,0.26666666666666666,0.75,,0.23404255319148937,0.45454545454545453,0.45454545454545453,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.42857142857142855,0.5319148936170213,0.45454545454545453,0.4813840425531915,0.537325,0.4709678571428571,0.2413793103448276,0.2978723404255319,0.16901408450704225,9.844444444444443,25.754545454545454,0.29850746268656714,3.0,2.0,1.0,2.0,3.0,,0.0410958904109589,0.05,0.3333333333333333,2.0,,,2.0,4.0,5.0,2.0,4.0,8.0,24.0,3.0,,3.0,,24.0,0.5,0.5,0.5714285714285714,0.631578947368421,,0.023809523809523808,0.125,0.2857142857142857,0.3333333333333333,0.5,,,,,0.2857142857142857,0.5,0.3380281690140845,4.0,1.0,,,3.0,,,3.0,0.14285714285714285,0.09090909090909091,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,12076.0,201,-87,392,396,82,117,35,788,12.0,19.0,1.0,2.0,7.0,14.0,8.0,28,3.0,1.0,10.0,,,31,61,2.0,13.0,14.0,82,471,2.0,3.0,,1.0,2.0,6.0,11,36.0,26.0,6.0,2.0,10.0,1.0,1.0,11.0,2.0,13.0,1.0,1.0,1.0,6.0,4.0,28.0,1.0,6.0,14.0,5.0,25.0,6.0,31,5.0,4.0,2.0,1.0,1.0,10.0,11.0,19.0,15.0,18.0,8.0,4.0,4.0,4.0,2.0,82,3.0,0.5806451612903226,0.6,1.0,0.15384615384615385,,0.15384615384615385,0.5081967213114754,0.6666666666666666,0.4594594594594595,0.5,0.5,0.5,0.17567567567567569,0.01639344262295082,0.05263157894736842,21.11368909512761,0.2,0.29411764705882354,0.10071942446043165,0.11320754716981132,0.02631578947368421,0.10416666666666667,0.03333333333333333,0.029411764705882353,0.08333333333333333,0.14285714285714285,0.08928571428571429,0.1,0.5,0.25675675675675674,0.631578947368421,0.6666666666666666,0.6666666666666666,0.1891891891891892,0.3783783783783784,0.2857142857142857,0.2857142857142857,0.25,0.04054054054054054,0.13513513513513514,0.1,0.1,1.0,0.5,0.5,,,,0.5384615384615384,0.43243243243243246,0.1,0.4494780821917808,0.5293666666666667,0.45837083333333334,0.10126582278481013,0.12121212121212122,0.07317073170731707,10.401639344262296,25.823076923076925,0.20918367346938777,5.0,1.0,,8.0,3.0,,0.035211267605633804,0.05714285714285714,0.15384615384615385,11.0,1.0,1.0,,1.0,7.0,,2.0,6.0,20.0,1.0,,3.0,,20.0,,0.6363636363636364,0.5384615384615384,0.625,,0.024390243902439025,0.02564102564102564,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.07692307692307693,,0.24390243902439024,5.0,2.0,1.0,,3.0,,1.0,2.0,,0.04,,0.7142857142857143,1.0,,,,1.0,1.0,1.0,5.0,1.0,0.25,,,,,,True,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,5343.0,89,-30,173,173,23,57,20,346,1.0,1.0,,,,1.0,6.0,17,2.0,,,,,7,19,2.0,2.0,2.0,22,207,,,,,,,2,14.0,,6.0,,,,,5.0,,5.0,,,,,5.0,10.0,,2.0,6.0,,8.0,4.0,12,1.0,,1.0,1.0,,3.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,23,,1.0,1.0,1.0,1.0,,1.0,0.3684210526315789,,0.47619047619047616,,0.4782608695652174,,0.09523809523809523,,,13.333333333333334,0.3333333333333333,,0.1,0.11764705882352941,,0.1038961038961039,0.037037037037037035,,0.045454545454545456,0.16666666666666666,0.11538461538461539,0.14285714285714285,1.0,0.047619047619047616,1.0,1.0,1.0,0.047619047619047616,0.8095238095238095,0.35294117647058826,0.35294117647058826,1.0,0.09523809523809523,,,,,,,,,,,0.14285714285714285,,0.4407238095238095,,0.3995666666666667,0.08695652173913043,0.09523809523809523,,18.173684210526314,22.65,0.1329479768786127,3.0,1.0,,2.0,,,0.04285714285714286,,,,2.0,1.0,,,,1.0,1.0,,3.0,,,,1.0,3.0,1.0,,0.5,0.5,,0.04081632653061224,,,,,1.0,1.0,1.0,0.3333333333333333,,,0.13636363636363635,,,,,,,,,,0.2,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,0.2,1.0,,True,,,,,,,,,,,,,,,,
2424,1610612746,Dan Dickau,Dan Dickau,2424,LAC,5539.0,92,-18,181,183,37,57,16,364,2.0,2.0,,,,2.0,5.0,17,2.0,3.0,7.0,1.0,2.0,7,21,5.0,9.0,2.0,31,204,1.0,1.0,1.0,2.0,,5.0,5,8.0,6.0,12.0,,7.0,3.0,,18.0,4.0,22.0,3.0,1.0,6.0,6.0,6.0,48.0,,2.0,9.0,,11.0,,11,3.0,2.0,2.0,1.0,1.0,3.0,10.0,13.0,5.0,3.0,,,,,,37,1.0,0.5714285714285714,0.5714285714285714,0.8,0.5555555555555556,0.5,0.5555555555555556,0.3333333333333333,1.0,0.48333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.3,,,17.08542713567839,0.6666666666666666,,0.13432835820895522,0.10526315789473684,,0.12790697674418605,,,0.09523809523809523,0.15789473684210525,0.14814814814814814,0.14285714285714285,,0.06666666666666667,1.0,1.0,0.5,0.06666666666666667,0.5666666666666667,0.29411764705882354,0.29411764705882354,0.6,0.06666666666666667,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.6666666666666666,0.5,1.0,,0.36666666666666664,0.42857142857142855,0.47970666666666667,0.5378333333333333,0.46921875,,,0.16129032258064516,16.566666666666666,24.599999999999998,0.20441988950276244,,1.0,,1.0,,1.0,,,,,2.0,1.0,,2.0,1.0,1.0,3.0,2.0,7.0,,1.0,,,7.0,0.3333333333333333,0.2,0.3125,0.3888888888888889,,,,,,,1.0,1.0,1.0,0.125,0.25,,0.22580645161290322,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,3.0,True,,,,,,,,,,,,,,,,
2470,1610612746,Smush Parker,Smush Parker,2470,LAC,7388.0,123,-34,242,243,76,86,26,485,4.0,9.0,,,4.0,2.0,4.0,6,2.0,2.0,10.0,,,10,17,3.0,12.0,8.0,37,261,1.0,2.0,,,,2.0,5,8.0,12.0,9.0,,10.0,2.0,2.0,25.0,,25.0,,,10.0,6.0,9.0,50.0,,2.0,8.0,,10.0,,10,5.0,3.0,7.0,6.0,1.0,11.0,9.0,15.0,8.0,10.0,3.0,,,,,76,2.0,0.4,0.4,1.0,0.25,,0.25,0.5882352941176471,0.5,0.5,0.5,0.5441176470588235,0.5,0.41379310344827586,0.11764705882352941,0.2222222222222222,16.666666666666664,0.6363636363636364,,0.09090909090909091,0.05128205128205128,,0.07874015748031496,,,0.1,0.14814814814814814,0.03225806451612903,0.06451612903225806,,0.3103448275862069,0.4444444444444444,0.5714285714285714,0.25,0.06896551724137931,0.20689655172413793,0.6666666666666666,0.6666666666666666,0.5,0.06896551724137931,0.3448275862068966,0.2,0.2,1.0,,,,,,0.5714285714285714,0.7241379310344828,0.2,0.5183155172413793,0.3932,0.5483642857142857,0.09375,0.15,0.05405405405405406,8.01764705882353,25.083333333333332,0.3140495867768595,,2.0,1.0,4.0,4.0,,,,,2.0,1.0,,,2.0,2.0,,2.0,3.0,7.0,,,,,7.0,,0.4,0.2857142857142857,0.3888888888888889,,,,1.0,1.0,0.5,0.5,0.5,1.0,,0.2857142857142857,,0.1891891891891892,2.0,,1.0,,2.0,,,2.0,,,,0.5,,,,,,1.0,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
201174,1610612746,Nick Fazekas,Nick Fazekas,201174,LAC,3445.0,57,16,108,108,29,22,11,216,6.0,7.0,3.0,4.0,,6.0,1.0,1,,,1.0,,,11,14,,1.0,2.0,24,111,3.0,5.0,,,,6.0,1,14.0,8.0,,4.0,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,1.0,5.0,7.0,,12.0,4.0,16,2.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,29,,0.6363636363636364,0.7777777777777778,,,,,0.7857142857142857,0.6,0.7333333333333333,0.6,0.75,0.6,0.06666666666666667,0.07142857142857142,,15.833333333333334,0.6666666666666666,,0.1590909090909091,0.38461538461538464,0.125,0.21052631578947367,0.09523809523809523,,,0.2727272727272727,0.19047619047619047,0.3333333333333333,0.5,0.4666666666666667,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.4,0.06666666666666667,1.0,1.0,,,0.06666666666666667,,,,0.8,0.75,,,,,0.5333333333333333,,0.47454,0.5226,0.4042,0.0625,0.06666666666666667,0.25,4.257142857142857,24.6,0.26851851851851855,3.0,1.0,,1.0,1.0,,0.08823529411764706,0.1111111111111111,1.0,4.0,,,,1.0,1.0,,1.0,,2.0,,,,1.0,2.0,,1.0,0.5,0.5,,0.1,,0.6666666666666666,0.8,0.75,,,,,0.5,,0.08333333333333333,,1.0,1.0,,,,,,0.16666666666666666,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
