EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,on,HeaveMakes
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,112056.0,1868,-190,3525,3506,764,888,429,7031,218,367,68.0,128.0,47,75,91.0,223.0,11.0,39.0,5.0,1.0,4.0,320,629,5.0,126,766,3960,69.0,140.0,1.0,14.0,152.0,65,110,4.0,43.0,173,396.0,244.0,106.0,5.0,48.0,99,29.0,128,20.0,9.0,46.0,16.0,37.0,285,20,141.0,6.0,94.0,224,44.0,362,167,529,34.0,40.0,29.0,11.0,61.0,10.0,35.0,61.0,3.0,26.0,20.0,122.0,9.0,25.0,115.0,184.0,1.0,8.0,13.0,208,13.0,40.0,213,21.0,99,18.0,80.0,71.0,9.0,80.0,50.0,2.0,10.0,8.0,173,764,19.0,18.0,0.61875,0.7415730337078652,0.5087440381558028,0.4928571428571429,0.5909090909090909,0.5047318611987381,0.48936170212765956,0.5701754385964912,0.5246575342465754,0.49673202614379086,0.5844594594594594,0.007886435331230283,0.07631160572337042,0.07901907356948229,0.07623318385650224,0.05128205128205128,21.09433027977222,0.5,0.3963963963963964,0.057692307692307696,0.19461337966985232,0.11084905660377359,0.21559633027522937,0.05952380952380952,0.2003780718336484,0.10012437810945274,0.16216216216216217,0.07297297297297298,0.09170305676855896,0.04878048780487805,0.08888888888888889,0.21136363636363636,0.20973782771535582,0.16891891891891891,0.24271844660194175,0.14960629921259844,0.13229571984435798,0.625,0.5788643533123028,0.5940054495912807,0.6449704142011834,0.6284403669724771,0.35173501577287064,0.4080717488789238,0.441747572815534,0.5824175824175825,0.061514195583596214,0.28205128205128205,0.2972972972972973,0.7272727272727273,0.007886435331230283,0.9078014184397163,0.53125,0.16176470588235295,0.0070921985815602835,0.6578947368421053,0.6266666666666667,0.03508771929824561,0.5867507886435331,0.48844668769716093,0.5543624031007752,0.49460526315789477,0.13904494382022473,0.14002828854314003,0.19843342036553524,0.2258485639686684,3.8003179650238468,27.020000000000003,0.21673758865248227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101111,1610612749,Charlie Villanueva,Charlie Villanueva,101111,MIL,57340.0,956,-171,1816,1820,442,467,252,3636,73,123,27.0,45.0,11,21,36.0,115.0,31.0,69.0,71.0,9.0,17.0,140,307,81.0,66,406,2112,37.0,66.0,9.0,20.0,103.0,24,54,20.0,18.0,78,174.0,106.0,48.0,70.0,21.0,34,7.0,41,1.0,6.0,22.0,6.0,6.0,89,13,56.0,2.0,34.0,101,21.0,156,71,227,6.0,18.0,15.0,3.0,23.0,5.0,11.0,32.0,3.0,12.0,11.0,55.0,5.0,6.0,73.0,100.0,,6.0,10.0,57,3.0,2.0,81,9.0,39,6.0,13.0,11.0,2.0,13.0,10.0,1.0,1.0,,78,442,5.0,6.0,0.6214285714285714,0.75,0.4560260586319218,0.5606060606060606,0.4444444444444444,0.4381443298969072,0.5533333333333333,0.40540540540540543,0.47877358490566035,0.5988372093023255,0.46987951807228917,0.20876288659793815,0.06840390879478828,0.0975609756097561,0.05217391304347826,0.043478260869565216,22.59433962264151,0.41818181818181815,0.3442622950819672,0.03571428571428571,0.17294520547945205,0.08187134502923976,0.13934426229508196,0.06018518518518518,0.16304347826086957,0.07666666666666666,0.10548523206751055,0.09482758620689655,0.04186046511627907,0.05405405405405406,0.07352941176470588,0.15137614678899083,0.16153846153846155,0.19915254237288135,0.15606936416184972,0.09859154929577464,0.0297029702970297,0.7692307692307693,0.3170103092783505,0.5934959349593496,0.6576576576576577,0.5342465753424658,0.2963917525773196,0.3130434782608696,0.3302752293577982,0.5833333333333334,0.17783505154639176,0.4492753623188406,0.4696969696969697,0.8709677419354839,0.18298969072164947,0.6,0.6,0.14814814814814814,0.12,0.28378378378378377,0.5238095238095238,0.22972972972972974,0.5257731958762887,0.48112176165803094,0.529835,0.4689513888888889,0.09330143540669857,0.11572700296735905,0.2536945812807882,0.1921182266009852,7.316938110749182,26.059259259259257,0.2433920704845815,2.0,10.0,3.0,18.0,3.0,4.0,20.0,3.0,4.0,60.0,1.0,18.0,1.0,1.0,0.24691358024691357,0.3333333333333333,0.2,0.25,0.012345679012345678,0.014084507042253521,0.02577319587628866,0.2,0.2,1.0,0.2535211267605634,0.2571428571428571,1.0,0.3333333333333333,1.0,0.04054054054054054,0.23529411764705882,0.2571428571428571,,,,,,,,,,,,,,,,,,,True,
1913,1610612749,Michael Ruffin,Michael Ruffin,1913,MIL,15794.0,263,-64,476,491,144,151,83,967,15,22,4.0,7.0,3,6,,3.0,,,,,,15,25,,7,37,552,4.0,7.0,,1.0,9.0,3,7,,2.0,8,22.0,8.0,6.0,,2.0,5,3.0,8,2.0,1.0,2.0,,3.0,19,10,26.0,3.0,11.0,23,6.0,40,39,79,2.0,13.0,9.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,,7.0,2.0,1.0,38.0,52.0,,2.0,2.0,18,4.0,3.0,19,1.0,8,2.0,11.0,11.0,,11.0,5.0,1.0,,1.0,8,144,2.0,2.0,0.7333333333333333,0.9166666666666666,0.6,0.5714285714285714,0.42857142857142855,0.6,0.5714285714285714,0.42857142857142855,0.5441176470588235,0.45,0.36363636363636365,,0.08,0.045454545454545456,0.3333333333333333,,7.118055555555556,0.2857142857142857,0.20689655172413793,0.13636363636363635,0.1513157894736842,0.14207650273224043,0.18333333333333332,0.15873015873015872,0.16037735849056603,0.14634146341463414,0.23076923076923078,0.07407407407407407,0.12987012987012986,0.13513513513513514,0.19230769230769232,0.15873015873015872,0.23333333333333334,0.1016949152542373,0.2,0.15,0.2857142857142857,0.45454545454545453,0.88,0.6818181818181818,0.7142857142857143,0.7333333333333333,0.12,,,,,,,,,1.0,0.5714285714285714,,,0.8571428571428571,0.5,,0.88,0.545744,0.5597500000000001,0.5507428571428571,0.25,0.25,0.24324324324324326,0.21621621621621623,1.0959999999999999,,0.3025210084033613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,47021.0,784,-130,1478,1481,372,522,196,2959,19,41,2.0,4.0,3,7,3.0,5.0,20.0,54.0,54.0,4.0,7.0,42,100,102.0,17,188,1688,4.0,8.0,10.0,2.0,19.0,9,21,23.0,10.0,43,44.0,40.0,2.0,54.0,11.0,48,29.0,77,18.0,11.0,22.0,6.0,20.0,183,5,10.0,1.0,34.0,25,5.0,64,16,80,2.0,20.0,9.0,11.0,19.0,,13.0,3.0,1.0,6.0,,22.0,8.0,6.0,19.0,59.0,,1.0,1.0,24,1.0,6.0,22,,7,4.0,2.0,1.0,1.0,2.0,1.0,,,,43,372,15.0,4.0,0.5238095238095238,0.5365853658536586,0.42,0.5,0.42857142857142855,0.42326732673267325,0.4722222222222222,0.375,0.4413145539906103,0.475,0.4215686274509804,0.504950495049505,0.11,0.2682926829268293,,,13.807285546415981,0.8636363636363636,0.07142857142857142,0.02040816326530612,0.05422993492407809,0.02044989775051125,0.1596244131455399,0.02358490566037736,0.08753709198813056,0.021398002853067047,0.01744186046511628,,0.03608247422680412,0.028169014084507043,0.014285714285714285,0.034482758620689655,0.07608695652173914,0.06626506024096386,0.15333333333333332,0.1746031746031746,0.017699115044247787,0.5,0.20297029702970298,0.4634146341463415,0.6333333333333333,0.631578947368421,0.024752475247524754,0.6,0.6,,0.26732673267326734,0.37037037037037035,0.37037037037037035,0.5,0.26732673267326734,0.2222222222222222,0.5,0.5,0.2222222222222222,0.1590909090909091,0.42857142857142855,0.1590909090909091,0.7079207920792079,0.5022920792079207,0.5060166666666667,0.48588522727272726,0.03349282296650718,0.06542056074766354,0.10106382978723404,0.22872340425531915,10.834000000000001,24.6607843137255,0.2516914749661705,15.0,48.0,16.0,14.0,1.0,1.0,29.0,3.0,5.0,81.0,,14.0,2.0,0.9310344827586207,0.28431372549019607,0.3,0.21739130434782608,0.28431372549019607,0.0196078431372549,0.037037037037037035,0.2376237623762376,0.3125,0.3125,1.0,0.25925925925925924,0.2692307692307692,0.8571428571428571,0.25,1.0,0.36363636363636365,0.14285714285714285,0.25925925925925924,1.0,2.0,6.0,4.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,True,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,144610.0,2410,-337,4542,4541,1006,1219,590,9083,107,204,6.0,9.0,30,53,56.0,114.0,189.0,370.0,183.0,11.0,59.0,352,688,231.0,166,1137,5137,21.0,39.0,14.0,10.0,61.0,91,156,70.0,95.0,340,158.0,546.0,8.0,174.0,45.0,335,84.0,419,57.0,27.0,170.0,66.0,99.0,922,11,25.0,1.0,58.0,128,7.0,193,37,230,12.0,78.0,52.0,26.0,118.0,19.0,76.0,64.0,13.0,42.0,9.0,182.0,7.0,39.0,96.0,188.0,2.0,3.0,13.0,206,4.0,30.0,194,15.0,60,36.0,8.0,5.0,1.0,10.0,4.0,,,1.0,340,1006,23.0,36.0,0.22443181818181818,0.22701149425287356,0.5116279069767442,0.5384615384615384,0.5833333333333334,0.5282916213275299,0.4811320754716981,0.5420353982300885,0.5628115653040877,0.5169491525423728,0.6097122302158273,0.2513601741022851,0.06540697674418605,0.16176470588235295,0.07894736842105263,0.008108108108108109,22.592945662535747,0.6483516483516484,0.04375,0.007042253521126761,0.08689748811948404,0.01488095238095238,0.10229276895943562,0.023655913978494623,0.09117647058823529,0.016783216783216783,0.010327022375215147,0.022964509394572025,0.012903225806451613,0.0182370820668693,0.03676470588235294,0.0659536541889483,0.061764705882352944,0.12237762237762238,0.09582309582309582,0.11875,0.029850746268656716,0.4,0.2219804134929271,0.5245098039215687,0.6257309941520468,0.24299065420560748,0.12404787812840043,0.49122807017543857,0.5333333333333333,0.05357142857142857,0.40261153427638735,0.5108108108108108,0.5149863760217984,0.26455026455026454,0.19912948857453755,0.16981132075471697,0.6666666666666666,,0.20754716981132076,0.2345132743362832,0.5660377358490566,0.2610619469026549,0.4733405875952122,0.47071412803531976,0.4537025,0.45734046511627924,0.06514994829369183,0.08185538881309687,0.05364995602462621,0.2990325417766051,11.451017441860467,26.689177489177496,0.22148833113166005,20.0,48.0,11.0,69.0,2.0,16.0,89.0,3.0,21.0,213.0,9.0,69.0,1.0,0.797752808988764,0.3852813852813853,0.21428571428571427,0.3,0.4009009009009009,0.004329004329004329,0.00546448087431694,0.05223068552774755,0.4166666666666667,0.4166666666666667,1.0,0.3770491803278688,0.3791208791208791,0.7391304347826086,0.18181818181818182,1.0,0.048672566371681415,0.2711864406779661,0.39655172413793105,3.0,1.0,3.0,5.0,54.0,0.05660377358490566,0.3333333333333333,1.0,0.45454545454545453,8.0,3.0,2.0,2.0,2.0,0.01282051282051282,,,,True,
201146,1610612749,Yi Jianlian,Yi Jianlian,201146,MIL,75818.0,1264,-181,2368,2350,427,573,290,4718,54,112,21.0,40.0,7,16,11.0,46.0,92.0,209.0,16.0,1.0,6.0,157,367,17.0,88,420,2641,32.0,61.0,1.0,25.0,92.0,21,48,6.0,24.0,69,246.0,68.0,38.0,16.0,37.0,27,19.0,46,10.0,9.0,11.0,7.0,9.0,111,13,67.0,2.0,35.0,126,19.0,180,82,262,8.0,30.0,20.0,10.0,32.0,7.0,15.0,37.0,1.0,17.0,11.0,69.0,8.0,8.0,66.0,122.0,,14.0,10.0,92,7.0,9.0,107,3.0,46,9.0,39.0,35.0,3.0,39.0,29.0,2.0,2.0,5.0,69,427,14.0,8.0,0.7834394904458599,0.8913043478260869,0.42779291553133514,0.5245901639344263,0.4375,0.4322916666666667,0.5403225806451613,0.4166666666666667,0.481651376146789,0.5974025974025974,0.5,0.044270833333333336,0.1008174386920981,0.2767857142857143,0.10869565217391304,0.004784688995215311,18.60036832412523,0.463768115942029,0.25675675675675674,0.030303030303030304,0.16363636363636364,0.07469342251950947,0.12544802867383512,0.06220095693779904,0.1534795042897998,0.07233273056057866,0.08196721311475409,0.07964601769911504,0.06557377049180328,0.057692307692307696,0.07547169811320754,0.17465753424657535,0.16753926701570682,0.14982578397212543,0.11764705882352941,0.14666666666666667,0.04371584699453552,0.7435897435897436,0.2916666666666667,0.48214285714285715,0.6666666666666666,0.5740740740740741,0.11979166666666667,0.2391304347826087,0.2682926829268293,0.6363636363636364,0.5442708333333334,0.44019138755980863,0.4423076923076923,0.9239130434782609,0.041666666666666664,0.6451612903225806,0.525,0.09523809523809523,0.016129032258064516,0.2962962962962963,0.4375,0.1111111111111111,0.3359375,0.45187343750000014,0.5092584745762712,0.4398675925925926,0.10772833723653395,0.11219512195121951,0.21904761904761905,0.16428571428571428,11.987465940054497,26.458823529411763,0.18032094594594594,,1.0,,6.0,1.0,1.0,6.0,1.0,1.0,15.0,,6.0,,0.8333333333333334,0.35294117647058826,1.0,0.16666666666666666,0.35294117647058826,,,0.0026041666666666665,,,,0.375,0.375,0.8333333333333334,1.0,1.0,,0.16666666666666666,0.375,1.0,,,,3.0,,,,,,,,,1.0,,1.0,,,True,
201196,1610612749,Ramon Sessions,Ramon Sessions,201196,MIL,763.0,13,2,28,24,14,10,7,52,2,2,,,2,2,,1.0,,,,,,2,3,,4,8,25,,,,3.0,3.0,2,3,,2.0,6,,4.0,,,,2,,2,,,1.0,,1.0,4,1,,,1.0,1,,2,1,3,,1.0,,1.0,,,,,,,,,,,,,,,,3,,,6,,2,1.0,,,,,,,,,6,14,,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.75,0.6,,,,,,16.666666666666668,,,,0.16666666666666666,,0.2,0.2,0.18181818181818182,0.06666666666666667,,,,0.3333333333333333,,0.2,,,,1.0,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,1.0,,0.6666666666666666,0.6561,,0.6561,0.4,0.4,0.375,0.75,2.533333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,102110.0,1702,-189,3262,3257,808,882,416,6519,117,203,13.0,23.0,25,38,63.0,123.0,72.0,194.0,178.0,13.0,37.0,252,520,232.0,250,1033,3710,24.0,50.0,19.0,20.0,95.0,57,106,55.0,122.0,305,196.0,308.0,8.0,178.0,35.0,123,27.0,150,20.0,7.0,65.0,17.0,41.0,327,13,29.0,1.0,40.0,110,4.0,154,43,197,10.0,40.0,28.0,12.0,60.0,14.0,40.0,51.0,9.0,20.0,10.0,111.0,8.0,29.0,23.0,78.0,,2.0,11.0,222,1.0,4.0,305,34.0,105,46.0,11.0,8.0,1.0,12.0,5.0,,1.0,1.0,305,808,16.0,46.0,0.3888888888888889,0.3951612903225806,0.4846153846153846,0.48,0.5377358490566038,0.5206117021276596,0.5434782608695652,0.5683229813664596,0.5807560137457045,0.59375,0.6557017543859649,0.30851063829787234,0.0673076923076923,0.12807881773399016,0.06504065040650407,0.005154639175257732,26.177174780526734,0.5405405405405406,0.038461538461538464,0.009523809523809525,0.10486177311725453,0.024597116200169637,0.10025062656641603,0.04276315789473684,0.10359116022099447,0.028320971004720162,0.02158273381294964,0.01488095238095238,0.035211267605633804,0.04017857142857143,0.05,0.07304785894206549,0.11934156378600823,0.1271393643031785,0.10283687943262411,0.09401709401709402,0.0273972602739726,0.4166666666666667,0.2699468085106383,0.5763546798029556,0.6610169491525424,0.4017094017094017,0.16356382978723405,0.5121951219512195,0.5478260869565217,0.30158730158730157,0.2579787234042553,0.3711340206185567,0.37305699481865284,0.4444444444444444,0.23670212765957446,0.3333333333333333,0.5652173913043478,0.6153846153846154,0.18840579710144928,0.2360248447204969,0.6578947368421053,0.22981366459627328,0.5784574468085106,0.48704640957446804,0.5017508771929824,0.45979316770186346,0.13301088270858524,0.17766497461928935,0.09196515004840271,0.2952565343659245,9.23173076923077,25.101293103448263,0.24770079705702022,26.0,54.0,18.0,67.0,6.0,14.0,93.0,9.0,23.0,216.0,,67.0,2.0,0.7741935483870968,0.40086206896551724,0.47368421052631576,0.41818181818181815,0.40086206896551724,0.008620689655172414,0.0056179775280898875,0.07180851063829788,0.48148148148148145,0.49056603773584906,0.9615384615384616,0.37640449438202245,0.3785310734463277,0.7014925373134329,0.46153846153846156,0.8333333333333334,0.11180124223602485,0.3783783783783784,0.37640449438202245,1.0,3.0,6.0,9.0,63.0,0.08695652173913043,0.5,1.0,0.5,24.0,5.0,1.0,1.0,2.0,0.0211864406779661,,1.0,0.018518518518518517,True,
2767,1610612749,Royal Ivey,Royal Ivey,2767,MIL,32214.0,537,-92,982,988,157,261,118,1970,13,30,1.0,3.0,3,5,4.0,14.0,18.0,35.0,19.0,,4.0,35,79,37.0,19,131,1102,6.0,15.0,,,12.0,4,10,6.0,5.0,22,54.0,16.0,2.0,19.0,10.0,29,15.0,44,10.0,5.0,11.0,5.0,13.0,103,4,7.0,,12.0,21,,33,11,44,2.0,17.0,10.0,7.0,7.0,1.0,6.0,12.0,,1.0,2.0,19.0,2.0,2.0,22.0,55.0,,3.0,3.0,32,3.0,9.0,26,2.0,12,2.0,4.0,1.0,1.0,4.0,1.0,,,,22,157,6.0,2.0,0.7714285714285715,0.7941176470588235,0.4430379746835443,0.4,0.4,0.4827586206896552,0.4,0.53125,0.51171875,0.4,0.55,0.31896551724137934,0.12658227848101267,0.3,0.07142857142857142,,13.066666666666666,0.3684210526315789,,,0.06422018348623854,0.019662921348314606,0.1,0.03361344537815126,0.0738255033557047,0.023157894736842106,0.016666666666666666,0.027777777777777776,0.015625,0.0375,0.02564102564102564,0.047619047619047616,0.04938271604938271,0.09166666666666666,0.1,0.1,0.03508771929824561,0.25,0.25862068965517243,0.43333333333333335,0.6190476190476191,0.6153846153846154,0.1206896551724138,0.2857142857142857,0.3076923076923077,0.5,0.3017241379310345,0.5142857142857142,0.5142857142857142,0.9444444444444444,0.16379310344827586,0.2,0.3333333333333333,,,0.3125,0.6,0.25,0.5775862068965517,0.4886448275862069,0.4274909090909091,0.4670218749999999,0.09523809523809523,0.1348314606741573,0.0916030534351145,0.16793893129770993,10.079746835443038,24.805405405405402,0.159877800407332,7.0,18.0,2.0,7.0,,2.0,14.0,,3.0,42.0,,7.0,,1.0,0.3783783783783784,,0.5,0.3783783783783784,,,0.15517241379310345,0.3888888888888889,0.3888888888888889,1.0,0.3684210526315789,0.3684210526315789,1.0,,,0.125,0.5,0.3684210526315789,5.0,,,1.0,,,,,0.5,,,,,2.0,,,,,True,
2852,1610612749,Awvee Storey,Awvee Storey,2852,MIL,1608.0,27,-18,48,47,11,14,10,95,2,4,,1.0,2,2,,,2.0,3.0,,,,4,7,1.0,1,9,56,,2.0,,,,2,2,1.0,,4,8.0,,,,,2,,2,,,1.0,1.0,,4,1,1.0,,,1,,1,2,3,,,,,,,,,,,,,,,3.0,6.0,,1.0,,1,,,2,,1,,,,,,,,,,4,11,1.0,,1.0,1.0,0.5714285714285714,,1.0,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.125,,,,,15.0,,,,0.058823529411764705,0.045454545454545456,,0.2,0.04,0.07407407407407407,,,0.2,0.3333333333333333,,,0.2,,,,,,0.5,0.5,0.5,1.0,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,0.5,,,,0.6666666666666666,1.0,,0.625,0.5124625,0.5735,0.6065333333333334,0.1111111111111111,0.125,,0.4444444444444444,7.942857142857143,23.2,0.22916666666666666,,1.0,1.0,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,
