EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,HeaveAttempts,SelfOReb,DefensiveGoaltends,DefCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGM,OffCorner3ReboundPct,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,on,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedCorner3,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,5344.0,89,-1,150,158,19,28,29,308,7.0,11.0,2.0,4.0,3.0,4.0,4.0,5.0,14.0,20.0,9.0,37.0,171,2.0,4.0,1.0,5.0,2.0,2.0,22.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,8.0,5.0,13.0,1.0,19.0,9.0,28.0,4.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,6.0,7.0,1.0,14.0,3.0,1.0,14.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,19,1.0,0.7857142857142857,0.8461538461538461,0.7,0.5,0.7,0.5,0.7115384615384616,0.5,0.5,0.1,0.1818181818181818,17.297297297297295,0.6666666666666666,0.5,0.2063492063492063,0.1212121212121212,0.1851851851851851,0.0833333333333333,0.2,0.1153846153846153,0.1,0.1,0.1538461538461538,0.1,0.1,0.1764705882352941,0.3076923076923077,0.2083333333333333,0.6666666666666666,0.55,0.6363636363636364,0.7777777777777778,0.8571428571428571,0.2,0.75,0.75,0.3333333333333333,0.25,0.8,0.8,1.0,1.0,0.5,0.5,0.55,0.498515,0.5636749999999999,0.28,0.28,0.1351351351351351,0.054054054054054,5.955,0.1266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,5898.0,98,38,178,182,74,66,28,360,3.0,9.0,,1.0,1.0,2.0,3.0,8.0,7.0,19.0,19.0,51.0,166,1.0,4.0,,8.0,11.0,24.0,2.0,12.0,,4.0,18.0,5.0,23.0,3.0,2.0,10.0,51.0,,,,9.0,,9.0,,9.0,2.0,,1.0,5.0,1.0,,7.0,2.0,3.0,3.0,6.0,1.0,14.0,,,22.0,1.0,9.0,2.0,2.0,,2.0,,2.0,1.0,24.0,74,2.0,0.1428571428571428,0.1428571428571428,0.3684210526315789,0.25,0.4102564102564102,0.5714285714285714,0.5102040816326531,0.5714285714285714,0.5217391304347826,0.2105263157894736,0.3333333333333333,26.168224299065415,0.2857142857142857,,0.1285714285714285,,,,0.1046511627906976,,,,,,0.1333333333333333,0.0666666666666666,0.15,,0.5,0.2307692307692307,0.3333333333333333,0.5,0.3333333333333333,0.0512820512820512,0.5,1.0,,0.2051282051282051,0.375,0.375,,0.1428571428571428,,,0.7435897435897436,0.5163000000000001,0.47841,0.1914893617021276,0.3333333333333333,0.1568627450980392,0.4705882352941176,9.289473684210526,0.4157303370786517,1.0,5.0,1.0,5.0,1.0,2.0,5.0,15.0,2.0,2.0,3.0,7.0,6.0,20.0,2.0,3.0,2.0,8.0,3.0,9.0,18.0,15.0,5.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,0.6666666666666666,0.3333333333333333,0.3,0.25,0.3823529411764705,0.5128205128205128,0.5,0.1282051282051282,0.2,0.2,1.0,0.3846153846153846,0.3333333333333333,0.3333333333333333,1.0,0.1428571428571428,0.2857142857142857,1.0,1.0,0.2941176470588235,0.2,0.1176470588235294,0.4117647058823529,0.4285714285714285,0.3333333333333333,0.5442911764705881,25.43,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1737,1610612765,Nazr Mohammed,Nazr Mohammed,1737,DET,13668.0,228,39,424,433,129,128,64,857,18.0,29.0,10.0,15.0,6.0,14.0,4.0,15.0,28.0,58.0,13.0,69.0,418,11.0,17.0,4.0,26.0,3.0,23.0,34.0,22.0,16.0,5.0,4.0,2.0,6.0,2.0,,2.0,14.0,3.0,26.0,13.0,28.0,3.0,44.0,29.0,73.0,3.0,,1.0,8.0,2.0,3.0,11.0,1.0,7.0,22.0,36.0,6.0,23.0,1.0,3.0,30.0,2.0,13.0,3.0,8.0,6.0,1.0,1.0,8.0,3.0,23.0,129,3.0,0.6071428571428571,0.85,0.4827586206896552,0.6470588235294118,0.4745762711864407,0.6470588235294118,0.4726027397260274,0.6190476190476191,0.4791666666666667,0.0862068965517241,0.1724137931034483,16.766467065868266,0.2727272727272727,0.15,0.165680473372781,0.1625,0.2321428571428571,0.0638297872340425,0.1822222222222222,0.1400966183574879,0.2075471698113207,0.1219512195121951,0.1515151515151515,0.1,0.1666666666666666,0.2352941176470588,0.1379310344827586,0.2325581395348837,0.375,0.4915254237288136,0.6206896551724138,0.75,0.5555555555555556,0.2372881355932203,0.4285714285714285,0.4285714285714285,0.5,0.2542372881355932,0.2666666666666666,0.2666666666666666,1.0,0.8823529411764706,0.6666666666666666,0.2,0.5084745762711864,0.4843189655172414,0.53898,0.1857142857142857,0.1884057971014492,0.3768115942028985,0.3333333333333333,6.796551724137931,0.3042452830188679,6.0,11.0,,,,,,1.0,,,,1.0,,1.0,,,10.0,20.0,,1.0,,,,,2.0,7.0,5.0,2.0,1.0,4.0,,1.0,,,,,,0.5,0.4761904761904761,0.0169491525423728,,,,,,0.0169491525423728,,,,,,,,0.5238095238095238,0.5454545454545454,,0.0476190476190476,,,0.47503,77.7,1.0,1.0,1.0,0.2307692307692307,0.04,,,,,,,,,,,,True,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,4831.0,81,16,150,155,48,53,22,305,5.0,9.0,1.0,1.0,2.0,7.0,4.0,12.0,11.0,28.0,7.0,32.0,154,3.0,5.0,2.0,8.0,4.0,13.0,16.0,6.0,2.0,2.0,8.0,7.0,15.0,3.0,1.0,4.0,37.0,2.0,3.0,,3.0,1.0,4.0,5.0,9.0,5.0,,2.0,3.0,3.0,1.0,8.0,2.0,,2.0,3.0,,7.0,,,10.0,,4.0,1.0,,,,,,,13.0,48,1.0,0.7272727272727273,0.8,0.3928571428571428,0.6,0.3676470588235294,0.5,0.4102564102564102,0.5714285714285714,0.4333333333333333,0.0714285714285714,0.2222222222222222,26.256983240223462,0.625,0.1666666666666666,0.0545454545454545,0.0555555555555555,,0.0909090909090909,0.0428571428571428,0.0657894736842105,0.1111111111111111,0.0625,,0.0666666666666666,0.125,,0.0384615384615384,,,0.2647058823529412,0.5555555555555556,0.7142857142857143,0.6,0.2058823529411764,0.2857142857142857,0.2857142857142857,1.0,0.3529411764705882,0.3333333333333333,0.3333333333333333,0.75,0.1666666666666666,1.0,,0.4411764705882353,0.4666000000000001,0.4902875,0.1052631578947368,0.125,0.25,0.40625,10.964285714285715,0.32,,2.0,1.0,3.0,1.0,2.0,,3.0,,,,,1.0,6.0,,1.0,3.0,10.0,1.0,2.0,3.0,3.0,,4.0,3.0,1.0,,1.0,1.0,,,,1.0,0.1666666666666666,,0.5,0.1666666666666666,0.3,0.375,0.1764705882352941,,0.088235294117647,0.3333333333333333,0.3333333333333333,1.0,0.088235294117647,,,,0.1666666666666666,,,,0.1666666666666666,,0.1666666666666666,,,,0.4657916666666667,25.15,,2.0,,,0.1,1.0,0.1428571428571428,0.5,,,,,,,,,True,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,6761.0,113,24,200,207,62,60,36,407,11.0,13.0,3.0,4.0,3.0,11.0,8.0,16.0,22.0,40.0,10.0,63.0,201,4.0,7.0,,11.0,6.0,17.0,20.0,24.0,6.0,1.0,9.0,2.0,11.0,2.0,2.0,5.0,24.0,1.0,4.0,4.0,11.0,3.0,18.0,5.0,23.0,2.0,,2.0,3.0,,,5.0,,1.0,1.0,5.0,1.0,12.0,3.0,,15.0,3.0,5.0,4.0,2.0,1.0,1.0,,3.0,2.0,17.0,62,3.0,0.4545454545454545,0.5263157894736842,0.55,0.5714285714285714,0.5638297872340425,0.6111111111111112,0.5943396226415094,0.6111111111111112,0.5,0.025,0.0769230769230769,24.066390041493776,0.4,0.375,0.1309523809523809,0.0526315789473684,0.1904761904761904,0.0384615384615384,0.1428571428571428,0.0490196078431372,0.1153846153846153,,0.0294117647058823,0.0666666666666666,0.0384615384615384,0.0714285714285714,0.2045454545454545,0.1111111111111111,0.6666666666666666,0.2765957446808511,0.8461538461538461,0.9166666666666666,0.2727272727272727,0.2340425531914893,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3404255319148936,0.5,0.5,0.75,0.4444444444444444,0.75,,0.425531914893617,0.4601117021276596,0.519025,0.1020408163265306,0.119047619047619,0.1746031746031746,0.2698412698412698,10.675,0.31,2.0,3.0,,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,2.0,4.0,10.0,1.0,3.0,9.0,5.0,3.0,,2.0,1.0,1.0,,2.0,,,,1.0,0.4285714285714285,0.5,0.3333333333333333,0.4285714285714285,0.4,0.4230769230769231,0.1489361702127659,,0.0425531914893617,,,,0.1063829787234042,0.6,0.6,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.2307692307692307,0.6666666666666666,0.0769230769230769,0.1538461538461538,0.5,0.6,0.4552,25.571428571428573,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,
2553,1610612765,Jarvis Hayes,Jarvis Hayes,2553,DET,9073.0,151,19,291,299,78,77,34,590,5.0,8.0,,,6.0,12.0,6.0,16.0,17.0,36.0,6.0,64.0,289,,,,3.0,5.0,15.0,20.0,14.0,,3.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,2.0,6.0,12.0,2.0,20.0,3.0,23.0,,,,4.0,,1.0,4.0,,,6.0,12.0,,5.0,1.0,,6.0,2.0,2.0,2.0,3.0,2.0,1.0,,3.0,2.0,15.0,78,2.0,0.5882352941176471,0.5882352941176471,0.4722222222222222,,0.5471698113207547,1.5,0.5818181818181818,1.5,0.6818181818181818,0.0833333333333333,0.25,17.71771771771772,,0.1333333333333333,0.1132075471698113,0.0185185185185185,0.1395348837209302,0.0384615384615384,0.1208053691275167,0.0223880597014925,0.0303030303030303,,0.0232558139534883,,0.064516129032258,0.2083333333333333,0.0980392156862745,0.1290322580645161,0.6666666666666666,0.1509433962264151,0.625,0.8333333333333334,0.6,0.2264150943396226,0.5,0.5454545454545454,0.5,0.3018867924528302,0.375,0.375,0.6666666666666666,,,,0.4716981132075472,0.4672330188679245,,0.0377358490566037,0.0555555555555555,0.046875,0.234375,11.047222222222224,0.268041237113402,,,3.0,5.0,1.0,1.0,5.0,12.0,,,1.0,2.0,8.0,17.0,1.0,1.0,2.0,6.0,2.0,3.0,24.0,12.0,5.0,,,9.0,5.0,4.0,,3.0,,1.0,1.0,0.4705882352941176,1.0,0.6666666666666666,0.4705882352941176,0.3333333333333333,0.5555555555555556,0.320754716981132,0.0833333333333333,0.0943396226415094,0.6,0.6,1.0,0.2264150943396226,0.4166666666666667,0.4166666666666667,1.0,1.0,,,,,,0.1111111111111111,0.2222222222222222,0.5,0.4166666666666667,0.4612722222222223,25.21764705882353,,1.0,1.0,0.1666666666666666,0.04,1.0,0.1111111111111111,1.0,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,5311.0,89,8,170,171,64,62,29,341,3.0,6.0,,2.0,,1.0,5.0,8.0,8.0,15.0,7.0,26.0,155,1.0,3.0,,2.0,6.0,16.0,10.0,6.0,,1.0,3.0,,3.0,,,,6.0,,1.0,3.0,5.0,1.0,9.0,1.0,10.0,,,,2.0,,2.0,2.0,,1.0,,2.0,,7.0,1.0,,8.0,1.0,4.0,,,,,,,,16.0,64,,0.625,0.625,0.5333333333333333,0.3333333333333333,0.4523809523809524,0.3333333333333333,0.5208333333333334,0.3333333333333333,0.8333333333333334,0.0666666666666666,0.1666666666666666,12.935323383084578,,0.1,0.0684931506849315,0.0144927536231884,0.12,,0.0816326530612244,0.0117647058823529,0.04,,,,0.15,,0.0512820512820512,0.1875,,0.2857142857142857,0.5,0.6,0.3333333333333333,0.0476190476190476,,,,0.3809523809523809,0.625,0.625,0.8,0.6666666666666666,,,0.5714285714285714,0.516952380952381,0.5132,0.1666666666666666,0.2222222222222222,0.0769230769230769,0.6153846153846154,10.273333333333332,0.3764705882352941,2.0,2.0,,3.0,,,1.0,3.0,,,,1.0,1.0,6.0,,,5.0,6.0,,1.0,3.0,3.0,1.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,0.1666666666666666,,,0.1666666666666666,0.8333333333333334,0.7142857142857143,0.2857142857142857,,0.1428571428571428,,,,0.1428571428571428,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2857142857142857,1.0,,0.1428571428571428,,0.3333333333333333,0.5231142857142858,25.016666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,7766.0,129,20,247,250,69,75,36,497,7.0,18.0,,2.0,4.0,13.0,9.0,20.0,20.0,51.0,9.0,58.0,242,2.0,7.0,,4.0,4.0,16.0,10.0,30.0,2.0,3.0,17.0,2.0,19.0,2.0,2.0,7.0,40.0,2.0,4.0,4.0,5.0,,9.0,6.0,15.0,5.0,3.0,5.0,6.0,,,11.0,2.0,2.0,2.0,6.0,,11.0,,1.0,12.0,,4.0,2.0,1.0,,,1.0,1.0,,16.0,69,2.0,0.25,0.2631578947368421,0.392156862745098,0.2857142857142857,0.4083333333333333,0.2857142857142857,0.4393939393939394,0.2857142857142857,0.4210526315789473,0.0588235294117647,0.1111111111111111,26.46048109965636,0.4545454545454545,,0.0454545454545454,0.043010752688172,0.1081081081081081,0.0869565217391304,0.0612244897959183,0.0517241379310344,0.032258064516129,0.0344827586206896,0.0606060606060606,0.0714285714285714,,,0.0892857142857142,0.1538461538461538,,0.3,0.3888888888888889,0.4375,0.1428571428571428,0.2166666666666666,0.3076923076923077,0.3333333333333333,,0.3333333333333333,0.45,0.45,0.4444444444444444,0.2857142857142857,,,0.45,0.4755758333333333,0.4436666666666666,0.0625,0.0727272727272727,0.0689655172413793,0.2758620689655172,9.958823529411765,0.2793522267206478,1.0,2.0,,3.0,,1.0,3.0,6.0,,,,2.0,3.0,9.0,,,6.0,14.0,,3.0,3.0,6.0,3.0,,8.0,5.0,2.0,3.0,2.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.4285714285714285,0.3529411764705882,0.15,0.0769230769230769,0.05,,,,0.1,0.5,0.5,0.3333333333333333,,,,,0.1176470588235294,0.5,0.0588235294117647,0.1176470588235294,,0.5,0.4299058823529411,24.866666666666667,,1.0,,,0.0303030303030303,,0.1111111111111111,,,,,,,6.0,,,True,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,1517.0,25,-2,45,45,1,1,6,90,1.0,4.0,,,,,2.0,5.0,3.0,9.0,1.0,10.0,49,,1.0,,,,2.0,2.0,4.0,,,5.0,1.0,6.0,1.0,,,13.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,,2.0,,,,2.0,,,1.0,5.0,,,,,1.0,,,,,,,,,,2.0,1,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.45,,0.45,,1.0,,,23.52941176470588,1.0,,,,0.1111111111111111,0.3333333333333333,0.05,0.0454545454545454,,,,0.3333333333333333,,,,0.1111111111111111,,0.4,0.25,0.25,,,,,,0.5,0.4,0.4,0.5,,,,0.5,0.470375,,,,,0.2,10.511111111111113,0.0222222222222222,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,3.0,,,,5.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.1,,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3155,23.3,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,2968.0,49,8,100,100,48,46,12,200,6.0,11.0,2.0,5.0,1.0,2.0,,1.0,7.0,14.0,3.0,17.0,97,2.0,5.0,1.0,5.0,1.0,11.0,6.0,8.0,4.0,2.0,3.0,,3.0,,1.0,1.0,6.0,1.0,5.0,,4.0,2.0,6.0,6.0,12.0,1.0,,1.0,2.0,,1.0,3.0,,2.0,3.0,5.0,,5.0,,,4.0,2.0,3.0,,5.0,4.0,,1.0,5.0,2.0,11.0,48,,0.4285714285714285,0.6,0.5,0.4,0.5,0.4,0.5666666666666667,0.5,0.7857142857142857,0.1428571428571428,0.1818181818181818,15.92920353982301,0.3333333333333333,0.25,0.1025641025641025,0.1388888888888889,,0.1111111111111111,0.0769230769230769,0.1333333333333333,0.0769230769230769,0.125,0.2,0.1666666666666666,,,0.1739130434782608,,0.4,0.7857142857142857,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.1428571428571428,0.5,0.5,1.0,0.0714285714285714,,,,1.0,0.4,,0.7857142857142857,0.50835,0.573925,0.2,0.2,0.2941176470588235,0.6470588235294118,2.435714285714286,0.48,5.0,7.0,,,,,,,,,,,,,,,5.0,7.0,,,,,,,1.0,,,,,1.0,,,,,,,,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,,,,1.0,0.7142857142857143,,,,,0.5542428571428571,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
