EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChancePointsPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,LongMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGA,BadPassTurnovers,Corner3Frequency,ShortMidRangeFGA,Fg2aBlocked,OffThreePtRebounds,Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShootingFouls,ShortMidRangeAssists,ShortMidRangeFGM,DeadBallTurnovers,Travels,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,on,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Corner3Assists,AtRimAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,253.0,4,1.0,9,8,1,3.0,17,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,1,1.0,1.0,0.5,0.5,0.5,16.666666666666668,1.0,0.5,0.5,1.0,0.42145,0.4153,20.3,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,276.0,5,2.0,10,9,2,2.0,19,,,1.0,1.0,2.0,7.0,1.0,,,,,,2,,,1.0,1.0,1.0,7.692307692307692,,,,,0.5252,0.5252,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.2,0.1428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,485.0,8,3.0,20,16,11,3.0,36,1.0,1.0,1.0,1.0,7.0,15.0,,,,1.0,,2.0,11,,,1.0,1.25,1.1666666666666667,17.391304347826086,0.5,1.0,1.0,,0.45745,,18.2,0.55,7.0,,,,,,,2.0,,,,3.0,,3.0,,,,,,0.2857142857142857,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,0.5,1.0,1.0,0.4,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.45745,0.3333333333333333,0.5,1.0,24.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,1610612751,Billy Thomas,Billy Thomas,2873,NJN,490.0,8,3.0,20,17,11,3.0,37,,,,,2.0,15.0,,,,,,,11,,,,,0.25,21.73913043478261,,,,,0.5419999999999999,,,0.55,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,3.0,2.0,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,0.25,1.0,,25.266666666666666,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,320.0,5,4.0,13,10,4,3.0,23,,1.0,,4.0,3.0,7.0,1.0,,,,,,4,,,,0.3,0.3,31.25,0.2,,,,0.5240400000000001,,6.525,0.3076923076923077,2.0,,2.0,,,,,,,,1.0,3.0,1.0,4.0,,,,,0.5,0.6,0.1428571428571428,,,0.4,,,,,0.6,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,3.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,0.2,,,0.6666666666666666,,1.0,0.2,1.0,1.0,1.0,,,1.0,0.3297,,,,25.7,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,1.0,1.0,0.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612751,Darrell Armstrong,Darrell Armstrong,353,NJN,193.0,3,-1.0,9,8,9,1.0,17,,,,,,8.0,,,1.0,1.0,1.0,3.0,9,,,,,,22.22222222222222,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,153.0,3,-2.0,7,7,7,,14,,,,,,8.0,,,,1.0,,2.0,7,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201157,1610612751,Sean Williams,Sean Williams,201157,NJN,196.0,3,1.0,8,8,7,,16,,,1.0,1.0,2.0,8.0,,2.0,,,,,7,1.0,1.0,1.0,1.0,1.0,25.0,,,,,0.4111,,11.5,0.875,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.4111,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,84.0,1,4.0,4,2,3,,6,,,,,,1.0,,,,,,,3,,,,,,,,,,,,,,0.75,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,63336.0,1056,-172.0,1992,2011,688,241.0,4003,25.0,63.0,88.0,186.0,298.0,2154.0,23.0,124.0,12.0,67.0,5.0,146.0,688,0.7045454545454546,0.7380952380952381,0.4731182795698925,0.4477351916376306,0.476038338658147,15.472527472527473,0.2195121951219512,0.3968253968253968,0.4032258064516129,0.8,0.5227033568904591,0.536194,7.105913978494626,0.3453815261044177,656.0,59.0,106.0,9.0,17.0,13.0,36.0,52.0,8.0,25.0,26.0,90.0,35.0,125.0,0.5652173913043478,0.4705882352941176,0.5,0.0378787878787878,0.1056910569105691,0.0867237687366167,0.0335497835497835,0.0470588235294117,0.1403508771929824,0.3693379790940767,0.5566037735849056,0.6145833333333334,0.5,0.5294117647058824,0.7212543554006968,0.1208053691275167,7.0,46.0,2.0,20.0,27.0,101.0,41.0,29.0,60.0,9.0,43.0,12.0,97.0,81.0,43.0,7.0,55.0,23.0,55.0,9.0,17.0,7.0,39.0,13.0,53.0,58.0,26.0,17.0,13.0,17.0,97.0,1.0,0.2673267326732673,0.2093023255813953,0.2755102040816326,0.4833333333333333,0.4126213592233009,0.4330357142857143,0.3519163763066202,0.4358974358974359,0.1267605633802817,0.0799418604651162,0.0407239819004524,0.1032028469750889,0.1602787456445993,0.1521739130434782,0.1521739130434782,1.0,0.1941747572815534,0.1,0.1627906976744186,0.5154010101010102,0.0846905537459283,0.1262135922330097,0.3255033557046979,25.10792079207921,55.0,10.0,0.1916376306620209,17.0,12.0,6.0,105.0,16.0,0.064516129032258,0.0943396226415094,0.0227272727272727,0.0217391304347826,0.0952380952380952,0.0592334494773519,52.0,6.0,4.0,22.0,3.0,0.2352941176470588,0.25,0.5,False,20.0,37.0,20.0,2.0,6.0,7.0,23.0,5.0,2.0,11.0,4.0,3.0,7.0,26.0,4.0,10.0,26.0,19.0,7.0,2.0,3.0,5.0,2.0,1.0,1.0,7.0,2.0,7.0,6.0,6.0,4.0,7.0,1.0,1.0,6.0,0.1818181818181818,0.0588235294117647,0.0158730158730158,0.0519480519480519,0.0277777777777777,0.0344827586206896,0.025,0.0913978494623656,0.0649350649350649,0.4117647058823529,0.6779661016949152,0.3636363636363636,0.3636363636363636,1.0,0.3333333333333333,0.1764705882352941,0.3333333333333333,1.0,0.1470588235294117,0.3592233009708738,0.5405405405405406,0.2233009708737864,0.3043478260869565,,,,,,,,,,,,,,,,,,
