EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,AtRimAssists,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Blocked3s,BlockedCorner3,Blocks,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,Blocked2s,BlockedAtRim,BlockedShortMidRange,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,OffThreePtRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3Assists,BadPassSteals,Offensive Fouls Drawn,FTOffRebounds,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,OffensiveGoaltends,LongMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,OffCorner3ReboundPct,ShortMidRangeAssists,on,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,3SecondViolations,Technical Free Throw Trips,HeaveMakes,Clear Path Fouls
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,2770.0,46,-16.0,97,101,73.0,81.0,11.0,198,5.0,9.0,2.0,2.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,7.0,5.0,12.0,1.0,10.0,9.0,22.0,104,2.0,3.0,1.0,1.0,5.0,4.0,11.0,1.0,7.0,8.0,19.0,6.0,4.0,3.0,2.0,9.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,4.0,5.0,1.0,10.0,2.0,12.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,9.0,1.0,13.0,1.0,5.0,2.0,19.0,73.0,2.0,0.6,0.75,1.0,0.1,0.1428571428571428,0.1,0.4166666666666667,0.6666666666666666,0.3636363636363636,0.2954545454545454,0.5,0.3055555555555556,0.3928571428571428,0.5,0.4130434782608695,0.4545454545454545,0.3333333333333333,0.4444444444444444,29.357798165137613,0.1428571428571428,0.1470588235294117,0.1,0.3076923076923077,0.1914893617021276,0.0512820512820512,0.1,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.4090909090909091,0.5555555555555556,1.0,0.6,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.4090909090909091,0.1111111111111111,0.1111111111111111,1.0,0.5,1.0,0.5,0.25,0.4444444444444444,0.5,0.3888888888888889,0.1428571428571428,0.8636363636363636,0.1111111111111111,0.561084090909091,0.5393166666666667,0.5605444444444444,0.1923076923076923,0.3125,0.2272727272727272,0.8636363636363636,3.15,25.44,0.7525773195876289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101144,1610612743,Von Wafer,Von Wafer,101144,DEN,5387.0,90,-19.0,191,194,137.0,141.0,22.0,385,4.0,10.0,,1.0,4.0,9.0,2.0,11.0,4.0,1.0,1.0,11.0,1.0,10.0,9.0,23.0,1.0,15.0,6.0,27.0,200,,1.0,1.0,,,7.0,18.0,1.0,14.0,4.0,21.0,10.0,8.0,,,10.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,12.0,1.0,1.0,8.0,,9.0,1.0,10.0,1.0,5.0,1.0,11.0,,8.0,3.0,4.0,,5.0,,8.0,2.0,4.0,1.0,21.0,137.0,1.0,0.5555555555555556,0.5555555555555556,,0.0666666666666666,0.0714285714285714,0.0714285714285714,0.391304347826087,,0.3888888888888889,0.2763157894736842,,0.265625,0.3292682926829268,,0.3088235294117647,0.3947368421052631,0.0869565217391304,0.2,24.299065420560748,,0.1428571428571428,0.024390243902439,0.04,0.1111111111111111,0.0129870129870129,0.05,,0.1875,0.1333333333333333,0.0588235294117647,,0.2631578947368421,0.4,0.5,0.5,0.0526315789473684,0.2894736842105263,0.1052631578947368,0.2894736842105263,0.0909090909090909,0.0909090909090909,,0.5,,,0.5,0.28125,0.4444444444444444,0.3125,0.1,0.6578947368421053,0.1,0.5051824324324324,0.5879,0.5187129032258064,0.1,0.16,,0.7777777777777778,10.017391304347823,27.38,0.7172774869109948,1.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.5454545454545454,0.12,0.04,0.5,0.5,0.3636363636363636,0.3636363636363636,0.75,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1741,1610612743,Jelani McCoy,Jelani McCoy,1741,DEN,690.0,12,-12.0,24,25,14.0,24.0,1.0,49,,,,,,,,,,,,,,,,,,,1.0,1.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,3.0,,1.0,1.0,2.0,,1.0,3.0,4.0,,1.0,,2.0,,1.0,,,14.0,,,,,,,,,,,,,,0.5,,,,,,12.0,0.5,0.1,,1.0,0.1818181818181818,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5833333333333334,,,,,,,,,,1.0,,,1.0,,,3.0,1.0,0.5,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,1516.0,25,-6.0,52,53,47.0,43.0,9.0,105,,1.0,,,,1.0,,,,,2.0,4.0,2.0,4.0,,1.0,2.0,4.0,,6.0,54,,,,,,,1.0,2.0,4.0,,6.0,,,6.0,,4.0,2.0,,2.0,,2.0,,,4.0,,,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,3.0,,,,,,,,6.0,47.0,,,,1.0,0.5,0.5,0.5,,,,0.6,,0.6,0.6,,0.6,0.8,,,11.290322580645162,,0.0476190476190476,,,0.0357142857142857,,,,,,,,0.2,,,,,,,0.8,0.5,0.5,1.0,,,,,0.2,,0.8,0.5,1.0,0.5,0.56265,,0.56265,,,,1.0,1.3,25.225,0.903846153846154,,,,,,2.0,,,,,,,,,,,1.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200784,1610612743,Bobby Jones,Bobby Jones,200784,DEN,3537.0,59,-15.0,125,129,86.0,87.0,10.0,254,4.0,6.0,,,4.0,6.0,1.0,,3.0,,4.0,6.0,3.0,5.0,4.0,7.0,6.0,9.0,6.0,32.0,130,,,1.0,,3.0,4.0,6.0,5.0,7.0,3.0,26.0,4.0,4.0,18.0,,6.0,4.0,1.0,1.0,,1.0,,,2.0,,2.0,2.0,3.0,7.0,1.0,8.0,,3.0,1.0,6.0,,2.0,3.0,7.0,1.0,5.0,,8.0,1.0,3.0,1.0,26.0,86.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.5714285714285714,,0.6666666666666666,0.8125,1.5,0.8846153846153846,0.8421052631578947,1.5,0.9285714285714286,0.5625,0.1428571428571428,0.1666666666666666,18.51851851851852,0.375,0.054054054054054,,0.1333333333333333,0.0769230769230769,0.0217391304347826,,,,0.25,0.1,0.2,0.375,0.6666666666666666,0.8,0.5,0.0625,,0.1875,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,0.4615384615384615,0.6666666666666666,0.3846153846153846,0.6,0.9375,0.6666666666666666,0.5807625,0.4761,0.6010192307692308,0.2222222222222222,0.3333333333333333,0.09375,0.8125,0.7714285714285715,24.91111111111111,0.688,,,2.0,,,1.0,,3.0,3.0,3.0,,1.0,3.0,,,,3.0,0.5,,,,,,,,0.1538461538461538,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0434782608695652,0.0476190476190476,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,2753.0,46,-16.0,99,99,81.0,86.0,14.0,198,1.0,3.0,,,1.0,2.0,1.0,,,,2.0,6.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,13.0,103,,,,2.0,2.0,1.0,2.0,2.0,5.0,3.0,11.0,,4.0,6.0,,6.0,2.0,,1.0,5.0,6.0,4.0,,17.0,2.0,,1.0,,1.0,3.0,4.0,2.0,2.0,,4.0,1.0,2.0,4.0,5.0,,3.0,,4.0,,2.0,,11.0,81.0,,,,1.0,0.3333333333333333,0.4,0.3333333333333333,0.5,,0.5,0.5,,0.5714285714285714,0.5416666666666666,1.0,0.6111111111111112,0.6,,,14.035087719298248,,0.0303030303030303,0.08,,0.024390243902439,0.0638297872340425,0.125,,,0.1111111111111111,,,0.3,0.3333333333333333,0.3333333333333333,,0.1,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2857142857142857,0.5,0.7142857142857143,0.4,0.9,0.3333333333333333,0.55224,,0.5679214285714285,0.1666666666666666,0.3333333333333333,0.1538461538461538,0.8461538461538461,1.3,25.35,0.8181818181818182,1.0,,,,,1.0,,1.0,,2.0,1.0,,1.0,,,,,0.5,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,0.0454545454545454,0.0555555555555555,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,1814.0,30,3.0,66,67,55.0,49.0,6.0,133,3.0,3.0,,,2.0,2.0,1.0,,,,,,,,3.0,4.0,,,1.0,7.0,62,,,,,,2.0,3.0,,,1.0,5.0,,6.0,,,,,,,,,,,,,1.0,2.0,2.0,5.0,1.0,6.0,,1.0,,1.0,,1.0,2.0,4.0,,5.0,,6.0,1.0,3.0,1.0,5.0,55.0,1.0,,,,,,,0.75,,0.6666666666666666,0.75,,0.6666666666666666,0.5,,0.4166666666666667,,,,11.11111111111111,0.25,0.0952380952380952,,0.0769230769230769,0.088235294117647,,,,,,,0.25,0.75,1.0,1.0,,0.25,,,,,,,,,,,0.6666666666666666,1.0,,,0.75,,0.50405,,0.4723333333333333,0.5,0.5,,0.7142857142857143,2.1,,0.8333333333333334,,,,,,,,,,,,1.0,,,,1.0,2.0,,0.2222222222222222,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,3257.0,54,-14.0,116,116,82.0,71.0,16.0,232,3.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,5.0,3.0,9.0,2.0,7.0,11.0,23.0,113,1.0,3.0,3.0,2.0,4.0,3.0,8.0,2.0,6.0,10.0,22.0,2.0,4.0,,,5.0,2.0,1.0,4.0,3.0,7.0,1.0,3.0,17.0,1.0,1.0,6.0,,7.0,2.0,9.0,,2.0,,6.0,,3.0,5.0,5.0,,8.0,1.0,14.0,,3.0,4.0,22.0,82.0,4.0,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,0.1666666666666666,0.4285714285714285,0.5,0.2857142857142857,0.55,0.4375,0.1111111111111111,0.1666666666666666,21.804511278195488,,0.1714285714285714,0.0384615384615384,0.0555555555555555,0.1320754716981132,0.0416666666666666,0.0714285714285714,,,0.2,0.0769230769230769,,0.375,0.5,0.6,0.3333333333333333,0.0625,0.125,0.0625,0.375,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,1.0,0.1666666666666666,0.3571428571428571,0.6,0.3571428571428571,0.4,0.8125,0.4,0.55986,0.50615,0.5594038461538461,0.1578947368421052,0.25,0.1739130434782608,0.9565217391304348,5.377777777777778,30.314285714285717,0.7068965517241379,,,1.0,6.0,1.0,1.0,1.0,1.0,,4.0,2.0,1.0,2.0,,,1.0,,0.6666666666666666,0.2777777777777778,0.1111111111111111,,,,,,0.0714285714285714,1.0,1.0,,,,,2.0,,1.0,,,,0.0454545454545454,0.0625,,,,0.3333333333333333,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,682.0,11,6.0,22,23,,7.0,2.0,45,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,19,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,8.333333333333334,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,1.0,,0.4533,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,1628.0,27,-6.0,59,60,42.0,34.0,7.0,119,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,3.0,4.0,,,,6.0,64,1.0,1.0,,,2.0,1.0,2.0,,,,2.0,4.0,2.0,,2.0,,,,2.0,1.0,3.0,1.0,,7.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,,3.0,,1.0,2.0,3.0,,,,,,,,2.0,42.0,,0.6666666666666666,1.0,,,,,0.75,1.0,0.5,0.75,1.0,0.5,0.75,1.0,0.5,,,,10.606060606060606,0.5,0.2,0.1,0.1428571428571428,0.1764705882352941,0.0416666666666666,,0.1666666666666666,1.0,,0.1666666666666666,,0.75,0.6666666666666666,0.6666666666666666,0.5,,0.25,,,,,,1.0,1.0,,,1.0,0.5,,,0.75,,0.624125,0.8324,0.70975,,,0.3333333333333333,0.3333333333333333,5.55,,0.711864406779661,,1.0,,,,2.0,,3.0,2.0,1.0,1.0,,,,,,1.0,0.3333333333333333,0.125,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.5,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
