EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SelfOReb,BadPassSteals,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,BlockedArc3,DefensiveGoaltends,3SecondViolations,on,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,2659.0,44,4,89,88,32,26,14,177,3.0,4,1.0,2.0,1.0,2.0,1.0,2.0,3,7,3.0,9,96,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,4,2.0,2.0,1.0,1.0,2.0,3,2.0,1.0,8,4.0,1.0,1.0,7,1.0,9,5.0,14,2.0,2.0,2,1.0,4.0,7,2.0,4,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,32,2.0,0.6666666666666666,1.0,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.5,0.5625,0.75,0.75,0.14285714285714285,1.0,9.523809523809524,1.0,0.3333333333333333,0.125,0.21212121212121213,0.12903225806451613,0.1111111111111111,0.19047619047619047,0.1111111111111111,0.75,0.05555555555555555,0.21428571428571427,0.2857142857142857,0.16666666666666666,0.2,0.6666666666666666,0.5714285714285714,0.75,0.75,0.6666666666666666,0.14285714285714285,0.2857142857142857,1.0,0.5,1.0,0.5,0.5714285714285714,0.5141857142857144,0.57135,0.57135,0.375,0.375,0.3333333333333333,0.3333333333333333,5.471428571428571,0.3595505617977528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1899,1610612738,James Posey,James Posey,1899,BOS,11675.0,195,-6,369,364,95,122,39,733,8.0,12,2.0,3.0,1.0,3.0,1.0,3.0,9,16,6.0,51,354,2.0,5.0,,4.0,1.0,3.0,2.0,10.0,16,2.0,2.0,1.0,9.0,6.0,15,4.0,1.0,36,,,7.0,25,6.0,38,1.0,39,6.0,3.0,9,2.0,7.0,16,1.0,11,9.0,1.0,3.0,4.0,4.0,4.0,3.0,10.0,95,1.0,0.8888888888888888,1.0,0.5625,0.4,0.3333333333333333,0.6081081081081081,0.3333333333333333,0.4444444444444444,0.6219512195121951,0.3333333333333333,0.45454545454545453,0.0625,,12.048192771084336,0.6666666666666666,0.375,,0.1984126984126984,,0.12727272727272726,0.17679558011049723,0.006369426751592357,,,0.14285714285714285,0.1875,0.25,0.16279069767441862,0.75,0.32432432432432434,0.6666666666666666,0.7272727272727273,0.875,0.02702702702702703,0.08108108108108109,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8918918918918919,0.555877027027027,0.4957500000000001,0.5718888888888889,0.07692307692307693,0.16666666666666666,0.0784313725490196,0.19607843137254902,5.0,0.25745257452574527,1.0,4.0,8.0,1.0,2.0,3.0,5.0,13.0,3.0,9.0,21.0,1.0,2.0,6.0,24.0,3.0,13.0,5.0,2.0,5.0,3.0,1.0,6.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.8888888888888888,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5675675675675675,0.08333333333333333,0.017543859649122806,0.029411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.21621621621621623,0.5,0.5,1.0,0.35135135135135137,0.38461538461538464,0.38461538461538464,0.8,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.38461538461538464,24.70952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,17906.0,298,38,568,569,166,210,66,1137,3.0,5,,,1.0,2.0,3.0,39.0,18,47,4.0,136,541,2.0,3.0,,16.0,2.0,10.0,,31.0,16,20.0,,4.0,26.0,3.0,29,2.0,4.0,61,3.0,,9.0,21,1.0,31,6.0,37,14.0,1.0,18,4.0,12.0,20,1.0,7,4.0,1.0,1.0,1.0,1.0,1.0,,31.0,166,1.0,0.4444444444444444,0.4444444444444444,0.3829787234042553,0.6666666666666666,0.2,0.5409836065573771,0.7272727272727273,0.5,0.5450819672131147,0.7272727272727273,0.5,0.0851063829787234,0.3333333333333333,21.739130434782606,0.7777777777777778,0.045454545454545456,,0.1044776119402985,0.018518518518518517,0.11392405063291139,0.10714285714285714,0.024793388429752067,0.0196078431372549,0.0136986301369863,0.047619047619047616,0.07142857142857142,0.15625,0.12903225806451613,,0.040983606557377046,0.6,0.6,0.3333333333333333,0.02459016393442623,0.319672131147541,,,0.06451612903225806,0.5,0.6557377049180327,0.49035000000000006,0.5025124999999999,0.4722016129032257,0.00819672131147541,0.02127659574468085,0.11764705882352941,0.22794117647058823,16.96808510638298,0.29225352112676056,13.0,10.0,22.0,2.0,2.0,6.0,22.0,53.0,15.0,32.0,75.0,8.0,9.0,21.0,75.0,21.0,53.0,22.0,1.0,12.0,10.0,3.0,17.0,7.0,2.0,13.0,4.0,,,2.0,2.0,,,0.78125,0.4266666666666667,0.42857142857142855,0.4266666666666667,0.6147540983606558,,0.0375,0.03508771929824561,0.3333333333333333,0.3611111111111111,0.5384615384615384,0.18032786885245902,0.45454545454545453,0.45454545454545453,0.9,0.4344262295081967,0.41509433962264153,0.41509433962264153,0.7272727272727273,,0.18181818181818182,0.1935483870967742,0.3333333333333333,0.4838709677419355,0.41509433962264153,24.825333333333333,2.0,2.0,2.0,6.0,7.0,4.0,2.0,10.0,1.0,3.0,0.5,0.07692307692307693,0.02631578947368421,0.043478260869565216,0.058823529411764705,0.029850746268656716,0.6666666666666666,1.0,1.0,1.0,0.5454545454545454,0.3333333333333333,1.0,0.4666666666666667,,,,,,,,,,,,,True,,,,,,,,,
208,1610612738,Sam Cassell,Sam Cassell,208,BOS,2423.0,40,14,79,78,23,19,11,157,,2,,,,2.0,4.0,12.0,6,18,9.0,27,79,,,2.0,2.0,3.0,8.0,2.0,11.0,2,10.0,,,1.0,3.0,4,1.0,,11,1.0,,2.0,4,,6,1.0,7,3.0,1.0,4,1.0,,3,,5,9.0,,3.0,1.0,1.0,1.0,1.0,11.0,23,,0.16666666666666666,0.16666666666666666,0.3333333333333333,,0.375,0.4090909090909091,,0.5,0.5,1.0,0.55,,,32.967032967032964,0.75,,,0.14285714285714285,0.04,0.2,0.15789473684210525,0.030303030303030304,,0.07142857142857142,0.1,,0.375,0.125,1.0,0.09090909090909091,,,,0.18181818181818182,0.5454545454545454,,,0.2222222222222222,,0.2727272727272727,0.4287659090909091,,0.4406166666666667,0.12,0.14285714285714285,0.07407407407407407,0.4074074074074074,14.322222222222223,0.2911392405063291,6.0,,,,,,2.0,4.0,1.0,2.0,4.0,,1.0,1.0,6.0,,4.0,2.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.18181818181818182,,,,0.5,0.5,0.16666666666666666,,,,,0.18181818181818182,0.5,0.5,1.0,,,,,0.1111111111111111,0.5,25.200000000000003,,,,,1.0,,,,,1.0,,,,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,30716.0,512,47,981,977,284,328,117,1958,8.0,18,2.0,7.0,3.0,3.0,13.0,17.0,14,48,15.0,88,967,2.0,10.0,1.0,8.0,6.0,15.0,4.0,37.0,24,4.0,4.0,4.0,23.0,17.0,40,14.0,3.0,97,15.0,2.0,15.0,41,1.0,57,22.0,79,10.0,4.0,26,3.0,37.0,63,4.0,20,20.0,,8.0,7.0,2.0,8.0,6.0,37.0,284,6.0,0.8571428571428571,1.0,0.2916666666666667,0.2,0.4,0.3882978723404255,0.25,0.5,0.4230769230769231,0.26666666666666666,0.5138888888888888,0.08333333333333333,0.07692307692307693,11.680143755615452,0.38461538461538464,0.02631578947368421,0.0625,0.11581920903954802,0.050335570469798654,0.11363636363636363,0.11522633744855967,0.047058823529411764,0.04081632653061224,0.04065040650406504,0.11926605504587157,0.10975609756097561,0.1165644171779141,0.12871287128712872,0.75,0.19148936170212766,0.4444444444444444,0.5333333333333333,0.75,0.13829787234042554,0.18085106382978725,0.5,0.2857142857142857,0.09090909090909091,1.0,0.6808510638297872,0.5075209677419353,0.5199100000000001,0.4919621212121212,0.0784313725490196,0.14285714285714285,0.09090909090909091,0.42045454545454547,9.447916666666666,0.28950050968399593,4.0,8.0,22.0,2.0,5.0,8.0,7.0,24.0,10.0,15.0,46.0,4.0,7.0,18.0,45.0,,23.0,7.0,3.0,12.0,8.0,5.0,9.0,5.0,5.0,6.0,16.0,,5.0,2.0,7.0,2.0,2.0,1.0,0.32608695652173914,0.3888888888888889,0.3333333333333333,0.48936170212765956,0.16666666666666666,0.03937007874015748,0.04819277108433735,0.23529411764705882,0.23529411764705882,1.0,0.23404255319148937,0.36363636363636365,0.36363636363636365,1.0,0.2553191489361702,0.2916666666666667,0.2916666666666667,1.0,,0.14285714285714285,0.24242424242424243,0.625,0.30303030303030304,0.30434782608695654,24.95652173913044,2.0,1.0,,2.0,2.0,1.0,2.0,4.0,5.0,,0.25,,0.07792207792207792,0.022727272727272728,0.06451612903225806,0.03278688524590164,0.15384615384615385,0.16666666666666666,0.5,1.0,0.14285714285714285,,,0.2,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,True,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,13737.0,229,10,448,444,147,163,50,892,17.0,34,2.0,5.0,5.0,11.0,10.0,20.0,31,64,30.0,98,434,2.0,8.0,3.0,10.0,8.0,23.0,7.0,26.0,28,34.0,,3.0,10.0,13.0,23,6.0,2.0,59,6.0,,12.0,13,2.0,27,8.0,35,10.0,3.0,18,4.0,13.0,29,,24,36.0,4.0,17.0,3.0,3.0,4.0,2.0,26.0,147,,0.45161290322580644,0.45161290322580644,0.484375,0.25,0.34782608695652173,0.4927536231884058,0.3181818181818182,0.3958333333333333,0.5764705882352941,0.4166666666666667,0.4642857142857143,0.046875,,20.15655577299413,0.5555555555555556,0.09523809523809523,,0.08387096774193549,0.04316546762589928,0.22641509433962265,0.1201923076923077,0.041237113402061855,0.0625,0.01818181818181818,0.04081632653061224,0.14705882352941177,0.08333333333333333,0.2619047619047619,0.5,0.4927536231884058,0.5,0.5483870967741935,0.35294117647058826,0.14492753623188406,0.2898550724637681,0.45454545454545453,0.4,0.4583333333333333,0.45454545454545453,0.5652173913043478,0.4990318840579711,0.5646555555555556,0.4930666666666667,0.2073170731707317,0.22077922077922077,0.10204081632653061,0.2653061224489796,8.125000000000002,0.328125,8.0,1.0,2.0,2.0,,,1.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,6.0,,3.0,1.0,7.0,6.0,2.0,2.0,10.0,4.0,3.0,7.0,8.0,1.0,2.0,,1.0,3.0,3.0,1.0,0.4,1.0,0.4,0.07246376811594203,0.08823529411764706,0.03636363636363636,0.05128205128205128,0.4,0.4,0.625,0.028985507246376812,0.5,0.5,1.0,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,,0.18181818181818182,,,0.041666666666666664,0.3333333333333333,24.639999999999997,6.0,1.0,,1.0,1.0,1.0,3.0,6.0,1.0,,0.3333333333333333,,0.05555555555555555,,0.09090909090909091,0.09090909090909091,0.6,0.6,0.5,1.0,0.09090909090909091,,,1.0,,,2.0,1.0,,,,1.0,0.5,1.0,,,True,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,11609.0,193,26,374,368,97,99,37,742,23.0,34,2.0,3.0,6.0,8.0,13.0,19.0,40,66,11.0,91,360,2.0,4.0,,4.0,10.0,20.0,6.0,26.0,20,60.0,2.0,4.0,18.0,11.0,29,9.0,5.0,69,4.0,,7.0,20,,27,5.0,32,4.0,3.0,12,4.0,5.0,25,1.0,22,17.0,5.0,10.0,2.0,1.0,2.0,1.0,26.0,97,3.0,0.25,0.2564102564102564,0.6060606060606061,0.5,0.5,0.6060606060606061,0.5,0.5,0.6319444444444444,0.5,0.5416666666666666,0.06060606060606061,0.07692307692307693,20.338983050847457,0.3333333333333333,,,0.14705882352941177,0.03508771929824561,0.14285714285714285,0.14594594594594595,0.031446540880503145,0.024390243902439025,0.025,0.18421052631578946,0.10810810810810811,0.14754098360655737,0.13513513513513514,0.5,0.5151515151515151,0.6764705882352942,0.7419354838709677,0.21739130434782608,0.19696969696969696,0.2878787878787879,0.75,0.6666666666666666,0.4,0.75,0.5151515151515151,0.49762727272727264,0.507125,0.460085,0.14084507042253522,0.14084507042253522,0.04395604395604396,0.2857142857142857,7.398484848484848,0.25935828877005346,10.0,,,,,,,,,,,,,,,,,,2.0,6.0,7.0,1.0,11.0,9.0,1.0,1.0,8.0,2.0,5.0,,3.0,1.0,1.0,,,,,,0.08823529411764706,0.022222222222222223,0.04,0.5263157894736842,0.5263157894736842,0.5,,,,,,,,,,,,,,,,7.0,,,,,,1.0,2.0,2.0,,,,0.06060606060606061,,0.16666666666666666,0.05,0.5384615384615384,0.5833333333333334,,,,,,,,,,,,1.0,,,,,1.0,,True,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,10521.0,175,-6,333,334,100,134,45,667,13.0,24,4.0,7.0,1.0,3.0,10.0,14.0,22,48,21.0,65,319,7.0,11.0,6.0,20.0,4.0,10.0,6.0,14.0,28,16.0,6.0,4.0,3.0,1.0,4,1.0,,9,12.0,1.0,4.0,16,2.0,22,17.0,39,5.0,5.0,16,6.0,8.0,31,2.0,25,35.0,3.0,16.0,5.0,4.0,5.0,3.0,14.0,100,4.0,0.6363636363636364,0.7368421052631579,0.4583333333333333,0.6363636363636364,0.4,0.4583333333333333,0.6363636363636364,0.4,0.5078125,0.6666666666666666,0.4375,0.08333333333333333,,20.72538860103627,0.3125,0.15384615384615385,0.0625,0.13008130081300814,0.10084033613445378,0.11764705882352941,0.12738853503184713,0.09815950920245399,0.15,0.06896551724137931,0.15789473684210525,0.14285714285714285,0.10526315789473684,0.13636363636363635,0.6,0.5,0.5416666666666666,0.65,0.6153846153846154,0.20833333333333334,0.2916666666666667,0.6363636363636364,0.5714285714285714,0.3,0.3333333333333333,0.5,0.4825458333333333,0.50646,0.40343999999999997,0.26229508196721313,0.26229508196721313,0.3076923076923077,0.2153846153846154,7.764583333333333,0.3003003003003003,7.0,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,12.0,5.0,,,11.0,2.0,8.0,,2.0,3.0,1.0,,,,,,0.16666666666666666,0.09090909090909091,0.0625,0.5,0.5,0.7142857142857143,,,,,,,,,0.25,,,,,,,2.0,,,,,,2.0,7.0,1.0,,,,0.09523809523809523,0.16666666666666666,0.08333333333333333,0.09090909090909091,0.2,0.2,,,,,,,1.0,,,,,,1.0,2.0,0.5,,,1.0,True,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,7952.0,133,-2,264,267,90,134,38,531,24.0,37,9.0,13.0,6.0,11.0,14.0,9.0,32,60,18.0,82,270,9.0,14.0,4.0,22.0,9.0,19.0,5.0,23.0,32,32.0,14.0,4.0,1.0,1.0,2,1.0,,5,15.0,,5.0,19,5.0,29,20.0,49,7.0,7.0,12,6.0,12.0,27,3.0,24,29.0,3.0,14.0,2.0,2.0,2.0,1.0,23.0,90,6.0,0.5,0.64,0.5333333333333333,0.6428571428571429,0.47368421052631576,0.5333333333333333,0.6428571428571429,0.47368421052631576,0.5616438356164384,0.6470588235294118,0.4791666666666667,0.06666666666666667,0.14285714285714285,27.77777777777778,0.5833333333333334,0.5,,0.1958762886597938,0.16483516483516483,0.15625,0.18604651162790697,0.16806722689075632,0.18518518518518517,0.15789473684210525,0.20689655172413793,0.18181818181818182,0.19298245614035087,0.16666666666666666,0.5,0.6166666666666667,0.6486486486486487,0.6857142857142857,0.5416666666666666,0.23333333333333334,0.15,0.9285714285714286,0.6923076923076923,0.5789473684210527,0.5454545454545454,0.6166666666666667,0.4882,0.5456083333333334,0.48008421052631584,0.19718309859154928,0.19718309859154928,0.2682926829268293,0.2804878048780488,5.251666666666667,0.3409090909090909,4.0,,,,,,,,,,,,,,,,,,,,1.0,5.0,4.0,3.0,,,5.0,1.0,2.0,,6.0,2.0,2.0,,,,,,0.05405405405405406,0.17857142857142858,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.5,,,,,,,,,0.1111111111111111,,,,,,,4.0,,,,,,2.0,1.0,2.0,,,,0.15384615384615385,0.3,0.125,0.08333333333333333,0.2857142857142857,0.3333333333333333,,,,,,,1.0,,,,,,,,0.25,,,,True,,,,,,,,,
201172,1610612738,Gabe Pruitt,Gabe Pruitt,201172,BOS,3285.0,55,-17,112,105,48,62,20,217,2.0,5,1.0,1.0,1.0,2.0,2.0,8.0,3,15,1.0,13,128,1.0,2.0,,2.0,1.0,5.0,,8.0,4,2.0,,4.0,6.0,2.0,8,,,18,,,,3,,3,1.0,4,1.0,,2,,5.0,7,,2,2.0,,1.0,,,,,8.0,48,,0.6666666666666666,0.6666666666666666,0.2,0.5,0.2,0.3,0.3333333333333333,0.5,0.30952380952380953,0.3333333333333333,0.5,0.26666666666666666,0.5,17.037037037037035,0.5,,,0.06976744186046512,,,0.058823529411764705,0.018518518518518517,,,0.07142857142857142,,0.08695652173913043,,,0.25,0.4,1.0,0.5,0.1,0.4,0.3333333333333333,1.0,0.25,0.5,0.5,0.4558249999999999,0.48705,0.45875,0.047619047619047616,0.0625,0.15384615384615385,0.6153846153846154,12.406666666666668,0.42857142857142855,1.0,2.0,3.0,1.0,2.0,2.0,,2.0,1.0,2.0,5.0,1.0,2.0,3.0,6.0,,2.0,,2.0,2.0,4.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,0.4,0.6666666666666666,0.4,0.25,0.6,0.1,,0.125,0.125,1.0,0.15,0.6666666666666666,0.6666666666666666,1.0,0.1,,,,1.0,0.3333333333333333,0.25,1.0,0.125,,24.22,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,
