EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedArc3,on,Clear Path Fouls,BlockedCorner3
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,1533.0,26,-3,48,49,8,8,4.0,97,1.0,2.0,3.0,1.0,5.0,1.0,2.0,8.0,6.0,55,1.0,1.0,6.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,8,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,20.754716981132074,0.09090909090909091,0.1111111111111111,0.0967741935483871,0.3333333333333333,0.09090909090909091,0.125,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5555555555555556,0.5,0.8888888888888888,0.559838888888889,0.53575,21.8,24.6,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1730,1610612756,Brian Skinner,Brian Skinner,1730,PHX,15296.0,255,-39,512,507,149,100,60.0,1019,29.0,,,,1.0,67.0,,1.0,87.0,592,15.0,1.0,,1.0,2.0,4.0,,10.0,10.0,35.0,51.0,68.0,7.0,1.0,13.0,13.0,32.0,3.0,149,4.0,,,,0.5441176470588235,0.5506329113924051,0.014705882352941176,15.916955017301037,0.16666666666666666,0.2222222222222222,0.17647058823529413,0.1044776119402985,0.12903225806451613,0.2727272727272727,0.4264705882352941,,,,,0.014705882352941176,,0.3382352941176471,0.47177941176470595,0.4877500000000001,9.788059701492537,25.4,0.291015625,15.0,22.0,6.0,11.0,3.0,6.0,9.0,16.0,13.0,1.0,37.0,13.0,8.0,16.0,1.0,17.0,8.0,7.0,23.0,56.0,18.0,8.0,3.0,2.0,2.0,1.0,1.0,5.0,12.0,6.0,17.0,5.0,1.0,4.0,6.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,20.0,1.0,2.0,27.0,5.0,14.0,2.0,22.0,15.0,7.0,22.0,13.0,2.0,1.0,1.0,23.0,2.0,0.7567567567567568,0.8484848484848485,0.5522388059701493,0.5,0.5333333333333333,0.5,0.5,0.53125,0.5227272727272727,0.04477611940298507,0.13636363636363635,0.46153846153846156,0.5454545454545454,0.07272727272727272,0.07246376811594203,0.07264957264957266,0.061224489795918366,0.046511627906976744,0.0958904109589041,0.0392156862745098,0.16666666666666666,0.24691358024691357,0.08333333333333333,0.5909090909090909,0.3235294117647059,0.6818181818181818,0.7894736842105263,0.6,0.23529411764705882,0.5625,0.5625,0.7777777777777778,0.4482758620689655,0.4482758620689655,0.9230769230769231,0.6875,0.5454545454545454,0.16666666666666666,0.375,0.5,0.0625,0.5080833333333333,0.18181818181818182,0.18421052631578946,0.19540229885057472,0.26436781609195403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,115481.0,1925,389,3884,3863,896,667,357.0,7747,147.0,47.0,132.0,25.0,167.0,208.0,121.0,299.0,602.0,4167,35.0,66.0,354.0,167.0,100.0,123.0,47.0,269.0,35.0,113.0,159.0,192.0,21.0,1.0,42.0,71.0,160.0,5.0,896,16.0,0.9752066115702479,0.40468227424749165,0.40468227424749165,0.5453648915187377,0.5639097744360902,0.5897435897435898,13.401821153397153,0.07151898734177216,0.09641873278236915,0.0761708697889861,0.07096774193548387,0.056795131845841784,0.09491525423728814,0.28994082840236685,0.2603550295857988,0.3560606060606061,0.35877862595419846,1.0,0.32938856015779094,0.24752475247524752,0.6666666666666666,0.5277669625246548,0.517010396039604,14.539903846153846,24.369230769230768,0.23069001029866118,25.0,39.0,1.0,2.0,8.0,9.0,8.0,22.0,62.0,41.0,95.0,49.0,7.0,12.0,,29.0,20.0,26.0,150.0,138.0,52.0,2.0,11.0,23.0,7.0,13.0,40.0,14.0,16.0,11.0,33.0,39.0,23.0,16.0,21.0,6.0,15.0,2.0,6.0,3.0,10.0,6.0,69.0,5.0,18.0,56.0,2.0,14.0,11.0,23.0,11.0,8.0,23.0,15.0,,,,150.0,11.0,0.7263157894736842,0.7340425531914894,0.4567307692307692,0.5833333333333334,0.5714285714285714,0.5,0.6138613861386139,0.5,0.6521739130434783,0.052884615384615384,0.1282051282051282,0.5,0.11702127659574468,0.0149812734082397,0.028747433264887063,0.01929260450160772,0.009316770186335404,0.010033444816053512,0.02237136465324385,0.026936026936026935,0.031578947368421054,0.08360128617363344,0.10294117647058823,0.6521739130434783,0.07692307692307693,0.6410256410256411,0.7352941176470589,0.68,0.04339250493096647,0.36363636363636365,0.4444444444444444,0.5,0.4217687074829932,0.42758620689655175,0.7741935483870968,0.06896551724137931,0.5,,0.0891089108910891,0.8888888888888888,0.40594059405940597,0.5166478260869566,0.030710172744721688,0.06363636363636363,0.04817275747508306,0.24916943521594684,3.0,9.0,6.0,74.0,2.0,8.0,22.0,5.0,17.0,28.0,9.0,74.0,2.0,16.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,0.29411764705882354,0.42424242424242425,0.006688963210702341,0.18181818181818182,0.013605442176870748,0.007575757575757576,0.005988023952095809,0.03333333333333333,0.017985611510791366,0.4431137724550898,0.4457831325301205,0.9594594594594594,0.3103448275862069,0.3333333333333333,1.0,0.27586206896551724,0.25,1.0,0.24,0.5365853658536586,0.4431137724550898,0.006644518272425249,,,,True,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,160610.0,2677,418,5390,5361,1285,938,510.0,10751,263.0,5.0,11.0,2.0,20.0,1180.0,5.0,31.0,1989.0,5896,246.0,16.0,6.0,18.0,88.0,118.0,47.0,266.0,81.0,424.0,541.0,719.0,105.0,27.0,174.0,157.0,294.0,22.0,1285,13.0,0.4,0.16129032258064516,0.1724137931034483,0.5916597853014038,0.6625582944703531,0.02559867877786953,28.09459912780946,0.19766899766899768,0.1600790513833992,0.19049415314975482,0.17289719626168223,0.21907600596125187,0.1529126213592233,0.2171758876961189,0.009083402146985962,0.45454545454545453,0.45454545454545453,0.4,0.016515276630883566,0.007633587786259542,0.48967795210569776,0.4945784946236559,0.48262057692307697,6.499406779661017,26.809677419354845,0.23840445269016697,410.0,562.0,70.0,110.0,88.0,118.0,166.0,355.0,133.0,14.0,709.0,556.0,93.0,156.0,82.0,268.0,145.0,156.0,449.0,994.0,424.0,116.0,76.0,30.0,12.0,3.0,38.0,45.0,132.0,36.0,178.0,64.0,49.0,15.0,69.0,16.0,23.0,7.0,46.0,10.0,35.0,44.0,489.0,12.0,9.0,691.0,110.0,367.0,32.0,161.0,106.0,52.0,163.0,94.0,14.0,1.0,2.0,449.0,27.0,0.7009873060648801,0.7634408602150538,0.6008474576271187,0.5961538461538461,0.5894308943089431,0.5923566878980892,0.5591603053435115,0.6600985221674877,0.6488439306358381,0.06440677966101695,0.07295373665480427,0.39655172413793105,0.2706766917293233,0.08847184986595175,0.06686478454680535,0.08175519630484988,0.15,0.08430913348946135,0.04462809917355372,0.06413301662707839,0.07142857142857142,0.19951923076923078,0.19148936170212766,0.5766871165644172,0.4640792733278282,0.7295373665480427,0.7869481765834933,0.7365853658536585,0.2931461601981833,0.4676056338028169,0.515527950310559,0.536144578313253,0.5057034220532319,0.5095785440613027,0.7969924812030075,0.7006369426751592,0.6363636363636364,0.17142857142857143,0.45038167938931295,0.7457627118644068,0.05343511450381679,0.5276368852459017,0.25051055139550715,0.255393180236604,0.1347410759175465,0.22574157868275516,,1.0,1.0,,,,,,1.0,1.0,9.0,,,18.0,1.0,44.0,5.0,,1.0,3.0,9.0,,0.0625,,0.09295774647887324,0.0076045627376425855,,,0.0070921985815602835,0.10679611650485436,,,,0.006369426751592357,,,,,,0.5,,,0.03125,2.0,2.0,2.0,True,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,81746.0,1362,106,2741,2738,798,569,259.0,5479,78.0,41.0,90.0,26.0,123.0,315.0,78.0,213.0,651.0,3130,89.0,61.0,219.0,122.0,75.0,111.0,45.0,258.0,28.0,61.0,89.0,112.0,34.0,4.0,64.0,58.0,118.0,2.0,798,10.0,0.9358974358974359,0.36619718309859156,0.36792452830188677,0.5321969696969697,0.5690559440559441,0.4034090909090909,21.003963011889034,0.05760151085930123,0.1076923076923077,0.06747536012130402,0.0463768115942029,0.04153354632587859,0.1024390243902439,0.14772727272727273,0.17045454545454544,0.45555555555555555,0.45555555555555555,0.975609756097561,0.23295454545454544,0.17333333333333334,0.7556818181818182,0.5439072243346009,0.5312385135135135,6.23079365079365,24.62816901408451,0.29113462240058374,121.0,186.0,8.0,10.0,36.0,55.0,15.0,51.0,28.0,35.0,164.0,89.0,9.0,15.0,3.0,45.0,45.0,44.0,197.0,170.0,158.0,6.0,24.0,36.0,11.0,12.0,18.0,9.0,14.0,,23.0,39.0,31.0,8.0,30.0,7.0,21.0,7.0,9.0,2.0,25.0,9.0,97.0,,6.0,104.0,15.0,44.0,14.0,7.0,4.0,2.0,8.0,7.0,1.0,,,197.0,13.0,0.5182926829268293,0.5279503105590062,0.5206349206349207,0.6,0.5056179775280899,0.6363636363636364,0.51,0.6617647058823529,0.5726744186046512,0.0761904761904762,0.08602150537634409,0.46875,,0.019099590723055934,0.024390243902439025,0.020871143375680582,0.02553191489361702,0.017857142857142856,0.014598540145985401,0.02040816326530612,0.03225806451612903,0.0798004987531172,0.12727272727272726,0.875,0.3522727272727273,0.6505376344086021,0.711764705882353,0.512396694214876,0.09659090909090909,0.29411764705882354,0.3333333333333333,0.3333333333333333,0.358974358974359,0.3684210526315789,0.6428571428571429,0.30303030303030304,0.8,0.125,0.36666666666666664,0.6545454545454545,0.23333333333333334,0.515898076923077,0.08064516129032258,0.12790697674418605,0.06912442396313365,0.30261136712749614,4.0,6.0,11.0,37.0,4.0,12.0,10.0,8.0,18.0,21.0,15.0,37.0,,25.0,,8.0,2.0,,1.0,1.0,,0.4444444444444444,0.3442622950819672,,0.11764705882352941,0.02564102564102564,,,,0.03125,0.3008130081300813,0.3008130081300813,0.8918918918918919,0.18181818181818182,0.6666666666666666,0.75,0.36363636363636365,0.3333333333333333,1.0,0.4230769230769231,0.2857142857142857,0.30327868852459017,0.004672897196261682,1.0,1.0,1.0,True,,
201199,1610612756,DJ Strawberry,DJ Strawberry,201199,PHX,5711.0,95,3,184,187,57,47,26.0,371,3.0,,4.0,,6.0,18.0,,10.0,21.0,205,4.0,1.0,,6.0,7.0,8.0,5.0,17.0,2.0,5.0,7.0,11.0,1.0,,2.0,7.0,16.0,,57,,,,,0.32142857142857145,0.35,0.35714285714285715,14.883720930232558,0.08620689655172414,0.09090909090909091,0.0875,0.125,0.05555555555555555,0.06666666666666667,0.10714285714285714,0.14285714285714285,,,,0.21428571428571427,,0.8214285714285714,0.5597500000000001,0.44974,4.183333333333334,24.88,0.30978260869565216,7.0,13.0,2.0,6.0,,1.0,1.0,2.0,1.0,1.0,9.0,3.0,2.0,6.0,,4.0,1.0,2.0,4.0,8.0,10.0,2.0,3.0,1.0,,1.0,1.0,2.0,2.0,,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,2.0,,7.0,,3.0,5.0,1.0,3.0,,3.0,2.0,1.0,3.0,3.0,,,,4.0,,0.4444444444444444,0.5,0.5,0.3333333333333333,0.25,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.15384615384615385,0.5,,0.034482758620689655,0.08,0.04819277108433735,0.041666666666666664,,0.05263157894736842,0.058823529411764705,0.125,0.08333333333333333,0.14285714285714285,1.0,0.4642857142857143,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.07142857142857142,0.5,0.5,,0.3333333333333333,0.5,,1.0,0.3333333333333333,0.5,0.2,,0.2,0.5665,0.1,0.15,0.19047619047619047,0.19047619047619047,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.3333333333333333,,,,0.0625,,,,,,,,,,,,,,,,,True,,
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,7100.0,118,-41,228,232,48,33,20.0,460,8.0,4.0,7.0,1.0,18.0,12.0,10.0,25.0,38.0,274,1.0,6.0,27.0,17.0,2.0,10.0,1.0,28.0,,6.0,8.0,10.0,5.0,1.0,7.0,3.0,13.0,,48,2.0,0.9,0.4,0.4166666666666667,0.4864864864864865,0.48717948717948717,0.6756756756756757,18.326693227091635,0.06382978723404255,,0.04316546762589928,0.07692307692307693,0.03225806451612903,,0.21621621621621623,0.1891891891891892,0.5714285714285714,0.5714285714285714,0.75,0.4864864864864865,0.14285714285714285,0.7837837837837838,0.5493347222222221,0.5627833333333334,11.824999999999998,26.352000000000004,0.21052631578947367,2.0,4.0,,,,1.0,,,1.0,5.0,3.0,2.0,,,,3.0,,1.0,7.0,6.0,,,,8.0,2.0,,1.0,,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,,,,,1.0,6.0,,1.0,4.0,,1.0,1.0,4.0,1.0,2.0,4.0,2.0,,,,7.0,1.0,1.0,1.0,0.25,,,1.5,0.42857142857142855,1.5,0.4375,,,0.2857142857142857,0.2,0.02857142857142857,,0.01904761904761905,,,0.07142857142857142,,,0.08108108108108109,,0.5,0.10810810810810811,0.5,0.5,1.0,,,,,0.125,0.125,1.0,,,,0.14285714285714285,,0.7142857142857143,0.5922,0.02631578947368421,0.07692307692307693,0.07894736842105263,0.18421052631578946,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,2.0,3.0,6.0,,6.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,0.2,0.35294117647058826,,1.0,,,True,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,90311.0,1505,273,3032,3020,579,434,288.0,6052,160.0,18.0,60.0,9.0,12.0,390.0,21.0,72.0,587.0,3267,55.0,11.0,63.0,12.0,103.0,134.0,61.0,299.0,38.0,139.0,186.0,235.0,33.0,7.0,60.0,50.0,101.0,2.0,579,9.0,1.0,0.2916666666666667,0.2916666666666667,0.5357142857142857,0.5767716535433071,0.15584415584415584,16.914830256104825,0.11310008136696502,0.1357142857142857,0.1172962226640159,0.09444444444444444,0.11027568922305764,0.14042553191489363,0.3463203463203463,0.12987012987012986,0.3,0.3050847457627119,1.0,0.025974025974025976,0.13636363636363635,0.5216450216450217,0.5177308441558441,0.47879469696969695,8.99948717948718,23.62916666666667,0.19096306068601582,116.0,169.0,14.0,21.0,12.0,21.0,26.0,61.0,74.0,2.0,216.0,92.0,20.0,38.0,12.0,52.0,28.0,22.0,90.0,288.0,144.0,12.0,14.0,31.0,11.0,16.0,26.0,24.0,25.0,9.0,49.0,45.0,38.0,7.0,27.0,7.0,18.0,3.0,9.0,2.0,15.0,11.0,103.0,9.0,20.0,108.0,13.0,54.0,5.0,42.0,15.0,25.0,43.0,22.0,,,1.0,90.0,5.0,0.6666666666666666,0.6857142857142857,0.5538461538461539,0.5263157894736842,0.509090909090909,0.4878048780487805,0.5151515151515151,0.5531914893617021,0.5769230769230769,0.035897435897435895,0.0650887573964497,0.45,0.1323529411764706,0.028216704288939052,0.06896551724137931,0.03970826580226904,0.043478260869565216,0.026923076923076925,0.01876675603217158,0.09345794392523364,0.029850746268656716,0.12978723404255318,0.1111111111111111,0.5116279069767442,0.3658008658008658,0.6863905325443787,0.7341772151898734,0.6810344827586207,0.13203463203463203,0.4262295081967213,0.4482758620689655,0.4230769230769231,0.4625,0.4625,0.7297297297297297,0.5121951219512195,0.6666666666666666,0.5,0.3181818181818182,0.5714285714285714,0.030303030303030304,0.5121018518518519,0.1073558648111332,0.12529002320185614,0.08858603066439523,0.15332197614991483,,2.0,4.0,3.0,,1.0,,,3.0,4.0,,3.0,1.0,20.0,,8.0,3.0,3.0,,2.0,4.0,,0.36363636363636365,0.013888888888888888,0.04918032786885246,,0.016666666666666666,,,0.03864734299516908,0.25,0.25,1.0,0.04878048780487805,,,0.024390243902439025,,,0.4444444444444444,,0.25,,,1.0,1.0,True,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,69491.0,1158,245,2368,2346,536,348,220.0,4714,28.0,11.0,47.0,10.0,73.0,261.0,40.0,120.0,502.0,2507,60.0,22.0,117.0,73.0,36.0,68.0,26.0,168.0,44.0,178.0,236.0,293.0,14.0,4.0,28.0,51.0,81.0,2.0,536,8.0,0.975,0.3333333333333333,0.3333333333333333,0.5905511811023622,0.6033653846153846,0.31496062992125984,16.96599159342759,0.18875927889713678,0.20276497695852536,0.19137931034482758,0.13818181818181818,0.19292604501607716,0.19553072625698323,0.07349081364829396,0.12335958005249344,0.23404255319148937,0.2391304347826087,1.0,0.19160104986876642,0.12195121951219512,0.7926509186351706,0.5687384514435695,0.5320317073170729,3.7505747126436777,24.438333333333336,0.22635135135135134,133.0,182.0,17.0,26.0,28.0,40.0,23.0,51.0,9.0,12.0,165.0,52.0,20.0,33.0,3.0,58.0,38.0,23.0,114.0,280.0,50.0,26.0,15.0,32.0,15.0,4.0,6.0,17.0,38.0,14.0,57.0,68.0,44.0,24.0,14.0,2.0,8.0,1.0,6.0,3.0,11.0,4.0,49.0,5.0,1.0,74.0,4.0,31.0,8.0,47.0,25.0,22.0,49.0,27.0,1.0,,,114.0,6.0,0.8484848484848485,0.9210526315789473,0.632183908045977,0.6060606060606061,0.6333333333333333,0.5978260869565217,0.5548780487804879,0.6041666666666666,0.5816326530612245,0.05747126436781609,0.07142857142857142,0.5,0.25925925925925924,0.05891472868217054,0.05198776758409786,0.056584362139917695,0.07655502392344497,0.06666666666666667,0.04059040590405904,0.050761421319796954,0.05384615384615385,0.22408963585434175,0.23684210526315788,0.5510204081632653,0.4776902887139108,0.7307692307692307,0.7869822485207101,0.8646616541353384,0.13385826771653545,0.45098039215686275,0.46938775510204084,0.782608695652174,0.32142857142857145,0.32142857142857145,0.7777777777777778,0.5652173913043478,0.6538461538461539,0.29411764705882354,0.4878048780487805,0.7,0.14634146341463414,0.5446409090909091,0.07598039215686274,0.1076388888888889,0.11553784860557768,0.22709163346613545,1.0,3.0,2.0,29.0,4.0,10.0,3.0,5.0,13.0,5.0,3.0,29.0,1.0,17.0,2.0,11.0,1.0,,,,1.0,0.38461538461538464,0.22727272727272727,0.008333333333333333,0.0392156862745098,,0.02127659574468085,,0.034482758620689655,0.06962025316455696,0.3972602739726027,0.3972602739726027,0.9655172413793104,0.06521739130434782,0.3333333333333333,1.0,0.21739130434782608,0.4,1.0,0.2,0.25,0.3972602739726027,,,2.0,2.0,True,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,133351.0,2223,461,4507,4465,1039,767,430.0,8972,242.0,6.0,14.0,4.0,277.0,465.0,133.0,291.0,1071.0,4900,100.0,81.0,162.0,276.0,613.0,734.0,408.0,1589.0,42.0,157.0,205.0,229.0,71.0,4.0,240.0,39.0,86.0,6.0,1039,12.0,0.40601503759398494,0.4570446735395189,0.4586206896551724,0.5853174603174603,0.618531889290012,0.38492063492063494,21.43717382577278,0.08717379233759023,0.10396039603960396,0.09024943310657596,0.06981132075471698,0.075,0.11144578313253012,0.3201058201058201,0.018518518518518517,0.42857142857142855,0.46153846153846156,1.0,0.3664021164021164,0.022099447513812154,0.5251322751322751,0.4877265562913907,0.45985555555555563,11.950107526881716,25.337457044673545,0.23053028622143332,66.0,106.0,4.0,5.0,8.0,17.0,60.0,117.0,117.0,77.0,243.0,186.0,11.0,23.0,17.0,66.0,54.0,94.0,310.0,44.0,442.0,,17.0,121.0,61.0,78.0,127.0,9.0,14.0,6.0,24.0,42.0,30.0,12.0,169.0,47.0,138.0,6.0,31.0,14.0,50.0,6.0,172.0,1.0,26.0,205.0,7.0,32.0,48.0,4.0,1.0,3.0,4.0,3.0,,,,310.0,44.0,0.09053497942386832,0.09053497942386832,0.5225806451612903,0.4782608695652174,0.54,0.6125,0.5966850828729282,0.6530612244897959,0.6565217391304348,0.03655913978494624,0.10377358490566038,0.7041666666666667,0.05555555555555555,0.011541632316570486,0.01601423487544484,0.012957746478873239,0.002680965147453083,0.014705882352941176,0.016,0.01729106628242075,0.013953488372093023,0.10970464135021098,0.06944444444444445,0.75,0.1402116402116402,0.6226415094339622,0.6947368421052632,0.13636363636363635,0.15476190476190477,0.5128205128205128,0.5357142857142857,0.05,0.4834710743801653,0.4854771784232365,0.08547008547008547,0.125,0.8,0.25,0.09392265193370165,0.47058823529411764,0.425414364640884,0.48779999999999996,0.04342273307790549,0.0653061224489796,0.06162464985994398,0.28944911297852477,,,1.0,127.0,9.0,17.0,35.0,9.0,17.0,36.0,237.0,127.0,1.0,60.0,1.0,10.0,2.0,48.0,2.0,,,0.5294117647058824,0.4444444444444444,0.003436426116838488,0.042735042735042736,0.004132231404958678,0.07142857142857142,,0.008849557522123894,0.028089887640449437,0.4584837545126354,0.4584837545126354,0.3779527559055118,,,,0.425,0.5294117647058824,0.5555555555555556,0.25,0.45454545454545453,0.4601449275362319,0.006825938566552901,1.0,,,True,,
