EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,DefensiveGoaltends,BlockedCorner3,LongMidRangePctBlocked,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,Clear Path Fouls,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips,OffensiveGoaltends
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,4286.0,71,6.0,136,136,25,26,16,272,2.0,3,1.0,2.0,1.0,2.0,3.0,3.0,5,5,11,5.0,15,135,1.0,2,3.0,5.0,2.0,3,1.0,5,8.0,2.0,2.0,2,1.0,1.0,2.0,1.0,1.0,5.0,4.0,9,9,4.0,13,1.0,1.0,1.0,1.0,4,5,3.0,7.0,1.0,2.0,5.0,1.0,7.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,5,25,1.0,0.8,1.0,0.45454545454545453,0.5,0.6666666666666666,0.45454545454545453,0.5,0.6666666666666666,0.5357142857142857,0.8333333333333334,0.8333333333333334,0.18181818181818182,0.6666666666666666,12.258064516129032,0.2,0.17307692307692307,0.07692307692307693,0.1232876712328767,0.06451612903225806,0.15384615384615385,0.07692307692307693,0.14285714285714285,0.29411764705882354,0.09523809523809523,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.45454545454545453,0.6,0.6,1.0,1.0,0.5,0.6666666666666666,0.5,0.2727272727272727,0.4591090909090909,0.57135,0.5301,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.3333333333333333,9.672727272727272,0.18382352941176472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1899,1610612738,James Posey,James Posey,1899,BOS,36068.0,601,55.0,1115,1124,319,325,130,2239,18.0,28,1.0,4.0,2.0,4.0,5.0,2.0,6,21,39,25.0,169,1073,2.0,7,3.0,19.0,2.0,6,8.0,48,34.0,8.0,,2,34.0,15.0,49.0,13.0,16.0,113.0,3.0,69,111,7.0,118,37.0,20.0,9.0,4.0,17,26,25.0,49.0,3.0,5.0,36.0,5.0,32.0,3.0,13.0,4.0,3.0,5.0,4.0,1.0,1.0,48,319,4.0,0.8095238095238095,0.8095238095238095,0.5384615384615384,0.2857142857142857,0.3333333333333333,0.5413533834586466,0.5333333333333333,0.5555555555555556,0.5709459459459459,0.5588235294117647,0.5714285714285714,0.05128205128205128,,13.733228097868983,0.34615384615384615,0.19113573407202217,0.00906344410876133,0.18097014925373134,0.012422360248447204,0.014705882352941176,,0.15625,0.19642857142857142,0.20915032679738563,0.8,0.21052631578947367,0.6428571428571429,0.6923076923076923,0.8333333333333334,0.03759398496240601,0.045112781954887216,0.3333333333333333,0.3333333333333333,0.5,0.26666666666666666,0.25,0.1111111111111111,0.5,0.9172932330827067,0.5527327067669174,0.534015,0.5323902777777778,0.09090909090909091,0.2653061224489796,0.11242603550295859,0.28402366863905326,4.425641025641025,0.2860986547085202,1.0,7.0,21.0,1.0,3.0,2.0,8.0,27.0,73.0,3.0,5.0,10.0,22.0,34.0,94.0,4.0,8.0,12.0,30.0,93.0,9.0,73.0,27.0,2.0,4.0,14.0,3.0,1.0,28.0,14.0,1.0,17.0,7.0,1.0,5.0,1.0,1.0,9.0,9.0,5.0,1.0,1.0,1.0,5.0,0.9117647058823529,0.3617021276595745,0.5,0.4,0.3617021276595745,0.706766917293233,0.07142857142857142,0.35,0.021739130434782608,0.16,0.019736842105263157,0.014492753623188406,0.017241379310344827,0.027777777777777776,0.1796875,0.10638297872340426,0.0136986301369863,0.2,0.2,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.5488721804511278,0.3698630136986301,0.3698630136986301,0.8888888888888888,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,0.6,1.0,0.2222222222222222,0.25,0.6111111111111112,0.45454545454545453,0.3698630136986301,24.838297872340423,,,,,,,,,,,,,,,True,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,16549.0,276,10.0,516,524,204,252,57,1040,23.0,34,,1.0,7.0,9.0,16.0,8.0,25,35,75,11.0,81,537,,4,,,9.0,23,6.0,24,20.0,50.0,,7,21.0,23.0,44.0,16.0,11.0,111.0,4.0,19,30,7.0,37,13.0,6.0,4.0,3.0,9,13,6.0,20.0,,4.0,23.0,,21.0,3.0,7.0,,,,,1.0,,24,204,2.0,0.2857142857142857,0.2857142857142857,0.4666666666666667,,0.391304347826087,0.4375,,0.32142857142857145,0.4550561797752809,,0.34285714285714286,0.09333333333333334,0.1875,17.586206896551726,0.3076923076923077,0.10555555555555556,0.026143790849673203,0.11553784860557768,0.0319634703196347,0.017857142857142856,,0.08771929824561403,0.1320754716981132,0.1,,0.425,0.6764705882352942,0.7666666666666667,0.21739130434782608,0.2,0.3125,0.32,0.32,0.625,0.25,,0.32142857142857145,0.7777777777777778,0.4875,0.4856941558441558,0.2967666666666667,0.469142,0.08333333333333333,0.08860759493670886,,0.2962962962962963,8.449333333333334,0.3953488372093023,4.0,,,,,,,,5.0,,,,5.0,,5.0,,,,5.0,,,3.0,,7.0,1.0,9.0,3.0,,10.0,1.0,1.0,7.0,,1.0,1.0,,,5.0,1.0,5.0,,,,6.0,,,,,,0.0625,0.11764705882352941,0.05,,0.14084507042253522,0.045454545454545456,0.09375,0.057692307692307696,,0.11320754716981132,0.2222222222222222,0.030303030303030304,0.25,0.3076923076923077,,,,,,0.0625,,,,,,,,,,,,,0.17857142857142858,,,35.6,2.0,1.0,,,,,,,,,,,,,True,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,56426.0,940,105.0,1751,1770,544,639,220,3521,84.0,151,28.0,52.0,27.0,45.0,30.0,15.0,40,107,221,99.0,313,1736,33.0,61,21.0,87.0,34.0,63,38.0,106,138.0,76.0,44.0,29,18.0,10.0,28.0,8.0,11.0,66.0,71.0,68,113,95.0,208,31.0,13.0,27.0,6.0,38,65,70.0,160.0,5.0,22.0,116.0,7.0,150.0,12.0,71.0,19.0,15.0,20.0,12.0,5.0,3.0,106,544,20.0,0.6448598130841121,0.8117647058823529,0.4841628959276018,0.5409836065573771,0.5396825396825397,0.4841628959276018,0.5409836065573771,0.5396825396825397,0.5396551724137931,0.5878378378378378,0.5955056179775281,0.13122171945701358,0.2,17.70573566084788,0.4153846153846154,0.11390284757118928,0.13271028037383178,0.11715976331360947,0.12220762155059132,0.18269230769230768,0.07834101382488479,0.1111111111111111,0.11801242236024845,0.11320754716981132,0.6,0.6832579185520362,0.5562913907284768,0.6511627906976745,0.6309523809523809,0.13574660633484162,0.18099547511312217,0.375,0.38461538461538464,0.8666666666666667,0.8524590163934426,0.5384615384615384,0.7142857142857143,0.6,0.6832579185520362,0.5135484162895928,0.5319137254901961,0.5000698412698413,0.25357142857142856,0.25357142857142856,0.2779552715654952,0.33865814696485624,5.044343891402714,0.3106796116504854,8.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,6.0,22.0,2.0,31.0,14.0,14.0,18.0,1.0,3.0,21.0,6.0,8.0,22.0,17.0,10.0,1.0,,4.0,7.0,,,,,,,0.1456953642384106,0.19718309859154928,0.02857142857142857,0.125,0.09734513274336283,0.14545454545454545,0.0847457627118644,0.14285714285714285,0.12994350282485875,0.11267605633802817,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.375,,,,,,,,,0.17857142857142858,,,,,,,,,,,,,,2.0,1.0,0.025,,,,,,,,,,,True,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,30281.0,505,66.0,950,972,269,303,111,1922,41.0,80,4.0,8.0,8.0,14.0,23.0,11.0,28,62,131,63.0,202,895,4.0,11,6.0,17.0,13.0,24,20.0,49,58.0,66.0,6.0,12,31.0,19.0,50.0,11.0,23.0,119.0,9.0,32,50,13.0,63,27.0,9.0,22.0,11.0,18,40,25.0,52.0,3.0,6.0,60.0,1.0,85.0,3.0,36.0,9.0,3.0,12.0,6.0,1.0,3.0,49,269,3.0,0.46774193548387094,0.4915254237288136,0.4732824427480916,0.36363636363636365,0.5416666666666666,0.4602649006622517,0.4583333333333333,0.5,0.5260416666666666,0.53125,0.5975609756097561,0.0916030534351145,0.043478260869565216,21.388888888888886,0.55,0.09411764705882353,0.03146853146853147,0.0968421052631579,0.03209876543209877,0.03937007874015748,0.00980392156862745,0.07920792079207921,0.10416666666666667,0.0979020979020979,0.5,0.5298013245033113,0.5125,0.5942028985507246,0.43902439024390244,0.152317880794702,0.18543046357615894,0.39285714285714285,0.39285714285714285,0.45454545454545453,0.6666666666666666,0.5,0.4827586206896552,0.5714285714285714,0.6622516556291391,0.527385430463576,0.5805555555555556,0.4987758620689655,0.1956521739130435,0.21951219512195122,0.08415841584158416,0.24257425742574257,6.085496183206107,0.2831578947368421,10.0,4.0,9.0,1.0,1.0,,2.0,1.0,11.0,,,1.0,3.0,5.0,20.0,1.0,1.0,1.0,5.0,15.0,,11.0,1.0,8.0,2.0,6.0,4.0,,14.0,4.0,4.0,18.0,2.0,5.0,11.0,3.0,3.0,10.0,2.0,8.0,3.0,2.0,4.0,7.0,1.0,0.25,1.0,0.2,0.25,0.13245033112582782,0.1375,0.08888888888888889,,0.1037037037037037,0.03361344537815126,0.05263157894736842,0.0425531914893617,,0.13592233009708737,,0.058823529411764705,0.43478260869565216,0.45454545454545453,0.6,0.059602649006622516,0.4444444444444444,0.4444444444444444,1.0,0.0728476821192053,0.09090909090909091,0.09090909090909091,1.0,,0.08333333333333333,1.0,1.0,,,,0.06896551724137931,,0.10344827586206896,0.3333333333333333,0.09090909090909091,24.545,,,1.0,,2.0,,,,,,,,,,True,,
201172,1610612738,Gabe Pruitt,Gabe Pruitt,201172,BOS,4380.0,73,-4.0,140,139,54,76,23,279,4.0,7,1.0,1.0,3.0,4.0,,6.0,14,10,21,1.0,27,151,1.0,1,,2.0,7.0,9,,17,8.0,12.0,,3,10.0,2.0,12.0,,3.0,26.0,,5,6,,6,5.0,1.0,2.0,2.0,2,4,5.0,10.0,,,3.0,,2.0,,1.0,,,,,,,17,54,1.0,0.4,0.4,0.47619047619047616,1.0,0.7777777777777778,0.41935483870967744,0.3333333333333333,0.7727272727272727,0.421875,0.3333333333333333,0.7727272727272727,0.14285714285714285,,21.42857142857143,0.5,0.10869565217391304,,0.1016949152542373,,,,,,0.20833333333333334,,0.22580645161290322,0.5714285714285714,1.0,0.5,,0.45161290322580644,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.75,0.5483870967741935,0.4773419354838709,0.5354,0.47464545454545454,0.03125,0.045454545454545456,0.07407407407407407,0.6296296296296297,13.828571428571427,0.38571428571428573,,1.0,3.0,,1.0,1.0,1.0,1.0,7.0,,1.0,,1.0,2.0,10.0,,2.0,1.0,2.0,6.0,,7.0,1.0,2.0,1.0,6.0,,,1.0,,,4.0,1.0,1.0,,,,1.0,,,,,,,1.0,0.2,,0.5,0.2,0.3225806451612903,0.42857142857142855,,,0.07692307692307693,,,,,,0.2,,,,,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.22580645161290322,0.14285714285714285,0.16666666666666666,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.09090909090909091,1.0,0.09090909090909091,,0.14285714285714285,24.860000000000003,,,,,,1.0,0.1,0.14285714285714285,,,,,,,True,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,35163.0,586,92.0,1099,1105,307,347,135,2204,6.0,14,1.0,2.0,2.0,4.0,13.0,34.0,81,43,108,9.0,245,1036,3.0,8,1.0,31.0,8.0,24,1.0,47,50.0,36.0,2.0,3,52.0,10.0,62.0,5.0,33.0,134.0,4.0,38,59,9.0,68,25.0,12.0,25.0,21.0,9,34,15.0,37.0,3.0,1.0,10.0,1.0,10.0,1.0,1.0,2.0,1.0,3.0,3.0,,,47,307,7.0,0.5813953488372093,0.5952380952380952,0.39814814814814814,0.375,0.3333333333333333,0.5315315315315315,0.7894736842105263,0.41818181818181815,0.5337837837837838,0.8157894736842105,0.41818181818181815,0.027777777777777776,,20.39840637450199,0.7352941176470589,0.10215053763440861,0.012658227848101266,0.11132437619961612,0.019148936170212766,0.016129032258064516,,0.01834862385321101,0.14736842105263157,0.13095238095238096,1.0,0.06306306306306306,0.42857142857142855,0.5,0.8333333333333334,0.05855855855855856,0.36486486486486486,0.41975308641975306,0.425,0.5588235294117647,0.10526315789473684,0.5,0.07272727272727272,0.5,0.5765765765765766,0.48419954954954947,0.4764964285714286,0.48531363636363634,0.0045045045045045045,0.009259259259259259,0.12653061224489795,0.19183673469387755,16.16944444444444,0.27934485896269334,3.0,14.0,30.0,3.0,4.0,5.0,12.0,36.0,84.0,5.0,7.0,5.0,19.0,50.0,114.0,8.0,11.0,10.0,31.0,132.0,18.0,84.0,36.0,5.0,4.0,15.0,5.0,,20.0,1.0,4.0,13.0,6.0,1.0,4.0,1.0,,8.0,4.0,,1.0,1.0,1.0,,0.88,0.43859649122807015,0.7272727272727273,0.3225806451612903,0.43859649122807015,0.5135135135135135,0.14285714285714285,0.025,,0.1342281879194631,0.032467532467532464,0.029411764705882353,0.03361344537815126,0.02857142857142857,0.12745098039215685,0.14893617021276595,0.03225806451612903,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.13513513513513514,0.4666666666666667,0.4666666666666667,1.0,0.3783783783783784,0.42857142857142855,0.42857142857142855,0.8333333333333334,1.0,0.21052631578947367,0.75,1.0,0.3684210526315789,0.7142857142857143,1.0,0.21818181818181817,0.4166666666666667,0.34545454545454546,0.2631578947368421,0.42857142857142855,24.792982456140354,,,,0.012345679012345678,,,,,9.0,,,,,,True,,
208,1610612738,Sam Cassell,Sam Cassell,208,BOS,7836.0,131,-4.0,241,245,61,78,32,486,,4,,,,3.0,8.0,22.0,46,24,58,11.0,74,242,1.0,4,2.0,4.0,8.0,16,2.0,30,12.0,36.0,,1,11.0,4.0,15.0,4.0,2.0,34.0,1.0,12,16,2.0,18,1.0,1.0,7.0,6.0,1,8,6.0,13.0,1.0,,13.0,,12.0,,4.0,1.0,1.0,1.0,1.0,,,30,61,1.0,0.25,0.25,0.41379310344827586,0.25,0.5,0.44366197183098594,0.2,0.6363636363636364,0.47368421052631576,0.3333333333333333,0.6521739130434783,0.017241379310344827,,30.32490974729242,0.875,0.14285714285714285,0.011111111111111112,0.12213740458015267,0.017241379310344827,,0.022222222222222223,0.1111111111111111,0.12903225806451613,0.17142857142857143,1.0,0.056338028169014086,,,,0.11267605633802817,0.647887323943662,0.4782608695652174,0.4782608695652174,0.2727272727272727,,,0.13636363636363635,,0.23943661971830985,0.4235949275362319,0.4129,0.44371904761904757,0.05333333333333334,0.06451612903225806,0.05405405405405406,0.40540540540540543,16.38103448275862,0.25311203319502074,2.0,1.0,1.0,,,1.0,1.0,4.0,12.0,,1.0,3.0,5.0,5.0,13.0,,1.0,4.0,6.0,12.0,3.0,11.0,4.0,,1.0,8.0,1.0,,4.0,,,,,1.0,1.0,,,,3.0,1.0,,,,1.0,0.8,0.38461538461538464,,0.6666666666666666,0.4166666666666667,0.18309859154929578,0.25,,,0.0851063829787234,0.038461538461538464,,0.05,,0.10526315789473684,,,0.25,0.25,,0.014084507042253521,1.0,1.0,1.0,0.16901408450704225,0.3333333333333333,0.3333333333333333,0.75,,,,,0.2,,,0.045454545454545456,1.0,0.22727272727272727,0.6,0.36363636363636365,28.584615384615386,1.0,,,,,,,,2.0,1.0,,,,,True,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,23635.0,394,78.0,719,728,249,289,89,1447,13.0,22,3.0,4.0,2.0,4.0,18.0,13.0,24,31,64,47.0,196,773,4.0,8,2.0,25.0,7.0,18,21.0,74,36.0,26.0,4.0,5,19.0,11.0,30.0,7.0,10.0,71.0,6.0,22,30,14.0,44,8.0,5.0,13.0,7.0,14,27,11.0,26.0,,3.0,36.0,,50.0,4.0,14.0,2.0,2.0,2.0,1.0,,,74,249,4.0,0.5806451612903226,0.6206896551724138,0.484375,0.5,0.3888888888888889,0.5559701492537313,0.6388888888888888,0.5888888888888889,0.6176470588235294,0.6578947368421053,0.6545454545454545,0.078125,0.05555555555555555,21.818181818181817,0.48148148148148145,0.09322033898305085,0.030303030303030304,0.08868501529051988,0.04406779661016949,0.05128205128205128,0.01282051282051282,0.046875,0.06666666666666667,0.13392857142857142,0.5,0.16417910447761194,0.5909090909090909,0.6842105263157895,0.6923076923076923,0.13432835820895522,0.1791044776119403,0.5416666666666666,0.5652173913043478,0.5384615384615384,0.2222222222222222,0.75,0.08888888888888889,0.5,0.6865671641791045,0.5104748091603053,0.5618916666666667,0.48508809523809515,0.09722222222222222,0.1891891891891892,0.12755102040816327,0.37755102040816324,9.5875,0.3463143254520167,5.0,10.0,19.0,2.0,4.0,5.0,7.0,19.0,51.0,3.0,6.0,8.0,20.0,29.0,70.0,5.0,10.0,13.0,27.0,69.0,18.0,48.0,19.0,4.0,4.0,5.0,7.0,1.0,7.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,3.0,8.0,,9.0,,,,8.0,0.7931034482758621,0.4142857142857143,0.5,0.48148148148148145,0.43283582089552236,0.5223880597014925,0.13636363636363635,0.03571428571428571,0.041666666666666664,0.07692307692307693,0.07216494845360824,0.023809523809523808,0.06578947368421052,0.09523809523809523,0.1016949152542373,0.03125,0.01639344262295082,0.2777777777777778,0.29411764705882354,0.4,0.1417910447761194,0.5263157894736842,0.5263157894736842,1.0,0.3805970149253731,0.37254901960784315,0.37254901960784315,0.6842105263157895,0.6666666666666666,0.2222222222222222,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.15555555555555556,0.7142857142857143,0.4444444444444444,0.4,0.3958333333333333,26.057142857142853,3.0,,,0.041666666666666664,,,,,8.0,,,,,,True,,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,10521.0,175,-6.0,333,334,100,134,45,667,1.0,5,,2.0,,,4.0,2.0,9,4,18,1.0,27,319,,3,,,2.0,6,,10,8.0,,,2,10.0,6.0,16.0,3.0,6.0,38.0,6.0,16,21,9.0,30,3.0,2.0,1.0,,6,7,14.0,21.0,2.0,1.0,5.0,,2.0,,1.0,2.0,1.0,3.0,2.0,,,10,100,,1.0,1.0,0.2222222222222222,,0.3333333333333333,0.38235294117647056,,0.45454545454545453,0.38571428571428573,,0.45454545454545453,0.1111111111111111,0.25,10.880829015544041,0.14285714285714285,0.13008130081300814,0.05042016806722689,0.12738853503184713,0.04294478527607362,,0.05172413793103448,0.13157894736842105,0.17857142857142858,0.10526315789473684,0.6666666666666666,0.14705882352941177,0.2,0.25,1.0,0.11764705882352941,0.2647058823529412,0.2222222222222222,0.2222222222222222,1.0,0.4,,,,0.6176470588235294,0.47354411764705884,0.4943625,0.442659090909091,0.02857142857142857,0.05263157894736842,,0.37037037037037035,12.233333333333336,0.3003003003003003,1.0,4.0,7.0,,,2.0,2.0,2.0,9.0,,2.0,,3.0,6.0,16.0,,2.0,2.0,5.0,18.0,,9.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,3.0,,1.0,,1.0,,1.0,0.375,,0.4,0.375,0.47058823529411764,0.2,0.07692307692307693,0.125,0.11764705882352941,0.022727272727272728,0.14285714285714285,0.03125,,0.09090909090909091,0.16666666666666666,0.045454545454545456,0.25,0.3333333333333333,1.0,0.20588235294117646,0.5714285714285714,0.5714285714285714,1.0,0.2647058823529412,0.2222222222222222,0.2222222222222222,1.0,,,,,0.4,,,0.18181818181818182,1.0,0.2727272727272727,,0.2222222222222222,24.5,,,1.0,,,,,,,,1.0,,,,True,,
