EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Offensive Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceFtPoints,FTDefRebounds,SelfOReb,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,Clear Path Fouls,SecondChanceCorner3Frequency,OffensiveGoaltends,on,SecondChanceCorner3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,7878.0,131,-21,259,260,88,82,27.0,519,6.0,14.0,1.0,1.0,2.0,3.0,2.0,7.0,5.0,21.0,5.0,9.0,1.0,2.0,3.0,13,42,5.0,9.0,16.0,57,292,2.0,3.0,1.0,4.0,6.0,17.0,2.0,3.0,7.0,25.0,2.0,24.0,12.0,3.0,2.0,9.0,5.0,2.0,19.0,7.0,26.0,5.0,2.0,6.0,3.0,10.0,59.0,2.0,2.0,3.0,9.0,12.0,4.0,16.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,5,13,1.0,18.0,2.0,6.0,2.0,25.0,88,2.0,0.07692307692307693,0.08333333333333333,0.8,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.30952380952380953,0.6666666666666666,0.35294117647058826,0.4019607843137255,0.5,0.45,0.4661016949152542,0.5,0.5208333333333334,0.17647058823529413,0.047619047619047616,0.14285714285714285,22.569444444444446,0.6666666666666666,0.08823529411764706,0.02040816326530612,0.13636363636363635,0.09090909090909091,0.0967741935483871,0.03333333333333333,0.07407407407407407,0.14285714285714285,0.11363636363636363,0.1,0.05263157894736842,0.21428571428571427,0.27450980392156865,0.42857142857142855,0.5,0.16666666666666666,0.13725490196078433,0.2857142857142857,0.2857142857142857,0.4117647058823529,0.23809523809523808,0.23809523809523808,0.17647058823529413,0.5555555555555556,0.5555555555555556,0.8,0.25,1.0,0.25,0.15,0.6666666666666666,0.15,0.6666666666666666,0.45098039215686275,0.5555555555555556,0.4636970588235294,0.48236249999999997,0.41678249999999994,0.10526315789473684,0.125,0.07017543859649122,0.43859649122807015,11.27857142857143,25.344444444444445,0.33976833976833976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,3824.0,64,-39,115,117,52,52,22.0,232,,,,,,,1.0,3.0,4.0,10.0,,7.0,1.0,,5.0,5,13,1.0,9.0,,13,120,,1.0,1.0,,1.0,5.0,,5.0,,2.0,2.0,8.0,3.0,,,7.0,,,6.0,1.0,7.0,1.0,,4.0,1.0,1.0,15.0,,,3.0,6.0,9.0,,9.0,,,,4.0,,3.0,1.0,,1.0,5.0,,4.0,3.0,6,1,,,,,,2.0,52,,0.2,0.2,1.0,0.1111111111111111,,0.1111111111111111,0.38461538461538464,,0.2,0.29545454545454547,,0.1,0.29545454545454547,,0.1,0.4090909090909091,,,19.148936170212767,0.8,0.14634146341463414,,0.23076923076923078,,0.16666666666666666,,,,0.26666666666666666,,0.10526315789473684,0.25,,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.4,0.4,0.3181818181818182,,,,,,0.5,,,0.5,,0.4090909090909091,,0.4283386363636364,0.3843,0.412425,,,,0.15384615384615385,15.953846153846152,25.4,0.45217391304347826,1.0,2.0,1.0,1.0,1.0,0.25,0.09090909090909091,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201176,1610612766,Jermareo Davidson,Jermareo Davidson,201176,CHA,19295.0,322,-70,609,614,223,211,81.0,1223,21.0,33.0,9.0,13.0,6.0,14.0,6.0,27.0,24.0,65.0,,,,,,51,125,,,18.0,120,674,12.0,21.0,,29.0,15.0,43.0,,,10.0,40.0,70.0,32.0,,,14.0,,,5.0,9.0,4.0,13.0,3.0,1.0,5.0,2.0,2.0,30.0,3.0,18.0,9.0,28.0,41.0,21.0,62.0,7.0,6.0,1.0,8.0,2.0,5.0,9.0,,3.0,17.0,,8.0,33.0,46,21,3.0,28.0,,8.0,7.0,40.0,223,7.0,0.6862745098039216,0.7954545454545454,,,,,0.408,0.5714285714285714,0.3488372093023256,0.408,0.5714285714285714,0.3488372093023256,0.43478260869565216,0.6041666666666666,0.38461538461538464,,0.04,0.09090909090909091,22.111269614835948,0.47058823529411764,0.11965811965811966,0.07563025210084033,0.15789473684210525,0.047619047619047616,0.12714776632302405,0.06976744186046512,0.12698412698412698,0.043478260869565216,0.06976744186046512,0.0625,0.19,0.21052631578947367,0.264,0.6363636363636364,0.7,0.6190476190476191,0.216,0.2222222222222222,0.24,0.52,0.36923076923076925,0.36923076923076925,,,,,0.6190476190476191,0.6923076923076923,,0.32558139534883723,0.42857142857142855,,,0.264,,0.439744,0.5615117647058824,0.4547767441860464,0.061068702290076333,0.061068702290076333,0.24166666666666667,0.3333333333333333,11.340799999999998,,0.36617405582922824,,,3.0,,1.0,0.7916666666666666,,,,,5.0,4.0,6.0,1.0,3.0,2.0,15.0,9.0,1.0,5.0,15.0,7.0,2.0,1.0,0.07407407407407407,0.16,0.0967741935483871,0.035398230088495575,0.058823529411764705,0.05263157894736842,0.08955223880597014,0.4666666666666667,0.5,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,6353.0,106,-11,208,208,61,41,18.0,416,4.0,6.0,2.0,2.0,,1.0,9.0,20.0,,1.0,,,,,,13,27,,,9.0,35,225,2.0,2.0,,6.0,,7.0,,,4.0,4.0,10.0,16.0,,,2.0,,,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,,4.0,3.0,16.0,22.0,5.0,27.0,5.0,5.0,,3.0,,2.0,4.0,,1.0,7.0,1.0,2.0,5.0,7,8,,13.0,,5.0,2.0,4.0,61,1.0,0.38461538461538464,0.4166666666666667,,,,,0.48148148148148145,1.0,,0.48148148148148145,1.0,,0.5303030303030303,1.0,0.2,,0.037037037037037035,,17.69911504424779,0.42857142857142855,0.19047619047619047,0.05333333333333334,0.15,,0.18269230769230768,0.0425531914893617,0.05263157894736842,,0.2222222222222222,0.1,0.21621621621621623,0.08333333333333333,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5,0.7407407407407407,0.45,0.47368421052631576,0.037037037037037035,,,,,,,1.0,1.0,,0.14285714285714285,,,,0.2222222222222222,,0.4344555555555555,0.61605,0.4409571428571429,0.16129032258064516,0.16129032258064516,0.17142857142857143,0.11428571428571428,6.970370370370371,,0.2932692307692308,,,1.0,,1.0,,,,,,2.0,3.0,,1.0,1.0,1.0,7.0,6.0,,1.0,7.0,4.0,2.0,,0.05,0.6,0.07142857142857142,0.03571428571428571,,0.25,,0.5714285714285714,0.3333333333333333,,1.0,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
976,1610612766,Jeff McInnis,Jeff McInnis,976,CHA,6531.0,109,-33,201,215,71,107,27.0,416,,1.0,,,,,3.0,6.0,3.0,8.0,2.0,4.0,1.0,1.0,2.0,6,15,2.0,4.0,5.0,23,245,,1.0,1.0,,1.0,5.0,1.0,2.0,2.0,7.0,6.0,6.0,,6.0,,4.0,2.0,2.0,12.0,4.0,16.0,2.0,2.0,5.0,1.0,6.0,36.0,,1.0,1.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,7.0,,1.0,2.0,4,6,,6.0,,2.0,1.0,7.0,71,1.0,0.5,0.5,,0.5,0.5,0.5,0.4,,0.2,0.47368421052631576,,0.35714285714285715,0.5227272727272727,,0.4375,0.21052631578947367,0.13333333333333333,1.0,12.340425531914892,0.42857142857142855,0.04285714285714286,0.012195121951219513,0.07142857142857142,,0.047619047619047616,0.01020408163265306,0.045454545454545456,,0.038461538461538464,0.06666666666666667,0.034482758620689655,0.125,0.05263157894736842,,,,0.3157894736842105,0.5,0.6,0.42105263157894735,0.375,0.375,0.21052631578947367,0.5,0.5,,,,0.5,,,0.2857142857142857,0.5,0.2631578947368421,0.5,0.3929026315789474,0.47845000000000004,0.3881428571428572,0.09523809523809523,0.11764705882352941,,0.30434782608695654,14.019999999999998,26.299999999999997,0.35323383084577115,,,1.0,2.0,,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,0.125,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,3660.0,61,-32,112,110,24,33,10.0,222,4.0,7.0,1.0,1.0,,2.0,1.0,5.0,4.0,5.0,,,,,,9,17,,,2.0,20,127,1.0,2.0,,4.0,,3.0,,,2.0,2.0,16.0,2.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,11.0,14.0,2.0,16.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,3.0,,1.0,5.0,9,4,1.0,4.0,,,2.0,2.0,24,2.0,0.8888888888888888,0.8888888888888888,,,,,0.5294117647058824,0.5,,0.5294117647058824,0.5,,0.5263157894736842,0.6666666666666666,0.2,,0.11764705882352941,0.2857142857142857,18.181818181818183,0.6666666666666666,0.22916666666666666,0.02631578947368421,,0.08333333333333333,0.19298245614035087,0.04,,0.1,0.18181818181818182,0.4,0.23809523809523808,,0.4117647058823529,0.5714285714285714,0.8,1.0,0.29411764705882354,0.2,0.2,0.29411764705882354,0.8,0.8,,,,,0.5,1.0,,0.6666666666666666,,,,0.4117647058823529,,0.4643294117647059,,0.49303333333333327,,,0.2,0.1,8.541176470588235,,0.21428571428571427,,,1.0,1.0,,0.75,,,,,2.0,3.0,,,,,3.0,3.0,,,3.0,2.0,,,,0.42857142857142855,0.1111111111111111,,,,,0.6666666666666666,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1863,1610612766,Earl Boykins,Earl Boykins,1863,CHA,7277.0,121,-54,223,217,96,81,27.0,440,1.0,6.0,,,1.0,2.0,2.0,8.0,2.0,9.0,3.0,12.0,,1.0,3.0,5,23,3.0,14.0,8.0,27,251,,1.0,,,2.0,6.0,1.0,4.0,4.0,11.0,6.0,4.0,3.0,6.0,,12.0,3.0,1.0,20.0,3.0,23.0,1.0,2.0,7.0,3.0,10.0,49.0,1.0,1.0,1.0,,1.0,2.0,3.0,4.0,,4.0,6.0,,4.0,4.0,1.0,2.0,10.0,1.0,5.0,1.0,6,6,,10.0,,4.0,1.0,11.0,96,1.0,0.6,0.6,0.3333333333333333,0.21428571428571427,0.25,0.21428571428571427,0.21739130434782608,,0.3333333333333333,0.25675675675675674,,0.35,0.32142857142857145,,0.4583333333333333,0.3783783783783784,0.043478260869565216,,20.634920634920636,0.6,,0.011494252873563218,0.041666666666666664,0.034482758620689655,0.008928571428571428,0.017241379310344827,0.05,,,,,0.0625,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,0.21621621621621623,0.25,0.2857142857142857,0.24324324324324326,0.2222222222222222,0.2222222222222222,0.32432432432432434,0.25,0.25,0.3333333333333333,,,,0.2,0.5,0.3,0.3333333333333333,0.5405405405405406,0.25,0.4883054054054053,0.4005,0.480395,0.0975609756097561,0.14814814814814814,,0.4074074074074074,10.56086956521739,25.05,0.4304932735426009,,2.0,,,,1.0,0.05405405405405406,,,,,,1.0,1.0,,,,,,,,,,,0.125,,,,0.16666666666666666,,0.03571428571428571,,,,,,,1.0,1.0,0.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2202,1610612766,Jason Richardson,Jason Richardson,2202,CHA,8849.0,147,-9,291,288,82,78,33.0,579,14.0,23.0,1.0,2.0,4.0,6.0,4.0,8.0,6.0,11.0,9.0,24.0,1.0,1.0,5.0,24,42,11.0,33.0,18.0,99,326,1.0,2.0,1.0,5.0,6.0,11.0,2.0,9.0,8.0,26.0,20.0,28.0,30.0,3.0,2.0,23.0,9.0,4.0,7.0,4.0,11.0,2.0,2.0,5.0,,2.0,26.0,1.0,,4.0,20.0,25.0,1.0,26.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,,,8.0,,2.0,8.0,14,19,1.0,23.0,,11.0,2.0,26.0,82,2.0,0.4166666666666667,0.43478260869565216,0.9090909090909091,0.3333333333333333,0.2222222222222222,0.34375,0.5714285714285714,0.5,0.5454545454545454,0.54,0.8333333333333334,0.45,0.5823529411764706,0.8333333333333334,0.52,0.44,0.09523809523809523,0.13043478260869565,28.703703703703702,0.625,0.1834862385321101,,0.16666666666666666,0.030303030303030304,0.18045112781954886,0.007751937984496124,,,0.07692307692307693,0.24,0.24444444444444444,0.11764705882352941,0.30666666666666664,0.6086956521739131,0.7,0.35714285714285715,0.10666666666666667,0.5,0.5714285714285714,0.14666666666666667,0.5454545454545454,0.5454545454545454,0.32,0.375,0.375,0.8888888888888888,0.6666666666666666,0.5,0.3333333333333333,0.3,0.6666666666666666,0.25,0.2,0.7466666666666667,0.391304347826087,0.5356067567567567,0.5787,0.5272947368421054,0.13253012048192772,0.22,0.050505050505050504,0.26262626262626265,6.830952380952381,25.663636363636364,0.281786941580756,2.0,9.0,2.0,2.0,,0.3333333333333333,0.12,0.2222222222222222,0.2222222222222222,1.0,,1.0,,,1.0,3.0,1.0,1.0,,,1.0,1.0,,,0.125,0.08333333333333333,,,0.1111111111111111,0.2857142857142857,,1.0,0.75,,,,,4.0,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,True,,,,,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,10976.0,183,-42,346,349,122,95,50.0,695,6.0,12.0,,,3.0,4.0,1.0,1.0,8.0,23.0,6.0,13.0,3.0,2.0,5.0,15,36,9.0,20.0,17.0,74,390,2.0,3.0,3.0,11.0,5.0,10.0,3.0,8.0,5.0,24.0,14.0,16.0,27.0,,,13.0,6.0,1.0,7.0,,7.0,,,1.0,1.0,5.0,14.0,,1.0,,15.0,16.0,1.0,17.0,4.0,3.0,1.0,4.0,,2.0,1.0,,2.0,5.0,,2.0,8.0,14,11,,22.0,2.0,7.0,,24.0,122,,0.4666666666666667,0.4666666666666667,1.0,0.45,0.375,0.45,0.4166666666666667,0.6666666666666666,0.5,0.5089285714285714,0.8333333333333334,0.5277777777777778,0.5538461538461539,0.8333333333333334,0.5714285714285714,0.35714285714285715,0.027777777777777776,,17.3697270471464,0.8,0.11278195488721804,0.0070921985815602835,,,0.09375,0.005813953488372093,,,0.06896551724137931,0.15384615384615385,0.14285714285714285,,0.21428571428571427,0.5,0.5,0.3333333333333333,0.017857142857142856,1.0,1.0,0.4107142857142857,0.34782608695652173,0.36363636363636365,0.23214285714285715,0.46153846153846156,0.46153846153846156,1.0,,,0.5,0.2222222222222222,0.75,0.2777777777777778,0.4,0.5714285714285714,0.46153846153846156,0.4857000000000001,0.4099125,0.4704147058823529,0.13846153846153847,0.16279069767441862,0.14864864864864866,0.32432432432432434,12.755555555555555,25.155,0.35260115606936415,3.0,7.0,1.0,,,0.625,0.125,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,0.07142857142857142,,0.014084507042253521,,,,,,,,,,3.0,,0.16666666666666666,1.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0,0.043478260869565216,0.09090909090909091,,,,,True,,,,,,,,,,,
201162,1610612766,Jared Dudley,Jared Dudley,201162,CHA,10124.0,169,-25,316,317,120,129,54.0,633,18.0,25.0,8.0,12.0,6.0,10.0,2.0,5.0,6.0,16.0,1.0,5.0,1.0,,2.0,26,46,1.0,7.0,15.0,70,330,9.0,16.0,2.0,22.0,11.0,17.0,,4.0,4.0,26.0,26.0,26.0,3.0,,16.0,5.0,1.0,4.0,8.0,3.0,11.0,3.0,,4.0,1.0,3.0,25.0,5.0,21.0,8.0,16.0,28.0,26.0,54.0,6.0,2.0,4.0,4.0,1.0,3.0,2.0,,1.0,6.0,2.0,3.0,2.0,9,16,1.0,22.0,,13.0,,26.0,120,,0.5,0.7222222222222222,1.0,0.14285714285714285,,0.14285714285714285,0.5652173913043478,0.5625,0.6470588235294118,0.5188679245283019,0.5,0.5238095238095238,0.5645161290322581,0.5238095238095238,0.5652173913043478,0.1320754716981132,0.08695652173913043,0.12,17.894736842105264,0.6666666666666666,0.1322314049586777,0.14685314685314685,0.2222222222222222,0.1388888888888889,0.15286624203821655,0.1452513966480447,0.1891891891891892,0.14285714285714285,0.15,0.10344827586206896,0.1346153846153846,0.18181818181818182,0.4716981132075472,0.72,0.8181818181818182,0.3888888888888889,0.09433962264150944,0.4,0.5,0.3018867924528302,0.375,0.375,0.09433962264150944,0.2,0.2,1.0,0.6666666666666666,0.6666666666666666,0.05555555555555555,0.47619047619047616,0.6,0.09523809523809523,,0.6037735849056604,0.2,0.49363867924528304,0.5004470588235295,0.5085904761904763,0.20967741935483872,0.23636363636363636,0.3142857142857143,0.37142857142857144,7.704347826086957,26.057142857142853,0.379746835443038,,2.0,1.0,1.0,1.0,0.8333333333333334,0.03773584905660377,,,,4.0,4.0,,,2.0,4.0,,,,,,,,,0.2,0.36363636363636365,0.16666666666666666,0.11428571428571428,0.125,0.2857142857142857,,,0.5,,,,,2.0,,0.09523809523809523,,,,,,,,,,,,1.0,1.0,0.05555555555555555,,True,,,,,,,,,,,
