EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,on,Clear Path Fouls
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,178334.0,2972,-201.0,5733,5715,1434,1552,668,11448,169,343,10.0,22.0,49.0,97.0,49.0,101.0,138,353,11.0,37.0,2.0,3.0,3.0,6.0,45.0,163.0,5.0,15.0,13.0,59.0,356,797,56.0,200.0,260.0,1140,6245,23.0,56,7.0,18.0,19.0,86.0,88.0,209,16.0,65.0,129.0,353.0,132,580.0,117.0,51.0,10.0,7.0,156.0,45.0,64.0,1.0,405,178.0,583,107.0,71.0,204.0,63.0,138.0,1344,17.0,19.0,1.0,63.0,126,10.0,199,37.0,236,5.0,96.0,65.0,31.0,139.0,35.0,97.0,74.0,10.0,42.0,4.0,6.0,213.0,11.0,47.0,81,184,6.0,13.0,254,5.0,10.0,325.0,26.0,20.0,109.0,1.0,55.0,10.0,2.0,2.0,10.0,12.0,7.0,2.0,353.0,1434,33.0,53.0,0.1853932584269663,0.18803418803418803,0.6964285714285714,0.28,0.3888888888888889,0.24615384615384617,0.29015544041450775,0.4466750313676286,0.4107142857142857,0.42105263157894735,0.44132397191574724,0.4527027027027027,0.40875912408759124,0.49383802816901406,0.5119047619047619,0.5014204545454546,0.20060180541624875,0.005,0.08030112923462986,0.16034985422740525,0.07920792079207921,0.0028328611898017,0.006134969325153374,20.77041602465331,0.6525821596244131,0.04739336492890995,0.004329004329004329,0.0646817248459959,0.009718670076726343,0.09251101321585903,0.025602409638554216,0.07189045264359072,0.013745704467353952,0.018030513176144243,0.006237006237006237,0.00398406374501992,0.02696078431372549,0.0234375,0.05089820359281437,0.061386138613861385,0.07870967741935483,0.09619238476953908,0.08241758241758242,0.01006036217303823,0.5833333333333334,0.3440320962888666,0.49271137026239065,0.5868055555555556,0.1893491124260355,0.10130391173520562,0.48514851485148514,0.5268817204301075,0.08163265306122448,0.354062186559679,0.3909348441926346,0.39204545454545453,0.21739130434782608,0.037111334002006016,0.2972972972972973,0.2972972972972973,1.0,0.16349047141424272,0.27607361963190186,0.2777777777777778,0.6222222222222222,0.2972972972972973,0.45454545454545453,0.04054054054054054,0.6666666666666666,1.0,0.20270270270270271,0.3333333333333333,0.6,0.354014598540146,0.5051546391752577,0.021897810218978103,0.5,0.21532846715328466,0.22033898305084745,0.5446339017051154,0.28846153846153844,0.48395476190476183,0.45983189655172413,0.4629568773234201,0.10175763182238667,0.12386363636363637,0.004975124378109453,0.07543859649122807,0.30964912280701756,9.737390213299875,26.276500000000002,0.250130821559393,,,,,,,,,,True,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,9072.0,151,-33.0,293,294,92,138,40,587,5,10,,2.0,,3.0,3.0,4.0,3,16,3.0,7.0,,,1.0,3.0,3.0,10.0,,,,2.0,11,30,6.0,17.0,12.0,52,320,,2,,,2.0,2.0,2.0,9,1.0,5.0,6.0,13.0,8,14.0,18.0,,,,10.0,3.0,1.0,,14,1.0,15,1.0,,8.0,2.0,4.0,31,1.0,5.0,,7.0,12,1.0,20,6.0,26,2.0,6.0,3.0,3.0,6.0,2.0,4.0,4.0,,2.0,,1.0,10.0,2.0,4.0,14,21,,1.0,11,1.0,1.0,14.0,,,4.0,,3.0,,,,,,,2.0,13.0,92,1.0,3.0,0.36363636363636365,0.36363636363636365,1.0,0.35294117647058826,,0.2,0.35294117647058826,0.36666666666666664,,0.2222222222222222,0.425531914893617,,0.25,0.48148148148148145,0.3333333333333333,0.3611111111111111,0.3617021276595745,,0.03333333333333333,0.1,,,,18.768328445747798,0.6,0.045454545454545456,,0.1188118811881188,0.046296296296296294,0.25925925925925924,0.024390243902439025,0.1484375,0.040268456375838924,0.057692307692307696,,0.05714285714285714,,0.058823529411764705,0.17073170731707318,0.08333333333333333,0.08333333333333333,0.0625,0.5454545454545454,0.06896551724137931,,0.2127659574468085,0.5,0.5555555555555556,0.6,0.0851063829787234,0.75,0.75,,0.3404255319148936,0.1875,0.1875,0.3333333333333333,0.14893617021276595,0.42857142857142855,0.42857142857142855,1.0,0.2127659574468085,0.3,0.3,1.0,1.0,,,,,,,,0.21428571428571427,,0.21428571428571427,0.3333333333333333,0.14285714285714285,,0.574468085106383,0.3,0.48398297872340423,0.44625000000000004,0.45662499999999995,0.0784313725490196,0.11764705882352941,,0.038461538461538464,0.25,11.270000000000001,24.494117647058825,0.31399317406143346,,,,,,,,,,True,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,61419.0,1024,-206.0,1961,1947,488,523,238,3908,90,142,40.0,62.0,21.0,32.0,40.0,103.0,38,80,,,,,,,,,,,,,168,325,,,58.0,394,2231,44.0,74,,,22.0,110.0,34.0,67,,,17.0,85.0,206,130.0,,,72.0,,,,24.0,,42,10.0,52,6.0,4.0,33.0,1.0,8.0,114,21.0,105.0,2.0,47.0,120,17.0,184,128.0,312,15.0,29.0,13.0,16.0,37.0,7.0,25.0,30.0,2.0,12.0,,8.0,67.0,9.0,18.0,100,143,11.0,10.0,68,7.0,2.0,91.0,11.0,,45.0,,6.0,34.0,,,26.0,34.0,20.0,5.0,85.0,488,11.0,6.0,0.6130952380952381,0.7803030303030303,,,,,,0.5169230769230769,0.5945945945945946,0.5074626865671642,0.5169230769230769,0.5945945945945946,0.5074626865671642,0.5397260273972603,0.632183908045977,0.53125,,,0.07384615384615385,0.1267605633802817,0.038834951456310676,0.025,,19.32021466905188,0.5522388059701493,0.24285714285714285,0.03225806451612903,0.17964071856287425,0.1436388508891929,0.1934156378600823,0.0995260663507109,0.18331503841931943,0.1337579617834395,0.16475095785440613,0.1658291457286432,0.1070110701107011,0.09558823529411764,0.10666666666666667,0.16666666666666666,0.25146198830409355,0.14590747330960854,0.21081081081081082,0.13793103448275862,0.11538461538461539,0.5882352941176471,0.4369230769230769,0.6338028169014085,0.7258064516129032,0.5555555555555556,0.3169230769230769,0.3883495145631068,0.40404040404040403,0.6,0.24615384615384617,0.475,0.48717948717948717,0.7631578947368421,,,,,,,,,0.8378378378378378,0.6451612903225806,,,,,,,0.47761194029850745,0.65625,,,,,0.4369230769230769,,0.4689055384615386,0.5532769230769231,0.4682462686567164,0.12534818941504178,0.12534818941504178,,0.27918781725888325,0.21573604060913706,7.0670769230769235,,0.24885262621111678,1.0,7.0,2.0,0.05,,,,,,True,
1863,1610612766,Earl Boykins,Earl Boykins,1863,CHA,11608.0,193,-12.0,376,368,130,104,54,744,9,13,,1.0,5.0,6.0,4.0,14.0,2,9,,5.0,,,,1.0,2.0,9.0,,1.0,2.0,4.0,15,36,2.0,14.0,17.0,53,409,,2,,1.0,,,8.0,14,2.0,5.0,12.0,34.0,8,22.0,3.0,3.0,,,9.0,2.0,3.0,,15,4.0,19,2.0,2.0,7.0,2.0,6.0,42,,2.0,,4.0,5,,9,2.0,11,,3.0,1.0,2.0,4.0,,4.0,1.0,,,,1.0,5.0,,1.0,3,5,,,14,,,21.0,3.0,,8.0,,4.0,,,,,,,,34.0,130,1.0,4.0,0.26666666666666666,0.26666666666666666,0.5,0.14285714285714285,,0.4,0.14285714285714285,0.4166666666666667,,0.5714285714285714,0.36,,0.5789473684210527,0.4491525423728814,,0.6538461538461539,0.28,,0.08333333333333333,0.07692307692307693,0.14285714285714285,,,14.678899082568806,0.8,,,0.0423728813559322,0.014925373134328358,0.09090909090909091,,0.05555555555555555,0.011299435028248588,0.021739130434782608,,0.02,,,0.025,0.03125,0.06521739130434782,0.125,,,,0.26,0.6923076923076923,0.75,0.4444444444444444,0.28,0.2857142857142857,0.3333333333333333,,0.18,0.2222222222222222,0.2222222222222222,,0.1,,,,0.18,0.2222222222222222,0.2222222222222222,0.5,0.3333333333333333,,,,,0.3333333333333333,,,0.3157894736842105,0.8333333333333334,0.05263157894736842,,0.21052631578947367,0.5,0.54,0.2222222222222222,0.46871,0.40463333333333334,0.45614736842105263,0.14545454545454545,0.1951219512195122,,,0.6415094339622641,8.480555555555558,24.57857142857143,0.34574468085106386,,,,,,,,,,True,
201162,1610612766,Jared Dudley,Jared Dudley,201162,CHA,51579.0,860,33.0,1652,1649,522,527,212,3301,44,67,17.0,22.0,10.0,15.0,6.0,17.0,42,90,2.0,11.0,,1.0,1.0,3.0,5.0,11.0,,,3.0,5.0,92,174,7.0,22.0,42.0,247,1792,20.0,30,,1.0,7.0,47.0,22.0,45,4.0,8.0,9.0,65.0,124,60.0,21.0,,32.0,,11.0,5.0,15.0,1.0,27,11.0,38,8.0,3.0,20.0,2.0,5.0,87,11.0,44.0,4.0,27.0,60,16.0,103,59.0,162,1.0,31.0,20.0,11.0,14.0,6.0,9.0,15.0,1.0,5.0,1.0,2.0,29.0,1.0,6.0,42,81,9.0,2.0,54,7.0,5.0,52.0,7.0,,27.0,1.0,1.0,7.0,,,6.0,7.0,5.0,3.0,65.0,522,14.0,1.0,0.6739130434782609,0.8157894736842105,1.0,0.3181818181818182,,0.5,0.3181818181818182,0.5287356321839081,0.6666666666666666,0.4888888888888889,0.5229591836734694,0.6451612903225806,0.5283018867924528,0.5665137614678899,0.6714285714285714,0.5603448275862069,0.11224489795918367,0.045454545454545456,0.08620689655172414,0.13432835820895522,0.35294117647058826,,0.09090909090909091,13.048071843634443,0.4827586206896552,0.24242424242424243,0.057971014492753624,0.10810810810810811,0.0784313725490196,0.12217194570135746,0.05913978494623656,0.11211340206185567,0.07362784471218206,0.058823529411764705,0.08759124087591241,0.09090909090909091,0.056451612903225805,0.06451612903225806,0.09497206703910614,0.11258278145695365,0.11555555555555555,0.10967741935483871,0.15151515151515152,0.0125,0.7142857142857143,0.34183673469387754,0.6567164179104478,0.7586206896551724,0.5,0.08673469387755102,0.35294117647058826,0.5454545454545454,0.3333333333333333,0.45918367346938777,0.4666666666666667,0.4666666666666667,0.9047619047619048,0.05612244897959184,0.18181818181818182,0.18181818181818182,1.0,0.05612244897959184,0.45454545454545453,0.5,1.0,0.7096774193548387,0.7727272727272727,0.03225806451612903,,,,,,0.2830188679245283,0.6666666666666666,0.05660377358490566,0.3333333333333333,0.09433962264150944,0.6,0.45408163265306123,0.45454545454545453,0.46571836734693883,0.5173428571428571,0.4465103773584906,0.12903225806451613,0.13917525773195877,0.043478260869565216,0.1902834008097166,0.2631578947368421,10.76781609195402,24.495454545454546,0.3159806295399516,1.0,,2.0,0.058823529411764705,1.0,,,,,True,
200797,1610612766,Ryan Hollins,Ryan Hollins,200797,CHA,15456.0,258,-37.0,502,506,178,202,70,1008,15,30,4.0,14.0,8.0,13.0,3.0,10.0,2,5,,,,,,,,,,,,,20,45,,,24.0,64,567,5.0,17,,,7.0,17.0,8.0,17,,,11.0,27.0,26,14.0,,,8.0,,,,10.0,,6,2.0,8,2.0,,3.0,,3.0,18,6.0,20.0,2.0,3.0,15,2.0,20,28.0,48,,6.0,4.0,2.0,7.0,2.0,4.0,9.0,,3.0,1.0,2.0,16.0,2.0,4.0,32,52,6.0,2.0,32,3.0,5.0,35.0,5.0,,19.0,,1.0,18.0,,,15.0,18.0,12.0,1.0,27.0,178,8.0,1.0,0.65,0.8125,,,,,,0.4444444444444444,0.29411764705882354,0.47058823529411764,0.4444444444444444,0.29411764705882354,0.47058823529411764,0.5333333333333333,0.38636363636363635,0.5869565217391305,,,0.2222222222222222,0.3,0.1,,,12.947189097103918,0.4375,0.1111111111111111,0.1111111111111111,0.09933774834437085,0.12195121951219512,0.046153846153846156,0.10344827586206896,0.08333333333333333,0.11711711711711711,0.16666666666666666,0.1111111111111111,0.08064516129032258,0.08823529411764706,0.125,0.11864406779661017,0.09302325581395349,0.08163265306122448,0.06976744186046512,,,0.6666666666666666,0.6666666666666666,0.5,0.7142857142857143,0.6666666666666666,0.2222222222222222,0.3,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4,0.4,1.0,,,,,,,,,0.8235294117647058,0.2857142857142857,,,,,,,0.7647058823529411,0.6153846153846154,,,,,0.6666666666666666,,0.5200466666666667,0.5423066666666666,0.5218764705882353,0.3220338983050847,0.3220338983050847,,0.265625,0.421875,3.8177777777777786,,0.3545816733067729,1.0,2.0,1.0,,1.0,,,,,True,
976,1610612766,Jeff McInnis,Jeff McInnis,976,CHA,51877.0,865,-134.0,1641,1650,367,404,162,3291,14,20,1.0,1.0,4.0,6.0,14.0,29.0,32,79,,1.0,,,,,,7.0,,1.0,,1.0,60,128,,8.0,10.0,130,1843,5.0,8,,1.0,,10.0,18.0,30,,1.0,4.0,40.0,68,52.0,,,,,7.0,,2.0,,81,36.0,117,25.0,11.0,43.0,13.0,25.0,270,3.0,3.0,,11.0,35,2.0,48,6.0,54,,14.0,8.0,6.0,18.0,7.0,14.0,15.0,3.0,4.0,,1.0,33.0,4.0,11.0,29,80,2.0,3.0,17,1.0,4.0,13.0,1.0,,5.0,,2.0,1.0,,,1.0,1.0,,1.0,40.0,367,9.0,2.0,0.5666666666666667,0.5666666666666667,,,,,,0.46875,0.625,0.6,0.4411764705882353,0.5555555555555556,0.5806451612903226,0.45774647887323944,0.5555555555555556,0.6060606060606061,0.058823529411764705,,0.015625,0.05,,0.012658227848101266,,9.599561162918267,0.5454545454545454,0.03076923076923077,,0.06294964028776978,0.005494505494505495,0.06875,0.017241379310344827,0.06424581005586592,0.008333333333333333,,0.006944444444444444,0.0091324200913242,0.030612244897959183,,0.05641025641025641,0.05844155844155844,0.07246376811594203,0.06299212598425197,0.09090909090909091,,,0.14705882352941177,0.7,0.7368421052631579,0.5,0.21323529411764705,0.4827586206896552,0.4827586206896552,0.5,0.5808823529411765,0.4050632911392405,0.41025641025641024,0.625,0.007352941176470588,,,,0.051470588235294115,,,,0.1111111111111111,1.0,,,,0.1111111111111111,,,0.1935483870967742,0.6666666666666666,,,0.03225806451612903,,0.20588235294117646,,0.4260695488721804,0.44282000000000005,0.4188048387096775,0.03571428571428571,0.03787878787878788,,0.07692307692307693,0.3076923076923077,13.365625000000001,29.425,0.22364411943936624,,,,,,,,,,True,
2202,1610612766,Jason Richardson,Jason Richardson,2202,CHA,156524.0,2609,-159.0,5029,5012,1169,1273,586,10041,187,338,20.0,38.0,39.0,68.0,41.0,105.0,105,272,78.0,199.0,8.0,18.0,23.0,50.0,134.0,323.0,14.0,31.0,27.0,79.0,333,715,212.0,522.0,209.0,1511,5472,31.0,75,22.0,49.0,11.0,139.0,64.0,133,50.0,129.0,77.0,355.0,336,330.0,564.0,72.0,30.0,1.0,322.0,134.0,53.0,3.0,167,45.0,212,25.0,20.0,77.0,37.0,53.0,469,10.0,53.0,6.0,68.0,212,19.0,299,69.0,368,15.0,98.0,56.0,42.0,82.0,8.0,46.0,52.0,5.0,36.0,2.0,11.0,134.0,4.0,32.0,96,198,6.0,20.0,224,5.0,17.0,280.0,27.0,,123.0,5.0,25.0,54.0,,,37.0,54.0,24.0,1.0,355.0,1169,24.0,23.0,0.5045045045045045,0.5283018867924528,0.8867924528301887,0.4061302681992337,0.4489795918367347,0.3875968992248062,0.4069097888675624,0.46573426573426574,0.41333333333333333,0.48120300751879697,0.5262732417138237,0.5161290322580645,0.5305343511450382,0.5551065393093314,0.5265151515151515,0.5762987012987013,0.4219886822958771,0.005747126436781609,0.07412587412587412,0.12721893491124261,0.0761904761904762,0.007352941176470588,0.0030959752321981426,26.261205835823517,0.6119402985074627,0.10982658959537572,0.03015075376884422,0.12448620082207869,0.03121319199057715,0.1118421052631579,0.01652892561983471,0.12115967113803548,0.02735562310030395,0.03930817610062893,0.0387409200968523,0.01848998459167951,0.013623978201634877,0.02100840336134454,0.0846286701208981,0.14888888888888888,0.142433234421365,0.11936936936936937,0.09146341463414634,0.024077046548956663,0.4444444444444444,0.27324171382376716,0.5532544378698225,0.6338983050847458,0.5561497326203209,0.08488278092158448,0.3904761904761905,0.422680412371134,0.21951219512195122,0.2198868229587712,0.3860294117647059,0.3888888888888889,0.5238095238095238,0.1608730800323363,0.39195979899497485,0.39593908629441626,0.9615384615384616,0.2611156022635408,0.4148606811145511,0.4161490683229814,0.8432835820895522,0.3064516129032258,0.5263157894736842,0.14516129032258066,0.4444444444444444,0.875,0.25,0.45161290322580644,1.0,0.2595419847328244,0.5735294117647058,0.19083969465648856,0.46,0.3015267175572519,0.34177215189873417,0.6952303961196443,0.4161490683229814,0.5201189375506893,0.5081680851063829,0.5049216216216215,0.09580838323353294,0.15166461159062886,0.009523809523809525,0.09199205823957644,0.23494374586366645,8.53118881118881,24.87988505747126,0.23245177967786837,5.0,12.0,,0.25,2.0,2.0,0.010050251256281407,,,True,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,113396.0,1890,-58.0,3643,3638,828,911,404,7281,191,327,20.0,38.0,48.0,78.0,12.0,37.0,68,173,21.0,76.0,4.0,9.0,6.0,18.0,36.0,103.0,1.0,5.0,11.0,33.0,271,537,57.0,179.0,235.0,948,3869,24.0,53,5.0,14.0,14.0,77.0,56.0,103,17.0,51.0,84.0,247.0,276,266.0,168.0,3.0,22.0,1.0,102.0,36.0,61.0,,118,45.0,163,22.0,23.0,88.0,14.0,16.0,371,8.0,39.0,2.0,54.0,174,32.0,260,49.0,309,15.0,102.0,60.0,42.0,76.0,15.0,47.0,64.0,6.0,29.0,5.0,9.0,140.0,10.0,29.0,58,148,5.0,27.0,273,8.0,27.0,326.0,43.0,,161.0,1.0,22.0,43.0,1.0,,40.0,44.0,27.0,1.0,247.0,828,17.0,17.0,0.5092250922509225,0.5307692307692308,0.9824561403508771,0.31843575418994413,0.35714285714285715,0.3333333333333333,0.3202247191011236,0.5046554934823091,0.4528301886792453,0.5436893203883495,0.4979050279329609,0.4701492537313433,0.5292207792207793,0.5530921820303384,0.506578947368421,0.6113861386138614,0.25,,0.11359404096834265,0.1620795107033639,0.1891891891891892,0.005780346820809248,,24.250548379234704,0.5428571428571428,0.23880597014925373,0.012987012987012988,0.13765822784810128,0.03225806451612903,0.12949640287769784,0.01805869074492099,0.1356335514574658,0.028450363196125907,0.039832285115303984,0.025089605734767026,0.02869757174392936,0.015267175572519083,0.022099447513812154,0.11162790697674418,0.15060240963855423,0.15139442231075698,0.13099041533546327,0.125,0.047021943573667714,0.6136363636363636,0.45670391061452514,0.5840978593272171,0.6970802919708029,0.4083769633507853,0.051675977653631286,0.32432432432432434,0.4,0.4166666666666667,0.24162011173184358,0.3930635838150289,0.3953488372093023,0.8088235294117647,0.10614525139664804,0.27631578947368424,0.27631578947368424,1.0,0.14385474860335196,0.34951456310679613,0.34951456310679613,0.9722222222222222,0.5671641791044776,0.5263157894736842,0.13432835820895522,0.4444444444444444,1.0,0.07462686567164178,0.2,1.0,0.5064935064935064,0.6153846153846154,0.11688311688311688,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.7067039106145251,0.35294117647058826,0.5312061624649861,0.5185454545454545,0.5314369281045751,0.19401197604790418,0.24580152671755726,0.005555555555555556,0.08122362869198312,0.26054852320675104,6.604655493482309,24.777094972067037,0.22728520450178424,,3.0,,0.15,4.0,,,1.0,,True,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,73551.0,1226,7.0,2423,2396,820,858,288,4819,14,37,2.0,5.0,4.0,12.0,9.0,30.0,47,111,31.0,68.0,2.0,5.0,10.0,26.0,38.0,83.0,4.0,9.0,15.0,32.0,70,178,69.0,151.0,82.0,429,2606,6.0,19,6.0,14.0,16.0,46.0,25.0,57,25.0,58.0,47.0,172.0,100,40.0,204.0,3.0,2.0,,83.0,38.0,23.0,2.0,33,10.0,43,4.0,6.0,10.0,6.0,17.0,96,5.0,13.0,,24.0,84,5.0,113,18.0,131,3.0,29.0,20.0,9.0,16.0,3.0,9.0,14.0,1.0,7.0,1.0,2.0,30.0,2.0,4.0,59,119,4.0,7.0,70,3.0,6.0,100.0,2.0,8.0,22.0,4.0,21.0,11.0,1.0,1.0,5.0,12.0,5.0,2.0,172.0,820,16.0,20.0,0.7142857142857143,0.7246376811594203,0.9855072463768116,0.45695364238410596,0.42857142857142855,0.43103448275862066,0.45695364238410596,0.39325842696629215,0.3157894736842105,0.43859649122807015,0.5273556231003039,0.45454545454545453,0.5434782608695652,0.5685483870967742,0.5487804878048781,0.59375,0.45896656534954405,0.013245033112582781,0.12921348314606743,0.3783783783783784,0.2,0.02702702702702703,,14.67153284671533,0.5333333333333333,0.050505050505050504,,0.1070063694267516,0.016602809706257982,0.07453416149068323,0.016611295681063124,0.0975609756097561,0.016605166051660517,0.010526315789473684,0.021621621621621623,0.019169329073482427,0.025906735751295335,,0.10948905109489052,0.08629441624365482,0.1178343949044586,0.06694560669456066,0.0963855421686747,0.018867924528301886,0.4166666666666667,0.11246200607902736,0.3783783783783784,0.6086956521739131,0.5714285714285714,0.0911854103343465,0.3,0.375,0.3333333333333333,0.3373860182370821,0.42342342342342343,0.4351851851851852,0.8297872340425532,0.2066869300911854,0.45588235294117646,0.4696969696969697,1.0,0.25227963525835867,0.4578313253012048,0.4578313253012048,0.9736842105263158,0.15151515151515152,0.4,0.15151515151515152,0.4,1.0,0.2727272727272727,0.4444444444444444,1.0,0.10434782608695652,0.3333333333333333,0.22608695652173913,0.38461538461538464,0.2782608695652174,0.46875,0.5714285714285714,0.4578313253012048,0.4895515243902439,0.45589523809523813,0.48246447368421047,0.07407407407407407,0.1111111111111111,0.026143790849673203,0.10722610722610723,0.40093240093240096,13.809550561797757,24.66622516556291,0.3384234420140322,1.0,5.0,,,,2.0,0.029411764705882353,,,True,
