EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,BlockedLongMidRange,SecondChanceCorner3FGM,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,on
1425,1610612746,Aaron Williams,Aaron Williams,1425,LAC,7249.0,121,-27,232,242,62,59.0,15.0,474,1.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,11.0,9.0,17.0,271.0,1.0,2.0,2.0,1.0,1.0,6.0,8.0,4.0,4.0,2.0,2.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,4.0,4.0,9.0,4.0,17.0,4.0,21.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,11.0,17.0,2.0,11.0,2.0,3.0,12.0,4.0,2.0,6.0,5.0,1.0,6.0,3.0,1.0,8.0,62,1.0,2.0,0.5,0.6666666666666666,0.36363636363636365,0.5,1.0,0.36363636363636365,0.5,1.0,0.5,0.5,1.0,0.18181818181818182,0.25,0.5,8.467741935483872,0.5,0.26666666666666666,0.125,0.05333333333333334,0.19047619047619047,0.13978494623655913,0.043010752688172046,0.05,0.07142857142857142,0.125,0.05555555555555555,0.16666666666666666,0.2,0.5,0.36363636363636365,0.25,0.3333333333333333,0.45454545454545453,0.6,0.6,0.6666666666666666,0.18181818181818182,1.0,0.5,1.0,1.0,0.36363636363636365,0.4749181818181818,0.5800000000000001,0.6017,0.26666666666666666,0.26666666666666666,0.11764705882352941,0.47058823529411764,6.654545454545455,0.2672413793103448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,72575.0,1210,-52,2386,2356,605,559.0,227.0,4742,49.0,76.0,8.0,15.0,18.0,25.0,34.0,79.0,103.0,124.0,258.0,79.0,495.0,2488.0,11.0,30.0,41.0,31.0,57.0,38.0,127.0,152.0,96.0,12.0,22.0,88.0,20.0,108.0,14.0,34.0,21.0,33.0,236.0,32.0,23.0,109.0,15.0,147.0,38.0,185.0,23.0,16.0,7.0,36.0,7.0,21.0,15.0,57.0,14.0,79.0,118.0,7.0,76.0,9.0,4.0,100.0,40.0,10.0,17.0,17.0,,17.0,11.0,1.0,127.0,605,13.0,10.0,0.6129032258064516,0.6440677966101694,0.4806201550387597,0.36666666666666664,0.543859649122807,0.4781609195402299,0.3684210526315789,0.45408163265306123,0.5135416666666667,0.4659090909090909,0.5338983050847458,0.08527131782945736,0.17105263157894737,0.02912621359223301,20.294784580498867,0.631578947368421,0.2054794520547945,0.13007159904534607,0.03827751196172249,0.092,0.1213235294117647,0.03425925925925926,0.04602510460251046,0.03807106598984772,0.10948905109489052,0.1646090534979424,0.12149532710280374,0.07386363636363637,0.6470588235294118,0.17471264367816092,0.6447368421052632,0.7777777777777778,0.18160919540229886,0.43037974683544306,0.4657534246575342,0.4411764705882353,0.2367816091954023,0.39473684210526316,0.5333333333333333,0.25510204081632654,0.72,0.5816091954022988,0.48325714285714283,0.4981819444444444,0.4841742268041238,0.08936170212765958,0.136986301369863,0.08282828282828283,0.25656565656565655,10.184496124031009,0.25356244761106456,41.0,3.0,14.0,2.0,1.0,3.0,53.0,163.0,2.0,6.0,8.0,38.0,56.0,177.0,2.0,8.0,13.0,9.0,41.0,162.0,6.0,1.0,1.0,161.0,52.0,6.0,5.0,1.0,6.0,21.0,3.0,4.0,3.0,1.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,0.9642857142857143,0.3163841807909605,0.25,0.21951219512195122,0.3125,0.4068965517241379,0.0759493670886076,0.016129032258064516,0.020491803278688523,0.029556650246305417,0.01951219512195122,0.02564102564102564,0.13513513513513514,0.025974025974025976,0.6530612244897959,0.39805825242718446,0.41,0.7073170731707317,0.03218390804597701,0.21428571428571427,0.21428571428571427,1.0,0.37471264367816093,0.32515337423312884,0.32515337423312884,0.9622641509433962,0.25,0.05263157894736842,0.15789473684210525,0.3333333333333333,1.0,0.030612244897959183,0.3333333333333333,0.3877551020408163,0.21052631578947367,0.32298136645962733,0.011235955056179775,25.65988700564972,,,,,,,,,,,,,,True
1510,1610612746,Brevin Knight,Brevin Knight,1510,LAC,71505.0,1192,-158,2315,2305,689,628.0,241.0,4620,20.0,34.0,2.0,5.0,6.0,9.0,10.0,27.0,182.0,106.0,243.0,46.0,258.0,2465.0,6.0,14.0,12.0,28.0,67.0,23.0,79.0,152.0,60.0,,6.0,175.0,50.0,225.0,42.0,91.0,24.0,60.0,500.0,7.0,30.0,56.0,2.0,88.0,9.0,97.0,75.0,25.0,50.0,33.0,10.0,14.0,5.0,47.0,12.0,49.0,107.0,3.0,61.0,3.0,11.0,54.0,21.0,6.0,6.0,5.0,,6.0,3.0,,79.0,689,16.0,6.0,0.7169811320754716,0.7169811320754716,0.43621399176954734,0.42857142857142855,0.417910447761194,0.4274193548387097,0.42857142857142855,0.39436619718309857,0.4724264705882353,0.42857142857142855,0.4817073170731707,0.024691358024691357,0.11764705882352941,0.005494505494505495,12.354763749031758,0.7021276595744681,0.022727272727272728,0.07097591888466413,0.008111239860950173,0.12396694214876033,0.08341416100872939,0.008490566037735849,0.00904977375565611,0.009324009324009324,0.05426356589147287,0.09482758620689655,0.06688963210702341,0.1404494382022472,0.5,0.13709677419354838,0.5882352941176471,0.6666666666666666,0.10887096774193548,0.37037037037037035,0.38461538461538464,0.5,0.7338709677419355,0.35714285714285715,0.4,0.1267605633802817,0.6666666666666666,0.15725806451612903,0.4246286585365853,0.46772727272727277,0.395168115942029,0.08270676691729323,0.08076923076923077,0.046511627906976744,0.3062015503875969,15.367489711934159,0.2976241900647948,76.0,,1.0,,,,,4.0,,,,4.0,,5.0,,,,,4.0,,,,2.0,2.0,,8.0,2.0,,2.0,28.0,1.0,1.0,1.0,,1.0,4.0,,1.0,1.0,,,,,,,,0.020161290322580645,0.037037037037037035,,0.01015228426395939,0.004694835680751174,0.012422360248447204,,0.078125,0.015267175572519083,0.4,0.4175824175824176,0.4198895027624309,0.8289473684210527,0.004032258064516129,,,,0.016129032258064516,,,,0.5,,,,,,,0.056338028169014086,,,0.16666666666666666,36.120000000000005,1.0,,,,,,,,,,,,,True
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,90792.0,1513,-148,2970,2955,1018,930.0,306.0,5925,48.0,87.0,3.0,8.0,20.0,32.0,43.0,81.0,190.0,162.0,358.0,82.0,526.0,3237.0,12.0,28.0,34.0,46.0,105.0,48.0,173.0,178.0,146.0,6.0,20.0,82.0,16.0,98.0,12.0,37.0,14.0,31.0,212.0,22.0,34.0,96.0,2.0,132.0,26.0,158.0,44.0,19.0,25.0,29.0,11.0,34.0,10.0,63.0,20.0,41.0,91.0,2.0,84.0,4.0,1.0,98.0,37.0,15.0,20.0,15.0,5.0,21.0,13.0,,173.0,1018,7.0,15.0,0.5493827160493827,0.559748427672956,0.45251396648044695,0.42857142857142855,0.4380952380952381,0.47334754797441364,0.4838709677419355,0.4432624113475177,0.5107212475633528,0.5151515151515151,0.5119760479041916,0.055865921787709494,0.11494252873563218,0.02631578947368421,17.39130434782609,0.4603174603174603,0.017241379310344827,0.0975609756097561,0.021568627450980392,0.10397553516819572,0.09916094584286804,0.019862490450725745,0.01098901098901099,0.024439918533604887,0.0708215297450425,0.06451612903225806,0.15056818181818182,0.11158798283261803,0.6190476190476191,0.18550106609808104,0.5517241379310345,0.6233766233766234,0.17270788912579957,0.5308641975308642,0.5657894736842105,0.4186046511627907,0.4051172707889126,0.25806451612903225,0.375,0.22695035460992907,0.625,0.42217484008528783,0.47387040598290603,0.46068846153846166,0.4722621428571428,0.07429718875502007,0.09560723514211886,0.06463878326996197,0.3288973384030418,12.103910614525141,0.34276094276094277,71.0,21.0,48.0,1.0,6.0,14.0,19.0,63.0,1.0,2.0,5.0,22.0,40.0,111.0,2.0,3.0,4.0,11.0,36.0,120.0,,,,63.0,19.0,4.0,4.0,,7.0,19.0,3.0,4.0,2.0,,13.0,8.0,,2.0,,,,1.0,0.36036036036036034,0.6666666666666666,0.3055555555555556,0.36036036036036034,0.23667377398720682,0.06172839506172839,,0.01384083044982699,0.02734375,0.017094017094017096,,0.0851063829787234,0.029411764705882353,0.4791666666666667,0.3736842105263158,0.3837837837837838,0.676056338028169,0.1023454157782516,0.4375,0.4375,1.0,0.13432835820895522,0.30158730158730157,0.3064516129032258,1.0,,0.03225806451612903,0.06451612903225806,0.5,1.0,0.09929078014184398,0.42857142857142855,0.15602836879432624,0.22727272727272727,0.30158730158730157,,24.596396396396393,,1.0,1.0,1.0,1.0,0.009009009009009009,0.015873015873015872,1.0,1.0,,,,,True
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,150116.0,2502,-236,4887,4862,1411,1277.0,508.0,9749,215.0,323.0,26.0,44.0,60.0,90.0,50.0,154.0,320.0,380.0,797.0,553.0,1547.0,5247.0,38.0,69.0,130.0,99.0,196.0,262.0,541.0,456.0,304.0,42.0,60.0,155.0,34.0,189.0,25.0,35.0,32.0,88.0,412.0,70.0,80.0,206.0,30.0,316.0,78.0,394.0,71.0,42.0,29.0,95.0,18.0,100.0,52.0,195.0,53.0,84.0,210.0,12.0,479.0,19.0,37.0,681.0,253.0,86.0,6.0,5.0,,7.0,3.0,2.0,541.0,1411,32.0,80.0,0.6,0.6350974930362117,0.4767879548306148,0.5507246376811594,0.5051020408163265,0.497,0.6204819277108434,0.5284090909090909,0.5844205679201842,0.6565656565656566,0.638755980861244,0.07528230865746549,0.1238390092879257,0.009375,27.394250137337483,0.48717948717948717,0.1744186046511628,0.12372372372372373,0.039525691699604744,0.1478743068391867,0.12964641885766093,0.03535811423390753,0.039337474120082816,0.03176470588235294,0.09490333919156414,0.11572052401746726,0.15517241379310345,0.1475,0.42857142857142855,0.323,0.6656346749226006,0.7597173144876325,0.154,0.3246753246753247,0.36496350364963503,0.62,0.32,0.5301204819277109,0.5909090909090909,0.3409090909090909,0.6666666666666666,0.526,0.49311185929648255,0.5102020833333334,0.49703563218390806,0.21281840591618734,0.2509920634920635,0.08403361344537816,0.34970911441499675,9.470138017565871,0.2887251892776755,115.0,7.0,21.0,2.0,2.0,7.0,71.0,182.0,8.0,12.0,25.0,61.0,78.0,203.0,9.0,14.0,27.0,27.0,68.0,210.0,24.0,1.0,4.0,177.0,70.0,9.0,8.0,,15.0,43.0,16.0,18.0,9.0,1.0,32.0,42.0,,29.0,6.0,,3.0,0.8974358974358975,0.3842364532019704,0.6428571428571429,0.39705882352941174,0.3869346733668342,0.203,0.11038961038961038,,0.01839080459770115,0.0547945205479452,0.01928374655647383,0.013888888888888888,0.14893617021276595,0.03205128205128205,0.5395348837209303,0.359375,0.3627760252365931,0.7043478260869566,0.021,0.3333333333333333,0.3333333333333333,1.0,0.182,0.3901098901098901,0.39444444444444443,0.8873239436619719,0.038461538461538464,0.024096385542168676,0.14457831325301204,0.6666666666666666,0.875,0.026515151515151516,0.2857142857142857,0.23106060606060605,0.4098360655737705,0.3954802259887006,0.028708133971291867,26.050246305418725,1.0,1.0,2.0,1.0,1.0,0.009852216748768473,0.01098901098901099,0.5,1.0,4.0,,,,True
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,67243.0,1121,-130,2174,2173,675,592.0,229.0,4347,82.0,129.0,24.0,29.0,22.0,33.0,31.0,78.0,174.0,175.0,381.0,118.0,519.0,2399.0,31.0,42.0,83.0,51.0,101.0,45.0,162.0,188.0,162.0,38.0,22.0,48.0,10.0,58.0,4.0,16.0,6.0,26.0,126.0,43.0,28.0,89.0,17.0,134.0,51.0,185.0,18.0,11.0,7.0,22.0,4.0,50.0,10.0,72.0,28.0,45.0,100.0,3.0,116.0,4.0,9.0,151.0,70.0,15.0,21.0,17.0,3.0,21.0,11.0,,162.0,675,8.0,13.0,0.5371428571428571,0.6025641025641025,0.45931758530183725,0.7380952380952381,0.504950495049505,0.45056179775280897,0.6888888888888889,0.468,0.5068359375,0.7033898305084746,0.5328947368421053,0.05774278215223097,0.14728682170542637,0.011494252873563218,24.003288121660503,0.3055555555555556,0.21794871794871795,0.12395543175487465,0.054707379134860054,0.10894941634241245,0.12,0.0508298755186722,0.06030150753768844,0.023622047244094488,0.09055118110236221,0.1282051282051282,0.1524163568773234,0.11855670103092783,0.5238095238095238,0.2898876404494382,0.6356589147286822,0.7454545454545455,0.1752808988764045,0.3974358974358974,0.4025974025974026,0.3548387096774194,0.39101123595505616,0.6444444444444445,0.8275862068965517,0.264,0.6666666666666666,0.4337078651685393,0.4685162500000001,0.5133341463414635,0.456115,0.14084507042253522,0.16166281755196305,0.1599229287090559,0.31213872832369943,10.364304461942258,0.3104875804967801,62.0,,3.0,1.0,,1.0,17.0,61.0,,2.0,5.0,23.0,17.0,64.0,,3.0,21.0,5.0,24.0,51.0,,,3.0,58.0,17.0,6.0,6.0,2.0,6.0,12.0,9.0,18.0,7.0,,12.0,18.0,,1.0,,4.0,4.0,1.0,0.265625,,0.20833333333333334,0.2786885245901639,0.14382022471910114,0.01282051282051282,0.03225806451612903,0.033707865168539325,0.10679611650485436,0.0196078431372549,0.12,0.07936507936507936,0.02702702702702703,0.4634146341463415,0.3563218390804598,0.36046511627906974,0.7258064516129032,0.006741573033707865,,,,0.13707865168539327,0.2786885245901639,0.2786885245901639,1.0,0.125,0.022222222222222223,0.044444444444444446,,,0.008,,0.184,0.21739130434782608,0.29310344827586204,,26.753124999999994,1.0,,,,,,,,,1.0,,,,True
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,48861.0,814,-137,1584,1598,330,319.0,160.0,3182,15.0,41.0,4.0,13.0,5.0,7.0,4.0,17.0,96.0,51.0,154.0,23.0,137.0,1724.0,6.0,16.0,19.0,9.0,23.0,5.0,29.0,82.0,20.0,8.0,14.0,39.0,7.0,46.0,7.0,9.0,5.0,25.0,99.0,26.0,12.0,52.0,2.0,66.0,31.0,97.0,21.0,18.0,3.0,15.0,1.0,3.0,3.0,18.0,4.0,37.0,76.0,4.0,36.0,3.0,7.0,32.0,17.0,2.0,23.0,17.0,4.0,23.0,16.0,,29.0,330,10.0,3.0,0.803921568627451,0.8723404255319149,0.33116883116883117,0.375,0.391304347826087,0.3496932515337423,0.4411764705882353,0.48,0.38920454545454547,0.475,0.5178571428571429,0.09090909090909091,0.2926829268292683,0.020833333333333332,10.985277463193658,0.8333333333333334,0.0392156862745098,0.0948905109489051,0.042071197411003236,0.06521739130434782,0.08743169398907104,0.04200542005420054,0.027777777777777776,0.03767123287671233,0.06989247311827956,0.1258741258741259,0.0958904109589041,0.041379310344827586,0.6956521739130435,0.25153374233128833,0.36585365853658536,0.5172413793103449,0.10429447852760736,0.23529411764705882,0.23529411764705882,0.5,0.588957055214724,0.7647058823529411,0.3076923076923077,0.28,0.7142857142857143,0.3067484662576687,0.45003179012345673,0.5124076923076923,0.451644,0.09770114942528736,0.10303030303030303,0.1386861313868613,0.2116788321167883,12.864935064935064,0.20833333333333334,32.0,2.0,4.0,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,2.0,2.0,9.0,3.0,,1.0,4.0,2.0,,5.0,,1.0,12.0,,2.0,2.0,,,6.0,,,,,,0.75,0.4444444444444444,1.0,1.0,0.5,0.05521472392638037,,,0.041666666666666664,0.0684931506849315,0.04672897196261682,,0.15384615384615385,0.011235955056179775,0.5333333333333333,0.3333333333333333,0.3404255319148936,0.96875,0.024539877300613498,0.5,0.5,1.0,0.03067484662576687,0.4,0.4,0.5,,,0.058823529411764705,1.0,,0.04,1.0,0.04,1.0,0.5,,26.488888888888894,2.0,,,,,,,,,,,,,True
1739,1610612746,Ruben Patterson,Ruben Patterson,1739,LAC,7219.0,120,-6,250,252,101,104.0,30.0,502,3.0,12.0,,3.0,1.0,3.0,1.0,5.0,4.0,5.0,21.0,13.0,23.0,265.0,,3.0,3.0,2.0,6.0,6.0,10.0,10.0,,,5.0,7.0,1.0,8.0,1.0,4.0,,3.0,17.0,7.0,5.0,9.0,1.0,15.0,7.0,22.0,8.0,2.0,6.0,5.0,1.0,8.0,2.0,13.0,6.0,8.0,17.0,,13.0,,1.0,24.0,9.0,3.0,3.0,2.0,,3.0,2.0,,10.0,101,2.0,2.0,1.0,1.0,0.23809523809523808,,0.3333333333333333,0.23809523809523808,,0.3333333333333333,0.3484848484848485,0.25,0.4166666666666667,0.23809523809523808,0.3333333333333333,,16.083916083916083,0.38461538461538464,0.09090909090909091,0.11538461538461539,0.07865168539325842,0.1282051282051282,0.11965811965811966,0.0625,0.125,0.08108108108108109,0.08108108108108109,0.15789473684210525,0.13636363636363635,0.14814814814814814,0.6666666666666666,0.5714285714285714,0.25,0.375,0.23809523809523808,0.2,0.25,1.0,0.19047619047619047,1.0,,0.5,0.3333333333333333,0.5714285714285714,0.5085619047619048,0.5440333333333333,0.5017333333333333,0.3,0.3,0.13043478260869565,0.43478260869565216,4.7857142857142865,0.404,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,3.0,,1.0,1.0,,4.0,,,,,,,,,,,,,0.2,,,0.03571428571428571,,,0.08333333333333333,0.09090909090909091,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True
2424,1610612746,Dan Dickau,Dan Dickau,2424,LAC,29493.0,492,-22,962,944,277,257.0,104.0,1906,12.0,23.0,1.0,4.0,5.0,7.0,6.0,13.0,49.0,39.0,85.0,31.0,163.0,1030.0,4.0,8.0,11.0,10.0,24.0,21.0,59.0,26.0,52.0,,2.0,64.0,17.0,81.0,13.0,26.0,13.0,25.0,179.0,6.0,12.0,33.0,2.0,47.0,10.0,57.0,16.0,10.0,6.0,12.0,6.0,12.0,4.0,24.0,10.0,31.0,52.0,2.0,31.0,,4.0,36.0,12.0,6.0,2.0,2.0,,2.0,,,59.0,277,8.0,6.0,0.3333333333333333,0.3333333333333333,0.4588235294117647,0.5,0.4166666666666667,0.4888888888888889,0.5,0.4634146341463415,0.5397350993377483,0.5,0.5673076923076923,0.023529411764705882,0.043478260869565216,0.02040816326530612,16.15881809787627,0.5,0.06060606060606061,0.10714285714285714,0.018461538461538463,0.11538461538461539,0.10922330097087378,0.023474178403755867,,0.03289473684210526,0.09803921568627451,0.09375,0.11971830985915492,0.12195121951219512,,0.17037037037037037,0.5217391304347826,0.5454545454545454,0.0962962962962963,0.46153846153846156,0.46153846153846156,,0.362962962962963,0.36363636363636365,0.25,0.17073170731707318,0.7142857142857143,0.5407407407407407,0.48403111111111113,0.49335555555555566,0.4667743902439024,0.0896551724137931,0.1276595744680851,0.06748466257668712,0.3619631901840491,12.594117647058827,0.28794178794178793,21.0,6.0,15.0,,4.0,6.0,12.0,35.0,1.0,3.0,2.0,11.0,18.0,50.0,1.0,3.0,,6.0,17.0,45.0,9.0,,,35.0,12.0,4.0,4.0,,3.0,8.0,1.0,3.0,,,2.0,3.0,,,1.0,,,0.8333333333333334,0.36,0.3333333333333333,0.35294117647058826,0.36,0.37037037037037035,,,0.039603960396039604,0.012195121951219513,0.024390243902439025,0.10526315789473684,0.09090909090909091,0.0410958904109589,0.16666666666666666,0.42857142857142855,0.4375,0.5238095238095238,0.1111111111111111,0.4,0.4,1.0,0.25925925925925924,0.34285714285714286,0.34285714285714286,0.75,,,0.2727272727272727,0.3333333333333333,1.0,0.14634146341463414,0.6666666666666666,0.2682926829268293,0.18181818181818182,0.34285714285714286,0.0196078431372549,24.962000000000003,,,,,,,,,,,,,,True
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,37862.0,631,-12,1247,1230,297,285.0,124.0,2477,17.0,31.0,1.0,2.0,4.0,5.0,39.0,69.0,128.0,115.0,228.0,70.0,327.0,1344.0,9.0,14.0,22.0,24.0,46.0,18.0,84.0,60.0,170.0,4.0,8.0,93.0,28.0,121.0,25.0,37.0,18.0,38.0,270.0,5.0,21.0,37.0,1.0,59.0,7.0,66.0,19.0,11.0,8.0,25.0,10.0,21.0,8.0,46.0,11.0,14.0,45.0,1.0,69.0,1.0,10.0,78.0,34.0,4.0,1.0,1.0,,1.0,1.0,1.0,84.0,297,4.0,4.0,0.2608695652173913,0.26548672566371684,0.5043859649122807,0.6428571428571429,0.5217391304347826,0.47947761194029853,0.6,0.55,0.5311475409836065,0.6470588235294118,0.6,0.03508771929824561,0.06451612903225806,0.0234375,25.306416726748377,0.5434782608695652,0.024390243902439025,0.08564814814814815,0.010775862068965518,0.15555555555555556,0.10229276895943562,0.012567324955116697,0.013513513513513514,0.0049261083743842365,0.049079754601226995,0.08130081300813008,0.13013698630136986,0.12371134020618557,1.0,0.11567164179104478,0.5483870967741935,0.5862068965517241,0.2574626865671642,0.5652173913043478,0.5909090909090909,0.20512820512820512,0.47761194029850745,0.13333333333333333,0.5,0.08333333333333333,0.8,0.26492537313432835,0.44131015037593974,0.4123666666666667,0.42169568965517235,0.11295681063122924,0.13026819923371646,0.0672782874617737,0.25688073394495414,13.53377192982456,0.23817161186848437,59.0,2.0,3.0,,,,7.0,37.0,,1.0,6.0,14.0,9.0,40.0,,1.0,4.0,6.0,14.0,24.0,3.0,,2.0,35.0,7.0,3.0,2.0,,1.0,17.0,1.0,4.0,1.0,,3.0,1.0,,3.0,,,1.0,0.8888888888888888,0.225,,0.42857142857142855,0.23684210526315788,0.14925373134328357,0.043478260869565216,,0.021505376344086023,0.017699115044247787,0.012195121951219513,0.09090909090909091,0.23684210526315788,0.007575757575757576,0.058823529411764705,0.4609375,0.472,0.3559322033898305,0.011194029850746268,0.6666666666666666,0.6666666666666666,1.0,0.13805970149253732,0.1891891891891892,0.1891891891891892,0.8571428571428571,,,0.06666666666666667,,,,,0.23333333333333334,0.42857142857142855,0.2,,26.955000000000002,,,,,,,,,,,,,,True
