EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,Offensive Fouls Drawn,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,3pt And 1 Free Throw Trips,on
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,36970.0,616,25.0,1284,1275,457.0,333,139,2559,75.0,104.0,12.0,18.0,24.0,33.0,11.0,30.0,14.0,30.0,16.0,37.0,2.0,7.0,13.0,12.0,47.0,2.0,4.0,17.0,100.0,164.0,28.0,84.0,73.0,357.0,1377,16.0,24.0,4.0,6.0,38.0,32.0,52.0,11.0,30.0,36.0,133.0,144.0,56.0,84.0,22.0,1.0,46.0,12.0,16.0,25.0,3.0,28.0,3.0,13.0,5.0,7.0,59.0,5.0,24.0,3.0,16.0,49.0,10.0,75,32.0,107,7.0,16.0,12.0,4.0,14.0,6.0,8.0,24.0,4.0,6.0,1.0,5.0,38.0,6.0,10.0,25.0,55.0,8.0,4.0,56.0,1.0,91.0,5.0,40.0,8.0,5.0,5.0,5.0,4.0,1.0,1.0,133.0,457.0,10.0,8.0,0.72,0.8089887640449438,1.0,0.3333333333333333,0.36666666666666664,0.3373493975903614,0.6097560975609756,0.6666666666666666,0.6153846153846154,0.5725806451612904,0.5714285714285714,0.5914634146341463,0.6134020618556701,0.59375,0.6456310679611651,0.3387096774193548,0.0975609756097561,0.11538461538461539,0.06666666666666667,0.06666666666666667,22.768166089965398,0.3684210526315789,0.2857142857142857,0.06,0.10816777041942605,0.060453400503778336,0.09411764705882353,0.032467532467532464,0.1043338683788122,0.05263157894736842,0.0784313725490196,0.05555555555555555,0.045454545454545456,0.017699115044247787,0.07317073170731707,0.14838709677419354,0.061946902654867256,0.10270270270270271,0.08620689655172414,0.1111111111111111,0.06862745098039216,0.8,0.41935483870967744,0.7211538461538461,0.8152173913043478,0.7066666666666667,0.12096774193548387,0.36666666666666664,0.39285714285714285,0.5454545454545454,0.12096774193548387,0.4666666666666667,0.5,0.9285714285714286,0.14919354838709678,0.43243243243243246,0.43243243243243246,1.0,0.18951612903225806,0.2553191489361702,0.2553191489361702,1.0,0.6428571428571429,0.6666666666666666,0.08333333333333333,0.07142857142857142,0.07142857142857142,0.4024390243902439,0.7272727272727273,0.15853658536585366,0.5384615384615384,0.2073170731707317,0.23529411764705882,0.7580645161290323,0.2608695652173913,0.5590975708502025,0.5421940000000001,0.5513024691358024,0.1413427561837456,0.20100502512562815,0.10644257703081232,0.37254901960784315,4.985975609756098,24.742857142857144,0.3559190031152648,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101144,1610612743,Von Wafer,Von Wafer,101144,DEN,1516.0,25,-6.0,52,53,47.0,43,9,105,2.0,4.0,,,2.0,4.0,1.0,1.0,,4.0,,3.0,1.0,,3.0,,2.0,,,2.0,3.0,9.0,,5.0,2.0,8.0,54,,,1.0,,,3.0,8.0,,5.0,2.0,8.0,2.0,4.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,,,,,4.0,,4,,4,,,,,4.0,,1.0,1.0,,3.0,,,5.0,,5.0,,,,,1.0,,2.0,,,1.0,,,,,,,8.0,47.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.375,0.21428571428571427,,0.23076923076923078,0.26666666666666666,,0.2857142857142857,0.35714285714285715,0.1111111111111111,0.25,,,32.25806451612903,0.8,,,0.19047619047619047,,,,0.14285714285714285,,,,,,,0.3333333333333333,0.14285714285714285,0.125,,,,,0.2857142857142857,0.5,0.6666666666666666,0.5,0.07142857142857142,1.0,1.0,,0.2857142857142857,,,,0.21428571428571427,,,,0.14285714285714285,,,,,,,1.0,,0.3076923076923077,0.5,0.23076923076923078,,0.15384615384615385,,0.6428571428571429,,0.49574230769230776,0.5982,0.5042041666666668,,,,1.0,9.311111111111112,30.24,0.9038461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1741,1610612743,Jelani McCoy,Jelani McCoy,1741,DEN,1625.0,27,-5.0,53,54,19.0,18,5,107,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,68,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,4.0,,5,1.0,6,,,,,1.0,,,2.0,,1.0,,1.0,3.0,1.0,,3.0,4.0,,1.0,1.0,,2.0,,1.0,,3.0,1.0,4.0,,,1.0,,19.0,,,1.0,1.0,,,,,1.0,,,1.0,,,0.75,,,,,,,,8.620689655172415,0.3333333333333333,,,0.2222222222222222,,0.14285714285714285,0.2,0.2,0.05555555555555555,,,,0.25,,0.25,0.375,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6104,,,0.5,0.5,,,,,0.3584905660377358,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,117588.0,1960,-2.0,4064,4089,1165.0,890,432,8153,90.0,149.0,6.0,13.0,15.0,30.0,15.0,35.0,68.0,163.0,18.0,43.0,4.0,9.0,19.0,27.0,86.0,8.0,11.0,40.0,173.0,347.0,45.0,129.0,64.0,545.0,4436,15.0,26.0,12.0,8.0,50.0,35.0,70.0,20.0,59.0,34.0,164.0,228.0,118.0,126.0,8.0,5.0,81.0,27.0,17.0,322.0,66.0,388.0,47.0,185.0,36.0,101.0,842.0,5.0,20.0,2.0,58.0,110.0,5.0,173,27.0,200,3.0,107.0,54.0,53.0,64.0,37.0,53.0,60.0,4.0,11.0,3.0,4.0,124.0,6.0,38.0,79.0,172.0,5.0,9.0,72.0,7.0,85.0,7.0,31.0,15.0,24.0,10.0,28.0,17.0,,3.0,164.0,1165.0,17.0,13.0,0.6589595375722543,0.6745562130177515,0.9333333333333333,0.3488372093023256,0.3389830508474576,0.3629032258064516,0.49855907780979825,0.5769230769230769,0.5,0.5052521008403361,0.5526315789473685,0.5038759689922481,0.529126213592233,0.5813953488372093,0.5503355704697986,0.2710084033613445,0.04899135446685879,0.09395973154362416,0.08571428571428572,,13.932633420822398,0.5161290322580645,0.047619047619047616,0.0136986301369863,0.07534246575342465,0.014104372355430184,0.11646586345381527,0.013888888888888888,0.08580183861082738,0.0140607424071991,0.023715415019762844,0.006493506493506494,0.009933774834437087,0.015209125475285171,0.010309278350515464,0.04742268041237113,0.08695652173913043,0.09047619047619047,0.11204481792717087,0.1276595744680851,0.012987012987012988,0.6071428571428571,0.3130252100840336,0.6040268456375839,0.6666666666666666,0.6111111111111112,0.07352941176470588,0.42857142857142855,0.46875,0.26666666666666666,0.34243697478991597,0.4171779141104294,0.4171779141104294,0.8088235294117647,0.09033613445378151,0.4186046511627907,0.42857142857142855,1.0,0.18067226890756302,0.313953488372093,0.313953488372093,0.8888888888888888,0.34210526315789475,0.46153846153846156,0.16666666666666666,0.10526315789473684,0.21052631578947367,0.23255813953488372,0.5,0.14728682170542637,0.47368421052631576,0.31007751937984496,0.275,0.5840336134453782,0.3333333333333333,0.5183392781316348,0.508034375,0.5100123015873016,0.062,0.08355795148247978,0.09174311926605505,0.30091743119266057,9.937463976945244,26.026356589147287,0.28666338582677164,4.0,2.0,6.0,1.0,3.0,4.0,9.0,1.0,19.0,7.0,2.0,8.0,0.3333333333333333,0.007751937984496124,0.023255813953488372,0.25,1.0,0.375,0.6666666666666666,,,,,,,,True
200784,1610612743,Bobby Jones,Bobby Jones,200784,DEN,2494.0,42,9.0,90,86,40.0,50,7,176,6.0,10.0,,,4.0,7.0,,,,2.0,,,,,,2.0,3.0,,1.0,1.0,6.0,12.0,2.0,3.0,6.0,24.0,78,,,,,,4.0,9.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,,,3.0,2.0,3.0,,1.0,1.0,,,,,3.0,,,,,5.0,1.0,6,,6,,,,,,,,2.0,,,,,2.0,,1.0,2.0,9.0,1.0,2.0,5.0,,7.0,1.0,4.0,,1.0,,1.0,1.0,,,12.0,40.0,2.0,,0.5,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,,0.4444444444444444,0.6,,0.55,0.6666666666666666,,0.6,0.2,0.25,0.3,,,20.61855670103093,,0.3333333333333333,,0.14705882352941177,,,,0.10416666666666667,,,,,,,0.16666666666666666,0.25,0.07142857142857142,,,,1.0,0.6666666666666666,0.6,0.8571428571428571,0.5,,,,,0.13333333333333333,,,,,,,,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.7,0.5714285714285714,,,0.1,1.0,0.8666666666666667,0.6666666666666666,0.6254033333333333,,0.5955250000000001,0.2222222222222222,0.26666666666666666,,0.5,3.15,25.233333333333334,0.4444444444444444,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,6188.0,103,-45.0,217,216,98.0,74,16,433,7.0,10.0,,,3.0,6.0,1.0,2.0,,1.0,1.0,3.0,,,,3.0,11.0,,,4.0,8.0,13.0,4.0,14.0,3.0,31.0,243,,,,2.0,2.0,4.0,8.0,,4.0,3.0,11.0,10.0,6.0,12.0,,,11.0,3.0,3.0,4.0,4.0,8.0,3.0,2.0,,2.0,20.0,1.0,1.0,,3.0,5.0,,8,2.0,10,,3.0,3.0,,2.0,,1.0,3.0,,1.0,,,5.0,,1.0,5.0,13.0,1.0,2.0,5.0,,6.0,,3.0,,1.0,1.0,1.0,1.0,,,11.0,98.0,2.0,,0.625,0.625,1.0,0.2857142857142857,,0.2857142857142857,0.6153846153846154,,0.5,0.5185185185185185,,0.3333333333333333,0.5166666666666667,1.0,0.36666666666666664,0.5185185185185185,0.23076923076923078,0.2,0.5,,14.830508474576272,0.4,,,0.07246376811594203,0.017857142857142856,0.10344827586206896,0.025,0.08163265306122448,0.020833333333333332,0.04,,,0.034482758620689655,,0.08,0.15384615384615385,0.03225806451612903,0.09523809523809523,0.125,,1.0,0.37037037037037035,0.7,0.875,0.7142857142857143,0.07407407407407407,0.5,1.0,,0.037037037037037035,,,,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.4074074074074074,0.2727272727272727,0.2727272727272727,1.0,,,,,,0.5,0.5,,,0.3333333333333333,,0.8888888888888888,0.2727272727272727,0.5800592592592593,,0.5892791666666666,0.1,0.1875,0.06451612903225806,0.3548387096774194,2.823076923076923,24.699999999999996,0.45161290322580644,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,True
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,3226.0,54,-25.0,110,110,55.0,46,15,220,8.0,15.0,,3.0,4.0,5.0,,1.0,,1.0,,,,,,,,,,,8.0,17.0,,,5.0,21.0,120,,4.0,,2.0,2.0,4.0,7.0,,,3.0,11.0,10.0,6.0,,,,,,3.0,,,,,,,,,1.0,5.0,,3.0,2.0,2.0,7,6.0,13,,,,,1.0,,,1.0,1.0,1.0,,,2.0,,2.0,6.0,9.0,,,11.0,1.0,12.0,2.0,7.0,1.0,5.0,4.0,5.0,3.0,,,11.0,55.0,2.0,1.0,0.625,0.625,,,,,0.47058823529411764,,0.5714285714285714,0.47058823529411764,,0.5714285714285714,0.45652173913043476,0.2,0.5,,0.17647058823529413,0.2,,,19.841269841269842,0.5,0.2857142857142857,,0.0392156862745098,0.13513513513513514,0.15789473684210525,0.07142857142857142,0.07142857142857142,0.11764705882352941,0.14285714285714285,,0.16666666666666666,,0.5,0.14285714285714285,,,,0.3,,0.6,0.8823529411764706,0.5333333333333333,0.6666666666666666,0.625,0.058823529411764705,,,,0.058823529411764705,,,,,,,,,,,,0.75,,,,,0.7142857142857143,0.8,,,,,0.8823529411764706,,0.5978823529411764,0.504175,0.5476857142857143,0.3181818181818182,0.3181818181818182,0.09523809523809523,0.5238095238095238,1.588235294117647,,0.5,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,17121.0,285,28.0,604,599,251.0,178,68,1203,19.0,38.0,3.0,9.0,5.0,16.0,3.0,7.0,2.0,11.0,9.0,21.0,1.0,3.0,9.0,27.0,66.0,3.0,10.0,27.0,24.0,56.0,36.0,87.0,23.0,179.0,626,3.0,10.0,4.0,3.0,15.0,7.0,23.0,13.0,36.0,8.0,61.0,26.0,22.0,87.0,4.0,1.0,65.0,27.0,5.0,16.0,5.0,21.0,4.0,12.0,2.0,2.0,47.0,3.0,9.0,,9.0,12.0,,21,12.0,33,4.0,11.0,8.0,3.0,6.0,,3.0,10.0,3.0,3.0,,2.0,16.0,2.0,5.0,11.0,26.0,,4.0,21.0,3.0,28.0,6.0,12.0,3.0,2.0,2.0,2.0,1.0,,,61.0,251.0,4.0,3.0,0.5416666666666666,0.5909090909090909,0.8055555555555556,0.41379310344827586,0.3611111111111111,0.4186046511627907,0.42857142857142855,0.3,0.30434782608695654,0.5454545454545454,0.42857142857142855,0.4491525423728814,0.5849673202614379,0.5,0.48412698412698413,0.6083916083916084,0.08928571428571429,0.10526315789473684,0.14285714285714285,,24.67153284671533,0.375,,,0.0594059405940594,0.05325443786982249,0.09782608695652174,0.03,0.07142857142857142,0.04460966542750929,0.0759493670886076,0.03571428571428571,0.03225806451612903,0.04225352112676056,,0.047619047619047616,0.05714285714285714,0.07228915662650602,0.12903225806451613,0.03333333333333333,0.056338028169014086,0.5,0.26573426573426573,0.5,0.5588235294117647,0.47368421052631576,0.04895104895104895,0.42857142857142855,0.5,0.6666666666666666,0.07692307692307693,0.18181818181818182,0.18181818181818182,1.0,0.14685314685314685,0.42857142857142855,0.45,1.0,0.46153846153846156,0.4090909090909091,0.4153846153846154,0.7407407407407407,0.6428571428571429,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.21428571428571427,0.2711864406779661,0.3125,0.15254237288135594,0.3333333333333333,0.4576271186440678,0.37037037037037035,0.8741258741258742,0.4153846153846154,0.5331152482269504,0.5533083333333334,0.5055543859649122,0.08666666666666667,0.1935483870967742,0.08379888268156424,0.3407821229050279,4.576785714285714,25.71149425287356,0.4155629139072848,,,,1.0,1.0,2.0,21.0,2.0,1.0,,,,0.5,0.022988505747126436,0.047619047619047616,1.0,1.0,0.3333333333333333,,,1.0,1.0,0.015151515151515152,0.011363636363636364,,,True
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,79850.0,1331,,2760,2769,632.0,462,265,5529,169.0,228.0,29.0,44.0,41.0,50.0,52.0,117.0,43.0,120.0,1.0,1.0,,1.0,1.0,,3.0,,,1.0,264.0,465.0,1.0,4.0,70.0,601.0,2995,36.0,62.0,,2.0,74.0,56.0,97.0,1.0,2.0,22.0,137.0,398.0,130.0,3.0,38.0,,3.0,,33.0,48.0,6.0,54.0,3.0,32.0,5.0,11.0,114.0,11.0,48.0,1.0,37.0,154.0,13.0,204,60.0,264,5.0,53.0,35.0,18.0,29.0,3.0,12.0,21.0,4.0,17.0,2.0,3.0,50.0,2.0,10.0,85.0,139.0,7.0,6.0,86.0,7.0,127.0,16.0,62.0,10.0,49.0,33.0,49.0,21.0,1.0,3.0,137.0,632.0,10.0,8.0,0.7537878787878788,0.8122448979591836,1.0,0.25,0.5,0.25,0.567741935483871,0.5806451612903226,0.5773195876288659,0.5660980810234542,0.5806451612903226,0.5808080808080808,0.5723809523809524,0.5873015873015873,0.5614754098360656,0.008528784648187633,0.07096774193548387,0.08333333333333333,0.10256410256410256,0.016666666666666666,18.622034449138773,0.58,0.18840579710144928,0.011494252873563218,0.15187376725838264,0.048,0.11746031746031746,0.05583756345177665,0.1437170805116629,0.04928989139515455,0.0712166172106825,0.0593607305936073,0.024774774774774775,0.04964539007092199,0.07142857142857142,0.16149068322981366,0.13524590163934427,0.15401785714285715,0.10480349344978165,0.1511627906976744,0.029239766081871343,0.42857142857142855,0.4861407249466951,0.7412280701754386,0.8086124401913876,0.7692307692307693,0.24946695095948826,0.4444444444444444,0.49523809523809526,0.5769230769230769,0.255863539445629,0.35833333333333334,0.3644067796610169,0.9069767441860465,0.0021321961620469083,1.0,1.0,1.0,0.006396588486140725,,,,0.7096774193548387,0.6590909090909091,0.3103448275862069,,,0.5050505050505051,0.82,0.010101010101010102,1.0,0.010101010101010102,,0.4946695095948827,,0.5081498933901919,0.5251857142857143,0.509471212121212,0.1203883495145631,0.12133072407045009,0.12312811980033278,0.22795341098169716,6.631397849462365,24.825,0.2289855072463768,,,10.0,,,,,,3.0,2.0,,6.0,,,,,,,,6.0,,,,,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,29704.0,495,-9.0,1016,1031,357.0,287,123,2047,26.0,51.0,5.0,12.0,9.0,17.0,2.0,7.0,2.0,7.0,6.0,13.0,2.0,2.0,7.0,10.0,37.0,1.0,4.0,12.0,30.0,65.0,16.0,50.0,19.0,127.0,1111,6.0,14.0,3.0,6.0,24.0,10.0,20.0,6.0,19.0,9.0,47.0,54.0,6.0,48.0,4.0,,37.0,10.0,9.0,16.0,9.0,25.0,6.0,6.0,,10.0,59.0,7.0,24.0,3.0,14.0,41.0,6.0,61,34.0,95,2.0,21.0,17.0,4.0,11.0,3.0,7.0,8.0,1.0,4.0,,1.0,19.0,4.0,3.0,37.0,65.0,4.0,1.0,25.0,6.0,28.0,2.0,12.0,3.0,10.0,6.0,11.0,4.0,1.0,2.0,47.0,357.0,9.0,3.0,0.9,0.9642857142857143,1.0,0.32,0.3157894736842105,0.32,0.46153846153846156,0.42857142857142855,0.5,0.46956521739130436,0.5294117647058824,0.48717948717948717,0.49609375,0.6,0.5340909090909091,0.43478260869565216,0.13846153846153847,0.17647058823529413,,,12.694300518134716,0.5789473684210527,0.23076923076923078,0.058823529411764705,0.11388888888888889,0.0761904761904762,0.09722222222222222,0.04794520547945205,0.10912698412698413,0.06724511930585683,0.09166666666666666,0.015384615384615385,0.09230769230769231,0.045454545454545456,0.05555555555555555,0.128,0.11842105263157894,0.10062893081761007,0.0761904761904762,0.15384615384615385,0.03333333333333333,0.36363636363636365,0.4434782608695652,0.5098039215686274,0.6190476190476191,0.8846153846153846,0.06086956521739131,0.2857142857142857,0.2857142857142857,1.0,0.06086956521739131,0.2857142857142857,0.2857142857142857,1.0,0.11304347826086956,0.46153846153846156,0.46153846153846156,1.0,0.3217391304347826,0.2702702702702703,0.2702702702702703,1.0,0.7058823529411765,0.4166666666666667,0.4,0.11764705882352941,0.058823529411764705,0.4358974358974359,0.5294117647058824,0.1794871794871795,0.2857142857142857,0.3076923076923077,0.3333333333333333,0.8782608695652174,0.2702702702702703,0.561102608695652,0.5536214285714285,0.5770512820512821,0.096,0.16,0.1889763779527559,0.3700787401574803,3.1969230769230776,24.774000000000004,0.3513779527559055,1.0,1.0,4.0,2.0,,2.0,,,3.0,3.0,,,0.6666666666666666,,,1.0,1.0,,,,,,,,,,True
