EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceTurnovers,Offensive Fouls,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,OffThreePtRebounds,Steals,BadPassSteals,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Travels,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,SecondChanceShotQualityAvg,Corner3FGA,LongMidRangeAssists,Corner3Frequency,on,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Arc3PctBlocked
101133,1610612759,Ian Mahinmi,Ian Mahinmi,101133,SAS,1352.0,23,-14,45,46,25.0,18.0,5.0,91,6.0,9.0,1.0,1.0,4.0,7.0,3.0,6.0,12.0,9.0,21.0,57.0,1.0,1.0,2.0,4.0,9.0,4.0,12.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,9.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,12.0,25.0,1.0,2.0,0.5,0.5,0.5,1.0,0.4444444444444444,0.5,1.0,0.4444444444444444,0.65625,1.0,0.5454545454545454,0.25,0.1111111111111111,0.6666666666666666,36.734693877551024,0.5,0.23529411764705882,0.17391304347826086,0.5,0.75,0.75,0.6666666666666666,0.75,0.5,0.25,1.0,1.0,0.7777777777777778,0.5714285714285714,0.75,0.5091333333333333,0.5255888888888889,0.21428571428571427,0.21428571428571427,0.09523809523809523,0.5714285714285714,2.9916666666666667,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,37.0,1,-1,1,1,,,,2,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,101.0,2,1,4,3,1.0,1.0,1.0,7,,,,,,,,1.0,1.0,,2.0,3.0,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,50.0,,,,,,,,,,,,,,,,0.3924,,,,,,18.7,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200827,1610612759,Darius Washington,Darius Washington,200827,SAS,1301.0,22,-16,43,44,25.0,18.0,4.0,87,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,57.0,1.0,1.0,2.0,1.0,2.0,,2.0,,4.0,,1.0,3.0,1.0,8.0,3.0,,3.0,4.0,2.0,2.0,,2.0,4.0,,2.0,,2.0,,1.0,,,,,,,,,,2.0,25.0,1.0,,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,,,,19.148936170212767,,0.17647058823529413,0.13043478260869565,0.25,,0.3333333333333333,1.0,1.0,,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.4563833333333333,0.45503333333333335,0.14285714285714285,0.2,0.3333333333333333,0.3333333333333333,6.8999999999999995,0.5813953488372093,,1.0,,1.0,0.16666666666666666,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.0625,0.25,0.125,0.3333333333333333,0.3333333333333333,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,87.0,1,-2,4,4,3.0,3.0,,8,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,116.0,2,2,5,6,3.0,4.0,1.0,11,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612759,Francisco Elson,Francisco Elson,1922,SAS,676.0,11,-6,22,23,17.0,5.0,2.0,45,1.0,1.0,,,1.0,1.0,,1.0,1.0,,2.0,28.0,,,,1.0,1.0,,2.0,2.0,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,17.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,8.333333333333334,,0.1,0.08333333333333333,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.3634,0.3634,,,,1.0,2.9,0.7727272727272727,,,,1.0,,,,,,,,,,,,1.0,,,,0.16666666666666666,,0.16666666666666666,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,51.0,1,2,2,2,,,1.0,4,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,50.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,1265.0,21,-12,41,42,22.0,15.0,5.0,83,1.0,2.0,,,1.0,2.0,,1.0,3.0,,8.0,51.0,,,,1.0,2.0,,5.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,5.0,22.0,,,1.0,1.0,0.3333333333333333,,0.5,0.5714285714285714,,0.625,0.5714285714285714,,0.625,0.3333333333333333,0.5,,20.0,,0.21428571428571427,0.15,,,0.2857142857142857,0.5,1.0,1.0,,,,0.5,0.5,0.8571428571428571,0.5031928571428572,0.5206625,,,,0.625,6.5,0.5365853658536586,,1.0,,,0.14285714285714285,,,4.0,2.0,4.0,2.0,4.0,,,1.0,2.0,,0.5714285714285714,0.1,0.125,,0.5,0.5714285714285714,0.5,25.0,1.0,,,,0.16666666666666666,0.2,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,1214.0,20,-14,39,40,22.0,15.0,4.0,79,,,,,,,,1.0,1.0,,2.0,51.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,22.0,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,,,,4.651162790697675,0.5,0.14285714285714285,0.15,0.14285714285714285,,,,,,,,,,,0.5,0.443125,0.443125,,,1.0,1.0,19.2,0.5641025641025641,1.0,1.0,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.5,,,,0.16666666666666666,0.5,0.5,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,0.5,1.0,0.3569,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
