EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,DefensiveGoaltends,on,SecondChanceCorner3FGM,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,9313.0,155,-71,298,298,136.0,102.0,48,596,9.0,12.0,2.0,2.0,6.0,7.0,3.0,9.0,9.0,26.0,2.0,2.0,4.0,13.0,3.0,3.0,9.0,21.0,47.0,4.0,15.0,25.0,79.0,381,2.0,4.0,3.0,2.0,6.0,11.0,19.0,3.0,11.0,12.0,43.0,32.0,10.0,12.0,2.0,13.0,4.0,3.0,5.0,6.0,11.0,4.0,2.0,3.0,2.0,28.0,2.0,5.0,1.0,9.0,1.0,11.0,7.0,18.0,4.0,1.0,3.0,3.0,7.0,2.0,4.0,7.0,12.0,1.0,3.0,24.0,2.0,1.0,34.0,2.0,17.0,1.0,2.0,1.0,1.0,2.0,1.0,43.0,136.0,1.0,0.7619047619047619,0.8,1.0,0.26666666666666666,0.2727272727272727,0.26666666666666666,0.44680851063829785,0.5,0.5789473684210527,0.43548387096774194,0.2857142857142857,0.5166666666666667,0.5064102564102564,0.3333333333333333,0.5657894736842105,0.24193548387096775,0.06382978723404255,0.16666666666666666,0.1111111111111111,23.876404494382022,0.5714285714285714,0.09090909090909091,0.09375,0.04672897196261682,0.02857142857142857,0.04081632653061224,0.07633587786259542,0.04487179487179487,0.05128205128205128,0.07692307692307693,0.023255813953488372,0.16666666666666666,0.10714285714285714,0.11538461538461539,0.07142857142857142,0.037037037037037035,0.5,0.1935483870967742,0.75,0.9,0.7777777777777778,0.14516129032258066,0.3333333333333333,0.375,0.3333333333333333,0.41935483870967744,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.03225806451612903,0.20967741935483872,0.3076923076923077,0.3076923076923077,1.0,0.2857142857142857,1.0,0.5,0.42857142857142855,0.23333333333333334,0.8571428571428571,0.06666666666666667,0.3,0.3333333333333333,0.43548387096774194,0.3076923076923077,0.44727338709677417,0.53182,0.46829666666666664,0.22077922077922077,0.27419354838709675,0.0759493670886076,0.5443037974683544,11.946808510638299,25.11333333333333,0.4563758389261745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,8144.0,136,-48,264,262,103.0,72.0,47,526,11.0,21.0,5.0,6.0,3.0,7.0,9.0,16.0,10.0,19.0,2.0,1.0,9.0,24.0,2.0,5.0,14.0,30.0,56.0,10.0,26.0,13.0,103.0,346,9.0,12.0,2.0,1.0,25.0,10.0,22.0,5.0,15.0,5.0,40.0,10.0,50.0,27.0,6.0,22.0,9.0,3.0,2.0,3.0,5.0,3.0,,1.0,1.0,13.0,3.0,6.0,6.0,9.0,1.0,16.0,11.0,27.0,6.0,2.0,5.0,4.0,11.0,,3.0,4.0,10.0,,2.0,11.0,1.0,,17.0,1.0,6.0,1.0,4.0,2.0,2.0,5.0,5.0,40.0,103.0,1.0,0.16666666666666666,0.18518518518518517,0.9,0.38461538461538464,0.3333333333333333,0.4166666666666667,0.5357142857142857,0.75,0.45454545454545453,0.5487804878048781,0.8571428571428571,0.47297297297297297,0.5738636363636364,0.8333333333333334,0.5,0.3170731707317073,0.05357142857142857,0.14285714285714285,,31.230283911671926,0.5454545454545454,0.07692307692307693,0.10975609756097561,0.06593406593406594,0.17647058823529413,0.061224489795918366,0.12931034482758622,0.06428571428571428,0.08108108108108109,0.038461538461538464,0.046511627906976744,0.16666666666666666,0.10526315789473684,0.07142857142857142,0.14285714285714285,0.16,1.0,0.25609756097560976,0.5238095238095238,0.6111111111111112,0.2727272727272727,0.1951219512195122,0.5625,0.5625,,0.23170731707317074,0.5263157894736842,0.5263157894736842,0.2,0.024390243902439025,0.2926829268292683,0.375,0.375,0.8888888888888888,0.42857142857142855,0.8333333333333334,,0.14285714285714285,0.1891891891891892,0.42857142857142855,0.02702702702702703,0.3783783783783784,0.35714285714285715,0.573170731707317,0.4090909090909091,0.49049493670886074,0.5224863636363637,0.4670926470588236,0.06896551724137931,0.09836065573770492,0.24271844660194175,0.3883495145631068,9.010714285714288,27.692307692307697,0.39015151515151514,1.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.1111111111111111,0.07142857142857142,0.2222222222222222,0.1388888888888889,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,12221.0,204,-48,404,399,190.0,151.0,56,803,6.0,22.0,,2.0,3.0,10.0,6.0,11.0,6.0,15.0,9.0,5.0,1.0,12.0,,,6.0,18.0,48.0,6.0,21.0,23.0,77.0,475,,2.0,1.0,,,12.0,26.0,4.0,11.0,9.0,45.0,10.0,26.0,18.0,,10.0,1.0,4.0,15.0,16.0,31.0,14.0,2.0,7.0,3.0,78.0,1.0,1.0,10.0,15.0,1.0,26.0,2.0,28.0,4.0,2.0,4.0,2.0,8.0,,4.0,7.0,15.0,,1.0,32.0,1.0,3.0,39.0,1.0,17.0,3.0,,,,,,45.0,190.0,3.0,0.2777777777777778,0.2777777777777778,1.0,0.2857142857142857,0.36363636363636365,0.3157894736842105,0.375,,0.46153846153846156,0.391304347826087,,0.4864864864864865,0.4375,,0.4891304347826087,0.30434782608695654,0.08333333333333333,0.13636363636363635,0.09090909090909091,20.469083155650317,0.5,0.05263157894736842,0.13043478260869565,0.0078125,0.18867924528301888,0.015384615384615385,0.1488095238095238,0.010362694300518135,0.023255813953488372,,0.018518518518518517,,0.10810810810810811,0.09523809523809523,0.15789473684210525,0.15,,0.3188405797101449,0.2727272727272727,0.3157894736842105,0.5,0.15942028985507245,0.5454545454545454,0.6,,0.21739130434782608,0.4,0.4,0.3333333333333333,0.13043478260869565,0.17391304347826086,0.08333333333333333,0.08333333333333333,1.0,0.6666666666666666,,,,0.2702702702702703,0.3,0.13513513513513514,0.16216216216216217,,0.6231884057971014,0.1,0.5235840909090909,0.5781833333333334,0.5062014285714287,0.2,0.265625,,0.5844155844155844,8.314583333333333,26.533333333333335,0.47029702970297027,5.0,,,,2.0,,,12.0,6.0,1.0,,,,,,,,0.3076923076923077,,0.5555555555555556,0.5555555555555556,1.0,,,1.0,4.0,5.0,6.0,2.0,2.0,0.3333333333333333,0.8,,,True,,,,,,,,,,,,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,4952.0,83,-3,161,162,87.0,28.0,24,323,5.0,9.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,2.0,1.0,4.0,8.0,2.0,2.0,4.0,9.0,20.0,6.0,10.0,15.0,51.0,186,1.0,3.0,2.0,1.0,6.0,5.0,10.0,3.0,5.0,13.0,32.0,4.0,14.0,15.0,2.0,8.0,4.0,2.0,12.0,6.0,18.0,5.0,1.0,9.0,,42.0,3.0,1.0,4.0,7.0,2.0,13.0,4.0,17.0,1.0,1.0,1.0,,2.0,,1.0,7.0,7.0,,,13.0,,,19.0,2.0,7.0,3.0,,,,,,32.0,87.0,3.0,0.2222222222222222,0.25,0.8333333333333334,0.6,0.6,0.6,0.45,0.3333333333333333,0.5,0.6,0.5,0.6333333333333333,0.6578947368421053,0.6,0.6956521739130435,0.3333333333333333,0.1,0.1111111111111111,0.2,20.942408376963353,0.5,0.3333333333333333,0.12727272727272726,0.017241379310344827,0.16,0.1111111111111111,0.1375,0.047058823529411764,0.058823529411764705,,0.125,,0.07142857142857142,0.125,0.16,0.14285714285714285,,0.3,0.5555555555555556,0.625,0.2,0.16666666666666666,0.4,0.5,0.5,0.2,0.3333333333333333,0.3333333333333333,,0.06666666666666667,0.26666666666666666,0.5,0.5,0.75,0.4,0.5,,0.4,0.13333333333333333,0.5,0.06666666666666667,0.26666666666666666,0.5,0.6333333333333333,0.5,0.5046116666666667,0.5122875,0.44054000000000004,0.2,0.28,0.11764705882352941,0.6274509803921569,8.27,24.890000000000004,0.5403726708074534,2.0,1.0,1.0,3.0,,,,2.0,2.0,,,1.0,,,0.5,,,0.25,,1.0,1.0,1.0,0.5,1.0,,1.0,3.0,,1.0,,,1.0,,,True,,,,,,,,,,,,,,,,,
2810,1610612763,Andre Brown,Andre Brown,2810,MEM,17178.0,286,-61,573,574,274.0,223.0,77,1147,29.0,42.0,7.0,15.0,14.0,20.0,8.0,26.0,2.0,10.0,,,,,,,,39.0,78.0,,,22.0,100.0,672,9.0,20.0,,6.0,24.0,17.0,33.0,,,12.0,46.0,54.0,24.0,,14.0,,,4.0,6.0,2.0,8.0,2.0,,2.0,2.0,18.0,9.0,24.0,11.0,34.0,10.0,55.0,37.0,92.0,5.0,1.0,9.0,4.0,14.0,5.0,7.0,28.0,38.0,2.0,2.0,32.0,1.0,1.0,49.0,5.0,20.0,7.0,4.0,4.0,,4.0,3.0,46.0,274.0,7.0,0.6923076923076923,0.84375,,,,,0.5,0.45,0.5151515151515151,0.5,0.45,0.5151515151515151,0.5,0.46153846153846156,0.5,,0.05128205128205128,0.07142857142857142,0.038461538461538464,17.220543806646525,0.35714285714285715,0.38461538461538464,0.2,0.13186813186813187,0.14473684210526316,0.09473684210526316,0.18292682926829268,0.11913357400722022,0.14035087719298245,0.12121212121212122,0.1,0.06666666666666667,0.2692307692307692,0.2702702702702703,0.12345679012345678,0.17543859649122806,0.75,0.5384615384615384,0.6904761904761905,0.7435897435897436,0.6896551724137931,0.3333333333333333,0.3076923076923077,0.32,0.75,0.1282051282051282,0.2,0.2,0.5,,,,,,0.75,0.4666666666666667,,,0.6060606060606061,0.7,,,,0.5384615384615384,,0.5030820512820512,0.5544,0.5333030303030303,0.21505376344086022,0.21505376344086022,0.24,0.46,4.923076923076924,,0.4781849912739965,,,,,,4.0,5.0,7.0,5.0,2.0,2.0,,,,,0.10810810810810811,0.13559322033898305,0.05263157894736842,0.14285714285714285,,,,,,,,2.0,2.0,2.0,4.0,,,1.0,,True,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,4092.0,68,-1,129,130,52.0,66.0,21,259,5.0,8.0,1.0,2.0,1.0,2.0,,3.0,1.0,4.0,1.0,,3.0,11.0,3.0,2.0,5.0,6.0,15.0,4.0,12.0,2.0,26.0,153,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,9.0,4.0,8.0,12.0,,11.0,3.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,,16.0,,2.0,1.0,9.0,1.0,11.0,2.0,13.0,3.0,2.0,1.0,1.0,4.0,,1.0,3.0,4.0,,,6.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,9.0,52.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4,0.3333333333333333,0.4,0.5,0.3333333333333333,0.4444444444444444,0.2,0.5,0.4642857142857143,0.3,0.5,0.4444444444444444,0.06666666666666667,0.125,,21.192052980132452,0.75,0.09090909090909091,0.20454545454545456,0.05405405405405406,0.058823529411764705,,0.16393442622950818,0.03389830508474576,,,,,0.38461538461538464,,0.17391304347826086,0.08333333333333333,,0.2962962962962963,0.625,0.7142857142857143,0.4,0.1111111111111111,,,,0.14814814814814814,0.25,0.25,,0.037037037037037035,0.4074074074074074,0.2727272727272727,0.2727272727272727,1.0,0.4,0.5,,0.6,0.25,0.5,,0.625,0.4,0.7407407407407407,0.2727272727272727,0.5236944444444445,0.5306375000000001,0.5332125,0.037037037037037035,0.06666666666666667,0.11538461538461539,0.34615384615384615,7.426666666666667,25.63333333333333,0.40310077519379844,1.0,,,,,,1.0,,,,,,,,,,0.16666666666666666,,0.0625,1.0,1.0,1.0,,,,,3.0,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,4391.0,73,16,151,153,86.0,65.0,16,304,,1.0,,1.0,,1.0,,1.0,,4.0,3.0,2.0,4.0,9.0,1.0,3.0,5.0,,6.0,5.0,12.0,1.0,16.0,157,,2.0,1.0,,3.0,,3.0,4.0,7.0,1.0,13.0,,,15.0,,9.0,4.0,,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,1.0,2.0,4.0,5.0,,9.0,3.0,12.0,2.0,2.0,2.0,,4.0,,2.0,6.0,9.0,,,3.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,13.0,86.0,1.0,,,1.0,0.4166666666666667,0.5714285714285714,0.4166666666666667,,,,0.4166666666666667,0.5,0.6,0.42105263157894735,0.5,0.5909090909090909,0.6666666666666666,,,,13.609467455621303,0.5,,0.125,0.04878048780487805,0.14285714285714285,0.037037037037037035,0.1323529411764706,0.04411764705882353,0.08333333333333333,,0.043478260869565216,,0.23076923076923078,,0.09090909090909091,0.10526315789473684,1.0,0.05555555555555555,,,,0.05555555555555555,,,,0.2222222222222222,,,,0.16666666666666666,0.5,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,,,0.3333333333333333,0.1,,0.2,0.5,0.6,0.7222222222222222,0.4444444444444444,0.4731777777777778,0.4989,0.47259499999999993,,,0.1875,0.8125,14.833333333333334,25.183333333333326,0.5695364238410596,1.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,1.0,,0.07692307692307693,0.2222222222222222,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,1.0,,,,2.0,,0.5,,,True,,,,,,,,,,,,,,,,,
2418,1610612763,Casey Jacobsen,Casey Jacobsen,2418,MEM,8022.0,134,-17,282,285,152.0,122.0,25,567,7.0,10.0,2.0,2.0,3.0,4.0,,1.0,,2.0,4.0,3.0,1.0,8.0,,1.0,5.0,7.0,13.0,3.0,12.0,,23.0,306,2.0,2.0,1.0,,4.0,3.0,6.0,3.0,8.0,,15.0,8.0,6.0,9.0,2.0,7.0,1.0,2.0,3.0,4.0,7.0,2.0,2.0,3.0,,18.0,1.0,2.0,4.0,5.0,,9.0,4.0,13.0,1.0,,2.0,1.0,3.0,,1.0,4.0,8.0,,2.0,2.0,,1.0,2.0,,1.0,,,,,,,15.0,152.0,,0.5714285714285714,0.6666666666666666,1.0,0.25,0.375,0.2727272727272727,0.5384615384615384,1.0,0.5,0.46,0.6666666666666666,0.5357142857142857,0.4423076923076923,0.6666666666666666,0.5,0.48,0.15384615384615385,0.2,,9.294871794871794,0.3333333333333333,,0.05952380952380952,0.024691358024691357,0.12903225806451613,0.02564102564102564,0.0782608695652174,0.025,,0.02702702702702703,,0.1,0.06666666666666667,0.07692307692307693,0.04878048780487805,0.16,,0.4,0.7,0.875,0.5714285714285714,0.04,,,,0.08,,,,0.16,0.32,0.125,0.125,1.0,0.6666666666666666,1.0,0.5,,0.2857142857142857,0.75,0.21428571428571427,0.35714285714285715,0.2,0.88,0.14285714285714285,0.5283104166666667,0.5702666666666666,0.5159192307692309,0.038461538461538464,0.07142857142857142,0.17391304347826086,0.6521739130434783,3.6384615384615384,27.866666666666674,0.5390070921985816,2.0,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,0.047619047619047616,0.037037037037037035,,0.08333333333333333,0.5,0.5,1.0,,,1.0,2.0,,,,,0.3333333333333333,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,
2434,1610612763,Juan Carlos Navarro,Juan Carlos Navarro,2434,MEM,10525.0,175,-44,362,363,160.0,144.0,41,725,3.0,3.0,,,1.0,1.0,9.0,19.0,1.0,7.0,4.0,,14.0,39.0,3.0,5.0,15.0,13.0,29.0,16.0,43.0,11.0,85.0,437,,1.0,3.0,,6.0,4.0,9.0,5.0,15.0,7.0,30.0,6.0,20.0,33.0,,38.0,14.0,2.0,15.0,7.0,22.0,3.0,4.0,12.0,1.0,51.0,,1.0,2.0,11.0,,13.0,1.0,14.0,4.0,4.0,4.0,,8.0,2.0,3.0,2.0,4.0,,,12.0,,1.0,12.0,2.0,3.0,4.0,1.0,1.0,,1.0,1.0,30.0,160.0,4.0,0.23076923076923078,0.23076923076923078,0.6875,0.37209302325581395,0.3333333333333333,0.38095238095238093,0.4482758620689655,,0.4444444444444444,0.5138888888888888,0.75,0.4791666666666667,0.551948051948052,0.75,0.5357142857142857,0.5972222222222222,0.06896551724137931,,0.10526315789473684,20.833333333333332,0.5,,0.1134020618556701,0.009433962264150943,0.03773584905660377,,0.08666666666666667,0.005917159763313609,,0.02702702702702703,,,0.037037037037037035,0.08,0.17777777777777778,0.05263157894736842,1.0,0.041666666666666664,1.0,1.0,,0.2638888888888889,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.09722222222222222,0.14285714285714285,0.14285714285714285,,0.05555555555555555,0.5416666666666666,0.358974358974359,0.358974358974359,0.7142857142857143,,,,0.75,0.041666666666666664,1.0,,0.625,0.3333333333333333,0.6388888888888888,0.3684210526315789,0.49190422535211253,0.45849999999999996,0.48552083333333323,0.0410958904109589,0.1,0.07058823529411765,0.35294117647058826,9.748275862068967,25.941860465116278,0.4419889502762431,2.0,2.0,2.0,15.0,1.0,,,3.0,2.0,,2.0,,,,0.6666666666666666,,,,,0.5,0.5,0.5,0.6666666666666666,1.0,,,2.0,1.0,1.0,1.0,,,1.0,,True,,,,,,,,,,,,,,,,,
200784,1610612763,Bobby Jones,Bobby Jones,200784,MEM,917.0,15,1,30,29,6.0,7.0,3,59,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,,1.0,3.0,4.0,1.0,2.0,,9.0,28,1.0,1.0,,,2.0,1.0,1.0,,1.0,,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,6.0,,0.6666666666666666,1.0,1.0,0.5,,0.5,0.75,1.0,1.0,0.75,1.0,0.5,0.75,1.0,0.5,0.3333333333333333,0.25,0.3333333333333333,,21.21212121212121,,,0.14285714285714285,0.1111111111111111,,,0.07692307692307693,0.07692307692307693,,,,,,,0.2,,,0.5,0.6666666666666666,1.0,0.5,,,,,0.16666666666666666,1.0,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,,,0.5,1.0,,0.5,,0.8333333333333334,0.5,0.6012583333333333,0.5785,0.664675,,,0.2222222222222222,0.2222222222222222,5.575,25.15,0.2,,,,,,,,1.0,,,1.0,,,,,,0.2,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
