EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,31688.0,528,-44,986,992,251,292.0,141.0,1978,32.0,57.0,2.0,4.0,13.0,19.0,7.0,22.0,34.0,72.0,5.0,15.0,1.0,2.0,3.0,29.0,85.0,3.0,7.0,10.0,34.0,73.0,151.0,34.0,100.0,42.0,290.0,1066.0,5.0,8.0,3.0,8.0,7.0,26.0,27.0,43.0,12.0,37.0,18.0,108.0,38.0,108.0,90.0,12.0,2.0,4.0,81.0,29.0,7.0,45.0,7.0,52.0,3.0,4.0,29.0,5.0,11.0,111.0,1.0,13.0,1.0,11.0,24,1.0,36,15.0,51,4.0,17.0,12.0,5.0,20.0,2.0,13.0,14.0,1.0,7.0,3.0,34.0,3.0,13.0,20.0,50.0,2.0,4.0,44.0,2.0,6.0,52.0,5.0,3.0,17.0,2.0,7.0,108.0,251,9.0,5.0,0.2602739726027397,0.2638888888888889,0.8823529411764706,0.34,0.375,0.32432432432432434,0.3541666666666667,0.48344370860927155,0.625,0.627906976744186,0.4940239043824701,0.59375,0.5625,0.5294117647058824,0.625,0.5955056179775281,0.398406374501992,0.046357615894039736,0.03508771929824561,0.13636363636363635,0.027777777777777776,26.65505226480836,0.5882352941176471,0.030303030303030304,0.022727272727272728,0.07547169811320754,0.036011080332409975,0.07971014492753623,0.008547008547008548,0.07675438596491228,0.029288702928870293,0.027210884353741496,0.04395604395604396,0.04065040650406504,0.011111111111111112,0.05660377358490566,0.029411764705882353,0.1111111111111111,0.08823529411764706,0.05555555555555555,0.031746031746031744,0.22709163346613545,0.5614035087719298,0.5818181818181818,0.1875,0.08764940239043825,0.3181818181818182,0.3684210526315789,0.2857142857142857,0.2868525896414343,0.4722222222222222,0.4857142857142857,0.3235294117647059,0.05976095617529881,0.3333333333333333,0.3333333333333333,1.0,0.3386454183266932,0.3411764705882353,0.3411764705882353,0.8620689655172413,0.25,0.5,0.0625,0.4375,0.42857142857142855,0.6666666666666666,0.2375,0.6842105263157895,0.0375,0.6666666666666666,0.425,0.29411764705882354,0.6254980079681275,0.35802469135802467,0.4854979674796748,0.5136299999999999,0.4753753333333335,0.07169811320754717,0.10429447852760736,0.0196078431372549,0.0896551724137931,0.3724137931034483,10.426490066225167,26.372999999999998,0.25456389452332656,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,32461.0,541,-85,995,1016,283,262.0,142.0,2011,55.0,95.0,20.0,36.0,10.0,18.0,7.0,17.0,7.0,17.0,,1.0,,,,,,,,,,69.0,129.0,,1.0,40.0,178.0,1129.0,20.0,39.0,,,9.0,49.0,14.0,26.0,,,18.0,46.0,84.0,54.0,,,36.0,,,,14.0,12.0,10.0,22.0,8.0,2.0,10.0,1.0,1.0,54.0,11.0,40.0,1.0,30.0,66,15.0,111,52.0,163,3.0,12.0,8.0,4.0,19.0,4.0,12.0,14.0,1.0,7.0,3.0,33.0,8.0,11.0,38.0,54.0,5.0,4.0,33.0,4.0,1.0,42.0,8.0,,21.0,,4.0,46.0,283,2.0,4.0,0.6086956521739131,0.8235294117647058,,,,,,0.5348837209302325,0.5128205128205128,0.5384615384615384,0.5307692307692308,0.5128205128205128,0.5384615384615384,0.6054421768707483,0.5833333333333334,0.6764705882352942,0.007692307692307693,0.10852713178294573,0.12631578947368421,0.11764705882352941,,15.41095890410959,0.5757575757575758,0.46875,0.025,0.205607476635514,0.10526315789473684,0.19230769230769232,0.10185185185185185,0.20125786163522014,0.10450819672131148,0.10588235294117647,0.10714285714285714,0.10317460317460317,0.11688311688311688,0.125,0.18666666666666668,0.2835820895522388,0.17857142857142858,0.22727272727272727,0.06382978723404255,0.7307692307692307,0.5789473684210527,0.6626506024096386,0.6,0.13076923076923078,0.4117647058823529,0.4666666666666667,0.42857142857142855,0.13076923076923078,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.007692307692307693,,,,,,,,0.9230769230769231,0.5555555555555556,,,,,0.6923076923076923,0.5555555555555556,,,,,0.7384615384615385,,0.5191265384615384,0.55012,0.5015730769230768,0.14685314685314685,0.14788732394366197,,0.2752808988764045,0.25842696629213485,3.5798449612403096,24.6,0.28442211055276384,1.0,7.0,6.0,1.0,7.0,3.0,1.0,1.0,0.06451612903225806,0.42857142857142855,0.1,,,,,,,,,,True,,,,,,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,57114.0,952,-99,1781,1801,474,527.0,264.0,3582,86.0,145.0,31.0,59.0,14.0,24.0,,11.0,4.0,18.0,,5.0,1.0,,,1.0,7.0,,,,3.0,90.0,174.0,1.0,12.0,41.0,224.0,1961.0,31.0,62.0,,1.0,5.0,67.0,14.0,28.0,,3.0,16.0,44.0,106.0,74.0,3.0,,54.0,,7.0,1.0,19.0,25.0,15.0,40.0,13.0,2.0,16.0,1.0,8.0,95.0,24.0,58.0,1.0,33.0,88,12.0,133,83.0,216,10.0,44.0,33.0,11.0,10.0,3.0,8.0,27.0,5.0,2.0,4.0,37.0,5.0,6.0,77.0,132.0,2.0,10.0,70.0,4.0,9.0,95.0,5.0,,43.0,,7.0,44.0,474,11.0,5.0,0.5888888888888889,0.8412698412698413,1.0,0.08333333333333333,,,0.08333333333333333,0.5172413793103449,0.5,0.5,0.49193548387096775,0.49206349206349204,0.45161290322580644,0.48484848484848486,0.4855072463768116,0.5,0.06451612903225806,0.10919540229885058,0.11724137931034483,0.18181818181818182,,12.750716332378223,0.2702702702702703,0.2033898305084746,0.011363636363636364,0.1509433962264151,0.08682634730538923,0.1274131274131274,0.12121212121212122,0.14370546318289787,0.09468822170900693,0.09688581314878893,0.08235294117647059,0.07655502392344497,0.09271523178807947,0.12307692307692308,0.16176470588235295,0.16666666666666666,0.13089005235602094,0.11764705882352941,0.13157894736842105,0.7795698924731183,0.593103448275862,0.671875,0.5697674418604651,0.05913978494623656,,,,0.0967741935483871,0.2222222222222222,0.2222222222222222,1.0,0.026881720430107527,,,,0.03763440860215054,0.14285714285714285,0.14285714285714285,1.0,0.9365079365079365,0.5254237288135594,0.015873015873015872,,,,0.7741935483870968,0.5833333333333334,,,0.0967741935483871,,0.8440860215053764,0.14285714285714285,0.5736543010752687,0.5691520833333333,0.5594725806451611,0.19196428571428573,0.2028301886792453,,0.29910714285714285,0.19642857142857142,2.370114942528735,24.525000000000002,0.26614261650758003,2.0,26.0,14.0,3.0,30.0,18.0,1.0,1.0,0.2127659574468085,0.6,0.0967741935483871,4.0,3.0,1.0,9.0,,,,,,True,,,,,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,15076.0,251,-52,477,489,117,192.0,68.0,966,11.0,35.0,,4.0,4.0,8.0,5.0,21.0,3.0,10.0,2.0,3.0,,1.0,1.0,4.0,11.0,,1.0,2.0,3.0,19.0,66.0,6.0,14.0,7.0,63.0,536.0,,4.0,,1.0,,,5.0,16.0,3.0,4.0,2.0,21.0,8.0,30.0,12.0,6.0,,,11.0,4.0,13.0,28.0,13.0,41.0,11.0,2.0,13.0,5.0,10.0,95.0,,7.0,,5.0,17,2.0,24,7.0,31,1.0,13.0,6.0,7.0,15.0,1.0,11.0,5.0,,4.0,2.0,20.0,1.0,5.0,10.0,20.0,,2.0,16.0,,,16.0,1.0,,5.0,1.0,2.0,21.0,117,2.0,2.0,0.21052631578947367,0.21052631578947367,0.6666666666666666,0.42857142857142855,,0.75,0.42857142857142855,0.2878787878787879,,0.3125,0.35,,0.475,0.3620689655172414,,0.45652173913043476,0.175,0.19696969696969696,0.3142857142857143,0.09523809523809523,,19.27927927927928,0.75,0.10526315789473684,,0.125,0.038461538461538464,0.05952380952380952,,0.1,0.029288702928870293,0.04054054054054054,0.03773584905660377,0.03636363636363636,,0.13333333333333333,0.17647058823529413,0.08771929824561403,0.06779661016949153,0.04,0.024390243902439025,0.4375,0.3142857142857143,0.4583333333333333,0.36363636363636365,0.2625,0.23809523809523808,0.2631578947368421,,0.125,0.3,0.3,,0.0375,0.6666666666666666,0.6666666666666666,1.0,0.1375,0.36363636363636365,0.36363636363636365,0.5,0.8,,,0.2,,,0.4,0.5,0.05,1.0,0.15,0.6666666666666666,0.6125,0.36363636363636365,0.48996125000000007,0.52885,0.488035,0.07058823529411765,0.07142857142857142,0.06666666666666667,,0.3333333333333333,6.039393939393941,25.121428571428574,0.24528301886792453,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,True,,,,,,
201043,1610612752,Randolph Morris,Randolph Morris,201043,NYK,5550.0,92,-58,181,178,40,86.0,28.0,359,5.0,9.0,2.0,6.0,1.0,3.0,4.0,16.0,,4.0,,,,,,,,,,,,9.0,29.0,,,11.0,29.0,216.0,2.0,6.0,,,3.0,7.0,1.0,3.0,,,4.0,6.0,14.0,4.0,,,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,7.0,,3.0,7,1.0,11,8.0,19,2.0,3.0,2.0,1.0,5.0,,1.0,3.0,1.0,4.0,,8.0,1.0,1.0,14.0,20.0,,1.0,11.0,,,20.0,2.0,,9.0,,2.0,6.0,40,2.0,2.0,0.7777777777777778,0.875,,,,,,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.3815789473684211,0.4375,0.5,,,,,,21.80094786729858,0.625,0.16666666666666666,,0.1346153846153846,0.10144927536231885,0.12,0.05263157894736842,0.12987012987012986,0.09090909090909091,0.16666666666666666,0.11538461538461539,,,0.10526315789473684,0.1875,0.11764705882352941,0.10526315789473684,0.16666666666666666,0.1,0.3103448275862069,0.5555555555555556,0.5555555555555556,0.8,0.5517241379310345,0.25,0.25,0.75,0.13793103448275862,,,,,,,,,,,,1.0,0.3333333333333333,,,,,1.0,0.3333333333333333,,,,,0.3103448275862069,,0.43924137931034474,0.5618,0.5236999999999999,0.25,0.25,,0.2413793103448276,0.20689655172413793,6.9862068965517246,,0.22099447513812154,,1.0,1.0,,1.0,1.0,,,0.25,1.0,0.5,,,,,,,,,,True,,,,,,
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,11551.0,193,-7,383,392,109,164.0,58.0,775,18.0,26.0,7.0,8.0,1.0,6.0,3.0,13.0,6.0,24.0,,4.0,,,1.0,3.0,5.0,,1.0,2.0,3.0,27.0,63.0,3.0,9.0,18.0,81.0,419.0,10.0,13.0,,1.0,2.0,22.0,4.0,13.0,2.0,4.0,7.0,21.0,14.0,40.0,9.0,,16.0,,5.0,3.0,2.0,7.0,4.0,11.0,2.0,2.0,2.0,,5.0,26.0,3.0,9.0,,9.0,15,2.0,26,12.0,38,4.0,6.0,6.0,,2.0,,1.0,4.0,,1.0,1.0,6.0,,,19.0,30.0,1.0,2.0,14.0,1.0,,23.0,3.0,,11.0,,2.0,21.0,109,4.0,2.0,0.25925925925925924,0.3684210526315789,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.42857142857142855,0.7692307692307693,0.3076923076923077,0.4375,0.7142857142857143,0.4117647058823529,0.49390243902439024,0.6875,0.5,0.125,0.031746031746031744,0.038461538461538464,,0.041666666666666664,19.775280898876403,0.3333333333333333,0.14285714285714285,,0.13513513513513514,0.06521739130434782,0.140625,0.06666666666666667,0.13714285714285715,0.06557377049180328,0.06,0.10526315789473684,0.04,0.08333333333333333,0.06976744186046512,0.08,0.23255813953488372,0.13636363636363635,0.15,0.1,0.3611111111111111,0.6923076923076923,0.72,0.2777777777777778,0.18055555555555555,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.25,0.2608695652173913,0.16666666666666666,0.05555555555555555,,,,0.06944444444444445,0.6,0.6,1.0,0.5714285714285714,0.875,,0.07142857142857142,,,0.35294117647058826,0.16666666666666666,0.058823529411764705,,0.17647058823529413,0.6666666666666666,0.4861111111111111,0.6,0.4945618055555555,0.542315,0.50145,0.1375,0.15492957746478872,,0.2716049382716049,0.25925925925925924,8.642857142857142,24.58888888888889,0.2845953002610966,,5.0,4.0,,5.0,3.0,,1.0,,0.6,,,,,1.0,1.0,,,,,True,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,34229.0,570,-38,1070,1076,304,315.0,166.0,2146,19.0,45.0,1.0,2.0,4.0,7.0,19.0,55.0,53.0,93.0,9.0,23.0,2.0,2.0,7.0,21.0,71.0,1.0,6.0,5.0,21.0,91.0,193.0,30.0,94.0,70.0,342.0,1193.0,8.0,14.0,2.0,8.0,,22.0,22.0,50.0,7.0,28.0,25.0,90.0,48.0,134.0,48.0,42.0,2.0,,71.0,21.0,9.0,52.0,24.0,76.0,17.0,7.0,36.0,5.0,11.0,176.0,1.0,6.0,,14.0,21,,35,7.0,42,3.0,15.0,11.0,4.0,22.0,,18.0,11.0,2.0,4.0,2.0,33.0,,9.0,10.0,32.0,,5.0,54.0,,2.0,80.0,8.0,7.0,33.0,1.0,6.0,90.0,304,4.0,6.0,0.26373626373626374,0.26666666666666666,0.5333333333333333,0.3191489361702128,0.25,0.25,0.3191489361702128,0.47150259067357514,0.5714285714285714,0.44,0.4738675958188153,0.5,0.4166666666666667,0.5250783699059561,0.5,0.4945054945054945,0.32752613240418116,0.046632124352331605,0.08888888888888889,0.05454545454545454,0.021505376344086023,27.7602523659306,0.6666666666666666,,,0.05965909090909091,0.01488833746898263,0.09210526315789473,0.00909090909090909,0.06944444444444445,0.01364522417153996,0.016853932584269662,0.027777777777777776,,0.012048192771084338,0.04132231404958678,0.06097560975609756,0.0738255033557047,0.10526315789473684,0.05263157894736842,0.019867549668874173,0.156794425087108,0.4222222222222222,0.4634146341463415,0.2631578947368421,0.1916376306620209,0.34545454545454546,0.36538461538461536,0.2631578947368421,0.3240418118466899,0.5698924731182796,0.5824175824175825,0.2641509433962264,0.08013937282229965,0.391304347826087,0.391304347826087,1.0,0.24738675958188153,0.29577464788732394,0.29577464788732394,0.3333333333333333,0.09090909090909091,0.5,0.09090909090909091,0.2727272727272727,0.16666666666666666,,0.08974358974358974,0.5714285714285714,0.08974358974358974,0.2857142857142857,0.2692307692307692,0.23809523809523808,0.4843205574912892,0.29577464788732394,0.46462247386759575,0.4539833333333333,0.4415384615384615,0.10862619808306709,0.15137614678899083,0.010526315789473684,0.06432748538011696,0.2631578947368421,11.394300518134715,24.879787234042553,0.2841121495327103,1.0,3.0,1.0,,3.0,1.0,,,,0.3333333333333333,,,,,2.0,,1.0,0.5,1.0,,True,,,,,,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,7293.0,122,23,237,236,85,86.0,31.0,473,5.0,11.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,7.0,1.0,2.0,,1.0,2.0,6.0,15.0,1.0,1.0,2.0,6.0,9.0,23.0,7.0,17.0,4.0,43.0,237.0,3.0,4.0,1.0,1.0,2.0,11.0,2.0,8.0,3.0,8.0,4.0,17.0,8.0,10.0,21.0,,2.0,1.0,14.0,6.0,3.0,5.0,2.0,7.0,2.0,,5.0,,,16.0,1.0,1.0,,5.0,12,,17,2.0,19,,7.0,6.0,1.0,4.0,,3.0,,,1.0,,4.0,1.0,,8.0,15.0,1.0,,4.0,,1.0,6.0,,,2.0,,1.0,17.0,85,4.0,1.0,0.4444444444444444,0.5,1.0,0.4117647058823529,1.0,0.375,0.4375,0.391304347826087,0.75,0.25,0.4875,0.9,0.40625,0.5,0.9166666666666666,0.4722222222222222,0.425,0.13043478260869565,0.18181818181818182,,0.14285714285714285,17.09090909090909,1.0,,,0.1411764705882353,0.011363636363636364,0.16129032258064516,0.034482758620689655,0.14655172413793102,0.017094017094017096,,0.05,,0.045454545454545456,0.2222222222222222,0.03571428571428571,0.1794871794871795,0.13636363636363635,0.2222222222222222,,0.275,0.45454545454545453,0.5555555555555556,0.6,0.125,0.2,0.2,,0.175,0.42857142857142855,0.5,0.3333333333333333,0.05,0.5,0.5,1.0,0.375,0.4,0.4,1.0,0.6,0.6666666666666666,,0.2,1.0,1.0,0.25,0.5,0.125,0.5,0.375,0.3333333333333333,0.7,0.42857142857142855,0.5012907894736842,0.5452250000000001,0.5065466666666667,0.047619047619047616,0.08,,0.2558139534883721,0.3953488372093023,7.543478260869565,27.2764705882353,0.35864978902953587,,,,,,,,,,,0.5,,,,,,,,,,True,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,16428.0,274,-3,514,525,103,124.0,72.0,1039,16.0,29.0,5.0,9.0,2.0,4.0,1.0,5.0,5.0,22.0,,1.0,1.0,,,1.0,5.0,,1.0,,,22.0,56.0,1.0,6.0,8.0,55.0,537.0,8.0,13.0,,2.0,,16.0,3.0,10.0,,,,6.0,26.0,18.0,3.0,,14.0,,5.0,1.0,3.0,9.0,3.0,12.0,3.0,,3.0,2.0,4.0,27.0,2.0,16.0,2.0,8.0,16,1.0,25,20.0,45,1.0,4.0,2.0,2.0,8.0,3.0,4.0,12.0,3.0,4.0,1.0,20.0,,4.0,13.0,27.0,1.0,3.0,20.0,1.0,8.0,14.0,2.0,,8.0,,,6.0,103,2.0,,0.5909090909090909,0.8666666666666667,1.0,0.16666666666666666,,,0.16666666666666666,0.39285714285714285,0.6153846153846154,0.3,0.3790322580645161,0.5333333333333333,0.3,0.40441176470588236,0.5333333333333333,0.3,0.0967741935483871,0.05357142857142857,0.10344827586206896,,,14.76510067114094,0.4,0.1111111111111111,0.058823529411764705,0.08791208791208792,0.09142857142857143,0.12903225806451613,0.03636363636363636,0.09836065573770492,0.0782608695652174,0.11267605633802817,0.10869565217391304,0.05172413793103448,0.041666666666666664,0.05660377358490566,0.14705882352941177,0.08421052631578947,0.06976744186046512,0.2631578947368421,0.029411764705882353,0.46774193548387094,0.5517241379310345,0.6153846153846154,0.5625,0.08064516129032258,0.2,0.2,,0.3548387096774194,0.22727272727272727,0.22727272727272727,0.8,0.016129032258064516,,,,0.08064516129032258,0.2,0.2,1.0,0.6,0.5555555555555556,0.06666666666666667,0.06666666666666667,,,0.4,0.5,,,,,0.5645161290322581,0.2,0.4862080645161291,0.5156666666666667,0.45350999999999997,0.11764705882352941,0.12903225806451613,,0.2909090909090909,0.10909090909090909,8.710714285714285,24.95,0.20038910505836577,,7.0,6.0,,7.0,5.0,1.0,,,0.7142857142857143,,,,,1.0,1.0,,,,1.0,True,,,,,,
2410,1610612752,Fred Jones,Fred Jones,2410,NYK,28636.0,477,-84,890,905,208,245.0,129.0,1795,20.0,41.0,2.0,6.0,3.0,9.0,9.0,21.0,7.0,27.0,7.0,16.0,1.0,4.0,5.0,22.0,46.0,3.0,4.0,1.0,7.0,36.0,89.0,29.0,62.0,28.0,187.0,1000.0,2.0,8.0,3.0,5.0,1.0,14.0,6.0,19.0,5.0,12.0,6.0,33.0,26.0,46.0,84.0,3.0,,2.0,44.0,22.0,8.0,38.0,9.0,47.0,4.0,5.0,24.0,6.0,8.0,103.0,4.0,4.0,,19.0,24,1.0,44,8.0,52,1.0,11.0,8.0,3.0,16.0,4.0,13.0,10.0,,3.0,,26.0,2.0,2.0,11.0,29.0,2.0,4.0,34.0,1.0,1.0,36.0,7.0,1.0,18.0,,3.0,33.0,208,6.0,3.0,0.3611111111111111,0.3611111111111111,0.9655172413793104,0.46774193548387094,0.6,0.4166666666666667,0.48333333333333334,0.4044943820224719,0.25,0.3157894736842105,0.5264900662251656,0.5,0.43548387096774194,0.5636363636363636,0.5,0.4714285714285714,0.4105960264900662,0.0898876404494382,0.14634146341463414,0.047619047619047616,0.037037037037037035,18.26003824091778,0.6153846153846154,0.02702702702702703,,0.08191126279863481,0.011661807580174927,0.15966386554621848,0.03636363636363636,0.10436893203883495,0.017660044150110375,,,0.03636363636363636,0.038461538461538464,0.07142857142857142,0.1076923076923077,0.07692307692307693,0.17391304347826086,0.1111111111111111,0.013888888888888888,0.271523178807947,0.4878048780487805,0.5714285714285714,0.4,0.1390728476821192,0.42857142857142855,0.45,0.1111111111111111,0.17880794701986755,0.25925925925925924,0.2692307692307692,0.5714285714285714,0.10596026490066225,0.4375,0.4375,1.0,0.304635761589404,0.4782608695652174,0.4782608695652174,0.9545454545454546,0.46153846153846156,0.3333333333333333,0.07692307692307693,0.3076923076923077,0.75,1.0,0.2903225806451613,0.3333333333333333,0.16129032258064516,0.8,0.22580645161290322,0.14285714285714285,0.6821192052980133,0.5,0.5030496644295303,0.5227937500000001,0.47698500000000005,0.1111111111111111,0.18,,0.0748663101604278,0.17647058823529413,7.642696629213487,25.7241935483871,0.23370786516853934,1.0,7.0,6.0,1.0,8.0,4.0,,,0.03125,0.5,0.5,1.0,1.0,,,,,,,,True,,,,,,
