EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,HeaveMakes,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedCorner3
101110,1610612757,Martell Webster,Martell Webster,101110,POR,48093.0,802,-132,1484,1481,418,458,180,2965,21.0,39,7.0,11.0,9.0,14.0,14.0,23.0,21.0,60,18.0,59.0,4.0,6.0,20.0,19.0,49.0,3.0,4.0,5.0,19.0,56,122,37.0,108.0,34.0,257,1661,11.0,18.0,3.0,8.0,9.0,40.0,14.0,34.0,11.0,39.0,16.0,77.0,70.0,42.0,105.0,6.0,12.0,5.0,44.0,19.0,8.0,2.0,23.0,6.0,29.0,5.0,1.0,9.0,4.0,10.0,64.0,2.0,15.0,21.0,63.0,7.0,91.0,17.0,108.0,4.0,11.0,7.0,4.0,13.0,4.0,7.0,19.0,1.0,6.0,2.0,6.0,32.0,4.0,9.0,30.0,65.0,1.0,4.0,38.0,6.0,5.0,46.0,1.0,1.0,11.0,5.0,5.0,8.0,6.0,1.0,1.0,8.0,4.0,1.0,1.0,77.0,418,13.0,4.0,0.625,0.7,0.9459459459459459,0.3425925925925926,0.375,0.28205128205128205,0.3592233009708738,0.45901639344262296,0.6111111111111112,0.4117647058823529,0.48478260869565215,0.5961538461538461,0.4178082191780822,0.514,0.6451612903225806,0.4695121951219512,0.46956521739130436,0.018518518518518517,0.06557377049180328,0.1794871794871795,0.016666666666666666,0.01694915254237288,0.02040816326530612,16.69626998223801,0.40625,0.12962962962962962,0.123046875,0.027985074626865673,0.11290322580645161,0.012987012987012988,0.12034383954154727,0.02463768115942029,0.0390625,0.02,0.027131782945736434,0.0125,0.013513513513513514,0.0847457627118644,0.1532258064516129,0.13744075829383887,0.11194029850746269,0.11538461538461539,0.03389830508474576,0.5,0.16956521739130434,0.5384615384615384,0.65625,0.47619047619047616,0.1,0.6086956521739131,0.6086956521739131,0.5,0.2608695652173913,0.35,0.3559322033898305,0.8571428571428571,0.2565217391304348,0.3050847457627119,0.3103448275862069,0.8888888888888888,0.21304347826086956,0.3877551020408163,0.3958333333333333,1.0,0.4230769230769231,0.6363636363636364,0.14285714285714285,0.15384615384615385,0.15384615384615385,0.75,1.0,0.1917808219178082,0.6428571428571429,0.273972602739726,0.3,0.2602739726027397,0.2631578947368421,0.6391304347826087,0.4318181818181818,0.5091019999999998,0.5147775,0.5074414285714286,0.0653061224489796,0.08270676691729323,0.044642857142857144,0.1556420233463035,0.29961089494163423,11.495081967213116,25.71759259259259,0.2816711590296496,,,,,,,,,,,,,,True,
101112,1610612757,Channing Frye,Channing Frye,101112,POR,41610.0,694,-50,1249,1249,335,368,149,2498,31.0,48,14.0,25.0,5.0,8.0,11.0,42.0,64.0,133,1.0,3.0,1.0,,,1.0,4.0,,,1.0,3.0,106,223,2.0,7.0,49.0,267,1368,19.0,38.0,,1.0,15.0,53.0,28.0,55.0,1.0,3.0,10.0,69.0,164.0,48.0,3.0,3.0,24.0,,4.0,1.0,8.0,,16.0,11.0,27.0,7.0,4.0,5.0,2.0,9.0,65.0,16.0,34.0,33.0,86.0,15.0,134.0,52.0,186.0,5.0,13.0,6.0,7.0,9.0,2.0,3.0,17.0,,6.0,,6.0,26.0,3.0,8.0,62.0,97.0,7.0,5.0,60.0,8.0,6.0,62.0,,,29.0,,4.0,11.0,9.0,,2.0,12.0,8.0,4.0,1.0,69.0,335,12.0,3.0,0.7735849056603774,0.8723404255319149,0.5,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.47533632286995514,0.5,0.509090909090909,0.47391304347826085,0.48717948717948717,0.5086206896551724,0.5154440154440154,0.5520833333333334,0.5390625,0.030434782608695653,,0.03587443946188341,0.08333333333333333,,,,20.112914608327454,0.34615384615384615,0.36585365853658536,0.1894273127753304,0.07296137339055794,0.1853932584269663,0.11267605633802817,0.18829113924050633,0.08223684210526316,0.07777777777777778,0.08196721311475409,0.06692913385826772,0.16,0.05970149253731343,0.21374045801526717,0.21875,0.15384615384615385,0.17647058823529413,0.21428571428571427,0.044642857142857144,0.6666666666666666,0.20869565217391303,0.6458333333333334,0.7045454545454546,0.5483870967741935,0.1826086956521739,0.2619047619047619,0.2894736842105263,0.6363636363636364,0.5782608695652174,0.48120300751879697,0.48120300751879697,0.90625,0.013043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.017391304347826087,0.25,0.25,,0.6410256410256411,0.56,0.14285714285714285,0.02564102564102564,,,,0.13793103448275862,0.625,,,0.05172413793103448,0.3333333333333333,0.2391304347826087,0.25,0.4284272925764192,0.4859783333333334,0.4013780701754386,0.11372549019607843,0.11693548387096774,,0.19850187265917604,0.25842696629213485,13.291031390134528,26.04285714285714,0.2682145716573259,2.0,4.0,1.0,1.0,1.0,2.0,0.09523809523809523,0.08,,,,,,True,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,133761.0,2229,-160,4095,4103,1131,1067,505,8198,85.0,159,10.0,18.0,24.0,40.0,59.0,140.0,58.0,131,28.0,71.0,4.0,3.0,13.0,37.0,119.0,7.0,11.0,9.0,33.0,202,430,65.0,190.0,215.0,814,4455,21.0,43.0,8.0,15.0,16.0,82.0,61.0,116.0,12.0,46.0,96.0,254.0,98.0,306.0,174.0,21.0,4.0,4.0,114.0,36.0,38.0,,243.0,70.0,313.0,37.0,33.0,97.0,31.0,115.0,696.0,5.0,25.0,59.0,141.0,3.0,203.0,31.0,234.0,6.0,61.0,32.0,29.0,103.0,24.0,59.0,75.0,5.0,44.0,9.0,10.0,178.0,23.0,49.0,56.0,129.0,3.0,22.0,206.0,2.0,16.0,248.0,1.0,19.0,96.0,2.0,30.0,1.0,,1.0,,1.0,,,4.0,254.0,1131,19.0,29.0,0.24257425742574257,0.245,0.8923076923076924,0.34210526315789475,0.5333333333333333,0.2608695652173913,0.34408602150537637,0.4697674418604651,0.4883720930232558,0.5258620689655172,0.4830645161290323,0.5689655172413793,0.4876543209876543,0.5541666666666667,0.6328125,0.5868544600938967,0.3064516129032258,,0.08837209302325581,0.1509433962264151,0.007633587786259542,,,19.195377701690564,0.5786516853932584,0.021897810218978103,0.09501347708894879,0.016644474034620507,0.1057347670250896,0.011037527593818985,0.0979431929480901,0.015345268542199489,0.019830028328611898,0.01405152224824356,0.01662049861495845,0.015810276679841896,0.005,0.08299595141700405,0.06295399515738499,0.12824956672443674,0.10396039603960396,0.11038961038961038,0.019736842105263157,,0.2564516129032258,0.5345911949685535,0.6296296296296297,0.27058823529411763,0.22580645161290322,0.42142857142857143,0.4645669291338583,0.23728813559322035,0.21129032258064517,0.44274809160305345,0.4461538461538462,0.20689655172413793,0.11451612903225807,0.39436619718309857,0.39436619718309857,0.9642857142857143,0.19193548387096773,0.31092436974789917,0.31092436974789917,0.8378378378378378,0.3103448275862069,0.5555555555555556,0.2,0.06896551724137931,0.1896551724137931,0.6363636363636364,1.0,0.24691358024691357,0.6,0.08024691358024691,0.23076923076923078,0.2037037037037037,0.2727272727272727,0.5629032258064516,0.3157894736842105,0.48419464285714264,0.4850944444444444,0.4645639240506329,0.14202898550724638,0.19238476953907815,0.010471204188481676,0.10073710073710074,0.31203931203931207,8.715348837209302,24.601578947368424,0.2761904761904762,1.0,27.0,,,,2.0,0.09285714285714286,0.008547008547008548,1.0,1.0,1.0,0.25,1.0,True,
101144,1610612757,Von Wafer,Von Wafer,101144,POR,1765.0,29,16,58,57,12,17,4,115,1.0,1,,,,,,,1.0,3,,,,,,2.0,4.0,,,,1.0,2,4,2.0,4.0,1.0,11,45,,,,,,,1.0,1.0,,1.0,1.0,3.0,4.0,,3.0,3.0,,,4.0,2.0,,,,,,,,,,,,,,1.0,3.0,,4.0,,4.0,,,,,,,,2.0,1.0,,,1.0,2.0,,,2.0,2.0,,,1.0,,,2.0,,,,,1.0,,,,,1.0,,,,3.0,12,,1.0,1.0,1.0,0.5,0.5,,,0.5,0.5,,1.0,0.625,,0.5,0.6111111111111112,,0.5,0.5,,,,,,,17.741935483870968,,,0.125,,0.08333333333333333,,0.1111111111111111,,,,,,,0.125,,0.2,0.09090909090909091,,,,0.125,1.0,1.0,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.5,0.5,0.5,,,,,,,,,,,,0.5,,0.625,0.5,0.45343124999999995,,0.5085999999999999,,,,,0.2727272727272727,12.825,25.674999999999997,0.20689655172413793,,,1.0,1.0,,,,,,,,,,True,
1711,1610612757,Raef LaFrentz,Raef LaFrentz,1711,POR,11602.0,193,-35,355,362,136,126,38,717,12.0,22,1.0,5.0,4.0,7.0,,2.0,4.0,7,,,,,,,1.0,,,,1.0,16,31,,1.0,8.0,40,382,2.0,6.0,,,1.0,5.0,4.0,8.0,,1.0,1.0,9.0,30.0,2.0,,,2.0,,1.0,,7.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,6.0,10.0,5.0,16.0,4.0,25.0,16.0,41.0,,10.0,5.0,5.0,5.0,,3.0,4.0,,2.0,,,9.0,2.0,2.0,25.0,39.0,3.0,4.0,14.0,2.0,3.0,12.0,,,7.0,,1.0,14.0,8.0,,6.0,14.0,10.0,1.0,2.0,9.0,136,2.0,1.0,0.9375,1.0,,,,,,0.5161290322580645,0.3333333333333333,0.5,0.5,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.35714285714285715,0.45,0.03125,,0.22580645161290322,0.2727272727272727,,,,11.19402985074627,0.5555555555555556,0.25,0.13114754098360656,0.07407407407407407,0.08771929824561403,0.17647058823529413,0.11731843575418995,0.09467455621301775,0.10810810810810811,0.125,0.030303030303030304,0.0625,0.2777777777777778,0.21621621621621623,0.04878048780487805,0.13636363636363635,0.06976744186046512,0.14285714285714285,,0.7142857142857143,0.6875,0.5454545454545454,0.75,0.9166666666666666,0.0625,,,,0.21875,0.5714285714285714,0.5714285714285714,1.0,,,,,0.03125,,,,0.8333333333333334,0.2,,,,,,0.7777777777777778,0.5714285714285714,,,0.1111111111111111,,0.71875,,0.5238234374999999,0.483925,0.49901666666666666,0.2,0.20588235294117646,,0.125,0.225,4.735483870967742,24.0,0.38309859154929576,,4.0,,,,,0.5,,,,,,,True,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,75982.0,1266,-42,2339,2328,693,631,296,4667,78.0,119,25.0,44.0,18.0,28.0,91.0,197.0,76.0,188,,1.0,,,,1.0,5.0,1.0,1.0,1.0,4.0,245,504,1.0,6.0,120.0,613,2543,45.0,75.0,1.0,1.0,24.0,117.0,50.0,104.0,1.0,4.0,49.0,152.0,328.0,162.0,3.0,,50.0,2.0,3.0,1.0,22.0,1.0,29.0,24.0,53.0,20.0,4.0,13.0,4.0,12.0,130.0,27.0,91.0,39.0,115.0,32.0,186.0,119.0,305.0,9.0,28.0,14.0,14.0,19.0,2.0,5.0,41.0,8.0,14.0,,6.0,60.0,6.0,19.0,65.0,131.0,11.0,20.0,125.0,7.0,8.0,152.0,,1.0,71.0,,11.0,54.0,40.0,3.0,11.0,54.0,34.0,,,152.0,693,14.0,11.0,0.6693877551020408,0.7454545454545455,1.0,0.16666666666666666,1.0,0.25,0.25,0.4861111111111111,0.6,0.4807692307692308,0.48333333333333334,0.6118421052631579,0.47685185185185186,0.5284974093264249,0.6428571428571429,0.5471014492753623,0.011764705882352941,0.16666666666666666,0.04365079365079365,0.09243697478991597,0.02127659574468085,,0.2,23.861090365944733,0.31666666666666665,0.3902439024390244,0.13690476190476192,0.1047180667433832,0.13310580204778158,0.1062992125984252,0.13592233009708737,0.10507569011576136,0.12359550561797752,0.0958904109589041,0.10275689223057644,0.0728476821192053,0.1553398058252427,0.11929824561403508,0.14285714285714285,0.14803625377643503,0.1339712918660287,0.13095238095238096,0.037815126050420166,0.6296296296296297,0.23333333333333334,0.6554621848739496,0.7222222222222222,0.6923076923076923,0.3862745098039216,0.4619289340101523,0.4789473684210526,0.45054945054945056,0.3686274509803922,0.40425531914893614,0.41304347826086957,0.9078947368421053,0.00196078431372549,,,,0.00980392156862745,0.2,0.25,1.0,0.5789473684210527,0.5681818181818182,0.16,,0.013157894736842105,1.0,1.0,0.25925925925925924,0.6428571428571429,,,0.037037037037037035,0.25,0.24509803921568626,0.3333333333333333,0.4354533464566929,0.48808203124999994,0.4318764150943397,0.125,0.12633451957295375,,0.19086460032626426,0.24796084828711257,10.402976190476192,45.03333333333333,0.29628046173578454,1.0,13.0,,,,4.0,0.03553299492385787,0.015625,,,,,,True,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,53979.0,900,-134,1631,1661,310,250,205,3292,63.0,111,21.0,40.0,9.0,19.0,10.0,20.0,,2,,,,,,,,,,,,73,133,,,44.0,190,1772,22.0,43.0,,,11.0,55.0,12.0,24.0,,,5.0,29.0,102.0,44.0,,,32.0,,,,20.0,,7.0,5.0,12.0,4.0,1.0,3.0,2.0,2.0,29.0,16.0,76.0,59.0,156.0,20.0,235.0,92.0,327.0,6.0,6.0,4.0,2.0,14.0,2.0,6.0,41.0,3.0,8.0,4.0,7.0,55.0,6.0,10.0,59.0,118.0,18.0,13.0,89.0,17.0,25.0,65.0,,,32.0,,5.0,43.0,40.0,,3.0,43.0,26.0,12.0,9.0,29.0,310,3.0,3.0,0.6986301369863014,0.8947368421052632,,,,,,0.5488721804511278,0.5116279069767442,0.5,0.5488721804511278,0.5116279069767442,0.5,0.5900621118012422,0.5392156862745098,0.5178571428571429,,,0.15037593984962405,0.17117117117117117,,,,11.532301121195943,0.2545454545454545,0.47619047619047616,0.25365853658536586,0.12438625204582651,0.2599118942731278,0.08695652173913043,0.25534441805225655,0.11572327044025157,0.1513157894736842,0.14689265536723164,0.09574468085106383,0.09821428571428571,0.06944444444444445,0.1990521327014218,0.2891566265060241,0.2773109243697479,0.28104575163398693,0.21621621621621623,0.15384615384615385,0.6046511627906976,0.8345864661654135,0.5675675675675675,0.6847826086956522,0.7301587301587301,0.15037593984962405,0.5,0.5263157894736842,0.5,0.015037593984962405,,,,,,,,,,,,0.9302325581395349,0.525,0.23809523809523808,,,,,0.7916666666666666,0.47368421052631576,,,,,0.8345864661654135,,0.5306488721804512,0.5507675,0.5124833333333334,0.20512820512820512,0.20512820512820512,,0.2894736842105263,0.15263157894736842,1.4015037593984958,,0.1900674432863274,,9.0,,,,10.0,0.05,,,,,,,True,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,75143.0,1252,-32,2320,2320,729,690,298,4640,87.0,140,11.0,21.0,33.0,51.0,27.0,101.0,68.0,165,8.0,28.0,5.0,2.0,7.0,28.0,73.0,4.0,9.0,11.0,27.0,182,406,36.0,101.0,133.0,605,2530,19.0,42.0,6.0,14.0,11.0,67.0,59.0,133.0,13.0,34.0,66.0,223.0,98.0,266.0,90.0,18.0,14.0,3.0,70.0,28.0,24.0,1.0,132.0,50.0,182.0,28.0,22.0,36.0,18.0,78.0,414.0,12.0,32.0,18.0,79.0,10.0,107.0,46.0,153.0,13.0,37.0,22.0,15.0,30.0,8.0,11.0,25.0,4.0,19.0,1.0,2.0,55.0,7.0,10.0,31.0,70.0,5.0,7.0,161.0,3.0,14.0,177.0,,,69.0,,26.0,7.0,3.0,1.0,3.0,8.0,6.0,,,223.0,729,9.0,25.0,0.2692307692307692,0.28,0.8333333333333334,0.3564356435643564,0.42857142857142855,0.38235294117647056,0.3673469387755102,0.4482758620689655,0.4523809523809524,0.44360902255639095,0.46548323471400394,0.5,0.47005988023952094,0.5135823429541596,0.5491803278688525,0.530952380952381,0.1992110453648915,0.009900990099009901,0.059113300492610835,0.12857142857142856,,,0.0136986301369863,24.192336589030802,0.5454545454545454,0.12195121951219512,0.09622411693057248,0.036613272311212815,0.05825242718446602,0.04878048780487805,0.08584070796460178,0.039285714285714285,0.03431372549019608,0.05860805860805861,0.022670025188916875,0.06293706293706294,0.02912621359223301,0.08771929824561403,0.09829059829059829,0.10264900662251655,0.049773755656108594,0.07954545454545454,0.050980392156862744,0.75,0.27613412228796846,0.6214285714285714,0.7131147540983607,0.28735632183908044,0.1992110453648915,0.26732673267326734,0.28421052631578947,0.1111111111111111,0.3254437869822485,0.4121212121212121,0.4121212121212121,0.3088235294117647,0.055226824457593686,0.2857142857142857,0.2857142857142857,1.0,0.14398422090729784,0.3835616438356164,0.3888888888888889,0.7857142857142857,0.375,0.5238095238095238,0.18181818181818182,0.08928571428571429,0.16071428571428573,0.4444444444444444,0.5,0.30538922155688625,0.6470588235294118,0.041916167664670656,0.2857142857142857,0.16167664670658682,0.4074074074074074,0.47534516765285995,0.4,0.46731282306163013,0.48593488372093013,0.45264141104294475,0.12255772646536411,0.14935064935064934,,0.11074380165289256,0.3685950413223141,9.662315270935961,25.248514851485147,0.3142241379310345,2.0,13.0,1.0,1.0,,,0.0594059405940594,0.02857142857142857,2.0,,,0.4,1.0,True,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,29468.0,491,-119,894,895,179,139,99,1789,25.0,51,1.0,6.0,6.0,13.0,7.0,19.0,10.0,41,4.0,15.0,1.0,,1.0,8.0,34.0,,1.0,3.0,10.0,42,111,12.0,49.0,14.0,134,961,2.0,13.0,,2.0,2.0,6.0,9.0,24.0,3.0,11.0,6.0,33.0,12.0,72.0,30.0,6.0,,5.0,29.0,8.0,11.0,,74.0,23.0,97.0,7.0,16.0,26.0,5.0,43.0,217.0,1.0,6.0,13.0,27.0,1.0,41.0,7.0,48.0,2.0,21.0,16.0,5.0,17.0,9.0,11.0,26.0,4.0,6.0,3.0,4.0,43.0,4.0,13.0,14.0,46.0,1.0,4.0,26.0,1.0,1.0,26.0,,,13.0,,1.0,,,,,,,,1.0,33.0,179,2.0,1.0,0.14285714285714285,0.14285714285714285,0.8333333333333334,0.24489795918367346,,0.2727272727272727,0.2727272727272727,0.3783783783783784,0.15384615384615385,0.375,0.375,0.13333333333333333,0.38571428571428573,0.38953488372093026,0.17647058823529413,0.4125,0.30625,,0.0990990990990991,0.11764705882352941,0.024390243902439025,,,21.32936507936508,0.3953488372093023,0.05555555555555555,0.08231707317073171,0.018867924528301886,0.09027777777777778,0.008849557522123894,0.0847457627118644,0.016241299303944315,0.030612244897959183,0.014084507042253521,0.013422818791946308,,0.01694915254237288,0.06542056074766354,0.1,0.08396946564885496,0.06542056074766354,0.16216216216216217,0.023255813953488372,,0.31875,0.49019607843137253,0.5555555555555556,0.04,0.11875,0.3684210526315789,0.4666666666666667,0.2857142857142857,0.25625,0.24390243902439024,0.25,0.3,0.09375,0.26666666666666666,0.26666666666666666,1.0,0.2125,0.23529411764705882,0.23529411764705882,0.75,0.4,0.16666666666666666,,0.06666666666666667,0.06666666666666667,,,0.37142857142857144,0.46153846153846156,0.02857142857142857,,0.2857142857142857,0.3,0.625,0.27586206896551724,0.49131774193548383,0.4553192307692307,0.4598129032258065,0.07602339181286549,0.10655737704918032,,0.04477611940298507,0.2462686567164179,8.56846846846847,27.989795918367346,0.20022371364653244,,2.0,,,,,0.21052631578947367,,,,,,,True,
201192,1610612757,Taurean Green,Taurean Green,201192,POR,807.0,13,-8,25,28,2,14,4,53,,1,,,,,,,1.0,3,,,,,,,2.0,,,,,1,4,,2.0,4.0,6,38,,,,,,,,,,,,,,2.0,,,,,2.0,,,,4.0,,4.0,,,2.0,,2.0,8.0,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,2.0,,,4.0,,,2.0,,,,,,,,,,,,2,,,,,,,,,,0.25,,,0.16666666666666666,,,0.375,,,0.3333333333333333,,,,,,,31.03448275862069,1.0,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,0.5,,0.4580333333333333,,,0.25,0.3333333333333333,,,,17.2,25.200000000000003,0.08,,,,,,,,,,,,,,True,
