EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,HeaveAttempts,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Clear Path Fouls,Blocked3s,BlockedArc3,PenaltyFg3Pct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,363.0,6,3.0,12,14,8,11,26,1.0,1.0,1.0,1.0,1,1,2.0,4,12,1,1,2.0,4,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5312,0.5312,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,14903.0,248,-26.0,453,460,171,148,913,11.0,26.0,3.0,7.0,35,82,23.0,93,490,8,23,3.0,19,42.0,7.0,9.0,3.0,20.0,19.0,25.0,20.0,29.0,1.0,13.0,19,171,0.6,0.6363636363636364,0.4268292682926829,0.34782608695652173,0.4268292682926829,0.34782608695652173,0.484375,0.38,21.756487025948104,0.3170731707317073,0.4230769230769231,0.55,0.6363636363636364,0.30434782608695654,0.42857142857142855,0.3170731707317073,0.42944634146341454,0.42163478260869564,0.13829787234042554,0.13829787234042554,0.20430107526881722,0.37748344370860926,44.0,1.0,3.0,13.0,29.0,11.0,27.0,5.0,9.0,4.0,14.0,28.0,4.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,6.0,27.0,6.0,39.0,13.0,52.0,3.0,3.0,8.0,3.0,5.0,5.0,1.0,13.0,1.0,8.0,1.0,1.0,3.0,2.0,9.0,4.0,3.0,2.0,9.0,8.0,1.0,2.0,2.0,2.0,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.08536585365853659,0.23076923076923078,0.037037037037037035,0.6153846153846154,0.2857142857142857,0.08333333333333333,0.15789473684210525,0.06289308176100629,0.14634146341463414,0.04,0.15566037735849056,0.05741626794258373,0.07894736842105263,0.07407407407407407,0.04477611940298507,0.027777777777777776,0.07142857142857142,0.16666666666666666,0.23076923076923078,0.11904761904761904,0.17647058823529413,0.8888888888888888,0.35365853658536583,0.4482758620689655,0.4482758620689655,0.38461538461538464,0.32926829268292684,0.4074074074074074,0.4230769230769231,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.42345,0.15053763440860216,8.608536585365853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1731,1610612742,Tyronn Lue,Tyronn Lue,1731,DAL,1649.0,27,-5.0,51,54,11,15,105,1.0,1.0,,,5,8,1.0,14,56,2,3,1.0,5,2.0,1.0,2.0,1.0,5.0,4.0,6.0,4.0,4.0,,1.0,5,11,0.2,0.2,0.625,0.6666666666666666,0.5909090909090909,0.6666666666666666,0.5384615384615384,0.5,25.454545454545453,0.09090909090909091,1.0,1.0,,,,0.36363636363636365,0.4221227272727273,0.3825,0.08333333333333333,0.1111111111111111,0.35714285714285715,0.21568627450980393,4.0,,,2.0,4.0,2.0,3.0,,,1.0,1.0,8.0,,1.0,1.0,1.0,,,,,,,,2.0,,2.0,,2.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,0.5,0.125,,,1.0,,,0.16666666666666666,,,,0.11764705882352941,,,,,,,,,0.2222222222222222,,,0.36363636363636365,0.5,0.6666666666666666,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,0.07142857142857142,12.7375,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.25,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,25.133333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,55333.0,922,115.0,1705,1719,379,359,3424,23.0,30.0,6.0,8.0,32,64,10.0,176,1782,8,13,3.0,40,54.0,50.0,69.0,24.0,157.0,19.0,72.0,39.0,14.0,2.0,4.0,40,379,0.84375,0.84375,0.5,0.6153846153846154,0.46111111111111114,0.5441176470588235,0.4731182795698925,0.5405405405405406,11.025244719216898,0.16666666666666666,0.7666666666666667,0.8214285714285714,0.782608695652174,0.23529411764705882,0.75,0.8111111111111111,0.537641061452514,0.514139393939394,0.02197802197802198,0.06060606060606061,0.22727272727272727,0.22228739002932552,192.0,2.0,5.0,3.0,16.0,6.0,18.0,3.0,9.0,,6.0,10.0,,6.0,19.0,9.0,10.0,17.0,9.0,6.0,12.0,,23.0,77.0,14.0,114.0,18.0,132.0,26.0,18.0,17.0,14.0,12.0,3.0,,29.0,1.0,1.0,,3.0,2.0,4.0,6.0,3.0,,3.0,8.0,4.0,,,11.0,3.0,0.3333333333333333,0.25,0.23076923076923078,0.09375,0.06666666666666667,,0.5862068965517241,0.2545454545454545,,0.11809815950920245,0.02127659574468085,0.1513157894736842,0.028169014084507043,0.12437810945273632,0.023166023166023165,0.03289473684210526,0.005434782608695652,0.02631578947368421,0.031446540880503145,0.018518518518518517,0.07317073170731707,0.09289617486338798,0.15737704918032788,0.14782608695652175,0.5,0.08888888888888889,0.1875,0.25,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.4,0.4825749999999999,0.03409090909090909,7.487500000000001,18.0,77.0,34.0,116.0,102.0,76.0,18.0,18.0,1.0,0.29310344827586204,0.2956521739130435,0.6444444444444445,0.25,0.42777777777777776,0.23376623376623376,0.23376623376623376,1.0,0.23684210526315788,25.01465517241379,16.0,39.0,1.0,4.0,9.0,2.0,3.0,12.0,3.0,7.0,21.0,1.0,2.0,8.0,6.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.16216216216216217,0.01904761904761905,0.21666666666666667,0.41025641025641024,0.41025641025641024,1.0,0.5,0.08333333333333333,0.16666666666666666,0.2647058823529412,0.4444444444444444,0.35294117647058826,0.25,,,,,,,,,,,,,,,,True,,,,,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,4226.0,70,-15.0,127,133,42,61,260,2.0,6.0,,2.0,5,15,4.0,14,153,1,4,2.0,4,10.0,6.0,7.0,2.0,15.0,8.0,11.0,5.0,4.0,,2.0,4,42,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.4117647058823529,0.4,12.765957446808512,0.4,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.4,0.4487666666666667,0.452075,0.11764705882352941,0.11764705882352941,0.2857142857142857,0.33070866141732286,13.0,,2.0,,4.0,3.0,5.0,,4.0,,,,,,1.0,1.0,,3.0,1.0,,2.0,1.0,2.0,8.0,2.0,12.0,3.0,15.0,,,,,1.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.4,0.5,0.14545454545454545,0.043478260869565216,0.18181818181818182,,0.15151515151515152,0.03636363636363636,0.09090909090909091,0.0625,,,,0.13333333333333333,0.1875,0.125,0.2,,0.26666666666666666,,,,0.3333333333333333,0.6,0.6,1.0,0.5,,0.510075,,8.886666666666667,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,8752.0,146,23.0,277,277,88,86,554,14.0,28.0,4.0,10.0,17,39,8.0,63,279,6,17,4.0,22,10.0,16.0,22.0,7.0,50.0,6.0,9.0,11.0,10.0,2.0,5.0,22,88,0.29411764705882354,0.29411764705882354,0.4358974358974359,0.35294117647058826,0.4824561403508772,0.42857142857142855,0.5163934426229508,0.4583333333333333,22.291021671826627,0.49122807017543857,0.5,0.5833333333333334,0.35714285714285715,0.47619047619047616,0.4,0.8070175438596491,0.5376839285714285,0.5001475,0.08333333333333333,0.11904761904761904,0.3492063492063492,0.3176895306859206,37.0,,,,3.0,3.0,8.0,1.0,2.0,,8.0,24.0,,4.0,6.0,3.0,3.0,3.0,6.0,1.0,1.0,,5.0,5.0,,10.0,2.0,12.0,4.0,2.0,5.0,4.0,6.0,1.0,,11.0,,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,0.5,1.0,1.0,0.10256410256410256,0.14285714285714285,,0.45454545454545453,,,0.049019607843137254,0.010526315789473684,0.16129032258064516,0.02564102564102564,0.07518796992481203,0.014925373134328358,,,0.03125,,0.08333333333333333,,,0.10416666666666667,0.16,,0.05263157894736842,,,,0.14035087719298245,0.375,0.375,,,,0.407225,0.12698412698412698,4.451282051282051,6.0,15.0,7.0,18.0,18.0,14.0,6.0,2.0,0.8571428571428571,0.3888888888888889,0.4117647058823529,0.3157894736842105,,0.2631578947368421,0.4,0.4,0.8333333333333334,0.42857142857142855,26.694444444444443,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,,2.0,3.0,1.0,,,,0.5,0.16666666666666666,,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,,0.25,0.25,0.047619047619047616,1.0,0.14285714285714285,0.3333333333333333,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,
2124,1610612742,Malik Allen,Malik Allen,2124,DAL,1936.0,32,27.0,65,63,20,25,128,,1.0,,1.0,2,3,,4,50,1,2,,2,2.0,1.0,1.0,,2.0,6.0,7.0,1.0,,,,2,20,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,5.633802816901409,0.3333333333333333,,,,0.5,,0.3333333333333333,0.4389333333333334,0.44900000000000007,,,0.5,0.3076923076923077,6.0,,,,,2.0,2.0,,,,,2.0,,,,,,1.0,,,2.0,,,,,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.14285714285714285,,,,0.08695652173913043,,0.2857142857142857,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,11.533333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,33026.0,550,110.0,1035,1037,147,126,2072,33.0,50.0,3.0,8.0,112,239,50.0,319,1038,13,33,15.0,50,94.0,29.0,38.0,12.0,85.0,16.0,32.0,55.0,61.0,11.0,30.0,50,147,0.41964285714285715,0.44339622641509435,0.4686192468619247,0.3939393939393939,0.48035714285714287,0.4375,0.5229508196721312,0.5102040816326531,27.73037542662116,0.17857142857142858,0.66,0.7333333333333333,0.42424242424242425,0.2,0.375,0.325,0.4564329136690648,0.46955769230769245,0.10033444816053512,0.11627906976744186,0.15673981191222572,0.14202898550724638,118.0,10.0,12.0,33.0,78.0,46.0,111.0,17.0,26.0,7.0,53.0,130.0,12.0,11.0,9.0,6.0,3.0,15.0,2.0,4.0,23.0,,16.0,71.0,2.0,89.0,27.0,116.0,14.0,13.0,9.0,6.0,11.0,3.0,,20.0,2.0,3.0,,5.0,5.0,6.0,5.0,4.0,,1.0,5.0,3.0,,,1.0,6.0,0.6538461538461539,0.71875,0.7571428571428571,0.04602510460251046,0.1,,0.45,0.08333333333333333,,0.1770573566084788,0.06666666666666667,0.1702127659574468,0.03333333333333333,0.17575757575757575,0.05806451612903226,0.07692307692307693,0.08771929824561403,0.04285714285714286,0.03409090909090909,0.03125,0.1509433962264151,0.14285714285714285,0.21311475409836064,0.15492957746478872,0.6,0.2785714285714286,0.4230769230769231,0.4583333333333333,0.42424242424242425,0.3964285714285714,0.4144144144144144,0.4144144144144144,0.41304347826086957,0.375,0.8333333333333334,0.4923339285714286,0.16614420062695925,11.641841004184105,11.0,30.0,15.0,41.0,45.0,29.0,11.0,1.0,1.0,0.36585365853658536,0.375,0.14642857142857144,0.07692307692307693,0.10714285714285714,0.36666666666666664,0.36666666666666664,1.0,0.3793103448275862,25.463414634146343,4.0,11.0,1.0,,1.0,5.0,3.0,6.0,6.0,3.0,7.0,1.0,14.0,1.0,3.0,1.0,,,,0.42857142857142855,0.21739130434782608,0.10218978102189781,0.039285714285714285,0.36363636363636365,0.36363636363636365,1.0,0.2,0.03125,0.15625,0.025,,0.15,0.5,1.0,3.0,4.0,,0.6666666666666666,1.0,1.0,0.6,1.0,1.0,,,,,,True,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,6306.0,105,,193,193,46,50,386,8.0,10.0,3.0,3.0,11,21,7.0,29,223,3,5,4.0,10,8.0,19.0,25.0,5.0,56.0,3.0,6.0,5.0,7.0,1.0,3.0,10,46,0.36363636363636365,0.36363636363636365,0.5238095238095238,0.6,0.4230769230769231,0.6,0.5,0.7142857142857143,16.517857142857142,0.38461538461538464,0.8,0.8,0.25,0.6,1.0,0.5769230769230769,0.47197884615384605,0.50776,0.10714285714285714,0.13043478260869565,0.3448275862068966,0.23834196891191708,21.0,,,,6.0,3.0,5.0,,1.0,,,14.0,,,6.0,4.0,2.0,9.0,5.0,1.0,2.0,,3.0,11.0,,14.0,3.0,17.0,7.0,2.0,6.0,5.0,2.0,1.0,,8.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,0.75,,,0.15492957746478872,0.03125,0.1875,0.03225806451612903,0.16091954022988506,0.031578947368421054,,0.08695652173913043,,0.05263157894736842,,,0.12,0.25,0.07692307692307693,,0.23076923076923078,,,,0.19230769230769232,0.6,0.6,0.6666666666666666,,,0.4151,,7.838095238095238,,5.0,,5.0,,5.0,,,,,,0.19230769230769232,,0.19230769230769232,,,,,25.48,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,44152.0,736,98.0,1366,1368,281,244,2734,34.0,50.0,6.0,13.0,163,299,120.0,494,1450,35,64,47.0,132,144.0,48.0,66.0,10.0,150.0,37.0,56.0,120.0,137.0,14.0,56.0,132,281,0.44171779141104295,0.4585987261146497,0.5451505016722408,0.546875,0.5297450424929179,0.5379746835443038,0.5963414634146341,0.6359223300970874,28.955797565663037,0.141643059490085,0.68,0.7391304347826086,0.2647058823529412,0.16455696202531644,0.46153846153846156,0.29461756373937675,0.4395952991452991,0.42921688311688305,0.14177215189873418,0.16422287390029325,0.26720647773279355,0.20571010248901903,155.0,8.0,14.0,52.0,102.0,77.0,147.0,26.0,45.0,7.0,65.0,182.0,12.0,12.0,18.0,11.0,7.0,31.0,7.0,11.0,20.0,,22.0,100.0,12.0,134.0,31.0,165.0,15.0,12.0,19.0,12.0,23.0,7.0,,42.0,3.0,8.0,6.0,6.0,10.0,15.0,13.0,9.0,2.0,2.0,13.0,9.0,1.0,1.0,4.0,15.0,0.5777777777777777,0.5576923076923077,0.5909090909090909,0.04013377926421405,0.08,0.02040816326530612,0.4523809523809524,0.3076923076923077,,0.19230769230769232,0.044642857142857144,0.1774193548387097,0.06432748538011696,0.18944099378881987,0.050080775444264945,0.09090909090909091,0.02127659574468085,0.03225806451612903,0.06923076923076923,0.04878048780487805,0.1875,0.21052631578947367,0.18333333333333332,0.17777777777777778,0.6923076923076923,0.28895184135977336,0.5098039215686274,0.5360824742268041,0.2692307692307692,0.4164305949008499,0.5238095238095238,0.5347222222222222,0.6363636363636364,0.2692307692307692,0.5714285714285714,0.47205,0.13157894736842105,12.14113712374582,13.0,44.0,16.0,54.0,45.0,43.0,13.0,6.0,0.9375,0.2962962962962963,0.3018867924528302,0.1529745042492918,0.049019607843137254,0.12464589235127478,0.29545454545454547,0.29545454545454547,0.9230769230769231,0.3023255813953488,25.883333333333333,3.0,10.0,,2.0,3.0,7.0,3.0,12.0,7.0,5.0,15.0,1.0,2.0,3.0,5.0,8.0,,,,0.3333333333333333,0.17647058823529413,0.012658227848101266,0.028328611898016998,0.3,0.3,1.0,,,0.1346153846153846,0.0379746835443038,0.6666666666666666,0.1518987341772152,0.25,,2.0,2.0,3.0,0.2857142857142857,,,0.2857142857142857,1.0,2.0,9.0,2.0,,,,True,,,,,,
