EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,PenaltyTurnovers,Defensive 3 Seconds Violations,PenaltyArc3Accuracy,BlockedLongMidRange,OffLongMidRangeReboundPct,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Technical Free Throw Trips,ShortMidRangePctBlocked,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,11639.0,194,23.0,388,388,95,100.0,62,776,17.0,20.0,5.0,5.0,4.0,4.0,4.0,12.0,2.0,6.0,7.0,19.0,1.0,1.0,4.0,3.0,8.0,1.0,1.0,1.0,23.0,38.0,10.0,27.0,22.0,98.0,408,7.0,8.0,1.0,2.0,3.0,20.0,6.0,11.0,1.0,5.0,6.0,21.0,26.0,20.0,30.0,6.0,8.0,3.0,2.0,5.0,4.0,9.0,4.0,3.0,2.0,22.0,1.0,4.0,1.0,5.0,20.0,3.0,28.0,6.0,34.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,2.0,9.0,16.0,3.0,20.0,2.0,28.0,2.0,15.0,4.0,3.0,1.0,4.0,1.0,21.0,95,1.0,0.5652173913043478,0.65,1.0,0.37037037037037035,0.5,0.2,0.37037037037037035,0.6052631578947368,0.875,0.5454545454545454,0.5846153846153846,0.85,0.46875,0.6282051282051282,0.9090909090909091,0.5526315789473685,0.4153846153846154,0.05263157894736842,0.05,0.16666666666666666,18.51851851851852,0.14285714285714285,0.21428571428571427,0.05,0.14705882352941177,0.029850746268656716,0.08928571428571429,0.018518518518518517,0.13020833333333334,0.026595744680851064,0.05263157894736842,0.030303030303030304,0.06666666666666667,0.10256410256410256,0.12244897959183673,0.20833333333333334,0.08571428571428572,0.09523809523809523,0.25,0.3076923076923077,0.85,0.8947368421052632,0.6470588235294118,0.18461538461538463,0.3333333333333333,0.3333333333333333,0.09230769230769231,0.3333333333333333,0.4,1.0,0.2923076923076923,0.3684210526315789,0.3684210526315789,1.0,0.12307692307692308,0.375,0.375,1.0,0.5,1.0,0.2,0.1,0.1,1.0,1.0,0.25,1.0,0.25,0.25,0.0625,0.7230769230769231,0.375,0.5443600000000001,0.5181444444444444,0.5277031249999999,0.19230769230769232,0.29411764705882354,0.20408163265306123,0.21428571428571427,5.605263157894737,23.788888888888888,0.24484536082474226,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1088,1610612743,Chucky Atkins,Chucky Atkins,1088,DEN,4068.0,68,-13.0,138,139,49,35.0,17,277,1.0,4.0,,,,,,,,3.0,1.0,3.0,,1.0,1.0,3.0,13.0,1.0,1.0,4.0,1.0,7.0,4.0,16.0,,14.0,147,,,1.0,1.0,,3.0,,2.0,2.0,5.0,,6.0,2.0,,12.0,,12.0,3.0,1.0,7.0,1.0,8.0,,4.0,2.0,17.0,,,,2.0,2.0,,4.0,,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,5.0,11.0,,,,,,,,,,,,6.0,49,1.0,1.0,1.0,1.0,0.25,1.0,0.4,0.26666666666666666,0.14285714285714285,,,0.30434782608695654,1.5,0.42857142857142855,0.30434782608695654,1.5,0.42857142857142855,0.6956521739130435,0.14285714285714285,,0.3333333333333333,15.822784810126581,0.5,,,0.0392156862745098,,0.08333333333333333,,0.05333333333333334,,,,,,0.10526315789473684,,0.0625,0.125,,0.17391304347826086,0.25,0.25,1.0,,,,0.13043478260869565,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.5652173913043478,0.23076923076923078,0.23076923076923078,1.0,,,,,1.0,1.0,1.0,,,0.14285714285714285,1.0,0.5714285714285714,0.8695652173913043,0.25,0.5527909090909091,0.53895,0.4983333333333333,,,0.21428571428571427,0.42857142857142855,8.32857142857143,26.41875,0.35507246376811596,1.0,1.0,1.0,1.0,2.0,2.0,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,2241.0,37,-14.0,76,78,21,25.0,10,154,1.0,1.0,,,,,,,1.0,2.0,,,,,,,3.0,,,1.0,2.0,3.0,,3.0,,4.0,90,1.0,1.0,,,,2.0,,,,1.0,,,4.0,,,,3.0,,,1.0,2.0,3.0,2.0,1.0,,8.0,,1.0,,,3.0,,3.0,1.0,4.0,,,,,1.0,,1.0,,1.0,,3.0,4.0,,1.0,,,,,1.0,,,1.0,1.0,,21,,1.0,1.0,,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.5,,,,7.954545454545454,,,,0.11538461538461539,0.03571428571428571,,,0.08823529411764706,0.025,,,,0.1,0.125,0.125,,,1.0,0.16666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,1.0,0.6666666666666666,,0.4861166666666667,0.34,0.5631,,,0.5,,13.133333333333333,25.666666666666668,0.27631578947368424,,,,,,,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,15931.0,266,4.0,535,541,174,146.0,82,1076,21.0,46.0,4.0,12.0,5.0,10.0,2.0,9.0,6.0,15.0,,,,,,,1.0,,,1.0,29.0,70.0,,1.0,27.0,85.0,560,5.0,15.0,,,5.0,15.0,7.0,20.0,,1.0,11.0,25.0,34.0,24.0,,6.0,,,7.0,10.0,5.0,15.0,5.0,8.0,1.0,35.0,10.0,19.0,1.0,13.0,41.0,3.0,57.0,30.0,87.0,9.0,5.0,4.0,8.0,1.0,2.0,13.0,5.0,21.0,3.0,21.0,46.0,4.0,40.0,4.0,49.0,3.0,20.0,14.0,5.0,8.0,14.0,10.0,25.0,174,6.0,0.5862068965517241,0.6538461538461539,,,,,,0.4142857142857143,0.3333333333333333,0.35,0.4084507042253521,0.3333333333333333,0.3333333333333333,0.4521276595744681,0.375,0.4032258064516129,0.014084507042253521,0.1,0.15217391304347827,,18.253968253968253,0.38095238095238093,0.14285714285714285,0.03333333333333333,0.21465968586387435,0.1,0.14942528735632185,0.14492753623188406,0.19424460431654678,0.11196911196911197,0.14666666666666667,0.022727272727272728,0.16666666666666666,0.1935483870967742,0.23880597014925373,0.20967741935483872,0.14516129032258066,0.16,0.7142857142857143,0.647887323943662,0.45652173913043476,0.5384615384615384,0.5714285714285714,0.1267605633802817,0.2222222222222222,0.2222222222222222,0.2112676056338028,0.4,0.4,0.6666666666666666,,,,,0.014084507042253521,,,,0.8,0.3333333333333333,,,,,,0.47619047619047616,0.5,,,0.047619047619047616,0.6619718309859155,,0.5165857142857142,0.5299181818181817,0.46356,0.22727272727272727,0.22988505747126436,0.17647058823529413,0.29411764705882354,5.027142857142857,51.3,0.3252336448598131,,1.0,,1.0,11.0,,,1.0,0.09859154929577464,3.0,2.0,6.0,3.0,3.0,6.0,1.0,2.0,5.0,0.13725490196078433,0.09090909090909091,0.5,,,,,,,True,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,3871.0,65,-11.0,139,137,32,25.0,15,276,4.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,,2.0,1.0,,1.0,4.0,10.0,,,1.0,8.0,14.0,4.0,12.0,10.0,38.0,150,2.0,2.0,,1.0,2.0,6.0,2.0,4.0,1.0,2.0,8.0,15.0,6.0,10.0,12.0,,10.0,4.0,,5.0,2.0,7.0,1.0,5.0,,16.0,,,,1.0,4.0,1.0,6.0,,6.0,4.0,4.0,,3.0,1.0,2.0,4.0,,7.0,,1.0,5.0,,8.0,,13.0,1.0,5.0,,,,,,15.0,32,,0.375,0.375,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5714285714285714,1.0,0.5,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.59375,0.75,0.75,0.46153846153846156,,,,24.840764331210192,0.42857142857142855,0.2,,0.07692307692307693,,0.05263157894736842,,0.07042253521126761,,,,,0.08333333333333333,,0.125,0.06666666666666667,,,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.25,0.07692307692307693,0.5,0.5,0.19230769230769232,0.6,0.6,0.6666666666666666,0.07692307692307693,,,,0.38461538461538464,0.4,0.4,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,,,,0.3333333333333333,0.5,0.16666666666666666,,0.16666666666666666,0.7307692307692307,0.4,0.5437288461538461,0.555725,0.539425,0.16666666666666666,0.2777777777777778,0.15789473684210525,0.39473684210526316,8.378571428571428,25.291666666666668,0.2302158273381295,1.0,,1.0,,3.0,,1.0,,,,,1.0,3.0,1.0,2.0,1.0,,2.0,,,,,,,,,,True,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,305.0,5,1.0,10,9,4,7.0,2,19,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,2.0,13,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,25.0,,1.0,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6186000000000001,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,9243.0,154,-16.0,311,317,119,111.0,52,628,15.0,26.0,5.0,8.0,6.0,8.0,3.0,17.0,10.0,31.0,,1.0,,,,1.0,9.0,,1.0,5.0,28.0,74.0,1.0,10.0,23.0,82.0,325,6.0,12.0,,1.0,4.0,16.0,7.0,21.0,1.0,5.0,10.0,27.0,26.0,30.0,3.0,2.0,8.0,1.0,8.0,15.0,2.0,17.0,1.0,8.0,6.0,36.0,2.0,5.0,,8.0,11.0,1.0,20.0,7.0,27.0,6.0,2.0,4.0,10.0,1.0,6.0,8.0,3.0,18.0,2.0,2.0,12.0,1.0,19.0,1.0,27.0,4.0,12.0,4.0,2.0,1.0,4.0,1.0,27.0,119,3.0,0.4642857142857143,0.48148148148148145,1.0,0.1,,0.2,0.1111111111111111,0.3783783783783784,0.5,0.3333333333333333,0.35119047619047616,0.46153846153846156,0.3269230769230769,0.41397849462365593,0.5714285714285714,0.421875,0.11904761904761904,0.10810810810810811,0.11538461538461539,,29.838709677419352,0.5555555555555556,0.07692307692307693,,0.10377358490566038,0.0423728813559322,0.16,0.058823529411764705,0.12179487179487179,0.046052631578947366,0.06666666666666667,0.04,,0.058823529411764705,0.05,0.21875,0.17142857142857143,0.13333333333333333,0.25,0.30952380952380953,0.5769230769230769,0.6521739130434783,0.4666666666666667,0.20238095238095238,0.17647058823529413,0.25,0.36904761904761907,0.3225806451612903,0.3225806451612903,0.4,0.011904761904761904,,,,0.10714285714285714,0.1111111111111111,0.1111111111111111,1.0,0.6153846153846154,0.625,0.4,,0.07692307692307693,,,0.3076923076923077,0.75,,,0.19230769230769232,0.42857142857142855,0.125,0.47397650602409647,0.4886772727272728,0.46803846153846157,0.13043478260869565,0.14634146341463414,0.1951219512195122,0.32926829268292684,9.462162162162164,29.140000000000004,0.38263665594855306,1.0,1.0,1.0,1.0,7.0,,0.2,1.0,0.020833333333333332,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,0.07407407407407407,0.045454545454545456,0.6666666666666666,5.0,0.29411764705882354,,,,,True,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,13228.0,220,18.0,445,453,162,124.0,68,898,13.0,26.0,,1.0,5.0,9.0,10.0,22.0,9.0,30.0,1.0,1.0,,,,6.0,22.0,1.0,5.0,6.0,32.0,78.0,7.0,23.0,46.0,131.0,455,1.0,5.0,1.0,5.0,6.0,11.0,10.0,22.0,2.0,6.0,32.0,58.0,10.0,54.0,18.0,,22.0,6.0,5.0,20.0,12.0,32.0,6.0,13.0,7.0,76.0,,2.0,1.0,3.0,7.0,1.0,11.0,3.0,14.0,11.0,7.0,4.0,5.0,2.0,4.0,3.0,1.0,8.0,1.0,3.0,4.0,,41.0,3.0,55.0,3.0,22.0,2.0,1.0,1.0,2.0,1.0,58.0,162,,0.15625,0.15625,0.8571428571428571,0.30434782608695654,0.2,0.3333333333333333,0.30434782608695654,0.41025641025641024,0.2,0.45454545454545453,0.4207920792079208,0.25,0.4642857142857143,0.5118110236220472,0.4230769230769231,0.6063829787234043,0.22772277227722773,0.0641025641025641,0.038461538461538464,0.1,25.665399239543728,0.625,0.05555555555555555,0.03571428571428571,0.043478260869565216,0.012269938650306749,0.03896103896103896,,0.04201680672268908,0.009009009009009009,,,,0.06779661016949153,,0.058823529411764705,0.017857142857142856,0.09523809523809523,0.5,0.25742574257425743,0.5,0.52,0.15384615384615385,0.21782178217821782,0.45454545454545453,0.47619047619047616,0.297029702970297,0.3,0.3333333333333333,0.2222222222222222,0.009900990099009901,1.0,1.0,1.0,0.21782178217821782,0.2727272727272727,0.2857142857142857,0.8333333333333334,0.1,,,,0.5,0.2,1.0,0.32142857142857145,0.5555555555555556,,,0.21428571428571427,0.48514851485148514,0.2727272727272727,0.4765762376237624,0.47191111111111106,0.46652678571428574,0.18333333333333332,0.2268041237113402,0.08396946564885496,0.44274809160305345,9.284615384615385,25.55217391304348,0.36404494382022473,2.0,,6.0,,1.0,,0.3333333333333333,,0.03278688524590164,,,1.0,,1.0,7.0,,,7.0,,,0.1,1.0,0.045454545454545456,3.0,1.0,0.043478260869565216,0.045454545454545456,True,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,7312.0,122,28.0,240,242,34,36.0,37,482,14.0,23.0,5.0,9.0,2.0,3.0,,2.0,,2.0,2.0,2.0,,,,5.0,11.0,,1.0,,14.0,27.0,7.0,13.0,3.0,52.0,235,5.0,10.0,,1.0,,10.0,2.0,4.0,,,1.0,5.0,16.0,12.0,21.0,10.0,11.0,5.0,2.0,4.0,,4.0,,1.0,3.0,8.0,1.0,15.0,,4.0,16.0,2.0,22.0,16.0,38.0,5.0,3.0,2.0,5.0,,3.0,,,5.0,2.0,10.0,14.0,1.0,7.0,2.0,6.0,,2.0,7.0,5.0,1.0,7.0,3.0,5.0,34,,0.5714285714285714,0.8888888888888888,1.0,0.5384615384615384,,,0.5384615384615384,0.5185185185185185,0.5,0.5,0.6125,0.45454545454545453,0.5,0.6046511627906976,0.45454545454545453,0.5,0.325,0.07407407407407407,0.08695652173913043,,16.842105263157894,1.0,0.18181818181818182,,0.16,0.1744186046511628,0.11428571428571428,0.02702702702702703,0.14814814814814814,0.13008130081300814,0.1891891891891892,0.15,,0.09090909090909091,0.2222222222222222,0.16129032258064516,0.12,0.1,0.42857142857142855,0.575,0.6086956521739131,0.6666666666666666,0.5714285714285714,0.05,,,0.05,,,,0.05,1.0,1.0,1.0,0.275,0.45454545454545453,0.45454545454545453,1.0,0.8181818181818182,0.5555555555555556,,,0.09090909090909091,,,0.75,0.6666666666666666,,,,0.9,0.45454545454545453,0.5699537499999999,0.53654,0.546125,0.047619047619047616,0.06896551724137931,0.19230769230769232,0.09615384615384616,2.0185185185185186,24.66923076923077,0.14166666666666666,,,,,1.0,,,1.0,0.1724137931034483,1.0,,2.0,,2.0,1.0,,,1.0,0.038461538461538464,0.058823529411764705,,,,,,,,True,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,6531.0,109,-9.0,222,227,119,86.0,33,449,8.0,13.0,3.0,7.0,3.0,4.0,1.0,1.0,4.0,11.0,,,,,,1.0,1.0,,,,13.0,25.0,1.0,1.0,12.0,41.0,240,4.0,8.0,,,4.0,12.0,6.0,9.0,,,8.0,20.0,20.0,6.0,3.0,6.0,1.0,1.0,1.0,5.0,,5.0,,2.0,2.0,10.0,,11.0,,17.0,15.0,4.0,36.0,11.0,47.0,2.0,2.0,,5.0,3.0,4.0,4.0,1.0,9.0,,6.0,7.0,1.0,11.0,1.0,17.0,1.0,4.0,9.0,5.0,4.0,9.0,6.0,20.0,119,1.0,0.7692307692307693,1.0,1.0,1.0,,,1.0,0.52,0.5,0.6666666666666666,0.5576923076923077,0.5,0.6666666666666666,0.6029411764705882,0.6,0.6666666666666666,0.038461538461538464,0.04,0.07692307692307693,,16.666666666666668,0.5555555555555556,0.5714285714285714,,0.22727272727272727,0.14285714285714285,0.3617021276595745,,0.2831858407079646,0.1134020618556701,0.13636363636363635,0.10526315789473684,,0.18181818181818182,0.2916666666666667,0.2,0.3235294117647059,0.46153846153846156,0.6666666666666666,0.5,0.6153846153846154,0.6666666666666666,0.625,0.038461538461538464,1.0,1.0,0.4230769230769231,0.36363636363636365,0.36363636363636365,1.0,,,,,0.038461538461538464,1.0,1.0,1.0,0.875,0.42857142857142855,,,,,,0.4444444444444444,0.75,,,,0.5384615384615384,1.0,0.5023115384615384,0.5949,0.47266666666666673,0.13793103448275862,0.14285714285714285,0.2926829268292683,0.4878048780487805,8.744,25.8,0.536036036036036,,,,1.0,2.0,1.0,,,0.16666666666666666,,,1.0,,1.0,5.0,,,5.0,,,1.0,,,,,,,True,,,,,,,,,,,,
