EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Loose Ball Fouls,Offensive Fouls,Blocked3s,BlockedArc3,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,Arc3Assists,AtRimAssists,SelfOReb,2pt And 1 Free Throw Trips,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,LongMidRangePctBlocked,on,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,2682.0,45.0,-30.0,93,97,40.0,37.0,7.0,190,2.0,5.0,1.0,3.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,4.0,1.0,3.0,6.0,14.0,2.0,5.0,5.0,23.0,117,1.0,1.0,5.0,1.0,3.0,5.0,10.0,4.0,8.0,6.0,4.0,1.0,1.0,5.0,5.0,1.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,40.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.3333333333333333,0.4,0.4285714285714285,0.2,0.4736842105263157,0.3125,0.5238095238095238,0.45,0.2631578947368421,24.509803921568626,0.25,0.2,0.0263157894736842,0.1612903225806451,0.0238095238095238,0.1,0.25,0.25,0.2631578947368421,0.4,0.4,0.5,0.0526315789473684,1.0,1.0,0.4210526315789473,0.375,0.375,0.3333333333333333,0.0526315789473684,1.0,1.0,1.0,0.2105263157894736,0.25,0.25,1.0,1.0,0.375,0.375,0.3333333333333333,0.5263157894736842,0.25,0.5235842105263158,0.6728,0.55421875,0.05,0.0666666666666666,0.4347826086956521,11.792857142857144,24.26,0.4301075268817204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1630,1610612758,Mikki Moore,Mikki Moore,1630,SAC,1352.0,23.0,-15.0,41,44,10.0,11.0,4.0,85,1.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,,,2.0,4.0,57,,,,,,,,2.0,,,,,,3.0,5.0,,5.0,,,,1.0,,,,1.0,,,2.0,2.0,,1.0,,,,,,10.0,,1.0,1.0,,,,,0.5,,0.5,,0.6666666666666666,,,8.88888888888889,,0.3333333333333333,,0.25,,,0.2,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.57695,,,0.3333333333333333,0.3333333333333333,,4.2,,0.2439024390243902,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,0.5,0.1428571428571428,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1897,1610612758,Metta World Peace,Metta World Peace,1897,SAC,1675.0,28.0,9.0,52,57,13.0,12.0,4.0,109,2.0,2.0,,,2.0,4.0,2.0,4.0,1.0,1.0,,,,,6.0,10.0,1.0,1.0,3.0,18.0,46,,3.0,3.0,,,1.0,7.0,2.0,10.0,3.0,,,,3.0,4.0,,4.0,2.0,1.0,2.0,,,1.0,,2.0,,2.0,4.0,6.0,,3.0,,,,,7.0,13.0,,0.1666666666666666,0.1666666666666666,1.0,1.0,,1.0,0.6,1.0,0.6818181818181818,1.0,0.6428571428571429,0.7,0.0909090909090909,29.09090909090909,1.0,0.1875,,0.1904761904761904,,,0.4,0.3333333333333333,0.1818181818181818,1.0,1.0,,0.3636363636363636,0.5,0.5,0.3636363636363636,0.5,0.5,0.5,0.0909090909090909,1.0,1.0,1.0,,,,,,,,,0.2727272727272727,,0.4641409090909091,,0.3965666666666667,0.2142857142857142,0.2307692307692307,0.3888888888888889,12.73,24.2,0.25,1.0,3.0,1.0,7.0,1.0,,,1.0,2.0,1.0,,,0.2,,0.25,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200763,1610612758,Quincy Douby,Quincy Douby,200763,SAC,4730.0,79.0,-4.0,158,162,74.0,65.0,19.0,320,3.0,9.0,1.0,4.0,,3.0,5.0,9.0,,1.0,7.0,13.0,3.0,7.0,8.0,21.0,7.0,14.0,5.0,42.0,156,1.0,3.0,12.0,3.0,7.0,3.0,18.0,6.0,10.0,6.0,13.0,7.0,1.0,1.0,5.0,1.0,6.0,2.0,,1.0,1.0,,,,2.0,,1.0,3.0,6.0,,2.0,1.0,,,1.0,18.0,74.0,1.0,0.375,0.375,0.2857142857142857,0.5,0.4285714285714285,0.5,0.3809523809523809,0.25,0.5285714285714286,0.3947368421052631,0.5526315789473685,0.4285714285714285,0.4,21.73913043478261,0.5,0.0222222222222222,0.0153846153846153,0.0746268656716417,0.0125,0.05,,,0.2571428571428571,0.3333333333333333,0.375,0.6666666666666666,0.0857142857142857,,,0.2571428571428571,0.5555555555555556,0.5555555555555556,0.2,0.0285714285714285,,,,0.3714285714285714,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.3333333333333333,0.2105263157894736,0.3684210526315789,0.4285714285714285,0.6571428571428571,0.5384615384615384,0.4917414285714286,0.5347666666666667,0.4482578947368421,0.054054054054054,0.0869565217391304,0.4285714285714285,9.504761904761908,25.0,0.4683544303797468,,2.0,,4.0,4.0,,,2.0,5.0,,,,0.1818181818181818,0.0833333333333333,0.1538461538461538,2.0,1.0,1.0,2.0,1.0,2.0,2.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0952380952380952,0.1111111111111111,0.3333333333333333,0.2222222222222222,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200818,1610612758,Justin Williams,Justin Williams,200818,SAC,6988.0,116.0,-4.0,229,237,92.0,79.0,30.0,466,9.0,17.0,10.0,6.0,3.0,9.0,,,,,,,,,12.0,26.0,,,7.0,31.0,224,12.0,5.0,13.0,,,4.0,14.0,6.0,18.0,,,,17.0,20.0,29.0,19.0,48.0,5.0,4.0,1.0,2.0,,1.0,,3.0,,,12.0,22.0,,10.0,1.0,5.0,3.0,5.0,14.0,92.0,1.0,0.25,0.6,,,,,0.4615384615384615,0.3846153846153846,0.4615384615384615,0.3846153846153846,0.4189189189189189,0.4117647058823529,,15.037593984962406,0.3333333333333333,0.2898550724637681,0.2,0.2727272727272727,0.1826923076923076,0.2222222222222222,0.28,0.2916666666666667,0.6538461538461539,0.5294117647058824,0.75,0.2222222222222222,0.3461538461538461,0.3333333333333333,0.4285714285714285,,,,,,,,,,,,,0.8333333333333334,0.4615384615384615,,,0.6538461538461539,,0.5404,0.5728600000000001,0.4945615384615385,0.2777777777777778,0.2777777777777778,0.4516129032258064,2.9038461538461537,,0.4017467248908297,,,,,7.0,2.0,,7.0,14.0,,1.0,0.25,0.2333333333333333,0.3,0.2,,,,1.0,,,,,7.0,2.0,1.0,,,5.0,0.2692307692307692,0.2941176470588235,0.2222222222222222,0.3,1.0,,7.0,3.0,9.0,2.0,20.0,14.0,2.0,2.0,2.0,1.0,1.0,0.75,0.75,0.5882352941176471,0.1052631578947368,0.24,0.1515151515151515,0.0666666666666666,0.25,0.3333333333333333,0.7,0.1428571428571428,0.5,0.6451612903225806,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2422,1610612758,John Salmons,John Salmons,2422,SAC,4305.0,72.0,1.0,135,139,46.0,29.0,25.0,274,8.0,12.0,2.0,6.0,1.0,3.0,3.0,10.0,,1.0,,2.0,,,12.0,25.0,,3.0,7.0,31.0,134,2.0,4.0,8.0,,,3.0,11.0,2.0,22.0,,2.0,,2.0,,6.0,2.0,8.0,3.0,2.0,4.0,2.0,,2.0,,6.0,,1.0,8.0,11.0,,4.0,2.0,,,,11.0,46.0,1.0,0.0833333333333333,0.1,,,,,0.48,0.5,0.4285714285714285,0.5,0.4696969696969697,0.55,0.1071428571428571,23.35329341317365,0.6666666666666666,,0.04,0.064516129032258,0.032258064516129,0.1176470588235294,,,0.4285714285714285,0.6666666666666666,0.8,0.125,0.1071428571428571,0.3333333333333333,0.5,0.3571428571428571,0.3,0.3,,0.0357142857142857,,,,0.0714285714285714,,,,1.0,0.75,,,0.5357142857142857,,0.5013214285714286,0.6618999999999999,0.6042125,0.1290322580645161,0.1428571428571428,0.3548387096774194,8.24,27.7,0.3407407407407407,1.0,5.0,,11.0,4.0,2.0,,5.0,7.0,,,0.5,0.2,,0.25,4.0,,2.0,1.0,2.0,,,,3.0,,2.0,,,,0.12,0.1666666666666666,0.3333333333333333,0.125,,,2.0,4.0,2.0,1.0,5.0,4.0,,,,,,1.0,1.0,0.8333333333333334,,,,,,,1.0,,0.6666666666666666,0.1612903225806451,1.0,2.0,1.0,1.0,0.0833333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,1104.0,18.0,-16.0,37,37,10.0,8.0,7.0,74,2.0,5.0,1.0,2.0,,2.0,1.0,3.0,,,,,,,3.0,10.0,,,2.0,8.0,40,1.0,,4.0,,,,,2.0,4.0,,,,1.0,,2.0,1.0,3.0,,,,1.0,,,1.0,1.0,,,3.0,2.0,,1.0,,,,,,10.0,,0.3333333333333333,0.5,,,,,0.3,,0.3,,0.3636363636363636,,,27.272727272727277,,,0.0555555555555555,0.125,0.05,0.25,,,0.5,0.4,0.4,0.5,0.2,,,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,0.5,,,0.5,,0.47057,0.51,0.4669999999999999,0.0909090909090909,0.0909090909090909,,7.6,,0.2702702702702703,,1.0,,2.0,2.0,,,1.0,2.0,,,,0.2857142857142857,,0.2,1.0,,,,,,,,,,,,,,,,,0.5,,,1.0,,1.0,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,709.0,12.0,-4.0,26,27,9.0,12.0,5.0,53,,,,,,,1.0,2.0,,,,1.0,,,1.0,2.0,,1.0,,2.0,25,,1.0,1.0,,,,2.0,,2.0,,1.0,,,,,,,1.0,1.0,2.0,,,1.0,,2.0,,,,,,,,,,,2.0,9.0,,,,,,,,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,16.666666666666668,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.4528,0.6135,0.3158,,,1.0,21.5,25.0,0.3461538461538461,,1.0,,2.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201150,1610612758,Spencer Hawes,Spencer Hawes,201150,SAC,2844.0,47.0,17.0,99,99,61.0,48.0,12.0,198,1.0,2.0,,2.0,4.0,8.0,2.0,7.0,,,,,,,7.0,17.0,,,6.0,20.0,84,1.0,4.0,11.0,,,4.0,12.0,8.0,6.0,,,,2.0,7.0,10.0,2.0,12.0,,,3.0,3.0,,2.0,,6.0,1.0,4.0,3.0,6.0,,2.0,1.0,1.0,1.0,1.0,12.0,61.0,1.0,0.5714285714285714,0.5714285714285714,,,,,0.4117647058823529,0.3636363636363636,0.4117647058823529,0.3636363636363636,0.5,0.4615384615384615,,22.80701754385965,0.5,0.2,0.0606060606060606,0.2325581395348837,0.0465116279069767,,0.1538461538461538,0.2,0.1176470588235294,0.5,1.0,1.0,0.4705882352941176,0.5,0.5,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,0.1818181818181818,,,0.1176470588235294,,0.4023588235294117,,0.3963727272727272,0.1052631578947368,0.1052631578947368,0.6,13.500000000000002,,0.6161616161616161,1.0,2.0,,5.0,3.0,,1.0,5.0,8.0,,,,0.375,0.2857142857142857,0.4,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,0.0588235294117647,0.5,,0.3333333333333333,1.0,,,1.0,1.0,,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,0.1428571428571428,,,,0.25,,,0.5,0.1,1.0,1.0,1.0,,0.1111111111111111,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,2356.0,39.0,2.0,75,80,16.0,17.0,12.0,155,3.0,3.0,1.0,,,3.0,1.0,5.0,1.0,1.0,,1.0,,1.0,4.0,11.0,1.0,2.0,4.0,15.0,64,2.0,,,1.0,2.0,,3.0,6.0,2.0,3.0,1.0,,2.0,5.0,5.0,3.0,8.0,,,2.0,2.0,,1.0,,4.0,1.0,,4.0,4.0,,2.0,,,,,3.0,16.0,,0.75,1.0,1.0,0.5,0.5,0.5,0.3636363636363636,,0.4230769230769231,0.75,0.5,0.75,0.1538461538461538,21.11111111111111,0.5,0.2272727272727272,0.0666666666666666,0.1351351351351351,0.0526315789473684,0.1111111111111111,0.2,,0.2307692307692307,1.0,1.0,0.6666666666666666,0.2307692307692307,,,0.3846153846153846,0.2,0.2,1.0,0.0769230769230769,1.0,1.0,1.0,0.0769230769230769,,,,0.3333333333333333,,0.5,,0.3846153846153846,,0.4406692307692307,0.5358333333333333,0.4065,0.1333333333333333,0.1538461538461538,0.2,11.354545454545455,24.7,0.2133333333333333,,4.0,,8.0,,,1.0,1.0,2.0,1.0,,,,0.4444444444444444,,4.0,,2.0,,1.0,,1.0,,1.0,,,,,,0.0909090909090909,,0.3333333333333333,,,,1.0,,1.0,2.0,7.0,2.0,,,,,,0.5,0.8333333333333334,0.875,,,0.0714285714285714,,,,1.0,,,0.4666666666666667,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,,,True,,,,,,,,,,,,,,,,
