EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,LostBallSteals,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,AtRimAssists,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,OffensiveGoaltends,DefensiveGoaltends,on,Clear Path Fouls,BlockedLongMidRange,3SecondViolations,HeaveAttempts,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,1994.0,33,-2.0,64,63,24,13,11,127,6.0,9,1.0,4.0,2.0,3.0,1.0,4.0,7,13,1.0,15,73,2.0,6.0,1.0,5.0,3.0,4.0,6.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,6.0,7.0,13.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3,4,2.0,2.0,1.0,6.0,24,0.5714285714285714,0.6666666666666666,0.5384615384615384,0.3333333333333333,0.75,0.5384615384615384,0.3333333333333333,0.75,0.5357142857142857,0.35714285714285715,0.75,0.07692307692307693,0.1111111111111111,19.753086419753085,0.3333333333333333,0.1111111111111111,0.19047619047619047,0.5,0.2,0.20833333333333334,0.19444444444444445,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.25,0.16666666666666666,0.14285714285714285,0.5,0.6923076923076923,0.6666666666666666,0.75,0.6666666666666666,0.3076923076923077,0.25,0.25,0.6666666666666666,0.25,0.75,0.6666666666666666,0.6923076923076923,0.5579153846153846,0.5111749999999999,0.56615,0.07142857142857142,0.07142857142857142,0.3333333333333333,0.4,3.1923076923076925,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,3555.0,59,-14.0,120,119,53,44,12,239,1.0,1,,,,,1.0,5.0,5,13,4.0,17,121,,1.0,2.0,2.0,1.0,5.0,7.0,8.0,2.0,,1.0,2.0,4.0,2.0,10.0,2.0,1.0,1.0,9.0,,10.0,3.0,13.0,2.0,1.0,2.0,,2.0,,,5,3,1.0,5.0,2.0,7.0,53,0.8,0.8,0.38461538461538464,,0.2,0.34210526315789475,,0.3125,0.38095238095238093,0.5,0.3333333333333333,0.07692307692307693,,16.91176470588235,,0.21428571428571427,0.02564102564102564,0.07142857142857142,0.1,0.17857142857142858,0.05084745762711865,,,0.06666666666666667,0.2,0.08333333333333333,0.17647058823529413,,0.05263157894736842,1.0,1.0,1.0,0.2631578947368421,0.2,0.25,,,,,0.3684210526315789,0.4214921052631579,,0.41388125,0.09523809523809523,0.13333333333333333,0.11764705882352941,0.4117647058823529,13.392307692307694,0.44166666666666665,3.0,7.0,1.0,1.0,5.0,1.0,3.0,1.0,6.0,1.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3157894736842105,0.2,0.09090909090909091,0.38461538461538464,1.0,0.08333333333333333,0.3684210526315789,0.42857142857142855,0.42857142857142855,1.0,0.05263157894736842,0.2631578947368421,0.2,0.2,1.0,0.375,0.3333333333333333,0.2,25.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,6703.0,112,11.0,225,223,86,120,33,448,3.0,6,,1.0,1.0,3.0,3.0,9.0,6,19,15.0,66,250,,2.0,6.0,12.0,2.0,8.0,32.0,,12.0,,2.0,3.0,5.0,,12.0,1.0,3.0,5.0,11.0,1.0,17.0,5.0,22.0,5.0,4.0,2.0,1.0,7.0,2.0,3.0,9,12,,16.0,6.0,32.0,86,,,0.3157894736842105,,0.25,0.5543478260869565,0.5,0.625,0.6226415094339622,0.6666666666666666,0.6956521739130435,0.10526315789473684,,22.727272727272727,0.125,0.14864864864864866,0.04225352112676056,0.2,0.025,0.16161616161616163,0.036036036036036036,0.04,0.07692307692307693,,0.07692307692307693,0.2,0.10344827586206896,0.21052631578947367,0.13043478260869565,0.5,0.5,,0.1956521739130435,0.3333333333333333,0.42857142857142855,0.16666666666666666,,0.15,0.3333333333333333,0.717391304347826,0.49485,0.5446099999999999,0.48971,0.12,0.2608695652173913,0.18181818181818182,0.48484848484848486,8.878947368421054,0.38222222222222224,,4.0,10.0,9.0,17.0,7.0,11.0,13.0,27.0,7.0,12.0,7.0,39.0,17.0,9.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.48148148148148145,0.5833333333333334,0.48148148148148145,0.5869565217391305,0.2222222222222222,,0.15,0.16666666666666666,0.041666666666666664,0.08695652173913043,,,,0.21739130434782608,0.3695652173913043,0.5294117647058824,0.5294117647058824,1.0,0.55,0.6363636363636364,0.5294117647058824,24.47407407407408,4.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,0.5,0.037037037037037035,0.1,0.7142857142857143,0.1,0.4,0.4444444444444444,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,16565.0,276,-14.0,554,547,238,248,74,1101,8.0,14,,,5.0,8.0,4.0,11.0,31,65,27.0,140,627,2.0,3.0,,4.0,18.0,34.0,81.0,38.0,24.0,,4.0,11.0,16.0,5.0,37.0,1.0,,8.0,13.0,1.0,22.0,1.0,23.0,4.0,3.0,7.0,2.0,15.0,3.0,17.0,29,21,1.0,34.0,8.0,81.0,238,0.6129032258064516,0.6129032258064516,0.47692307692307695,0.6666666666666666,0.5294117647058824,0.5231481481481481,0.5,0.5454545454545454,0.5604838709677419,0.5,0.6044776119402985,0.06153846153846154,0.07142857142857142,21.3953488372093,0.045454545454545456,0.07262569832402235,,0.12307692307692308,0.01,0.0860655737704918,0.003861003861003861,,,,0.03125,0.12727272727272726,0.0625,0.1346153846153846,0.12962962962962962,0.5714285714285714,0.6153846153846154,0.5,0.10185185185185185,0.36363636363636365,0.4444444444444444,,,0.14545454545454545,0.625,0.5277777777777778,0.4645569444444445,0.3637666666666666,0.45487000000000005,0.0847457627118644,0.1095890410958904,0.02857142857142857,0.5785714285714286,12.901538461538461,0.4296028880866426,19.0,40.0,12.0,11.0,31.0,6.0,14.0,17.0,43.0,8.0,21.0,21.0,42.0,31.0,11.0,5.0,3.0,2.0,,1.0,,1.0,2.0,1.0,4.0,0.8235294117647058,0.3953488372093023,0.38095238095238093,0.3953488372093023,0.39814814814814814,0.18181818181818182,,0.03333333333333333,0.07692307692307693,,0.37037037037037035,0.475,0.48717948717948717,0.7894736842105263,0.1111111111111111,0.28703703703703703,0.3548387096774194,0.3793103448275862,0.8181818181818182,0.2545454545454545,0.42857142857142855,0.3548387096774194,24.697674418604652,6.0,,,7.0,,1.0,,1.0,3.0,6.0,,8.0,4.0,4.0,1.0,2.0,,6.0,5.0,,0.06976744186046512,0.08333333333333333,0.5333333333333333,,0.5,0.5454545454545454,0.8333333333333334,,,,0.25,,,0.12727272727272726,2.0,9.0,3.0,2.0,0.025,0.06451612903225806,0.2857142857142857,0.044444444444444446,,,,,,,,,,,,,,True,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,6261.0,104,-31.0,205,207,74,75,26,412,9.0,12,,1.0,4.0,4.0,5.0,9.0,18,35,14.0,50,239,,1.0,2.0,2.0,6.0,13.0,15.0,10.0,26.0,,,15.0,25.0,4.0,60.0,,,1.0,2.0,,3.0,,3.0,2.0,,3.0,,6.0,1.0,3.0,8,14,,17.0,8.0,15.0,74,0.2777777777777778,0.2777777777777778,0.5142857142857142,,0.46153846153846156,0.45,,0.3333333333333333,0.5208333333333334,0.25,0.375,,,22.97872340425532,,0.02857142857142857,,0.03571428571428571,,0.030612244897959183,,,,,,,,0.047619047619047616,0.3,0.75,0.75,0.4444444444444444,0.225,0.5555555555555556,0.5555555555555556,0.3333333333333333,,0.2222222222222222,1.0,0.425,0.45720125000000006,0.548875,0.45114166666666666,0.1702127659574468,0.19047619047619047,0.04,0.3,9.994285714285716,0.36097560975609755,4.0,14.0,1.0,,4.0,,4.0,,5.0,,5.0,3.0,,4.0,,10.0,7.0,3.0,,2.0,,,1.0,,2.0,,,,,0.125,,,0.07692307692307693,,,0.35,0.2857142857142857,0.2857142857142857,0.25,0.025,0.1,,,,0.2222222222222222,,,25.8,,,1.0,1.0,,1.0,,2.0,,10.0,,3.0,3.0,,,,1.0,1.0,1.0,,,,0.5,,,,,0.3333333333333333,,,0.3333333333333333,,,0.05555555555555555,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,
200788,1610612753,James Augustine,James Augustine,200788,ORL,2945.0,49,5.0,98,95,56,59,16,193,8.0,14,4.0,8.0,5.0,9.0,1.0,1.0,10,18,3.0,23,97,4.0,8.0,,8.0,6.0,11.0,13.0,12.0,8.0,8.0,1.0,1.0,2.0,,5.0,3.0,8.0,2.0,3.0,2.0,7.0,11.0,18.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,3,4,,5.0,3.0,13.0,56,0.6,1.0,0.5555555555555556,0.5,0.5454545454545454,0.5555555555555556,0.5,0.5454545454545454,0.575,0.5,0.5909090909090909,0.05555555555555555,0.07142857142857142,20.0,0.3333333333333333,0.1,0.21621621621621623,0.16666666666666666,0.1875,0.11904761904761904,0.20754716981132076,0.26666666666666666,0.1875,0.15384615384615385,0.3333333333333333,0.16666666666666666,,0.18181818181818182,0.7777777777777778,0.5714285714285714,0.6153846153846154,0.5,0.05555555555555555,1.0,1.0,1.0,0.5,0.8181818181818182,0.5555555555555556,0.7777777777777778,0.5315777777777779,0.6005666666666667,0.5631545454545455,0.15,0.15,0.34782608695652173,0.5652173913043478,3.4722222222222223,0.5714285714285714,1.0,3.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,0.16666666666666666,0.15384615384615385,,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,1.0,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,7329.0,122,19.0,244,236,94,94,27,480,9.0,12,2.0,2.0,5.0,5.0,1.0,5.0,13,25,13.0,69,269,2.0,2.0,,4.0,6.0,10.0,20.0,6.0,20.0,4.0,,12.0,17.0,5.0,39.0,,3.0,4.0,10.0,3.0,17.0,4.0,21.0,2.0,,7.0,2.0,15.0,5.0,5.0,11,11,1.0,14.0,7.0,20.0,94,0.23076923076923078,0.2727272727272727,0.52,1.0,0.6,0.56,0.5,0.4166666666666667,0.6160714285714286,0.5,0.47619047619047616,,,26.007326007326007,0.2727272727272727,0.12345679012345678,0.058823529411764705,0.15384615384615385,,0.1308411214953271,0.03125,0.0625,,,,0.1111111111111111,0.1724137931034483,0.2222222222222222,0.24,0.75,0.75,,0.1,0.2,0.2,0.5,1.0,0.2777777777777778,1.0,0.74,0.49613299999999994,0.5213,0.45871666666666666,0.12727272727272726,0.23333333333333334,0.057971014492753624,0.2898550724637681,7.82,0.38524590163934425,3.0,8.0,3.0,9.0,22.0,1.0,7.0,10.0,25.0,1.0,8.0,5.0,24.0,22.0,9.0,5.0,1.0,4.0,2.0,2.0,,,2.0,,2.0,0.8,0.4,0.125,0.4,0.5,,0.1,0.08,,0.07692307692307693,0.16,0.375,0.375,1.0,0.06,0.44,0.4090909090909091,0.4090909090909091,0.7777777777777778,0.3888888888888889,0.14285714285714285,0.4090909090909091,24.98,1.0,,1.0,1.0,,1.0,,2.0,,7.0,1.0,8.0,6.0,2.0,,,2.0,1.0,,,,,0.5333333333333333,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.25,,,0.05555555555555555,,6.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,True,,,,,,,,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,7859.0,131,-30.0,262,266,134,122,38,528,10.0,17,6.0,10.0,6.0,9.0,2.0,4.0,14,25,3.0,49,324,6.0,10.0,2.0,14.0,6.0,10.0,20.0,10.0,18.0,6.0,5.0,3.0,3.0,,6.0,2.0,8.0,3.0,5.0,1.0,9.0,10.0,19.0,2.0,1.0,3.0,,5.0,3.0,2.0,15,4,,7.0,4.0,20.0,134,0.35714285714285715,0.45454545454545453,0.56,0.6,0.6,0.48936170212765956,0.5,0.5,0.49,0.5384615384615384,0.5,0.2,0.23529411764705882,17.799352750809064,0.14285714285714285,0.06756756756756757,0.1,0.09375,0.04081632653061224,0.07547169811320754,0.07751937984496124,0.12,0.09090909090909091,0.06666666666666667,,0.07692307692307693,0.10714285714285714,0.07407407407407407,0.3617021276595745,0.5882352941176471,0.7692307692307693,0.5,0.0851063829787234,0.5,0.6666666666666666,0.8333333333333334,0.6,0.5,0.6666666666666666,0.8297872340425532,0.557068085106383,0.6215916666666667,0.5940333333333333,0.08,0.14285714285714285,0.2857142857142857,0.40816326530612246,3.8680000000000003,0.5114503816793893,2.0,4.0,17.0,1.0,5.0,,3.0,6.0,22.0,2.0,8.0,2.0,15.0,5.0,1.0,,,,2.0,1.0,,2.0,1.0,,7.0,0.8333333333333334,0.2727272727272727,0.25,0.2727272727272727,0.46808510638297873,0.25,0.09090909090909091,,0.2,0.09523809523809523,0.0851063829787234,0.5,0.5,,0.3617021276595745,0.10638297872340426,0.2,0.25,,0.16666666666666666,,0.2,24.036363636363628,5.0,,2.0,5.0,,,,2.0,1.0,2.0,,2.0,,2.0,,,1.0,,,,0.045454545454545456,,0.4,,0.29411764705882354,0.29411764705882354,1.0,0.16666666666666666,,,,,,0.2777777777777778,2.0,3.0,1.0,,,0.2,0.4,,1.0,,,,,,,,,,0.5,,,True,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,5399.0,90,-36.0,176,178,75,82,23,354,,3,,,,1.0,,3.0,1,12,2.0,16,196,,,,,,2.0,12.0,,2.0,,1.0,14.0,20.0,4.0,46.0,,,2.0,6.0,,8.0,,8.0,3.0,2.0,1.0,,4.0,2.0,2.0,7,4,1.0,4.0,1.0,12.0,75,,,0.08333333333333333,,,0.3333333333333333,,0.6,0.34782608695652173,,0.5454545454545454,0.08333333333333333,0.3333333333333333,13.106796116504855,,0.08695652173913043,,0.1,,0.0898876404494382,,,,,,0.05,0.16666666666666666,0.11764705882352941,0.14285714285714285,,,,0.14285714285714285,,,,,0.1,,0.5714285714285714,0.46996190476190475,,0.4962350000000001,0.045454545454545456,0.07692307692307693,,0.75,10.391666666666666,0.42613636363636365,1.0,6.0,1.0,4.0,8.0,4.0,7.0,4.0,9.0,4.0,8.0,,6.0,8.0,4.0,6.0,5.0,1.0,,1.0,,,1.0,,2.0,0.5,0.4444444444444444,0.5,0.4444444444444444,0.42857142857142855,,,0.04,,,0.2857142857142857,0.16666666666666666,0.16666666666666666,,0.047619047619047616,0.38095238095238093,0.5,0.5,0.5,0.7,0.5714285714285714,0.5,25.46666666666667,,,,1.0,,,,,,10.0,,3.0,2.0,1.0,,,,1.0,1.0,,,,0.75,,,,,,,,,,,0.1,,6.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,2967.0,49,26.0,104,94,34,36,13,198,4.0,5,2.0,3.0,,,,,5,7,2.0,21,113,2.0,3.0,,4.0,1.0,1.0,9.0,4.0,6.0,4.0,,1.0,3.0,,8.0,1.0,2.0,,3.0,,3.0,3.0,6.0,1.0,,1.0,,1.0,,1.0,5,4,1.0,3.0,1.0,9.0,34,0.4,0.6666666666666666,0.7142857142857143,0.6666666666666666,1.0,0.5277777777777778,0.5,0.6666666666666666,0.5526315789473685,0.5,0.6428571428571429,,,16.528925619834713,,0.125,0.08333333333333333,,0.045454545454545456,0.08108108108108109,0.06521739130434782,0.1111111111111111,0.14285714285714285,,0.2,0.16666666666666666,0.25,,0.2777777777777778,0.8,0.8,0.25,,,,0.75,0.6666666666666666,,,0.8888888888888888,0.5501361111111112,0.619,0.48220833333333335,0.05555555555555555,0.14285714285714285,0.19047619047619047,0.42857142857142855,6.485714285714286,0.3269230769230769,1.0,2.0,2.0,3.0,9.0,2.0,4.0,3.0,11.0,2.0,5.0,1.0,9.0,9.0,3.0,2.0,2.0,,1.0,1.0,,,,,3.0,1.0,0.2727272727272727,0.4,0.2727272727272727,0.6111111111111112,,,,,0.1,0.1111111111111111,0.5,0.5,1.0,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,24.836363636363636,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.25,,,0.16666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,
