EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LiveBallTurnovers,LostBallTurnovers,Turnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,HeaveAttempts,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PtsUnassisted3s,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,DefensiveGoaltends,3SecondViolations,on,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,1197.0,20,16,39,36,7.0,12,6.0,75,6.0,8.0,1.0,3.0,1.0,2.0,2.0,6.0,10.0,2.0,14.0,35.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,8.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,8.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,0.6666666666666666,0.8,0.6,0.25,0.5,0.6,0.25,0.5,0.6363636363636364,0.3,0.5,22.916666666666668,0.3333333333333333,0.16666666666666666,0.2,0.3333333333333333,0.2857142857142857,0.2,0.23529411764705882,0.2,0.3333333333333333,0.2,0.5,0.16666666666666666,0.25,0.3333333333333333,1.0,0.8,0.75,0.75,0.6666666666666666,0.2,0.75,0.3333333333333333,1.0,0.5,0.8,0.54867,0.5605500000000001,0.51865,0.18181818181818182,0.18181818181818182,0.21428571428571427,0.14285714285714285,1.83,0.1794871794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,693.0,12,7,23,22,16.0,15,2.0,45,,,,,,,,2.0,3.0,,4.0,15.0,,,,,1.0,1.0,2.0,4.0,,,1.0,1.0,,1.0,2.0,,,,3.0,,3.0,,3.0,,,,,,,,,,,,2.0,16.0,1.0,1.0,0.6666666666666666,,1.0,0.5,,0.5,0.5,,0.5,15.384615384615383,,0.3333333333333333,,,,0.25,,,,,,0.3333333333333333,,,,,,,,,,,,,0.25,0.368825,,0.35765,,,,0.5,19.433333333333334,0.6956521739130435,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,2945.0,49,5,98,95,56.0,59,16.0,193,2.0,3.0,,,2.0,3.0,3.0,8.0,17.0,5.0,39.0,97.0,1.0,1.0,,2.0,6.0,12.0,21.0,10.0,6.0,,5.0,6.0,3.0,2.0,13.0,,,3.0,2.0,,5.0,,5.0,1.0,3.0,3.0,,6.0,,2.0,,,,,21.0,56.0,0.625,0.625,0.47058823529411764,1.0,0.5,0.6296296296296297,1.0,0.5294117647058824,0.65,1.0,0.5526315789473685,25.833333333333336,,0.06666666666666667,,0.25,,0.11904761904761904,,,,,,,0.16666666666666666,0.2727272727272727,,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,,,0.17647058823529413,0.6666666666666666,0.48148148148148145,0.45607222222222227,0.4053,0.44778529411764706,0.06896551724137931,0.10526315789473684,0.05128205128205128,0.5384615384615384,13.735294117647058,0.5714285714285714,4.0,11.0,8.0,4.0,10.0,5.0,8.0,0.37037037037037035,0.09090909090909091,0.4074074074074074,0.36363636363636365,0.4,1.0,0.2962962962962963,0.23529411764705882,25.220000000000002,2.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,2.0,3.0,18.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.6,0.058823529411764705,0.09090909090909091,1.0,0.6666666666666666,0.6666666666666666,0.07407407407407407,1.0,1.0,1.0,0.5,0.5,1.0,0.058823529411764705,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200788,1610612753,James Augustine,James Augustine,200788,ORL,8928.0,149,9,296,291,143.0,154,43.0,587,14.0,23.0,5.0,10.0,9.0,14.0,4.0,18.0,34.0,4.0,40.0,294.0,5.0,10.0,,10.0,10.0,17.0,22.0,24.0,12.0,10.0,1.0,2.0,1.0,,5.0,4.0,11.0,3.0,8.0,3.0,14.0,16.0,30.0,10.0,18.0,8.0,,8.0,2.0,4.0,2.0,1.0,2.0,2.0,22.0,143.0,0.6666666666666666,0.9230769230769231,0.5294117647058824,0.5,0.5882352941176471,0.5294117647058824,0.5,0.5882352941176471,0.5405405405405406,0.5,0.6111111111111112,12.35632183908046,0.1875,0.08602150537634409,0.11578947368421053,0.11538461538461539,0.09090909090909091,0.09243697478991597,0.1079136690647482,0.14285714285714285,0.07692307692307693,0.09375,0.08333333333333333,0.14814814814814814,0.11538461538461539,0.09523809523809523,1.0,0.6764705882352942,0.6086956521739131,0.7,0.6428571428571429,0.11764705882352941,1.0,0.5,0.8235294117647058,0.6428571428571429,0.6764705882352942,0.5241382352941177,0.5674875,0.5422941176470588,0.1111111111111111,0.1111111111111111,0.25,0.55,4.844117647058824,0.4831081081081081,2.0,7.0,,,,,,,0.025,0.20588235294117646,0.2857142857142857,0.2857142857142857,1.0,,,,2.0,,,,,,,,,2.0,,,3.0,1.0,1.0,3.0,,6.0,3.0,1.0,1.0,,,,,0.08823529411764706,,0.5,0.5,0.5,,,,,,,,,,,,1.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,0.13043478260869565,0.09090909090909091,0.14285714285714285,0.2,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,3957.0,66,-3,135,136,75.0,78,18.0,271,3.0,6.0,,1.0,1.0,3.0,5.0,8.0,17.0,21.0,40.0,153.0,1.0,3.0,3.0,5.0,4.0,10.0,22.0,2.0,14.0,2.0,7.0,7.0,3.0,3.0,14.0,,3.0,1.0,2.0,1.0,4.0,4.0,8.0,3.0,5.0,14.0,,24.0,2.0,10.0,,,,,22.0,75.0,0.125,0.14285714285714285,0.47058823529411764,0.3333333333333333,0.4,0.36538461538461536,0.3333333333333333,0.3076923076923077,0.5405405405405406,0.5,0.55,26.923076923076923,0.1111111111111111,0.05555555555555555,0.07692307692307693,0.14285714285714285,,0.06976744186046512,0.057692307692307696,0.06666666666666667,0.07142857142857142,,,,,0.25,,0.23076923076923078,0.5,0.5,,0.19230769230769232,0.3333333333333333,,0.23076923076923078,0.3333333333333333,0.5769230769230769,0.48653399999999997,0.4777,0.4625958333333334,0.29411764705882354,0.4,0.125,0.55,9.264705882352942,0.5555555555555556,1.0,6.0,8.0,3.0,9.0,3.0,7.0,0.34615384615384615,0.14285714285714285,0.23076923076923078,0.16666666666666666,0.16666666666666666,,0.3076923076923077,0.23076923076923078,28.65555555555556,4.0,1.0,1.0,,,,,1.0,,14.0,3.0,,,,,3.0,3.0,5.0,,3.0,3.0,1.0,0.1111111111111111,,0.125,,,0.6,0.8,0.8,0.038461538461538464,1.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,,2.0,,0.2,0.1,,0.06666666666666667,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,5407.0,90,-1,175,175,74.0,92,21.0,350,4.0,9.0,,1.0,2.0,4.0,7.0,13.0,29.0,12.0,38.0,178.0,1.0,3.0,,2.0,3.0,11.0,12.0,14.0,12.0,,7.0,12.0,5.0,2.0,29.0,,3.0,1.0,3.0,2.0,6.0,3.0,9.0,1.0,4.0,10.0,2.0,13.0,,3.0,,,,,12.0,74.0,0.5384615384615384,0.5384615384615384,0.4482758620689655,0.3333333333333333,0.2727272727272727,0.3611111111111111,0.2,0.2,0.43902439024390244,0.2,0.3333333333333333,22.38805970149254,0.2222222222222222,0.057692307692307696,0.05357142857142857,0.07692307692307693,,0.06153846153846154,0.04,0.058823529411764705,,,,,0.1,0.1111111111111111,,0.25,0.4444444444444444,0.5714285714285714,0.75,0.19444444444444445,0.2,,0.26666666666666666,0.5,0.4444444444444444,0.44736527777777774,0.51325,0.4335133333333333,0.07692307692307693,0.09375,0.05263157894736842,0.3157894736842105,10.682758620689654,0.4228571428571429,5.0,13.0,5.0,3.0,7.0,4.0,5.0,0.19444444444444445,0.05263157894736842,0.3611111111111111,0.38461538461538464,0.38461538461538464,0.6,0.1388888888888889,0.2,25.014285714285716,4.0,,2.0,,1.0,,,,,6.0,,,2.0,5.0,2.0,3.0,1.0,5.0,,2.0,1.0,,,,,0.06896551724137931,,0.6,0.5714285714285714,0.5714285714285714,0.05555555555555555,,,,,,,0.06666666666666667,,,,,,4.0,,4.0,2.0,2.0,,,3.0,,,1.0,0.2222222222222222,,0.13333333333333333,,,0.25,,,,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,0.2,0.2,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,2724.0,45,20,90,87,35.0,41,11.0,177,2.0,3.0,1.0,2.0,,,1.0,3.0,5.0,3.0,12.0,81.0,1.0,2.0,,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,,12.0,,2.0,,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,,6.0,,1.0,,,,,4.0,35.0,0.3333333333333333,0.5,0.6,0.5,1.0,0.3,0.5,0.2,0.3333333333333333,0.5,0.2857142857142857,18.095238095238095,0.2,0.030303030303030304,0.09523809523809523,,,0.023809523809523808,0.05,0.1111111111111111,0.125,,,,,,,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,1.0,0.5,,,0.8666666666666667,0.5506933333333333,0.619,0.5303199999999999,0.0625,0.16666666666666666,0.16666666666666666,0.3333333333333333,6.659999999999999,0.3888888888888889,,1.0,8.0,3.0,10.0,4.0,8.0,0.6666666666666666,0.06666666666666667,0.06666666666666667,,,,0.5333333333333333,0.6,24.98,1.0,,2.0,,1.0,1.0,,1.0,,2.0,3.0,1.0,,2.0,2.0,,,1.0,,2.0,2.0,1.0,0.1,,0.1,,,,1.0,1.0,0.13333333333333333,,,,0.125,0.125,1.0,0.2,,,0.125,,1.0,3.0,,3.0,,1.0,,,,,,1.0,,,,,0.1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,4418.0,74,14,151,148,71.0,79,20.0,299,3.0,4.0,,,2.0,2.0,1.0,3.0,7.0,9.0,21.0,137.0,,,,,2.0,4.0,8.0,,6.0,,13.0,16.0,10.0,1.0,35.0,,,2.0,9.0,1.0,12.0,,12.0,1.0,4.0,9.0,2.0,10.0,,3.0,,,,,8.0,71.0,,,0.42857142857142855,,0.5,0.35294117647058826,,0.18181818181818182,0.4772727272727273,,0.3076923076923077,17.142857142857142,0.1111111111111111,0.19148936170212766,,0.11764705882352941,,0.171875,,,,,,0.29411764705882354,0.18181818181818182,0.125,,0.23529411764705882,0.75,0.75,,0.058823529411764705,,,0.18181818181818182,1.0,0.8235294117647058,0.4778117647058823,,0.4837636363636364,0.15,0.3,,0.38095238095238093,6.1000000000000005,0.47019867549668876,,2.0,7.0,5.0,10.0,7.0,7.0,0.5882352941176471,0.10526315789473684,0.11764705882352941,,,,0.4117647058823529,0.45454545454545453,25.21,,1.0,3.0,,2.0,1.0,,2.0,,4.0,,1.0,,3.0,2.0,5.0,,8.0,,2.0,2.0,,0.2,,0.2,,,0.625,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.14285714285714285,,0.18181818181818182,,,0.14285714285714285,,,3.0,1.0,2.0,5.0,3.0,,1.0,4.0,,,2.0,,,,,,,,2.0,1.0,,,,,1.0,,1.0,,,,6.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,2399.0,40,-11,76,79,45.0,47,17.0,155,4.0,6.0,1.0,1.0,3.0,5.0,4.0,6.0,12.0,2.0,14.0,77.0,2.0,3.0,2.0,6.0,4.0,9.0,10.0,10.0,2.0,2.0,1.0,1.0,,,2.0,,5.0,1.0,10.0,2.0,13.0,6.0,19.0,3.0,4.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,,10.0,45.0,0.8333333333333334,1.0,0.5,0.6666666666666666,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.5,0.75,0.45454545454545453,16.666666666666668,0.6666666666666666,0.4166666666666667,0.15151515151515152,0.125,,0.34375,0.11363636363636363,0.14285714285714285,0.23076923076923078,,,0.5,0.375,,,0.5,0.6666666666666666,0.8,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.6,0.5,0.4638416666666667,0.39590000000000003,0.465311111111111,0.07692307692307693,0.07692307692307693,0.42857142857142855,0.7142857142857143,5.083333333333333,0.5921052631578947,,2.0,,,,,,,0.375,0.16666666666666666,,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,1.0,,2.0,,1.0,1.0,,,,,0.16666666666666666,,0.5,0.5,0.6666666666666666,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,0.16666666666666666,0.2,,0.5,0.25,0.5,,1.0,,,,,,,,,,,,,0.25,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,2203.0,37,-10,73,72,19.0,16,8.0,145,,,,,,,2.0,3.0,7.0,3.0,12.0,72.0,1.0,2.0,,2.0,,1.0,,,6.0,,2.0,2.0,2.0,,4.0,1.0,,2.0,5.0,,7.0,1.0,8.0,,2.0,2.0,,4.0,,,1.0,1.0,1.0,1.0,,19.0,,,0.42857142857142855,0.5,,0.34615384615384615,0.5,,0.42857142857142855,0.5,,23.456790123456788,,0.1724137931034483,,0.2857142857142857,0.0625,0.19444444444444445,0.029411764705882353,,,,0.25,0.16666666666666666,0.25,0.4,1.0,,,,,0.15384615384615385,,,,,0.46153846153846156,0.46965,0.3726,0.5268625,0.07142857142857142,,0.16666666666666666,,13.685714285714287,0.2602739726027397,2.0,5.0,5.0,3.0,6.0,3.0,5.0,0.46153846153846156,0.15789473684210525,0.38461538461538464,0.4,0.4,,0.38461538461538464,0.75,25.28333333333333,1.0,,1.0,,,1.0,,1.0,,,3.0,1.0,,,,3.0,1.0,5.0,,,,1.0,0.16666666666666666,,0.16666666666666666,,,0.6,0.5,0.5,0.07692307692307693,,,,0.2,0.2,1.0,,,,0.2,,,1.0,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,0.14285714285714285,,,,,,,True,,,,,,,,,,,,,,,,
