EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg2aBlocked,ShortMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,DefensiveGoaltends,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,Travels,on,FTOffRebounds,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,274.0,5,-5.0,13,12,9.0,7,1.0,25,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,15,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,0.625,0.625,28.57142857142857,0.25,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5645,0.5645,0.6666666666666666,0.6666666666666666,1.0,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,2259.0,38,3.0,81,77,28.0,28,13.0,158,3.0,4.0,1.0,1.0,5.0,10.0,2.0,12.0,75,1.0,1.0,,2.0,4.0,6.0,9.0,13.0,2.0,2.0,1.0,,6.0,6.0,6.0,3.0,2.0,28.0,,0.5,1.0,0.5,1.0,0.5454545454545454,1.0,15.053763440860214,0.16216216216216217,0.13333333333333333,0.16666666666666666,0.5,0.4,0.75,0.75,1.0,1.0,0.4,0.49573,0.5682,0.09090909090909091,0.09090909090909091,0.16666666666666666,0.345679012345679,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,8.0,6.0,4.0,1.0,3.0,4.0,3.0,1.0,11.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,0.6,1.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.15789473684210525,0.05555555555555555,0.10810810810810811,0.4,0.14285714285714285,0.5,0.14285714285714285,0.2,0.2,0.3333333333333333,0.2,0.4,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.5262,0.6666666666666666,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,2705.0,45,,103,99,22.0,26,10.0,202,6.0,8.0,,,6.0,9.0,1.0,22.0,92,,,,,2.0,5.0,6.0,6.0,1.0,1.0,1.0,,,,,,,22.0,,0.6666666666666666,,0.5526315789473685,,0.5789473684210527,,19.642857142857142,0.125,0.12,0.058823529411764705,,0.42105263157894735,0.75,0.75,,,0.9473684210526315,0.5624236842105264,0.461325,0.05263157894736842,0.1111111111111111,,0.21359223300970873,,,,,1.0,,,,3.0,10.0,,5.0,1.0,6.0,,3.0,13.0,,,,,,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0,0.8333333333333334,0.8333333333333334,,1.5,1.5,0.6666666666666666,,,,,,,,0.125,0.2857142857142857,,0.8333333333333334,,0.05263157894736842,,,,,,,,0.13636363636363635,2.4444444444444446,3.0,10.0,1.0,1.0,2.0,3.0,10.0,1.0,1.0,2.0,9.0,10.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,0.3,1.0,0.3,0.5263157894736842,0.1,0.3333333333333333,0.5263157894736842,0.3,0.3,1.0,1.0,1.0,1.0,1.0,0.3,26.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201207,1610612747,Coby Karl,Coby Karl,201207,LAL,4231.0,71,8.0,156,151,46.0,59,17.0,307,3.0,5.0,1.0,1.0,5.0,13.0,8.0,30.0,146,2.0,5.0,4.0,11.0,4.0,7.0,11.0,14.0,9.0,10.0,5.0,,2.0,1.0,2.0,1.0,11.0,46.0,,0.38461538461538464,0.4,0.4230769230769231,0.5,0.48333333333333334,0.5555555555555556,20.348837209302324,0.1044776119402985,0.13253012048192772,0.16666666666666666,0.5,0.19230769230769232,0.6,1.0,0.14285714285714285,1.0,0.6923076923076923,0.5013557692307692,0.4538285714285714,0.16666666666666666,0.29411764705882354,0.36666666666666664,0.2948717948717949,,,5.0,,3.0,,,,,6.0,,8.0,1.0,9.0,,5.0,19.0,1.0,2.0,,3.0,1.0,3.0,1.0,2.0,2.0,,5.0,1.0,1.0,4.0,0.6,0.6,,,,0.6,,0.06060606060606061,0.03571428571428571,0.04918032786885246,,0.07142857142857142,,0.08,,0.07142857142857142,1.0,0.19230769230769232,0.11538461538461539,,,,,,,,,7.315384615384617,3.0,11.0,,,1.0,4.0,13.0,,,2.0,12.0,11.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,,1.0,2.0,1.0,0.3076923076923077,,0.3076923076923077,0.5,0.25,0.16666666666666666,0.4230769230769231,0.2727272727272727,0.2727272727272727,1.0,,,,0.14285714285714285,0.2727272727272727,25.361538461538455,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.23076923076923078,0.4,0.2,0.1111111111111111,0.04,0.3,0.4,0.5,0.07692307692307693,0.5,0.5,1.0,0.14285714285714285,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,1870.0,31,,68,64,15.0,32,6.0,132,,1.0,,1.0,2.0,4.0,3.0,10.0,71,,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,,1.0,15.0,1.0,0.5,,0.5833333333333334,,0.5555555555555556,0.25,12.162162162162163,0.1111111111111111,0.09375,,,0.16666666666666666,,,1.0,,0.5,0.5078833333333334,0.7488,0.25,0.3333333333333333,0.1,0.22058823529411764,,,1.0,1.0,2.0,,,,,,,7.0,1.0,8.0,1.0,4.0,17.0,1.0,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,0.0625,0.037037037037037035,,,,,0.5,,,0.16666666666666666,0.3333333333333333,0.5,0.5,,,,,,,11.075,,1.0,,,,1.0,2.0,,,,3.0,1.0,,,2.0,,1.0,1.0,,,,,1.0,0.5,,0.5,0.3333333333333333,,,0.16666666666666666,,,,,,,,,24.4,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,0.06666666666666667,,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,400.0,7,6.0,14,13,8.0,12,1.0,27,,,,,1.0,1.0,,2.0,12,,,,,,,,,,,,,,,,,,8.0,,1.0,,0.3333333333333333,,0.3333333333333333,,20.0,,,,,,,,,,0.6666666666666666,0.5059166666666667,0.52305,,,,0.5714285714285714,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,20.2,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,,,1.0,,1.0,,,2.0,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,1.0,,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,738.0,12,-5.0,30,28,11.0,5,4.0,58,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,27,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,11.0,,0.3333333333333333,,0.2,,0.25,0.16666666666666666,18.18181818181818,0.2,0.14285714285714285,,,0.4,0.5,0.5,0.5,,0.8,0.50826,0.5428000000000001,0.16666666666666666,0.25,0.3333333333333333,0.36666666666666664,,,,,1.0,,,,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,0.25,1.0,,,,0.2,,,,,,,0.4509,,6.5,,2.0,,1.0,1.0,,2.0,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,1.0,,,,,0.4,,,0.4,,,,1.0,,,0.5,,27.15,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,1391.0,23,-1.0,49,48,17.0,23,9.0,97,2.0,2.0,1.0,1.0,5.0,6.0,,19.0,49,2.0,2.0,,7.0,,2.0,2.0,3.0,,,,,,,,,7.0,17.0,,0.8333333333333334,1.0,0.7307692307692307,1.1666666666666667,0.7307692307692307,1.1666666666666667,26.315789473684212,0.09523809523809523,0.08,0.2,,0.15384615384615385,1.0,1.0,0.3333333333333333,1.0,0.6923076923076923,0.4866653846153846,0.4611,,,0.3684210526315789,0.3469387755102041,,,,3.0,4.0,1.0,1.0,,8.0,10.0,,1.0,1.0,2.0,1.0,,5.0,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.5,,,0.125,0.041666666666666664,,,,,,,1.0,,0.3076923076923077,0.75,0.75,1.0,,,,0.5112,0.42105263157894735,12.383333333333333,3.0,7.0,2.0,2.0,1.0,3.0,7.0,2.0,2.0,1.0,9.0,7.0,3.0,,,,,,,,,,1.0,0.42857142857142855,1.0,0.42857142857142855,0.5384615384615384,,,0.5384615384615384,0.42857142857142855,0.42857142857142855,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.42857142857142855,25.485714285714284,,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,0.14285714285714285,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,431.0,7,10.0,14,13,1.0,7,1.0,27,3.0,3.0,1.0,1.0,3.0,4.0,1.0,7.0,11,1.0,1.0,1.0,3.0,,1.0,3.0,3.0,3.0,3.0,2.0,,,,,,3.0,1.0,,0.75,1.0,0.6,1.0,0.5833333333333334,1.5,40.0,0.25,0.5,,,0.6,1.0,1.0,1.0,1.0,0.8,0.477,0.6537,0.3333333333333333,0.4,0.42857142857142855,0.07142857142857142,,,,,1.0,,,,,6.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,0.2,,,,,,,,,5.3,,1.0,,,,,1.0,,,,,1.0,,1.0,,2.0,,,,,1.0,,,,,,0.2,1.0,1.0,0.2,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201159,1610612747,Javaris Crittenton,Javaris Crittenton,201159,LAL,1311.0,22,6.0,52,52,25.0,21,4.0,104,4.0,4.0,2.0,2.0,4.0,4.0,3.0,11.0,42,2.0,2.0,,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,,,,,,4.0,25.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.6666666666666666,12.499999999999998,0.07692307692307693,0.06060606060606061,0.1,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6608583333333333,0.6109833333333333,0.42857142857142855,0.6,0.36363636363636365,0.4807692307692308,,,,,,,,,,4.0,,1.0,1.0,2.0,1.0,1.0,5.0,1.0,,,1.0,,,,,,,,,,,0.5,0.5,,,,,,,0.14285714285714285,0.058823529411764705,,,,,0.25,,0.5,,,,,,,,,,,,,2.0,,,1.0,,2.0,,,1.0,,2.0,,,,,1.0,1.0,,,2.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,0.3333333333333333,,26.1,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
