EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PtsUnassisted3s,SelfOReb,LostBallSteals,LostBallTurnovers,SelfORebPct,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceShotQualityAvg,Corner3Assists,BadPassOutOfBoundsTurnovers,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,Travels,Loose Ball Fouls,Offensive Fouls Drawn,LongMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceFtPoints,OffensiveGoaltends,SecondChanceArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,OffCorner3ReboundPct,on,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,OffFTReboundPct,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,3607.0,60,120,119,40.0,35.0,15.0,239,8.0,10.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,11.0,2.0,8.0,9.0,12.0,5.0,15.0,4.0,37.0,125,1.0,1.0,2.0,3.0,3.0,2.0,8.0,2.0,14.0,14.0,4.0,15.0,11.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,12.0,3.0,3.0,6.0,3.0,12.0,3.0,15.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,9.0,3.0,8.0,1.0,5.0,1.0,3.0,14.0,40.0,0.7777777777777778,0.7777777777777778,1.0,0.3333333333333333,0.25,0.3333333333333333,0.75,1.0,1.0,0.6111111111111112,1.0,0.5454545454545454,0.6379310344827587,1.0,0.5833333333333334,0.5555555555555556,0.0833333333333333,0.1,24.26470588235294,0.25,0.4285714285714285,0.1578947368421052,0.125,0.2727272727272727,0.1836734693877551,0.0666666666666666,0.1538461538461538,0.1428571428571428,0.2142857142857142,0.1666666666666666,0.2222222222222222,0.5,0.3703703703703703,0.8,0.8888888888888888,0.75,0.074074074074074,0.5,0.5,1.0,0.1481481481481481,0.25,0.25,1.0,0.4074074074074074,0.3636363636363636,0.3636363636363636,1.0,1.0,1.0,1.0,0.2727272727272727,1.0,0.7272727272727273,0.25,0.925925925925926,0.3636363636363636,0.5789148148148149,0.5556318181818182,0.1034482758620689,0.2142857142857142,0.054054054054054,0.3783783783783784,3.1916666666666664,25.14,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101144,1610612743,Von Wafer,Von Wafer,101144,DEN,1353.0,23,49,51,39.0,38.0,5.0,100,,1.0,,,,1.0,2.0,4.0,,,1.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,1.0,8.0,62,,,,1.0,4.0,1.0,4.0,1.0,6.0,2.0,2.0,,5.0,1.0,,2.0,,2.0,,1.0,1.0,4.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,2.0,2.0,,2.0,,3.0,1.0,2.0,6.0,39.0,0.5,0.5,,0.2,0.25,0.2,0.4,,0.25,0.35,,0.3125,0.3636363636363636,,0.3333333333333333,0.5,,,22.22222222222222,1.0,,0.0909090909090909,0.1666666666666666,,0.0588235294117647,0.0526315789473684,0.5,,,0.2,,,0.1,,,,0.4,0.5,0.5,0.5,,,,,0.5,0.2,0.2,,,,,0.125,,0.5,0.25,0.6,0.2,0.44253,0.44500625,0.1818181818181818,0.3333333333333333,,0.75,15.64,26.4,0.7959183673469388,-15.0,3.0,1.0,1.0,1.0,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
200784,1610612743,Bobby Jones,Bobby Jones,200784,DEN,2941.0,49,104,104,52.0,47.0,12.0,208,4.0,9.0,1.0,2.0,1.0,2.0,,,,2.0,,1.0,,1.0,4.0,9.0,,3.0,8.0,16.0,96,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,4.0,6.0,2.0,,1.0,,1.0,,,,,,,,2.0,2.0,5.0,1.0,8.0,3.0,11.0,1.0,,2.0,,2.0,4.0,,1.0,3.0,7.0,1.0,5.0,,10.0,,3.0,4.0,52.0,0.75,1.0,,,,,0.4444444444444444,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.4705882352941176,0.5,0.5,0.25,0.1111111111111111,0.1111111111111111,17.94871794871795,0.5,0.5,0.1923076923076923,0.0869565217391304,0.125,0.1666666666666666,0.0666666666666666,0.0909090909090909,,0.3333333333333333,0.0833333333333333,0.1428571428571428,,0.75,0.4444444444444444,0.5,0.75,,,,,0.1666666666666666,,,,0.0833333333333333,,,,1.0,0.5,,0.6666666666666666,0.5,0.3333333333333333,,1.0,,0.6345041666666668,0.5911666666666667,0.2,0.25,0.125,0.25,,25.5,0.5,,,,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,0.0454545454545454,0.5,0.0526315789473684,0.2727272727272727,0.60685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,1235.0,21,43,42,35.0,29.0,6.0,85,1.0,1.0,,,1.0,1.0,1.0,1.0,,,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,14.0,48,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,9.0,2.0,2.0,9.0,4.0,3.0,,2.0,5.0,7.0,4.0,1.0,1.0,19.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,2.0,1.0,2.0,,1.0,9.0,35.0,0.5,0.5,1.0,0.75,0.6666666666666666,0.75,1.0,1.0,1.0,1.0833333333333333,1.0,1.0,1.0,1.0,0.9,0.6666666666666666,,,18.367346938775512,0.5,,,,,,0.0526315789473684,,,,,,,0.1666666666666666,1.0,1.0,,0.1666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,0.75,0.75,1.0,,,,0.25,1.0,0.75,0.6666666666666666,0.8333333333333334,0.75,0.4981916666666667,0.5265375,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.6428571428571429,9.85,26.05,0.813953488372093,3.0,,,,,,,1.0,,,,,0.0833333333333333,,0.1,,0.34,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2366,1610612743,Mike Wilks,Mike Wilks,2366,DEN,7292.0,122,243,247,99.0,97.0,28.0,490,1.0,4.0,,,1.0,1.0,6.0,13.0,1.0,2.0,1.0,3.0,1.0,2.0,8.0,18.0,2.0,5.0,2.0,24.0,246,1.0,1.0,2.0,6.0,8.0,2.0,3.0,2.0,20.0,12.0,4.0,6.0,3.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,1.0,15.0,3.0,1.0,7.0,,8.0,4.0,12.0,5.0,3.0,4.0,3.0,1.0,5.0,,2.0,3.0,9.0,,4.0,,2.0,,1.0,20.0,99.0,0.75,0.8571428571428571,1.0,0.4,0.6666666666666666,0.4,0.4444444444444444,1.0,0.75,0.4782608695652174,1.0,0.8181818181818182,0.5,1.0,0.8333333333333334,0.217391304347826,0.1666666666666666,0.25,10.622710622710622,0.8,,0.0933333333333333,0.0483870967741935,0.0303030303030303,0.074074074074074,0.0392156862745098,0.04,0.0384615384615384,0.1538461538461538,0.032258064516129,0.0384615384615384,,0.1739130434782608,0.25,0.3333333333333333,,0.5652173913043478,0.4615384615384615,0.5454545454545454,1.0,0.0869565217391304,0.5,0.5,1.0,0.1304347826086956,0.3333333333333333,0.3333333333333333,1.0,,,,0.0909090909090909,1.0,0.1818181818181818,0.5,0.391304347826087,0.3333333333333333,0.4799108695652173,0.4921136363636364,0.0416666666666666,0.0526315789473684,0.0833333333333333,0.8333333333333334,14.544444444444444,24.74,0.4074074074074074,1.0,,,2.0,1.0,,2.0,1.0,,,2.0,,0.025,0.0909090909090909,0.03125,0.1111111111111111,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1538461538461538,0.0434782608695652,1.0,1.0,0.0909090909090909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,88.0,1,4,5,4.0,5.0,,9,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,25.0,,1.0,1.0,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,2204.0,37,75,78,20.0,27.0,8.0,153,2.0,3.0,1.0,1.0,,,1.0,2.0,,1.0,,6.0,,,3.0,7.0,,7.0,6.0,12.0,75,1.0,2.0,2.0,,1.0,,1.0,4.0,4.0,,6.0,,6.0,,,6.0,,6.0,,6.0,,12.0,1.0,,1.0,,1.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,5.0,,1.0,2.0,3.0,,5.0,,7.0,,3.0,4.0,20.0,,,,,,,0.4285714285714285,0.5,,0.2142857142857142,0.3333333333333333,,0.3235294117647059,0.3333333333333333,0.5,0.5,,,26.19047619047619,0.6,,0.0588235294117647,0.0555555555555555,,0.0357142857142857,0.0294117647058823,0.125,,,0.1,,,0.2142857142857142,0.6666666666666666,0.6666666666666666,,0.1428571428571428,0.5,0.5,,0.0714285714285714,,,,0.4285714285714285,,,,0.3333333333333333,1.0,,,,,,0.7142857142857143,,0.5002178571428572,0.5046,0.1764705882352941,0.3,0.1666666666666666,0.3333333333333333,6.628571428571428,26.02857142857143,0.2666666666666666,-9.0,,,1.0,1.0,,2.0,,,,,,,,,,0.5416333333333334,,,,2.0,,1.0,,1.0,,,,0.1428571428571428,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,3390.0,56,108,106,21.0,25.0,12.0,214,5.0,7.0,1.0,2.0,1.0,3.0,,1.0,,,1.0,4.0,,1.0,5.0,8.0,1.0,4.0,1.0,14.0,97,1.0,2.0,3.0,1.0,4.0,,1.0,,2.0,10.0,,3.0,4.0,1.0,,,,,,,,,,2.0,3.0,,5.0,,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,,5.0,8.0,,3.0,,1.0,1.0,1.0,2.0,21.0,1.0,1.0,1.0,0.25,,0.25,0.625,0.5,0.25,0.5416666666666666,0.3333333333333333,0.2,0.5833333333333334,0.5,0.2,0.3333333333333333,,,12.295081967213116,0.3333333333333333,,0.09375,,0.1333333333333333,0.1063829787234042,,,,,0.0714285714285714,0.1666666666666666,,0.5833333333333334,0.7142857142857143,0.7142857142857143,1.0,0.0833333333333333,,,,,,,,0.3333333333333333,0.25,0.25,1.0,0.6666666666666666,0.5,1.0,0.6,0.3333333333333333,0.2,,0.9166666666666666,0.25,0.5573708333333334,0.53986,0.0833333333333333,0.125,0.2142857142857142,0.1428571428571428,2.7,25.075,0.1944444444444444,10.0,,,1.0,,,,,,,1.0,,,,,0.3333333333333333,0.5521333333333334,,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,1835.0,31,60,64,20.0,21.0,8.0,124,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,5.0,,1.0,,4.0,67,1.0,1.0,2.0,2.0,2.0,,1.0,,4.0,4.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,1.0,2.0,5.0,,7.0,1.0,8.0,1.0,1.0,1.0,,,1.0,,,3.0,5.0,,,,,,,4.0,20.0,1.0,1.0,,,,,0.4,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.1666666666666666,,,10.294117647058822,1.0,,0.2777777777777778,0.0434782608695652,0.2222222222222222,0.2592592592592592,0.0333333333333333,,,0.2857142857142857,0.25,0.125,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,0.1666666666666666,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.5,,0.4062416666666666,0.4033833333333333,,,0.5,1.0,6.22,28.4,0.3333333333333333,-7.0,,,,1.0,,,,,,1.0,,,0.1666666666666666,,0.3333333333333333,0.6721,,,1.0,3.0,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,4394.0,73,144,143,56.0,52.0,18.0,287,6.0,10.0,1.0,2.0,4.0,6.0,5.0,12.0,,,4.0,9.0,1.0,3.0,13.0,29.0,4.0,9.0,12.0,50.0,147,1.0,2.0,5.0,5.0,11.0,1.0,3.0,4.0,17.0,12.0,14.0,9.0,9.0,4.0,3.0,8.0,1.0,9.0,,4.0,3.0,19.0,1.0,1.0,3.0,,4.0,2.0,6.0,1.0,1.0,5.0,1.0,5.0,10.0,2.0,4.0,3.0,9.0,1.0,10.0,,15.0,1.0,6.0,17.0,56.0,0.4615384615384615,0.4615384615384615,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4482758620689655,0.5,0.4545454545454545,0.5,0.625,0.4642857142857143,0.5465116279069767,0.625,0.4705882352941176,0.2368421052631578,0.1034482758620689,0.3,32.515337423312886,0.5,,0.0612244897959183,0.0217391304347826,0.05,0.0579710144927536,0.0317460317460317,,0.05,0.0476190476190476,0.0526315789473684,0.0666666666666666,,0.2631578947368421,0.6,0.8571428571428571,0.8333333333333334,0.3157894736842105,0.4166666666666667,0.4166666666666667,0.2,,,,,0.2368421052631578,0.4444444444444444,0.4444444444444444,0.75,0.5,0.5,1.0,0.4285714285714285,0.6666666666666666,0.2142857142857142,0.3333333333333333,0.5,0.4444444444444444,0.4866473684210526,0.5046678571428571,0.1627906976744186,0.1764705882352941,0.1,0.34,10.13103448275862,24.97777777777777,0.3888888888888889,3.0,3.0,1.0,,4.0,0.0555555555555555,,1.0,,,3.0,,0.0588235294117647,,0.0714285714285714,0.1111111111111111,0.5780500000000001,1.0,2.0,2.0,7.0,,,1.0,1.0,,1.0,,0.1842105263157894,0.2857142857142857,0.2857142857142857,,,,2.0,3.0,2.0,,2.0,,,,2.0,,,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.1111111111111111,,,True,,,,,,,,,,,,,,,
