EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,HeaveAttempts,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,BadPassSteals,Offensive Fouls Drawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,Fg2aBlocked,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,NonHeaveArc3FGA,ShortMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefFTReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,OffShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,Fg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,3SecondViolations,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3
101110,1610612757,Martell Webster,Martell Webster,101110,POR,1007.0,17,10,33,33,15.0,15,6.0,66,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,7.0,3.0,9.0,24.0,1.0,3.0,5.0,1.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,7.0,15.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5,0.5833333333333334,23.076923076923077,0.16666666666666666,0.0625,0.14285714285714285,0.05263157894736842,0.125,1.0,0.125,0.25,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,1.0,1.0,0.5714285714285714,0.4,1.0,0.2857142857142857,0.44865714285714287,0.4022,0.48256000000000004,0.125,0.125,0.7777777777777778,12.071428571428571,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101112,1610612757,Channing Frye,Channing Frye,101112,POR,909.0,15,11,31,32,18.0,13,3.0,63,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,10.0,20.0,,2.0,2.0,,4.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,,1.0,,1.0,1.0,2.0,2.0,1.0,,4.0,18.0,,,0.5,0.5,0.8,1.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,20.588235294117645,0.3,0.125,0.26666666666666666,0.08333333333333333,,0.5,0.2,,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.41859999999999997,,0.48185,0.14285714285714285,0.16666666666666666,0.4,13.960000000000003,0.5806451612903226,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.2,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1610612757,Raef LaFrentz,Raef LaFrentz,1711,POR,962.0,16,10,33,34,7.0,25,5.0,67,1.0,2.0,,,,,2.0,1.0,4.0,1.0,3.0,22.0,1.0,,1.0,,,2.0,,1.0,2.0,2.0,1.0,3.0,,1.0,,1.0,2.0,3.0,3.0,2.0,,,7.0,,,1.0,1.0,0.25,,0.2,,0.25,,15.789473684210526,0.18181818181818182,0.1,0.125,0.07142857142857142,0.14285714285714285,,0.16666666666666666,,0.4,0.5,1.0,1.0,,,,0.4,,,0.6,0.44924,0.5212,0.42585,0.3333333333333333,0.4,,9.975,0.21212121212121213,,,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,0.75,0.2,,,0.5,,,,,,,,,1.0,24.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.2,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201177,1610612757,Josh McRoberts,Josh McRoberts,201177,POR,1686.0,28,15,59,60,23.0,32,8.0,119,3.0,5.0,,,2.0,2.0,2.0,6.0,9.0,,12.0,43.0,,2.0,2.0,,4.0,10.0,2.0,2.0,3.0,8.0,2.0,10.0,,1.0,,1.0,1.0,,,,,4.0,23.0,,,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.6,1.0,0.6,1.0,17.91044776119403,0.15,0.09090909090909091,0.2413793103448276,0.07407407407407407,0.18181818181818182,,0.09090909090909091,,0.5,0.6,1.0,1.0,0.2,1.0,1.0,0.2,,,0.6,0.4798299999999999,0.5037,0.3736,,,0.3333333333333333,6.7444444444444445,0.3898305084745763,1.0,1.0,,1.0,,,,,2.0,2.0,1.0,4.0,4.0,1.0,,,,,,,0.1,0.4444444444444444,,0.4,,,0.5,0.5,0.5,1.0,0.1,,,25.0,,,,,,2.0,,,,,0.2222222222222222,0.4,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5714285714285714,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201192,1610612757,Taurean Green,Taurean Green,201192,POR,559.0,9,9,18,18,5.0,14,4.0,36,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,4.0,10.0,,2.0,2.0,,4.0,,4.0,,,1.0,,1.0,,,,,,1.0,,,,4.0,5.0,,,,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,27.272727272727273,,,0.125,,,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.5,1.0,0.6666666666666666,0.4676833333333333,,0.4688,,,1.0,9.7,0.2777777777777778,1.0,1.0,,1.0,,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,0.3333333333333333,1.0,,,1.0,,,1.0,1.0,,0.3333333333333333,,,26.2,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,,0.3333333333333333,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,1023.0,17,3,37,37,16.0,13,4.0,74,,1.0,,1.0,,2.0,,,3.0,2.0,2.0,31.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,,,16.0,,,,,,,,,0.25,,12.195121951219512,,0.07692307692307693,,0.0625,,,,0.5,0.3333333333333333,,,,0.6666666666666666,,,,1.0,,0.3333333333333333,0.46399999999999997,0.3038,0.6729,0.25,0.25,,8.633333333333333,0.43243243243243246,,,,,,,,,6.0,6.0,4.0,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612757,James Jones,James Jones,2592,POR,490.0,8,3,18,19,14.0,4,,37,,1.0,,1.0,,,1.0,,2.0,,,14.0,,,2.0,,,,,,1.0,2.0,,2.0,,,,,,1.0,,,,,14.0,,,,,,,,,,,16.666666666666668,0.2,,0.1111111111111111,,,,0.5,,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.5002166666666666,,0.5002166666666666,,,,9.8,0.7777777777777778,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,22.4,,,1.0,1.0,,1.0,,,,,0.5,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,378.0,6,7,13,15,6.0,5,1.0,28,1.0,1.0,,,,,1.0,2.0,2.0,,4.0,8.0,,1.0,1.0,,2.0,,4.0,,1.0,1.0,,1.0,,,,,,,,,,2.0,6.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,21.428571428571427,0.16666666666666666,,0.125,,,,1.0,,0.5,1.0,1.0,,,,,0.5,,,0.5,0.42775,,0.25,,,0.5,9.0,0.46153846153846156,1.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,211.0,4,-3,6,7,,3,3.0,13,,1.0,,,,,1.0,1.0,2.0,,2.0,9.0,2.0,,,,,2.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.5,,0.5,,0.5,,22.22222222222222,,0.16666666666666666,,0.16666666666666666,,,,,0.5,,,,,,,0.5,,,0.5,0.52145,0.52145,,,,,8.75,,1.0,,,,,2.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,50.0,1,3,2,3,2.0,3,,5,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,1.5,1.5,1.5,1.5,50.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,49.5,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
