EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,HeaveAttempts,Fg3aBlocked,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,ShootingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,FTDefRebounds,BlockedLongMidRange,ShortMidRangePctBlocked,DefFTReboundPct,Corner3Assists,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,FTOffRebounds,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,DefensiveGoaltends,Defensive 3 Seconds Violations,BlockedArc3,on,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,4465.0,74,-31,137,144,19,36,12,281,8.0,10,1.0,2.0,5.0,12.0,1.0,1.0,3.0,6.0,1.0,13.0,24,4.0,7.0,4.0,42.0,171,1.0,3.0,2.0,2.0,3,1.0,1.0,5.0,14.0,12.0,12.0,6.0,3.0,1.0,15.0,3.0,18.0,3.0,11.0,1.0,3.0,39.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,3,7,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,19,1.0,1.0,0.5384615384615384,0.5384615384615384,1.0,0.5714285714285714,0.5714285714285714,0.5416666666666666,0.3333333333333333,0.6666666666666666,0.6129032258064516,0.3333333333333333,0.5,0.6212121212121212,0.3333333333333333,0.5,0.22580645161290322,0.041666666666666664,0.1,24.358974358974358,0.6,0.041666666666666664,0.02040816326530612,0.1,0.058823529411764705,0.014705882352941176,0.1111111111111111,0.043478260869565216,0.0625,0.07142857142857142,0.16666666666666666,0.07692307692307693,1.0,0.3225806451612903,0.8,0.8888888888888888,0.625,0.06451612903225806,0.3870967741935484,0.4166666666666667,0.4166666666666667,0.4,0.03225806451612903,1.0,1.0,1.0,0.1935483870967742,0.5,0.5,1.0,0.25,0.25,0.5483870967741935,0.5,0.4977790322580645,0.4532333333333334,0.41869999999999996,0.0625,0.08,0.047619047619047616,0.11904761904761904,10.658333333333333,24.685714285714287,0.1386861313868613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,11647.0,194,30,384,376,207,190,56,760,15.0,18,7.0,12.0,5.0,18.0,1.0,2.0,13.0,26.0,14.0,24.0,48,14.0,28.0,11.0,101.0,374,3.0,5.0,12.0,9.0,23,15.0,6.0,51.0,24.0,24.0,42.0,25.0,13.0,1.0,13.0,3.0,16.0,3.0,10.0,2.0,1.0,35.0,5.0,8.0,12.0,20.0,6.0,26.0,,6.0,5.0,6.0,3.0,3.0,7.0,13.0,,7.0,28,8,13.0,,1.0,4.0,2.0,,,,,,,51.0,207,5.0,2.0,0.5,0.5454545454545454,1.0,0.5,0.5185185185185185,0.5,0.6,0.391304347826087,0.5921052631578947,0.6428571428571429,0.5921052631578947,0.6097560975609756,0.6666666666666666,0.6097560975609756,0.3684210526315789,0.020833333333333332,0.05555555555555555,21.064301552106432,0.46153846153846156,0.10810810810810811,0.03184713375796178,0.16666666666666666,0.12578616352201258,0.03278688524590164,0.02702702702702703,0.06976744186046512,0.16279069767441862,0.16129032258064516,0.17647058823529413,,,0.23684210526315788,0.8333333333333334,0.8823529411764706,0.5333333333333333,0.15789473684210525,0.23684210526315788,0.2777777777777778,0.2777777777777778,0.6,0.02631578947368421,0.5,0.5,1.0,0.34210526315789475,0.5,0.52,1.0,0.18421052631578946,0.3684210526315789,0.6052631578947368,0.52,0.47682066666666667,0.45283333333333325,0.4620027027027027,0.05,0.07692307692307693,0.1188118811881188,0.504950495049505,9.227083333333333,26.5,0.5390625,3.0,3.0,5.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,17.0,1.0,1.0,1.0,1.0,0.5,0.6,0.03571428571428571,0.038461538461538464,0.038461538461538464,0.023809523809523808,0.038461538461538464,0.041666666666666664,0.08,0.3333333333333333,0.3333333333333333,0.25,0.42857142857142855,1.0,0.2857142857142857,0.5,1.0,0.7142857142857143,0.02631578947368421,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,4091.0,68,30,142,141,101,94,16,283,9.0,15,12.0,2.0,5.0,13.0,,,1.0,3.0,2.0,15.0,30,1.0,3.0,3.0,36.0,119,,3.0,,14.0,22,2.0,2.0,33.0,14.0,16.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,,1.0,12.0,,,1.0,2.0,,2.0,,7.0,3.0,,,,1.0,1.0,,1.0,4,3,4.0,,,2.0,,1.0,,,,1.0,,33.0,101,1.0,,0.4666666666666667,0.4666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.6363636363636364,0.5,,0.6458333333333334,0.5142857142857142,,0.66,0.09090909090909091,0.1,0.13333333333333333,22.5,,0.030303030303030304,,,0.018518518518518517,,,,0.06666666666666667,,,,,0.45454545454545453,0.6,0.6923076923076923,0.4444444444444444,0.06060606060606061,0.3939393939393939,0.38461538461538464,0.38461538461538464,0.6,,,,,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.5,0.08333333333333333,0.5454545454545454,0.3333333333333333,0.5029848484848484,0.4923875,0.504175,0.05714285714285714,0.0625,,0.9166666666666666,9.02,25.366666666666664,0.7112676056338029,,2.0,9.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,4.0,,,,3.0,,,1.0,,,0.5,,,,,,,,0.5,1.0,,0.5,,0.25,,,0.75,,0.5,1.0,1.0,0.5,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,True,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,14710.0,245,3,482,483,266,307,69,965,36.0,56,32.0,4.0,11.0,34.0,,3.0,1.0,10.0,8.0,49.0,94,1.0,13.0,39.0,140.0,534,8.0,14.0,22.0,20.0,46,8.0,23.0,66.0,60.0,38.0,3.0,7.0,1.0,10.0,24.0,4.0,28.0,3.0,8.0,4.0,12.0,60.0,12.0,8.0,9.0,17.0,13.0,30.0,2.0,17.0,13.0,5.0,,4.0,8.0,13.0,1.0,8.0,20,26,46.0,3.0,3.0,21.0,2.0,1.0,,1.0,,1.0,,66.0,266,7.0,1.0,0.6122448979591837,0.6521739130434783,1.0,0.07692307692307693,0.1,0.5212765957446809,0.5714285714285714,0.43478260869565216,0.4719626168224299,0.5714285714285714,0.39814814814814814,0.547244094488189,0.65625,0.49242424242424243,0.12149532710280374,0.10638297872340426,0.17857142857142858,24.91103202846975,0.38461538461538464,0.06206896551724138,0.07100591715976332,0.14285714285714285,0.0845771144278607,0.065,0.034482758620689655,0.0425531914893617,0.06779661016949153,0.075,0.3125,0.047619047619047616,,0.5233644859813084,0.6428571428571429,0.782608695652174,0.6111111111111112,0.037383177570093455,0.3177570093457944,0.3235294117647059,0.3235294117647059,0.7272727272727273,0.028037383177570093,,,,0.09345794392523364,0.1,0.1,1.0,0.5925925925925926,0.14814814814814814,0.6448598130841121,0.14285714285714285,0.5379735576923078,0.53445,0.5450627450980392,0.168,0.1875,0.15714285714285714,0.4714285714285714,7.3797872340425545,27.853846153846156,0.5518672199170125,6.0,9.0,17.0,2.0,,,,1.0,,,6.0,1.0,6.0,3.0,,1.0,4.0,,1.0,2.0,8.0,1.0,1.0,2.0,,,0.125,,,0.03225806451612903,0.0784313725490196,0.07865168539325842,0.047619047619047616,0.07692307692307693,0.5,0.5,,0.6428571428571429,0.6666666666666666,,,,0.53125,,0.125,,,,,1.0,3.0,0.16666666666666666,,,,,,,,,,,,,,,,,,True,,,,,
2078,1610612762,Jason Hart,Jason Hart,2078,UTA,36341.0,606,46,1180,1167,544,576,168,2347,14.0,31,17.0,24.0,26.0,94.0,5.0,7.0,6.0,24.0,13.0,47.0,149,11.0,31.0,38.0,165.0,1208,4.0,12.0,16.0,29.0,80,17.0,25.0,104.0,44.0,50.0,30.0,21.0,6.0,13.0,69.0,17.0,86.0,15.0,20.0,7.0,42.0,189.0,4.0,12.0,36.0,50.0,5.0,55.0,1.0,30.0,10.0,14.0,4.0,10.0,14.0,28.0,3.0,18.0,75,42,45.0,3.0,4.0,10.0,10.0,3.0,,1.0,,3.0,1.0,104.0,544,15.0,8.0,0.46808510638297873,0.46808510638297873,0.9090909090909091,0.3548387096774194,0.39285714285714285,0.31543624161073824,0.3333333333333333,0.3625,0.3527777777777778,0.2222222222222222,0.4072164948453608,0.4090909090909091,0.34782608695652173,0.4681818181818182,0.17222222222222222,0.087248322147651,0.25806451612903225,16.280752532561504,0.5,0.10227272727272728,0.00881057268722467,0.0821917808219178,0.0963855421686747,0.007339449541284404,0.033707865168539325,0.08695652173913043,0.13245033112582782,0.11650485436893204,,0.009900990099009901,0.3333333333333333,0.17222222222222222,0.45161290322580644,0.6086956521739131,0.9285714285714286,0.13333333333333333,0.5222222222222223,0.2765957446808511,0.27956989247311825,0.34615384615384615,0.03888888888888889,0.7142857142857143,0.7142857142857143,1.0,0.13333333333333333,0.25,0.25,0.8333333333333334,0.17525773195876287,0.13402061855670103,0.34444444444444444,0.2857142857142857,0.44254378531073424,0.4887964285714285,0.42818802083333335,0.06382978723404255,0.0641025641025641,0.09696969696969697,0.6303030303030303,13.989261744966443,26.68064516129032,0.4610169491525424,1.0,3.0,7.0,7.0,4.0,,4.0,4.0,,6.0,8.0,7.0,,3.0,,,20.0,1.0,4.0,,37.0,2.0,2.0,4.0,,,0.4117647058823529,,,,,0.0040650406504065045,,0.06976744186046512,0.2916666666666667,0.35,,0.16666666666666666,0.3333333333333333,0.2222222222222222,,,0.4117647058823529,0.041237113402061855,0.3076923076923077,2.0,1.0,0.16666666666666666,0.03278688524590164,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.010638297872340425,0.023809523809523808,0.1111111111111111,0.75,0.0625,,,,,True,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,8774.0,146,21,285,292,137,143,45,577,11.0,15,3.0,7.0,5.0,12.0,,1.0,2.0,6.0,3.0,16.0,34,2.0,7.0,21.0,59.0,320,4.0,8.0,16.0,2.0,8,3.0,12.0,19.0,20.0,12.0,6.0,6.0,2.0,1.0,27.0,5.0,32.0,3.0,20.0,1.0,6.0,69.0,11.0,2.0,16.0,22.0,13.0,35.0,1.0,8.0,5.0,6.0,1.0,5.0,2.0,8.0,,2.0,14,14,23.0,1.0,,8.0,4.0,9.0,,8.0,,9.0,6.0,19.0,137,,4.0,0.625,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,0.47058823529411764,0.5,0.25,0.4634146341463415,0.55,0.3181818181818182,0.5673076923076923,0.6153846153846154,0.5277777777777778,0.17073170731707318,0.029411764705882353,,17.80415430267062,0.75,0.1797752808988764,0.10377358490566038,0.05128205128205128,0.140625,0.104,0.09523809523809523,0.125,0.17647058823529413,,0.2,0.045454545454545456,0.6666666666666666,0.36585365853658536,0.7333333333333333,0.7333333333333333,0.5454545454545454,0.17073170731707318,0.2926829268292683,0.4166666666666667,0.4166666666666667,0.8,0.024390243902439025,,,,0.14634146341463414,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.2727272727272727,0.5365853658536586,0.3333333333333333,0.5182853658536585,0.5579777777777779,0.5070954545454547,0.16666666666666666,0.1951219512195122,0.2711864406779661,0.3220338983050847,8.794117647058824,24.599999999999998,0.4807017543859649,3.0,6.0,2.0,,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,,,2.0,3.0,,1.0,,8.0,,1.0,,1.0,0.5,0.3333333333333333,,,0.10526315789473684,0.06060606060606061,0.1346153846153846,0.07692307692307693,0.2608695652173913,,,,0.6,0.5,0.1,1.0,1.0,0.6666666666666666,,0.3333333333333333,4.0,,0.14285714285714285,0.2857142857142857,2.0,,0.3333333333333333,1.0,,,,,,,1.0,,,0.1,,,0.16666666666666666,,,,True,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,24687.0,411,47,801,780,340,354,112,1581,36.0,62,25.0,30.0,12.0,35.0,,,,2.0,2.0,61.0,127,,2.0,40.0,162.0,813,20.0,30.0,49.0,24.0,48,2.0,13.0,61.0,60.0,62.0,,1.0,,17.0,22.0,7.0,29.0,6.0,7.0,2.0,13.0,65.0,32.0,21.0,45.0,86.0,41.0,127.0,4.0,16.0,8.0,16.0,,11.0,11.0,27.0,6.0,11.0,61,37,58.0,2.0,,27.0,3.0,11.0,,8.0,,11.0,7.0,61.0,340,6.0,3.0,0.4918032786885246,0.5454545454545454,,,,0.48031496062992124,0.6666666666666666,0.5,0.4728682170542636,0.6666666666666666,0.48,0.5159235668789809,0.6805555555555556,0.5083333333333333,0.015503875968992248,0.13385826771653545,0.16129032258064516,19.616204690831555,0.5925925925925926,0.18518518518518517,0.10457516339869281,0.21649484536082475,0.19411764705882353,0.10512129380053908,0.13333333333333333,0.12345679012345678,0.23529411764705882,0.21875,0.21212121212121213,0.08333333333333333,0.6363636363636364,0.4806201550387597,0.5806451612903226,0.6923076923076923,0.4166666666666667,0.23255813953488372,0.2713178294573643,0.34285714285714286,0.35294117647058826,0.5833333333333334,,,,,0.015503875968992248,,,,0.5,0.04,0.49612403100775193,,0.4725703125,0.504844,0.47859795918367337,0.17532467532467533,0.17763157894736842,0.30246913580246915,0.3765432098765432,6.866141732283466,41.900000000000006,0.42446941323345816,13.0,18.0,13.0,13.0,,,,,,,9.0,,12.0,1.0,,7.0,8.0,1.0,5.0,4.0,37.0,4.0,2.0,1.0,2.0,,,,,0.1076923076923077,0.08433734939759036,0.10429447852760736,0.14,0.18333333333333332,0.43333333333333335,0.5416666666666666,0.6153846153846154,0.6,0.7222222222222222,,,,0.52,,,20.0,,0.2,0.4878048780487805,1.0,,0.3076923076923077,,,,2.0,3.0,,,3.0,0.02857142857142857,0.08,,,,,1.0,,,True,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,16405.0,273,30,538,537,233,288,71,1075,33.0,45,14.0,37.0,21.0,46.0,,,,,,75.0,128,,,24.0,174.0,575,14.0,19.0,32.0,26.0,51,,17.0,69.0,94.0,56.0,,,,10.0,20.0,1.0,21.0,1.0,10.0,3.0,7.0,43.0,18.0,11.0,36.0,60.0,21.0,81.0,2.0,11.0,9.0,12.0,1.0,9.0,12.0,24.0,,11.0,42,26,37.0,9.0,,20.0,3.0,10.0,,9.0,,10.0,8.0,69.0,233,2.0,3.0,0.6266666666666667,0.7230769230769231,,,,0.5859375,0.7368421052631579,0.5098039215686274,0.5859375,0.7368421052631579,0.5098039215686274,0.6126760563380281,0.7272727272727273,0.575,,0.078125,0.13333333333333333,26.817447495961225,0.5,0.22085889570552147,0.09090909090909091,0.16417910447761194,0.20434782608695654,0.09292035398230089,0.09375,0.22033898305084745,0.22388059701492538,0.17307692307692307,0.13333333333333333,0.046511627906976744,0.8,0.3515625,0.7333333333333333,0.8461538461538461,0.5454545454545454,0.2890625,0.359375,0.45652173913043476,0.4666666666666667,0.8571428571428571,,,,,,,,,0.27450980392156865,,0.3515625,,0.46083046875,0.51635,0.43777058823529413,0.14388489208633093,0.14388489208633093,0.1839080459770115,0.39655172413793105,8.781249999999998,,0.43308550185873607,10.0,13.0,9.0,21.0,,,,,,,4.0,,20.0,,,3.0,2.0,2.0,3.0,1.0,26.0,7.0,3.0,,,,,,,0.10714285714285714,0.1509433962264151,0.061946902654867256,,0.21621621621621623,0.5675675675675675,0.6176470588235294,0.5238095238095238,0.6842105263157895,0.7692307692307693,,,,0.6428571428571429,,,13.0,1.0,0.08108108108108109,0.41935483870967744,,1.0,0.2,,,,,2.0,,,,0.021739130434782608,,,,,0.375,1.0,1.0,,True,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,8558.0,143,3,265,265,112,97,40,530,3.0,9,4.0,6.0,6.0,14.0,,1.0,7.0,18.0,11.0,12.0,29,7.0,19.0,10.0,55.0,265,2.0,4.0,9.0,6.0,10,12.0,4.0,25.0,14.0,10.0,21.0,18.0,7.0,2.0,14.0,,14.0,,6.0,3.0,5.0,28.0,4.0,5.0,17.0,25.0,8.0,33.0,,2.0,1.0,5.0,3.0,2.0,4.0,9.0,,5.0,7,10,17.0,,1.0,7.0,1.0,3.0,,1.0,,3.0,1.0,25.0,112,,1.0,0.5833333333333334,0.5833333333333334,1.0,0.3684210526315789,0.3684210526315789,0.41379310344827586,0.5,0.6,0.46875,0.4,0.4772727272727273,0.49107142857142855,0.5625,0.4807692307692308,0.3958333333333333,0.06896551724137931,0.2222222222222222,20.186335403726705,0.5555555555555556,0.19101123595505617,0.037383177570093455,0.13157894736842105,0.1732283464566929,0.04316546762589928,0.13043478260869565,0.2,0.15384615384615385,0.16666666666666666,,,0.3333333333333333,0.1875,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.125,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.020833333333333332,,,,0.375,0.3888888888888889,0.3888888888888889,1.0,0.18181818181818182,0.5,0.5833333333333334,0.3888888888888889,0.4860947916666667,0.49783750000000004,0.4944954545454545,0.12727272727272726,0.19444444444444445,0.16363636363636364,0.45454545454545453,10.689655172413794,24.873684210526314,0.4226415094339623,1.0,2.0,2.0,3.0,1.0,,1.0,3.0,,1.0,5.0,3.0,,,,2.0,1.0,,3.0,,7.0,,1.0,,,,0.25,,,0.0625,0.03333333333333333,,0.07692307692307693,0.24,0.5,0.5,0.3333333333333333,0.4,0.5,0.2,,,0.5,0.045454545454545456,0.2727272727272727,3.0,1.0,,0.2727272727272727,,,1.0,,,,2.0,,,,1.0,,0.18181818181818182,,,,,,,,True,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,16619.0,277,40,549,537,287,283,77,1086,2.0,4,3.0,10.0,7.0,20.0,,,,1.0,,12.0,34,,1.0,11.0,35.0,525,1.0,3.0,7.0,7.0,18,,9.0,23.0,18.0,6.0,,1.0,,2.0,11.0,2.0,13.0,,5.0,2.0,4.0,28.0,11.0,10.0,17.0,28.0,16.0,44.0,1.0,3.0,1.0,7.0,1.0,6.0,1.0,8.0,1.0,4.0,34,29,20.0,,,4.0,6.0,2.0,,2.0,,2.0,,23.0,287,6.0,6.0,0.75,0.75,,,,0.35294117647058826,0.3333333333333333,0.3888888888888889,0.34285714285714286,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.5833333333333334,0.4791666666666667,0.02857142857142857,0.058823529411764705,0.25,8.346456692913387,0.875,0.10967741935483871,0.052884615384615384,0.16129032258064516,0.12442396313364056,0.05241935483870968,0.09523809523809523,0.13636363636363635,0.06578947368421052,0.12195121951219512,0.23809523809523808,0.05,,0.11428571428571428,0.5,0.6666666666666666,1.0,0.2857142857142857,0.5714285714285714,0.35,0.35,0.7142857142857143,,,,,0.02857142857142857,,,,0.16666666666666666,,0.14285714285714285,,0.39209857142857146,0.43453333333333327,0.4010722222222222,0.10256410256410256,0.10526315789473684,0.2,0.6571428571428571,13.773529411764706,25.2,0.5227686703096539,,1.0,1.0,3.0,,,,,,,5.0,,,,,2.0,2.0,,1.0,,21.0,,3.0,12.0,,,,,,0.05,0.06818181818181818,0.03278688524590164,0.037037037037037035,0.17142857142857143,0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,,0.3333333333333333,,,1.0,,0.1,0.037037037037037035,2.0,,,,,,3.0,2.0,,,,,0.13043478260869565,,,,0.07692307692307693,1.0,2.0,,True,,,,,
