EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,LostBallOutOfBoundsTurnovers,3SecondViolations,SecondChanceAtRimPctAssisted,FTOffRebounds,FTDefRebounds,SelfOReb,Travels,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlockedShortMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Loose Ball Fouls,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,22712.0,379,41,735,733,192,212.0,101.0,1468,31.0,49.0,3.0,3.0,7.0,13.0,10.0,20.0,36.0,73.0,1.0,2.0,1.0,1.0,12.0,31.0,2.0,4.0,4.0,17.0,77.0,142.0,13.0,33.0,46.0,239.0,768,6.0,14.0,2.0,4.0,1.0,19.0,21.0,38.0,5.0,18.0,16.0,73.0,40.0,114.0,30.0,9.0,2.0,1.0,30.0,12.0,4.0,75.0,6.0,81.0,6.0,36.0,5.0,34.0,168.0,1.0,6.0,5.0,20.0,25.0,7.0,32.0,11.0,7.0,4.0,22.0,4.0,17.0,8.0,5.0,30.0,3.0,8.0,12.0,24.0,4.0,50,1.0,3.0,58.0,6.0,4.0,23.0,7.0,2.0,1.0,1.0,2.0,1.0,73.0,192,3.0,7.0,0.2597402597402597,0.2631578947368421,0.7692307692307693,0.3939393939393939,0.5,0.2777777777777778,0.40625,0.5422535211267606,0.42857142857142855,0.5526315789473685,0.5514285714285714,0.5,0.5089285714285714,0.5954773869346733,0.5,0.5703125,0.18857142857142858,0.028169014084507043,0.04081632653061224,0.1,26.972909305064782,0.7333333333333333,0.08620689655172414,0.022304832713754646,0.06666666666666667,0.02127659574468085,0.08143322475570032,0.022151898734177215,0.03409090909090909,0.022900763358778626,0.027777777777777776,0.04285714285714286,0.06896551724137931,0.125,0.07272727272727272,0.05,0.5,0.28,0.6326530612244898,0.6595744680851063,0.1935483870967742,0.11428571428571428,0.5,0.5555555555555556,0.1,0.41714285714285715,0.4931506849315068,0.4931506849315068,0.3611111111111111,0.011428571428571429,0.5,0.5,1.0,0.17714285714285713,0.3870967741935484,0.3870967741935484,0.75,0.16666666666666666,1.0,0.2222222222222222,0.5,1.0,0.23214285714285715,0.5384615384615384,0.017857142857142856,1.0,0.30357142857142855,0.23529411764705882,0.4685714285714286,0.4,0.4773235632183908,0.42932941176470585,0.4638963636363636,0.11979166666666667,0.14465408805031446,0.0794979079497908,0.3054393305439331,10.847183098591547,26.112121212121213,0.2612244897959184,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,11283.0,188,87,380,369,225,208.0,58.0,749,21.0,26.0,3.0,3.0,9.0,11.0,2.0,8.0,3.0,21.0,1.0,3.0,,,11.0,18.0,1.0,2.0,8.0,11.0,26.0,55.0,12.0,21.0,16.0,104.0,341,4.0,7.0,1.0,2.0,3.0,14.0,14.0,29.0,8.0,11.0,8.0,60.0,32.0,20.0,36.0,,2.0,1.0,17.0,11.0,1.0,12.0,5.0,17.0,4.0,9.0,1.0,2.0,39.0,1.0,3.0,6.0,10.0,16.0,4.0,20.0,9.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,10.0,,8.0,14.0,23.0,1.0,12,1.0,1.0,20.0,1.0,1.0,8.0,2.0,1.0,1.0,,1.0,,60.0,225,3.0,2.0,0.6153846153846154,0.64,1.0,0.5714285714285714,0.5,0.7272727272727273,0.6,0.4727272727272727,0.5714285714285714,0.4827586206896552,0.5789473684210527,0.6111111111111112,0.65,0.6058823529411764,0.6363636363636364,0.6704545454545454,0.27631578947368424,0.01818181818181818,0.038461538461538464,,21.396396396396394,0.5,0.08928571428571429,0.02127659574468085,0.14285714285714285,0.037037037037037035,0.1038961038961039,0.023809523809523808,0.025,0.028169014084507043,0.047619047619047616,0.06896551724137931,0.06451612903225806,0.11538461538461539,0.10714285714285714,0.21428571428571427,,0.34210526315789475,0.8076923076923077,0.84,0.6190476190476191,0.10526315789473684,0.25,0.25,0.5,0.27631578947368424,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.039473684210526314,0.3333333333333333,0.3333333333333333,1.0,0.23684210526315788,0.6111111111111112,0.6111111111111112,1.0,0.3333333333333333,1.0,0.2222222222222222,0.5,1.0,0.275,0.8181818181818182,,,0.275,0.7272727272727273,0.618421052631579,0.6470588235294118,0.5097986666666667,0.42355714285714285,0.4817833333333334,0.0963855421686747,0.12903225806451613,0.1346153846153846,0.5769230769230769,8.639999999999999,25.866666666666664,0.5921052631578947,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,16604.0,277,13,524,521,190,202.0,82.0,1045,14.0,27.0,4.0,8.0,3.0,5.0,11.0,19.0,29.0,60.0,1.0,4.0,,1.0,,,,,,,54.0,106.0,1.0,4.0,33.0,144.0,528,5.0,11.0,,,8.0,18.0,17.0,33.0,,1.0,20.0,54.0,90.0,18.0,3.0,,6.0,,,,5.0,17.0,3.0,20.0,2.0,9.0,2.0,6.0,43.0,4.0,13.0,7.0,19.0,32.0,19.0,51.0,10.0,6.0,4.0,6.0,3.0,4.0,15.0,2.0,21.0,4.0,8.0,10.0,23.0,8.0,47,3.0,4.0,46.0,4.0,,14.0,11.0,1.0,,1.0,2.0,,54.0,190,3.0,11.0,0.8333333333333334,0.8823529411764706,1.0,0.25,,,0.25,0.5094339622641509,0.45454545454545453,0.5151515151515151,0.5045454545454545,0.45454545454545453,0.5,0.549618320610687,0.5294117647058824,0.5510204081632653,0.03636363636363636,0.04716981132075472,0.1111111111111111,0.10526315789473684,24.59546925566343,0.2857142857142857,0.11176470588235295,0.06341463414634146,0.1346153846153846,0.11428571428571428,0.11711711711711711,0.07083333333333333,0.11538461538461539,0.05357142857142857,0.12,0.046511627906976744,0.12195121951219512,0.13953488372093023,0.13513513513513514,0.13333333333333333,,0.24545454545454545,0.5185185185185185,0.5833333333333334,0.7142857142857143,0.17272727272727273,0.5789473684210527,0.6470588235294118,0.5454545454545454,0.5454545454545454,0.48333333333333334,0.48333333333333334,1.0,0.03636363636363636,0.25,0.25,1.0,,,,,0.7272727272727273,0.5,,,,0.14705882352941177,0.6,0.029411764705882353,,,,0.2818181818181818,,0.4510945454545454,0.47944000000000003,0.4293411764705882,0.11666666666666667,0.1206896551724138,0.125,0.375,11.866981132075473,23.15,0.36259541984732824,1.0,,1.0,0.25,2.0,6.0,1.0,2.0,1.0,1.0,2.0,0.2727272727272727,0.06896551724137931,0.024390243902439025,0.1,0.02,,,,,,,,,,,,True,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,22381.0,373,50,735,719,322,274.0,105.0,1454,29.0,56.0,11.0,19.0,13.0,25.0,8.0,22.0,12.0,27.0,,,,,,3.0,,1.0,,3.0,49.0,105.0,,3.0,32.0,130.0,690,17.0,30.0,,1.0,7.0,41.0,25.0,48.0,,3.0,11.0,61.0,48.0,50.0,,,16.0,1.0,2.0,,10.0,19.0,5.0,24.0,4.0,6.0,2.0,11.0,53.0,5.0,27.0,17.0,57.0,90.0,33.0,123.0,19.0,9.0,10.0,19.0,1.0,13.0,11.0,6.0,30.0,4.0,12.0,25.0,46.0,6.0,38,6.0,1.0,50.0,4.0,,22.0,5.0,7.0,6.0,,7.0,4.0,61.0,322,3.0,5.0,0.4897959183673469,0.5853658536585366,,,,,,0.4666666666666667,0.5666666666666667,0.5208333333333334,0.4537037037037037,0.5483870967741935,0.49019607843137253,0.4961832061068702,0.5694444444444444,0.5083333333333333,0.027777777777777776,0.09523809523809523,0.125,0.09090909090909091,18.852459016393446,0.6333333333333333,0.2425531914893617,0.09642857142857143,0.20238095238095238,0.09615384615384616,0.23197492163009403,0.0963855421686747,0.12162162162162163,0.0784313725490196,0.08108108108108109,0.23943661971830985,0.22413793103448276,0.25471698113207547,0.22033898305084745,0.16,0.5714285714285714,0.5185185185185185,0.5178571428571429,0.5918367346938775,0.4482758620689655,0.2037037037037037,0.36363636363636365,0.4,0.375,0.25,0.4444444444444444,0.46153846153846156,0.6666666666666666,,,,,0.027777777777777776,,,,0.6129032258064516,0.5789473684210527,0.03225806451612903,,,0.49019607843137253,0.52,,,0.058823529411764705,,0.5462962962962963,,0.48507102803738317,0.5045160000000001,0.4828979999999998,0.1746031746031746,0.17886178861788618,0.3153846153846154,0.46923076923076923,6.455238095238095,36.26666666666667,0.4380952380952381,1.0,3.0,,0.18181818181818182,1.0,16.0,4.0,1.0,,,1.0,0.5333333333333333,0.02631578947368421,0.11320754716981132,0.13333333333333333,0.0851063829787234,1.0,1.0,0.037037037037037035,,,,,,,,,True,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,42132.0,702,111,1379,1361,547,560.0,191.0,2740,18.0,26.0,7.0,10.0,3.0,7.0,7.0,18.0,11.0,37.0,,,,,,1.0,,,,,36.0,81.0,,1.0,46.0,118.0,1363,8.0,12.0,,,16.0,32.0,12.0,27.0,,,30.0,54.0,46.0,26.0,,,14.0,,1.0,,6.0,32.0,5.0,37.0,3.0,13.0,3.0,16.0,79.0,4.0,32.0,18.0,55.0,76.0,40.0,116.0,10.0,6.0,4.0,11.0,3.0,8.0,11.0,3.0,22.0,1.0,9.0,53.0,106.0,6.0,92,17.0,34.0,74.0,4.0,,22.0,17.0,6.0,6.0,,6.0,2.0,54.0,547,12.0,16.0,0.6388888888888888,0.7931034482758621,,,,,,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.43902439024390244,0.6666666666666666,0.4444444444444444,0.5042735042735043,0.6666666666666666,0.574468085106383,0.012195121951219513,0.07407407407407407,0.11538461538461539,0.1111111111111111,8.731155778894472,0.5,0.13064133016627077,0.0631163708086785,0.12,0.045454545454545456,0.12784588441331,0.06050420168067227,0.06382978723404255,0.05555555555555555,0.031746031746031744,0.1724137931034483,0.10576923076923077,0.11940298507462686,0.11009174311926606,0.14634146341463414,0.3333333333333333,0.3170731707317073,0.6923076923076923,0.782608695652174,0.5,0.21951219512195122,0.3888888888888889,0.4375,0.7142857142857143,0.45121951219512196,0.2972972972972973,0.3055555555555556,0.8181818181818182,,,,,0.012195121951219513,,,,0.8333333333333334,0.7,,,,0.25925925925925924,0.42857142857142855,,,,,0.32926829268292684,,0.4480445121951218,0.540025,0.42977777777777776,0.22,0.2222222222222222,0.2711864406779661,0.4576271186440678,10.37777777777778,25.2,0.3966642494561276,2.0,,1.0,,4.0,3.0,1.0,1.0,,,3.0,0.05555555555555555,0.057971014492753624,0.08333333333333333,0.08,0.02564102564102564,,1.0,0.02702702702702703,9.0,,,,,,,,True,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,18605.0,310,50,608,603,193,254.0,79.0,1211,41.0,59.0,13.0,17.0,13.0,16.0,20.0,43.0,25.0,58.0,,,,,,,,,,,86.0,160.0,,,25.0,197.0,636,17.0,28.0,,,1.0,35.0,22.0,38.0,,,13.0,57.0,108.0,64.0,,,24.0,,,,11.0,26.0,2.0,28.0,2.0,13.0,4.0,9.0,58.0,5.0,21.0,13.0,53.0,81.0,28.0,109.0,15.0,11.0,4.0,11.0,1.0,8.0,11.0,3.0,22.0,4.0,7.0,18.0,31.0,8.0,27,2.0,,38.0,6.0,,18.0,4.0,3.0,1.0,1.0,3.0,3.0,57.0,193,,4.0,0.627906976744186,0.7297297297297297,,,,,,0.5375,0.6071428571428571,0.5789473684210527,0.5375,0.6071428571428571,0.5789473684210527,0.5596590909090909,0.625,0.6333333333333333,,0.06875,0.13559322033898305,0.046511627906976744,28.530259365994233,0.5,0.29775280898876405,0.09859154929577464,0.23214285714285715,0.15625,0.28205128205128205,0.10612244897959183,0.16393442622950818,0.08035714285714286,0.043478260869565216,0.3023255813953488,0.38636363636363635,0.25274725274725274,0.20930232558139536,0.3076923076923077,1.0,0.36875,0.6949152542372882,0.803921568627451,0.5121951219512195,0.26875,0.46511627906976744,0.4878048780487805,0.45,0.3625,0.43103448275862066,0.43859649122807015,0.96,,,,,,,,,0.6071428571428571,0.7647058823529411,,,,0.42105263157894735,0.8125,,,,,0.36875,,0.4708400000000001,0.4961923076923076,0.4606421052631578,0.10465116279069768,0.10465116279069768,0.17766497461928935,0.2893401015228426,8.7,,0.31743421052631576,,1.0,,0.07692307692307693,2.0,15.0,5.0,1.0,,,,0.625,0.06896551724137931,0.05,0.4444444444444444,0.07936507936507936,1.0,,0.017241379310344827,,,,,,,,,True,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,15271.0,255,37,503,502,119,154.0,67.0,1005,22.0,32.0,6.0,9.0,5.0,7.0,1.0,8.0,11.0,29.0,,3.0,,1.0,5.0,9.0,1.0,1.0,,3.0,34.0,69.0,5.0,12.0,29.0,112.0,522,6.0,12.0,1.0,2.0,10.0,25.0,6.0,11.0,,4.0,7.0,19.0,56.0,12.0,12.0,3.0,6.0,,9.0,5.0,5.0,24.0,3.0,27.0,2.0,14.0,2.0,8.0,57.0,2.0,15.0,6.0,17.0,28.0,17.0,45.0,6.0,3.0,3.0,12.0,3.0,10.0,8.0,2.0,20.0,,5.0,11.0,22.0,1.0,24,,,37.0,4.0,3.0,16.0,3.0,13.0,9.0,,15.0,10.0,19.0,119,5.0,2.0,0.8235294117647058,0.9032258064516129,0.8,0.4166666666666667,0.5,,0.4166666666666667,0.4927536231884058,0.5,0.5454545454545454,0.5123456790123457,0.5357142857142857,0.4,0.5729166666666666,0.6944444444444444,0.5,0.14814814814814814,0.07246376811594203,0.0625,0.375,20.069204152249135,0.6,0.10967741935483871,0.08021390374331551,0.125,0.08695652173913043,0.11330049261083744,0.08095238095238096,0.08620689655172414,0.06451612903225806,0.0625,0.06521739130434782,0.05714285714285714,0.16216216216216217,0.02631578947368421,0.5,0.6666666666666666,0.3950617283950617,0.6875,0.7333333333333333,0.7272727272727273,0.09876543209876543,0.125,0.2,1.0,0.35802469135802467,0.3793103448275862,0.3793103448275862,1.0,0.037037037037037035,,,,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.8,0.6428571428571429,0.6666666666666666,0.07142857142857142,1.0,,0.4666666666666667,0.7142857142857143,0.06666666666666667,,0.2,,0.5432098765432098,0.5555555555555556,0.49253950617283937,0.5360153846153847,0.5545500000000001,0.17204301075268819,0.19753086419753085,0.22321428571428573,0.16964285714285715,9.124637681159419,24.683333333333334,0.23658051689860835,1.0,,,0.3333333333333333,,5.0,1.0,2.0,2.0,2.0,,0.29411764705882354,,0.1111111111111111,0.14285714285714285,0.02702702702702703,4.0,,,1.0,1.0,1.0,0.07142857142857142,,,,,True,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,6725.0,112,-3,215,214,49,13.0,36.0,429,6.0,11.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,19.0,,2.0,,,1.0,10.0,,1.0,,1.0,14.0,32.0,1.0,12.0,1.0,32.0,197,3.0,4.0,,1.0,,6.0,4.0,8.0,,1.0,,8.0,24.0,4.0,,3.0,,,10.0,1.0,2.0,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,1.0,3.0,1.0,8.0,9.0,4.0,13.0,8.0,4.0,4.0,3.0,,2.0,8.0,1.0,11.0,2.0,2.0,1.0,3.0,1.0,9,,4.0,1.0,1.0,,1.0,,,,,,,8.0,49,,,0.8571428571428571,0.8571428571428571,,0.08333333333333333,,,0.08333333333333333,0.4375,0.75,0.5,0.3522727272727273,0.6,0.4444444444444444,0.36363636363636365,0.6,0.4444444444444444,0.2727272727272727,0.0625,0.18181818181818182,,21.73913043478261,0.2727272727272727,0.1,0.03333333333333333,0.037037037037037035,0.05555555555555555,0.08411214953271028,0.037037037037037035,,0.05555555555555555,0.07692307692307693,0.15789473684210525,0.05555555555555555,0.09302325581395349,,0.16666666666666666,,0.25,0.5454545454545454,0.6666666666666666,1.0,0.045454545454545456,0.5,0.5,,0.4318181818181818,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.045454545454545456,,,,0.22727272727272727,0.1,0.1,,0.2,1.0,0.2,,,0.2222222222222222,0.5,,,0.1111111111111111,,0.5227272727272727,0.1,0.5027465909090909,0.4487375,0.46885,0.022727272727272728,0.03125,0.1875,0.25,12.890625,25.26666666666667,0.22790697674418606,,,,1.0,,,2.0,7.0,,,,,,,,0.07407407407407407,,,,,,,,,,,,True,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,20284.0,338,64,671,661,258,303.0,87.0,1332,43.0,62.0,9.0,10.0,15.0,23.0,2.0,7.0,19.0,44.0,,4.0,,1.0,1.0,10.0,,,1.0,7.0,64.0,113.0,1.0,14.0,33.0,164.0,685,14.0,19.0,,1.0,1.0,29.0,21.0,41.0,1.0,8.0,22.0,67.0,76.0,52.0,3.0,,14.0,2.0,8.0,1.0,10.0,26.0,2.0,28.0,2.0,7.0,4.0,15.0,58.0,1.0,14.0,6.0,8.0,14.0,15.0,29.0,28.0,22.0,6.0,4.0,2.0,3.0,10.0,1.0,14.0,1.0,3.0,6.0,16.0,2.0,30,1.0,5.0,47.0,2.0,2.0,18.0,6.0,2.0,1.0,1.0,2.0,,67.0,258,4.0,4.0,0.59375,0.6666666666666666,1.0,0.07142857142857142,,0.125,0.08333333333333333,0.5663716814159292,0.7368421052631579,0.5121951219512195,0.515748031496063,0.7,0.45918367346938777,0.5503355704697986,0.6904761904761905,0.5317460317460317,0.11023622047244094,0.08849557522123894,0.12903225806451613,0.2857142857142857,21.121251629726206,0.2857142857142857,0.041025641025641026,0.05907172995780591,0.08,0.029411764705882353,0.05185185185185185,0.055350553505535055,0.07042253521126761,0.05,0.04,0.05660377358490566,0.018518518518518517,0.045454545454545456,0.07407407407407407,0.09523809523809523,,0.4881889763779528,0.6935483870967742,0.7962962962962963,0.5813953488372093,0.05511811023622047,0.2857142857142857,0.4,0.5,0.3464566929133858,0.4318181818181818,0.4318181818181818,0.631578947368421,0.031496062992125984,,,,0.07874015748031496,0.1,0.1,1.0,0.5,0.9,,,,0.46938775510204084,0.6521739130434783,0.02040816326530612,,0.14285714285714285,0.14285714285714285,0.5984251968503937,0.125,0.5285831999999999,0.49503250000000004,0.5233744680851065,0.1258741258741259,0.13953488372093023,0.17682926829268292,0.40853658536585363,7.8486725663716825,25.97857142857143,0.38450074515648286,,,,0.1111111111111111,,,,1.0,,,,,,0.06521739130434782,,,,,,,1.0,,0.05,3.0,,,,True,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,791.0,13,10,26,26,22,22.0,6.0,52,1.0,3.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,3.0,,,1.0,3.0,2.0,4.0,1.0,4.0,3.0,10.0,23,,,,,,,1.0,3.0,1.0,4.0,2.0,7.0,2.0,2.0,3.0,,,,3.0,1.0,,,,,,,,,,,,3.0,1.0,4.0,,4.0,,,,,,,1.0,,1.0,1.0,1.0,,,,2,,,3.0,1.0,,2.0,,,,,,,7.0,22,,,0.5,0.5,1.0,0.25,,0.25,0.25,0.5,,0.3333333333333333,0.4375,,0.35714285714285715,0.5555555555555556,,0.4375,0.5,,,,31.25,,0.16666666666666666,,0.375,,0.2857142857142857,,,,,,0.3333333333333333,,0.4,0.3333333333333333,,0.375,0.3333333333333333,0.3333333333333333,,,,,,0.125,1.0,1.0,1.0,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.2857142857142857,,0.14285714285714285,,0.42857142857142855,0.3333333333333333,0.875,0.3333333333333333,0.53664375,,0.5337357142857143,0.2222222222222222,0.4,,0.7,4.775,24.475,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
