EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Offensive Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,OffensiveGoaltends,on,Clear Path Fouls
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,9946.0,166,-8.0,313,321,122.0,107.0,42.0,634,13.0,25.0,5.0,9.0,4.0,8.0,4.0,14.0,17.0,39.0,1.0,35.0,326.0,5.0,12.0,10.0,5.0,15.0,10.0,16.0,18.0,10.0,8.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,6.0,15.0,4.0,23.0,8.0,35.0,21.0,56.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,11.0,18.0,3.0,6.0,2.0,1.0,2.0,1.0,8.0,7.0,1.0,8.0,7.0,1.0,1.0,2.0,10.0,122.0,2.0,0.47058823529411764,0.6666666666666666,0.4358974358974359,0.4166666666666667,0.3333333333333333,0.4358974358974359,0.4166666666666667,0.3333333333333333,0.4375,0.4166666666666667,0.3333333333333333,0.20512820512820512,0.24,0.14285714285714285,12.534818941504179,0.4,0.47058823529411764,0.17164179104477612,0.13513513513513514,0.14285714285714285,0.11538461538461539,0.16666666666666666,0.12883435582822086,0.14893617021276595,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.08333333333333333,0.23255813953488372,0.08333333333333333,0.18181818181818182,0.125,0.25,0.21428571428571427,0.875,0.6410256410256411,0.52,0.6842105263157895,0.5384615384615384,0.358974358974359,0.2857142857142857,0.3333333333333333,0.25,0.75,0.5555555555555556,0.5333333333333333,0.5,0.6410256410256411,0.5059051282051282,0.5637888888888889,0.48972666666666664,0.025,0.025,0.2857142857142857,0.2857142857142857,2.9256410256410255,0.38977635782747605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,4200.0,70,18.0,138,132,77.0,65.0,16.0,270,,,,,,,,1.0,4.0,7.0,,20.0,118.0,,1.0,3.0,1.0,2.0,11.0,8.0,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,4.0,,4.0,1.0,5.0,,2.0,2.0,,2.0,2.0,2.0,,1.0,4.0,2.0,2.0,4.0,8.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,11.0,77.0,1.0,1.0,1.0,0.5714285714285714,,0.5,0.43478260869565216,0.75,0.4230769230769231,0.43478260869565216,0.75,0.4230769230769231,0.14285714285714285,,1.0,17.307692307692307,0.5,,0.06557377049180328,,,0.03571428571428571,0.05194805194805195,0.014285714285714285,,,,0.05555555555555555,,0.09523809523809523,0.08333333333333333,0.03571428571428571,,,,1.0,,,,,0.043478260869565216,,,,,,,,0.6956521739130435,0.4985260869565217,0.3822,0.4978961538461538,,,0.15,0.55,18.099999999999998,0.5579710144927537,4.0,6.0,2.0,5.0,2.0,4.0,2.0,11.0,1.0,1.0,1.0,7.0,4.0,16.0,1.0,1.0,3.0,11.0,12.0,11.0,2.0,1.0,1.0,0.25,1.0,0.2727272727272727,0.25,0.6956521739130435,0.2608695652173913,0.6666666666666666,0.6666666666666666,1.0,0.21739130434782608,0.4,0.4,1.0,0.4782608695652174,0.18181818181818182,0.18181818181818182,1.0,0.5,1.0,1.0,0.3076923076923077,0.5,0.5384615384615384,0.14285714285714285,0.18181818181818182,24.35625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,100482.0,1675,202.0,3313,3316,872.0,706.0,336.0,6629,80.0,131.0,15.0,24.0,15.0,31.0,48.0,110.0,167.0,318.0,123.0,850.0,3479.0,20.0,39.0,86.0,36.0,79.0,242.0,164.0,170.0,18.0,20.0,72.0,47.0,119.0,27.0,52.0,13.0,285.0,21.0,29.0,31.0,148.0,15.0,194.0,52.0,246.0,14.0,53.0,40.0,13.0,40.0,29.0,33.0,,10.0,73.0,3.0,15.0,59.0,111.0,6.0,123.0,9.0,8.0,148.0,50.0,19.0,18.0,1.0,20.0,8.0,,,3.0,242.0,872.0,10.0,0.49101796407185627,0.5189873417721519,0.5251572327044025,0.5128205128205128,0.45569620253164556,0.5670826833073322,0.5877192982456141,0.5284090909090909,0.6010028653295129,0.6538461538461539,0.5849514563106796,0.06289308176100629,0.0916030534351145,0.07272727272727272,20.832207511483382,0.547945205479452,0.15625,0.11935483870967742,0.03415783274440518,0.08072916666666667,0.036458333333333336,0.1102216748768473,0.03508771929824561,0.04046242774566474,0.02422145328719723,0.037383177570093455,0.021505376344086023,0.06372549019607843,0.14450867052023122,0.109375,0.10975609756097561,0.07920792079207921,0.08641975308641975,0.044444444444444446,0.4,0.20436817472698907,0.6106870229007634,0.6722689075630253,0.55,0.17160686427457097,0.43636363636363634,0.47058823529411764,0.2916666666666667,0.42105263157894735,0.625,0.17613636363636365,0.4838709677419355,0.7082683307332294,0.5224312695924764,0.510625,0.5096172413793103,0.07976366322008863,0.14245014245014245,0.1011764705882353,0.2847058823529412,7.702515723270439,0.26320555387865985,39.0,77.0,37.0,90.0,12.0,31.0,94.0,233.0,5.0,9.0,26.0,66.0,131.0,323.0,9.0,18.0,38.0,97.0,363.0,230.0,94.0,7.0,0.9236641221374046,0.4055727554179567,0.5,0.3917525773195876,0.409375,0.5039001560062403,0.12012480499219969,0.5064935064935064,0.5064935064935064,0.6153846153846154,0.14040561622464898,0.4111111111111111,0.42045454545454547,1.0,0.36349453978159124,0.4034334763948498,0.4051724137931034,0.8936170212765957,0.15789473684210525,0.5555555555555556,1.0,0.17613636363636365,0.3870967741935484,0.375,0.3939393939393939,0.40869565217391307,25.04984520123839,4.0,9.0,19.0,56.0,30.0,3.0,3.0,20.0,7.0,2.0,13.0,2.0,11.0,17.0,1.0,13.0,4.0,21.0,1.0,1.0,21.0,0.009287925696594427,0.022222222222222223,0.004291845493562232,0.015384615384615385,0.13333333333333333,0.15789473684210525,0.4444444444444444,1.0,0.012269938650306749,,,,,True,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,13999.0,233,21.0,451,457,224.0,187.0,55.0,908,7.0,16.0,,1.0,1.0,5.0,5.0,12.0,18.0,47.0,30.0,81.0,476.0,2.0,4.0,7.0,3.0,20.0,35.0,12.0,24.0,,2.0,7.0,6.0,13.0,4.0,3.0,3.0,32.0,1.0,1.0,2.0,17.0,,19.0,2.0,21.0,,2.0,2.0,,3.0,2.0,5.0,,1.0,8.0,,5.0,6.0,26.0,,20.0,1.0,,31.0,9.0,,,,,,,,1.0,35.0,224.0,6.0,0.3333333333333333,0.3333333333333333,0.3829787234042553,0.5,0.15,0.425,0.5,0.34615384615384615,0.5273972602739726,0.6,0.48484848484848486,0.0425531914893617,0.125,,15.728155339805824,0.375,,0.09941520467836257,0.00819672131147541,0.03571428571428571,0.013888888888888888,0.08370044052863436,0.010309278350515464,0.022222222222222223,,,0.02,,0.05263157894736842,0.09302325581395349,0.14084507042253522,0.045454545454545456,,,,0.26666666666666666,0.4375,0.5,0.42857142857142855,0.2,0.4166666666666667,0.4166666666666667,0.2,0.25,,0.19230769230769232,0.2,0.48333333333333334,0.4697093220338983,0.49129999999999996,0.44028999999999996,0.1323529411764706,0.16363636363636364,0.08641975308641975,0.43209876543209874,9.906382978723405,0.49667405764966743,6.0,19.0,1.0,4.0,1.0,2.0,4.0,9.0,,,3.0,4.0,5.0,13.0,,,4.0,6.0,9.0,9.0,4.0,3.0,0.6,0.38461538461538464,,0.6666666666666666,0.38461538461538464,0.21666666666666667,0.31666666666666665,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.06666666666666667,0.25,0.3333333333333333,1.0,0.15,0.4444444444444444,0.4444444444444444,0.5,,,,0.07692307692307693,0.5,0.15384615384615385,0.75,0.4444444444444444,25.646153846153844,,,3.0,17.0,6.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,4.0,,5.0,,,5.0,0.07692307692307693,0.25,,,,,,,,,,,,True,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,117653.0,1961,232.0,3884,3877,1140.0,913.0,409.0,7761,124.0,206.0,8.0,12.0,37.0,58.0,34.0,74.0,219.0,449.0,125.0,755.0,4097.0,17.0,27.0,59.0,55.0,120.0,246.0,66.0,372.0,2.0,32.0,202.0,181.0,383.0,110.0,141.0,29.0,947.0,15.0,13.0,53.0,155.0,7.0,215.0,28.0,243.0,2.0,63.0,37.0,26.0,92.0,65.0,49.0,4.0,8.0,141.0,5.0,36.0,87.0,167.0,5.0,144.0,2.0,27.0,151.0,51.0,3.0,1.0,1.0,4.0,2.0,1.0,,3.0,246.0,1140.0,20.0,0.1506849315068493,0.15137614678899083,0.48775055679287305,0.6296296296296297,0.4583333333333333,0.5223880597014925,0.6125,0.4941860465116279,0.5635276532137519,0.6555555555555556,0.5774647887323944,0.07126948775055679,0.12135922330097088,0.0945945945945946,18.603582912264585,0.6524822695035462,0.059322033898305086,0.10861948142957253,0.01288404360753221,0.11910112359550562,0.022727272727272728,0.1111111111111111,0.016776512881965248,0.012106537530266344,0.01812688821752266,0.007547169811320755,0.021377672209026127,0.02510460251046025,0.09798994974874371,0.11780104712041885,0.10973724884080371,0.11014492753623188,0.15,0.007220216606498195,0.5,0.3416252072968491,0.6019417475728155,0.6850828729281768,0.1774193548387097,0.12271973466003316,0.4594594594594595,0.5074626865671642,0.08823529411764706,0.3,0.6666666666666666,0.3372093023255814,0.6379310344827587,0.5970149253731343,0.5179638564273791,0.48527096774193546,0.5219414201183431,0.08411214953271028,0.10515463917525773,0.0781456953642384,0.3258278145695364,8.96481069042316,0.29351184346035014,61.0,169.0,27.0,48.0,6.0,12.0,37.0,106.0,4.0,11.0,14.0,40.0,64.0,154.0,5.0,13.0,20.0,52.0,150.0,102.0,37.0,10.0,0.78125,0.4155844155844156,0.38461538461538464,0.38461538461538464,0.4266666666666667,0.25538971807628524,0.2802653399668325,0.3609467455621302,0.3609467455621302,0.13114754098360656,0.07960199004975124,0.5625,0.5625,0.9259259259259259,0.175787728026534,0.3490566037735849,0.3523809523809524,0.6756756756756757,0.275,0.36363636363636365,0.5,0.06976744186046512,0.5,0.23255813953488372,0.35,0.3627450980392157,25.453246753246756,1.0,2.0,10.0,76.0,42.0,4.0,1.0,71.0,32.0,,21.0,1.0,27.0,15.0,,1.0,3.0,27.0,1.0,,27.0,0.006493506493506494,,0.009433962264150943,,0.125,0.05,0.5,,0.01910828025477707,1.0,1.0,,,True,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,51098.0,852,96.0,1662,1662,361.0,261.0,181.0,3324,83.0,142.0,21.0,44.0,18.0,30.0,12.0,27.0,104.0,198.0,26.0,357.0,1792.0,23.0,48.0,52.0,21.0,41.0,87.0,136.0,72.0,24.0,31.0,31.0,8.0,39.0,5.0,19.0,10.0,86.0,8.0,36.0,19.0,46.0,,65.0,45.0,110.0,11.0,17.0,8.0,9.0,12.0,7.0,12.0,3.0,1.0,24.0,,7.0,28.0,67.0,5.0,34.0,2.0,3.0,40.0,17.0,4.0,2.0,1.0,4.0,2.0,,,1.0,87.0,361.0,13.0,0.6538461538461539,0.7391304347826086,0.5252525252525253,0.4791666666666667,0.5121951219512195,0.5355987055016181,0.4423076923076923,0.6,0.5475460122699386,0.4727272727272727,0.6041666666666666,0.15656565656565657,0.176056338028169,0.18518518518518517,18.686599038974904,0.5,,0.07516339869281045,0.08071748878923767,0.1111111111111111,0.03088803088803089,0.08301404853128991,0.062411347517730496,0.07936507936507936,0.07894736842105263,0.08571428571428572,0.03896103896103896,0.01904761904761905,0.025477707006369428,0.07058823529411765,0.10526315789473684,0.11475409836065574,0.10204081632653061,0.08527131782945736,0.5,0.459546925566343,0.5845070422535211,0.7094017094017094,0.6626506024096386,0.08737864077669903,0.4444444444444444,0.5454545454545454,0.6666666666666666,0.8461538461538461,0.4772727272727273,0.46153846153846156,0.6,0.8187702265372169,0.5657415857605177,0.5542785714285715,0.5417592307692307,0.056074766355140186,0.08095238095238096,0.14565826330532214,0.24369747899159663,3.933838383838383,0.21720818291215402,9.0,29.0,39.0,100.0,12.0,23.0,2.0,11.0,,,,1.0,41.0,111.0,,4.0,12.0,24.0,111.0,11.0,2.0,3.0,0.9024390243902439,0.36936936936936937,,0.5,0.36936936936936937,0.3592233009708738,0.09385113268608414,0.3103448275862069,0.32142857142857145,0.5555555555555556,0.32362459546925565,0.39,0.39,0.8974358974358975,0.03559870550161812,0.18181818181818182,0.2,1.0,,,,0.35384615384615387,0.5217391304347826,0.015384615384615385,,0.18181818181818182,23.687387387387385,,4.0,6.0,9.0,12.0,,1.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,,1.0,5.0,,,5.0,0.009009009009009009,,0.09090909090909091,0.01694915254237288,0.2857142857142857,0.07692307692307693,,,0.009009009009009009,,1.0,0.034482758620689655,,True,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,63895.0,1065,68.0,2151,2144,718.0,560.0,215.0,4295,33.0,57.0,5.0,11.0,7.0,17.0,4.0,14.0,46.0,91.0,26.0,337.0,2262.0,6.0,12.0,15.0,9.0,22.0,100.0,58.0,34.0,4.0,13.0,30.0,14.0,44.0,7.0,14.0,10.0,102.0,6.0,14.0,22.0,80.0,,102.0,21.0,123.0,4.0,28.0,12.0,16.0,12.0,9.0,9.0,2.0,1.0,21.0,6.0,8.0,46.0,95.0,,37.0,2.0,8.0,35.0,13.0,4.0,2.0,2.0,6.0,1.0,,,1.0,100.0,718.0,20.0,0.6304347826086957,0.6590909090909091,0.5054945054945055,0.5,0.4090909090909091,0.5115131578947368,0.39473684210526316,0.4943181818181818,0.525,0.39473684210526316,0.5154639175257731,0.14285714285714285,0.19298245614035087,0.07142857142857142,14.261815140108741,0.5714285714285714,,0.10471204188481675,0.025830258302583026,0.08333333333333333,0.015665796344647518,0.09922178988326848,0.021621621621621623,0.035555555555555556,0.028409090909090908,0.0070921985815602835,0.012244897959183673,0.021739130434782608,0.0794392523364486,0.14563106796116504,0.09593023255813954,0.09433962264150944,0.038461538461538464,0.024096385542168676,0.16666666666666666,0.1875,0.5789473684210527,0.717391304347826,0.6363636363636364,0.046052631578947366,0.2857142857142857,0.3076923076923077,0.5,0.5789473684210527,0.45454545454545453,0.19318181818181818,0.4117647058823529,0.8881578947368421,0.555425,0.5562133333333333,0.5467392045454544,0.04126984126984127,0.12745098039215685,0.04451038575667656,0.29673590504451036,5.797802197802197,0.33379823337982334,9.0,20.0,38.0,111.0,15.0,38.0,35.0,102.0,1.0,5.0,8.0,28.0,73.0,213.0,1.0,7.0,23.0,66.0,219.0,102.0,35.0,3.0,1.0,0.3427230046948357,0.14285714285714285,0.3484848484848485,0.3427230046948357,0.7006578947368421,0.06578947368421052,0.45,0.47368421052631576,0.6666666666666666,0.3651315789473684,0.34234234234234234,0.3486238532110092,1.0,0.3355263157894737,0.3431372549019608,0.3465346534653465,1.0,0.2631578947368421,0.2,1.0,0.4318181818181818,0.39473684210526316,0.3181818181818182,0.2857142857142857,0.3431372549019608,24.42910798122065,,2.0,,13.0,,,3.0,7.0,6.0,1.0,3.0,,3.0,2.0,,1.0,,5.0,2.0,2.0,5.0,0.014084507042253521,0.018018018018018018,0.00980392156862745,0.011111111111111112,0.4,0.10526315789473684,,,,,,0.05,,True,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,5369.0,89,41.0,183,177,86.0,90.0,26.0,360,5.0,7.0,,,2.0,2.0,2.0,5.0,14.0,25.0,12.0,67.0,205.0,1.0,1.0,2.0,7.0,11.0,38.0,16.0,12.0,,1.0,1.0,2.0,3.0,2.0,1.0,,8.0,,,3.0,2.0,,5.0,,5.0,,,,,3.0,1.0,1.0,,1.0,4.0,,1.0,7.0,10.0,,6.0,,,13.0,2.0,,,,,,,,,38.0,86.0,1.0,0.5714285714285714,0.5714285714285714,0.56,1.0,0.6363636363636364,0.6547619047619048,0.5,0.725,0.6875,0.5,0.76,0.04,,0.2,23.72093023255814,0.75,,0.037037037037037035,,0.15789473684210525,,0.0684931506849315,,,,,,,0.07142857142857142,0.05263157894736842,,0.125,0.3333333333333333,,,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.4,0.11904761904761904,0.4,0.5,,,,0.1,1.0,0.5714285714285714,0.4903464285714285,0.4053,0.48655,0.06666666666666667,0.07407407407407407,0.029850746268656716,0.5671641791044776,11.62,0.46994535519125685,7.0,13.0,3.0,7.0,1.0,4.0,6.0,10.0,,1.0,4.0,5.0,9.0,17.0,,1.0,5.0,9.0,18.0,10.0,6.0,,0.6666666666666666,0.5294117647058824,,0.5555555555555556,0.5294117647058824,0.40476190476190477,0.30952380952380953,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.23809523809523808,0.6,0.6,0.6666666666666666,0.5,,,0.2,0.25,0.25,0.8,0.6,24.641176470588235,,,,9.0,9.0,,,,,,,,2.0,,,1.0,1.0,3.0,,,2.0,,,,,,,,,0.05555555555555555,,,,,True,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,2518.0,42,19.0,83,82,43.0,28.0,14.0,165,1.0,3.0,,,1.0,1.0,,1.0,2.0,6.0,1.0,5.0,72.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,,,1.0,2.0,2.0,4.0,2.0,1.0,,10.0,,,3.0,4.0,1.0,8.0,,8.0,,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,,2.0,1.0,3.0,,4.0,,2.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,,4.0,43.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.2857142857142857,1.0,0.4,0.2777777777777778,0.5,0.4,0.16666666666666666,0.3333333333333333,,12.371134020618557,0.6666666666666666,0.25,0.11428571428571428,,0.3333333333333333,,0.1590909090909091,,,,,,,0.125,,0.15384615384615385,0.3333333333333333,0.3333333333333333,,1.0,0.42857142857142855,0.3333333333333333,0.5,1.0,0.14285714285714285,,,,,,0.2,1.0,0.5714285714285714,0.5097571428571429,0.4316,0.45382,0.2222222222222222,0.25,0.4,0.8,8.700000000000001,0.5180722891566265,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,,,,,,,,0.2,,,,,22.9,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,97179.0,1620,214.0,3202,3198,867.0,666.0,319.0,6400,119.0,194.0,14.0,20.0,26.0,49.0,44.0,94.0,206.0,386.0,148.0,812.0,3385.0,17.0,31.0,68.0,48.0,95.0,240.0,124.0,288.0,18.0,13.0,133.0,84.0,217.0,33.0,97.0,19.0,518.0,15.0,24.0,47.0,139.0,21.0,207.0,42.0,249.0,9.0,48.0,23.0,25.0,80.0,52.0,58.0,1.0,13.0,138.0,10.0,39.0,69.0,135.0,10.0,130.0,3.0,4.0,179.0,80.0,11.0,5.0,5.0,11.0,4.0,,,2.0,240.0,867.0,20.0,0.30097087378640774,0.3147208121827411,0.533678756476684,0.5483870967741935,0.5052631578947369,0.5487603305785124,0.5416666666666666,0.5319767441860465,0.5903790087463557,0.5964912280701754,0.5800970873786407,0.03367875647668394,0.05154639175257732,0.031914893617021274,23.113604488078543,0.5797101449275363,0.21212121212121213,0.11516155758077878,0.029556650246305417,0.12737127371273713,0.027932960893854747,0.11802030456852793,0.028910303928836176,0.038922155688622756,0.018518518518518517,0.028846153846153848,0.02346041055718475,0.03571428571428571,0.09705882352941177,0.10638297872340426,0.13197026022304834,0.11578947368421053,0.16666666666666666,0.030927835051546393,0.36363636363636365,0.32066115702479336,0.6134020618556701,0.6467391304347826,0.33613445378151263,0.15537190082644628,0.46808510638297873,0.4835164835164835,0.18181818181818182,0.4166666666666667,0.7,0.28488372093023256,0.5306122448979592,0.6826446280991736,0.5125269102990031,0.5082985294117647,0.49458058823529416,0.11940298507462686,0.17738359201773837,0.08374384236453201,0.2955665024630542,7.097927461139897,0.2707682698313554,43.0,98.0,21.0,44.0,7.0,16.0,63.0,175.0,6.0,15.0,22.0,61.0,84.0,219.0,6.0,17.0,29.0,77.0,216.0,174.0,63.0,6.0,0.8571428571428571,0.3835616438356164,0.35294117647058826,0.37662337662337664,0.3853211009174312,0.36198347107438017,0.16198347107438016,0.4387755102040816,0.4387755102040816,0.32558139534883723,0.07272727272727272,0.4772727272727273,0.4772727272727273,1.0,0.2892561983471074,0.36,0.3620689655172414,0.8095238095238095,0.3125,0.4,1.0,0.09302325581395349,0.4375,0.3546511627906977,0.36065573770491804,0.3620689655172414,25.39178082191781,,2.0,16.0,57.0,36.0,1.0,1.0,51.0,17.0,3.0,23.0,7.0,28.0,15.0,,2.0,,16.0,,,15.0,0.0045662100456621,,0.005714285714285714,0.024793388429752067,0.14285714285714285,0.041666666666666664,,,,,1.0,,,True,
