EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Technical Free Throw Trips,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,BlockedCorner3
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,23135.0,386,-115,703,715,220,205,98,1418,34.0,66.0,11.0,21.0,8.0,16.0,7.0,21.0,12.0,39.0,1.0,1.0,2.0,1.0,1.0,53.0,126,3.0,24.0,130,802,13.0,25.0,1.0,26.0,14.0,30.0,2.0,8.0,36.0,54.0,52.0,20.0,2.0,12.0,20,12.0,32,10.0,2.0,12.0,4.0,4.0,76,5.0,31.0,1.0,12,32,11.0,55,37.0,92,8.0,10,8,2.0,16.0,3.0,5.0,22.0,3.0,11.0,9.0,38.0,4.0,10.0,34.0,60.0,1.0,2.0,31.0,2.0,5.0,28.0,4.0,15.0,1.0,23.0,13.0,1.0,9.0,23.0,12.0,2.0,2.0,36.0,220,5.0,1.0,0.5094339622641509,0.627906976744186,0.42063492063492064,0.52,0.4666666666666667,0.4108527131782946,0.5,0.4375,0.46099290780141844,0.5,0.5,0.023255813953488372,0.09523809523809523,0.13636363636363635,0.14285714285714285,21.96319018404908,0.42105263157894735,0.4074074074074074,0.058823529411764705,0.14953271028037382,0.12109375,0.10434782608695652,0.056179775280898875,0.1337386018237082,0.10434782608695652,0.16666666666666666,0.1076923076923077,0.0891089108910891,0.06172839506172839,0.14925373134328357,0.13432835820895522,0.1625,0.0975609756097561,0.12121212121212122,0.12698412698412698,0.5217391304347826,0.5116279069767442,0.5151515151515151,0.5964912280701754,0.5294117647058824,0.16279069767441862,0.3333333333333333,0.3888888888888889,0.5714285714285714,0.3023255813953488,0.3076923076923077,0.3076923076923077,0.4166666666666667,0.007751937984496124,0.015503875968992248,0.8076923076923077,0.5238095238095238,0.09090909090909091,0.038461538461538464,0.5,0.5,0.03125,0.03125,0.5348837209302325,0.4917662790697675,0.5321875,0.49038437500000004,0.10714285714285714,0.10948905109489052,0.2,0.27692307692307694,7.346825396825397,24.099999999999998,0.3129445234708393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,12473.0,208,-70,383,406,128,130,62,789,7.0,13.0,1.0,2.0,4.0,5.0,2.0,5.0,8.0,19.0,2.0,,8.0,2.0,1.0,17.0,37,10.0,15.0,55,436,2.0,6.0,2.0,4.0,7.0,10.0,1.0,9.0,23.0,4.0,30.0,,7.0,3.0,16,11.0,27,7.0,4.0,11.0,1.0,4.0,65,2.0,3.0,,7,9,1.0,17,5.0,22,2.0,7,4,3.0,4.0,1.0,4.0,3.0,,,1.0,7.0,1.0,4.0,,5.0,,1.0,20.0,,5.0,16.0,1.0,6.0,2.0,,,,,,,,,23.0,128,2.0,2.0,0.11764705882352941,0.11764705882352941,0.4594594594594595,0.3333333333333333,0.7,0.425531914893617,0.25,0.6363636363636364,0.5,0.25,0.7333333333333333,0.2127659574468085,0.08108108108108109,0.23076923076923078,,13.406593406593407,0.5714285714285714,0.08333333333333333,,0.08108108108108109,0.019736842105263157,0.11290322580645161,0.04,0.09248554913294797,0.024752475247524754,0.045454545454545456,,0.015873015873015872,0.047619047619047616,0.07407407407407407,0.06976744186046512,0.0975609756097561,0.14285714285714285,0.05,0.08333333333333333,,0.2765957446808511,0.5384615384615384,0.7,,0.10638297872340426,0.4,0.4,0.5,0.40425531914893614,0.42105263157894735,0.42105263157894735,0.125,0.0425531914893617,0.1702127659574468,0.25,0.5,,0.25,0.45454545454545453,0.8,,0.09090909090909091,0.48936170212765956,0.48138369565217387,0.4174300000000001,0.5098181818181818,0.11538461538461539,0.14285714285714285,0.07272727272727272,0.41818181818181815,10.978378378378379,26.679999999999996,0.3342036553524804,2.0,2.0,6.0,1.0,2.0,1.0,0.2,0.2222222222222222,0.25,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,15326.0,255,-48,459,477,141,144,76,936,14.0,23.0,7.0,8.0,2.0,5.0,17.0,36.0,4.0,21.0,6.0,2.0,27.0,5.0,7.0,35.0,80,33.0,48.0,160,533,9.0,13.0,5.0,35.0,7.0,20.0,9.0,24.0,50.0,46.0,24.0,8.0,27.0,2.0,6,2.0,8,2.0,,3.0,,3.0,18,3.0,9.0,1.0,14,34,5.0,53,13.0,66,1.0,15,11,4.0,5.0,2.0,2.0,8.0,,3.0,1.0,13.0,1.0,1.0,11.0,20.0,4.0,1.0,46.0,3.0,3.0,57.0,3.0,20.0,8.0,1.0,1.0,,,1.0,1.0,,,50.0,141,3.0,9.0,0.6571428571428571,0.7419354838709677,0.4375,0.6923076923076923,0.35,0.49557522123893805,0.75,0.4482758620689655,0.5755395683453237,0.7954545454545454,0.5813953488372093,0.2920353982300885,0.025,,0.05555555555555555,27.83882783882784,0.38461538461538464,0.3333333333333333,0.05263157894736842,0.2328767123287671,0.04918032786885246,0.1891891891891892,0.05263157894736842,0.21818181818181817,0.05,0.04,0.03571428571428571,0.06493506493506493,0.0625,0.21052631578947367,0.21052631578947367,0.27450980392156865,0.13725490196078433,0.30434782608695654,0.016666666666666666,1.0,0.20353982300884957,0.6086956521739131,0.6086956521739131,0.7142857142857143,0.3185840707964602,0.4722222222222222,0.5,0.5882352941176471,0.18584070796460178,0.19047619047619047,0.19047619047619047,0.75,0.05309734513274336,0.23893805309734514,0.4444444444444444,0.875,0.42857142857142855,0.2777777777777778,0.1724137931034483,0.4,0.06896551724137931,0.2413793103448276,0.49557522123893805,0.47703973214285716,0.4975933333333333,0.4532642857142858,0.16793893129770993,0.20618556701030927,0.21875,0.3125,9.278749999999999,25.24545454545455,0.30718954248366015,9.0,14.0,3.0,,9.0,,0.42424242424242425,0.42424242424242425,0.3333333333333333,0.34615384615384615,0.3333333333333333,5.0,2.0,3.0,2.0,3.0,8.0,4.0,39.0,1.0,1.0,2.0,0.9285714285714286,0.6,0.4444444444444444,0.030303030303030304,0.037037037037037035,0.8333333333333334,0.8333333333333334,1.0,0.8888888888888888,0.6,1.0,1.0,0.2857142857142857,0.058823529411764705,,,,,,,,,,,,,,True,
201156,1610612764,Nick Young,Nick Young,201156,WAS,24020.0,400,-148,735,746,211,210,89,1481,24.0,41.0,2.0,3.0,5.0,10.0,12.0,28.0,22.0,59.0,8.0,2.0,21.0,2.0,8.0,58.0,128,29.0,27.0,170,866,3.0,7.0,2.0,6.0,10.0,27.0,10.0,17.0,49.0,22.0,94.0,2.0,20.0,8.0,10,4.0,14,3.0,1.0,5.0,,5.0,32,2.0,4.0,,11,20,1.0,32,6.0,38,,10,8,2.0,12.0,,7.0,21.0,7.0,5.0,3.0,33.0,3.0,10.0,12.0,31.0,1.0,2.0,33.0,1.0,,37.0,3.0,17.0,3.0,2.0,,1.0,1.0,2.0,1.0,,,49.0,211,4.0,3.0,0.1896551724137931,0.19298245614035087,0.453125,0.42857142857142855,0.37037037037037035,0.4554140127388535,0.3333333333333333,0.43243243243243246,0.4885057471264368,0.3333333333333333,0.5104166666666666,0.18471337579617833,0.0625,0.0975609756097561,0.10714285714285714,24.820143884892087,0.36363636363636365,0.037037037037037035,,0.08403361344537816,0.01556420233463035,0.09322033898305085,0.02,0.08707865168539326,0.01680672268907563,,0.029411764705882353,0.017699115044247787,0.02197802197802198,0.013333333333333334,0.12162162162162163,0.11235955056179775,0.10714285714285714,0.058823529411764705,,0.5,0.2611464968152866,0.5853658536585366,0.6486486486486487,0.375,0.17834394904458598,0.42857142857142855,0.48,,0.37579617834394907,0.3728813559322034,0.3793103448275862,0.09090909090909091,0.050955414012738856,0.1337579617834395,0.3333333333333333,0.6666666666666666,,0.2222222222222222,0.2702702702702703,0.5,0.05405405405405406,0.21621621621621623,0.445859872611465,0.4677090322580646,0.468,0.45280000000000004,0.09941520467836257,0.11971830985915492,0.03529411764705882,0.28823529411764703,10.5859375,25.879310344827587,0.2870748299319728,4.0,9.0,,1.0,4.0,,0.3103448275862069,0.32142857142857145,0.19047619047619047,0.19047619047619047,0.2,5.0,1.0,,3.0,,,4.0,27.0,,,,1.0,,0.4,,,0.625,0.625,1.0,1.0,,,0.5,0.375,,3.0,0.01694915254237288,,,,,,,,,,,,True,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,41696.0,695,-206,1269,1307,369,383,169,2576,29.0,50.0,10.0,19.0,11.0,17.0,1.0,19.0,8.0,28.0,,,6.0,2.0,2.0,38.0,97,6.0,14.0,93,1454,11.0,24.0,2.0,30.0,12.0,32.0,2.0,6.0,33.0,50.0,26.0,16.0,6.0,9.0,26,14.0,40,9.0,5.0,17.0,5.0,4.0,94,11.0,42.0,,36,45,5.0,86,53.0,139,6.0,20,14,6.0,29.0,3.0,15.0,11.0,4.0,14.0,2.0,40.0,6.0,9.0,37.0,76.0,6.0,1.0,23.0,2.0,1.0,32.0,2.0,13.0,4.0,26.0,13.0,4.0,9.0,26.0,14.0,,,33.0,369,8.0,4.0,0.6578947368421053,0.8333333333333334,0.3917525773195876,0.4583333333333333,0.375,0.38349514563106796,0.4807692307692308,0.39705882352941174,0.3940677966101695,0.5172413793103449,0.4024390243902439,0.05825242718446602,0.09278350515463918,0.08,0.2631578947368421,10.77762619372442,0.725,0.10869565217391304,,0.11450381679389313,0.09170305676855896,0.16981132075471697,0.06432748538011696,0.13388429752066117,0.08426073131955485,0.11278195488721804,0.08064516129032258,0.0845771144278607,0.05921052631578947,0.0603448275862069,0.1171875,0.15436241610738255,0.19594594594594594,0.109375,0.11538461538461539,0.5384615384615384,0.4854368932038835,0.58,0.6304347826086957,0.5862068965517241,0.18446601941747573,0.05263157894736842,0.07142857142857142,,0.27184466019417475,0.2857142857142857,0.2857142857142857,1.0,,0.05825242718446602,0.7307692307692307,0.5263157894736842,0.2,0.07692307692307693,0.5,0.6470588235294118,,0.058823529411764705,0.5436893203883495,0.49826519607843145,0.5541608695652175,0.49277794117647067,0.11403508771929824,0.12037037037037036,0.3225806451612903,0.3548387096774194,7.471134020618557,29.016666666666662,0.2907801418439716,1.0,1.0,,,1.0,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,,,1.0,1.0,1.0,5.0,1.0,3.0,1.0,,,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,,,,1.0,0.5,1.0,,0.5,,,,1.0,1.0,0.10526315789473684,,,,,,,,,True,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,13544.0,226,-27,413,438,135,144,61,851,11.0,15.0,2.0,2.0,4.0,8.0,,3.0,6.0,25.0,3.0,1.0,44.0,3.0,19.0,17.0,43,47.0,21.0,100,453,3.0,6.0,3.0,6.0,6.0,17.0,20.0,8.0,38.0,6.0,28.0,,41.0,1.0,18,8.0,26,5.0,3.0,12.0,4.0,2.0,60,1.0,,,11,10,,21,1.0,22,,6,6,,9.0,,7.0,2.0,1.0,2.0,,11.0,1.0,2.0,3.0,7.0,,1.0,18.0,,1.0,29.0,1.0,8.0,4.0,1.0,1.0,,,1.0,,,,38.0,135,2.0,3.0,0.17647058823529413,0.17647058823529413,0.3953488372093023,0.5,0.35294117647058826,0.4388888888888889,0.3333333333333333,0.40540540540540543,0.4854368932038835,0.3333333333333333,0.4418604651162791,0.5222222222222223,0.023255813953488372,0.06666666666666667,,23.553719008264462,0.8181818181818182,,,0.08196721311475409,,0.14666666666666667,0.016129032258064516,0.1065989847715736,0.004878048780487805,,,,0.017543859649122806,0.08571428571428572,0.047619047619047616,0.1111111111111111,0.1346153846153846,0.17391304347826086,,,0.16666666666666666,0.7333333333333333,0.7857142857142857,0.09090909090909091,0.03333333333333333,,,,0.2777777777777778,0.24,0.24,0.3333333333333333,0.03333333333333333,0.4888888888888889,0.2222222222222222,1.0,,0.3333333333333333,0.21621621621621623,0.5,0.02702702702702703,0.5135135135135135,0.6888888888888889,0.49454166666666666,0.49107142857142855,0.46651935483870965,0.10101010101010101,0.16,0.06,0.38,12.127906976744184,27.05744680851064,0.3268765133171913,13.0,15.0,18.0,3.0,13.0,,0.3191489361702128,0.3409090909090909,0.29545454545454547,0.29545454545454547,0.3170731707317073,2.0,1.0,,5.0,,,6.0,27.0,,,2.0,0.6,,0.3,,,0.6666666666666666,0.6666666666666666,1.0,0.5384615384615384,,,1.0,0.2631578947368421,0.04081632653061224,,,,,,,,,,,,,,True,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,31777.0,530,-157,969,989,265,276,119,1958,15.0,23.0,5.0,6.0,2.0,6.0,4.0,7.0,29.0,54.0,13.0,5.0,104.0,6.0,23.0,48.0,84,117.0,29.0,263,1102,11.0,15.0,7.0,30.0,11.0,19.0,28.0,14.0,75.0,36.0,60.0,2.0,103.0,1.0,25,12.0,37,10.0,2.0,10.0,6.0,9.0,86,,11.0,,13,26,,39,11.0,50,2.0,10,9,1.0,14.0,1.0,6.0,7.0,1.0,8.0,2.0,21.0,4.0,8.0,13.0,37.0,1.0,,26.0,2.0,,35.0,2.0,9.0,6.0,5.0,1.0,1.0,3.0,6.0,4.0,,,75.0,265,5.0,5.0,0.375,0.3829787234042553,0.5714285714285714,0.7333333333333333,0.5789473684210527,0.582089552238806,0.5681818181818182,0.648936170212766,0.6046511627906976,0.625,0.6727272727272727,0.582089552238806,0.011904761904761904,,0.14285714285714285,21.223021582733814,0.6666666666666666,,,0.08783783783783784,0.03216374269005848,0.07784431137724551,,0.08423326133909287,0.023305084745762712,0.052083333333333336,0.045454545454545456,0.012658227848101266,,0.08695652173913043,0.07865168539325842,0.09565217391304348,0.0847457627118644,0.061224489795918366,0.019417475728155338,0.6666666666666666,0.11442786069651742,0.6521739130434783,0.6521739130434783,0.26666666666666666,0.03482587064676617,0.5714285714285714,0.6666666666666666,0.25,0.26865671641791045,0.5370370370370371,0.5370370370370371,0.4482758620689655,0.06467661691542288,0.5174129353233831,0.2727272727272727,0.8333333333333334,0.2,0.2727272727272727,0.1276595744680851,0.3333333333333333,0.10638297872340426,0.48936170212765956,0.6965174129353234,0.5104148241206032,0.517659375,0.50845,0.04784688995215311,0.0989010989010989,0.11406844106463879,0.28517110266159695,13.69047619047619,25.37692307692308,0.27347781217750256,40.0,46.0,33.0,1.0,40.0,4.0,0.39316239316239315,0.39655172413793105,0.38461538461538464,0.38461538461538464,0.3883495145631068,6.0,1.0,,12.0,1.0,5.0,13.0,105.0,,,1.0,0.7608695652173914,0.14285714285714285,0.4642857142857143,,,0.46153846153846156,0.46153846153846156,1.0,0.725,,,0.2,0.5217391304347826,0.00847457627118644,2.0,,,,,1.0,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,,True,
200762,1610612764,Oleksiy Pecherov,Oleksiy Pecherov,200762,WAS,9305.0,155,-75,287,287,92,84,38,574,8.0,13.0,2.0,4.0,1.0,2.0,2.0,10.0,2.0,9.0,5.0,1.0,26.0,2.0,8.0,12.0,32,31.0,13.0,64,346,3.0,7.0,3.0,12.0,2.0,7.0,9.0,5.0,18.0,14.0,10.0,4.0,26.0,4.0,3,,3,,,1.0,1.0,1.0,6,2.0,11.0,,5,11,4.0,20,13.0,33,2.0,5,4,1.0,4.0,,2.0,5.0,1.0,2.0,1.0,9.0,1.0,3.0,12.0,16.0,1.0,1.0,13.0,1.0,,21.0,1.0,7.0,4.0,2.0,1.0,,1.0,2.0,,,2.0,18.0,92,1.0,3.0,0.5833333333333334,0.7,0.375,0.42857142857142855,0.2857142857142857,0.40476190476190477,0.3,0.40625,0.4383561643835616,0.42857142857142855,0.45,0.49206349206349204,0.125,0.15384615384615385,0.2,24.84848484848485,0.4444444444444444,0.36363636363636365,,0.13253012048192772,0.11224489795918367,0.1111111111111111,0.03773584905660377,0.125,0.08609271523178808,0.10344827586206896,0.08695652173913043,0.13043478260869565,0.041666666666666664,0.14285714285714285,0.13043478260869565,0.125,0.09375,0.15384615384615385,0.05405405405405406,,0.20634920634920634,0.6153846153846154,0.7272727272727273,0.75,0.15873015873015872,0.2,0.25,0.5,0.14285714285714285,0.2222222222222222,0.2222222222222222,,0.07936507936507936,0.4126984126984127,0.4,0.5,,0.2,0.125,0.5,0.0625,0.5,0.6984126984126984,0.5104198412698413,0.56635625,0.47335625000000003,0.10144927536231885,0.18421052631578946,0.1875,0.28125,8.96875,25.01290322580645,0.3205574912891986,7.0,9.0,,,7.0,,0.2903225806451613,0.2903225806451613,0.2692307692307692,0.28,0.2692307692307692,2.0,1.0,,2.0,,6.0,3.0,27.0,1.0,,,1.0,,0.3333333333333333,0.03225806451612903,0.038461538461538464,0.4,0.4,1.0,1.0,,,1.0,0.25,,,,,1.0,,,1.0,,,0.1,,,1.0,True,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,4630.0,77,-46,134,149,35,56,13,283,3.0,7.0,,1.0,1.0,1.0,4.0,7.0,3.0,10.0,2.0,,4.0,,3.0,10.0,24,6.0,4.0,24,161,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,8.0,4.0,16.0,,4.0,2.0,10,,10,,,6.0,3.0,1.0,20,,1.0,,1,4,2.0,7,1.0,8,1.0,5,5,,1.0,1.0,1.0,2.0,,,1.0,3.0,,,2.0,5.0,1.0,,8.0,,,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,8.0,35,3.0,1.0,0.2,0.2,0.4166666666666667,0.5,0.75,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.375,0.3333333333333333,0.5,0.2,0.08333333333333333,0.2857142857142857,,23.333333333333332,0.3333333333333333,0.4,,0.09090909090909091,0.02040816326530612,0.047619047619047616,,0.07692307692307693,0.015625,,0.07692307692307693,,,0.0625,0.1,0.1111111111111111,,0.125,0.0625,1.0,0.23333333333333334,0.42857142857142855,0.6,0.3333333333333333,0.23333333333333334,0.5714285714285714,0.5714285714285714,,0.3333333333333333,0.3,0.3,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,,,,0.14285714285714285,1.0,,0.42857142857142855,0.43333333333333335,0.43144166666666667,0.4863,0.42689285714285713,0.03225806451612903,0.04,0.08333333333333333,0.3333333333333333,10.675000000000002,25.366666666666664,0.26119402985074625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,True,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,22341.0,372,-104,679,695,135,187,74,1374,22.0,41.0,5.0,9.0,,3.0,13.0,38.0,10.0,42.0,,,,,,45.0,121,,30.0,120,766,5.0,13.0,,14.0,3.0,9.0,,10.0,16.0,56.0,34.0,6.0,,9.0,24,11.0,35,8.0,3.0,11.0,3.0,10.0,81,6.0,13.0,1.0,16,27,4.0,47,20.0,67,3.0,14,8,6.0,9.0,3.0,5.0,6.0,1.0,4.0,,15.0,1.0,3.0,20.0,33.0,2.0,1.0,30.0,5.0,,32.0,2.0,13.0,4.0,5.0,2.0,,3.0,5.0,3.0,,,16.0,135,2.0,4.0,0.6222222222222222,0.6666666666666666,0.371900826446281,0.38461538461538464,0.3333333333333333,0.371900826446281,0.38461538461538464,0.3333333333333333,0.4411764705882353,0.5,0.5333333333333333,,0.0743801652892562,0.1951219512195122,0.02631578947368421,19.58495460440986,0.6,0.16666666666666666,0.05,0.12272727272727273,0.05508474576271186,0.13675213675213677,0.06976744186046512,0.12759643916913946,0.059006211180124224,0.078125,0.015384615384615385,0.06542056074766354,0.0641025641025641,0.17543859649122806,0.1,0.10752688172043011,0.12048192771084337,0.17647058823529413,0.045454545454545456,0.6,0.33884297520661155,0.5365853658536586,0.6666666666666666,0.5909090909090909,0.3140495867768595,0.34210526315789475,0.35135135135135137,0.46153846153846156,0.34710743801652894,0.23809523809523808,0.23809523809523808,0.9,,,0.6923076923076923,0.5555555555555556,0.2,,0.3333333333333333,,,,0.33884297520661155,0.45791322314049593,0.5165416666666666,0.4414777777777778,0.09848484848484848,0.09848484848484848,0.11666666666666667,0.13333333333333333,9.632231404958679,,0.19882179675994108,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,True,
