EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,BadPassSteals,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Accuracy,Corner3Assists,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,on,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
136,1610612738,P.J. Brown,P.J. Brown,136,BOS,12547.0,209,-3.0,391,389,76.0,116,64,780,6.0,18.0,4.0,11.0,2.0,3.0,3.0,7.0,5.0,15.0,1.0,14.0,40,1.0,11.0,39.0,389,6.0,14.0,6.0,18.0,4.0,7.0,1.0,9.0,18.0,10.0,10.0,1.0,5.0,8.0,2.0,10.0,2.0,3.0,2.0,3.0,22.0,6.0,22.0,1.0,10.0,25.0,4.0,39.0,29.0,68,1.0,5.0,5.0,4.0,2.0,6.0,2.0,10.0,1.0,1.0,14.0,29.0,6.0,4.0,13.0,1.0,1.0,16.0,2.0,9.0,8.0,8.0,8.0,6.0,1.0,1.0,9.0,76.0,3.0,0.6428571428571429,1.0,0.35,0.42857142857142855,0.5714285714285714,0.34146341463414637,0.42857142857142855,0.5714285714285714,0.40625,0.5294117647058824,0.6428571428571429,0.024390243902439025,0.125,0.16666666666666666,0.2857142857142857,12.473118279569892,0.4,0.25,0.09090909090909091,0.1865671641791045,0.1437908496732026,0.16666666666666666,0.12244897959183673,0.18041237113402062,0.13861386138613863,0.19230769230769232,0.09375,0.13043478260869565,0.125,0.1111111111111111,0.23076923076923078,0.1891891891891892,0.15517241379310345,0.17777777777777778,0.13333333333333333,0.047619047619047616,0.75,0.43902439024390244,0.3333333333333333,0.4,0.3333333333333333,0.17073170731707318,0.42857142857142855,0.6,1.0,0.36585365853658536,0.3333333333333333,0.3333333333333333,0.8,0.024390243902439025,0.7857142857142857,0.36363636363636365,0.42857142857142855,0.6666666666666666,0.4634146341463415,0.4740158536585366,0.53235,0.4666857142857143,0.1875,0.19148936170212766,0.46153846153846156,0.23076923076923078,8.4025,24.7,0.19437340153452684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,2693.0,45,-5.0,79,83,15.0,32,11,162,3.0,3.0,,,1.0,1.0,,3.0,2.0,4.0,7.0,5.0,10,9.0,7.0,23.0,90,1.0,1.0,,2.0,2.0,2.0,2.0,9.0,2.0,8.0,,7.0,1.0,7.0,1.0,8.0,1.0,4.0,1.0,2.0,17.0,,1.0,,,2.0,,2.0,1.0,3,,,,5.0,4.0,2.0,1.0,7.0,,1.0,1.0,6.0,,2.0,5.0,,1.0,7.0,1.0,4.0,,,,,,,9.0,15.0,,0.2,0.2,0.5,1.0,1.0,0.42105263157894735,1.0,0.7,0.5227272727272727,1.0,0.75,0.47368421052631576,0.1,,0.3333333333333333,31.52173913043478,0.7142857142857143,,,0.09523809523809523,0.037037037037037035,,,0.06060606060606061,0.02564102564102564,,0.14285714285714285,,,,0.2,,0.1,,,,,0.15789473684210525,1.0,1.0,0.3333333333333333,0.15789473684210525,,,,0.21052631578947367,0.5,0.5,,0.3684210526315789,,,0.2,1.0,0.631578947368421,0.4959722222222223,,0.54451,0.18181818181818182,0.3076923076923077,0.08695652173913043,0.391304347826087,8.64,25.999999999999996,0.189873417721519,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.10526315789473684,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,0.2,1.0,0.4,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1899,1610612738,James Posey,James Posey,1899,BOS,9281.0,155,-9.0,289,284,41.0,70,45,573,9.0,11.0,2.0,2.0,1.0,1.0,,2.0,1.0,5.0,18.0,10.0,18,23.0,3.0,47.0,282,3.0,5.0,1.0,7.0,2.0,2.0,,16.0,14.0,6.0,2.0,18.0,,7.0,2.0,9.0,2.0,1.0,1.0,5.0,20.0,,2.0,,4.0,8.0,3.0,15.0,2.0,17,,6.0,2.0,1.0,1.0,,,1.0,,,10.0,15.0,2.0,,7.0,,3.0,4.0,2.0,3.0,1.0,,1.0,1.0,,,16.0,41.0,1.0,0.7,0.7777777777777778,0.5555555555555556,0.6,1.0,0.5365853658536586,0.3333333333333333,1.1428571428571428,0.5595238095238095,0.3888888888888889,1.1428571428571428,0.5609756097560976,,,,12.721893491124261,1.0,0.3,,0.08247422680412371,0.018018018018018018,0.08333333333333333,,0.08275862068965517,0.013422818791946308,0.024390243902439025,,0.0196078431372549,,,0.04,0.07142857142857142,0.11363636363636363,0.1111111111111111,,,1.0,0.2682926829268293,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.04878048780487805,,,,0.12195121951219512,0.2,0.2,1.0,0.43902439024390244,0.2222222222222222,1.0,0.14285714285714285,1.0,0.8292682926829268,0.562209756097561,0.51011875,0.5264928571428571,0.07142857142857142,0.15789473684210525,0.14893617021276595,0.3404255319148936,7.222222222222222,24.808695652173913,0.14186851211072665,2.0,5.0,2.0,3.0,6.0,2.0,8.0,4.0,5.0,21.0,6.0,0.875,0.34782608695652173,0.8,0.34782608695652173,0.12195121951219512,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.3333333333333333,1.0,3.0,2.0,4.0,3.0,4.0,1.0,0.5,0.1111111111111111,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,1398.0,23,-2.0,39,46,8.0,30,7,85,2.0,6.0,,1.0,,,,1.0,2.0,4.0,,4.0,11,,,8.0,46,,3.0,,,1.0,1.0,,2.0,6.0,2.0,,,2.0,3.0,2.0,5.0,1.0,2.0,,1.0,12.0,2.0,1.0,,1.0,,,1.0,3.0,4,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,2.0,8.0,,0.75,0.75,0.36363636363636365,,1.0,0.36363636363636365,,1.0,0.36363636363636365,,1.0,,0.18181818181818182,0.3333333333333333,,25.0,,,,,0.05555555555555555,0.1,0.5,0.041666666666666664,0.13636363636363635,,,0.14285714285714285,0.5,0.5,,,,0.14285714285714285,,,,0.5454545454545454,0.3333333333333333,0.5,1.0,0.09090909090909091,,,,0.36363636363636365,0.5,0.5,0.5,,0.3333333333333333,,,,0.5454545454545454,0.469390909090909,0.38645,0.2785,,,,0.25,8.52727272727273,,0.20512820512820512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,4766.0,79,-2.0,149,142,30.0,50,37,291,11.0,24.0,4.0,7.0,1.0,4.0,2.0,5.0,,4.0,1.0,13.0,33,1.0,14.0,40.0,136,4.0,7.0,6.0,14.0,1.0,6.0,2.0,4.0,18.0,8.0,6.0,1.0,5.0,2.0,,2.0,,1.0,,1.0,4.0,3.0,8.0,,2.0,5.0,1.0,8.0,11.0,19,1.0,,,4.0,,1.0,4.0,5.0,,1.0,5.0,11.0,2.0,,17.0,1.0,6.0,17.0,5.0,10.0,1.0,,1.0,1.0,,,4.0,30.0,1.0,0.6923076923076923,0.9,0.3939393939393939,0.5714285714285714,0.16666666666666666,0.38235294117647056,0.5,0.14285714285714285,0.5,0.6363636363636364,0.25,0.029411764705882353,0.15151515151515152,0.16666666666666666,0.2,23.93617021276596,0.8,0.25,,0.1,0.1095890410958904,0.11764705882352941,0.13636363636363635,0.1044776119402985,0.11578947368421053,0.12903225806451613,0.25,0.03333333333333333,0.15789473684210525,,,0.16666666666666666,0.12,0.09090909090909091,0.16666666666666666,0.0625,1.0,0.7058823529411765,0.4583333333333333,0.55,0.6363636363636364,0.14705882352941177,0.4,0.5,1.0,0.11764705882352941,,,,0.029411764705882353,0.875,0.5714285714285714,0.5714285714285714,0.25,0.7352941176470589,0.5418544117647058,0.5269214285714285,0.5208499999999999,0.2564102564102564,0.2631578947368421,0.35,0.1,3.3878787878787877,26.0,0.20134228187919462,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.14285714285714285,,,1.0,,1.0,,,1.0,0.25,,0.125,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
208,1610612738,Sam Cassell,Sam Cassell,208,BOS,7601.0,127,-10.0,240,235,40.0,65,36,475,,4.0,,,,1.0,2.0,7.0,18.0,42.0,7.0,20.0,53,7.0,10.0,56.0,231,1.0,1.0,4.0,6.0,5.0,9.0,,16.0,14.0,26.0,,7.0,5.0,14.0,5.0,19.0,3.0,3.0,2.0,9.0,43.0,2.0,3.0,,4.0,11.0,,15.0,5.0,20,1.0,8.0,6.0,7.0,4.0,1.0,3.0,8.0,1.0,1.0,4.0,13.0,2.0,,11.0,1.0,,11.0,,5.0,1.0,1.0,1.0,1.0,,,16.0,40.0,3.0,0.35,0.35,0.37735849056603776,1.0,0.5555555555555556,0.38333333333333336,1.0,0.7272727272727273,0.4230769230769231,1.0,0.7272727272727273,0.11666666666666667,0.09433962264150944,0.75,0.2857142857142857,25.97864768683274,0.875,,,0.1375,0.03,0.1111111111111111,0.06896551724137931,0.12931034482758622,0.03875968992248062,0.030303030303030304,0.05555555555555555,0.02040816326530612,0.07692307692307693,,0.05,0.08333333333333333,0.2222222222222222,0.07407407407407407,0.2222222222222222,0.03125,1.0,0.06666666666666667,,,,0.11666666666666667,0.2857142857142857,0.4,0.5,0.7,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.11666666666666667,,,0.09090909090909091,,0.18333333333333332,0.4289279661016949,,0.43353181818181824,0.07692307692307693,0.08620689655172414,0.10714285714285714,0.2857142857142857,15.718867924528302,28.214285714285715,0.16666666666666666,,,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.5,0.2857142857142857,1.0,0.2857142857142857,,,,,0.2857142857142857,0.2857142857142857,0.5,,,0.18181818181818182,0.2857142857142857,,,2.0,,3.0,2.0,,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,6391.0,107,2.0,201,196,40.0,48,33,397,9.0,20.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,8.0,2.0,13.0,33,4.0,12.0,38.0,185,1.0,3.0,2.0,4.0,1.0,6.0,4.0,6.0,8.0,18.0,2.0,2.0,6.0,5.0,4.0,9.0,2.0,5.0,,,22.0,,2.0,,5.0,8.0,1.0,14.0,2.0,16,,2.0,,4.0,2.0,6.0,2.0,10.0,1.0,3.0,3.0,8.0,1.0,1.0,9.0,,1.0,14.0,,5.0,1.0,1.0,1.0,1.0,2.0,,6.0,40.0,1.0,0.3076923076923077,0.3333333333333333,0.3939393939393939,0.3333333333333333,0.16666666666666666,0.35135135135135137,0.3333333333333333,0.16666666666666666,0.4318181818181818,0.5,0.375,0.10810810810810811,0.18181818181818182,0.3,,22.31404958677686,0.4,0.1111111111111111,,0.1111111111111111,0.024691358024691357,0.13157894736842105,,0.11818181818181818,0.01904761904761905,0.03333333333333333,,0.02857142857142857,,,0.043478260869565216,0.1111111111111111,0.16129032258064516,0.1724137931034483,,,1.0,0.5405405405405406,0.45,0.6428571428571429,0.2222222222222222,0.13513513513513514,0.6,0.6,0.6666666666666666,0.21621621621621623,0.125,0.125,,0.05405405405405406,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6486486486486487,0.511704054054054,0.4824,0.42196666666666666,0.11904761904761904,0.13157894736842105,0.10526315789473684,0.15789473684210525,6.703030303030303,24.4,0.19900497512437812,,2.0,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,2.0,,,,,,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,1135.0,19,1.0,33,36,5.0,13,2,69,2.0,2.0,,,,,1.0,1.0,2.0,4.0,,5.0,7,,4.0,14.0,38,,,,,,1.0,2.0,2.0,10.0,,,,,,2.0,2.0,1.0,,,,6.0,,,,1.0,1.0,1.0,3.0,,3,,1.0,1.0,,,1.0,,1.0,,,,,,,5.0,1.0,,8.0,,2.0,,,,,,,2.0,5.0,,1.0,1.0,0.7142857142857143,,,0.7142857142857143,,,0.6363636363636364,,0.5,,,,,33.333333333333336,,1.0,,0.1,,0.125,,0.1111111111111111,,,,,,,0.3333333333333333,,,0.14285714285714285,,,,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0.5,0.5,1.0,,,,,,0.2857142857142857,0.49071428571428566,,0.4539,0.2222222222222222,0.2222222222222222,,0.14285714285714285,11.957142857142857,,0.15151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,6391.0,107,17.0,199,195,38.0,41,36,394,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,12.0,21.0,18.0,15.0,25,23.0,4.0,58.0,186,3.0,4.0,,12.0,,4.0,1.0,10.0,18.0,12.0,,17.0,,10.0,2.0,12.0,1.0,5.0,2.0,3.0,26.0,1.0,2.0,,4.0,8.0,2.0,14.0,3.0,17,,7.0,2.0,6.0,5.0,2.0,1.0,8.0,,1.0,3.0,6.0,,1.0,1.0,,,4.0,,,1.0,,1.0,,,,10.0,38.0,1.0,0.6,0.6,0.6,0.75,,0.5625,1.0,0.4090909090909091,0.5625,1.0,0.4090909090909091,0.4791666666666667,,,,23.333333333333336,0.75,0.2857142857142857,,0.11267605633802817,0.028169014084507043,0.13793103448275862,0.03333333333333333,0.12,0.0297029702970297,,0.0625,0.029411764705882353,0.043478260869565216,,0.043478260869565216,0.1111111111111111,0.16666666666666666,0.15,0.1111111111111111,,,0.0625,0.6666666666666666,0.6666666666666666,,0.020833333333333332,1.0,1.0,,0.4375,0.5714285714285714,0.5714285714285714,0.75,0.375,0.16666666666666666,1.0,0.09090909090909091,,0.5416666666666666,0.44950425531914895,0.4260625,0.40547500000000003,,,0.20689655172413793,0.1724137931034483,16.312,25.99130434782609,0.19095477386934673,2.0,5.0,1.0,1.0,6.0,6.0,8.0,3.0,7.0,24.0,6.0,1.0,0.34782608695652173,0.42857142857142855,0.36363636363636365,0.10416666666666667,0.4,0.4,1.0,0.3333333333333333,0.35294117647058826,1.0,0.09090909090909091,1.0,0.5454545454545454,0.35294117647058826,1.0,1.0,2.0,2.0,,5.0,1.0,,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,,,,,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.043478260869565216,0.05555555555555555,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,2409.0,40,-13.0,71,77,16.0,44,13,148,3.0,5.0,,1.0,,,,4.0,2.0,3.0,6.0,5.0,12,8.0,3.0,25.0,83,,1.0,1.0,1.0,1.0,3.0,2.0,4.0,8.0,2.0,,6.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,1.0,1.0,,,,,,2.0,2,1.0,,,2.0,2.0,,,2.0,,,2.0,3.0,,,5.0,,1.0,4.0,,2.0,,,,,,,4.0,16.0,,0.8,0.8,0.4166666666666667,,0.3333333333333333,0.55,,0.25,0.5681818181818182,0.25,0.4,0.4,0.16666666666666666,0.2,0.25,27.586206896551726,1.0,,,,0.043478260869565216,,0.06666666666666667,,0.05263157894736842,,0.125,,,0.3333333333333333,,,,,,0.1111111111111111,,0.25,0.6,0.75,1.0,0.2,,,,0.15,0.6666666666666666,0.6666666666666666,0.5,0.3,1.0,,,,0.65,0.5351649999999999,,0.43995,0.09090909090909091,0.14285714285714285,0.04,0.16,7.683333333333334,24.75,0.22535211267605634,2.0,2.0,,,2.0,1.0,4.0,,1.0,12.0,2.0,1.0,0.5,,0.5,0.1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
