EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffFTReboundPct,Travels,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,on
101129,1610612745,Luther Head,Luther Head,101129,HOU,37886.0,631,50,1202,1183,277,260,158,2385,36.0,68,4.0,7.0,4.0,14.0,4.0,9.0,21.0,37.0,6.0,15.0,1.0,1.0,3.0,6.0,28.0,76.0,2.0,5.0,8.0,24.0,61,114,34.0,91.0,28.0,252,1223,7.0,11.0,3.0,6.0,1.0,24.0,10.0,24.0,11.0,30.0,14.0,67.0,44.0,78.0,81.0,21.0,2.0,1.0,75.0,28.0,16.0,4.0,46.0,13.0,59.0,10.0,3.0,22.0,10.0,14.0,131.0,1.0,7.0,11.0,39.0,50.0,8.0,58,3.0,22.0,12.0,10.0,14.0,2.0,11.0,10.0,2.0,3.0,4.0,24.0,4.0,8.0,15.0,28,1.0,20.0,2.0,1.0,38.0,1.0,9.0,11.0,4.0,7.0,5.0,1.0,1.0,7.0,5.0,67.0,277,4.0,0.36065573770491804,0.36666666666666664,0.7941176470588235,0.37362637362637363,0.5,0.36666666666666664,0.37777777777777777,0.5350877192982456,0.6363636363636364,0.4166666666666667,0.5463414634146342,0.6764705882352942,0.49074074074074076,0.5593607305936074,0.6764705882352942,0.5327868852459017,0.44390243902439025,0.04395604395604396,0.14035087719298245,0.22058823529411764,0.1111111111111111,0.05263157894736842,17.583212735166423,0.5833333333333334,0.08074534161490683,0.016908212560386472,0.1111111111111111,0.006172839506172839,0.0859106529209622,0.013888888888888888,0.026845637583892617,0.016129032258064516,0.0070921985815602835,0.008064516129032258,0.045112781954887216,0.09090909090909091,0.0966183574879227,0.10526315789473684,0.13043478260869565,0.03529411764705882,0.7142857142857143,0.33170731707317075,0.5294117647058824,0.6792452830188679,0.3611111111111111,0.04390243902439024,0.4444444444444444,0.5,0.25,0.18048780487804877,0.5675675675675675,0.5675675675675675,0.38095238095238093,0.07317073170731707,0.4,0.4,1.0,0.37073170731707317,0.3684210526315789,0.3888888888888889,0.75,0.4117647058823529,0.5714285714285714,0.25,0.058823529411764705,1.0,1.0,0.29411764705882354,0.4,1.0,0.25925925925925924,0.2857142857142857,0.1111111111111111,0.5,0.4444444444444444,0.3333333333333333,0.775609756097561,0.37333333333333335,0.5220384236453203,0.5541208333333333,0.4970632075471697,0.05116279069767442,0.08870967741935484,0.09523809523809523,0.26587301587301587,7.1491228070175445,25.82417582417583,0.23044925124792012,,,,,,,,,,,,,,,,,,,,True
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,18052.0,301,55,578,584,192,178,80,1162,15.0,24,2.0,6.0,3.0,6.0,4.0,13.0,,,,,,,,,,1.0,,,,1.0,19,37,,1.0,4.0,42,533,3.0,7.0,,,,6.0,4.0,10.0,,1.0,4.0,12.0,32.0,6.0,,,2.0,,1.0,,1.0,,10.0,8.0,18.0,7.0,1.0,7.0,1.0,2.0,44.0,4.0,19.0,8.0,39.0,54.0,24.0,78,2.0,22.0,13.0,9.0,8.0,2.0,4.0,3.0,,4.0,,11.0,1.0,4.0,32.0,45,,12.0,3.0,2.0,10.0,,,4.0,1.0,16.0,10.0,1.0,5.0,16.0,13.0,12.0,192,1.0,0.8421052631578947,0.8888888888888888,,,,,,0.5135135135135135,0.42857142857142855,0.4,0.5,0.42857142857142855,0.36363636363636365,0.4883720930232558,0.375,0.42857142857142855,0.02631578947368421,,0.02702702702702703,0.041666666666666664,,,8.059701492537313,0.7272727272727273,0.17727272727272728,0.09134615384615384,0.14545454545454545,0.0449438202247191,0.1709090909090909,0.07744107744107744,0.0641025641025641,0.14,0.0875,0.0547945205479452,0.21212121212121213,0.140625,0.17777777777777778,0.13333333333333333,0.2,0.11764705882352941,0.8125,0.631578947368421,0.625,0.6521739130434783,0.8666666666666667,0.34210526315789475,0.3076923076923077,0.3076923076923077,0.75,,,,,,,,,0.02631578947368421,,,,0.8571428571428571,0.3333333333333333,0.5,,,,,,,0.5454545454545454,0.5,,,0.09090909090909091,,0.6578947368421053,,0.50855,0.5148333333333334,0.4909363636363636,0.09523809523809523,0.0975609756097561,0.14285714285714285,0.2857142857142857,2.743243243243243,31.5,0.33217993079584773,1.0,7.0,5.0,1.0,1.0,1.0,0.3181818181818182,0.05263157894736842,,,,,,,,,,,,True
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,80070.0,1334,116,2512,2514,638,659,358,5026,71.0,146,10.0,20.0,14.0,35.0,29.0,76.0,157.0,340.0,1.0,7.0,,1.0,1.0,4.0,45.0,154.0,4.0,16.0,15.0,53.0,257,562,46.0,161.0,140.0,792,2602,28.0,62.0,4.0,17.0,8.0,76.0,56.0,141.0,16.0,57.0,51.0,211.0,216.0,298.0,102.0,36.0,10.0,4.0,150.0,45.0,26.0,1.0,153.0,55.0,208.0,35.0,20.0,107.0,23.0,23.0,471.0,3.0,18.0,25.0,121.0,150.0,21.0,171,7.0,35.0,18.0,17.0,51.0,4.0,30.0,24.0,7.0,21.0,,75.0,6.0,13.0,18.0,50,10.0,170.0,3.0,5.0,205.0,13.0,1.0,85.0,19.0,10.0,4.0,3.0,3.0,11.0,8.0,211.0,638,17.0,0.42023346303501946,0.42857142857142855,0.7391304347826086,0.2857142857142857,0.23529411764705882,0.2807017543859649,0.2929936305732484,0.45729537366548045,0.45161290322580644,0.3971631205673759,0.4508990318118949,0.43037974683544306,0.40404040404040403,0.4847001223990208,0.4578313253012048,0.45278969957081544,0.22268326417704012,0.006211180124223602,0.046263345195729534,0.07534246575342465,0.13157894736842105,0.006493506493506494,30.482381115292508,0.68,0.11956521739130435,0.019889502762430938,0.11904761904761904,0.008670520231213872,0.11947626841243862,0.016786570743405275,0.03367003367003367,0.012605042016806723,0.013513513513513514,0.0036900369003690036,0.10566037735849057,0.1111111111111111,0.1320754716981132,0.11764705882352941,0.125,0.01818181818181818,0.7272727272727273,0.20193637621023514,0.4863013698630137,0.5259259259259259,0.4225352112676056,0.10511756569847856,0.3815789473684211,0.4393939393939394,0.3793103448275862,0.4702627939142462,0.46176470588235297,0.46865671641791046,0.4267515923566879,0.009681881051175657,0.14285714285714285,0.14285714285714285,1.0,0.21300138312586445,0.2922077922077922,0.29411764705882354,0.7333333333333333,0.25316455696202533,0.5,0.3,0.012658227848101266,,,0.20253164556962025,0.25,1.0,0.17676767676767677,0.4,0.020202020202020204,0.25,0.2676767676767677,0.2830188679245283,0.42461964038727523,0.3,0.47253372739916555,0.4659946153846154,0.465336224489796,0.11027568922305764,0.13406940063091483,0.09595959595959595,0.26641414141414144,12.808362989323843,25.937267080745347,0.25398089171974525,,4.0,,,,10.0,0.043478260869565216,,2.0,3.0,1.0,1.0,0.014705882352941176,0.02666666666666667,0.018292682926829267,,,,,True
1517,1610612745,Bobby Jackson,Bobby Jackson,1517,HOU,16104.0,268,39,490,491,110,137,75,981,6.0,17,2.0,4.0,1.0,2.0,4.0,8.0,12.0,35.0,9.0,16.0,3.0,3.0,1.0,2.0,10.0,29.0,2.0,3.0,4.0,7.0,22,60,19.0,45.0,15.0,116,482,4.0,7.0,5.0,6.0,,23.0,2.0,9.0,5.0,9.0,8.0,27.0,18.0,26.0,42.0,15.0,4.0,,29.0,10.0,6.0,,25.0,8.0,33.0,7.0,1.0,14.0,1.0,10.0,74.0,7.0,2.0,4.0,22.0,27.0,9.0,36,2.0,9.0,4.0,5.0,9.0,2.0,5.0,5.0,1.0,4.0,,14.0,1.0,4.0,5.0,20,1.0,14.0,,3.0,21.0,,5.0,5.0,3.0,1.0,1.0,,,1.0,,27.0,110,3.0,0.4090909090909091,0.45,0.7368421052631579,0.4222222222222222,0.8333333333333334,0.5555555555555556,0.4222222222222222,0.36666666666666664,0.5714285714285714,0.2222222222222222,0.48095238095238096,0.8846153846153846,0.5277777777777778,0.5,0.8846153846153846,0.5909090909090909,0.42857142857142855,,0.1,0.29411764705882354,0.125,,22.202797202797203,0.6428571428571429,0.10185185185185185,0.011428571428571429,0.10526315789473684,0.08433734939759036,0.10236220472440945,0.03488372093023256,0.014285714285714285,0.02702702702702703,,0.09375,0.08333333333333333,0.0625,0.1346153846153846,0.0967741935483871,0.14285714285714285,0.03571428571428571,,0.1619047619047619,0.35294117647058826,0.5,0.3333333333333333,0.0761904761904762,0.5,0.5714285714285714,0.25,0.3333333333333333,0.34285714285714286,0.34285714285714286,0.5,0.1523809523809524,0.5625,0.5625,0.8888888888888888,0.2761904761904762,0.3448275862068966,0.3448275862068966,0.6,0.3076923076923077,0.5,,0.23076923076923078,1.0,0.6666666666666666,0.23076923076923078,0.6666666666666666,1.0,0.1111111111111111,0.5,0.1111111111111111,0.5,0.3888888888888889,0.5714285714285714,0.5904761904761905,0.3448275862068966,0.49017451923076927,0.501575,0.4780970588235295,0.045454545454545456,0.07692307692307693,0.19827586206896552,0.23275862068965517,12.406666666666665,25.32,0.22448979591836735,,1.0,2.0,,,4.0,0.0625,,1.0,,,,,0.05263157894736842,,1.0,,,,True
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,121423.0,2024,168,3813,3819,963,930,537,7632,210.0,337,60.0,94.0,50.0,75.0,59.0,151.0,76.0,179.0,,,,,,,,3.0,,,,2.0,345,667,,3.0,157.0,847,3916,71.0,126.0,,,34.0,176.0,79.0,153.0,,2.0,76.0,234.0,460.0,230.0,,,104.0,2.0,1.0,,52.0,,56.0,50.0,106.0,34.0,16.0,30.0,10.0,16.0,262.0,31.0,137.0,59.0,246.0,351.0,174.0,525,17.0,60.0,26.0,34.0,54.0,8.0,27.0,51.0,8.0,27.0,1.0,105.0,10.0,22.0,97.0,235,13.0,232.0,23.0,42.0,235.0,13.0,,95.0,29.0,19.0,12.0,1.0,6.0,19.0,10.0,234.0,963,27.0,0.6666666666666666,0.7849829351535836,,,,,,0.5172413793103449,0.5634920634920635,0.5163398692810458,0.5149253731343284,0.5634920634920635,0.5096774193548387,0.5422535211267606,0.5906040268456376,0.5707317073170731,0.004477611940298508,,0.07796101949025487,0.12166172106824925,0.06622516556291391,,19.941415051825146,0.5142857142857142,0.16120576671035386,0.10066127847171198,0.17933130699088146,0.06126482213438735,0.16442048517520216,0.08998393144081414,0.11205073995771671,0.1105121293800539,0.08317214700193423,0.061381074168797956,0.11483253588516747,0.17073170731707318,0.1833810888252149,0.17898832684824903,0.18055555555555555,0.06439393939393939,0.5263157894736842,0.5029850746268657,0.6231454005934718,0.7094594594594594,0.5714285714285714,0.2253731343283582,0.39072847682119205,0.41843971631205673,0.6101694915254238,0.2671641791044776,0.4245810055865922,0.42696629213483145,0.9736842105263158,,,,,0.004477611940298508,,,,0.746031746031746,0.6382978723404256,0.1,,,,,,,0.4838709677419355,0.6666666666666666,,,0.012903225806451613,,0.5074626865671642,,0.48743375748503004,0.5217598130841122,0.48131176470588216,0.12632978723404256,0.1268357810413885,0.2077922077922078,0.2762691853600944,6.7104947526236876,41.03333333333333,0.25255704169944926,6.0,46.0,34.0,3.0,2.0,25.0,0.3511450381679389,0.04411764705882353,13.0,,,,0.00558659217877095,0.06086956521739131,,,,,,True
1719,1610612745,Bonzi Wells,Bonzi Wells,1719,HOU,30763.0,513,-7,957,969,279,260,134,1926,54.0,91,10.0,20.0,17.0,28.0,4.0,22.0,15.0,51.0,3.0,11.0,,,,4.0,,6.0,,1.0,,3.0,73,164,3.0,17.0,52.0,207,1009,12.0,27.0,,1.0,6.0,30.0,20.0,39.0,,7.0,15.0,55.0,98.0,48.0,9.0,,12.0,1.0,5.0,,8.0,,25.0,5.0,30.0,5.0,,16.0,4.0,5.0,65.0,6.0,18.0,14.0,64.0,88.0,25.0,113,2.0,15.0,7.0,8.0,21.0,3.0,12.0,10.0,1.0,9.0,1.0,31.0,3.0,7.0,34.0,58,4.0,60.0,3.0,6.0,75.0,9.0,,34.0,8.0,8.0,5.0,,3.0,10.0,5.0,55.0,279,6.0,0.6712328767123288,0.7313432835820896,1.0,0.17647058823529413,,,0.1875,0.4451219512195122,0.4444444444444444,0.5128205128205128,0.4281767955801105,0.42857142857142855,0.43478260869565216,0.48364485981308414,0.45454545454545453,0.49107142857142855,0.09392265193370165,,0.04878048780487805,0.07692307692307693,,,21.953405017921146,0.6774193548387096,0.18604651162790697,0.04945054945054945,0.15555555555555556,0.061855670103092786,0.17972350230414746,0.052060737527114966,0.05426356589147287,0.0392156862745098,0.05263157894736842,0.057971014492753624,0.14893617021276595,0.17204301075268819,0.21656050955414013,0.15384615384615385,0.16,0.021739130434782608,0.5,0.5027624309392266,0.5934065934065934,0.6428571428571429,0.7037037037037037,0.12154696132596685,0.18181818181818182,0.18181818181818182,,0.281767955801105,0.29411764705882354,0.3,0.7333333333333333,0.06077348066298342,0.2727272727272727,0.2727272727272727,1.0,0.03314917127071823,,,,0.7142857142857143,0.5,0.4,,,,0.03571428571428571,,,0.6086956521739131,0.6071428571428571,0.08695652173913043,,0.06521739130434782,,0.5966850828729282,,0.5079558659217877,0.5285480769230768,0.5061122222222222,0.1650485436893204,0.17989417989417988,0.14492753623188406,0.26570048309178745,7.038414634146343,27.25294117647059,0.29153605015673983,1.0,10.0,,,2.0,5.0,0.3448275862068966,0.02631578947368421,1.0,,2.0,1.0,0.0196078431372549,0.07142857142857142,,,1.0,1.0,,True
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,74959.0,1249,132,2362,2370,616,575,331,4732,53.0,103,4.0,12.0,14.0,24.0,31.0,79.0,31.0,95.0,7.0,21.0,,2.0,1.0,6.0,63.0,174.0,8.0,17.0,12.0,45.0,115,277,70.0,195.0,49.0,489,2440,5.0,26.0,8.0,19.0,4.0,38.0,24.0,57.0,13.0,51.0,11.0,98.0,40.0,190.0,180.0,30.0,2.0,1.0,173.0,63.0,16.0,,167.0,39.0,206.0,25.0,14.0,68.0,31.0,68.0,451.0,3.0,15.0,20.0,87.0,109.0,19.0,128,11.0,46.0,27.0,19.0,49.0,15.0,40.0,33.0,5.0,9.0,1.0,82.0,8.0,16.0,23.0,73,3.0,53.0,2.0,1.0,71.0,4.0,,31.0,5.0,11.0,8.0,2.0,1.0,11.0,7.0,98.0,616,5.0,0.17391304347826086,0.17543859649122806,0.8571428571428571,0.358974358974359,0.42105263157894735,0.2549019607843137,0.36082474226804123,0.4151624548736462,0.19230769230769232,0.42105263157894735,0.4661016949152542,0.37777777777777777,0.4027777777777778,0.48415841584158414,0.40425531914893614,0.4152542372881356,0.413135593220339,,0.05776173285198556,0.10679611650485436,0.06329113924050633,,21.345454545454544,0.5975609756097561,0.0916754478398314,0.01764705882352941,0.09216589861751152,0.01,0.09176672384219554,0.01565217391304348,0.024054982817869417,0.01680672268907563,0.012461059190031152,0.008438818565400843,0.07272727272727272,0.0942622950819672,0.10232558139534884,0.07784431137724551,0.14,0.04150943396226415,0.6363636363636364,0.21822033898305085,0.5145631067961165,0.5760869565217391,0.2830188679245283,0.1673728813559322,0.3924050632911392,0.4189189189189189,0.0967741935483871,0.20127118644067796,0.3263157894736842,0.3263157894736842,0.06451612903225806,0.04449152542372881,0.3333333333333333,0.3333333333333333,1.0,0.3686440677966102,0.3620689655172414,0.3620689655172414,0.8412698412698413,0.26666666666666666,0.3333333333333333,,0.044444444444444446,,,0.37777777777777777,0.47058823529411764,0.75,0.2222222222222222,0.5833333333333334,0.05555555555555555,0.16666666666666666,0.4166666666666667,0.26666666666666666,0.6313559322033898,0.36416184971098264,0.508783439490446,0.520888157894737,0.5038532710280375,0.064,0.10197368421052631,0.07770961145194274,0.20040899795501022,9.072202166064981,25.369230769230768,0.26079593564775616,1.0,2.0,6.0,,1.0,13.0,0.023809523809523808,0.0125,2.0,1.0,,,,0.015873015873015872,0.00510204081632653,,,,,True
200839,1610612745,Mike Harris,Mike Harris,200839,HOU,3144.0,52,-1,99,96,35,29,15,195,10.0,14,4.0,7.0,,2.0,,,,4.0,,,,,,,,1.0,,,,,10,18,,1.0,2.0,22,99,4.0,7.0,,,,8.0,,5.0,,,2.0,2.0,12.0,8.0,,,8.0,,1.0,,5.0,,,,,,,,,,,4.0,6.0,4.0,6.0,11.0,10.0,21,,3.0,3.0,,3.0,,1.0,2.0,1.0,2.0,,5.0,1.0,2.0,4.0,8,,5.0,,1.0,4.0,2.0,,3.0,,1.0,1.0,,,1.0,,2.0,35,,0.6,1.0,,,,,,0.5555555555555556,0.5714285714285714,,0.5263157894736842,0.5714285714285714,,0.55,0.5714285714285714,0.16666666666666666,0.05263157894736842,,0.2777777777777778,0.2857142857142857,,,21.186440677966104,0.6,0.16666666666666666,0.14634146341463414,0.3333333333333333,0.4,0.20833333333333334,0.19607843137254902,0.25,0.16666666666666666,0.05263157894736842,0.375,0.2222222222222222,0.3333333333333333,0.05555555555555555,0.2,1.0,,,0.7368421052631579,0.7142857142857143,1.0,0.6,,,,,0.21052631578947367,,,,,,,,0.05263157894736842,,,,1.0,0.5714285714285714,,,,,,,,0.4,,,,,,0.7894736842105263,,0.534578947368421,0.559525,0.44567999999999997,0.15,0.15789473684210525,0.36363636363636365,0.09090909090909091,4.033333333333333,24.9,0.35353535353535354,,1.0,,1.0,,,0.16666666666666666,,,,,,0.25,0.5,,,,,,True
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,18738.0,312,-7,589,592,155,135,83,1181,16.0,30,1.0,3.0,4.0,11.0,3.0,7.0,5.0,15.0,2.0,10.0,,3.0,1.0,2.0,15.0,47.0,,1.0,1.0,14.0,24,52,17.0,57.0,17.0,116,617,1.0,4.0,,4.0,,2.0,6.0,16.0,2.0,16.0,8.0,26.0,10.0,38.0,45.0,6.0,,,47.0,15.0,4.0,,30.0,17.0,47.0,12.0,5.0,11.0,8.0,11.0,111.0,1.0,4.0,6.0,11.0,17.0,6.0,23,3.0,8.0,2.0,6.0,14.0,5.0,10.0,10.0,3.0,4.0,1.0,24.0,,8.0,18.0,34,1.0,24.0,1.0,3.0,19.0,,1.0,5.0,4.0,2.0,1.0,1.0,,2.0,1.0,26.0,155,3.0,0.20833333333333334,0.20833333333333334,0.8823529411764706,0.2982456140350877,,0.125,0.2982456140350877,0.46153846153846156,0.25,0.375,0.4541284403669725,0.125,0.28125,0.4872881355932203,0.125,0.3611111111111111,0.5229357798165137,,0.07692307692307693,0.13333333333333333,,,20.72992700729927,0.5833333333333334,0.054187192118226604,0.02197802197802198,0.10344827586206896,0.010526315789473684,0.06513409961685823,0.018050541516245487,0.028169014084507043,0.023255813953488372,0.014705882352941176,0.013157894736842105,0.03571428571428571,0.0625,0.060240963855421686,0.1111111111111111,0.07692307692307693,0.047619047619047616,0.5,0.27522935779816515,0.5333333333333333,0.6153846153846154,0.1875,0.06422018348623854,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.13761467889908258,0.3333333333333333,0.3333333333333333,0.2,0.09174311926605505,0.2,0.2,1.0,0.43119266055045874,0.3191489361702128,0.3191489361702128,0.8666666666666667,0.375,0.3333333333333333,,0.375,,,0.125,,,0.34375,0.36363636363636365,0.0625,0.5,0.4375,0.07142857142857142,0.7981651376146789,0.3191489361702128,0.5352379629629628,0.5254166666666666,0.5399354838709677,0.043859649122807015,0.08771929824561403,0.017241379310344827,0.22413793103448276,6.769230769230767,25.282456140350874,0.2631578947368421,1.0,,1.0,,,2.0,,0.047619047619047616,,,,,,,,,,,,True
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,84871.0,1415,155,2663,2678,649,618,377,5341,22.0,47,9.0,20.0,3.0,10.0,25.0,56.0,14.0,28.0,41.0,93.0,5.0,13.0,8.0,18.0,30.0,90.0,2.0,7.0,5.0,26.0,61,131,71.0,183.0,32.0,367,2761,18.0,34.0,7.0,20.0,6.0,63.0,11.0,27.0,13.0,44.0,10.0,71.0,76.0,46.0,204.0,9.0,18.0,,90.0,30.0,9.0,1.0,64.0,17.0,81.0,11.0,6.0,25.0,11.0,28.0,179.0,22.0,47.0,21.0,102.0,132.0,73.0,205,12.0,38.0,25.0,13.0,24.0,6.0,18.0,15.0,1.0,6.0,1.0,39.0,5.0,9.0,74.0,104,5.0,55.0,2.0,19.0,44.0,4.0,8.0,16.0,4.0,39.0,33.0,2.0,4.0,40.0,21.0,71.0,649,4.0,0.6229508196721312,0.7307692307692307,0.9577464788732394,0.3879781420765027,0.35,0.29545454545454547,0.3879781420765027,0.46564885496183206,0.5294117647058824,0.4074074074074074,0.5334394904458599,0.5277777777777778,0.4295774647887324,0.546969696969697,0.5526315789473685,0.4473684210526316,0.5828025477707006,0.00546448087431694,0.06870229007633588,0.14893617021276595,0.03571428571428571,0.011111111111111112,11.887886597938145,0.6153846153846154,0.09205776173285199,0.05125408942202835,0.09251101321585903,0.05851063829787234,0.09213483146067415,0.05336426914153132,0.06309148264984227,0.03759398496240601,0.05089820359281437,0.05555555555555555,0.07096774193548387,0.10877192982456141,0.09551656920077972,0.09444444444444444,0.0851063829787234,0.07100591715976332,0.525,0.14968152866242038,0.46808510638297873,0.55,0.6363636363636364,0.17834394904458598,0.44642857142857145,0.46296296296296297,0.56,0.08917197452229299,0.5,0.5,0.7142857142857143,0.2961783439490446,0.44086021505376344,0.44086021505376344,0.9512195121951219,0.28662420382165604,0.3333333333333333,0.33707865168539325,0.9666666666666667,0.37037037037037035,0.45,0.2222222222222222,0.24074074074074073,0.38461538461538464,1.0,0.12962962962962962,0.2857142857142857,1.0,0.14084507042253522,0.3,0.2535211267605634,0.4444444444444444,0.36619718309859156,0.19230769230769232,0.732484076433121,0.3333333333333333,0.5150132587859425,0.534396511627907,0.5045070422535212,0.049079754601226995,0.11188811188811189,0.17166212534059946,0.19346049046321526,7.995419847328243,24.509289617486342,0.24371010138941043,4.0,9.0,2.0,,,8.0,0.09183673469387756,0.043478260869565216,1.0,,1.0,,,0.06818181818181818,,,1.0,,,True
