EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Offensive Fouls Drawn,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,PenaltyFtPoints,NonShootingFoulsDrawn,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,OffArc3ReboundPct,on,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,3SecondViolations,Corner3PctBlocked,BlockedCorner3,HeaveMakes
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,13831.0,231,-45.0,432,431,28.0,59.0,57.0,863,11.0,27.0,3.0,2.0,2.0,1.0,3.0,10.0,28.0,1.0,7.0,16.0,2.0,1.0,1.0,22.0,58.0,7.0,17.0,16.0,81.0,471,2.0,6.0,2.0,4.0,8.0,2.0,4.0,1.0,1.0,7.0,8.0,36.0,12.0,9.0,16.0,7.0,3.0,38.0,10.0,48.0,7.0,3.0,20.0,8.0,10.0,106.0,1.0,5.0,19.0,2.0,26.0,1.0,27.0,1.0,10.0,6.0,4.0,11.0,9.0,10.0,12.0,1.0,1.0,23.0,1.0,8.0,16.0,1.0,10.0,1.0,17.0,1.0,6.0,6.0,1.0,1.0,1.0,7.0,28.0,1.0,0.1818181818181818,0.1818181818181818,0.5714285714285714,0.4117647058823529,1.0,0.4117647058823529,0.3793103448275862,0.3333333333333333,0.5,0.4333333333333333,0.25,0.7,0.46875,0.4,0.7,0.2266666666666666,0.0517241379310344,0.1111111111111111,20.6,0.4782608695652174,0.1333333333333333,0.1158536585365853,0.0056818181818181,0.1219512195121951,0.1170731707317073,0.0045662100456621,0.0163934426229508,0.0909090909090909,0.1666666666666666,0.1095890410958904,0.1333333333333333,0.0909090909090909,0.024390243902439,0.36,0.4074074074074074,0.4583333333333333,0.2727272727272727,0.04,0.3333333333333333,0.3333333333333333,0.3733333333333333,0.3571428571428571,0.3571428571428571,0.1,0.0133333333333333,0.2133333333333333,0.4375,0.4375,0.5714285714285714,0.375,0.25,0.4,1.0,0.2,1.0,0.5866666666666667,0.4375,0.4950358108108108,0.47285,0.4684799999999999,0.075,0.0952380952380952,0.0987654320987654,0.0864197530864197,9.955172413793104,26.688235294117643,0.0648148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,453.0,8,7.0,12,12,2.0,2.0,,24,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,2.0,9,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,0.3333333333333333,,,0.25,,,0.6666666666666666,,,30.769230769230766,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,1.0,,0.5572833333333332,,0.37065,0.25,0.5,,,,25.05,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200835,1610612766,Walter Herrmann,Walter Herrmann,200835,CHA,1239.0,21,-9.0,37,37,5.0,20.0,1.0,74,2.0,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,3.0,5.0,1.0,2.0,,9.0,55,,,,,,1.0,1.0,,,2.0,,6.0,3.0,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,3.0,4.0,,1.0,,,,,,,,,2.0,5.0,,,,1.0,0.5,,0.5,0.6,,1.0,0.6428571428571429,,1.0,0.6428571428571429,,1.0,0.2857142857142857,0.2,,18.42105263157895,,0.25,0.0833333333333333,,,0.0625,,,,,0.2,,,,0.2857142857142857,1.0,1.0,,0.1428571428571428,,,0.2857142857142857,0.5,1.0,,0.2857142857142857,,,,,,,1.0,1.0,,,0.5714285714285714,,0.4745357142857142,,0.5847,,,,0.2222222222222222,10.24,23.8,0.1351351351351351,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,16014.0,267,-57.0,496,495,31.0,66.0,63.0,991,8.0,13.0,6.0,,,,4.0,9.0,26.0,,,,,,,17.0,43.0,,,3.0,37.0,550,7.0,9.0,,1.0,15.0,1.0,3.0,,,2.0,22.0,12.0,,,,,4.0,4.0,2.0,6.0,2.0,,2.0,,2.0,14.0,13.0,5.0,23.0,2.0,30.0,14.0,44.0,1.0,,,,4.0,1.0,3.0,11.0,1.0,7.0,15.0,,16.0,35.0,1.0,16.0,5.0,5.0,1.0,,3.0,3.0,3.0,3.0,2.0,31.0,4.0,0.6470588235294118,0.8461538461538461,,,,,0.3953488372093023,0.7777777777777778,0.3333333333333333,0.3953488372093023,0.7777777777777778,0.3333333333333333,0.4111111111111111,0.75,0.3333333333333333,,0.0930232558139534,0.1538461538461538,10.507880910683012,0.2666666666666666,0.1176470588235294,0.1256830601092896,0.0653266331658291,0.119047619047619,0.1244444444444444,0.056910569105691,0.0757575757575757,0.2096774193548387,0.0769230769230769,0.0853658536585365,0.0967741935483871,0.1818181818181818,0.0454545454545454,0.3023255813953488,0.6153846153846154,0.7272727272727273,0.5,0.0930232558139534,,,0.6046511627906976,0.3461538461538461,0.36,0.7777777777777778,,,,,,0.6666666666666666,,,,,,0.3023255813953488,,0.4416744186046511,0.5446625,0.3821666666666667,0.0666666666666666,0.0666666666666666,0.4054054054054054,0.054054054054054,11.332558139534882,,0.0625,,6.0,0.0384615384615384,,,,5.0,8.0,1.0,1.0,1.0,7.0,2.0,1.0,0.25,0.0212765957446808,0.0681818181818181,0.0561797752808988,0.0476190476190476,0.6666666666666666,0.8333333333333334,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,1943.0,32,-8.0,57,57,5.0,14.0,1.0,114,2.0,3.0,,,,1.0,1.0,5.0,7.0,1.0,,1.0,,,,8.0,11.0,1.0,2.0,,19.0,81,,,,,,,,,,,16.0,,3.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,2.0,,,3.0,,3.0,,3.0,,,,,,,,1.0,,,1.0,,3.0,3.0,,,,,,,,,,,,5.0,,1.0,1.0,1.0,0.5,,0.5,0.7272727272727273,,,0.7307692307692307,,,0.7307692307692307,,,0.1538461538461538,0.0909090909090909,0.3333333333333333,23.728813559322035,,,0.15,,,0.1304347826086956,,,,,0.25,,,,0.2307692307692307,0.6666666666666666,1.0,1.0,0.0769230769230769,1.0,1.0,0.5384615384615384,0.7142857142857143,0.7142857142857143,1.0,0.0769230769230769,0.0769230769230769,,,,,,,,,,0.3846153846153846,,0.4753423076923077,,,,,,,13.036363636363635,24.6,0.087719298245614,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2202,1610612766,Jason Richardson,Jason Richardson,2202,CHA,14722.0,245,-53.0,456,457,24.0,52.0,62.0,913,10.0,30.0,3.0,1.0,3.0,3.0,10.0,12.0,33.0,11.0,13.0,28.0,2.0,,1.0,25.0,73.0,17.0,39.0,7.0,108.0,498,2.0,5.0,2.0,,7.0,1.0,3.0,1.0,2.0,5.0,22.0,28.0,45.0,6.0,28.0,13.0,11.0,18.0,6.0,24.0,4.0,2.0,8.0,2.0,8.0,54.0,5.0,6.0,25.0,1.0,32.0,6.0,38.0,,8.0,6.0,2.0,7.0,1.0,3.0,5.0,4.0,1.0,12.0,1.0,7.0,15.0,2.0,13.0,,12.0,,,6.0,6.0,6.0,6.0,5.0,24.0,,0.44,0.4782608695652174,0.8823529411764706,0.4358974358974359,0.5,0.4358974358974359,0.3424657534246575,0.4,0.3333333333333333,0.4508928571428571,0.5,0.5,0.4576271186440678,0.5,0.5,0.3482142857142857,0.1506849315068493,0.3333333333333333,24.52830188679245,0.5833333333333334,0.0714285714285714,0.1470588235294117,0.0264550264550264,0.1538461538461538,0.1483253588516746,0.0214592274678111,0.046875,0.0833333333333333,0.1351351351351351,0.2054794520547945,0.1428571428571428,0.1818181818181818,,0.2678571428571428,0.3333333333333333,0.5,0.6,0.0892857142857142,0.3,0.3333333333333333,0.2946428571428571,0.3636363636363636,0.3636363636363636,0.4166666666666667,0.0982142857142857,0.25,0.4642857142857143,0.4642857142857143,0.8461538461538461,0.4285714285714285,0.2857142857142857,0.6,0.3333333333333333,0.2,,0.6160714285714286,0.4642857142857143,0.5086499999999999,0.5151214285714285,0.59998,0.0508474576271186,0.0759493670886076,0.0648148148148148,0.0462962962962962,9.728767123287671,25.05897435897436,0.0526315789473684,4.0,1.0,,0.3636363636363636,0.3636363636363636,1.0,2.0,4.0,,1.0,1.0,,4.0,,0.1,,0.024390243902439,0.0119047619047619,,0.6666666666666666,0.6666666666666666,,,1.0,1.0,1.0,1.0,1.0,0.5,0.0909090909090909,0.5,1.0,0.2,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,12979.0,216,-46.0,405,406,23.0,38.0,54.0,811,29.0,41.0,9.0,2.0,5.0,2.0,4.0,8.0,28.0,12.0,2.0,3.0,,,,39.0,73.0,3.0,15.0,32.0,119.0,435,6.0,11.0,1.0,1.0,13.0,2.0,6.0,,1.0,7.0,40.0,38.0,9.0,,3.0,2.0,2.0,10.0,3.0,13.0,2.0,1.0,7.0,,3.0,29.0,5.0,2.0,13.0,,15.0,5.0,20.0,,15.0,9.0,6.0,8.0,4.0,6.0,10.0,2.0,,18.0,2.0,4.0,14.0,5.0,32.0,,41.0,3.0,,20.0,1.0,1.0,1.0,7.0,23.0,1.0,0.5128205128205128,0.5263157894736842,1.0,0.2,,0.2,0.5342465753424658,0.5454545454545454,0.3333333333333333,0.4943181818181818,0.5,0.2857142857142857,0.5560747663551402,0.5,0.3888888888888889,0.1704545454545454,0.0273972602739726,0.048780487804878,26.43923240938166,0.4444444444444444,,0.0849673202614379,0.0308641975308641,0.064516129032258,0.0815217391304347,0.0248756218905472,0.032258064516129,0.1132075471698113,0.0967741935483871,0.0579710144927536,0.0869565217391304,,,0.4659090909090909,0.7073170731707317,0.7435897435897436,0.4137931034482758,0.0454545454545454,0.5,0.5,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.875,0.1363636363636363,0.034090909090909,0.6666666666666666,0.6666666666666666,1.0,0.75,,0.7142857142857143,0.4,,,0.6363636363636364,0.6666666666666666,0.5411676136363636,0.551775,0.5701571428571428,0.1904761904761904,0.2222222222222222,0.1092436974789916,0.0588235294117647,7.417808219178082,23.780000000000005,0.0567901234567901,1.0,2.0,,0.0833333333333333,0.0833333333333333,1.0,6.0,2.0,,1.0,1.0,1.0,1.0,,,,0.0625,0.0147058823529411,,1.0,0.6666666666666666,0.3333333333333333,0.5,,1.0,,,,,,,,0.1428571428571428,,1.0,3.0,2.0,0.0833333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,
200797,1610612766,Ryan Hollins,Ryan Hollins,200797,CHA,73.0,1,1.0,3,2,3.0,2.0,,5,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
976,1610612766,Jeff McInnis,Jeff McInnis,976,CHA,3316.0,55,-23.0,102,99,13.0,23.0,8.0,201,,1.0,,,,2.0,5.0,5.0,9.0,,,,,,,7.0,15.0,,,1.0,15.0,124,,,,,,3.0,3.0,,,6.0,4.0,10.0,,,,,,10.0,2.0,12.0,1.0,1.0,7.0,,3.0,26.0,,,3.0,,3.0,,3.0,,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,,5.0,,3.0,5.0,1.0,3.0,,2.0,,,1.0,1.0,1.0,1.0,6.0,13.0,,0.2857142857142857,0.2857142857142857,,,,,0.4666666666666667,,1.0,0.4666666666666667,,1.0,0.46875,,1.0,,,,18.91891891891892,0.6,,0.1071428571428571,,,0.088235294117647,,,0.25,0.1666666666666666,,,,,0.0666666666666666,,,,0.3333333333333333,0.4,0.4,0.6,0.5555555555555556,0.5555555555555556,0.4,,,,,,,,,,,,0.0666666666666666,,0.3825133333333333,,0.3720666666666667,0.0625,0.0625,,0.4,14.699999999999998,,0.1274509803921568,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201162,1610612766,Jared Dudley,Jared Dudley,201162,CHA,2061.0,34,-3.0,64,60,2.0,12.0,10.0,124,5.0,5.0,1.0,,,,1.0,2.0,6.0,,,,,,,7.0,12.0,,,1.0,15.0,78,1.0,4.0,,,2.0,,,,,,12.0,2.0,,,,,,3.0,,3.0,,,1.0,,2.0,6.0,5.0,,1.0,1.0,2.0,5.0,7.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,2.0,,3.0,,2.0,2.0,,2.0,1.0,1.0,1.0,,2.0,,0.8571428571428571,0.8571428571428571,,,,,0.5833333333333334,0.25,,0.5833333333333334,0.25,,0.625,0.25,,,,,19.73684210526316,0.3333333333333333,0.5,0.0526315789473684,0.1785714285714285,,0.0434782608695652,0.1666666666666666,0.1428571428571428,,0.1666666666666666,,,,,0.4166666666666667,1.0,1.0,0.8,0.0833333333333333,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.25,,,,,,0.4166666666666667,,0.4722583333333333,0.4735,,0.1666666666666666,0.1666666666666666,0.1333333333333333,,10.033333333333331,,0.03125,,1.0,,,,,1.0,,,,,,1.0,,,,0.1666666666666666,0.2,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,
