EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,FTDefRebounds,Travels,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,3SecondViolations,SecondChanceAtRimPctAssisted,Offensive Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,6886.0,115,-10.0,223,221,58,60,31,444,6.0,10,2.0,3.0,2.0,11.0,8.0,19.0,1.0,2.0,1.0,9.0,1.0,2.0,4.0,16,40,2.0,11.0,30.0,68,221,1.0,1.0,2.0,4.0,7.0,5.0,12.0,4.0,4.0,14.0,12,20.0,6.0,1.0,8.0,1.0,2.0,11.0,5.0,16.0,2.0,3.0,5.0,1.0,5.0,37.0,1.0,1.0,1.0,1.0,3,4,3.0,7,2.0,5.0,4.0,1.0,7.0,1.0,5.0,3.0,1.0,2.0,10.0,1.0,2.0,2.0,6,30.0,3.0,38.0,3.0,1.0,19.0,1.0,14.0,58,1.0,0.375,0.375,1.0,0.18181818181818182,0.5,0.2,0.4,0.4166666666666667,0.37254901960784315,0.5,0.3125,0.49264705882352944,0.7,0.3888888888888889,0.21568627450980393,0.05,0.2,30.46875,0.7,0.1,0.045454545454545456,0.011111111111111112,0.034482758620689655,0.05,0.042105263157894736,0.01818181818181818,0.041666666666666664,0.05263157894736842,0.034482758620689655,0.08333333333333333,0.08333333333333333,0.06896551724137931,0.19607843137254902,0.6,0.75,0.5,0.21568627450980393,0.18181818181818182,0.18181818181818182,0.5,0.37254901960784315,0.42105263157894735,0.42105263157894735,0.25,0.0392156862745098,0.5,0.5,1.0,0.17647058823529413,0.1111111111111111,0.1111111111111111,1.0,0.6666666666666666,0.5,1.0,0.1875,0.6666666666666666,0.25,0.4117647058823529,0.125,0.475049,0.5216999999999999,0.46505666666666673,0.2835820895522388,0.3392857142857143,0.10294117647058823,0.20588235294117646,12.0975,26.936363636363637,0.2600896860986547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,1162.0,19,,39,38,12,17,4,77,,1,,,,,1.0,1.0,,,,,,,,1,2,,,,2,30,,,,,,1.0,1.0,,,2.0,2,,,,,,,3.0,,3.0,,,1.0,,2.0,6.0,,,,2.0,1,3,,3,,,,,,,,,,,,,,,5,,,,,,,,2.0,12,,1.0,1.0,,,,,0.5,1.0,0.5,,1.0,0.5,,1.0,,,,4.545454545454546,,,0.09090909090909091,,0.3333333333333333,,0.17647058823529413,,,,0.5,,0.3333333333333333,,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,0.40264999999999995,,0.2838,,,,1.0,8.6,,0.3076923076923077,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1916,1610612755,Calvin Booth,Calvin Booth,1916,PHI,12235.0,204,,397,393,96,134,55,790,5.0,7,2.0,2.0,2.0,8.0,2.0,12.0,,,,,,,,9,27,,,6.0,24,389,4.0,,,,4.0,3.0,4.0,,,6.0,16,2.0,,,,,2.0,6.0,2.0,8.0,1.0,1.0,4.0,,2.0,18.0,,6.0,,4.0,20,32,6.0,38,,6.0,4.0,2.0,3.0,,,1.0,,3.0,4.0,1.0,1.0,24.0,35,12.0,4.0,10.0,,,4.0,1.0,6.0,96,1.0,0.8888888888888888,1.0,,,,,0.3333333333333333,0.75,0.3333333333333333,0.5,0.75,0.375,0.5,0.6,,0.07407407407407407,0.2857142857142857,7.912087912087912,0.75,,0.15625,0.0379746835443038,0.07547169811320754,,0.13259668508287292,0.03225806451612903,0.02040816326530612,,0.14814814814814814,0.1276595744680851,,,0.25925925925925924,0.7142857142857143,1.0,0.8,0.2962962962962963,0.25,0.25,1.0,0.4444444444444444,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,0.5,1.0,,0.25925925925925924,,0.46027777777777773,0.47275,0.518125,0.12903225806451613,0.12903225806451613,0.16666666666666666,0.25,10.829629629629629,,0.24181360201511334,1.0,0.125,1.0,1.0,2.0,2.0,8.0,1.0,3.0,17.0,1.0,1.0,9.0,1.0,7.0,18.0,11.0,2.0,6.0,0.5,0.5714285714285714,0.029411764705882353,0.05333333333333334,0.2222222222222222,0.6111111111111112,0.25,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,4776.0,80,-3.0,157,160,43,52,17,317,2.0,4,1.0,3.0,2.0,4.0,1.0,8.0,3.0,3.0,,6.0,,,3.0,5,16,3.0,9.0,11.0,30,154,2.0,,,6.0,8.0,2.0,7.0,3.0,7.0,11.0,2,8.0,9.0,1.0,5.0,,,,1.0,1.0,,1.0,,,,3.0,,5.0,1.0,3.0,5,8,6.0,14,2.0,3.0,1.0,2.0,2.0,,2.0,6.0,2.0,,8.0,1.0,2.0,3.0,7,10.0,,14.0,,,7.0,,11.0,43,,0.2,0.25,1.0,0.3333333333333333,,0.375,0.3125,0.2857142857142857,0.38,0.5,0.2,0.46875,0.8,0.39285714285714285,0.36,,,22.727272727272727,0.25,0.16666666666666666,0.09090909090909091,0.08333333333333333,0.21428571428571427,,0.11594202898550725,0.07142857142857142,0.047619047619047616,,0.08695652173913043,0.1,0.14285714285714285,0.13333333333333333,0.16,0.5,0.5,,0.16,0.5,0.5,0.5,0.32,0.125,0.125,,0.12,1.0,1.0,1.0,0.24,,,,,,,0.3,0.3333333333333333,0.3,0.52,,0.45608333333333334,0.5196,0.4178777777777778,0.21875,0.30434782608695654,0.26666666666666666,0.36666666666666664,11.9375,26.066666666666663,0.27388535031847133,,0.2857142857142857,1.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,0.5,,0.3,0.034482758620689655,0.08333333333333333,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,4955.0,83,-7.0,155,158,31,52,24,313,7.0,9,,,1.0,7.0,3.0,6.0,,,,1.0,,,,11,22,,1.0,2.0,24,161,7.0,,,,10.0,1.0,2.0,,,2.0,12,10.0,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,5.0,,4.0,7,11,5.0,16,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,3.0,5,2.0,,2.0,,,1.0,,2.0,31,,0.5454545454545454,0.6666666666666666,,,,,0.5,0.5,0.4782608695652174,0.7142857142857143,0.5,0.5,0.7142857142857143,0.5,0.043478260869565216,0.045454545454545456,0.1111111111111111,14.606741573033707,0.5,,0.1320754716981132,0.08064516129032258,0.17391304347826086,,0.14473684210526316,0.06756756756756757,,,0.14285714285714285,0.15789473684210525,0.25,,0.391304347826087,0.7777777777777778,0.875,0.42857142857142855,0.30434782608695654,0.14285714285714285,0.14285714285714285,,0.2608695652173913,0.5,0.5,1.0,,,,,0.043478260869565216,,,,,,,,,,0.43478260869565216,,0.48705869565217397,0.5612142857142858,0.3815,0.041666666666666664,0.043478260869565216,0.4166666666666667,0.08333333333333333,8.04090909090909,24.9,0.2,,0.13333333333333333,3.0,5.0,5.0,4.0,,,1.0,1.0,,,,1.0,,1.0,1.0,,,0.7142857142857143,,0.125,0.125,0.07692307692307693,1.0,0.7142857142857143,0.6,,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,5092.0,85,-14.0,156,152,36,50,23,308,5.0,8,1.0,2.0,2.0,11.0,7.0,16.0,,,,1.0,,,,14,35,,1.0,2.0,30,167,5.0,,,2.0,4.0,4.0,9.0,,,8.0,26,2.0,,,1.0,,2.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,1.0,4.0,,3.0,5,8,5.0,13,2.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,,4.0,7,1.0,,2.0,,,1.0,,8.0,36,,0.9285714285714286,1.0,,,,,0.4,0.4444444444444444,0.3888888888888889,0.2,0.4444444444444444,0.40540540540540543,0.3333333333333333,0.4444444444444444,0.027777777777777776,0.05714285714285714,,21.428571428571427,0.5,,0.09090909090909091,0.05970149253731343,0.16666666666666666,0.08333333333333333,0.1095890410958904,0.06329113924050633,0.14285714285714285,0.08333333333333333,0.08333333333333333,0.10526315789473684,,0.1,0.2222222222222222,0.625,0.625,0.8,0.3055555555555556,0.18181818181818182,0.2222222222222222,1.0,0.4444444444444444,0.4375,0.4375,1.0,,,,,0.027777777777777776,,,,,,,0.2222222222222222,0.5,,0.25,,0.4213888888888888,0.35442,0.4202111111111111,0.02702702702702703,0.027777777777777776,0.13333333333333333,0.26666666666666666,11.042857142857144,25.0,0.23076923076923078,,0.3333333333333333,1.0,1.0,1.0,2.0,,,,5.0,,,5.0,,,5.0,2.0,1.0,1.0,0.2,,0.08333333333333333,,0.08333333333333333,0.4,0.2,1.0,,,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,8439.0,141,17.0,278,267,67,99,34,545,12.0,19,4.0,6.0,1.0,2.0,10.0,20.0,1.0,3.0,5.0,15.0,1.0,1.0,5.0,23,41,6.0,18.0,13.0,77,262,5.0,1.0,2.0,3.0,12.0,5.0,8.0,5.0,6.0,25.0,18,28.0,12.0,3.0,11.0,4.0,,16.0,1.0,17.0,,1.0,8.0,3.0,5.0,35.0,,2.0,1.0,7.0,12,20,3.0,23,1.0,8.0,7.0,1.0,6.0,3.0,4.0,7.0,1.0,2.0,13.0,,3.0,1.0,4,18.0,2.0,22.0,2.0,,9.0,3.0,25.0,67,3.0,0.391304347826087,0.4090909090909091,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5609756097560976,0.625,0.5423728813559322,0.6428571428571429,0.7307692307692307,0.5579710144927537,0.6666666666666666,0.78125,0.3050847457627119,,,26.198083067092654,0.46153846153846156,0.07692307692307693,0.14285714285714285,0.020202020202020204,0.1891891891891892,,0.15702479338842976,0.01680672268907563,,,0.09090909090909091,0.21212121212121213,0.25,0.038461538461538464,0.3220338983050847,0.631578947368421,0.631578947368421,0.5833333333333334,0.03389830508474576,0.5,0.5,,0.3389830508474576,0.5,0.5,0.2,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,0.2542372881355932,0.3333333333333333,0.3333333333333333,0.6,0.14285714285714285,1.0,1.0,0.46153846153846156,0.6666666666666666,0.38461538461538464,0.6271186440677966,0.36363636363636365,0.49957321428571416,0.5083785714285715,0.4932318181818181,0.13636363636363635,0.1875,0.15584415584415584,0.3246753246753247,9.534146341463414,29.061111111111106,0.24100719424460432,,0.14285714285714285,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,0.6,0.1,0.04,0.022727272727272728,0.1111111111111111,,0.2857142857142857,0.5,,,2.0,1.0,,1.0,3.0,3.0,6.0,1.0,0.6,0.14285714285714285,0.6,,,,,True,,,,,,,,,,,,,,,,
1889,1610612755,Andre Miller,Andre Miller,1889,PHI,7270.0,121,12.0,240,242,65,98,37,482,10.0,14,3.0,4.0,11.0,20.0,9.0,20.0,,,,2.0,,,1.0,30,54,,2.0,17.0,77,240,7.0,,,,4.0,6.0,10.0,1.0,13.0,25.0,8,52.0,,1.0,1.0,,3.0,17.0,,17.0,,,14.0,1.0,2.0,34.0,,7.0,,9.0,8,17,7.0,24,3.0,5.0,3.0,2.0,9.0,4.0,6.0,4.0,,3.0,13.0,2.0,4.0,1.0,2,16.0,,21.0,3.0,,7.0,5.0,25.0,65,5.0,0.13333333333333333,0.14285714285714285,,,,,0.5555555555555556,0.6,0.5357142857142857,0.2857142857142857,0.5454545454545454,0.5923076923076923,0.2857142857142857,0.6944444444444444,0.03571428571428571,0.05555555555555555,,28.15884476534296,0.6923076923076923,,0.0963855421686747,0.07368421052631578,0.24324324324324326,,0.14166666666666666,0.06422018348623854,0.07142857142857142,,0.15789473684210525,0.07142857142857142,0.3076923076923077,0.13636363636363635,0.25,0.7142857142857143,0.7142857142857143,0.3,0.35714285714285715,0.55,0.6470588235294118,,0.35714285714285715,0.45,0.45,0.1111111111111111,,,,,0.03571428571428571,,,,,,,0.36363636363636365,0.75,0.09090909090909091,0.2857142857142857,,0.44865185185185186,0.43460000000000004,0.44671000000000005,0.11666666666666667,0.1206896551724138,0.05194805194805195,0.3246753246753247,10.035185185185183,46.1,0.2708333333333333,,0.20833333333333334,1.0,1.0,2.0,4.0,,,2.0,,,,,,,,,,,0.2857142857142857,,0.08333333333333333,0.06976744186046512,,,0.14285714285714285,1.0,,,,,0.15,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2501,1610612755,Reggie Evans,Reggie Evans,2501,PHI,4083.0,68,12.0,136,132,23,39,20,268,6.0,13,2.0,5.0,,4.0,,,,,,,,,,6,17,,,8.0,20,119,4.0,,,2.0,4.0,2.0,5.0,,,4.0,6,6.0,,,,,3.0,1.0,,1.0,,,,,1.0,2.0,,8.0,,3.0,10,13,8.0,21,1.0,7.0,3.0,4.0,1.0,,1.0,4.0,,,5.0,1.0,1.0,2.0,5,10.0,2.0,15.0,1.0,,7.0,1.0,4.0,23,1.0,0.5,0.6,,,,,0.35294117647058826,0.4,0.35294117647058826,0.25,0.4,0.4166666666666667,0.3333333333333333,0.2857142857142857,,0.17647058823529413,0.23076923076923078,18.354430379746834,0.2,,0.2222222222222222,0.14035087719298245,0.16666666666666666,,0.20634920634920634,0.12307692307692308,0.1,,0.15,0.13333333333333333,0.3333333333333333,0.125,0.7647058823529411,0.46153846153846156,0.6,0.5,0.23529411764705882,,,,,,,,,,,,,,,,,,,1.0,0.4,,0.7647058823529411,,0.586435294117647,0.5622,0.66806,0.30434782608695654,0.30434782608695654,0.2,0.2,2.0588235294117645,,0.16911764705882354,1.0,0.08333333333333333,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,,,1.0,0.25,,0.23529411764705882,0.1,0.5,,1.0,0.25,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,3011.0,50,-3.0,101,98,27,47,18,199,7.0,9,1.0,1.0,2.0,6.0,1.0,8.0,,1.0,,3.0,,,,10,23,,4.0,1.0,21,99,2.0,,,,,2.0,4.0,,1.0,5.0,12,8.0,,,3.0,,3.0,1.0,,1.0,,,1.0,,,2.0,,2.0,,2.0,4,6,2.0,8,,2.0,2.0,,1.0,,,,,1.0,1.0,,,1.0,2,2.0,,2.0,,,1.0,,5.0,27,,0.6,0.6,,,,,0.43478260869565216,0.5,0.37037037037037035,,0.5,0.375,,0.5,0.14814814814814814,0.13043478260869565,0.1111111111111111,24.166666666666668,1.0,,0.16,0.044444444444444446,0.10526315789473684,,0.13636363636363635,0.038461538461538464,0.09090909090909091,,0.08333333333333333,0.2727272727272727,,,0.3333333333333333,0.7777777777777778,0.875,0.8571428571428571,0.2222222222222222,0.3333333333333333,0.5,,0.2962962962962963,0.125,0.125,,0.037037037037037035,,,,0.1111111111111111,,,,,,,0.25,1.0,,0.48148148148148145,,0.509673076923077,0.49975,0.39475000000000005,0.03571428571428571,0.041666666666666664,,0.23809523809523808,8.273913043478261,28.0,0.26732673267326734,,0.15384615384615385,,1.0,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
