EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,Clear Path Fouls,SecondChanceCorner3Frequency,LongMidRangePctBlocked,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,on,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,46418.0,774,-17.0,1427,1448,326,301,166,2875,47,96,15.0,36.0,9.0,18.0,23.0,55,2.0,70,153,16.0,156,1485,18.0,48.0,6.0,42.0,14.0,36.0,4.0,32.0,88,52.0,28.0,22.0,14.0,4.0,18.0,3.0,1.0,10.0,1.0,3.0,40.0,18.0,52.0,1.0,29.0,92.0,16.0,137.0,71.0,208.0,9.0,16.0,9.0,7.0,11.0,3.0,5.0,21,1.0,6.0,1.0,4.0,32,5.0,3.0,59.0,94,12.0,7.0,40,5.0,8.0,34.0,2.0,15.0,3.0,45.0,35.0,10.0,45.0,25.0,1.0,5.0,8.0,32.0,326,6.0,3.0,0.6285714285714286,0.7857142857142857,0.45751633986928103,0.375,0.3888888888888889,0.45751633986928103,0.375,0.3888888888888889,0.46153846153846156,0.39622641509433965,0.3902439024390244,0.1437908496732026,0.1875,0.07272727272727272,12.438118811881187,0.34375,0.3333333333333333,0.027777777777777776,0.15753424657534246,0.10810810810810811,0.2,0.07964601769911504,0.16598079561042525,0.09900990099009901,0.14444444444444443,0.06716417910447761,0.10179640718562874,0.06578947368421052,0.10810810810810811,0.14054054054054055,0.1437125748502994,0.1810344827586207,0.2184873949579832,0.11538461538461539,0.14754098360655737,0.5555555555555556,0.6274509803921569,0.4895833333333333,0.6025641025641025,0.7021276595744681,0.35947712418300654,0.41818181818181815,0.45098039215686275,0.4782608695652174,0.013071895424836602,0.75,0.4166666666666667,0.2,0.5,0.5,0.6274509803921569,0.5055477124183003,0.5400138888888889,0.4796694444444445,0.09036144578313253,0.09036144578313253,0.2692307692307692,0.20512820512820512,3.174509803921568,0.22845129642606868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,6629.0,110,-17.0,209,213,45,59,17,422,1,2,,,,,3.0,6,9.0,7,17,3.0,23,221,1.0,1.0,2.0,4.0,1.0,4.0,1.0,6.0,12,2.0,2.0,,2.0,3.0,5.0,2.0,1.0,1.0,1.0,,13.0,,3.0,,5.0,14.0,,19.0,3.0,22.0,1.0,1.0,1.0,,1.0,,1.0,5,,,2.0,1.0,6,,,7.0,16,3.0,2.0,7,2.0,3.0,3.0,,1.0,,,,,,,,,1.0,6.0,45,3.0,,0.8571428571428571,1.0,0.4117647058823529,1.0,0.25,0.4,0.5,0.4166666666666667,0.4230769230769231,0.6666666666666666,0.4166666666666667,,,,14.035087719298247,0.16666666666666666,,,0.14432989690721648,0.0410958904109589,0.25,,0.1623931623931624,0.030612244897959183,,0.043478260869565216,0.07692307692307693,,,0.21428571428571427,0.058823529411764705,0.10526315789473684,0.13333333333333333,0.6,0.0625,,0.08,0.5,0.5,1.0,0.24,0.5,0.5,0.6666666666666666,0.36,,,,,,0.4,0.45530599999999993,0.509425,0.4164416666666666,0.038461538461538464,0.05555555555555555,0.17391304347826086,0.2608695652173913,13.317647058823528,0.215311004784689,3.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,6.0,7.0,2.0,1.0,1.0,0.25,0.5,0.25,0.32,0.3333333333333333,0.3333333333333333,1.0,0.04,0.28,0.2857142857142857,0.2857142857142857,1.0,0.5,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,29681.0,495,2.0,913,922,219,163,104,1835,17,36,4.0,5.0,5.0,9.0,21.0,46,29.0,46,111,28.0,216,951,6.0,10.0,7.0,40.0,14.0,27.0,18.0,70.0,22,70.0,6.0,5.0,8.0,10.0,18.0,5.0,5.0,5.0,1.0,2.0,46.0,11.0,4.0,2.0,9.0,42.0,12.0,63.0,17.0,80.0,2.0,20.0,17.0,3.0,13.0,3.0,8.0,11,1.0,5.0,,1.0,24,1.0,5.0,13.0,28,2.0,6.0,37,1.0,3.0,33.0,5.0,10.0,5.0,4.0,1.0,3.0,4.0,3.0,,,,70.0,219,,5.0,0.2391304347826087,0.2558139534883721,0.4144144144144144,0.6,0.5185185185185185,0.4973544973544973,0.9166666666666666,0.5416666666666666,0.5373134328358209,0.9523809523809523,0.625,0.04504504504504504,0.08333333333333333,0.043478260869565216,21.802325581395348,0.5416666666666666,0.36363636363636365,0.08695652173913043,0.11797752808988764,0.013651877133105802,0.1,0.06875,0.11434977578475336,0.033112582781456956,0.028037383177570093,0.011764705882352941,,0.038834951456310676,0.12280701754385964,0.13131313131313133,0.1,0.12244897959183673,0.07792207792207792,0.23076923076923078,0.02,0.75,0.19047619047619047,0.4722222222222222,0.5151515151515151,0.23529411764705882,0.24338624338624337,0.45652173913043476,0.4772727272727273,0.14285714285714285,0.15343915343915343,0.2777777777777778,0.8,,0.1875,0.5555555555555556,0.6031746031746031,0.48972054054054054,0.50747,0.4929988888888889,0.0663265306122449,0.08620689655172414,0.18518518518518517,0.32407407407407407,8.758558558558558,0.23986856516976998,8.0,13.0,3.0,28.0,65.0,8.0,7.0,18.0,32.0,78.0,8.0,8.0,21.0,87.0,61.0,28.0,1.0,0.90625,0.41025641025641024,0.38095238095238093,0.43243243243243246,0.4126984126984127,0.27586206896551724,0.27586206896551724,0.5,0.06878306878306878,0.3439153439153439,0.4307692307692308,0.4307692307692308,0.8928571428571429,0.4444444444444444,0.0625,0.375,0.3888888888888889,0.45901639344262296,26.33461538461539,4.0,1.0,7.0,7.0,9.0,4.0,1.0,3.0,0.875,0.3076923076923077,0.3076923076923077,1.0,0.875,0.8571428571428571,0.3333333333333333,0.0375,,,,,,,,,,,,,True,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,5482.0,91,-59.0,179,179,61,72,23,358,1,3,,,1.0,2.0,,2,13.0,9,18,8.0,32,215,,,,,4.0,10.0,3.0,14.0,12,6.0,,1.0,6.0,,6.0,,,3.0,,3.0,12.0,,,,2.0,5.0,,7.0,,7.0,,3.0,2.0,1.0,3.0,2.0,,5,,3.0,,1.0,8,,1.0,7.0,11,,2.0,9,1.0,1.0,10.0,,3.0,2.0,,,,,,,,,14.0,61,1.0,2.0,0.6666666666666666,0.6666666666666666,0.5,,0.4,0.4444444444444444,,0.36666666666666664,0.5,,0.4117647058823529,0.05555555555555555,0.3333333333333333,,19.512195121951223,0.375,,,0.07462686567164178,,0.09090909090909091,,0.07865168539325842,,,,,,,0.06666666666666667,0.125,0.047619047619047616,0.1111111111111111,,,,0.1111111111111111,0.3333333333333333,0.5,1.0,0.07407407407407407,,,,0.48148148148148145,,,,0.13333333333333333,0.5,0.4444444444444444,0.4325851851851852,,0.42147999999999997,0.1,0.14285714285714285,,0.4375,14.138888888888891,0.3407821229050279,8.0,1.0,,1.0,8.0,,1.0,5.0,2.0,9.0,,1.0,5.0,6.0,8.0,1.0,,1.0,0.2222222222222222,0.2,0.2222222222222222,0.3333333333333333,0.6153846153846154,0.6153846153846154,0.625,0.037037037037037035,0.2962962962962963,0.125,0.14285714285714285,1.0,,,0.3333333333333333,0.2,0.125,25.888888888888886,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,0.1111111111111111,0.125,,,,,,,,,,True,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,26942.0,449,11.0,811,821,136,133,90,1632,23,39,,2.0,4.0,7.0,18.0,31,58.0,62,128,56.0,201,816,3.0,6.0,3.0,9.0,6.0,26.0,11.0,23.0,22,102.0,,11.0,19.0,28.0,47.0,23.0,5.0,15.0,2.0,2.0,122.0,,2.0,,5.0,24.0,,29.0,2.0,31.0,1.0,16.0,8.0,8.0,11.0,2.0,6.0,12,3.0,5.0,1.0,1.0,23,,2.0,13.0,34,,3.0,64,2.0,11.0,69.0,8.0,31.0,3.0,2.0,2.0,,2.0,2.0,,1.0,1.0,23.0,136,1.0,3.0,0.1774193548387097,0.1774193548387097,0.484375,0.5,0.23076923076923078,0.4769736842105263,0.2727272727272727,0.18181818181818182,0.5449438202247191,0.3333333333333333,0.28205128205128205,0.0859375,0.20512820512820512,0.0967741935483871,21.9672131147541,0.4782608695652174,,,0.07207207207207207,0.0072992700729927005,0.054945054945054944,,0.06839622641509434,0.00510204081632653,0.020202020202020204,,,,,0.06363636363636363,0.06521739130434782,0.08396946564885496,0.05555555555555555,0.05263157894736842,0.015151515151515152,1.0,0.2565789473684211,0.5897435897435898,0.7419354838709677,0.30434782608695654,0.20394736842105263,0.5806451612903226,0.6428571428571429,0.05555555555555555,0.3815789473684211,0.18181818181818182,,,0.21212121212121213,0.5714285714285714,0.4144736842105263,0.45422401315789473,0.48350714285714286,0.45061212121212124,0.17714285714285713,0.2052980132450331,0.04477611940298507,0.11442786069651742,10.770312500000001,0.16769420468557336,21.0,6.0,3.0,5.0,18.0,3.0,,4.0,7.0,24.0,5.0,,7.0,18.0,18.0,5.0,9.0,0.8571428571428571,0.2916666666666667,,0.2916666666666667,0.15789473684210525,0.3620689655172414,0.3620689655172414,0.14285714285714285,0.039473684210526314,0.11842105263157894,0.2777777777777778,0.2777777777777778,0.8,0.2727272727272727,0.09090909090909091,0.12121212121212122,,0.2777777777777778,25.233333333333338,2.0,,,,3.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,2.0,1.0,0.18181818181818182,,,,,,,True,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,19200.0,320,-25.0,600,607,131,110,70,1207,6,13,,,2.0,4.0,6.0,9,44.0,32,66,16.0,98,632,3.0,3.0,,6.0,10.0,16.0,6.0,32.0,10,54.0,,5.0,31.0,18.0,49.0,14.0,4.0,21.0,5.0,5.0,116.0,,1.0,,7.0,19.0,,26.0,1.0,27.0,,7.0,4.0,3.0,11.0,1.0,8.0,11,,3.0,1.0,4.0,22,3.0,5.0,6.0,19,,5.0,24,1.0,3.0,20.0,1.0,8.0,2.0,,,,,,,,,32.0,131,2.0,2.0,0.15625,0.15625,0.48484848484848486,1.0,0.625,0.4606741573033708,0.6,0.52,0.5,0.6,0.5517241379310345,0.07575757575757576,0.3076923076923077,,17.62114537444934,0.5,,,0.08085106382978724,0.004975124378109453,0.11290322580645161,,0.08754208754208755,0.0033112582781456954,,,0.012987012987012988,,,0.039473684210526314,0.10810810810810811,0.09411764705882353,0.1320754716981132,,,,0.14606741573033707,0.46153846153846156,0.6666666666666666,,0.10112359550561797,0.6666666666666666,0.6666666666666666,,0.4943820224719101,,,,0.16,0.5,0.4044943820224719,0.46419204545454545,0.446975,0.4780958333333334,0.08333333333333333,0.1095890410958904,0.061224489795918366,0.32653061224489793,14.124242424242421,0.21833333333333332,20.0,8.0,3.0,5.0,15.0,2.0,1.0,6.0,6.0,23.0,2.0,2.0,9.0,9.0,14.0,5.0,1.0,0.5,0.2608695652173913,0.2222222222222222,0.2727272727272727,0.25842696629213485,0.45454545454545453,0.46511627906976744,0.25,0.0898876404494382,0.16853932584269662,0.3333333333333333,0.3333333333333333,0.4,0.4,0.12,0.24,0.16666666666666666,0.35714285714285715,25.40869565217391,1.0,1.0,,,9.0,1.0,,,,0.125,0.125,1.0,,,0.3333333333333333,,,,,,,,0.022727272727272728,,,,,,True,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,27841.0,464,39.0,843,859,151,132,88,1702,19,26,3.0,4.0,5.0,5.0,2.0,7,11.0,23,44,12.0,160,866,3.0,5.0,,12.0,5.0,6.0,2.0,15.0,34,12.0,,3.0,10.0,9.0,19.0,8.0,1.0,4.0,3.0,3.0,47.0,2.0,7.0,,11.0,52.0,1.0,64.0,9.0,73.0,,16.0,6.0,10.0,10.0,1.0,6.0,3,,4.0,1.0,1.0,13,1.0,1.0,12.0,22,2.0,,17,1.0,2.0,16.0,3.0,6.0,2.0,4.0,4.0,,4.0,1.0,,,,15.0,151,1.0,2.0,0.7391304347826086,0.7391304347826086,0.5227272727272727,0.6,0.8333333333333334,0.5481481481481482,0.5454545454545454,0.30952380952380953,0.5673758865248227,0.5454545454545454,0.32608695652173914,0.06818181818181818,0.07692307692307693,0.14285714285714285,16.382978723404253,0.7692307692307693,0.037037037037037035,,0.14246575342465753,0.02527075812274368,0.1375,0.014388489208633094,0.14157303370786517,0.021634615384615384,0.018018018018018018,0.0125,0.046511627906976744,0.010869565217391304,0.02127659574468085,0.1134020618556701,0.12612612612612611,0.17197452229299362,0.11594202898550725,0.2727272727272727,,0.25,0.1925925925925926,0.7307692307692307,0.7916666666666666,0.7368421052631579,0.05185185185185185,0.2857142857142857,0.3333333333333333,0.5,0.08148148148148149,0.36363636363636365,0.75,0.6666666666666666,0.23809523809523808,1.0,0.8666666666666667,0.5449832089552239,0.5453,0.5872824999999999,0.050359712230215826,0.1276595744680851,0.075,0.09375,6.302272727272726,0.17912218268090155,2.0,40.0,9.0,19.0,51.0,4.0,,6.0,34.0,91.0,6.0,1.0,15.0,93.0,50.0,19.0,,0.9117647058823529,0.37362637362637363,0.06666666666666667,0.37777777777777777,0.674074074074074,0.18181818181818182,0.18181818181818182,1.0,0.2962962962962963,0.37777777777777777,0.37254901960784315,0.37254901960784315,0.8421052631578947,0.36363636363636365,0.42857142857142855,0.2857142857142857,,0.38,24.74725274725274,15.0,1.0,1.0,2.0,9.0,1.0,,1.0,0.3333333333333333,0.375,0.38461538461538464,1.0,0.25,1.0,0.1111111111111111,0.010869565217391304,1.0,0.01098901098901099,,2.0,,0.18181818181818182,,1.0,0.025,0.5,1.0,,True,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,9946.0,166,-8.0,313,321,122,107,42,634,13,25,1.0,2.0,5.0,9.0,5.0,6,12.0,20,43,9.0,58,326,2.0,3.0,,7.0,7.0,16.0,3.0,23.0,6,34.0,,4.0,14.0,13.0,27.0,6.0,7.0,5.0,4.0,5.0,67.0,1.0,2.0,,5.0,15.0,,20.0,3.0,23.0,,5.0,2.0,3.0,9.0,2.0,7.0,5,,2.0,1.0,1.0,14,,6.0,10.0,10,,,19,,4.0,11.0,1.0,4.0,2.0,,,,,,,,,23.0,122,,2.0,0.15,0.15,0.46511627906976744,0.6666666666666666,0.4375,0.46226415094339623,0.7,0.5,0.5,0.7,0.5227272727272727,0.09302325581395349,0.16,,20.055710306406684,0.6428571428571429,,,0.11194029850746269,0.018018018018018018,0.17857142857142858,0.019230769230769232,0.12345679012345678,0.018404907975460124,0.02127659574468085,,0.027777777777777776,0.03571428571428571,,0.11627906976744186,0.2222222222222222,0.03636363636363636,0.20833333333333334,,,,0.4716981132075472,0.52,0.6190476190476191,0.15384615384615385,0.11320754716981132,0.8333333333333334,0.8333333333333334,0.2,0.22641509433962265,0.4,0.5,,0.45,0.5555555555555556,0.660377358490566,0.5229198113207547,0.53248,0.5305674999999999,0.07142857142857142,0.08695652173913043,0.1206896551724138,0.39655172413793105,6.962790697674418,0.38977635782747605,2.0,3.0,1.0,1.0,7.0,2.0,1.0,3.0,3.0,10.0,2.0,2.0,4.0,6.0,7.0,1.0,,0.6666666666666666,0.3,0.5,0.3,0.18867924528301888,0.16666666666666666,0.16666666666666666,,0.05660377358490566,0.1320754716981132,0.14285714285714285,0.14285714285714285,,0.4,0.05,0.15,0.3333333333333333,0.14285714285714285,24.8,2.0,1.0,1.0,1.0,3.0,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,,1.0,,,,,,,,,,,,,,True,,,,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,12700.0,212,-21.0,403,413,130,124,60,816,17,29,7.0,12.0,7.0,12.0,5.0,8,11.0,23,48,12.0,94,428,7.0,14.0,7.0,21.0,7.0,15.0,5.0,28.0,22,24.0,10.0,4.0,1.0,3.0,4.0,3.0,,1.0,,,11.0,6.0,13.0,,6.0,10.0,,16.0,19.0,35.0,3.0,8.0,5.0,3.0,1.0,2.0,1.0,6,,,1.0,,7,,3.0,2.0,13,,1.0,12,2.0,2.0,17.0,1.0,6.0,3.0,1.0,,1.0,1.0,1.0,,,,28.0,130,1.0,3.0,0.4782608695652174,0.6111111111111112,0.4791666666666667,0.5,0.4666666666666667,0.4823529411764706,0.4117647058823529,0.4791666666666667,0.5053763440860215,0.5,0.5185185185185185,0.08333333333333333,0.10344827586206896,0.125,21.231422505307854,0.14285714285714285,,,0.07194244604316546,0.09219858156028368,0.13953488372093023,0.08955223880597014,0.08791208791208792,0.09134615384615384,0.10204081632653061,0.04878048780487805,0.11764705882352941,0.1388888888888889,0.03225806451612903,0.02,0.05405405405405406,0.1346153846153846,0.14285714285714285,0.125,0.06818181818181818,1.0,0.3411764705882353,0.5862068965517241,0.6538461538461539,0.47058823529411764,0.09411764705882353,0.625,0.7142857142857143,0.4,0.12941176470588237,0.7058823529411765,0.5833333333333334,0.14285714285714285,0.5,0.5833333333333334,0.7764705882352941,0.5474829411764707,0.56735,0.5684166666666667,0.06666666666666667,0.11320754716981132,0.22340425531914893,0.2978723404255319,5.216666666666666,0.3225806451612903,1.0,31.0,6.0,2.0,6.0,,1.0,3.0,12.0,37.0,3.0,3.0,9.0,33.0,6.0,2.0,,0.9166666666666666,0.32432432432432434,0.3333333333333333,0.32432432432432434,0.43529411764705883,0.09090909090909091,0.09090909090909091,1.0,0.36470588235294116,0.07058823529411765,0.3333333333333333,0.4,0.5,,0.25,0.125,0.3333333333333333,0.3333333333333333,23.87027027027028,10.0,2.0,,,3.0,,,,,0.3225806451612903,0.3225806451612903,1.0,,,0.3333333333333333,,1.0,0.02702702702702703,0.16666666666666666,3.0,,0.17647058823529413,,,,,,,True,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,33046.0,551,58.0,1002,1019,186,164,119,2021,41,88,3.0,12.0,5.0,15.0,21.0,59,62.0,85,209,60.0,332,1030,7.0,24.0,5.0,28.0,12.0,32.0,14.0,50.0,28,142.0,6.0,13.0,35.0,31.0,66.0,15.0,16.0,22.0,4.0,9.0,163.0,5.0,13.0,,16.0,55.0,6.0,77.0,18.0,95.0,6.0,9.0,6.0,3.0,17.0,3.0,10.0,23,4.0,7.0,,7.0,40,2.0,9.0,22.0,43,3.0,6.0,76,4.0,4.0,71.0,12.0,35.0,5.0,7.0,3.0,3.0,7.0,5.0,,,,50.0,186,2.0,5.0,0.16470588235294117,0.17073170731707318,0.40669856459330145,0.2916666666666667,0.375,0.47719298245614034,0.4107142857142857,0.4090909090909091,0.5286624203821656,0.4666666666666667,0.4716981132075472,0.06220095693779904,0.09090909090909091,0.0847457627118644,31.134564643799475,0.425,0.25,,0.12731481481481483,0.03869047619047619,0.16,0.031446540880503145,0.13345864661654136,0.03636363636363636,0.03676470588235294,0.05263157894736842,0.02857142857142857,0.027522935779816515,0.04,0.1111111111111111,0.15384615384615385,0.11976047904191617,0.15384615384615385,0.18181818181818182,0.04,0.7142857142857143,0.3087719298245614,0.4659090909090909,0.5125,0.21951219512195122,0.20701754385964913,0.3559322033898305,0.3888888888888889,0.047619047619047616,0.21754385964912282,0.42857142857142855,0.25,,0.3409090909090909,0.3333333333333333,0.5754385964912281,0.48432095070422543,0.49512826086956524,0.47825232558139535,0.11650485436893204,0.15086206896551724,0.08433734939759036,0.15060240963855423,8.385167464114835,0.18562874251497005,23.0,11.0,3.0,28.0,65.0,2.0,2.0,9.0,34.0,76.0,4.0,4.0,12.0,75.0,64.0,28.0,,0.7352941176470589,0.4473684210526316,0.3333333333333333,0.4533333333333333,0.26666666666666666,0.3709677419354839,0.3709677419354839,0.17391304347826086,0.03859649122807018,0.22807017543859648,0.4307692307692308,0.4375,0.6785714285714286,0.07142857142857142,0.06818181818181818,0.20454545454545456,0.2222222222222222,0.4375,25.56842105263158,6.0,2.0,2.0,3.0,27.0,1.0,,1.0,0.75,0.5454545454545454,0.5454545454545454,1.0,1.0,1.0,0.6666666666666666,0.012987012987012988,1.0,0.013157894736842105,0.015384615384615385,2.0,,0.07142857142857142,,1.0,,0.5,1.0,1.0,True,,,,
