EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefArc3ReboundPct,SecondChanceFtPoints,OffThreePtRebounds,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FTOffRebounds,3SecondViolations,OffFTReboundPct,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Corner3PctBlocked,HeaveMakes
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,12216.0,204,36,408,409,92,109,55.0,817,12.0,22.0,2.0,2.0,2.0,5.0,7.0,13.0,14.0,32.0,2.0,1.0,4.0,14.0,2.0,5.0,33.0,67.0,4.0,16.0,11.0,89.0,397,3.0,7.0,3.0,6.0,7.0,14.0,5.0,1.0,15.0,14.0,52.0,6.0,6.0,2.0,14.0,4.0,7.0,40.0,9.0,49.0,6.0,3.0,16.0,4.0,20.0,107.0,4.0,1.0,9.0,1.0,11.0,4.0,15.0,1.0,5.0,2.0,3.0,10.0,3.0,7.0,11.0,3.0,1.0,1.0,21.0,2.0,4.0,10.0,15.0,3.0,18.0,3.0,15.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,15.0,92,1.0,0.2121212121212121,0.21875,0.5,0.25,0.25,0.4925373134328358,0.4285714285714285,0.5,0.4698795180722891,0.3,0.3684210526315789,0.4944444444444444,0.3,0.375,0.1927710843373494,0.1044776119402985,0.2272727272727272,0.1538461538461538,23.417721518987346,0.4761904761904761,0.0526315789473684,0.0666666666666666,0.0261437908496732,0.0196078431372549,0.053763440860215,0.0213903743315508,0.0408163265306122,0.0256410256410256,0.0153846153846153,0.0888888888888888,0.032258064516129,0.0677966101694915,0.0769230769230769,0.0256410256410256,1.0,0.2650602409638554,0.5454545454545454,0.7058823529411765,0.3333333333333333,0.1566265060240964,0.5384615384615384,0.6363636363636364,0.3855421686746988,0.4375,0.4375,0.2142857142857142,0.0240963855421686,0.1686746987951807,0.2857142857142857,0.2857142857142857,0.5,0.2,1.0,0.1,0.2,0.2631578947368421,0.4,0.2631578947368421,0.4578313253012048,0.2857142857142857,0.4744795180722891,0.4665249999999999,0.4949473684210526,0.0888888888888888,0.1081081081081081,0.0674157303370786,0.1685393258426966,10.83731343283582,24.45625,0.2254901960784313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1969.0,33,20,71,69,30,16,8.0,140,1.0,4.0,,,1.0,2.0,1.0,3.0,,1.0,,,,,,,2.0,8.0,,,4.0,8.0,47,,,,,2.0,4.0,,,4.0,2.0,2.0,,,,,,,2.0,,2.0,,,2.0,,,4.0,,3.0,3.0,1.0,7.0,,7.0,,4.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,2.0,,,,,,4.0,30,,0.5,0.5,,,,0.25,,0.5,0.25,,0.5,0.4,,0.5,,,,,13.580246913580249,,0.3333333333333333,0.1304347826086956,,0.375,0.1935483870967742,,,,,,0.1666666666666666,0.2222222222222222,,,,0.5,0.25,0.25,1.0,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,,,,,,,,,,0.5,0.5,,0.5,,0.5917499999999999,,0.6254000000000001,0.2,0.2,,0.5,4.825,,0.4225352112676056,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,8052.0,134,51,269,268,62,82,38.0,537,11.0,16.0,6.0,7.0,4.0,6.0,1.0,4.0,3.0,12.0,,,,2.0,,1.0,15.0,32.0,,2.0,13.0,43.0,252,6.0,8.0,,14.0,5.0,11.0,1.0,1.0,11.0,20.0,10.0,,,10.0,2.0,,1.0,19.0,1.0,20.0,1.0,,14.0,2.0,3.0,41.0,10.0,6.0,10.0,4.0,20.0,12.0,32.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,5.0,,,2.0,11.0,,2.0,5.0,9.0,,12.0,,15.0,1.0,7.0,7.0,4.0,8.0,6.0,,11.0,62,1.0,0.6666666666666666,1.0,,,,0.46875,0.75,0.4545454545454545,0.4411764705882353,0.75,0.4166666666666667,0.525,0.7777777777777778,0.4230769230769231,0.0588235294117647,0.03125,0.0625,,16.037735849056602,0.5454545454545454,0.2666666666666666,0.1123595505617977,0.0980392156862745,0.1714285714285714,0.1290322580645161,0.0975609756097561,0.1351351351351351,0.0416666666666666,0.0975609756097561,0.0666666666666666,0.0625,0.1627906976744186,0.2,0.0555555555555555,0.75,0.4705882352941176,0.6875,0.7333333333333333,0.5454545454545454,0.1176470588235294,0.25,0.25,0.3529411764705882,0.25,0.25,1.0,,0.0588235294117647,,,,0.875,0.8571428571428571,,,0.5,0.6666666666666666,0.0833333333333333,0.5294117647058824,,0.5080088235294117,0.5900428571428572,0.5187541666666667,0.175,0.1842105263157894,0.3255813953488372,0.2558139534883721,8.39375,25.05,0.2304832713754646,0.16,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0952380952380952,0.0555555555555555,0.3333333333333333,1.0,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,16731.0,279,50,552,553,135,144,83.0,1105,10.0,22.0,2.0,2.0,3.0,5.0,3.0,10.0,16.0,36.0,8.0,,8.0,26.0,4.0,4.0,29.0,68.0,12.0,34.0,1.0,95.0,518,4.0,7.0,4.0,14.0,10.0,18.0,6.0,,29.0,38.0,20.0,30.0,6.0,2.0,26.0,8.0,4.0,13.0,3.0,16.0,2.0,1.0,4.0,5.0,4.0,35.0,5.0,7.0,17.0,1.0,25.0,6.0,31.0,3.0,13.0,5.0,8.0,8.0,,6.0,13.0,2.0,,9.0,21.0,2.0,5.0,11.0,24.0,4.0,14.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,29.0,135,4.0,0.6551724137931034,0.6785714285714286,0.8333333333333334,0.3529411764705882,0.3529411764705882,0.4264705882352941,0.5714285714285714,0.5555555555555556,0.4607843137254901,0.6363636363636364,0.6041666666666666,0.4656862745098039,0.6363636363636364,0.6041666666666666,0.3333333333333333,0.0588235294117647,0.1363636363636363,0.1,18.89400921658986,0.3809523809523809,0.04,0.0885416666666666,0.0219298245614035,0.109375,0.09375,0.0218978102189781,0.0259740259740259,,0.0303030303030303,0.0634920634920634,0.0930232558139534,0.1046511627906976,0.1875,0.0526315789473684,,0.2156862745098039,0.4545454545454545,0.5263157894736842,0.8,0.0980392156862745,0.3,0.3333333333333333,0.3529411764705882,0.4444444444444444,0.4444444444444444,0.625,0.0784313725490196,0.2549019607843137,0.3076923076923077,0.3076923076923077,0.75,0.1818181818181818,1.0,,0.3636363636363636,0.2083333333333333,0.6,0.1666666666666666,0.5490196078431373,0.3076923076923077,0.501835294117647,0.4652166666666667,0.5082583333333334,0.0098039215686274,0.0147058823529411,0.1473684210526315,0.3052631578947368,12.06029411764706,24.70294117647059,0.2445652173913043,0.0833333333333333,,1.0,,,,,,,0.0217391304347826,0.0294117647058823,,0.3333333333333333,0.5,4.0,2.0,2.0,2.0,1.0,2.0,3.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0833333333333333,1.0,0.25,,,,,,,,,,True,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,11846.0,197,29,386,387,83,84,57.0,773,19.0,36.0,6.0,8.0,5.0,9.0,4.0,12.0,7.0,14.0,,,,,,,30.0,62.0,,,14.0,74.0,351,8.0,12.0,,20.0,7.0,14.0,,4.0,18.0,36.0,24.0,,,6.0,,,7.0,8.0,,8.0,,,4.0,1.0,3.0,16.0,11.0,10.0,23.0,4.0,37.0,13.0,50.0,1.0,11.0,7.0,4.0,4.0,,2.0,8.0,2.0,,1.0,12.0,1.0,3.0,16.0,32.0,5.0,19.0,1.0,24.0,2.0,11.0,4.0,3.0,4.0,1.0,1.0,18.0,83,3.0,0.6,0.6666666666666666,,,,0.4838709677419355,0.6666666666666666,0.5,0.4838709677419355,0.6666666666666666,0.5,0.5068493150684932,0.6666666666666666,0.5294117647058824,,0.1129032258064516,0.1111111111111111,0.25,18.80530973451328,0.3333333333333333,0.2105263157894736,0.1691176470588235,0.06875,0.2222222222222222,0.1823204419889502,0.0687830687830687,0.0181818181818181,0.1176470588235294,0.0845070422535211,0.1395348837209302,0.2424242424242424,0.15,0.0909090909090909,0.04,0.25,0.5806451612903226,0.5277777777777778,0.59375,0.5789473684210527,0.1935483870967742,0.3333333333333333,0.4444444444444444,0.2258064516129032,0.5,0.5,0.7142857142857143,,,,,,0.6666666666666666,0.75,,,0.6428571428571429,0.5555555555555556,,0.5806451612903226,,0.5002209677419355,0.523275,0.5178357142857143,0.1549295774647887,0.1549295774647887,0.2702702702702703,0.2432432432432432,5.441935483870966,,0.2150259067357512,0.2647058823529412,4.0,2.0,,,,,1.0,,0.0689655172413793,0.0454545454545454,0.1428571428571428,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,2.0,2.0,,,,,True,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,1045.0,17,-1,36,38,12,11,5.0,74,1.0,3.0,,,,,,,1.0,1.0,1.0,,,,,,2.0,4.0,,1.0,1.0,5.0,36,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,5.0,3.0,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,12,1.0,0.5,0.5,,,,0.5,,,0.4,,,0.5,,,0.2,,,,12.195121951219512,,,,,,,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,0.2,1.0,1.0,1.0,0.2,,,,,,,,,,,,0.8,,0.67178,,,0.2,0.25,,,5.65,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,8412.0,140,33,280,281,78,116,41.0,561,25.0,34.0,8.0,13.0,8.0,10.0,10.0,25.0,11.0,22.0,,,,,,,46.0,81.0,,,29.0,121.0,288,9.0,18.0,,21.0,13.0,24.0,,13.0,39.0,62.0,30.0,,,12.0,,,6.0,11.0,,11.0,,,6.0,1.0,4.0,22.0,19.0,9.0,23.0,6.0,38.0,21.0,59.0,2.0,5.0,3.0,2.0,2.0,,1.0,3.0,1.0,,,5.0,1.0,,9.0,15.0,1.0,22.0,1.0,32.0,6.0,17.0,2.0,1.0,2.0,1.0,,39.0,78,2.0,0.6739130434782609,0.775,,,,0.5679012345679012,0.5,0.5416666666666666,0.5679012345679012,0.5,0.5416666666666666,0.6436170212765957,0.525,0.65,,0.074074074074074,0.1176470588235294,0.08,30.182926829268293,0.4,0.375,0.2446808510638297,0.1775700934579439,0.3214285714285714,0.2622950819672131,0.1550387596899224,0.2424242424242424,0.1818181818181818,0.1219512195121951,0.2777777777777778,0.2777777777777778,0.2,0.1428571428571428,0.0689655172413793,0.5,0.419753086419753,0.7352941176470589,0.8333333333333334,0.72,0.3086419753086419,0.4,0.4347826086956521,0.2716049382716049,0.5,0.5,0.7272727272727273,,,,,,0.7222222222222222,0.6153846153846154,,,0.4166666666666667,0.8,,0.419753086419753,,0.4970419753086419,0.527538888888889,0.4620875,0.1847826086956521,0.1847826086956521,0.1735537190082644,0.3223140495867768,7.4111111111111105,,0.2785714285714286,0.3809523809523809,3.0,1.0,,,,1.0,,,0.0454545454545454,0.0625,,0.5,0.25,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,1.0,0.1666666666666666,,True,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,4153.0,69,27,137,140,23,36,16.0,277,4.0,10.0,,2.0,1.0,2.0,1.0,5.0,3.0,6.0,1.0,,2.0,3.0,,1.0,8.0,21.0,3.0,4.0,7.0,32.0,129,1.0,4.0,,2.0,1.0,5.0,1.0,2.0,7.0,14.0,2.0,9.0,,,3.0,2.0,2.0,4.0,2.0,6.0,2.0,,2.0,2.0,,14.0,3.0,,7.0,1.0,8.0,4.0,12.0,,,,,,1.0,,4.0,,,1.0,4.0,1.0,2.0,6.0,10.0,2.0,5.0,,9.0,1.0,5.0,,,,,,7.0,23,2.0,0.875,0.875,1.0,0.75,0.75,0.3809523809523809,0.25,0.2,0.5,0.25,0.4166666666666667,0.5517241379310345,0.25,0.5,0.16,0.0952380952380952,0.2,,20.886075949367086,,0.1428571428571428,0.1228070175438596,0.0566037735849056,,0.0945945945945946,0.0634920634920634,0.1176470588235294,,0.0526315789473684,0.0869565217391304,0.1875,0.1111111111111111,,,,0.4,0.4,0.5,0.75,0.2,0.2,0.2,0.24,0.5,0.5,1.0,0.04,0.12,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,0.3333333333333333,0.5,0.1666666666666666,0.56,0.6666666666666666,0.477388,0.454825,0.4432083333333333,0.1724137931034483,0.2,0.0625,0.21875,8.947619047619046,24.275,0.1678832116788321,,,1.0,,,,,,,0.1,0.1428571428571428,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,True,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,6725.0,112,-3,215,214,49,13,36.0,429,3.0,4.0,,1.0,,,3.0,6.0,4.0,7.0,,,,,,,10.0,17.0,,,7.0,27.0,197,1.0,2.0,,2.0,3.0,4.0,,3.0,9.0,12.0,8.0,,,,,,2.0,3.0,,3.0,,,,,3.0,6.0,5.0,1.0,8.0,1.0,10.0,6.0,16.0,,1.0,1.0,,2.0,,1.0,3.0,1.0,,,5.0,,,10.0,21.0,2.0,20.0,7.0,16.0,2.0,8.0,,,,,1.0,9.0,49,,0.6,0.6,,,,0.5882352941176471,0.5,0.75,0.5882352941176471,0.5,0.75,0.5625,0.3333333333333333,0.75,,0.1176470588235294,,0.3333333333333333,11.462450592885377,0.4,0.25,0.1,0.0555555555555555,0.037037037037037,0.0841121495327102,0.0555555555555555,,0.25,0.037037037037037,0.1578947368421052,0.1111111111111111,0.0697674418604651,,,,0.2352941176470588,0.75,0.75,0.6666666666666666,0.3529411764705882,0.5,0.75,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.5,,,,,,0.5,,,,,,,0.2352941176470588,,0.4111588235294117,0.4319999999999999,0.3586,0.3478260869565217,0.3478260869565217,0.074074074074074,0.3333333333333333,10.03529411764706,,0.227906976744186,0.0476190476190476,,1.0,,,,,,,0.0555555555555555,,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,True,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,962.0,16,-7,34,36,23,16,5.0,70,1.0,2.0,,1.0,,1.0,,,1.0,2.0,1.0,,,2.0,,1.0,2.0,4.0,,3.0,1.0,5.0,32,,1.0,,,1.0,3.0,2.0,,2.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,,,,,,,2.0,2.0,,3.0,,3.0,1.0,1.0,,,,,,2.0,23,,0.5,0.5,,,,0.5,,0.3333333333333333,0.2857142857142857,,0.2,0.3125,,0.1666666666666666,0.4285714285714285,,,,20.0,,,0.3,,,0.1875,,,,,0.25,,0.4,,,,0.2857142857142857,0.5,0.5,,,,,0.2857142857142857,0.5,0.5,1.0,0.1428571428571428,0.2857142857142857,,,,1.0,,,,0.2,,0.2,0.7142857142857143,,0.4668,0.5452,0.4255999999999999,0.1428571428571428,0.25,,0.4,11.0,24.0,0.6764705882352942,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.2,,,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,
