EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,OffensiveGoaltends,DefensiveGoaltends,Blocked3s,BlockedArc3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,92496.0,1542,-326.0,2888,2899,590,609,270,5787,93.0,139.0,20.0,32.0,14.0,22.0,27.0,90.0,101.0,242.0,5.0,14.0,2.0,12.0,30.0,3.0,2.0,221,471,17.0,44.0,88.0,581,3149,26.0,51.0,3.0,9.0,61.0,40.0,78.0,4.0,21.0,101.0,340.0,102,51.0,28.0,30.0,12.0,29.0,26.0,15.0,41.0,10.0,5.0,17.0,3.0,6.0,97.0,19.0,48.0,2.0,44.0,139,11.0,194,69.0,263,7.0,33.0,25.0,8.0,25.0,6.0,13.0,45.0,6.0,12.0,12.0,70.0,6.0,11.0,75,133,8.0,11.0,126.0,11.0,17.0,138.0,20.0,68.0,11.0,34.0,26.0,1.0,7.0,34.0,16.0,8.0,10.0,101.0,590,13.0,6.0,0.7692307692307693,0.821256038647343,1.0,0.38636363636363635,0.38636363636363635,0.4692144373673036,0.5098039215686274,0.5128205128205128,0.4786407766990291,0.48148148148148145,0.4878048780487805,0.5060975609756098,0.5169491525423728,0.543010752688172,0.0854368932038835,0.06157112526539278,0.1223021582733813,0.1111111111111111,0.008264462809917356,20.13129102844639,0.35714285714285715,0.1134020618556701,0.025,0.140973630831643,0.04790419161676647,0.13095238095238096,0.05367231638418079,0.13842662632375188,0.049410029498525077,0.0975609756097561,0.053811659192825115,0.0225140712945591,0.06593406593406594,0.012345679012345678,0.15853658536585366,0.17525773195876287,0.1091314031180401,0.12083333333333333,0.15625,0.02857142857142857,0.47058823529411764,0.26990291262135924,0.6690647482014388,0.7622950819672131,0.6989247311827957,0.17475728155339806,0.3,0.3375,0.6666666666666666,0.46990291262135925,0.41735537190082644,0.42083333333333334,0.8613861386138614,0.027184466019417475,0.35714285714285715,0.35714285714285715,1.0,0.05825242718446602,0.4,0.4,1.0,0.5925925925925926,0.625,0.2,0.05555555555555555,0.2682926829268293,0.6363636363636364,0.024390243902439025,0.024390243902439025,0.3553398058252427,0.4,0.4555293203883494,0.492136170212766,0.4354426829268292,0.12078152753108348,0.13102119460500963,0.10499139414802065,0.1738382099827883,11.142675159235672,24.53863636363637,0.20429362880886426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,45369.0,756,-192.0,1449,1451,249,299,127,2900,23.0,40.0,3.0,3.0,3.0,7.0,5.0,19.0,14.0,46.0,8.0,19.0,2.0,35.0,102.0,3.0,21.0,42,105,43.0,121.0,26.0,239,1580,3.0,5.0,5.0,3.0,15.0,5.0,17.0,23.0,5.0,45.0,10.0,74,81.0,2.0,100.0,35.0,6.0,108.0,18.0,126.0,12.0,6.0,34.0,9.0,65.0,270.0,1.0,3.0,,13.0,31,1.0,45,4.0,49,1.0,34.0,25.0,9.0,26.0,7.0,23.0,10.0,,3.0,,36.0,2.0,12.0,12,31,,,24.0,1.0,,29.0,2.0,13.0,1.0,2.0,2.0,,,2.0,1.0,,,45.0,249,6.0,1.0,0.11904761904761904,0.12195121951219512,0.627906976744186,0.35537190082644626,0.36134453781512604,0.4,0.6,0.29411764705882354,0.47123893805309736,0.6,0.5,0.49789915966386555,0.6363636363636364,0.5238095238095238,0.5353982300884956,0.05714285714285714,0.075,0.15789473684210525,,17.13570981863665,0.7222222222222222,0.019230769230769232,,0.06512605042016807,0.005758157389635317,0.07647058823529412,0.005747126436781609,0.06811145510835913,0.0057553956834532375,0.015503875968992248,0.008771929824561403,,0.0072992700729927005,,0.05357142857142857,0.05333333333333334,0.0794392523364486,0.041666666666666664,0.16,0.0078125,0.5,0.17699115044247787,0.575,0.6216216216216216,0.08695652173913043,0.084070796460177,0.2631578947368421,0.3125,,0.20353982300884957,0.30434782608695654,0.30434782608695654,0.21428571428571427,0.084070796460177,0.42105263157894735,0.42105263157894735,1.0,0.45132743362831856,0.3431372549019608,0.3465346534653465,0.5428571428571428,0.3,1.0,0.3333333333333333,0.3,0.175,0.42857142857142855,0.05,0.525,0.7123893805309734,0.35,0.5164348214285713,0.5092285714285715,0.48434499999999997,0.05485232067510549,0.11206896551724138,0.06276150627615062,0.18828451882845187,10.024761904761904,25.304132231404957,0.17184265010351968,1.0,2.0,2.0,1.0,8.0,2.0,10.0,48.0,2.0,1.0,3.0,0.4,0.43478260869565216,0.008264462809917356,0.00980392156862745,0.2,0.5,1.0,0.3333333333333333,1.0,1.0,0.38095238095238093,,,,,,,,,True,,,
1729,1610612748,Ricky Davis,Ricky Davis,1729,MIA,64854.0,1081,-310.0,2010,2016,460,483,187,4026,40.0,55.0,2.0,6.0,12.0,16.0,15.0,35.0,45.0,113.0,19.0,37.0,12.0,31.0,89.0,6.0,27.0,100,203,50.0,126.0,51.0,401,2236,6.0,16.0,9.0,2.0,23.0,21.0,43.0,39.0,11.0,86.0,102.0,98,138.0,2.0,88.0,31.0,14.0,77.0,30.0,107.0,23.0,7.0,33.0,3.0,41.0,244.0,4.0,14.0,,35.0,67,28.0,130,18.0,148,3.0,26.0,16.0,10.0,49.0,15.0,37.0,29.0,3.0,12.0,8.0,78.0,7.0,11.0,32,56,2.0,1.0,66.0,2.0,7.0,60.0,4.0,27.0,4.0,6.0,5.0,,1.0,6.0,2.0,,2.0,86.0,460,7.0,4.0,0.51,0.5151515151515151,0.92,0.3968253968253968,0.4,0.49261083743842365,0.375,0.4883720930232558,0.5319148936170213,0.42,0.4573170731707317,0.5617977528089888,0.4423076923076923,0.48314606741573035,0.3829787234042553,0.06896551724137931,0.12727272727272726,0.14285714285714285,0.017699115044247787,19.49685534591195,0.6282051282051282,0.3684210526315789,,0.09824046920821114,0.020437956204379562,0.1446280991735537,0.014760147601476014,0.11038961038961038,0.01882845188284519,0.0189873417721519,0.018518518518518517,0.021917808219178082,0.014285714285714285,0.01639344262295082,0.0847457627118644,0.1073170731707317,0.1,0.1534090909090909,0.12121212121212122,0.018867924528301886,0.3333333333333333,0.16717325227963525,0.7272727272727273,0.8333333333333334,0.475,0.10638297872340426,0.42857142857142855,0.5,0.4,0.3434650455927052,0.39823008849557523,0.40540540540540543,0.5777777777777777,0.11246200607902736,0.5135135135135135,0.5135135135135135,1.0,0.270516717325228,0.34831460674157305,0.3522727272727273,0.8709677419354839,0.24,0.3333333333333333,0.5,0.24,0.1951219512195122,0.75,0.14634146341463414,0.32926829268292684,0.5501519756838906,0.3522727272727273,0.48507293577981664,0.48896764705882356,0.4892893750000001,0.07670454545454546,0.11946902654867257,0.057356608478802994,0.2144638403990025,12.309852216748773,25.240476190476187,0.22885572139303484,2.0,3.0,5.0,1.0,6.0,3.0,11.0,12.0,1.0,1.0,2.0,0.3333333333333333,0.28205128205128205,0.007936507936507936,0.011235955056179775,0.12,0.6666666666666666,1.0,0.16666666666666666,1.0,0.4166666666666667,0.2222222222222222,1.0,1.0,,,,,,,True,,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,22797.0,380,-56.0,747,752,117,130,62,1499,31.0,56.0,5.0,12.0,4.0,5.0,17.0,47.0,2.0,8.0,2.0,8.0,1.0,3.0,12.0,,,50,111,5.0,20.0,16.0,131,798,7.0,18.0,,5.0,19.0,6.0,11.0,1.0,1.0,13.0,70.0,30,12.0,4.0,12.0,3.0,10.0,18.0,9.0,27.0,6.0,3.0,5.0,1.0,12.0,63.0,6.0,18.0,,20.0,66,7.0,93,24.0,117,4.0,17.0,13.0,4.0,12.0,3.0,8.0,13.0,2.0,4.0,4.0,25.0,2.0,7.0,10,20,,3.0,20.0,,1.0,22.0,2.0,12.0,,11.0,5.0,1.0,5.0,11.0,8.0,1.0,,13.0,117,2.0,,0.7,0.7291666666666666,0.8,0.25,0.25,0.45045045045045046,0.3888888888888889,0.5454545454545454,0.4389312977099237,0.3888888888888889,0.5,0.4645390070921986,0.4523809523809524,0.5,0.15267175572519084,0.09009009009009009,0.125,0.06382978723404255,,20.19464720194647,0.48,0.3684210526315789,,0.25,0.06844106463878327,0.22988505747126436,0.06976744186046512,0.245014245014245,0.06876790830945559,0.1282051282051282,0.034482758620689655,0.047244094488188976,0.056338028169014086,0.13333333333333333,0.14285714285714285,0.2727272727272727,0.2903225806451613,0.25,0.17391304347826086,0.06060606060606061,0.7272727272727273,0.42748091603053434,0.5535714285714286,0.6326530612244898,0.7096774193548387,0.35877862595419846,0.3617021276595745,0.38636363636363635,0.6470588235294118,0.061068702290076333,0.25,0.25,1.0,0.061068702290076333,0.25,0.25,1.0,0.0916030534351145,0.25,0.25,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.2,,0.4166666666666667,0.8,0.08333333333333333,,0.5801526717557252,0.25,0.5065664122137404,0.5424727272727273,0.49317916666666667,0.0851063829787234,0.09917355371900827,0.1450381679389313,0.09923664122137404,4.892792792792794,24.41,0.1566265060240964,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,
200792,1610612748,Alexander Johnson,Alexander Johnson,200792,MIA,12897.0,215,-56.0,392,394,110,77,39,786,14.0,24.0,3.0,5.0,3.0,5.0,1.0,9.0,10.0,20.0,,,,,,,,25,53,,,18.0,68,453,3.0,8.0,,4.0,10.0,4.0,12.0,,5.0,13.0,34.0,16,,4.0,,,5.0,6.0,,6.0,,,2.0,1.0,3.0,12.0,2.0,12.0,,5.0,17,5.0,27,14.0,41,3.0,7.0,5.0,2.0,8.0,1.0,3.0,10.0,,5.0,4.0,18.0,3.0,6.0,16,35,2.0,3.0,23.0,2.0,3.0,28.0,4.0,14.0,2.0,3.0,2.0,1.0,,3.0,2.0,2.0,,13.0,110,3.0,2.0,0.68,0.7391304347826086,,,,0.4716981132075472,0.375,0.3333333333333333,0.4716981132075472,0.375,0.3333333333333333,0.5230769230769231,0.5,0.40625,,0.09433962264150944,0.20833333333333334,,,19.080459770114945,0.4444444444444444,0.35714285714285715,,0.14166666666666666,0.09302325581395349,0.13513513513513514,0.045454545454545456,0.14012738853503184,0.08092485549132948,0.10714285714285714,0.09375,0.08695652173913043,0.05555555555555555,,0.125,0.14285714285714285,0.14754098360655737,0.09523809523809523,0.1875,0.13636363636363635,0.6666666666666666,0.4528301886792453,0.5833333333333334,0.7368421052631579,0.6428571428571429,0.16981132075471697,0.1111111111111111,0.1111111111111111,,0.37735849056603776,0.5,0.5,0.8,,,,,,,,,0.625,0.6,0.3333333333333333,,0.4166666666666667,0.6,,,0.4528301886792453,,0.4807547169811322,0.4833,0.43506666666666666,0.2222222222222222,0.2222222222222222,0.14705882352941177,0.19117647058823528,7.958490566037738,,0.28061224489795916,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,True,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,33614.0,560,-76.0,1028,1019,226,205,94,2047,12.0,25.0,1.0,4.0,4.0,8.0,5.0,16.0,22.0,46.0,5.0,11.0,3.0,22.0,52.0,2.0,13.0,39,87,27.0,63.0,35.0,194,1137,2.0,7.0,2.0,3.0,10.0,5.0,12.0,16.0,17.0,39.0,30.0,48,51.0,2.0,52.0,22.0,8.0,60.0,27.0,87.0,17.0,10.0,10.0,7.0,43.0,201.0,3.0,3.0,1.0,9.0,36,,45,7.0,52,1.0,19.0,13.0,6.0,17.0,4.0,10.0,12.0,1.0,7.0,1.0,29.0,2.0,6.0,27,40,,1.0,37.0,1.0,3.0,39.0,1.0,14.0,6.0,2.0,1.0,,1.0,2.0,,,,39.0,226,5.0,6.0,0.38461538461538464,0.39473684210526316,0.6296296296296297,0.42857142857142855,0.42857142857142855,0.4482758620689655,0.2857142857142857,0.4166666666666667,0.53,0.3888888888888889,0.39285714285714285,0.5739644970414202,0.45454545454545453,0.5131578947368421,0.42,0.09195402298850575,0.24,,0.043478260869565216,17.41424802110818,0.5862068965517241,,0.030303030303030304,0.0997229916897507,0.009036144578313253,0.07894736842105263,0.022900763358778626,0.09473684210526316,0.012958963282937365,0.027777777777777776,0.012048192771084338,,0.030612244897959183,,0.07446808510638298,0.06422018348623854,0.13924050632911392,0.0821917808219178,0.07317073170731707,0.013513513513513514,,0.16666666666666666,0.48,0.631578947368421,0.16666666666666666,0.10666666666666667,0.3125,0.3125,0.2,0.30666666666666664,0.4782608695652174,0.5,0.5454545454545454,0.07333333333333333,0.45454545454545453,0.45454545454545453,1.0,0.3466666666666667,0.4230769230769231,0.4230769230769231,0.5454545454545454,0.4444444444444444,0.25,,0.2222222222222222,0.2857142857142857,0.5,0.10714285714285714,0.4642857142857143,0.5866666666666667,0.4230769230769231,0.485459,0.51572,0.49860000000000004,0.08588957055214724,0.14,0.05154639175257732,0.20103092783505155,11.852873563218392,24.874603174603173,0.2198443579766537,,,1.0,1.0,3.0,1.0,4.0,30.0,,,,0.5,0.25,,,,,,0.5,1.0,0.3333333333333333,0.23076923076923078,3.0,,,,,,,,True,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,36615.0,610,-127.0,1122,1122,200,256,111,2244,13.0,25.0,,2.0,1.0,5.0,8.0,18.0,22.0,63.0,11.0,23.0,4.0,35.0,85.0,7.0,20.0,43,106,46.0,108.0,14.0,238,1230,3.0,6.0,7.0,,12.0,3.0,15.0,24.0,4.0,31.0,44.0,42,129.0,2.0,84.0,35.0,10.0,26.0,13.0,39.0,11.0,2.0,10.0,5.0,11.0,91.0,1.0,3.0,,15.0,51,1.0,67,4.0,71,2.0,8.0,4.0,4.0,14.0,3.0,11.0,10.0,3.0,3.0,1.0,24.0,,5.0,35,61,,,18.0,1.0,1.0,17.0,3.0,9.0,1.0,3.0,3.0,,,4.0,,,1.0,31.0,200,7.0,1.0,0.5116279069767442,0.5238095238095238,0.9347826086956522,0.42592592592592593,0.42990654205607476,0.4056603773584906,0.5,0.2,0.5233644859813084,0.46153846153846156,0.34615384615384615,0.5384615384615384,0.46153846153846156,0.3780487804878049,0.5046728971962616,0.09433962264150944,0.2,0.05555555555555555,0.06349206349206349,19.615692554043235,0.5833333333333334,0.02564102564102564,,0.13212435233160622,0.007751937984496124,0.1171875,0.006097560975609756,0.12840466926070038,0.007259528130671506,0.010869565217391304,,0.009852216748768473,0.007518796992481203,,0.09375,0.12096774193548387,0.16265060240963855,0.0898876404494382,0.1794871794871795,0.017857142857142856,,0.11682242990654206,0.52,0.65,0.46153846153846156,0.08411214953271028,0.4444444444444444,0.47058823529411764,0.25,0.29439252336448596,0.3492063492063492,0.3728813559322034,0.6363636363636364,0.10747663551401869,0.4782608695652174,0.4782608695652174,1.0,0.397196261682243,0.4117647058823529,0.4117647058823529,0.9142857142857143,0.15384615384615385,,,0.5384615384615384,0.1282051282051282,0.2,0.10256410256410256,0.5128205128205128,0.6214953271028038,0.4166666666666667,0.4921276995305164,0.4650538461538462,0.4792157894736842,0.04090909090909091,0.08035714285714286,0.05042016806722689,0.13025210084033614,12.795283018867925,25.303703703703697,0.17825311942959002,,,2.0,2.0,5.0,2.0,7.0,9.0,1.0,,,0.2857142857142857,0.2916666666666667,,,,,,0.2857142857142857,,0.5,0.25,2.0,,,1.0,1.0,,,,True,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,41813.0,697,-103.0,1342,1354,292,274,120,2696,73.0,113.0,5.0,10.0,29.0,38.0,18.0,43.0,51.0,135.0,4.0,7.0,,7.0,27.0,4.0,13.0,142,291,11.0,34.0,92.0,409,1475,10.0,22.0,4.0,3.0,29.0,43.0,75.0,13.0,35.0,127.0,82.0,202,24.0,6.0,26.0,7.0,14.0,105.0,35.0,140.0,19.0,16.0,50.0,16.0,39.0,315.0,2.0,12.0,,20.0,42,1.0,63,14.0,77,3.0,33.0,21.0,12.0,48.0,15.0,24.0,31.0,7.0,24.0,6.0,79.0,5.0,25.0,21,44,,3.0,93.0,,5.0,128.0,11.0,57.0,11.0,9.0,8.0,1.0,,9.0,2.0,,,127.0,292,5.0,9.0,0.2887323943661972,0.2949640287769784,0.7272727272727273,0.3235294117647059,0.3333333333333333,0.4879725085910653,0.45454545454545453,0.5733333333333334,0.4876923076923077,0.5,0.5227272727272727,0.5326370757180157,0.5185185185185185,0.5772727272727273,0.10461538461538461,0.048109965635738834,0.08849557522123894,0.06976744186046512,0.007407407407407408,31.027535258562793,0.6075949367088608,0.022727272727272728,,0.09251101321585903,0.02575107296137339,0.13157894736842105,0.015748031496062992,0.10231023102310231,0.023608768971332208,0.06557377049180328,0.02,0.00819672131147541,0.010638297872340425,0.030303030303030304,0.09482758620689655,0.06349206349206349,0.10849056603773585,0.13274336283185842,0.1282051282051282,0.019736842105263157,0.2222222222222222,0.3476923076923077,0.6460176991150443,0.7087378640776699,0.273972602739726,0.13230769230769232,0.4186046511627907,0.45,0.1111111111111111,0.4153846153846154,0.37777777777777777,0.3805970149253731,0.37254901960784315,0.021538461538461538,0.5714285714285714,0.5714285714285714,0.75,0.08307692307692308,0.25925925925925924,0.25925925925925924,0.7142857142857143,0.38461538461538464,0.5,0.2,0.15384615384615385,0.4318181818181818,0.7631578947368421,,0.14772727272727273,0.4523076923076923,0.2692307692307692,0.47788626543209894,0.4779391304347826,0.47707183908045975,0.15591397849462366,0.16913946587537093,0.07090464547677261,0.3105134474327628,9.989347079037803,26.13235294117647,0.21758569299552907,,,,2.0,2.0,2.0,2.0,9.0,1.0,,1.0,0.5,0.15384615384615385,,,,,,0.5,1.0,,0.15384615384615385,,,,,,1.0,1.0,0.02857142857142857,True,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,24048.0,401,-48.0,770,768,148,136,75,1538,15.0,26.0,4.0,11.0,4.0,7.0,2.0,4.0,31.0,70.0,,2.0,,1.0,2.0,,,48,100,1.0,4.0,15.0,114,819,7.0,18.0,,2.0,16.0,12.0,21.0,,5.0,29.0,70.0,26,3.0,6.0,2.0,1.0,3.0,20.0,8.0,28.0,4.0,4.0,12.0,1.0,7.0,64.0,7.0,14.0,,13.0,36,8.0,57,21.0,78,4.0,11.0,7.0,4.0,9.0,2.0,8.0,4.0,,1.0,,13.0,1.0,,23,32,,1.0,14.0,1.0,1.0,18.0,2.0,10.0,,10.0,6.0,2.0,2.0,10.0,7.0,,,29.0,148,1.0,,0.7291666666666666,0.7777777777777778,1.0,0.25,0.25,0.48,0.3888888888888889,0.5714285714285714,0.47596153846153844,0.3888888888888889,0.5714285714285714,0.5089285714285714,0.42105263157894735,0.6041666666666666,0.038461538461538464,0.03,0.11538461538461539,,,14.585764294049008,0.6923076923076923,0.38095238095238093,,0.14173228346456693,0.04794520547945205,0.14942528735632185,0.1076923076923077,0.1436950146627566,0.058823529411764705,0.06756756756756757,0.058823529411764705,0.03592814371257485,0.13043478260869565,0.05263157894736842,0.10294117647058823,0.10606060606060606,0.18333333333333332,0.15,0.14814814814814814,0.07692307692307693,0.7,0.25,0.5769230769230769,0.6521739130434783,0.6,0.038461538461538464,0.5,0.5,0.5,0.6730769230769231,0.44285714285714284,0.44285714285714284,0.8064516129032258,0.019230769230769232,,,,0.019230769230769232,0.5,0.5,1.0,0.6111111111111112,0.36363636363636365,0.25,,0.3333333333333333,0.5714285714285714,,,0.28846153846153844,0.5,0.45603413461538467,0.47966250000000005,0.4558285714285715,0.08928571428571429,0.09259259259259259,0.14035087719298245,0.2543859649122807,13.824999999999998,23.525,0.19220779220779222,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,
2853,1610612748,Earl Barron,Earl Barron,2853,MIA,18163.0,303,-111.0,545,549,79,99,56,1094,18.0,34.0,5.0,10.0,2.0,4.0,4.0,9.0,29.0,75.0,,1.0,,,4.0,,3.0,51,118,,5.0,9.0,111,606,5.0,12.0,,,10.0,5.0,12.0,3.0,1.0,11.0,82.0,20,,10.0,3.0,,5.0,11.0,3.0,14.0,1.0,2.0,6.0,1.0,4.0,31.0,4.0,19.0,1.0,8.0,42,4.0,54,24.0,78,4.0,6.0,3.0,3.0,10.0,2.0,6.0,10.0,2.0,4.0,2.0,20.0,5.0,2.0,15,31,3.0,3.0,18.0,1.0,3.0,17.0,3.0,10.0,,3.0,1.0,1.0,1.0,3.0,,,,11.0,79,2.0,,0.803921568627451,0.8913043478260869,,,,0.4322033898305085,0.4166666666666667,0.4166666666666667,0.4146341463414634,0.4166666666666667,0.3333333333333333,0.4269230769230769,0.38461538461538464,0.34375,0.04065040650406504,0.0423728813559322,0.058823529411764705,0.2222222222222222,0.013333333333333334,24.87562189054726,0.5,0.2222222222222222,0.07692307692307693,0.22826086956521738,0.09359605911330049,0.13333333333333333,0.05970149253731343,0.20491803278688525,0.08518518518518518,0.10869565217391304,0.05555555555555555,0.09917355371900827,0.057692307692307696,0.06666666666666667,0.20454545454545456,0.2727272727272727,0.21176470588235294,0.18604651162790697,,0.0625,,0.2764227642276423,0.5294117647058824,0.5625,0.5,0.07317073170731707,0.4444444444444444,0.5714285714285714,0.75,0.6097560975609756,0.38666666666666666,0.3918918918918919,1.0,0.008130081300813009,,,,0.032520325203252036,,,,0.8333333333333334,0.5,,,0.26666666666666666,0.5,,0.2,0.3170731707317073,,0.446133606557377,0.5382333333333333,0.403725,0.07692307692307693,0.08,0.09009009009009009,0.0990990990990991,12.555084745762711,32.82000000000001,0.14495412844036698,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,True,,,
