EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,PenaltyFG2M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG3APct,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,BadPassSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,FTOffRebounds,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Technical Free Throw Trips,OffensiveGoaltends,3SecondViolations,BlockedLongMidRange,on,Clear Path Fouls,DefensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,2997.0,50,-30.0,91,94,30,34,18,185,2,3,1.0,1.0,4.0,8,1.0,2.0,7,13,4.0,18,121,1.0,4.0,4.0,3,2.0,2,12,2,1.0,6.0,1.0,7.0,1.0,2.0,4.0,15.0,1.0,4,1.0,5,1.0,6,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,6,1.0,5.0,6.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2,30,0.8571428571428571,0.8571428571428571,0.5384615384615384,0.5384615384615384,0.6,0.6666666666666666,0.25,0.07692307692307693,0.125,19.266055045871557,0.5,0.3333333333333333,0.10526315789473684,0.03125,0.08,0.024390243902439025,0.14285714285714285,0.08333333333333333,0.15789473684210525,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.6153846153846154,0.5,0.5714285714285714,0.75,0.15384615384615385,0.5,0.5,1.0,1.0,0.3333333333333333,0.23076923076923078,0.46217692307692304,0.501,0.44703333333333334,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.1111111111111111,7.292307692307693,0.32967032967032966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101111,1610612749,Charlie Villanueva,Charlie Villanueva,101111,MIL,7012.0,117,-63.0,230,232,41,83,45,462,13,24,9.0,6.0,7.0,17,5.0,11.0,25,52,8.0,61,285,12.0,1.0,11.0,8,1.0,7,34,16,3.0,3.0,,3.0,,1.0,2.0,6.0,10.0,4,4.0,11,13.0,24,,,10.0,1.0,5.0,3.0,5.0,2.0,13,2.0,10.0,12.0,9.0,12.0,6.0,1.0,1.0,,1.0,,7,41,0.68,0.7727272727272727,0.4807692307692308,0.42063492063492064,0.4420289855072464,0.4230769230769231,0.35,0.057692307692307696,0.058823529411764705,29.28571428571429,0.7692307692307693,0.3333333333333333,0.0547945205479452,0.10869565217391304,0.07608695652173914,0.10833333333333334,0.0625,,0.08823529411764706,,0.38095238095238093,0.5416666666666666,0.5909090909090909,0.5384615384615384,0.2698412698412698,0.4117647058823529,0.4375,0.7142857142857143,0.1746031746031746,0.45454545454545453,0.45454545454545453,1.0,0.75,0.75,0.5555555555555556,0.48959365079365075,0.5137900000000001,0.5431374999999999,0.08695652173913043,0.10344827586206896,0.18032786885245902,0.11475409836065574,6.167307692307692,0.1782608695652174,5.0,2.0,3.0,1.0,8.0,1.0,11.0,5.0,3.0,3.0,6.0,8.0,1.0,3.0,3.0,4.0,3.0,1.0,0.09090909090909091,0.09090909090909091,0.4166666666666667,0.375,0.4166666666666667,0.375,0.1746031746031746,0.08333333333333333,0.15789473684210525,0.10714285714285714,0.15789473684210525,0.12195121951219512,0.13636363636363635,0.08333333333333333,0.17647058823529413,0.11764705882352941,0.047619047619047616,0.12698412698412698,0.125,0.125,1.0,0.5555555555555556,0.2,0.3333333333333333,0.125,25.318181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201146,1610612749,Yi Jianlian,Yi Jianlian,201146,MIL,3268.0,54,-23.0,105,108,45,59,25,213,3,6,2.0,5.0,2.0,4,3.0,9.0,8,19,5.0,21,111,7.0,2.0,10.0,11,3.0,11,6,10,2.0,1.0,,1.0,,,1.0,2.0,2.0,6,4.0,15,2.0,17,3.0,,2.0,,1.0,2.0,1.0,,4,1.0,3.0,4.0,5.0,5.0,2.0,1.0,,1.0,1.0,1.0,11,45,0.375,0.5,0.42105263157894735,0.38095238095238093,0.45652173913043476,0.625,0.39285714285714285,0.10526315789473684,,19.852941176470587,0.5,0.8,0.1875,0.03636363636363636,0.22448979591836735,0.03125,0.09523809523809523,0.09090909090909091,0.3,1.0,0.2857142857142857,0.5,0.75,,0.19047619047619047,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.38461538461538464,0.38095238095238093,0.4475595238095238,0.42615714285714285,0.4818807692307692,0.09090909090909091,0.1,0.47619047619047616,0.5238095238095238,10.51578947368421,0.42857142857142855,2.0,2.0,,,2.0,,2.0,4.0,4.0,,4.0,2.0,,,5.0,,,,,,0.5714285714285714,0.36363636363636365,0.5714285714285714,0.3076923076923077,0.09523809523809523,0.3333333333333333,0.29411764705882354,,,,,0.18181818181818182,0.2727272727272727,,,0.09523809523809523,,,,1.0,,0.4,,26.65,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,1608.0,27,-18.0,48,47,11,14,10,95,1,4,,,3.0,7,1.0,3.0,5,14,,13,56,,,,3,,7,2,8,1.0,3.0,,3.0,,,1.0,6.0,,2,,3,,3,1.0,,4.0,1.0,3.0,1.0,1.0,,5,,,,,,,,,,,,7,11,0.2,0.2,0.35714285714285715,0.40625,0.40625,,0.875,0.07142857142857142,,35.0,0.8,,0.11764705882352941,,0.12,,,0.25,,,0.25,0.25,0.3333333333333333,1.0,0.4375,0.42857142857142855,0.42857142857142855,,0.1875,0.3333333333333333,0.3333333333333333,,,,0.375,0.43965312500000003,,0.398475,,,,0.5384615384615384,7.864285714285715,0.22916666666666666,,,,1.0,2.0,1.0,2.0,,2.0,,,2.0,1.0,,1.0,,1.0,,0.5,0.5,,0.6666666666666666,,0.875,0.125,0.25,0.125,,,,,0.2,,,,0.125,0.5,0.5,,,,,0.5,27.35,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.25,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2852,1610612749,Awvee Storey,Awvee Storey,2852,MIL,15504.0,258,-57.0,502,510,124,191,94,1012,28,38,19.0,11.0,2.0,9,9.0,35.0,39,82,14.0,92,562,24.0,4.0,28.0,21,6.0,30,54,24,2.0,15.0,1.0,16.0,,8.0,5.0,33.0,24.0,11,1.0,23,31.0,54,7.0,2.0,6.0,3.0,4.0,4.0,2.0,,10,,21.0,41.0,23.0,29.0,15.0,1.0,1.0,,1.0,,30,124,0.6923076923076923,0.8709677419354839,0.47560975609756095,0.43820224719101125,0.45098039215686275,0.5,0.5357142857142857,0.024390243902439025,0.1111111111111111,18.270799347471453,0.6,0.058823529411764705,0.06918238993710692,0.11822660098522167,0.1004566210045662,0.11627906976744186,0.12857142857142856,0.02040816326530612,0.03896103896103896,,0.42696629213483145,0.7368421052631579,0.7567567567567568,0.6071428571428571,0.10112359550561797,0.2222222222222222,0.25,1.0,0.39325842696629215,0.2571428571428571,0.2571428571428571,0.8888888888888888,0.76,0.4782608695652174,0.5056179775280899,0.4950314606741573,0.5711204545454546,0.5415869565217392,0.1485148514851485,0.1595744680851064,0.30434782608695654,0.32608695652173914,8.9719512195122,0.24701195219123506,12.0,10.0,2.0,,5.0,,7.0,12.0,12.0,,16.0,5.0,,6.0,11.0,3.0,2.0,,,,0.5,0.5714285714285714,0.48,0.5217391304347826,0.07865168539325842,0.02631578947368421,0.18333333333333332,0.10909090909090909,0.09803921568627451,0.12195121951219512,0.11363636363636363,0.21212121212121213,0.19047619047619047,0.06382978723404255,0.02247191011235955,0.056179775280898875,,,,0.631578947368421,0.25,0.9090909090909091,,25.328571428571426,1.0,2.0,5.0,,1.0,1.0,3.0,1.0,,1.0,0.16666666666666666,0.043478260869565216,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,0.041666666666666664,0.09090909090909091,0.04,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201196,1610612749,Ramon Sessions,Ramon Sessions,201196,MIL,4274.0,71,11.0,145,148,32,54,25,293,6,12,,1.0,3.0,6,3.0,4.0,12,22,7.0,31,149,1.0,1.0,3.0,4,2.0,6,8,16,2.0,22.0,5.0,27.0,3.0,12.0,8.0,59.0,1.0,9,,14,2.0,16,5.0,3.0,6.0,2.0,5.0,2.0,1.0,,8,,1.0,2.0,13.0,9.0,5.0,,,,,,6,32,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.5961538461538461,0.75,0.6,0.09090909090909091,,19.318181818181817,0.75,,0.2,0.017543859649122806,0.21212121212121213,0.0273972602739726,,0.25,0.21052631578947367,,0.5454545454545454,0.5,0.6,0.3333333333333333,0.2727272727272727,0.5,0.5,,0.18181818181818182,0.75,0.75,0.6666666666666666,,0.25,0.5454545454545454,0.4815090909090909,,0.35402500000000003,0.19230769230769232,0.19230769230769232,0.0967741935483871,0.1935483870967742,6.1909090909090905,0.2206896551724138,,,,,,,,1.0,2.0,,,,,1.0,5.0,,3.0,,,,1.0,0.5,1.0,0.5,,0.16666666666666666,0.23809523809523808,0.0625,0.06666666666666667,,0.08333333333333333,0.14285714285714285,0.2857142857142857,,,,,,,,,,,,,,2.0,,,,1.0,,,,0.14285714285714285,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,7967.0,133,-22.0,256,264,53,77,51,520,2,6,2.0,1.0,3.0,8,10.0,24.0,15,38,2.0,56,285,5.0,1.0,13.0,9,2.0,13,26,4,1.0,4.0,,4.0,,1.0,,8.0,2.0,9,,14,3.0,17,6.0,,6.0,,5.0,3.0,1.0,1.0,9,1.0,3.0,6.0,4.0,4.0,1.0,,,,,,13,53,0.8666666666666667,0.8666666666666667,0.39473684210526316,0.43548387096774194,0.4375,0.7222222222222222,0.40625,0.02631578947368421,,23.028391167192428,0.6666666666666666,,0.10227272727272728,0.018867924528301886,0.11570247933884298,0.021739130434782608,0.02857142857142857,0.06896551724137931,0.15555555555555556,,0.0967741935483871,0.3333333333333333,0.4,0.5,0.12903225806451613,0.375,0.375,0.6666666666666666,0.3870967741935484,0.4166666666666667,0.4166666666666667,1.0,0.25,0.07142857142857142,0.4838709677419355,0.4529379032258064,0.48245714285714286,0.45185714285714285,0.015873015873015872,0.02564102564102564,0.23214285714285715,0.23214285714285715,13.831578947368419,0.20703125,,1.0,8.0,4.0,16.0,8.0,24.0,3.0,4.0,21.0,,16.0,4.0,1.0,5.0,,2.0,0.875,0.3333333333333333,0.3333333333333333,0.6,0.4444444444444444,0.75,0.39285714285714285,0.3870967741935484,0.16666666666666666,0.15151515151515152,0.03125,,0.022727272727272728,,,0.16,,0.12903225806451613,0.25806451612903225,0.25,0.25,1.0,,,1.0,0.25,24.9875,2.0,5.0,6.0,,,1.0,,1.0,,1.0,0.125,0.14285714285714285,,1.0,3.0,3.0,0.2,,3.0,2.0,3.0,,,,,2.0,,0.125,0.25,0.21428571428571427,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.5,0.5,0.75,0.125,1.0,0.5,1.0,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,1158.0,19,-15.0,36,36,10,11,6,72,1,3,,,1.0,2,1.0,2.0,3,7,,6,47,1.0,,,2,,2,2,4,,1.0,,1.0,,,1.0,2.0,,1,,1,1.0,2,,,2.0,,1.0,,1.0,,2,,,1.0,2.0,2.0,1.0,,,,,,2,10,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3,,0.25,,,28.571428571428573,1.0,,0.07142857142857142,,0.0625,,,,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,,0.2222222222222222,0.5,0.5,,,,0.5555555555555556,0.49445555555555554,0.3643,0.45166666666666666,0.1,0.125,,0.3333333333333333,8.799999999999999,0.2777777777777778,,,,,2.0,,2.0,,1.0,,,2.0,,,,,1.0,,,,,0.5,,0.3333333333333333,0.2222222222222222,,,,,,,,,,,0.2222222222222222,,,,,,,,24.9,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2767,1610612749,Royal Ivey,Royal Ivey,2767,MIL,8589.0,143,-31.0,278,286,79,139,54,564,13,27,5.0,9.0,,5,6.0,13.0,19,45,20.0,67,309,6.0,1.0,3.0,13,8.0,21,12,26,3.0,16.0,5.0,21.0,2.0,10.0,3.0,47.0,5.0,8,,10,7.0,17,6.0,3.0,6.0,1.0,2.0,5.0,4.0,,11,1.0,5.0,11.0,22.0,28.0,12.0,,,,,,21,79,0.3157894736842105,0.3157894736842105,0.4222222222222222,0.4051724137931034,0.47183098591549294,0.1875,0.5,0.06666666666666667,0.2,23.976608187134502,0.5454545454545454,,0.10526315789473684,0.04424778761061947,0.08849557522123894,0.051094890510948905,0.05714285714285714,0.07407407407407407,0.15625,,0.46551724137931033,0.48148148148148145,0.52,0.3076923076923077,0.08620689655172414,,,,0.22413793103448276,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.7142857142857143,0.5294117647058824,0.6896551724137931,0.4893526315789473,0.51147,0.5241687500000001,0.17647058823529413,0.21818181818181817,0.04477611940298507,0.31343283582089554,6.391111111111112,0.2841726618705036,1.0,5.0,3.0,1.0,10.0,3.0,13.0,1.0,5.0,9.0,,9.0,1.0,2.0,2.0,2.0,4.0,1.0,0.23076923076923078,0.25,0.16666666666666666,0.38461538461538464,0.14285714285714285,0.38235294117647056,0.22413793103448276,0.07407407407407407,0.05405405405405406,0.08333333333333333,0.03333333333333333,0.041666666666666664,0.09523809523809523,0.058823529411764705,0.07692307692307693,0.06666666666666667,0.05172413793103448,0.1724137931034483,0.1,0.1,1.0,0.2,,0.5555555555555556,0.1111111111111111,27.253846153846155,3.0,4.0,3.0,1.0,1.0,,2.0,3.0,,3.0,,0.17647058823529413,1.0,1.0,,3.0,0.25,0.3333333333333333,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,0.14285714285714285,0.058823529411764705,2.0,,,,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,,,,1.0,,,,,True,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,7017.0,117,-17.0,225,228,57,82,35,453,4,8,2.0,2.0,1.0,2,3.0,15.0,8,25,11.0,45,256,6.0,3.0,7.0,6,4.0,10,4,12,2.0,21.0,1.0,22.0,1.0,10.0,7.0,45.0,,6,,10,1.0,11,2.0,1.0,4.0,,2.0,,2.0,,4,,1.0,3.0,11.0,14.0,6.0,,,,,,10,57,0.25,0.25,0.32,0.40476190476190477,0.4479166666666667,0.42857142857142855,0.4166666666666667,0.08,,19.548872180451127,1.0,,0.08571428571428572,,0.10526315789473684,,,0.15789473684210525,0.07692307692307693,,0.19047619047619047,0.5,0.6666666666666666,0.5,0.047619047619047616,0.5,0.5,,0.35714285714285715,0.2,0.2,,0.3333333333333333,0.2222222222222222,0.5952380952380952,0.48114761904761894,0.432225,0.48199444444444445,0.125,0.1935483870967742,0.15555555555555556,0.2222222222222222,11.508,0.25333333333333335,1.0,1.0,3.0,4.0,14.0,6.0,17.0,2.0,3.0,9.0,,14.0,4.0,,4.0,,,0.5,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.40476190476190477,0.25,0.16,,,,,,0.0625,,0.07142857142857142,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.25,0.5,1.0,0.5,0.2857142857142857,25.42941176470588,2.0,3.0,1.0,,,,,,,,0.3333333333333333,0.2222222222222222,,,9.0,4.0,,,1.0,,,,1.0,,1.0,1.0,0.09090909090909091,,,0.1111111111111111,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,2.0,,,,True,,,,,,,,,,,,,,
