EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,Clear Path Fouls,OffensiveGoaltends,on,Blocked3s,BlockedArc3,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,33614.0,560,-76.0,1028,1019,226,205,94,2047,25.0,38.0,4.0,7.0,6.0,7.0,7.0,29.0,44.0,99.0,2.0,6.0,1.0,10.0,17.0,1.0,1.0,76,166,12.0,23.0,25.0,213,1137,7.0,16.0,1.0,6.0,20.0,19.0,31.0,2.0,10.0,48.0,116.0,36.0,36.0,2.0,17.0,10.0,8.0,10.0,8.0,18.0,6.0,2.0,6.0,2.0,2.0,44.0,8.0,15.0,12.0,39,5.0,56,23.0,79,5.0,12.0,9.0,3.0,7.0,3.0,5.0,18.0,1.0,2.0,9.0,25.0,2.0,5.0,23,36,2.0,4.0,45.0,2.0,4.0,51.0,5.0,24.0,4.0,17.0,12.0,1.0,4.0,17.0,7.0,1.0,1.0,48.0,226,2.0,3.0,0.7631578947368421,0.7733333333333333,1.0,0.5217391304347826,0.5217391304347826,0.4578313253012048,0.4375,0.6129032258064516,0.4973544973544973,0.4117647058823529,0.5757575757575758,0.5023584905660378,0.5,0.6153846153846154,0.12169312169312169,0.04819277108433735,0.07894736842105263,0.13793103448275862,0.010101010101010102,20.844327176781004,0.28,0.18518518518518517,0.10803324099722991,0.045180722891566265,0.10526315789473684,0.061068702290076333,0.10736842105263159,0.04967602591792657,0.06944444444444445,0.08433734939759036,0.01694915254237288,0.08163265306122448,0.1276595744680851,0.13761467889908258,0.0759493670886076,0.0958904109589041,0.12195121951219512,0.05434782608695652,0.4117647058823529,0.20105820105820105,0.6578947368421053,0.7142857142857143,0.8,0.15343915343915343,0.2413793103448276,0.28,0.5714285714285714,0.5238095238095238,0.4444444444444444,0.4489795918367347,0.7727272727272727,0.031746031746031744,0.3333333333333333,0.3333333333333333,1.0,0.08994708994708994,0.5882352941176471,0.5882352941176471,1.0,0.4117647058823529,0.5714285714285714,0.75,0.058823529411764705,0.21212121212121213,0.8571428571428571,0.030303030303030304,0.030303030303030304,0.32275132275132273,0.5882352941176471,0.4482791005291005,0.4699966666666667,0.4307848484848485,0.11538461538461539,0.12972972972972974,0.09389671361502347,0.22535211267605634,12.474698795180723,24.55652173913043,0.2198443579766537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,5891.0,98,-15.0,190,188,39,47,20,378,7.0,14.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,8.0,,1.0,,11.0,24.0,2.0,4.0,12,26,11.0,25.0,8.0,65,241,2.0,3.0,2.0,,7.0,2.0,5.0,4.0,7.0,14.0,,24.0,21.0,2.0,24.0,11.0,3.0,11.0,3.0,14.0,3.0,,4.0,,7.0,31.0,1.0,1.0,3.0,3,,6,2.0,8,1.0,5.0,5.0,,4.0,1.0,3.0,1.0,,1.0,,5.0,,1.0,2,2,,,7.0,,,9.0,,1.0,3.0,1.0,1.0,,,1.0,,,,14.0,39,,3.0,,,0.6363636363636364,0.44,0.44,0.46153846153846156,0.6666666666666666,0.4,0.5588235294117647,0.7,0.3888888888888889,0.5818181818181818,0.7,0.5384615384615384,0.49019607843137253,0.11538461538461539,0.14285714285714285,0.25,,28.169014084507044,0.8,,0.057692307692307696,0.02,0.12,0.034482758620689655,0.07792207792207792,0.02531645569620253,0.05555555555555555,,,0.04,0.058823529411764705,,0.09090909090909091,0.10526315789473684,0.16666666666666666,0.04,,0.27450980392156865,0.5,0.5833333333333334,,0.0784313725490196,0.25,0.3333333333333333,,0.1568627450980392,0.5,0.5,,0.0196078431372549,,,,0.47058823529411764,0.4583333333333333,0.4583333333333333,0.6363636363636364,0.6,0.6666666666666666,,0.4,0.4444444444444444,0.5,,0.4444444444444444,0.7647058823529411,0.4583333333333333,0.5040745098039215,0.5004375,0.4550222222222222,0.019230769230769232,0.037037037037037035,0.1076923076923077,0.2153846153846154,7.415384615384616,25.588,0.20526315789473684,1.0,1.0,1.0,1.0,12.0,1.0,0.5,0.25,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,
1729,1610612748,Ricky Davis,Ricky Davis,1729,MIA,62391.0,1040,-164.0,1918,1910,534,492,185,3828,33.0,55.0,2.0,7.0,9.0,17.0,13.0,30.0,52.0,120.0,16.0,32.0,9.0,37.0,83.0,8.0,29.0,98,205,53.0,115.0,61.0,416,2130,3.0,10.0,10.0,4.0,25.0,22.0,56.0,38.0,29.0,115.0,90.0,106.0,147.0,2.0,81.0,37.0,15.0,79.0,32.0,111.0,27.0,5.0,39.0,3.0,37.0,254.0,4.0,6.0,32.0,70,20.0,122,10.0,132,,31.0,23.0,8.0,48.0,14.0,35.0,30.0,1.0,13.0,10.0,78.0,4.0,13.0,37,65,2.0,1.0,63.0,,2.0,72.0,4.0,24.0,9.0,8.0,6.0,,2.0,8.0,3.0,,,115.0,534,9.0,9.0,0.45918367346938777,0.4639175257731959,0.9245283018867925,0.4608695652173913,0.4690265486725664,0.47804878048780486,0.3,0.39285714285714285,0.5546875,0.525,0.4574468085106383,0.5871428571428572,0.5681818181818182,0.5181818181818182,0.359375,0.07317073170731707,0.18181818181818182,0.1,0.016666666666666666,20.093896713615024,0.6153846153846154,0.3225806451612903,0.10574018126888217,0.00933125972006221,0.13793103448275862,0.01702127659574468,0.11409395973154363,0.011389521640091117,0.02666666666666667,0.005813953488372093,0.003115264797507788,0.022099447513812154,0.09090909090909091,0.12435233160621761,0.1033210332103321,0.1419753086419753,0.12857142857142856,,0.375,0.171875,0.6,0.7333333333333333,0.3939393939393939,0.09375,0.43333333333333335,0.48148148148148145,0.46153846153846156,0.375,0.43333333333333335,0.4406779661016949,0.5,0.1,0.5,0.5,1.0,0.259375,0.4457831325301205,0.45121951219512196,0.8918918918918919,0.35,0.2857142857142857,0.5,0.4,0.18085106382978725,0.5294117647058824,0.09574468085106383,0.30851063829787234,0.53125,0.4567901234567901,0.4761641509433962,0.5340909090909091,0.4651858695652174,0.07331378299120235,0.10666666666666667,0.06009615384615385,0.2764423076923077,12.643414634146342,25.288695652173907,0.278415015641293,4.0,9.0,5.0,14.0,12.0,7.0,0.5,0.3684210526315789,0.5,1.0,0.3103448275862069,1.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,0.008695652173913044,0.012048192771084338,0.1,0.5,1.0,0.5555555555555556,0.008620689655172414,,,,,,True,,,,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,4760.0,79,-35.0,151,152,43,45,14,303,6.0,10.0,,1.0,1.0,2.0,3.0,14.0,1.0,3.0,,1.0,,,3.0,,1.0,10,27,,4.0,6.0,26,183,1.0,3.0,,2.0,4.0,2.0,9.0,1.0,,4.0,12.0,8.0,,,3.0,,2.0,,1.0,1.0,1.0,,,,,3.0,1.0,5.0,4.0,9,2.0,15,6.0,21,1.0,4.0,3.0,1.0,3.0,,2.0,,,1.0,,3.0,,2.0,2,3,,,6.0,,,9.0,1.0,5.0,,,,,,,,,,4.0,43,,,0.6,0.6,,,,0.37037037037037035,0.3333333333333333,0.2222222222222222,0.3225806451612903,0.3333333333333333,0.2,0.37142857142857144,0.5,0.2,0.12903225806451613,0.07407407407407407,0.2,,,22.61904761904762,1.0,0.4,0.2,0.09433962264150944,0.2,0.05263157894736842,0.2,0.08333333333333333,,0.05263157894736842,0.15384615384615385,0.05555555555555555,0.15384615384615385,0.125,0.25,0.18181818181818182,0.2222222222222222,0.05263157894736842,,0.3225806451612903,0.6,0.75,0.5,0.45161290322580644,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.03225806451612903,,,,0.0967741935483871,,,,0.3333333333333333,,,,0.2,0.5,,0.1,0.45161290322580644,,0.4569725806451612,0.4188,0.45673,0.14285714285714285,0.16129032258064516,0.15384615384615385,0.15384615384615385,6.6037037037037045,25.275,0.2847682119205298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,80370.0,1340,-164.0,2468,2454,685,599,250,4922,28.0,65.0,3.0,6.0,10.0,23.0,13.0,34.0,53.0,115.0,16.0,27.0,6.0,48.0,132.0,7.0,39.0,94,214,64.0,159.0,85.0,465,2698,4.0,12.0,9.0,4.0,24.0,18.0,42.0,45.0,51.0,114.0,56.0,132.0,141.0,2.0,130.0,48.0,17.0,120.0,58.0,178.0,39.0,19.0,25.0,14.0,81.0,414.0,4.0,6.0,27.0,75,5.0,107,11.0,118,3.0,46.0,31.0,15.0,38.0,4.0,23.0,17.0,2.0,15.0,1.0,55.0,4.0,12.0,52,90,2.0,3.0,95.0,1.0,11.0,98.0,4.0,27.0,24.0,4.0,2.0,,2.0,4.0,1.0,,,114.0,685,9.0,23.0,0.2978723404255319,0.3010752688172043,0.734375,0.4025157232704403,0.40764331210191085,0.4392523364485981,0.3333333333333333,0.42857142857142855,0.5093833780160858,0.47619047619047616,0.3620689655172414,0.5535714285714286,0.48,0.49137931034482757,0.4262734584450402,0.0794392523364486,0.18461538461538463,,0.043478260869565216,17.241379310344826,0.6909090909090909,0.06493506493506493,0.08982035928143713,0.007237635705669481,0.09060402684563758,0.013605442176870748,0.09002647837599294,0.008904719501335707,0.02030456852791878,0.004784688995215311,0.002364066193853428,0.017467248908296942,0.06995884773662552,0.09090909090909091,0.10249307479224377,0.08571428571428572,0.10227272727272728,0.015873015873015872,0.25,0.1742627345844504,0.4307692307692308,0.5283018867924528,0.10714285714285714,0.09115281501340483,0.38235294117647056,0.38235294117647056,0.07692307692307693,0.30831099195710454,0.4608695652173913,0.4818181818181818,0.4528301886792453,0.07238605898123325,0.5925925925925926,0.5925925925925926,1.0,0.353887399463807,0.36363636363636365,0.36363636363636365,0.6458333333333334,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.26436781609195403,0.43478260869565216,0.06896551724137931,0.4482758620689655,0.6005361930294906,0.36923076923076925,0.48835878378378383,0.48866,0.4976166666666669,0.06818181818181818,0.11392405063291139,0.05161290322580645,0.24516129032258063,11.656074766355141,25.19622641509434,0.27755267423014585,2.0,8.0,4.0,9.0,51.0,,0.4444444444444444,0.2,0.2857142857142857,0.5,0.20512820512820512,2.0,2.0,1.0,2.0,,4.0,,,,,0.09523809523809523,1.0,1.0,0.16666666666666666,,1.0,0.012658227848101266,,,,True,,,,,
200784,1610612748,Bobby Jones,Bobby Jones,200784,MIA,6318.0,105,,184,184,29,34,18,368,7.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,6.0,,1.0,4.0,1.0,,8,11,3.0,10.0,6.0,31,177,2.0,3.0,2.0,3.0,7.0,1.0,1.0,,,2.0,4.0,12.0,9.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,4.0,2.0,8,2.0,12,6.0,18,,1.0,,1.0,3.0,,3.0,4.0,1.0,,2.0,7.0,1.0,,5,10,,1.0,12.0,,3.0,8.0,2.0,5.0,,,,,,,,,,2.0,29,,,0.25,0.3333333333333333,1.0,0.3,0.3,0.7272727272727273,0.6666666666666666,1.0,0.5952380952380952,0.4,1.0,0.6458333333333334,0.5,1.0,0.47619047619047616,0.18181818181818182,0.2,,,15.346534653465346,0.42857142857142855,0.2857142857142857,0.12307692307692308,0.07142857142857142,0.09523809523809523,0.06666666666666667,0.11627906976744186,0.06976744186046512,0.1,,0.09375,0.09090909090909091,,0.2857142857142857,0.1,0.125,,,,0.47619047619047616,0.7,0.875,0.2857142857142857,0.047619047619047616,1.0,1.0,,,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.25,0.25,1.0,0.6,0.6666666666666666,,0.2,1.0,1.0,,,0.9523809523809523,0.25,0.5923738095238096,0.5775,0.427,0.20833333333333334,0.35714285714285715,0.22580645161290322,0.06451612903225806,0.5727272727272728,23.79,0.15760869565217392,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.2,,,,,,,,,,True,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,19774.0,330,-65.0,588,592,148,182,69,1180,12.0,19.0,5.0,8.0,1.0,2.0,5.0,13.0,,4.0,,,,,,,,17,36,,,20.0,54,644,7.0,12.0,,2.0,16.0,1.0,4.0,,12.0,14.0,16.0,18.0,,10.0,,,7.0,,3.0,3.0,,3.0,,,,9.0,6.0,18.0,7.0,24,5.0,36,25.0,61,,5.0,4.0,1.0,5.0,1.0,1.0,7.0,1.0,4.0,3.0,12.0,3.0,3.0,21,32,1.0,2.0,23.0,4.0,,32.0,2.0,11.0,6.0,19.0,15.0,1.0,3.0,19.0,8.0,,,14.0,148,3.0,5.0,0.47058823529411764,0.6666666666666666,,,,0.4722222222222222,0.5833333333333334,0.25,0.4722222222222222,0.5833333333333334,0.25,0.5294117647058824,0.5714285714285714,0.5384615384615384,,0.19444444444444445,0.3157894736842105,0.07692307692307693,,9.516616314199396,0.4166666666666667,0.2631578947368421,0.1218274111675127,0.08955223880597014,0.08333333333333333,0.06593406593406594,0.1103202846975089,0.0821917808219178,0.0392156862745098,0.0784313725490196,0.12121212121212122,0.028169014084507043,0.075,0.14583333333333334,0.15942028985507245,0.10344827586206896,0.038461538461538464,,0.42105263157894735,0.5277777777777778,0.631578947368421,0.9230769230769231,0.5833333333333334,0.3611111111111111,0.38461538461538464,0.4166666666666667,0.2,0.1111111111111111,,,,,,,,,,,,0.6666666666666666,0.625,,,0.5,0.5,,,0.5277777777777778,,0.4801249999999999,0.5398444444444445,0.43324999999999997,0.24444444444444444,0.24444444444444444,0.2962962962962963,0.25925925925925924,4.697222222222221,,0.25170068027210885,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,0.0625,0.2,,,True,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,20068.0,334,-20.0,630,619,193,155,64,1249,39.0,52.0,4.0,5.0,17.0,22.0,11.0,28.0,33.0,68.0,,,,4.0,12.0,1.0,7.0,83,148,4.0,12.0,71.0,249,718,6.0,12.0,1.0,6.0,21.0,32.0,49.0,7.0,37.0,110.0,40.0,126.0,3.0,6.0,11.0,4.0,7.0,53.0,13.0,66.0,3.0,10.0,27.0,6.0,20.0,145.0,1.0,6.0,6.0,23,,29,7.0,36,2.0,16.0,8.0,8.0,27.0,8.0,15.0,13.0,1.0,12.0,2.0,40.0,1.0,14.0,10,20,,1.0,62.0,,1.0,87.0,9.0,37.0,11.0,8.0,4.0,2.0,2.0,8.0,2.0,,,110.0,193,2.0,8.0,0.24096385542168675,0.25,0.25,0.3333333333333333,0.36363636363636365,0.5608108108108109,0.5,0.6530612244897959,0.55625,0.5769230769230769,0.6517857142857143,0.6256281407035176,0.65625,0.7432432432432432,0.075,0.0472972972972973,0.07692307692307693,0.07142857142857142,0.014705882352941176,33.47398030942335,0.675,,0.10747663551401869,0.03076923076923077,0.08823529411764706,0.02040816326530612,0.10283687943262411,0.028688524590163935,0.061224489795918366,0.02127659574468085,0.020202020202020204,0.025,0.08196721311475409,0.09523809523809523,0.13333333333333333,0.09433962264150944,0.06666666666666667,0.03125,0.25,0.325,0.75,0.8125,0.3076923076923077,0.175,0.39285714285714285,0.4230769230769231,0.09090909090909091,0.425,0.4852941176470588,0.4925373134328358,0.21212121212121213,,,,,0.075,0.3333333333333333,0.3333333333333333,0.25,0.38461538461538464,0.8,0.25,0.07692307692307693,0.39285714285714285,0.7727272727272727,,0.125,0.4,0.36363636363636365,0.4612685534591195,0.44430909090909093,0.47412818181818184,0.19680851063829788,0.21022727272727273,0.08433734939759036,0.44176706827309237,10.495270270270272,28.74166666666667,0.30634920634920637,1.0,3.0,1.0,3.0,9.0,,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,24734.0,412,-58.0,779,775,254,172,73,1554,22.0,33.0,4.0,10.0,6.0,10.0,8.0,22.0,24.0,54.0,,,,,,,,54,109,,,38.0,146,888,9.0,20.0,,9.0,27.0,17.0,32.0,,19.0,53.0,84.0,24.0,,12.0,,,10.0,10.0,4.0,14.0,2.0,2.0,8.0,,2.0,32.0,5.0,20.0,13.0,52,5.0,70,25.0,95,2.0,8.0,5.0,3.0,7.0,3.0,5.0,6.0,1.0,2.0,,13.0,3.0,3.0,17,34,5.0,1.0,39.0,1.0,7.0,45.0,4.0,17.0,7.0,3.0,3.0,,,3.0,2.0,1.0,1.0,53.0,254,7.0,7.0,0.7777777777777778,0.875,,,,0.4954128440366973,0.45,0.53125,0.4954128440366973,0.45,0.53125,0.562015503875969,0.5625,0.6162790697674418,,0.09174311926605505,0.18181818181818182,0.18181818181818182,,16.359447004608295,0.5384615384615384,0.29411764705882354,0.20155038759689922,0.08032128514056225,0.14444444444444443,0.06944444444444445,0.1867816091954023,0.0778816199376947,0.12280701754385964,0.1044776119402985,0.048,0.06896551724137931,0.14925373134328357,0.26666666666666666,0.1896551724137931,0.16666666666666666,0.08333333333333333,0.044444444444444446,0.6666666666666666,0.30275229357798167,0.6666666666666666,0.8148148148148148,0.7272727272727273,0.2018348623853211,0.36363636363636365,0.4444444444444444,0.625,0.4954128440366973,0.4444444444444444,0.4444444444444444,0.875,,,,,,,,,0.5,0.4,,,0.3125,0.6,,,0.30275229357798167,,0.4505366972477064,0.49175789473684217,0.4471500000000001,0.13934426229508196,0.13934426229508196,0.18493150684931506,0.363013698630137,10.021100917431195,,0.32605905006418484,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.07142857142857142,1.0,,True,,,,,
2853,1610612748,Earl Barron,Earl Barron,2853,MIA,23791.0,397,-68.0,715,712,192,143,73,1427,24.0,43.0,7.0,15.0,4.0,9.0,9.0,27.0,28.0,88.0,,1.0,,1.0,7.0,,3.0,61,158,1.0,8.0,32.0,157,774,7.0,17.0,,9.0,23.0,14.0,30.0,3.0,10.0,38.0,82.0,40.0,3.0,14.0,6.0,1.0,10.0,11.0,7.0,18.0,2.0,5.0,6.0,1.0,4.0,43.0,8.0,19.0,10.0,37,7.0,54,27.0,81,4.0,10.0,5.0,5.0,11.0,3.0,7.0,5.0,,4.0,1.0,16.0,2.0,4.0,22,41,4.0,1.0,33.0,,3.0,42.0,4.0,22.0,1.0,1.0,1.0,,,1.0,,,,38.0,192,1.0,1.0,0.6721311475409836,0.7592592592592593,1.0,0.125,0.14285714285714285,0.3860759493670886,0.4117647058823529,0.4666666666666667,0.37650602409638556,0.4117647058823529,0.42424242424242425,0.4243243243243243,0.5,0.5,0.04819277108433735,0.06329113924050633,0.09302325581395349,0.1111111111111111,0.03409090909090909,25.251256281407034,0.6875,0.2413793103448276,0.15611814345991562,0.07037037037037037,0.13157894736842105,0.09411764705882353,0.1501597444089457,0.07605633802816901,0.13559322033898305,0.03571428571428571,0.05806451612903226,0.08064516129032258,0.16923076923076924,0.14516129032258066,0.15454545454545454,0.1694915254237288,,0.043478260869565216,,0.25903614457831325,0.5581395348837209,0.6153846153846154,0.5,0.16265060240963855,0.3333333333333333,0.375,0.2222222222222222,0.5301204819277109,0.3181818181818182,0.32941176470588235,0.9642857142857143,0.006024096385542169,,,,0.04216867469879518,0.14285714285714285,0.14285714285714285,1.0,0.8823529411764706,0.4666666666666667,,,0.2727272727272727,0.4444444444444444,,0.09090909090909091,0.3072289156626506,0.16666666666666666,0.4445927272727274,0.5534571428571429,0.4248734375,0.11956521739130435,0.125,0.1464968152866242,0.24203821656050956,12.215822784810129,26.887499999999996,0.26853146853146853,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.13043478260869565,,,True,,,,,
