EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Corner3Assists,AtRimAssists,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,OffThreePtRebounds,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,ShortMidRangePctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,FTOffRebounds,OffFTReboundPct,OffArc3ReboundPct,SecondChanceArc3FGA,SelfOReb,SelfORebPct,SecondChanceArc3Frequency,SecondChanceAtRimPctAssisted,3SecondViolations,on,Fg3aBlocked,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,SecondChanceArc3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,3709.0,62,-14.0,112,112,28,52,7.0,224,3.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,9,2.0,4.0,1.0,17.0,121,1.0,3.0,4.0,1.0,7.0,4.0,6.0,6.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,6.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,28,0.4,0.4,1.0,0.5,0.5,0.5555555555555556,0.75,0.6153846153846154,0.75,0.6538461538461539,0.875,0.3076923076923077,0.1111111111111111,0.1666666666666666,15.57377049180328,0.5,0.2,0.0434782608695652,0.0277777777777777,0.2,0.0588235294117647,0.0217391304347826,0.0555555555555555,0.1666666666666666,0.04,0.2,0.5,0.4615384615384615,0.5,0.6,0.3333333333333333,0.0769230769230769,1.0,1.0,0.1538461538461538,0.5,0.5,1.0,0.2307692307692307,0.6666666666666666,0.6666666666666666,1.0,0.0769230769230769,0.75,0.6666666666666666,0.7692307692307693,0.5024538461538463,0.3478,0.52255,0.0769230769230769,0.1111111111111111,0.4117647058823529,6.222222222222222,23.700000000000003,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,5929.0,99,-16.0,185,185,58,71,12.0,370,6.0,8.0,1.0,1.0,7.0,11.0,13.0,22.0,,,,26.0,41,,,8.0,60.0,189,3.0,4.0,8.0,2.0,10.0,26.0,26.0,,,3.0,3.0,1.0,4.0,,,2.0,9.0,6.0,2.0,11.0,,13.0,6.0,19.0,6.0,1.0,3.0,6.0,,12.0,3.0,5.0,10.0,9.0,14.0,,7.0,2.0,1.0,,2.0,1.0,10.0,58,0.5,0.52,,,,0.6341463414634146,0.5,0.6341463414634146,0.5,0.625,0.5,,0.073170731707317,0.125,30.303030303030305,0.5,,0.1617647058823529,0.1132075471698113,0.1333333333333333,0.1566265060240964,0.0833333333333333,0.064516129032258,0.1,0.2432432432432432,0.1666666666666666,0.5,0.1951219512195122,0.75,0.8571428571428571,0.6666666666666666,0.2682926829268293,0.6363636363636364,0.7,0.5365853658536586,0.5909090909090909,0.6190476190476191,0.6923076923076923,,,,,,0.125,1.0,0.1951219512195122,0.4073780487804878,0.5505,0.3819375,0.1458333333333333,0.1458333333333333,0.1666666666666666,11.568292682926828,,0.3135135135135135,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,0.0909090909090909,0.0454545454545454,0.125,0.2142857142857142,0.0476190476190476,0.6666666666666666,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,4204.0,70,9.0,126,133,38,27,11.0,259,1.0,3.0,1.0,1.0,5.0,11.0,8.0,14.0,2.0,2.0,6.0,14.0,28,5.0,8.0,10.0,53.0,134,2.0,5.0,8.0,10.0,23.0,12.0,16.0,12.0,6.0,2.0,3.0,3.0,6.0,3.0,,2.0,15.0,,1.0,20.0,1.0,22.0,2.0,24.0,2.0,,,,,2.0,1.0,5.0,7.0,10.0,11.0,,1.0,4.0,4.0,,4.0,3.0,23.0,38,0.4285714285714285,0.4285714285714285,0.8,0.625,0.625,0.5,0.625,0.5972222222222222,0.65,0.6341463414634146,0.7333333333333333,0.2222222222222222,0.0714285714285714,0.3333333333333333,31.159420289855078,1.0,0.5,0.3571428571428571,,0.0909090909090909,0.3134328358208955,0.0350877192982456,,0.2727272727272727,0.5185185185185185,,0.75,0.0833333333333333,0.3333333333333333,0.5,1.0,0.3055555555555556,0.4545454545454545,0.5,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.625,0.0555555555555555,1.0,1.0,1.0,0.1666666666666666,0.1,1.0,0.3055555555555556,0.4400597222222222,0.3818,0.45407,0.027027027027027,0.0344827586206896,0.4339622641509434,11.907142857142857,24.300000000000004,0.3015873015873015,,,2.0,1.0,5.0,,,1.0,2.0,2.0,,2.0,,,1.0,,2.0,,,,1.0,1.0,0.8333333333333334,0.0909090909090909,,,,0.1666666666666666,,,0.0943396226415094,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,0.5,0.1818181818181818,0.5,0.25,0.5,0.5,0.6666666666666666,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1731,1610612742,Tyronn Lue,Tyronn Lue,1731,DAL,10335.0,172,-22.0,316,319,92,118,27.0,635,5.0,9.0,1.0,2.0,5.0,12.0,8.0,19.0,2.0,3.0,14.0,18.0,40,9.0,17.0,1.0,64.0,335,1.0,5.0,9.0,1.0,17.0,8.0,28.0,24.0,13.0,2.0,11.0,4.0,15.0,3.0,,10.0,34.0,,,13.0,,13.0,,13.0,5.0,,3.0,,,5.0,1.0,11.0,28.0,8.0,4.0,,1.0,1.0,1.0,,1.0,,17.0,92,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.5294117647058824,0.5625,0.45,0.5555555555555556,0.5526315789473685,0.5714285714285714,0.5423728813559322,0.53125,0.2982456140350877,0.05,0.1111111111111111,18.39080459770115,1.0,,0.1083333333333333,,,0.0890410958904109,,,,0.15625,,,0.1578947368421052,0.5555555555555556,0.625,0.4,0.2105263157894736,0.4166666666666667,0.4545454545454545,0.3333333333333333,0.4210526315789473,0.4210526315789473,0.25,0.0526315789473684,0.6666666666666666,0.6666666666666666,1.0,0.2456140350877192,0.1428571428571428,0.5,0.4561403508771929,0.4522390909090911,0.5578,0.4638846153846154,0.0172413793103448,0.024390243902439,0.265625,11.59,28.00588235294118,0.2911392405063291,,1.0,,1.0,4.0,,1.0,1.0,,,,2.0,,,1.0,,,,,5.0,,0.75,0.6666666666666666,0.0833333333333333,,,,0.0909090909090909,0.5,,0.0625,7.0,2.0,5.0,2.0,5.0,3.0,7.0,,,1.0,1.0,0.4,,,,0.5,0.5,0.8571428571428571,0.3571428571428571,0.4,0.5384615384615384,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,5356.0,89,-5.0,161,160,48,49,13.0,321,4.0,6.0,1.0,1.0,2.0,5.0,6.0,10.0,,2.0,7.0,12.0,21,2.0,9.0,10.0,40.0,171,2.0,4.0,6.0,3.0,14.0,8.0,16.0,3.0,7.0,2.0,6.0,4.0,10.0,2.0,,4.0,24.0,1.0,2.0,2.0,,4.0,1.0,5.0,,,,,,,,1.0,4.0,8.0,11.0,,4.0,,,,,,14.0,48,0.3333333333333333,0.3333333333333333,0.5,0.2222222222222222,0.2222222222222222,0.5714285714285714,0.6666666666666666,0.5,0.55,0.5441176470588235,0.5833333333333334,0.3,0.0952380952380952,,19.428571428571427,,,0.0317460317460317,0.0178571428571428,0.1818181818181818,0.054054054054054,0.0136986301369863,0.0434782608695652,,0.0303030303030303,0.125,,0.2,0.6666666666666666,0.6666666666666666,,0.1666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.6,0.6,0.5,0.0666666666666666,,,,0.2333333333333333,0.1,1.0,0.5,0.4829383333333333,0.3729,0.4453349999999999,0.1176470588235294,0.16,0.35,10.452380952380953,25.03333333333333,0.2981366459627329,,,1.0,,2.0,,2.0,2.0,5.0,2.0,3.0,,,,,,,,,,0.5,0.5,0.5,0.4,,,,0.0625,,,0.05,2.0,1.0,2.0,1.0,4.0,3.0,2.0,,3.0,,,0.25,,,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.5,0.2,0.5,0.2857142857142857,,,,,,,,,,,2.0,0.5,0.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,5371.0,90,-17.0,165,167,43,58,15.0,332,3.0,3.0,,,,3.0,1.0,7.0,1.0,6.0,2.0,4.0,13,1.0,8.0,2.0,13.0,166,2.0,,,,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,7.0,2.0,3.0,6.0,,9.0,2.0,11.0,3.0,,2.0,2.0,,5.0,1.0,4.0,7.0,3.0,4.0,,2.0,1.0,,,2.0,,,43,0.5,0.6666666666666666,1.0,0.125,0.125,0.3076923076923077,,0.2619047619047619,,0.2826086956521739,,0.3809523809523809,0.0769230769230769,,15.469613259668508,0.6,,0.0845070422535211,0.0333333333333333,0.2307692307692307,0.1071428571428571,0.0263157894736842,,0.0833333333333333,,0.2222222222222222,,0.1428571428571428,1.0,1.0,0.3333333333333333,0.1428571428571428,,,0.3333333333333333,0.1428571428571428,0.1428571428571428,1.0,0.2857142857142857,0.1666666666666666,0.1666666666666666,1.0,0.0952380952380952,,,0.5238095238095238,0.4638975,0.4331,0.551925,0.0869565217391304,0.1333333333333333,,12.076923076923077,26.012500000000003,0.2606060606060606,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,0.5,0.5,0.5,0.3333333333333333,,,0.1,0.238095238095238,0.5,1.0,0.1538461538461538,,,1.0,,3.0,,,,,,,,,,0.25,,,,0.3333333333333333,,,,,,,,,,,,,2.0,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2124,1610612742,Malik Allen,Malik Allen,2124,DAL,4908.0,82,,149,149,30,50,14.0,298,1.0,2.0,,,,3.0,7.0,11.0,,,,8.0,16,,,,16.0,156,4.0,1.0,3.0,,2.0,12.0,4.0,,,2.0,2.0,1.0,3.0,,,1.0,7.0,6.0,,11.0,,11.0,8.0,19.0,3.0,,1.0,,,3.0,,9.0,11.0,1.0,,,,4.0,3.0,,4.0,2.0,2.0,30,0.75,0.8571428571428571,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,,0.125,0.5,11.44578313253012,1.0,,0.1929824561403508,0.1276595744680851,,0.1571428571428571,0.106060606060606,0.12,0.2307692307692307,0.1764705882352941,,0.5,0.125,0.5,1.0,,0.1875,,,0.6875,0.6363636363636364,0.6363636363636364,0.8571428571428571,,,,,,,,0.125,0.42233125,0.4661999999999999,0.3372,,,0.125,14.6,,0.2013422818791946,1.0,2.0,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,0.5,0.5,0.5,0.3333333333333333,,0.125,0.1428571428571428,0.2,0.5,0.5,0.25,,,,,,,,1.0,,,,,0.0526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1666666666666666,0.0833333333333333,,,,,,,True,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,3453.0,58,-2.0,105,105,43,45,12.0,210,,3.0,,,5.0,10.0,3.0,11.0,,2.0,4.0,8.0,24,1.0,6.0,7.0,26.0,114,2.0,3.0,6.0,4.0,10.0,2.0,14.0,3.0,3.0,,2.0,2.0,4.0,1.0,,1.0,10.0,3.0,3.0,5.0,1.0,9.0,4.0,13.0,1.0,,,2.0,,3.0,2.0,1.0,3.0,11.0,10.0,2.0,5.0,,,,,,10.0,43,0.125,0.125,1.0,0.1666666666666666,0.2,0.3333333333333333,0.5,0.3166666666666666,0.3,0.3823529411764705,0.4166666666666667,0.2,,,30.833333333333336,0.3333333333333333,0.5,0.1666666666666666,0.0857142857142857,0.2307692307692307,0.1860465116279069,0.0888888888888888,0.05,,0.0588235294117647,0.2,,0.1,,,,0.3333333333333333,0.5,0.5,0.3666666666666666,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.0666666666666666,,,,0.1333333333333333,,,0.3,0.4331724137931034,0.3393,0.4207222222222222,0.1515151515151515,0.1851851851851851,0.3846153846153846,12.229166666666666,26.933333333333334,0.4095238095238095,,,1.0,2.0,4.0,,1.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,,,1.0,0.5,0.3333333333333333,0.5,,,,0.2,0.5714285714285714,,,0.1538461538461538,1.0,,3.0,,4.0,,1.0,1.0,,1.0,1.0,,0.1,,0.3333333333333333,0.25,0.25,1.0,0.3,,0.3333333333333333,,,,1.0,1.0,,,,,,1.0,,0.1,1.0,,,,,0.1428571428571428,1.0,3.0,0.1578947368421052,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,2400.0,40,-9.0,75,73,31,53,3.0,148,,1.0,,1.0,2.0,3.0,,1.0,,,,2.0,5,,,,4.0,82,,1.0,3.0,,2.0,2.0,2.0,,,1.0,3.0,,3.0,,,1.0,6.0,1.0,,3.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,,3.0,1.0,4.0,8.0,2.0,,,,,,,,,2.0,31,0.5,0.5,,,,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,,0.2,1.0,10.256410256410255,0.3333333333333333,0.4,0.1153846153846153,0.05,,0.0967741935483871,0.0416666666666666,0.1428571428571428,,0.2307692307692307,,,0.2,,,,0.6,0.6666666666666666,0.6666666666666666,0.2,,,,,,,,,0.3333333333333333,,0.2,0.4095399999999999,,0.4405666666666666,,,0.5,9.54,,0.4133333333333333,,,,,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2048,1610612742,Jamaal Magloire,Jamaal Magloire,2048,DAL,589.0,10,-3.0,22,21,13,19,,43,,,,,,1.0,,,,,,,1,,,3.0,3.0,19,,,,1.0,1.0,,,,,,,,,,,,,,,5.0,1.0,6.0,,6.0,,,,2.0,,2.0,1.0,1.0,5.0,3.0,6.0,,2.0,,,,,,1.0,13,,,,,,,,,,0.375,0.25,,,,27.272727272727277,,0.5,0.5555555555555556,,,0.5,,,1.0,0.4,,,,,,,1.0,,,,,,,,,,,,,,,0.3772,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,5.0,,0.5909090909090909,,,,,,,,,1.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
