EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PtsPutbacks,Arc3Assists,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ShortMidRangeAssists,FTOffRebounds,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,on,Corner3PctBlocked
1112,1610612741,Ben Wallace,Ben Wallace,1112,CHI,15566.0,259,-24,490,490,121.0,135,68,980,14.0,32.0,2.0,9.0,1.0,6.0,5.0,15.0,1.0,19,48,10.0,48,503,3.0,13.0,3.0,9.0,2.0,7.0,4.0,8.0,32.0,6.0,5.0,7.0,1.0,8.0,1.0,4.0,3.0,17.0,3.0,19.0,9.0,34.0,5.0,48.0,22.0,70.0,1.0,12.0,9.0,3.0,4.0,2.0,4.0,6.0,1.0,1.0,10.0,2.0,2.0,6.0,16.0,2.0,26.0,4.0,4.0,22.0,2.0,7.0,5.0,13.0,2.0,2.0,11.0,2.0,15.0,8.0,1.0,8.0,121.0,3.0,4.0,0.8421052631578947,0.8421052631578947,0.3958333333333333,0.23076923076923078,0.2857142857142857,0.3958333333333333,0.23076923076923078,0.2857142857142857,0.41379310344827586,0.3,0.3076923076923077,0.10416666666666667,0.15625,11.60409556313993,0.4,0.22727272727272727,0.1837837837837838,0.08837209302325581,0.20454545454545456,0.05357142857142857,0.18777292576419213,0.08118081180811808,0.0759493670886076,0.0967741935483871,0.0945945945945946,0.047619047619047616,0.07142857142857142,0.21739130434782608,0.05714285714285714,0.20987654320987653,0.22857142857142856,0.1111111111111111,0.041666666666666664,0.5333333333333333,0.6666666666666666,0.4375,0.5185185185185185,0.9285714285714286,0.3125,0.3333333333333333,0.3333333333333333,0.6,0.020833333333333332,0.6923076923076923,0.2222222222222222,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,0.50488125,0.5154833333333333,0.5462571428571429,0.1320754716981132,0.1320754716981132,0.1875,0.16666666666666666,3.5895833333333336,0.24693877551020407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,7988.0,133,27,260,259,72.0,99,33,519,8.0,17.0,2.0,4.0,,1.0,7.0,15.0,12.0,22,44,1.0,45,237,6.0,11.0,,12.0,4.0,9.0,,8.0,20.0,24.0,3.0,6.0,5.0,11.0,1.0,5.0,1.0,27.0,1.0,9.0,3.0,7.0,2.0,12.0,10.0,22.0,3.0,9.0,7.0,2.0,8.0,,4.0,3.0,,1.0,11.0,1.0,4.0,5.0,10.0,,2.0,,,3.0,1.0,2.0,,,,,,,,,,8.0,72.0,1.0,,0.45454545454545453,0.5263157894736842,0.5,0.5454545454545454,0.4444444444444444,0.5,0.5454545454545454,0.4444444444444444,0.5,0.5454545454545454,0.4444444444444444,0.06818181818181818,0.058823529411764705,18.855218855218855,0.7272727272727273,0.2,0.08235294117647059,0.08653846153846154,0.08823529411764706,0.058823529411764705,0.08403361344537816,0.08264462809917356,0.1282051282051282,0.041666666666666664,0.07317073170731707,0.07692307692307693,,0.05714285714285714,0.11764705882352941,0.09090909090909091,0.07692307692307693,0.125,0.15789473684210525,,0.38636363636363635,0.47058823529411764,0.5,0.5,0.3409090909090909,0.4666666666666667,0.5384615384615384,0.2857142857142857,0.2727272727272727,0.36363636363636365,0.5,,0.1111111111111111,,0.38636363636363635,0.4543250000000001,0.4354909090909091,0.36683333333333334,0.044444444444444446,0.044444444444444446,0.26666666666666666,0.17777777777777778,8.44318181818182,0.27692307692307694,7.0,6.0,4.0,4.0,1.0,1.0,0.13333333333333333,0.5833333333333334,0.5833333333333334,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,27169.0,453,-8,861,874,159.0,165,120,1735,33.0,67.0,13.0,26.0,6.0,15.0,10.0,37.0,61.0,68,165,41.0,177,911,18.0,36.0,6.0,42.0,12.0,31.0,15.0,39.0,82.0,54.0,17.0,22.0,4.0,26.0,1.0,16.0,5.0,56.0,5.0,28.0,23.0,42.0,7.0,72.0,34.0,106.0,4.0,15.0,10.0,5.0,9.0,5.0,5.0,15.0,1.0,1.0,24.0,2.0,5.0,30.0,49.0,4.0,46.0,1.0,7.0,54.0,1.0,26.0,1.0,23.0,,,19.0,3.0,23.0,13.0,5.0,39.0,159.0,1.0,1.0,0.6029411764705882,0.7321428571428571,0.4121212121212121,0.5,0.3870967741935484,0.40718562874251496,0.5,0.36363636363636365,0.4585492227979275,0.525,0.4642857142857143,0.10303030303030303,0.1791044776119403,21.379310344827587,0.375,0.2692307692307692,0.15384615384615385,0.07756232686980609,0.20535714285714285,0.08196721311475409,0.16883116883116883,0.07819905213270142,0.11851851851851852,0.037037037037037035,0.06206896551724138,0.11363636363636363,,0.10309278350515463,0.15873015873015872,0.19469026548672566,0.18518518518518517,0.25806451612903225,0.04938271604938271,0.5652173913043478,0.40119760479041916,0.4925373134328358,0.6,0.5757575757575758,0.2215568862275449,0.2702702702702703,0.30303030303030304,0.4,0.3652694610778443,0.7222222222222222,0.5,0.15384615384615385,0.45454545454545453,0.4,0.41317365269461076,0.4676613772455088,0.5214866666666668,0.4736924242424243,0.13541666666666666,0.1368421052631579,0.23728813559322035,0.22033898305084745,8.739393939393938,0.18466898954703834,25.0,24.0,3.0,4.0,2.0,1.0,0.10810810810810811,0.4098360655737705,0.4166666666666667,0.72,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.011976047904191617,0.01639344262295082,0.045454545454545456,0.005988023952095809,0.005988023952095809,0.030303030303030304,0.030303030303030304,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200757,1610612741,Thabo Sefolosha,Thabo Sefolosha,200757,CHI,38571.0,643,-35,1261,1274,344.0,339,150,2535,39.0,70.0,10.0,20.0,12.0,20.0,9.0,21.0,75.0,79,166,33.0,218,1284,13.0,26.0,4.0,33.0,23.0,48.0,9.0,64.0,94.0,64.0,11.0,36.0,23.0,59.0,7.0,18.0,16.0,141.0,3.0,21.0,22.0,66.0,4.0,92.0,27.0,119.0,4.0,30.0,14.0,16.0,24.0,8.0,14.0,24.0,3.0,4.0,48.0,1.0,11.0,27.0,45.0,4.0,36.0,2.0,1.0,48.0,2.0,19.0,6.0,11.0,,,9.0,,11.0,7.0,,64.0,344.0,3.0,5.0,0.5949367088607594,0.6527777777777778,0.4759036144578313,0.5,0.4791666666666667,0.44047619047619047,0.5,0.4296875,0.4678111587982833,0.515625,0.45714285714285713,0.06626506024096386,0.1,19.392684610075914,0.5,0.125,0.15714285714285714,0.04565217391304348,0.1375,0.0234375,0.15172413793103448,0.04081632653061224,0.041916167664670656,0.08737864077669903,0.02631578947368421,0.022222222222222223,0.02631578947368421,0.10909090909090909,0.19480519480519481,0.1853932584269663,0.15384615384615385,0.09302325581395349,0.03773584905660377,0.6363636363636364,0.3333333333333333,0.5571428571428572,0.6190476190476191,0.5897435897435898,0.1,0.42857142857142855,0.5,0.4444444444444444,0.35714285714285715,0.6896551724137931,0.5,0.3,0.3125,0.6,0.5428571428571428,0.5010253623188405,0.5279788461538462,0.5074729508196723,0.08370044052863436,0.10382513661202186,0.15137614678899083,0.29357798165137616,9.654819277108437,0.2727993655828707,31.0,14.0,16.0,10.0,3.0,,0.14285714285714285,0.41333333333333333,0.4189189189189189,0.6451612903225806,15.0,4.0,29.0,12.0,44.0,16.0,26.0,2.0,3.0,,2.0,,0.20952380952380953,0.013333333333333334,0.061224489795918366,0.07142857142857142,0.1380952380952381,0.0625,0.1875,26.16136363636364,2.0,1.0,7.0,1.0,3.0,2.0,9.0,1.0,3.0,3.0,27.0,3.0,7.0,1.0,0.20454545454545456,0.3333333333333333,0.1875,0.21951219512195122,0.13333333333333333,0.13333333333333333,1.0,0.2413793103448276,0.2413793103448276,1.0,0.10344827586206896,0.3333333333333333,1.0,0.25,0.16666666666666666,0.2692307692307692,,,,,,,,,,,,,,,,True,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,92021.0,1534,-28,2974,2985,751.0,805,415,5959,155.0,276.0,59.0,114.0,30.0,49.0,17.0,60.0,30.0,177,366,134.0,488,3112,61.0,118.0,31.0,153.0,33.0,66.0,36.0,102.0,202.0,152.0,44.0,67.0,17.0,84.0,2.0,35.0,23.0,185.0,26.0,143.0,65.0,155.0,22.0,242.0,174.0,416.0,19.0,68.0,47.0,21.0,53.0,4.0,28.0,36.0,2.0,8.0,89.0,16.0,18.0,106.0,173.0,7.0,149.0,16.0,10.0,194.0,13.0,91.0,13.0,64.0,,,44.0,16.0,64.0,37.0,,102.0,751.0,14.0,11.0,0.5706214689265536,0.7890625,0.48360655737704916,0.5169491525423728,0.5,0.4822888283378747,0.5169491525423728,0.4925373134328358,0.5327510917030568,0.5583941605839416,0.5604395604395604,0.12021857923497267,0.14130434782608695,15.622317596566523,0.5955056179775281,0.2391304347826087,0.1486097794822627,0.12170212765957447,0.1867816091954023,0.08754208754208755,0.15815959741193386,0.11480978260869565,0.16113744075829384,0.15708812260536398,0.06910569105691057,0.07657657657657657,0.12,0.12962962962962962,0.1511111111111111,0.16363636363636364,0.19444444444444445,0.16666666666666666,0.1310344827586207,0.578125,0.7520435967302452,0.5615942028985508,0.6540084388185654,0.6064516129032258,0.16348773841961853,0.2833333333333333,0.3090909090909091,0.11764705882352941,0.08174386920980926,0.9661016949152542,0.5175438596491229,0.15254237288135594,0.7313432835820896,0.6122448979591837,0.7547683923705722,0.5394813351498641,0.5632660550458715,0.5139007462686568,0.20449438202247192,0.20495495495495494,0.3135245901639344,0.20901639344262296,2.7183060109289623,0.25252185608607935,5.0,98.0,15.0,25.0,1.0,10.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,1.0,,,1.0,1.0,1.0,1.0,1.0,9.0,5.0,,4.0,3.0,0.0027247956403269754,,0.05102040816326531,,0.0027247956403269754,,0.014925373134328358,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,,,,,,,,,,,True,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,29598.0,493,-9,952,968,286.0,281,142,1920,16.0,29.0,,2.0,7.0,11.0,4.0,11.0,23.0,28,63,28.0,138,982,3.0,11.0,1.0,13.0,10.0,19.0,13.0,36.0,26.0,30.0,5.0,66.0,17.0,83.0,5.0,30.0,31.0,183.0,2.0,3.0,10.0,21.0,,31.0,5.0,36.0,2.0,15.0,11.0,4.0,9.0,2.0,8.0,9.0,1.0,3.0,18.0,1.0,5.0,14.0,25.0,1.0,25.0,,4.0,37.0,3.0,18.0,1.0,,,,,,,,,36.0,286.0,2.0,1.0,0.4642857142857143,0.4642857142857143,0.4444444444444444,0.2727272727272727,0.5263157894736842,0.5,0.4,0.39655172413793105,0.5396825396825397,0.4,0.4722222222222222,0.07936507936507936,0.10344827586206896,12.788632326820604,0.5,,0.06840390879478828,0.008333333333333333,0.07692307692307693,0.01818181818181818,0.07093821510297482,0.010638297872340425,0.007042253521126761,,0.015748031496062992,0.022222222222222223,,0.0990990990990991,0.03225806451612903,0.05970149253731343,0.08421052631578947,0.05714285714285714,0.03389830508474576,,0.2636363636363636,0.5517241379310345,0.6153846153846154,0.375,0.1,0.36363636363636365,0.4444444444444444,0.25,0.20909090909090908,0.13333333333333333,,,0.3793103448275862,0.6363636363636364,0.6909090909090909,0.49222272727272737,0.47225,0.47262931034482764,0.144,0.23076923076923078,0.09420289855072464,0.2608695652173913,8.315873015873015,0.3004201680672269,8.0,,12.0,1.0,1.0,1.0,0.18181818181818182,0.34782608695652173,0.34782608695652173,0.75,11.0,1.0,36.0,9.0,47.0,10.0,36.0,5.0,,2.0,,,0.42727272727272725,,,0.1,0.32727272727272727,0.034482758620689655,0.3103448275862069,25.138297872340427,4.0,,14.0,,,1.0,18.0,2.0,4.0,1.0,51.0,,14.0,0.9444444444444444,0.3829787234042553,0.5,0.1,0.3829787234042553,0.36363636363636365,0.36363636363636365,1.0,0.3888888888888889,0.3888888888888889,0.9285714285714286,,,,,0.1111111111111111,0.3888888888888889,,,2.0,4.0,3.0,0.26666666666666666,0.5,1.0,,,,,,,,True,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,39021.0,650,41,1254,1258,319.0,353,164,2512,30.0,53.0,5.0,9.0,3.0,7.0,14.0,34.0,81.0,86,168,55.0,359,1337,9.0,19.0,2.0,38.0,13.0,30.0,16.0,75.0,118.0,54.0,13.0,19.0,14.0,33.0,3.0,10.0,8.0,80.0,4.0,8.0,19.0,54.0,15.0,88.0,12.0,100.0,2.0,9.0,6.0,3.0,26.0,3.0,14.0,18.0,3.0,4.0,44.0,3.0,11.0,35.0,77.0,6.0,62.0,3.0,11.0,64.0,9.0,32.0,3.0,16.0,,,12.0,3.0,16.0,12.0,,75.0,319.0,10.0,3.0,0.686046511627907,0.7023809523809523,0.5119047619047619,0.47368421052631576,0.43333333333333335,0.5205479452054794,0.5625,0.48360655737704916,0.5626959247648903,0.5757575757575758,0.528169014084507,0.07738095238095238,0.1320754716981132,25.12110726643599,0.5909090909090909,0.32608695652173914,0.12217194570135746,0.01909307875894988,0.12337662337662338,0.025157232704402517,0.12248322147651007,0.020761245674740483,0.027972027972027972,0.018518518518518517,0.011904761904761904,0.024793388429752067,0.02631578947368421,0.12101910828025478,0.13253012048192772,0.1188118811881188,0.13592233009708737,0.09803921568627451,0.013605442176870748,0.75,0.1815068493150685,0.5660377358490566,0.6521739130434783,0.7666666666666667,0.11643835616438356,0.4117647058823529,0.4666666666666667,0.21428571428571427,0.2773972602739726,0.28125,0.5555555555555556,0.6,0.11475409836065574,0.42857142857142855,0.6061643835616438,0.5010640410958904,0.5225173076923076,0.4898,0.10443037974683544,0.16753926701570682,0.10584958217270195,0.20891364902506965,10.622619047619049,0.2543859649122807,42.0,4.0,11.0,12.0,1.0,5.0,0.11764705882352941,0.5185185185185185,0.5316455696202531,0.7857142857142857,30.0,7.0,94.0,24.0,124.0,31.0,94.0,1.0,,,1.0,1.0,0.4246575342465753,0.024691358024691357,,0.10273972602739725,0.3219178082191781,0.11475409836065574,0.39344262295081966,24.70806451612903,12.0,3.0,32.0,5.0,12.0,8.0,44.0,6.0,13.0,11.0,132.0,,32.0,1.0,0.3548387096774194,0.46153846153846156,0.3548387096774194,0.3548387096774194,0.4,0.4,1.0,0.3404255319148936,0.34782608695652173,1.0,0.375,0.4166666666666667,1.0,0.42857142857142855,0.3333333333333333,0.3404255319148936,,,1.0,1.0,,0.03125,1.0,1.0,2.0,1.0,0.016129032258064516,0.02127659574468085,0.008,,,True,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,52400.0,873,8,1695,1694,370.0,407,239,3389,25.0,46.0,2.0,2.0,5.0,13.0,13.0,33.0,121.0,91,200,43.0,321,1772,4.0,11.0,4.0,18.0,17.0,45.0,22.0,68.0,36.0,146.0,11.0,133.0,33.0,166.0,15.0,58.0,66.0,365.0,1.0,9.0,17.0,61.0,3.0,81.0,11.0,92.0,,34.0,12.0,22.0,32.0,6.0,23.0,21.0,3.0,4.0,53.0,4.0,15.0,42.0,84.0,5.0,58.0,,11.0,54.0,,17.0,8.0,9.0,1.0,1.0,4.0,3.0,10.0,5.0,,68.0,370.0,6.0,8.0,0.1978021978021978,0.1978021978021978,0.455,0.36363636363636365,0.37777777777777777,0.4843205574912892,0.35,0.3770491803278688,0.5096153846153846,0.38636363636363635,0.4527027027027027,0.055,0.08695652173913043,18.31409934771701,0.6037735849056604,0.06382978723404255,0.1,0.013432835820895522,0.08994708994708994,0.006024096385542169,0.09762202753441802,0.011961722488038277,0.017167381974248927,0.026143790849673203,0.0035211267605633804,0.008620689655172414,,0.0776255707762557,0.09558823529411764,0.12156862745098039,0.09027777777777778,0.08888888888888889,,0.5,0.1602787456445993,0.5434782608695652,0.5952380952380952,0.28,0.11498257839721254,0.3939393939393939,0.4482758620689655,0.07692307692307693,0.42160278745644597,0.1,1.0,1.0,0.21311475409836064,0.38461538461538464,0.4634146341463415,0.4902519230769231,0.49935833333333335,0.4846783333333333,0.05921052631578947,0.07834101382488479,0.056074766355140186,0.2118380062305296,13.337500000000004,0.2182890855457227,53.0,,18.0,9.0,1.0,3.0,0.12121212121212122,0.4380165289256198,0.4491525423728814,0.18867924528301888,18.0,4.0,69.0,12.0,87.0,16.0,68.0,9.0,1.0,3.0,2.0,2.0,0.30313588850174217,0.024793388429752067,0.018867924528301886,0.0627177700348432,0.24041811846689895,0.06557377049180328,0.19672131147540983,25.012643678160924,3.0,1.0,29.0,2.0,8.0,3.0,32.0,2.0,9.0,4.0,90.0,1.0,29.0,0.9375,0.367816091954023,0.2222222222222222,0.25,0.37209302325581395,0.16666666666666666,0.16666666666666666,1.0,0.42028985507246375,0.42028985507246375,0.9310344827586207,0.4,0.25,0.5,0.25,0.25,0.4264705882352941,,,,1.0,6.0,0.05,,,,1.0,,,0.011494252873563218,1.0,,True,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,40512.0,675,-24,1311,1305,402.0,460,204,2616,26.0,59.0,2.0,8.0,8.0,22.0,13.0,37.0,105.0,82,201,92.0,415,1420,3.0,14.0,8.0,20.0,22.0,67.0,48.0,143.0,46.0,118.0,17.0,45.0,18.0,63.0,6.0,30.0,13.0,144.0,1.0,8.0,14.0,36.0,4.0,54.0,10.0,64.0,3.0,17.0,8.0,9.0,27.0,3.0,13.0,13.0,,,40.0,3.0,10.0,20.0,41.0,6.0,83.0,1.0,2.0,100.0,7.0,27.0,18.0,,,,,,,,,143.0,402.0,6.0,18.0,0.2804878048780488,0.2804878048780488,0.4079601990049751,0.21428571428571427,0.3283582089552239,0.5094637223974764,0.2857142857142857,0.4481132075471698,0.5686274509803921,0.38,0.5426356589147286,0.0845771144278607,0.2033898305084746,25.190355329949238,0.675,0.09302325581395349,0.07775377969762419,0.014842300556586271,0.0945945945945946,0.006211180124223602,0.08183306055646482,0.012857142857142857,0.009950248756218905,0.00847457627118644,0.022727272727272728,,0.02702702702702703,0.054878048780487805,0.06,0.10552763819095477,0.12745098039215685,0.021739130434782608,0.01875,,0.1861198738170347,0.4406779661016949,0.5531914893617021,0.3076923076923077,0.1167192429022082,0.35135135135135137,0.35135135135135137,0.23076923076923078,0.3312302839116719,0.38095238095238093,0.25,,0.20754716981132076,0.36363636363636365,0.5520504731861199,0.48891687697160885,0.5029058823529412,0.469777358490566,0.08849557522123894,0.12217194570135746,0.04819277108433735,0.344578313253012,11.805472636815916,0.30663615560640733,43.0,,12.0,14.0,,1.0,,0.4095238095238095,0.43,0.27906976744186046,25.0,7.0,91.0,32.0,116.0,39.0,91.0,2.0,1.0,10.0,,1.0,0.3659305993690852,0.047619047619047616,0.023809523809523808,0.07886435331230283,0.2870662460567823,0.0660377358490566,0.3018867924528302,24.799137931034487,14.0,3.0,39.0,1.0,5.0,14.0,53.0,2.0,7.0,17.0,108.0,,39.0,0.6792452830188679,0.45689655172413796,0.2857142857142857,0.4358974358974359,0.45689655172413796,0.56,0.56,0.9285714285714286,0.42857142857142855,0.42857142857142855,0.5897435897435898,0.23809523809523808,0.2,,0.42857142857142855,0.4375,0.42857142857142855,,,1.0,2.0,51.0,0.09523809523809523,0.5,1.0,,3.0,,,0.025423728813559324,1.0,,True,
201242,1610612741,Thomas Gardner,Thomas Gardner,201242,CHI,1006.0,17,-4,36,36,9.0,14,3,72,,,,,,,1.0,1.0,1.0,2,2,,7,35,,,,,1.0,1.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,1.0,,3.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,5.0,9.0,2.0,,1.0,1.0,1.0,,1.0,0.5,,0.5,0.5,,0.5,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,0.7142857142857143,0.45592142857142853,,0.42844,,,,0.7142857142857143,14.85,0.25,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,4.0,,,,,,0.7142857142857143,,,0.14285714285714285,0.5714285714285714,0.2,0.6,24.38,1.0,1.0,,,,,1.0,,,1.0,3.0,,,1.0,0.2,,0.25,0.2,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,
