EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,Offensive Fouls Drawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,3SecondViolations,Clear Path Fouls
101204,1610612739,Dwayne Jones,Dwayne Jones,101204,CLE,28343.0,472.0,-46.0,884.0,897.0,366.0,372.0,136.0,1781.0,25.0,42.0,20.0,29.0,12.0,20.0,4.0,1.0,1.0,25.0,46.0,1.0,28.0,78.0,978.0,20.0,30.0,11.0,51.0,12.0,22.0,1.0,11.0,35.0,12.0,38.0,36.0,1.0,9.0,6.0,4.0,10.0,4.0,6.0,24.0,19.0,44.0,6.0,14.0,41.0,16.0,71.0,69.0,140.0,2.0,10.0,7.0,3.0,10.0,1.0,4.0,7.0,6.0,1.0,17.0,4.0,9.0,55.0,88.0,4.0,5.0,39.0,7.0,56.0,2.0,17.0,12.0,25.0,20.0,5.0,25.0,19.0,1.0,2.0,35.0,366.0,11.0,12.0,0.24,0.8571428571428571,0.5434782608695652,0.6666666666666666,0.5454545454545454,0.5319148936170213,0.6666666666666666,0.5217391304347826,0.527027027027027,0.6219512195121951,0.44871794871794873,0.02127659574468085,0.1956521739130435,0.16666666666666666,0.5,8.708133971291867,0.5882352941176471,0.37209302325581395,0.11764705882352941,0.13804713804713806,0.14426229508196722,0.13592233009708737,0.152,0.1375,0.14651162790697675,0.18478260869565216,0.1506849315068493,0.11428571428571428,0.1267605633802817,0.18518518518518517,0.16831683168316833,0.14130434782608695,0.10576923076923077,0.15942028985507245,0.08823529411764706,0.18181818181818182,0.76,0.8936170212765957,0.5952380952380952,0.7142857142857143,0.24,0.0851063829787234,0.02127659574468085,0.9666666666666667,0.6896551724137931,0.05,0.8695652173913043,0.6,0.043478260869565216,0.9148936170212766,0.5673173913043478,0.5885666666666666,0.5659681818181818,0.27419354838709675,0.2786885245901639,0.6538461538461539,0.44871794871794873,1.3652173913043482,43.6,0.41402714932126694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,264.0,4.0,-4.0,9.0,10.0,8.0,4.0,2.0,19.0,,1.0,,,,1.0,,,,,1.0,,,,11.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,1.0,1.0,,8.333333333333334,,,,0.6666666666666666,,,,0.4,,,,,,,0.6666666666666666,,,,,,,1.0,,,,,,,,,1.0,,,1.0,0.4765,,0.4765,,,,,2.2,,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,16460.0,274.0,-24.0,499.0,503.0,204.0,183.0,75.0,1002.0,2.0,3.0,,,,,2.0,31.0,15.0,6.0,21.0,60.0,3.0,102.0,570.0,1.0,3.0,,8.0,2.0,6.0,28.0,3.0,43.0,4.0,8.0,,,,20.0,10.0,30.0,5.0,8.0,70.0,1.0,,,4.0,7.0,1.0,12.0,1.0,13.0,,6.0,5.0,1.0,7.0,1.0,6.0,2.0,1.0,,9.0,,4.0,2.0,13.0,,,3.0,,6.0,,,2.0,1.0,1.0,,1.0,,,,43.0,204.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.4,0.5882352941176471,0.6144578313253012,0.4,0.5972222222222222,0.7407407407407407,,,,15.619694397283531,0.7777777777777778,0.05,,0.03910614525139665,,0.07407407407407407,0.012987012987012988,0.04721030042918455,0.00411522633744856,,,,,0.02857142857142857,0.05,0.05084745762711865,0.016666666666666666,0.05263157894736842,0.125,,,0.037037037037037035,0.6666666666666666,0.6666666666666666,,0.024691358024691357,0.38271604938271603,,,,,,0.4411764705882353,0.7777777777777778,0.5099067901234566,0.50818125,0.4930499999999999,,,0.0784313725490196,0.4215686274509804,15.442857142857143,24.473333333333333,0.4088176352705411,4.0,16.0,12.0,29.0,1.0,3.0,5.0,13.0,17.0,1.0,4.0,7.0,29.0,2.0,7.0,12.0,81.0,6.0,31.0,17.0,1.0,5.0,4.0,8.0,1.0,2.0,0.9310344827586207,0.48333333333333334,0.2857142857142857,0.42857142857142855,0.48333333333333334,0.016666666666666666,0.03225806451612903,0.19753086419753085,0.25,0.25,0.5,0.35802469135802467,0.41379310344827586,0.41379310344827586,1.0,0.5483870967741935,0.5666666666666667,0.8823529411764706,0.3,0.3333333333333333,1.0,0.4,0.25,1.0,0.38235294117647056,0.38461538461538464,0.4666666666666667,0.5483870967741935,,,,,,,,,,,,True,,,,,,,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,3793.0,63.0,-5.0,123.0,127.0,68.0,48.0,21.0,250.0,2.0,5.0,1.0,1.0,1.0,3.0,7.0,1.0,,7.0,26.0,3.0,7.0,21.0,135.0,2.0,3.0,,4.0,2.0,12.0,,5.0,9.0,14.0,,,,2.0,5.0,2.0,7.0,1.0,1.0,16.0,,1.0,,3.0,3.0,2.0,8.0,1.0,9.0,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,4.0,4.0,,,8.0,,8.0,,4.0,,,,,,,,,9.0,68.0,,,1.0,1.0,0.2692307692307692,0.6666666666666666,0.16666666666666666,0.2413793103448276,0.5,0.16666666666666666,0.3181818181818182,0.5,0.3,0.10344827586206896,0.07692307692307693,0.4,,23.48993288590604,1.0,0.3333333333333333,,0.07692307692307693,0.01818181818181818,0.17647058823529413,,0.10714285714285714,0.015151515151515152,,,0.03571428571428571,,,,0.2222222222222222,0.06666666666666667,0.16666666666666666,0.2,,,0.1724137931034483,0.4,0.6666666666666666,1.0,0.2413793103448276,0.034482758620689655,0.25,1.0,1.0,0.25,0.3333333333333333,,0.27586206896551724,0.43494310344827586,0.484525,0.43207499999999993,0.12121212121212122,0.13333333333333333,0.19047619047619047,0.42857142857142855,12.346153846153847,23.866666666666664,0.5528455284552846,2.0,14.0,,2.0,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,3.0,,,,,,,,,,0.4827586206896552,0.14285714285714285,0.14285714285714285,1.0,0.06896551724137931,,,,,,,,,,0.25,,,,,,,3.0,1.0,0.42857142857142855,0.42857142857142855,1.0,,,,,,,True,,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,12231.0,204.0,-4.0,363.0,371.0,157.0,132.0,60.0,734.0,4.0,10.0,,,1.0,3.0,5.0,17.0,9.0,9.0,28.0,30.0,18.0,75.0,406.0,,,,3.0,2.0,11.0,13.0,12.0,28.0,4.0,14.0,,2.0,5.0,15.0,7.0,22.0,5.0,5.0,51.0,1.0,1.0,,3.0,9.0,1.0,13.0,2.0,15.0,,3.0,,3.0,5.0,1.0,3.0,6.0,2.0,,11.0,1.0,5.0,4.0,11.0,2.0,2.0,18.0,,22.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,,,28.0,157.0,1.0,5.0,0.2222222222222222,0.2222222222222222,0.32142857142857145,,0.18181818181818182,0.49137931034482757,1.5,0.3333333333333333,0.5447761194029851,1.5,0.43548387096774194,0.5172413793103449,0.17857142857142858,0.1,0.4,18.013856812933025,0.45454545454545453,0.07142857142857142,,0.07377049180327869,0.0078125,0.06818181818181818,0.019230769230769232,0.07228915662650602,0.011111111111111112,,0.03333333333333333,,0.03333333333333333,,,0.17073170731707318,0.0425531914893617,0.03225806451612903,0.15384615384615385,,0.3333333333333333,0.1724137931034483,0.4,0.4444444444444444,,0.08620689655172414,0.29310344827586204,,,,0.125,0.3333333333333333,0.375,0.6896551724137931,0.48769196428571426,0.6015,0.47088863636363637,0.08064516129032258,0.15625,0.04,0.37333333333333335,10.75,25.98333333333333,0.4325068870523416,4.0,13.0,6.0,13.0,1.0,1.0,1.0,4.0,7.0,,,3.0,13.0,1.0,1.0,4.0,33.0,6.0,15.0,7.0,1.0,2.0,3.0,7.0,1.0,3.0,0.8461538461538461,0.43333333333333335,1.0,0.3076923076923077,0.4642857142857143,0.03333333333333333,,0.22413793103448276,0.3076923076923077,0.36363636363636365,0.5,0.22413793103448276,0.46153846153846156,0.5,1.0,0.4117647058823529,0.4117647058823529,0.7142857142857143,1.0,1.0,1.0,,,,0.16666666666666666,0.25,0.3333333333333333,0.4666666666666667,1.0,1.0,0.2,0.3333333333333333,,1.0,0.15384615384615385,0.07692307692307693,,,,True,,,,,,,
2484,1610612739,Devin Brown,Devin Brown,2484,CLE,15595.0,260.0,-10.0,494.0,498.0,212.0,199.0,72.0,992.0,15.0,29.0,,3.0,5.0,11.0,24.0,14.0,10.0,30.0,72.0,24.0,21.0,99.0,530.0,2.0,8.0,,7.0,13.0,29.0,15.0,7.0,42.0,36.0,24.0,,2.0,9.0,13.0,12.0,25.0,8.0,7.0,62.0,2.0,2.0,,6.0,26.0,4.0,36.0,4.0,40.0,1.0,9.0,7.0,2.0,8.0,2.0,4.0,10.0,4.0,5.0,18.0,2.0,6.0,14.0,25.0,2.0,3.0,20.0,,27.0,5.0,15.0,1.0,3.0,2.0,1.0,3.0,2.0,,,42.0,212.0,1.0,1.0,0.6,0.6,0.4166666666666667,0.25,0.4482758620689655,0.40625,0.3181818181818182,0.3977272727272727,0.46261682242990654,0.3181818181818182,0.44680851063829785,0.25,0.125,0.13793103448275862,0.16666666666666666,21.70138888888889,0.4444444444444444,0.16666666666666666,,0.1452513966480447,0.012578616352201259,0.1016949152542373,0.031746031746031744,0.13445378151260504,0.018018018018018018,0.0425531914893617,,,,0.08,0.12903225806451613,0.07407407407407407,0.2222222222222222,0.05,0.21052631578947367,0.02127659574468085,0.6666666666666666,0.3020833333333333,0.5172413793103449,0.6,0.5333333333333333,0.25,0.14583333333333334,0.2727272727272727,,,0.25,0.45454545454545453,0.22727272727272727,0.5520833333333334,0.5036755319148937,0.4927250000000001,0.4985738095238095,0.14150943396226415,0.18292682926829268,0.0707070707070707,0.42424242424242425,8.494444444444445,26.887499999999992,0.4291497975708502,7.0,19.0,4.0,10.0,1.0,2.0,2.0,5.0,2.0,,1.0,1.0,6.0,1.0,3.0,3.0,18.0,,12.0,2.0,,4.0,2.0,4.0,,,1.0,0.25,0.3333333333333333,0.2,0.2727272727272727,,,0.19791666666666666,0.3684210526315789,0.3888888888888889,0.8571428571428571,0.10416666666666667,0.4,0.4,1.0,0.14285714285714285,0.14285714285714285,1.0,0.18181818181818182,0.5,1.0,0.09090909090909091,,,0.11363636363636363,0.4,0.1,0.16666666666666666,8.0,1.0,0.3333333333333333,0.4,0.5,,0.05263157894736842,,,,,True,,,,,,,
2753,1610612739,Delonte West,Delonte West,2753,CLE,928.0,15.0,9.0,34.0,34.0,20.0,17.0,4.0,68.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,7.0,26.0,,1.0,,,1.0,2.0,1.0,2.0,7.0,,2.0,,,,2.0,1.0,3.0,,,7.0,,1.0,,2.0,3.0,,5.0,1.0,6.0,,,,,1.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,,,2.0,,2.0,,1.0,,,,,,,,,7.0,20.0,,,,,0.25,,0.5,0.5,,0.8333333333333334,0.5833333333333334,,0.875,0.2,,,,20.51282051282051,0.5,,,0.2727272727272727,0.07692307692307693,0.5,,0.3333333333333333,0.07142857142857142,,,0.2,,,,0.5,0.6666666666666666,0.3333333333333333,1.0,,,0.4,0.5,0.5,,0.2,0.2,1.0,,,0.3333333333333333,1.0,0.3333333333333333,0.6,0.43323,0.5823,0.40421666666666667,0.16666666666666666,0.2,,1.0,7.925,25.3,0.5882352941176471,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,,3.0,1.0,1.0,,1.0,2.0,,,,,1.0,,1.0,1.0,,,0.2,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,True,,,,,,,
2873,1610612739,Billy Thomas,Billy Thomas,2873,CLE,1615.0,27.0,1.0,52.0,47.0,29.0,12.0,11.0,99.0,,,,,,,1.0,8.0,2.0,,1.0,12.0,,12.0,58.0,,1.0,,,,,4.0,,6.0,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,1.0,,2.0,,,1.0,2.0,,3.0,1.0,,4.0,4.0,,,,,,,,,,,,,,,,6.0,29.0,,,,,,,,0.46153846153846156,,0.75,0.46153846153846156,,0.75,0.9230769230769231,,,,24.242424242424242,0.6666666666666666,,,0.14285714285714285,,,,0.1,,,,,,,,0.4,,,,,,,,,,0.07692307692307693,0.6153846153846154,,,,,,0.5,0.9230769230769231,0.528996153846154,0.5230166666666666,0.5184,,,,0.5,11.2,24.641666666666666,0.5576923076923077,,,2.0,4.0,,,1.0,2.0,2.0,,2.0,1.0,4.0,,2.0,2.0,12.0,,8.0,2.0,,,,,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,,,,,,0.3076923076923077,0.5,0.5,1.0,0.25,0.25,1.0,,,,0.6666666666666666,,,0.5,0.5,0.5,0.25,,,,,,1.0,,,,,,True,,,,,,,
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,6793.0,113.0,-24.0,215.0,219.0,87.0,98.0,37.0,434.0,6.0,10.0,1.0,1.0,3.0,3.0,9.0,13.0,4.0,21.0,39.0,18.0,21.0,84.0,267.0,2.0,3.0,,13.0,7.0,13.0,6.0,9.0,35.0,12.0,30.0,2.0,,3.0,2.0,2.0,4.0,1.0,1.0,10.0,,4.0,,2.0,5.0,,7.0,4.0,11.0,3.0,7.0,5.0,2.0,1.0,,,7.0,1.0,,8.0,,3.0,11.0,18.0,,4.0,14.0,,25.0,3.0,9.0,3.0,,,,,,,,35.0,87.0,1.0,3.0,0.2857142857142857,0.3,0.5384615384615384,0.6666666666666666,0.5384615384615384,0.5526315789473685,0.9285714285714286,0.6842105263157895,0.6194029850746269,0.9285714285714286,0.7608695652173914,0.3157894736842105,0.07692307692307693,0.3,,29.296875,0.125,,,0.08064516129032258,0.057971014492753624,0.08695652173913043,,0.08235294117647059,0.0392156862745098,0.11764705882352941,,0.05555555555555555,,,,0.13636363636363635,0.1111111111111111,0.06666666666666667,0.125,0.11538461538461539,,0.17543859649122806,0.6,0.8571428571428571,0.3333333333333333,0.15789473684210525,0.22807017543859648,0.14285714285714285,1.0,,0.15789473684210525,1.0,0.21052631578947367,0.49122807017543857,0.48562105263157895,0.4566,0.48191052631578946,0.15625,0.2,0.15476190476190477,0.4166666666666667,12.315384615384618,24.966666666666665,0.4046511627906977,10.0,20.0,,5.0,,,,2.0,7.0,3.0,4.0,4.0,7.0,3.0,4.0,4.0,18.0,3.0,13.0,7.0,,1.0,1.0,,,1.0,0.8571428571428571,0.3888888888888889,0.75,0.6666666666666666,0.3888888888888889,,,0.3508771929824561,0.5,0.5,0.2,0.08771929824561403,,,,0.5384615384615384,0.5384615384615384,0.8571428571428571,,,,0.5714285714285714,0.75,1.0,0.10526315789473684,,1.0,0.5384615384615384,5.0,,0.5555555555555556,0.5555555555555556,0.4,2.0,,,1.0,0.05263157894736842,,True,,,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,5905.0,98.0,-30.0,189.0,201.0,72.0,99.0,29.0,390.0,7.0,11.0,2.0,5.0,4.0,4.0,2.0,6.0,3.0,10.0,24.0,11.0,3.0,41.0,211.0,2.0,6.0,2.0,9.0,5.0,6.0,5.0,1.0,20.0,10.0,10.0,4.0,,5.0,4.0,1.0,5.0,,2.0,11.0,1.0,4.0,2.0,1.0,7.0,1.0,9.0,7.0,16.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,,,4.0,,1.0,2.0,4.0,,,2.0,,4.0,,2.0,,1.0,1.0,,1.0,1.0,,,20.0,72.0,,,0.5,0.625,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.5428571428571428,0.5,0.8636363636363636,0.5540540540540541,0.5625,0.8333333333333334,0.3142857142857143,0.20833333333333334,0.18181818181818182,0.5,18.468468468468465,0.5,0.07692307692307693,0.13333333333333333,0.1206896551724138,0.05970149253731343,0.04,0.04,0.0963855421686747,0.05434782608695652,,,0.13333333333333333,,0.1,0.05263157894736842,0.08695652173913043,0.25,0.06666666666666667,,0.07692307692307693,1.0,0.3142857142857143,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.05714285714285714,0.17142857142857143,0.7142857142857143,0.4,,0.36363636363636365,1.0,0.2727272727272727,0.6285714285714286,0.4966871428571428,0.58682,0.5098409090909091,0.05405405405405406,0.07692307692307693,0.21951219512195122,0.4878048780487805,9.575,24.900000000000002,0.38095238095238093,3.0,11.0,3.0,5.0,,,1.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,15.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,,,0.8333333333333334,0.5454545454545454,1.0,0.6,0.5454545454545454,0.09090909090909091,,0.3142857142857143,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.6,0.75,1.0,0.5,0.5,0.6666666666666666,,,,0.14285714285714285,1.0,1.0,0.18181818181818182,0.5,0.6666666666666666,0.5,,,,,,,0.18181818181818182,0.2,,,,True,,,,,,,
